期間,合計_原始值,合計_年增率(%),食品及飲料製造業_原始值,食品及飲料製造業_年增率(%),食品及飲料製造業-飲料製造業_原始值,食品及飲料製造業-飲料製造業_年增率(%),菸草製造業_原始值,菸草製造業_年增率(%),紡織業_原始值,紡織業_年增率(%),成衣及服飾品製造業_原始值,成衣及服飾品製造業_年增率(%),皮革、毛皮及其製品製造業_原始值,皮革、毛皮及其製品製造業_年增率(%),木竹製品製造業_原始值,木竹製品製造業_年增率(%),紙漿、紙及紙製品製造業_原始值,紙漿、紙及紙製品製造業_年增率(%),印刷及資料儲存媒體複製業_原始值,印刷及資料儲存媒體複製業_年增率(%),石油及煤製品製造業_原始值,石油及煤製品製造業_年增率(%),化學材料製造業_原始值,化學材料製造業_年增率(%),化學製品製造業_原始值,化學製品製造業_年增率(%),化學製品製造業-藥品製造業_原始值,化學製品製造業-藥品製造業_年增率(%),橡膠製品製造業_原始值,橡膠製品製造業_年增率(%),塑膠製品製造業_原始值,塑膠製品製造業_年增率(%),非金屬礦物製品製造業_原始值,非金屬礦物製品製造業_年增率(%),基本金屬製造業_原始值,基本金屬製造業_年增率(%),金屬製品製造業_原始值,金屬製品製造業_年增率(%),電子零組件製造業_原始值,電子零組件製造業_年增率(%),電腦、電子產品及光學製品製造業_原始值,電腦、電子產品及光學製品製造業_年增率(%),電力設備製造業_原始值,電力設備製造業_年增率(%),機械設備製造業_原始值,機械設備製造業_年增率(%),運輸工具製造業_原始值,運輸工具製造業_年增率(%),運輸工具製造業-汽車及其零件製造業_原始值,運輸工具製造業-汽車及其零件製造業_年增率(%),家具製造業_原始值,家具製造業_年增率(%),其他製造業_原始值,其他製造業_年增率(%),產業用機械設備維修及安裝業_原始值,產業用機械設備維修及安裝業_年增率(%)
2010M11,"3,854,211",9.65,"144,874",16.91,"8,421",13.32,479,-5.89,"126,373",-1.53,"22,838",-1.83,"30,835",-0.69,"10,795",-3.18,"50,175",16.33,"25,643",5.72,"173,552",-14.32,"215,069",-1.56,"74,148",-6.26,"20,168",8.56,"32,621",9.23,"124,056",-6.05,"90,918",12.52,"375,106",22.76,"264,001",9.62,"1,169,728",9.59,"422,767",39.51,"132,481",-6.61,"147,417",15.00,"154,392",9.73,"85,252",-0.26,"16,135",2.94,"41,627",11.73,"8,181",37.57
2010M12,"3,798,726",7.25,"137,255",11.25,"9,026",22.89,415,-8.39,"145,217",2.53,"22,791",-2.12,"30,951",-2.33,"11,036",-2.08,"52,910",9.96,"26,025",6.54,"166,484",-18.65,"214,118",-1.10,"74,603",-5.69,"20,525",12.54,"31,510",8.88,"125,538",-7.38,"96,813",7.26,"375,359",20.59,"270,035",9.49,"1,128,848",6.79,"380,497",28.55,"132,122",-3.43,"151,625",14.96,"156,251",10.01,"85,671",0.36,"16,306",-2.01,"43,891",14.79,"8,126",35.70
2011M01,"3,857,100",10.22,"139,431",13.10,"8,945",12.29,402,-8.64,"132,126",3.79,"24,020",6.86,"30,660",-4.19,"11,027",2.00,"53,251",21.37,"26,637",16.34,"175,071",-4.59,"219,601",3.22,"76,854",-4.19,"20,190",9.56,"33,335",25.62,"124,737",-5.02,"83,514",-5.69,"378,709",19.48,"272,992",12.60,"1,154,113",7.29,"407,170",36.87,"135,545",-0.11,"154,274",21.95,"154,439",10.16,"82,450",-0.60,"16,246",1.89,"44,769",21.64,"8,177",40.86
2011M02,"3,858,125",9.42,"137,024",9.35,"8,842",7.31,363,-1.09,"133,076",2.71,"23,603",4.73,"30,978",-4.65,"11,013",4.17,"54,198",19.55,"26,285",13.69,"160,976",-3.97,"224,283",4.26,"77,713",-4.42,"19,519",4.97,"34,491",26.51,"127,530",-4.06,"83,322",-2.34,"379,730",16.93,"272,912",11.55,"1,147,384",6.28,"413,439",31.97,"138,282",0.85,"156,477",23.82,"155,957",9.33,"82,586",-1.98,"16,439",5.84,"44,512",19.20,"8,138",38.57
2011M03,"3,867,087",10.04,"139,087",10.48,"9,300",5.72,424,-39.51,"140,575",-1.04,"23,997",15.89,"30,647",2.21,"11,207",10.62,"55,847",16.57,"26,418",12.54,"159,780",-8.45,"222,046",3.85,"77,433",2.23,"19,937",8.39,"34,851",25.92,"126,677",-4.26,"73,379",-13.07,"380,595",12.46,"279,415",16.14,"1,160,697",6.79,"399,054",45.81,"137,157",1.12,"157,824",26.52,"159,873",10.50,"83,735",-0.87,"16,567",4.66,"45,128",16.66,"8,409",44.81
2011M04,"3,937,505",11.23,"140,033",7.62,"8,035",-7.69,589,-39.28,"137,243",3.44,"24,328",15.34,"34,418",19.78,"11,005",7.89,"55,038",23.68,"26,234",11.29,"175,398",0.59,"220,994",2.20,"78,773",9.89,"19,722",17.36,"34,914",22.00,"123,952",-7.21,"73,138",-9.44,"384,107",16.57,"287,981",17.50,"1,182,579",9.92,"422,707",30.31,"140,801",1.65,"158,662",25.38,"156,350",9.80,"82,343",-1.74,"16,156",2.49,"43,810",12.93,"8,295",37.91
2011M05,"4,065,589",11.22,"144,450",11.10,"8,457",2.27,598,-24.59,"137,561",7.22,"25,025",15.55,"34,544",16.13,"11,173",6.66,"56,829",14.68,"26,458",11.91,"209,318",8.98,"228,342",-0.30,"82,185",12.60,"20,468",13.74,"36,573",24.82,"124,912",-9.39,"75,203",-7.52,"391,566",16.32,"291,446",17.74,"1,192,680",7.90,"462,252",29.18,"147,785",8.70,"163,221",26.32,"153,935",6.17,"84,039",-2.96,"17,113",9.15,"44,375",12.39,"8,045",31.84
2011M06,"4,082,203",12.02,"147,469",12.94,"9,467",13.96,786,7.82,"143,179",0.60,"24,521",8.70,"35,386",19.52,"11,425",7.17,"60,579",21.25,"26,547",11.52,"224,439",20.53,"218,602",-2.44,"80,225",10.88,"20,942",13.53,"37,116",22.46,"120,414",-8.48,"76,121",-11.78,"395,222",15.50,"293,531",17.11,"1,208,142",11.60,"443,690",27.53,"149,669",6.64,"166,285",26.26,"147,443",1.16,"84,387",-3.46,"17,796",13.63,"45,513",14.46,"8,103",25.01
2011M07,"4,109,858",11.09,"146,057",1.25,"9,099",7.85,700,26.81,"142,322",13.44,"24,742",7.63,"34,420",17.43,"11,598",8.45,"60,281",26.03,"27,235",14.57,"239,940",25.37,"220,621",3.34,"82,923",14.75,"21,356",23.62,"36,846",20.99,"117,898",-10.86,"74,769",-8.33,"407,521",15.17,"292,624",16.04,"1,201,697",9.83,"458,558",21.13,"146,409",0.61,"168,417",27.45,"143,013",-7.48,"83,805",-3.64,"16,810",6.74,"45,947",15.28,"8,510",24.52
2011M08,"4,275,648",12.08,"150,931",6.79,"9,898",13.21,750,0.81,"152,874",22.30,"25,780",10.19,"39,870",22.17,"11,214",3.47,"60,965",25.26,"27,131",12.36,"240,917",30.09,"271,111",22.93,"85,232",14.59,"22,676",22.82,"36,378",15.56,"125,776",-2.75,"76,511",-14.46,"412,288",13.02,"292,440",13.12,"1,259,201",9.51,"474,820",16.12,"148,013",6.67,"169,376",20.63,"143,737",-5.76,"84,296",-2.82,"16,353",4.42,"46,190",13.00,"7,790",4.68
2011M09,"4,310,606",14.41,"151,066",6.87,"9,716",10.98,663,-10.53,"153,670",13.56,"26,337",15.02,"39,912",22.62,"11,167",1.77,"62,578",24.00,"27,596",11.58,"247,502",31.92,"275,444",28.01,"83,187",12.59,"23,216",21.79,"40,067",25.19,"130,698",-0.06,"77,438",-15.48,"407,580",11.81,"292,100",13.16,"1,300,912",13.22,"441,475",24.80,"151,378",13.67,"173,964",23.60,"143,886",-6.40,"83,106",-3.21,"16,888",7.29,"46,949",14.40,"8,149",7.89
2011M10,"4,311,648",12.82,"146,290",5.19,"9,367",6.42,327,-52.54,"149,207",16.97,"25,703",11.90,"40,020",28.50,"11,313",3.89,"63,265",27.79,"26,887",5.49,"269,563",38.71,"269,283",27.48,"84,283",15.59,"23,537",20.67,"39,394",20.02,"128,966",-2.16,"76,642",-15.91,"394,658",5.70,"287,635",6.98,"1,310,039",14.49,"450,821",13.33,"143,801",8.78,"174,607",21.86,"147,363",-5.27,"85,417",-1.08,"17,214",8.49,"46,280",12.62,"8,087",1.38
2011M11,"4,385,565",13.79,"148,669",2.62,"9,289",10.31,217,-54.70,"144,274",14.17,"25,603",12.11,"40,219",30.43,"11,329",4.95,"62,942",25.44,"27,074",5.58,"287,402",65.60,"280,809",30.57,"89,023",20.06,"24,207",20.03,"39,293",20.45,"134,044",8.05,"78,028",-14.18,"410,753",9.50,"289,053",9.49,"1,317,324",12.62,"467,748",10.64,"143,802",8.55,"173,846",17.93,"143,236",-7.23,"81,550",-4.34,"17,042",5.62,"46,061",10.65,"7,774",-4.97
2011M12,"4,263,035",12.22,"148,752",8.38,"9,477",5.00,195,-53.01,"158,619",9.23,"24,547",7.70,"39,169",26.55,"11,393",3.23,"63,598",20.20,"27,237",4.66,"277,566",66.72,"259,182",21.05,"85,906",15.15,"24,002",16.94,"38,616",22.55,"129,757",3.36,"77,246",-20.21,"406,226",8.22,"289,037",7.04,"1,292,861",14.53,"404,858",6.40,"137,337",3.95,"175,856",15.98,"144,723",-7.38,"81,878",-4.43,"17,527",7.49,"45,034",2.60,"7,793",-4.10
2012M01,"4,249,430",10.17,"148,923",6.81,"9,736",8.84,301,-25.12,"147,106",11.34,"25,833",7.55,"40,215",31.16,"11,116",0.81,"62,877",18.08,"27,021",1.44,"251,750",43.80,"271,141",23.47,"85,918",11.79,"23,760",17.68,"40,206",20.61,"128,829",3.28,"75,470",-9.63,"405,740",7.14,"289,148",5.92,"1,299,105",12.56,"409,216",0.50,"136,562",0.75,"181,877",17.89,"140,187",-9.23,"79,516",-3.56,"17,167",5.67,"45,986",2.72,"7,736",-5.39
2012M02,"4,244,530",10.02,"148,100",8.08,"9,623",8.83,308,-15.15,"145,909",9.64,"25,342",7.37,"41,265",33.21,"10,516",-4.51,"63,054",16.34,"25,490",-3.02,"230,385",43.12,"271,332",20.98,"84,134",8.26,"23,957",22.74,"39,682",15.05,"127,042",-0.38,"75,668",-9.19,"406,126",6.95,"288,701",5.79,"1,300,411",13.34,"430,474",4.12,"133,080",-3.76,"182,488",16.62,"143,788",-7.80,"81,384",-1.46,"17,140",4.26,"46,063",3.48,"8,032",-1.30
2012M03,"4,222,613",9.19,"147,913",6.35,"9,479",1.92,350,-17.45,"156,176",11.10,"25,058",4.42,"40,655",32.66,"10,721",-4.34,"64,208",14.97,"25,340",-4.08,"226,578",41.81,"272,272",22.62,"86,243",11.38,"25,234",26.57,"40,344",15.76,"127,804",0.89,"73,757",0.52,"401,798",5.57,"290,369",3.92,"1,295,243",11.59,"403,530",1.12,"130,989",-4.50,"187,397",18.74,"143,751",-10.08,"80,234",-4.18,"17,256",4.16,"46,340",2.69,"8,521",1.33
2012M04,"4,243,057",7.76,"148,425",5.99,"9,730",21.10,486,-17.49,"141,069",2.79,"26,017",6.94,"41,327",20.07,"10,810",-1.77,"62,521",13.60,"24,561",-6.38,"226,116",28.92,"269,388",21.90,"86,601",9.94,"24,639",24.93,"40,932",17.24,"129,922",4.82,"74,640",2.05,"401,668",4.57,"291,128",1.09,"1,310,776",10.84,"419,028",-0.87,"139,193",-1.14,"185,806",17.11,"140,634",-10.05,"77,357",-6.06,"17,238",6.70,"45,981",4.96,"8,790",5.97
2012M05,"4,268,135",4.98,"150,637",4.28,"9,867",16.67,436,-27.09,"139,130",1.14,"27,546",10.07,"40,737",17.93,"10,865",-2.76,"62,699",10.33,"24,525",-7.31,"217,851",4.08,"278,692",22.05,"87,758",6.78,"25,274",23.48,"42,393",15.91,"132,508",6.08,"76,784",2.10,"406,132",3.72,"293,268",0.63,"1,303,445",9.29,"436,666",-5.54,"138,098",-6.55,"184,354",12.95,"141,508",-8.07,"79,762",-5.09,"16,702",-2.40,"46,536",4.87,"8,865",10.19
2012M06,"4,162,372",1.96,"149,299",1.24,"10,196",7.70,496,-36.90,"153,850",7.45,"28,360",15.66,"41,492",17.26,"10,784",-5.61,"64,912",7.15,"25,168",-5.19,"220,957",-1.55,"277,993",27.17,"85,814",6.97,"25,141",20.05,"42,141",13.54,"131,572",9.27,"80,852",6.22,"403,504",2.10,"294,301",0.26,"1,243,057",2.89,"380,880",-14.16,"130,785",-12.62,"184,677",11.06,"139,744",-5.22,"78,723",-6.71,"16,587",-6.79,"46,559",2.30,"8,588",5.99
2012M07,"4,194,908",2.07,"152,118",4.15,"10,396",14.25,367,-47.57,"138,645",-2.58,"29,155",17.84,"40,700",18.25,"11,114",-4.17,"63,285",4.98,"25,200",-7.47,"241,141",0.50,"273,806",24.11,"82,304",-0.75,"24,956",16.86,"42,065",14.16,"126,142",6.99,"81,671",9.23,"403,747",-0.93,"295,534",0.99,"1,250,248",4.04,"413,406",-9.85,"128,500",-12.23,"184,791",9.72,"139,369",-2.55,"78,274",-6.60,"16,150",-3.93,"46,555",1.32,"8,895",4.52
2012M08,"4,248,161",-0.64,"146,429",-2.98,"10,716",8.26,352,-53.07,"136,546",-10.68,"27,499",6.67,"41,465",4.00,"11,167",-0.42,"65,576",7.56,"25,479",-6.09,"237,885",-1.26,"305,238",12.59,"87,939",3.18,"25,863",14.05,"42,398",16.55,"134,284",6.76,"82,061",7.25,"408,138",-1.01,"292,282",-0.05,"1,248,524",-0.85,"427,473",-9.97,"127,687",-13.73,"186,698",10.23,"141,138",-1.81,"79,965",-5.14,"16,055",-1.82,"47,484",2.80,"8,364",7.37
2012M09,"4,243,074",-1.57,"153,327",1.50,"10,835",11.52,334,-49.62,"152,864",-0.52,"26,532",0.74,"41,243",3.33,"11,169",0.02,"65,656",4.92,"26,117",-5.36,"231,902",-6.30,"302,231",9.73,"91,435",9.92,"26,518",14.22,"44,571",11.24,"138,033",5.61,"85,095",9.89,"402,534",-1.24,"294,467",0.81,"1,232,493",-5.26,"410,077",-7.11,"124,975",-17.44,"191,614",10.15,"144,425",0.37,"80,252",-3.43,"16,028",-5.09,"47,656",1.51,"8,296",1.80
2012M10,"4,276,346",-0.82,"154,423",5.56,"10,922",16.60,376,14.98,"137,268",-8.00,"25,740",0.14,"41,126",2.76,"11,485",1.52,"65,028",2.79,"25,858",-3.83,"226,620",-15.93,"298,826",10.97,"89,569",6.27,"26,120",10.97,"44,242",12.31,"135,619",5.16,"81,924",6.89,"406,665",3.04,"297,222",3.33,"1,243,049",-5.11,"457,440",1.47,"127,100",-11.61,"190,324",9.00,"143,286",-2.77,"79,957",-6.39,"15,983",-7.15,"48,919",5.70,"8,254",2.07
2012M11,"4,217,819",-3.82,"159,820",7.50,"11,076",19.24,403,85.71,"134,825",-6.55,"25,418",-0.72,"41,007",1.96,"11,951",5.49,"60,383",-4.07,"26,879",-0.72,"222,556",-22.56,"305,097",8.65,"91,304",2.56,"26,316",8.71,"44,183",12.44,"134,882",0.63,"81,941",5.01,"400,771",-2.43,"299,210",3.51,"1,218,132",-7.53,"418,943",-10.43,"127,734",-11.17,"191,881",10.37,"145,500",1.58,"82,313",0.94,"15,981",-6.23,"51,199",11.15,"7,819",0.58
2012M12,"4,253,271",-0.23,"160,107",7.63,"11,291",19.14,304,55.90,"149,182",-5.95,"25,744",4.88,"40,871",4.35,"12,136",6.52,"62,100",-2.36,"27,308",0.26,"230,777",-16.86,"303,604",17.14,"92,543",7.73,"27,132",13.04,"44,029",14.02,"136,361",5.09,"87,669",13.49,"399,212",-1.73,"310,866",7.55,"1,197,100",-7.41,"428,042",5.73,"127,594",-7.09,"194,613",10.67,"146,184",1.01,"81,676",-0.25,"16,330",-6.83,"52,569",16.73,"8,026",2.99
2013M01,"4,175,899",-1.73,"156,866",5.33,"10,285",5.64,351,16.61,"139,026",-5.49,"26,962",4.37,"40,861",1.61,"11,803",6.18,"60,703",-3.46,"26,439",-2.15,"224,029",-11.01,"311,566",14.91,"92,945",8.18,"27,584",16.09,"43,106",7.21,"136,567",6.01,"83,507",10.65,"391,862",-3.42,"303,260",4.88,"1,196,785",-7.88,"392,984",-3.97,"125,755",-7.91,"190,874",4.95,"143,421",2.31,"79,721",0.26,"15,886",-7.46,"51,930",12.93,"8,411",8.73
2013M02,"4,217,525",-0.64,"155,086",4.72,"10,643",10.60,321,4.22,"143,221",-1.84,"27,557",8.74,"40,759",-1.23,"12,367",17.60,"61,314",-2.76,"26,671",4.63,"233,946",1.55,"317,342",16.96,"94,824",12.71,"27,810",16.08,"42,887",8.08,"137,694",8.38,"84,277",11.38,"391,187",-3.68,"305,720",5.90,"1,207,542",-7.14,"395,025",-8.23,"126,138",-5.22,"189,971",4.10,"146,977",2.22,"82,980",1.96,"16,140",-5.83,"51,739",12.32,"8,820",9.81
2013M03,"4,191,507",-0.74,"155,085",4.85,"10,769",13.61,399,14.00,"159,349",2.03,"26,918",7.42,"40,738",0.20,"12,165",13.47,"61,595",-4.07,"26,625",5.07,"213,808",-5.64,"301,631",10.78,"93,197",8.06,"28,369",12.42,"43,218",7.12,"138,407",8.30,"94,340",27.91,"399,160",-0.66,"309,775",6.68,"1,186,125",-8.42,"394,759",-2.17,"124,486",-4.96,"190,144",1.47,"144,236",0.34,"81,040",1.00,"15,887",-7.93,"50,336",8.62,"9,124",7.08
2013M04,"4,171,189",-1.69,"154,043",3.79,"10,571",8.64,354,-27.16,"142,568",1.06,"26,372",1.36,"40,837",-1.19,"12,301",13.79,"61,469",-1.68,"26,811",9.16,"208,533",-7.78,"314,492",16.74,"95,007",9.71,"27,857",13.06,"42,952",4.94,"137,804",6.07,"85,302",14.28,"403,992",0.58,"311,256",6.91,"1,156,195",-11.79,"414,312",-1.13,"124,319",-10.69,"192,368",3.53,"143,700",2.18,"80,477",4.03,"15,869",-7.94,"50,191",9.16,"10,142",15.38
2013M05,"4,144,172",-2.90,"156,445",3.86,"10,681",8.25,227,-47.94,"135,969",-2.27,"26,843",-2.55,"39,382",-3.33,"12,260",12.84,"62,671",-0.04,"27,554",12.35,"202,403",-7.09,"314,343",12.79,"95,766",9.13,"28,572",13.05,"43,417",2.42,"137,864",4.04,"87,737",14.26,"405,206",-0.23,"316,645",7.97,"1,140,152",-12.53,"397,256",-9.03,"126,801",-8.18,"195,142",5.85,"143,246",1.23,"81,087",1.66,"15,451",-7.49,"52,250",12.28,"9,142",3.12
2013M06,"4,177,781",0.37,"159,125",6.58,"10,940",7.30,449,-9.48,"149,777",-2.65,"26,689",-5.89,"38,237",-7.84,"12,155",12.71,"64,150",-1.17,"28,103",11.66,"213,856",-3.21,"312,708",12.49,"95,037",10.75,"29,135",15.89,"43,855",4.07,"141,535",7.57,"98,734",22.12,"407,100",0.89,"318,401",8.19,"1,132,784",-8.87,"387,974",1.86,"131,221",0.33,"195,192",5.69,"144,066",3.09,"81,623",3.68,"15,823",-4.61,"51,687",11.01,"9,123",6.23
2013M07,"4,208,751",0.33,"159,410",4.79,"11,160",7.35,610,66.21,"139,936",0.93,"26,989",-7.43,"36,982",-9.14,"12,155",9.37,"63,607",0.51,"28,430",12.82,"237,278",-1.60,"311,335",13.71,"94,231",14.49,"29,006",16.23,"43,644",3.75,"139,497",10.59,"91,981",12.62,"400,635",-0.77,"319,692",8.17,"1,132,016",-9.46,"424,800",2.76,"127,889",-0.48,"197,084",6.65,"144,409",3.62,"81,469",4.08,"16,177",0.17,"50,812",9.14,"9,152",2.89
2013M08,"4,186,203",-1.46,"159,582",8.98,"10,944",2.13,585,66.19,"141,046",3.30,"27,653",0.56,"39,305",-5.21,"12,431",11.32,"64,335",-1.89,"29,233",14.73,"227,574",-4.33,"314,963",3.19,"95,007",8.04,"28,661",10.82,"42,171",-0.54,"139,923",4.20,"94,532",15.20,"395,581",-3.08,"322,289",10.27,"1,122,097",-10.13,"404,427",-5.39,"131,117",2.69,"199,237",6.72,"146,785",4.00,"82,282",2.90,"15,715",-2.12,"51,357",8.16,"9,258",10.69
2013M09,"4,238,390",-0.11,"162,267",5.83,"10,966",1.21,643,92.51,"157,323",2.92,"27,315",2.95,"40,471",-1.87,"12,305",10.17,"67,144",2.27,"29,252",12.00,"222,955",-3.86,"316,482",4.72,"98,179",7.38,"29,925",12.85,"42,820",-3.93,"141,665",2.63,"105,852",24.39,"393,066",-2.35,"326,579",10.91,"1,106,808",-10.20,"427,019",4.13,"132,861",6.31,"199,336",4.03,"149,135",3.26,"83,422",3.95,"16,737",4.42,"52,807",10.81,"9,369",12.93
