期間,合計_原始值,合計_年增率(%),企業及個人存款-計_原始值,企業及個人存款-計_年增率(%),企業及個人存款-支票存款_原始值,企業及個人存款-支票存款_年增率(%),企業及個人存款-活期存款_原始值,企業及個人存款-活期存款_年增率(%),企業及個人存款-活期儲蓄存款_原始值,企業及個人存款-活期儲蓄存款_年增率(%),企業及個人存款-定期存款_原始值,企業及個人存款-定期存款_年增率(%),企業及個人存款-定期儲蓄存款_原始值,企業及個人存款-定期儲蓄存款_年增率(%),企業及個人存款-外匯活期存款_原始值,企業及個人存款-外匯活期存款_年增率(%),企業及個人存款-外匯定期存款_原始值,企業及個人存款-外匯定期存款_年增率(%),政府存款-計_原始值,政府存款-計_年增率(%),政府存款-公庫收入總存款_原始值,政府存款-公庫收入總存款_年增率(%),政府存款-機關存款_原始值,政府存款-機關存款_年增率(%),政府存款-機關外匯存款_原始值,政府存款-機關外匯存款_年增率(%)
1997M11,"9,891,999",37.71,"9,307,313",40.70,"281,292",38.88,"660,608",48.64,"1,580,576",46.16,"2,348,041",43.76,"3,883,841",27.93,"190,626",100.64,"362,329",196.61,"584,686",2.86,"43,901",12.17,"539,721",2.38,"1,064",-49.95
1997M12,"10,283,738",40.51,"9,656,286",43.01,"286,812",16.21,"718,907",45.57,"1,607,384",41.68,"2,658,323",63.80,"3,814,955",25.14,"178,202",120.39,"391,703",214.63,"627,452",10.71,"50,572",40.76,"575,833",8.90,"1,047",-49.00
1998M01,"10,350,008",15.90,"9,726,168",16.51,"287,588",1.97,"598,676",-1.89,"1,664,621",14.84,"2,748,616",42.44,"3,815,783",1.77,"189,579",53.10,"421,305",107.55,"623,840",7.09,"39,476",-3.95,"582,422",8.05,"1,942",-19.82
1998M02,"10,547,696",17.58,"9,922,685",18.02,"280,811",8.61,"635,326",7.05,"1,738,686",16.80,"2,892,050",48.63,"3,760,929",-0.65,"208,116",62.95,"406,767",95.41,"625,011",11.04,"39,627",9.16,"582,666",11.12,"2,718",23.77
1998M03,"10,606,054",17.35,"9,973,151",17.81,"266,423",1.65,"670,901",8.32,"1,694,086",12.68,"2,987,444",53.22,"3,732,658",-1.69,"200,609",64.90,"421,030",98.31,"632,903",10.52,"35,323",-2.74,"594,999",11.34,"2,581",32.97
1998M04,"10,562,657",17.14,"9,990,931",18.38,"256,976",0.07,"635,798",4.54,"1,641,108",8.41,"3,103,115",60.97,"3,736,352",-1.81,"191,936",63.09,"425,646",102.79,"571,726",-1.03,"33,264",-5.78,"536,161",-0.87,"2,301",56.00
1998M05,"10,662,135",17.16,"10,058,585",18.47,"282,677",14.53,"650,339",3.75,"1,638,054",9.67,"3,080,761",57.32,"3,785,794",-0.94,"188,080",52.59,"432,880",96.80,"603,550",-1.05,"42,752",-9.12,"557,925",-0.68,"2,873",147.25
1998M06,"10,893,835",17.12,"10,268,691",18.49,"303,584",2.05,"735,381",7.94,"1,654,496",5.85,"3,083,346",58.56,"3,827,977",-0.05,"203,946",68.65,"459,961",100.83,"625,144",-1.60,"50,427",1.08,"572,196",-2.01,"2,521",66.40
1998M07,"10,933,056",17.46,"10,327,552",18.89,"271,096",1.26,"684,855",-0.75,"1,645,711",3.46,"3,156,744",62.80,"3,881,265",1.29,"213,610",64.04,"474,271",100.15,"605,504",-2.58,"45,741",-12.36,"557,481",-1.74,"2,282",12.41
1998M08,"11,019,532",17.25,"10,425,059",18.60,"253,921",-13.99,"677,484",-5.41,"1,621,219",3.84,"3,211,165",62.20,"3,954,938",3.04,"209,912",41.81,"496,420",97.63,"594,473",-2.23,"40,800",-13.86,"551,637",-1.29,"2,036",12.80
1998M09,"11,177,249",16.48,"10,583,778",17.96,"282,039",-6.29,"670,555",1.19,"1,619,434",4.62,"3,210,465",53.26,"4,074,244",3.36,"218,437",43.99,"508,604",86.34,"593,471",-4.75,"34,708",-1.61,"557,082",-5.04,"1,681",52.68
1998M10,"11,260,347",15.37,"10,700,675",16.54,"236,439",-16.20,"682,140",8.56,"1,649,390",5.17,"3,259,015",42.69,"4,197,825",7.26,"217,728",28.87,"458,138",36.06,"559,672",-3.17,"24,752",-15.12,"533,312",-2.46,"1,608",-22.95
1998M11,"11,438,996",15.64,"10,870,864",16.80,"256,096",-8.96,"709,412",7.39,"1,722,060",8.95,"3,252,658",38.53,"4,287,086",10.38,"207,786",9.00,"435,766",20.27,"568,132",-2.83,"23,842",-45.69,"542,687",0.55,"1,603",50.66
1998M12,"11,609,415",12.89,"10,985,880",13.77,"274,765",-4.20,"774,065",7.67,"1,741,330",8.33,"3,202,380",20.47,"4,389,795",15.07,"191,180",7.28,"412,365",5.27,"623,535",-0.62,"33,804",-33.16,"587,183",1.97,"2,548",143.36
1999M01,"11,737,729",13.41,"11,121,964",14.35,"287,383",-0.07,"706,092",17.94,"1,810,630",8.77,"3,209,494",16.77,"4,513,973",18.30,"203,381",7.28,"391,011",-7.19,"615,765",-1.29,"33,647",-14.77,"580,147",-0.39,"1,971",1.49
1999M02,"11,785,049",11.73,"11,215,943",13.03,"269,283",-4.11,"680,463",7.10,"1,858,204",6.87,"3,168,359",9.55,"4,598,905",22.28,"220,357",5.88,"420,372",3.34,"569,106",-8.94,"32,576",-17.79,"534,232",-8.31,"2,298",-15.45
1999M03,"11,848,715",11.72,"11,268,923",12.99,"245,528",-7.84,"698,933",4.18,"1,900,087",12.16,"3,074,907",2.93,"4,693,205",25.73,"211,753",5.56,"444,510",5.58,"579,792",-8.39,"24,223",-31.42,"552,813",-7.09,"2,756",6.78
1999M04,"11,945,589",13.09,"11,346,463",13.57,"241,740",-5.93,"694,938",9.30,"1,958,423",19.34,"3,035,440",-2.18,"4,771,109",27.69,"207,701",8.21,"437,112",2.69,"599,126",4.79,"29,743",-10.59,"567,119",5.77,"2,264",-1.61
1999M05,"11,965,403",12.22,"11,321,483",12.56,"243,729",-13.78,"710,722",9.28,"1,925,063",17.52,"2,975,212",-3.43,"4,820,677",27.34,"218,435",16.14,"427,645",-1.21,"643,920",6.69,"29,263",-31.55,"612,774",9.83,"1,883",-34.46
1999M06,"12,239,457",12.35,"11,558,945",12.56,"292,814",-3.55,"808,448",9.94,"2,066,102",24.88,"2,898,049",-6.01,"4,867,141",27.15,"211,659",3.78,"414,732",-9.83,"680,512",8.86,"32,175",-36.19,"646,833",13.04,"1,504",-40.34
1999M07,"12,101,711",10.69,"11,486,122",11.22,"238,985",-11.84,"745,620",8.87,"2,028,065",23.23,"2,884,400",-8.63,"4,921,029",26.79,"243,928",14.19,"424,095",-10.58,"615,589",1.67,"24,929",-45.50,"588,787",5.62,"1,873",-17.92
1999M08,"12,135,196",10.12,"11,514,900",10.45,"251,072",-1.12,"774,010",14.25,"2,061,827",27.18,"2,850,637",-11.23,"4,937,934",24.85,"216,736",3.25,"422,684",-14.85,"620,296",4.34,"24,035",-41.09,"594,384",7.75,"1,877",-7.81
1999M09,"12,221,332",9.34,"11,570,655",9.32,"257,494",-8.70,"783,366",16.82,"2,079,406",28.40,"2,840,354",-11.53,"4,959,493",21.73,"228,009",4.38,"422,533",-16.92,"650,677",9.64,"24,560",-29.24,"624,991",12.19,"1,126",-33.02
1999M10,"12,265,203",8.92,"11,617,129",8.56,"272,834",15.39,"757,029",10.98,"2,064,701",25.18,"2,854,574",-12.41,"4,985,839",18.77,"231,200",6.19,"450,952",-1.57,"648,074",15.80,"16,799",-32.13,"628,659",17.88,"2,616",62.69
1999M11,"12,333,343",7.82,"11,676,323",7.41,"249,892",-2.42,"786,521",10.87,"2,096,924",21.77,"2,850,517",-12.36,"5,019,892",17.09,"218,277",5.05,"454,300",4.25,"657,020",15.65,"5,201",-78.19,"649,003",19.59,"2,816",75.67
1999M12,"12,650,359",8.97,"11,980,301",9.05,"314,589",14.49,"865,079",11.76,"2,148,557",23.39,"2,920,679",-8.80,"5,077,514",15.67,"201,770",5.54,"452,113",9.64,"670,058",7.46,"9,200",-72.78,"658,817",12.20,"2,041",-19.90
2000M01,"12,762,467",8.73,"12,121,719",8.99,"315,049",9.63,"877,893",24.33,"2,353,174",29.96,"2,839,987",-11.51,"5,118,337",13.39,"201,005",-1.17,"416,274",6.46,"640,748",4.06,"28,492",-15.32,"609,405",5.04,"2,851",44.65
2000M02,"12,828,671",8.86,"12,156,537",8.39,"275,167",2.19,"833,786",22.53,"2,374,000",27.76,"2,897,933",-8.54,"5,142,571",11.82,"210,507",-4.47,"422,573",0.52,"672,134",18.10,"13,995",-57.04,"654,453",22.50,"3,686",60.40
2000M03,"12,997,984",9.70,"12,333,439",9.45,"261,289",6.42,"852,907",22.03,"2,486,485",30.86,"2,906,373",-5.48,"5,152,506",9.79,"226,631",7.03,"447,248",0.62,"664,545",14.62,"16,713",-31.00,"644,257",16.54,"3,575",29.72
2000M04,"12,941,602",8.34,"12,257,793",8.03,"278,420",15.17,"858,908",23.59,"2,383,862",21.72,"2,918,310",-3.86,"5,166,489",8.29,"227,511",9.54,"424,293",-2.93,"683,809",14.13,"16,381",-44.92,"665,016",17.26,"2,412",6.54
2000M05,"12,890,947",7.74,"12,170,782",7.50,"256,056",5.06,"859,578",20.94,"2,273,971",18.12,"2,945,546",-1.00,"5,179,712",7.45,"215,929",-1.15,"439,990",2.89,"720,165",11.84,"26,113",-10.76,"690,996",12.77,"3,056",62.29
2000M06,"13,028,294",6.45,"12,314,503",6.54,"269,176",-8.07,"906,104",12.08,"2,268,549",9.80,"2,952,597",1.88,"5,209,497",7.03,"218,237",3.11,"490,343",18.23,"713,791",4.89,"27,962",-13.09,"682,654",5.54,"3,175",111.10
2000M07,"13,009,132",7.50,"12,285,705",6.96,"251,562",5.26,"847,281",13.63,"2,253,896",11.14,"2,938,208",1.87,"5,264,084",6.97,"223,272",-8.47,"507,402",19.64,"723,427",17.52,"20,105",-19.35,"700,129",18.91,"3,193",70.48
2000M08,"13,092,165",7.89,"12,377,671",7.49,"249,425",-0.66,"887,449",14.66,"2,237,307",8.51,"2,941,285",3.18,"5,305,524",7.44,"232,133",7.10,"524,548",24.10,"714,494",15.19,"16,184",-32.66,"695,339",16.98,"2,971",58.28
2000M09,"13,092,558",7.13,"12,387,444",7.06,"232,343",-9.77,"846,087",8.01,"2,169,394",4.33,"2,955,819",4.07,"5,335,427",7.58,"254,839",11.77,"593,535",40.47,"705,114",8.37,"9,404",-61.71,"693,139",10.90,"2,571",128.33
2000M10,"13,180,321",7.46,"12,489,315",7.51,"235,827",-13.56,"831,655",9.86,"2,150,385",4.15,"2,959,112",3.66,"5,343,490",7.17,"267,751",15.81,"701,095",55.47,"691,006",6.62,"10,707",-36.26,"676,958",7.68,"3,341",27.71
2000M11,"13,345,154",8.20,"12,648,604",8.33,"238,899",-4.40,"829,346",5.44,"2,178,031",3.87,"2,975,730",4.39,"5,356,169",6.70,"275,461",26.20,"794,968",74.99,"696,550",6.02,"10,552",102.88,"683,103",5.25,"2,895",2.81
2000M12,"13,677,441",8.12,"12,961,675",8.19,"305,361",-2.93,"901,913",4.26,"2,218,115",3.24,"2,974,359",1.84,"5,384,984",6.06,"287,696",42.59,"889,247",96.69,"715,766",6.82,"33,258",261.50,"679,041",3.07,"3,467",69.87
2001M01,"13,604,097",6.59,"12,933,071",6.69,"231,859",-26.41,"799,706",-8.91,"2,342,113",-0.47,"2,941,807",3.59,"5,459,871",6.67,"295,608",47.06,"862,107",107.10,"671,026",4.73,"11,535",-59.51,"656,636",7.75,"2,855",0.14
2001M02,"13,693,475",6.74,"13,035,120",7.23,"267,365",-2.84,"782,349",-6.17,"2,321,330",-2.22,"2,981,175",2.87,"5,561,561",8.15,"280,499",33.25,"840,841",98.98,"658,355",-2.05,"8,154",-41.74,"647,410",-1.08,"2,791",-24.28
2001M03,"13,718,899",5.55,"13,055,030",5.85,"260,360",-0.36,"790,501",-7.32,"2,335,285",-6.08,"2,922,513",0.56,"5,631,808",9.30,"279,730",23.43,"834,833",86.66,"663,869",-0.10,"5,999",-64.11,"655,060",1.68,"2,810",-21.40
2001M04,"13,608,278",5.15,"12,929,505",5.48,"233,441",-16.16,"788,547",-8.19,"2,258,726",-5.25,"2,892,763",-0.88,"5,673,157",9.81,"282,721",24.27,"800,150",88.58,"678,773",-0.74,"8,093",-50.60,"667,380",0.36,"3,300",36.82
