期間,經常帳,經常帳--商品--出口f.o.b,經常帳--商品--進口f.o.b,經常帳--商品貿易淨額,經常帳--服務--收入,經常帳--服務--支出,經常帳--商品與服務收支淨額,經常帳--所得--收入,經常帳--所得--支出,經常帳--商品、服務與所得收支淨額,經常帳--經常移轉--收入,經常帳--經常移轉--支出,資本帳,資本帳--收入,資本帳--支出,合計--經常帳+資本帳,金融帳,金融帳--對外直接投資,金融帳--來台直接投資,金融帳--證券投資(資產),金融帳--證券投資(資產)--股權證券,金融帳--證券投資(資產)--債權證券,金融帳--證券投資(負債),金融帳--證券投資(負債)--股權證券,金融帳--證券投資(負債)--債權證券,金融帳--衍生性金融商品,金融帳--衍生性金融商品(資產),金融帳--衍生性金融商品(負債),其他投資(資產),其他投資(資產)--貨幣當局,其他投資(資產)--政府,其他投資(資產)--銀行,其他投資(資產)--其他部門,其他投資(負債),其他投資(負債)--貨幣當局,其他投資(負債)--政府,其他投資(負債)--銀行,其他投資(負債)--其他部門,合計--經常帳+資本帳+金融帳,誤差與遺漏淨額,合計--經常帳+資本帳+金融帳+誤差與遺漏淨額,準備與相關項目,準備與相關項目--準備資產,準備與相關項目--基金信用的使用及自基金之借款,準備與相關項目--特殊融資
2003Q2,"7,029","35,772","-29,783","5,989","5,041","-5,758","5,272","3,217",-820,"7,669",615,"-1,255",-22,-,-22,"7,007","-2,690","-1,087",327,"-12,205","-3,392","-8,813","5,494","4,954",540,-94,85,-179,"2,335",...,8,"2,060",267,"2,540",...,-6,"2,047",499,"4,317","1,504","5,821","-5,821","-5,821",-,-
2003Q3,"7,159","38,296","-30,722","7,574","5,578","-6,779","6,373","2,996","-1,447","7,922",698,"-1,461",-21,1,-22,"7,138","4,917","-1,638",61,"-6,646","-1,878","-4,768","13,468","11,913","1,555",-69,146,-215,"-5,341",...,19,"-7,254","1,894","5,082",...,-3,"4,330",755,"12,055",885,"12,940","-12,940","-12,940",-,-
2003Q4,"8,417","42,723","-35,816","6,907","6,937","-7,031","6,813","3,052",-731,"9,134",718,"-1,435",-27,-,-27,"8,390","6,106","-1,872",-167,"-8,511","-2,615","-5,896","8,707","7,116","1,591",27,229,-202,"3,539",...,4,"1,683","1,852","4,383",...,-2,"2,951","1,434","14,496","-2,066","12,430","-12,430","-12,430",-,-
2004Q1,"6,147","41,620","-36,901","4,719","6,177","-7,416","3,480","4,079",-579,"6,980",827,"-1,660",-25,-,-25,"6,122","15,551","-1,872",186,"-6,608","-2,595","-4,013","7,061","6,004","1,057",178,541,-363,"3,758",...,-,"1,875","1,883","12,848",-,-,"11,266","1,582","21,673",-576,"21,097","-21,097","-21,097",-,-
2004Q2,"5,865","46,285","-41,435","4,850","7,118","-7,448","4,520","3,325","-1,108","6,737",779,"-1,651",-23,-,-23,"5,842",-798,"-1,673",561,"-6,241","-1,768","-4,473","-1,059","-1,566",507,-303,74,-377,-503,...,2,"-1,976","1,471","8,420",-,-6,"7,553",873,"5,044",-960,"4,084","-4,084","-4,084",-,-
2004Q3,"5,669","46,438","-41,134","5,304","6,553","-7,761","4,096","4,089","-1,661","6,524",748,"-1,603",-18,-,-18,"5,651","-6,304","-1,445",652,"-3,528","-1,703","-1,825","2,758","1,982",776,-170,81,-251,-940,...,-,"-2,642","1,702","-3,631","2,226",-,"-5,631",-226,-653,-836,"-1,489","1,489","1,489",-,-
2004Q4,"2,047","48,019","-45,529","2,490","5,941","-8,106",325,"3,992","-1,005","3,312",816,"-2,081",-11,6,-17,"2,036","-1,280","-2,155",499,"-5,446","-2,101","-3,345","8,394","7,672",722,-548,192,-740,"-1,907",...,30,"-4,011","2,074",-117,"-1,328",-,769,442,756,"2,147","2,903","-2,903","-2,903",-,-
2005Q1,"4,700","44,848","-41,716","3,132","6,792","-7,552","2,372","4,295",-877,"5,790",851,"-1,941",-16,-,-16,"4,684","8,029","-1,335",70,"-7,743","-2,073","-5,670","5,486","6,373",-887,-101,237,-338,"5,572",...,2,"2,441","3,129","6,080","-2,886",-,"8,456",510,"12,713",-232,"12,481","-12,481","-12,481",-,-
2005Q2,"2,026","49,034","-45,923","3,111","6,025","-8,124","1,012","3,871","-1,666","3,217",847,"-2,038",-26,-,-26,"2,000","3,270","-1,350",448,"-7,309","-2,725","-4,584","9,007","10,120","-1,113",-102,137,-239,-943,...,3,"-1,200",254,"3,519","6,791",-,"-3,270",-2,"5,270","1,180","6,450","-6,450","-6,450",-,-
2005Q3,"1,293","49,753","-45,450","4,303","5,851","-8,542","1,612","4,619","-3,853","2,378",847,"-1,932",-20,-,-20,"1,273","-2,208","-1,138",826,"-9,002","-3,692","-5,310","3,506","4,706","-1,200",-544,172,-716,"-2,241",...,4,"-3,466","1,221","6,385","3,642",-,"1,533","1,210",-935,"1,430",495,-495,-495,-,-
