期間,總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),進港_原始值,進港_年增率(%),進港_原始值,進港_年增率(%),進港_原始值,進港_年增率(%),進港_原始值,進港_年增率(%),進港_原始值,進港_年增率(%),進港_原始值,進港_年增率(%),進港_原始值,進港_年增率(%),進港_原始值,進港_年增率(%),出港_原始值,出港_年增率(%),出港_原始值,出港_年增率(%),出港_原始值,出港_年增率(%),出港_原始值,出港_年增率(%),出港_原始值,出港_年增率(%),出港_原始值,出港_年增率(%),出港_原始值,出港_年增率(%),出港_原始值,出港_年增率(%)
2012M12,"19,652,678",6.87,"1,700,063",-4.70,"9,319,182",2.12,"763,605",-24.98,"5,892,970",21.66,"458,235",-5.28,"113,529",46.97,"1,405,094",32.91,"14,851,792",12.56,"1,282,530",-1.57,"6,402,984",4.00,"157,396",-4.16,"5,317,874",24.20,"366,065",8.37,"102,609",52.92,"1,222,334",38.24,"4,800,886",-7.58,"417,533",-13.19,"2,916,198",-1.77,"606,209",-28.99,"575,096",2.30,"92,170",-36.86,"10,920",7.66,"182,760",5.67
2013M01,"21,526,365",6.90,"1,859,976",2.52,"10,840,209",5.49,"1,147,121",33.21,"5,446,811",-2.70,"519,534",50.30,"129,665",26.15,"1,583,049",38.83,"16,164,847",4.84,"1,438,146",-1.15,"7,707,070",3.79,"327,801",104.29,"4,840,449",-6.08,"368,814",120.67,"113,077",29.75,"1,369,490",41.16,"5,361,518",13.62,"421,830",17.38,"3,133,139",9.92,"819,320",16.93,"606,362",36.59,"150,720",-15.58,"16,588",6.05,"213,559",25.55
2013M02,"16,756,430",-11.48,"1,229,453",-23.62,"8,411,375",-14.09,"760,640",-7.74,"5,107,516",-0.21,"281,153",-29.15,"96,896",17.06,"869,397",-21.47,"12,643,298",-9.21,"962,346",-15.65,"5,824,226",-13.52,"183,746",-21.18,"4,659,498",2.39,"204,960",-22.48,"89,402",21.70,"719,120",-22.53,"4,113,132",-17.79,"267,107",-43.02,"2,587,149",-15.33,"576,894",-2.44,"448,018",-20.99,"76,193",-42.46,"7,494",-19.52,"150,277",-16.00
2013M03,"21,248,331",4.64,"1,900,288",0.05,"10,640,003",4.32,"920,334",-23.24,"5,753,806",11.36,"431,926",-22.69,"115,242",20.29,"1,486,732",25.26,"15,654,324",6.40,"1,455,610",6.89,"7,312,760",6.12,"117,326",-69.46,"5,075,208",9.90,"312,232",-22.58,"97,052",21.81,"1,284,136",31.73,"5,594,007",0.01,"444,678",-17.27,"3,327,243",0.56,"803,008",-1.45,"678,598",23.68,"119,694",-22.98,"18,190",12.79,"202,596",-4.48
2013M04,"21,982,394",1.99,"1,795,757",-3.80,"10,671,900",-5.21,"1,207,048",40.96,"6,280,212",7.99,"472,909",45.05,"80,405",10.24,"1,474,163",8.70,"16,894,911",3.52,"1,347,128",-3.86,"7,837,860",-2.46,"372,207",97.79,"5,716,563",8.00,"279,603",28.12,"69,262",3.40,"1,272,288",13.98,"5,087,483",-2.79,"448,629",-3.62,"2,834,040",-12.08,"834,841",24.95,"563,649",7.89,"193,306",79.32,"11,143",87.18,"201,875",-15.85
2013M05,"20,632,889",1.51,"1,757,439",-9.77,"10,118,231",-4.24,"1,081,108",3.04,"5,796,909",22.87,"335,608",-25.32,"91,757",-19.57,"1,451,837",-2.01,"15,383,886",2.40,"1,286,901",-14.58,"7,061,548",-4.00,"283,494",-31.85,"5,217,164",26.73,"218,616",-24.73,"79,005",-19.49,"1,237,158",-0.15,"5,249,003",-1.02,"470,538",6.65,"3,056,683",-4.77,"797,614",25.95,"579,745",-3.57,"116,992",-26.39,"12,752",-20.06,"214,679",-11.50
2013M06,"20,958,652",9.54,"1,738,169",-4.69,"10,181,326",6.93,"1,201,032",47.20,"5,803,994",8.47,"425,923",32.32,"96,346",35.04,"1,511,862",23.12,"15,449,332",8.37,"1,308,951",-7.07,"6,848,169",5.30,"350,187",64.72,"5,145,152",6.23,"395,123",72.82,"77,713",25.17,"1,324,037",32.71,"5,509,320",12.97,"429,218",3.39,"3,333,157",10.43,"850,845",41.03,"658,842",29.87,"30,800",-66.97,"18,633",101.16,"187,825",-18.45
2013M07,"19,985,752",-5.44,"1,831,652",-7.46,"9,287,100",-15.39,"1,139,475",47.59,"5,516,442",0.00,"373,401",-4.84,"296,811",160.53,"1,540,871",11.20,"14,574,897",-9.75,"1,359,383",-11.88,"6,357,560",-19.29,"221,481",-3.02,"4,927,441",-0.88,"277,513",-6.23,"74,166",-25.44,"1,357,353",19.63,"5,410,855",8.51,"472,269",8.17,"2,929,540",-5.48,"917,994",68.85,"589,001",8.07,"95,888",-0.60,"222,645","1,439.94","183,518",-26.92
2013M08,"19,429,648",2.31,"1,871,564",1.41,"8,976,419",-5.20,"1,095,261",38.98,"5,601,271",3.42,"472,396",54.67,"102,333",27.08,"1,310,404",20.52,"14,211,282",-1.39,"1,394,732",-1.53,"5,981,083",-11.24,"317,923",21.01,"4,983,680",1.53,"351,416",78.16,"68,620",4.38,"1,113,828",35.44,"5,218,366",13.94,"476,832",11.13,"2,995,336",9.71,"777,338",47.97,"617,591",21.71,"120,980",11.84,"33,713",128.07,"196,576",-25.79
2013M09,"19,814,239",-4.13,"1,813,981",-5.17,"8,832,447",-15.14,"1,049,532",19.45,"5,979,195",8.37,"380,191",-20.97,"91,945",-15.41,"1,666,948",22.49,"14,964,329",-2.80,"1,383,408",-7.94,"6,147,114",-13.93,"216,496",-21.32,"5,338,111",8.39,"293,455",-10.90,"86,656",-10.13,"1,499,089",33.40,"4,849,910",-8.02,"430,573",4.99,"2,685,333",-17.77,"833,036",38.03,"641,084",8.21,"86,736",-42.84,"5,289",-56.93,"167,859",-29.20
2013M10,"21,368,377",4.13,"1,927,527",-4.06,"9,649,342",-8.72,"1,144,468",33.91,"6,559,058",22.62,"458,083",49.02,"107,772",-10.27,"1,522,127",16.27,"16,369,839",6.24,"1,505,888",-3.10,"6,755,501",-10.76,"395,722",197.97,"5,945,168",24.27,"339,059",47.74,"98,350",-6.14,"1,330,151",28.89,"4,998,538",-2.24,"421,639",-7.33,"2,893,841",-3.57,"748,746",3.73,"613,890",8.63,"119,024",52.78,"9,422",-38.49,"191,976",-30.73
2013M11,"19,843,379",12.99,"1,868,482",4.99,"8,553,111",1.83,"1,230,946",19.55,"6,253,813",32.16,"394,279",5.43,"86,812",-3.77,"1,455,936",25.86,"14,783,819",14.74,"1,385,693",1.91,"5,820,080",1.84,"321,027",-8.99,"5,600,578",35.44,"323,512",15.39,"74,313",-12.16,"1,258,616",31.39,"5,059,560",8.18,"482,789",14.95,"2,733,031",1.79,"909,919",34.42,"653,235",9.44,"70,767",-24.40,"12,499",122.44,"197,320",-0.80
2013M12,"19,919,650",1.36,"1,841,831",8.34,"8,872,837",-4.79,"1,091,824",42.98,"5,985,096",1.56,"382,288",-16.57,"105,035",-7.48,"1,640,739",16.77,"14,793,819",-0.39,"1,393,885",8.68,"6,006,503",-6.19,"250,864",59.38,"5,316,568",-0.02,"278,888",-23.81,"94,817",-7.59,"1,452,294",18.81,"5,125,831",6.77,"447,946",7.28,"2,866,334",-1.71,"840,960",38.72,"668,528",16.25,"103,400",12.18,"10,218",-6.43,"188,445",3.11
2014M01,"20,453,713",-4.98,"1,891,379",1.69,"9,520,634",-12.17,"1,149,508",0.21,"5,999,097",10.14,"316,348",-39.11,"119,291",-8.00,"1,457,456",-7.93,"15,368,717",-4.93,"1,529,897",6.38,"6,474,800",-15.99,"310,601",-5.25,"5,425,905",12.10,"240,248",-34.86,"104,219",-7.83,"1,283,047",-6.31,"5,084,996",-5.16,"361,482",-14.31,"3,045,834",-2.79,"838,907",2.39,"573,192",-5.47,"76,100",-49.51,"15,072",-9.14,"174,409",-18.33
2014M02,"18,892,561",12.75,"1,289,134",4.85,"9,359,802",11.28,"917,524",20.63,"5,704,856",11.70,"438,552",55.98,"89,289",-7.85,"1,093,404",25.77,"14,457,708",14.35,"951,372",-1.14,"6,797,921",16.72,"189,378",3.07,"5,125,360",10.00,"349,952",70.74,"80,838",-9.58,"962,887",33.90,"4,434,853",7.82,"337,762",26.45,"2,561,881",-0.98,"728,146",26.22,"579,496",29.35,"88,600",16.28,"8,451",12.77,"130,517",-13.15
2014M03,"23,641,068",11.26,"2,000,280",5.26,"11,258,194",5.81,"1,320,540",43.48,"6,916,642",20.21,"369,138",-14.54,"100,032",-13.20,"1,676,242",12.75,"17,715,294",13.17,"1,476,881",1.46,"7,813,555",6.85,"326,552",178.33,"6,267,029",23.48,"247,184",-20.83,"87,469",-9.87,"1,496,624",16.55,"5,925,774",5.93,"523,399",17.70,"3,444,639",3.53,"993,988",23.78,"649,613",-4.27,"121,954",1.89,"12,563",-30.93,"179,618",-11.34
2014M04,"21,851,496",-0.60,"1,940,480",8.06,"10,349,022",-3.03,"1,145,965",-5.06,"6,190,895",-1.42,"390,650",-17.39,"101,876",26.70,"1,732,608",17.53,"16,161,766",-4.34,"1,479,687",9.84,"7,029,970",-10.31,"251,876",-32.33,"5,500,618",-3.78,"260,191",-6.94,"91,474",32.07,"1,547,950",21.67,"5,689,730",11.84,"460,793",2.71,"3,319,052",17.11,"894,089",7.10,"690,277",22.47,"130,459",-32.51,"10,402",-6.65,"184,658",-8.53
2014M05,"20,484,928",-0.72,"1,950,693",11.00,"9,914,641",-2.01,"1,135,359",5.02,"5,516,562",-4.84,"371,651",10.74,"122,911",33.95,"1,473,111",1.47,"15,046,321",-2.19,"1,455,420",13.09,"6,817,932",-3.45,"258,836",-8.70,"4,893,670",-6.20,"257,916",17.98,"104,338",32.07,"1,258,209",1.70,"5,438,607",3.61,"495,273",5.26,"3,096,709",1.31,"876,523",9.89,"622,892",7.44,"113,735",-2.78,"18,573",45.65,"214,902",0.10
