期間,想工作而未找工作_原始值,想工作而未找工作_年增率(%),想工作而未找工作_原始值,想工作而未找工作_年增率(%),想工作而未找工作_原始值,想工作而未找工作_年增率(%),求學及準備升學_原始值,求學及準備升學_年增率(%),求學及準備升學_原始值,求學及準備升學_年增率(%),求學及準備升學_原始值,求學及準備升學_年增率(%),料理家務_原始值,料理家務_年增率(%),料理家務_原始值,料理家務_年增率(%),料理家務_原始值,料理家務_年增率(%),衰老殘障_原始值,衰老殘障_年增率(%),衰老殘障_原始值,衰老殘障_年增率(%),衰老殘障_原始值,衰老殘障_年增率(%),其它未參與勞動力原因_原始值,其它未參與勞動力原因_年增率(%),其它未參與勞動力原因_原始值,其它未參與勞動力原因_年增率(%),其它未參與勞動力原因_原始值,其它未參與勞動力原因_年增率(%)
1993M10,86,25.69,53,31.94,33,16.77,"1,875",6.15,958,6.97,917,5.30,"2,572",0.26,7,-35.30,"2,565",0.41,"1,323",5.28,755,5.01,568,5.65,342,-3.01,308,1.13,34,-29.41
1993M11,79,14.97,52,23.24,27,1.75,"1,893",5.34,971,7.98,922,2.69,"2,656",3.40,9,-36.07,"2,648",3.61,"1,337",7.48,761,6.67,577,8.56,333,-4.98,301,0.64,32,-37.36
1993M12,76,15.76,49,22.87,27,4.85,"1,925",7.81,982,9.80,943,5.82,"2,637",1.83,8,-39.88,"2,629",2.04,"1,349",6.90,757,2.99,591,12.37,355,2.47,315,6.13,39,-19.73
1994M01,67,-7.49,43,2.04,24,-21.07,"1,934",5.17,983,6.42,951,3.91,"2,628",1.18,9,-22.63,"2,619",1.29,"1,332",7.22,758,5.67,574,9.33,327,-4.61,296,-2.67,32,-19.54
1994M02,89,14.83,61,17.73,28,8.91,"1,942",2.12,981,2.58,961,1.65,"2,715",1.43,10,14.34,"2,705",1.39,"1,336",8.08,762,7.88,574,8.36,344,2.41,316,6.42,28,-27.82
1994M03,84,-8.28,56,-7.97,28,-8.90,"1,907",-0.68,969,-0.14,938,-1.23,"2,593",-1.46,10,-17.52,"2,582",-1.38,"1,351",8.12,763,7.37,588,9.10,345,5.35,302,6.75,43,-3.43
1994M04,79,-13.22,55,-8.68,24,-22.19,"1,969",2.03,"1,000",1.66,969,2.42,"2,623",0.49,9,-15.45,"2,614",0.56,"1,342",6.58,768,6.82,574,6.26,327,0.95,287,2.96,39,-11.63
1994M05,71,-6.04,48,-8.80,23,0.37,"2,004",4.09,"1,005",2.63,1000,5.59,"2,548",-0.72,7,-30.28,"2,542",-0.61,"1,401",5.38,795,6.17,606,4.36,332,-0.69,294,1.12,38,-12.79
1994M06,78,-8.82,49,-20.58,29,22.56,"2,000",1.92,"1,006",0.11,994,3.82,"2,572",-0.17,9,8.39,"2,564",-0.20,"1,405",5.98,798,6.46,607,5.35,333,2.94,297,2.93,36,2.99
1994M07,95,-2.42,61,-4.05,34,0.58,"1,838",0.37,945,0.17,892,0.59,"2,642",0.51,8,4.00,"2,633",0.50,"1,364",3.21,781,3.90,583,2.29,347,1.06,312,2.22,35,-8.25
1994M08,111,23.09,71,20.79,40,27.47,"1,788",-0.32,922,0.00,866,-0.67,"2,578",2.89,13,31.98,"2,565",2.77,"1,364",1.13,777,2.06,587,-0.07,357,2.01,323,2.93,34,-5.81
1994M09,103,20.26,68,33.46,35,0.91,"1,884",0.20,967,0.04,916,0.36,"2,599",3.97,11,14.40,"2,588",3.93,"1,375",3.52,789,5.41,586,1.08,369,5.18,329,5.43,40,3.16
1994M10,94,8.88,59,11.30,35,4.98,"1,892",0.92,962,0.41,930,1.46,"2,583",0.44,12,68.69,"2,571",0.25,"1,367",3.34,790,4.61,578,1.64,360,5.10,319,3.35,41,21.12
1994M11,87,9.54,59,13.48,28,1.91,"1,892",-0.09,961,-1.03,931,0.91,"2,604",-1.98,12,35.30,"2,592",-2.10,"1,381",3.24,796,4.67,584,1.36,356,6.98,316,5.22,40,23.30
1994M12,79,4.31,54,10.85,25,-7.45,"1,856",-3.57,951,-3.12,905,-4.04,"2,650",0.50,9,17.89,"2,641",0.45,"1,393",3.30,806,6.48,587,-0.77,361,1.92,323,2.32,39,-1.32
1995M01,87,29.89,55,27.30,32,34.65,"1,892",-2.18,958,-2.53,934,-1.82,"2,636",0.28,8,-8.29,"2,627",0.31,"1,380",3.59,794,4.77,586,2.05,347,5.91,305,3.05,42,32.64
1995M02,93,3.77,62,0.64,31,10.69,"1,939",-0.13,975,-0.61,964,0.36,"2,649",-2.42,9,-5.52,"2,640",-2.41,"1,381",3.42,795,4.45,586,2.05,354,2.78,313,-0.76,40,42.07
1995M03,104,23.65,68,22.31,36,26.30,"1,965",3.04,987,1.88,978,4.24,"2,638",1.75,8,-22.88,"2,630",1.84,"1,398",3.42,795,4.20,603,2.42,360,4.38,319,5.80,41,-5.46
1995M04,115,44.88,75,35.38,40,66.91,"1,967",-0.10,990,-1.02,977,0.85,"2,639",0.64,8,-5.45,"2,631",0.66,"1,408",4.85,807,4.96,601,4.71,342,4.77,300,4.46,42,7.07
1995M05,105,48.14,67,38.61,38,68.34,"2,020",0.78,"1,033",2.79,987,-1.24,"2,589",1.61,10,47.90,"2,580",1.49,"1,437",2.54,826,3.92,611,0.73,341,2.70,293,-0.51,48,27.61
1995M06,98,26.41,62,26.63,36,26.03,"2,060",2.99,"1,048",4.24,"1,011",1.73,"2,579",0.27,10,10.76,"2,570",0.23,"1,448",3.07,814,2.03,634,4.43,343,2.96,298,0.52,44,23.24
1995M07,106,11.85,68,12.52,38,10.67,"1,936",5.37,971,2.77,965,8.13,"2,591",-1.91,11,36.83,"2,580",-2.03,"1,453",6.54,827,5.96,626,7.32,357,2.71,317,1.37,40,14.70
1995M08,117,5.63,72,1.59,45,12.90,"1,900",6.27,960,4.18,939,8.49,"2,609",1.21,12,-10.19,"2,598",1.27,"1,460",7.05,828,6.61,632,7.64,358,0.18,315,-2.22,42,22.72
1995M09,120,16.18,74,8.37,46,31.31,"1,928",2.36,968,0.08,960,4.77,"2,632",1.26,9,-18.98,"2,623",1.35,"1,467",6.68,829,5.08,638,8.84,378,2.41,332,0.91,46,14.73
1995M10,117,24.45,74,24.67,43,24.07,"1,933",2.16,967,0.49,966,3.88,"2,626",1.66,9,-24.74,"2,617",1.78,"1,468",7.38,842,6.62,626,8.42,373,3.68,323,1.45,49,21.04
1995M11,120,38.08,75,26.72,45,62.57,"1,931",2.07,969,0.85,962,3.33,"2,648",1.70,11,-8.95,"2,637",1.75,"1,480",7.18,848,6.45,632,8.18,364,1.99,323,2.16,40,0.58
1995M12,105,32.99,68,25.87,37,48.32,"1,947",4.89,977,2.68,970,7.21,"2,651",0.02,10,8.77,"2,641",-0.01,"1,479",6.13,854,5.84,625,6.52,365,1.03,328,1.80,37,-5.33
1996M01,112,29.43,68,23.33,44,40.04,"1,968",4.03,972,1.46,996,6.67,"2,617",-0.71,8,-3.38,"2,609",-0.70,"1,485",7.61,860,8.28,625,6.72,360,3.85,320,5.22,39,-6.05
1996M02,119,28.50,76,22.39,43,40.75,"1,977",1.92,974,-0.13,"1,003",4.01,"2,595",-2.06,9,-3.82,"2,586",-2.05,"1,487",7.69,854,7.39,633,8.11,350,-0.95,315,0.73,35,-13.92
1996M03,124,19.24,81,19.18,43,19.37,"2,050",4.37,"1,023",3.68,"1,027",5.06,"2,594",-1.67,10,23.47,"2,584",-1.74,"1,506",7.73,864,8.62,642,6.55,359,-0.38,323,1.03,36,-11.31
1996M04,122,6.03,84,11.52,38,-4.30,"2,083",5.92,"1,052",6.28,"1,031",5.55,"2,588",-1.94,11,35.03,"2,577",-2.06,"1,501",6.63,860,6.68,640,6.57,365,6.60,321,7.06,44,3.35
1996M05,115,8.86,82,22.73,33,-15.35,"2,120",4.95,"1,079",4.44,"1,042",5.47,"2,536",-2.08,10,4.09,"2,526",-2.10,"1,508",4.96,872,5.60,636,4.09,356,4.56,317,8.45,39,-18.99
1996M06,112,13.76,78,24.55,34,-4.99,"2,122",3.05,"1,079",2.94,"1,043",3.16,"2,534",-1.76,10,2.63,"2,524",-1.77,"1,530",5.62,871,7.03,658,3.82,371,8.45,322,7.76,50,13.13
1996M07,122,14.58,75,10.48,46,21.91,"1,964",1.43,"1,001",3.02,963,-0.17,"2,620",1.13,12,6.15,"2,608",1.10,"1,542",6.07,882,6.60,660,5.36,392,9.81,341,7.71,51,26.40
1996M08,126,7.23,77,6.27,49,8.77,"1,926",1.37,977,1.71,949,1.03,"2,654",1.73,7,-35.78,"2,647",1.89,"1,550",6.14,880,6.22,670,6.04,411,14.80,362,14.66,49,15.88
1996M09,119,-0.62,73,-1.76,47,1.21,"1,913",-0.79,967,-0.14,946,-1.44,"2,650",0.69,7,-25.70,"2,644",0.78,"1,546",5.40,873,5.31,673,5.51,399,5.49,349,5.32,49,6.73
1996M10,126,7.86,82,10.51,44,3.32,"1,935",0.08,966,-0.11,969,0.26,"2,640",0.54,8,-16.73,"2,633",0.60,"1,557",6.04,892,5.87,665,6.26,385,3.15,338,4.62,46,-6.43
1996M11,122,1.72,84,11.21,38,-14.22,"1,987",2.93,986,1.76,"1,001",4.12,"2,561",-3.29,10,-0.63,"2,550",-3.30,"1,560",5.44,879,3.68,682,7.79,383,5.38,335,3.53,48,20.19
1996M12,114,8.51,81,19.15,33,-10.93,"1,995",2.48,998,2.21,997,2.74,"2,556",-3.58,12,20.51,"2,544",-3.67,"1,555",5.14,880,3.10,675,7.93,384,5.09,335,2.10,48,31.74
1997M01,114,1.70,74,9.46,40,-10.21,"2,015",2.35,"1,010",3.88,"1,005",0.85,"2,589",-1.06,8,-4.08,"2,581",-1.05,"1,535",3.42,878,2.18,657,5.11,368,2.15,324,0.98,44,11.62
1997M02,136,14.60,90,18.84,47,7.22,"2,037",3.06,"1,019",4.68,"1,018",1.49,"2,623",1.08,10,11.98,"2,613",1.05,"1,566",5.31,896,4.87,671,5.89,357,1.85,321,1.75,36,2.71
1997M03,122,-1.34,84,3.06,38,-9.77,"2,094",2.15,"1,057",3.28,"1,038",1.02,"2,588",-0.22,7,-30.84,"2,581",-0.11,"1,569",4.20,894,3.55,674,5.07,340,-5.38,307,-4.73,32,-11.19
1997M04,120,-0.94,81,-3.01,39,3.60,"2,129",2.21,"1,069",1.58,"1,061",2.87,"2,581",-0.28,9,-21.16,"2,572",-0.19,"1,574",4.86,904,5.11,670,4.53,350,-4.02,309,-3.73,41,-6.10
1997M05,104,-9.55,75,-8.74,29,-11.60,"2,155",1.64,"1,076",-0.27,"1,079",3.63,"2,560",0.94,9,-6.84,"2,550",0.97,"1,573",4.34,897,2.82,677,6.42,365,2.54,322,1.52,43,10.81
1997M06,104,-6.84,69,-11.40,35,3.55,"2,131",0.39,"1,064",-1.39,"1,067",2.23,"2,559",0.99,8,-18.71,"2,551",1.06,"1,593",4.13,893,2.52,699,6.25,378,1.68,331,3.03,46,-7.07
1997M07,99,-18.94,65,-13.37,33,-27.96,"2,038",3.78,999,-0.18,"1,039",7.89,"2,599",-0.80,9,-23.04,"2,590",-0.70,"1,609",4.35,907,2.86,701,6.33,391,-0.14,345,1.28,46,-9.72
1997M08,104,-17.40,68,-11.86,36,-26.18,"2,002",3.97,973,-0.36,"1,029",8.42,"2,623",-1.17,8,1.76,"2,615",-1.18,"1,612",3.99,913,3.83,698,4.21,393,-4.21,347,-4.12,47,-4.89
1997M09,106,-11.50,69,-5.28,37,-21.16,"2,024",5.81,974,0.82,"1,049",10.91,"2,642",-0.31,6,-4.54,"2,636",-0.30,"1,617",4.55,908,4.00,708,5.25,397,-0.41,350,0.27,47,-5.25
1997M10,90,-28.33,60,-26.87,31,-31.01,"1,999",3.35,965,-0.12,"1,035",6.81,"2,674",1.27,6,-24.83,"2,668",1.35,"1,628",4.58,929,4.19,699,5.09,383,-0.53,341,0.88,41,-10.83
1997M11,93,-24.36,59,-29.92,34,-12.26,"2,027",2.00,983,-0.28,"1,044",4.24,"2,644",3.24,9,-11.55,"2,635",3.30,"1,621",3.87,917,4.36,704,3.24,375,-2.21,331,-1.00,43,-10.59
1997M12,97,-14.34,68,-15.56,29,-11.38,"2,052",2.85,"1,002",0.33,"1,050",5.38,"2,600",1.75,12,5.27,"2,588",1.73,"1,613",3.79,915,4.02,698,3.48,380,-1.04,335,0.06,44,-8.62
1998M01,102,-10.54,68,-8.17,34,-14.97,"2,066",2.54,"1,014",0.43,"1,051",4.65,"2,626",1.43,11,33.61,"2,616",1.33,"1,619",5.46,918,4.52,701,6.71,365,-0.66,319,-1.33,46,4.21
1998M02,108,-21.20,74,-18.21,34,-27.00,"2,133",4.72,"1,057",3.72,"1,076",5.73,"2,677",2.04,9,-9.85,"2,668",2.09,"1,604",2.41,911,1.75,693,3.29,347,-2.62,311,-3.07,36,1.47
1998M03,105,-13.94,70,-16.87,35,-7.53,"2,157",3.00,"1,068",1.04,"1,090",4.99,"2,639",1.98,14,105.93,"2,626",1.71,"1,609",2.54,907,1.45,701,3.99,353,3.97,311,1.19,42,30.34
1998M04,111,-8.14,72,-11.62,39,-1.00,"2,170",1.91,"1,069",0.09,"1,101",3.75,"2,626",1.76,7,-25.16,"2,619",1.85,"1,623",3.11,909,0.54,714,6.58,381,8.85,332,7.26,49,20.83
1998M05,95,-8.28,63,-15.86,32,11.53,"2,176",0.97,"1,077",0.15,"1,099",1.79,"2,598",1.49,18,93.20,"2,579",1.15,"1,652",5.02,922,2.79,730,7.98,404,10.58,355,10.12,49,13.98
1998M06,106,1.98,71,3.64,35,-1.26,"2,134",0.15,"1,054",-0.94,"1,080",1.23,"2,614",2.15,9,8.87,"2,605",2.13,"1,682",5.60,941,5.32,741,5.95,404,6.97,351,5.84,53,15.08
1998M07,116,17.80,78,19.61,38,14.29,"2,046",0.38,"1,008",0.89,"1,038",-0.11,"2,654",2.09,6,-32.84,"2,647",2.21,"1,685",4.73,952,4.98,732,4.41,415,6.19,364,5.37,51,12.32
1998M08,122,17.69,87,27.79,35,-1.40,"2,013",0.53,995,2.22,"1,018",-1.06,"2,669",1.74,6,-15.79,"2,662",1.79,"1,681",4.29,949,3.91,732,4.79,425,7.94,383,10.43,42,-10.57
1998M09,127,20.76,87,27.31,40,8.55,"2,043",0.96,"1,001",2.77,"1,042",-0.73,"2,671",1.08,10,58.74,"2,660",0.94,"1,683",4.11,952,4.78,731,3.25,435,9.48,386,10.16,49,4.37
1998M10,126,39.30,86,43.99,40,30.17,"2,029",1.49,"1,012",4.87,"1,018",-1.67,"2,662",-0.45,16,187.60,"2,646",-0.85,"1,680",3.17,955,2.84,725,3.62,431,12.59,379,11.01,52,25.58
1998M11,130,40.32,89,50.74,41,22.18,"2,049",1.10,"1,022",3.91,"1,028",-1.55,"2,629",-0.56,10,6.00,"2,619",-0.58,"1,677",3.47,945,2.99,732,4.09,418,11.70,370,11.76,48,11.21
1998M12,137,40.20,94,38.48,42,44.23,"2,058",0.27,"1,022",2.01,"1,036",-1.39,"2,636",1.36,9,-27.54,"2,627",1.50,"1,681",4.22,956,4.39,726,3.99,412,8.59,364,8.64,48,8.19
1999M01,139,35.70,95,38.60,44,29.84,"2,066",0.00,"1,021",0.64,"1,045",-0.61,"2,649",0.85,8,-24.91,"2,641",0.96,"1,683",3.94,953,3.86,729,4.05,400,9.52,355,11.13,45,-1.68
1999M02,147,37.00,106,44.69,41,20.32,"2,081",-2.45,"1,032",-2.39,"1,049",-2.51,"2,658",-0.71,9,5.09,"2,648",-0.73,"1,682",4.85,957,4.99,725,4.67,406,16.75,367,18.09,38,5.25
1999M03,152,44.78,106,52.45,46,29.70,"2,127",-1.39,"1,060",-0.76,"1,068",-2.00,"2,662",0.87,10,-24.29,"2,652",1.00,"1,688",4.91,970,6.85,718,2.39,421,19.28,362,16.29,60,41.32
1999M04,146,32.10,103,43.29,44,11.59,"2,140",-1.37,"1,058",-1.10,"1,083",-1.63,"2,652",1.00,8,21.80,"2,644",0.94,"1,691",4.21,967,6.38,724,1.45,426,11.94,363,9.40,64,28.98
1999M05,134,40.97,94,48.83,40,25.47,"2,144",-1.44,"1,091",1.30,"1,053",-4.13,"2,613",0.58,8,-56.32,"2,605",0.99,"1,701",2.93,981,6.41,720,-1.46,433,7.18,365,2.92,68,37.80
1999M06,132,24.27,88,22.64,45,27.61,"2,122",-0.55,"1,070",1.52,"1,052",-2.57,"2,604",-0.37,10,14.11,"2,594",-0.42,"1,706",1.45,978,3.95,728,-1.73,438,8.48,367,4.52,72,34.55
1999M07,138,18.66,91,16.15,47,23.78,"2,045",-0.06,"1,023",1.53,"1,021",-1.61,"2,644",-0.34,12,99.63,"2,632",-0.58,"1,704",1.15,971,2.00,733,0.04,451,8.59,387,6.40,64,24.17
1999M08,142,16.27,96,10.68,46,29.99,"2,029",0.79,"1,009",1.40,"1,020",0.19,"2,652",-0.64,9,46.24,"2,642",-0.75,"1,700",1.12,960,1.19,739,1.04,457,7.66,393,2.64,64,53.80
1999M09,145,14.12,100,14.14,46,14.07,"2,054",0.54,"1,029",2.75,"1,025",-1.58,"2,663",-0.29,8,-16.96,"2,654",-0.23,"1,712",1.74,971,2.01,742,1.39,500,15.09,426,10.28,75,53.25
