期間,日圓_原始值,日圓_年增率(%),日圓_原始值,日圓_年增率(%),港幣_原始值,港幣_年增率(%),港幣_原始值,港幣_年增率(%),新加坡幣_原始值,新加坡幣_年增率(%),新加坡幣_原始值,新加坡幣_年增率(%),泰銖_原始值,泰銖_年增率(%),泰銖_原始值,泰銖_年增率(%),澳幣_原始值,澳幣_年增率(%),澳幣_原始值,澳幣_年增率(%),紐西蘭幣_原始值,紐西蘭幣_年增率(%),紐西蘭幣_原始值,紐西蘭幣_年增率(%),英鎊_原始值,英鎊_年增率(%),英鎊_原始值,英鎊_年增率(%),瑞典克郎_原始值,瑞典克郎_年增率(%),瑞典克郎_原始值,瑞典克郎_年增率(%),加拿大元_原始值,加拿大元_年增率(%),加拿大元_原始值,加拿大元_年增率(%),歐元_原始值,歐元_年增率(%),歐元_原始值,歐元_年增率(%),瑞士法郎_原始值,瑞士法郎_年增率(%),瑞士法郎_原始值,瑞士法郎_年增率(%),南非幣_原始值,南非幣_年增率(%),南非幣_原始值,南非幣_年增率(%)
2010M11,0.3652,1.6977,0.3692,1.6793,3.94,4.57,4.00,4.50,23.31,-0.56,23.51,-0.55,1.01,-5.28,1.05,-5.05,29.63,-0.71,29.83,-0.70,22.92,0.48,23.12,0.48,47.80,10.86,48.20,10.77,4.37,5.26,4.46,5.15,30.17,0.66,30.37,0.66,40.31,19.70,40.71,19.50,30.87,3.85,31.07,3.83,4.28,1.17,4.38,1.14
2010M12,0.3713,-7.0563,0.3753,-6.9811,3.88,5.67,3.94,5.58,23.57,-3.56,23.77,-3.53,1.00,-5.21,1.04,-4.98,30.83,-6.97,31.03,-6.93,23.40,-1.24,23.60,-1.23,46.86,9.67,47.26,9.59,4.47,-0.67,4.57,-0.66,30.30,0.17,30.50,0.16,40.37,13.67,40.77,13.54,32.31,-4.30,32.51,-4.28,4.53,-5.08,4.63,-4.97
2011M01,0.3520,0.1705,0.3560,0.1685,3.70,10.54,3.76,10.37,22.52,0.62,22.72,0.62,0.92,3.27,0.97,3.12,28.81,-1.28,29.01,-1.28,22.37,0.40,22.57,0.40,45.91,12.00,46.31,11.90,4.41,-2.27,4.51,-2.22,28.96,3.28,29.16,3.26,39.37,12.93,39.77,12.80,30.76,-1.40,30.96,-1.39,4.00,4.25,4.10,4.15
2011M02,0.3614,-1.2175,0.3654,-1.2042,3.79,8.18,3.85,8.05,23.24,-2.41,23.44,-2.39,0.96,-0.08,1.00,-0.08,30.03,-5.53,30.23,-5.49,22.23,-0.54,22.43,-0.53,47.79,1.90,48.19,1.89,4.61,-4.34,4.71,-4.25,30.21,-0.13,30.41,-0.13,40.92,5.82,41.32,5.76,32.04,-7.49,32.24,-7.44,4.19,-2.86,4.29,-2.80
2011M03,0.3529,-3.9388,0.3569,-3.8946,3.75,8.53,3.81,8.40,23.23,-2.63,23.43,-2.60,0.96,1.19,1.00,1.14,30.28,-4.16,30.48,-4.13,22.29,0.85,22.49,0.84,47.24,1.25,47.64,1.24,4.62,-6.06,4.72,-5.93,30.17,3.35,30.37,3.33,41.50,2.51,41.90,2.48,32.00,-7.00,32.20,-6.96,4.28,0.23,4.38,0.23
2011M04,0.3487,-4.9039,0.3527,-4.8483,3.65,10.14,3.71,9.97,23.24,-1.51,23.44,-1.49,0.94,1.70,0.99,1.62,31.16,-6.45,31.36,-6.41,22.90,-0.66,23.10,-0.65,47.49,1.28,47.89,1.27,4.71,-8.92,4.81,-8.73,29.95,4.21,30.15,4.18,42.26,-1.68,42.66,-1.66,32.69,-11.32,32.89,-11.25,4.27,-0.70,4.37,-0.69
2011M05,0.3492,0.2577,0.3532,0.2548,3.65,12.60,3.71,12.40,23.18,-1.04,23.38,-1.03,0.93,4.82,0.99,3.54,30.57,-10.86,30.77,-10.79,23.53,-6.93,23.73,-6.87,47.13,-1.29,47.53,-1.28,4.60,-11.52,4.70,-11.28,29.43,4.01,29.63,3.98,41.10,-3.97,41.50,-3.93,33.64,-17.48,33.84,-17.38,4.11,1.46,4.21,1.43
2011M06,0.3550,2.0000,0.3590,1.9777,3.66,12.57,3.72,12.37,23.27,-1.25,23.47,-1.24,0.92,6.80,0.97,5.39,30.70,-10.52,30.90,-10.45,23.70,-6.03,23.90,-5.98,45.95,5.29,46.35,5.24,4.50,-8.89,4.60,-8.70,29.60,3.55,29.80,3.52,41.40,-5.14,41.80,-5.10,34.32,-13.37,34.52,-13.30,4.19,-0.48,4.29,-0.47
2011M07,0.3694,-0.1083,0.3734,-0.1071,3.67,11.72,3.73,11.53,23.80,-1.47,24.00,-1.46,0.95,2.63,0.99,3.03,31.40,-8.57,31.60,-8.51,24.86,-7.40,25.06,-7.34,46.75,6.72,47.15,6.66,4.47,-2.01,4.57,-1.97,30.19,2.29,30.39,2.27,40.93,1.69,41.33,1.67,35.83,-14.04,36.03,-13.96,4.20,2.62,4.30,2.79
2011M08,0.3767,0.6371,0.3807,0.6304,3.69,11.11,3.75,10.93,24.01,-1.87,24.21,-1.86,0.95,6.13,0.99,6.39,30.89,-7.90,31.09,-7.85,24.69,-9.60,24.89,-9.52,47.13,4.56,47.53,4.52,4.52,-5.53,4.62,-5.41,29.59,1.93,29.79,1.91,41.74,-3.11,42.14,-3.08,35.65,-12.15,35.85,-12.08,4.08,5.39,4.18,5.50
2011M09,0.3953,-5.3630,0.3993,-5.3093,3.88,3.35,3.94,3.30,23.40,1.32,23.60,1.31,0.96,5.58,1.00,5.85,29.59,2.20,29.79,2.18,23.17,-0.65,23.37,-0.64,47.26,4.72,47.66,4.68,4.40,4.77,4.50,4.67,29.10,3.95,29.30,3.92,41.02,3.56,41.42,3.52,33.67,-5.11,33.93,-5.25,3.75,18.40,3.85,18.18
2011M10,0.3774,0.6094,0.3814,0.6030,3.82,3.14,3.88,3.09,23.88,-1.21,24.08,-1.20,0.96,5.69,1.00,5.97,31.49,-5.11,31.69,-5.08,24.23,-4.58,24.43,-4.54,47.77,2.01,48.17,1.99,4.60,-2.39,4.70,-2.34,29.86,0.47,30.06,0.47,41.80,1.58,42.20,1.56,34.27,-9.45,34.53,-9.56,3.78,14.55,3.88,14.43
2011M11,0.3866,-5.5354,0.3906,-5.4788,3.87,1.81,3.93,1.78,23.26,0.21,23.46,0.21,0.96,5.37,1.00,5.66,30.09,-1.53,30.29,-1.52,22.90,0.09,23.10,0.09,46.93,1.85,47.33,1.84,4.32,1.16,4.42,0.90,29.19,3.36,29.39,3.33,40.04,0.67,40.44,0.67,32.68,-5.54,32.94,-5.68,3.54,20.90,3.64,20.33
2011M12,0.3885,-4.4273,0.3925,-4.3822,3.87,0.26,3.93,0.25,23.21,1.55,23.41,1.54,0.94,5.54,0.98,5.82,30.63,0.65,30.83,0.65,23.28,0.52,23.48,0.51,46.52,0.73,46.92,0.72,4.33,3.23,4.43,3.16,29.56,2.50,29.76,2.49,38.97,3.59,39.37,3.56,32.06,0.78,32.32,0.59,3.67,23.43,3.77,22.81
2012M01,0.3857,-8.7374,0.3897,-8.6477,3.79,-2.37,3.85,-2.34,23.46,-4.01,23.66,-3.97,0.94,-1.90,0.98,-1.31,31.35,-8.10,31.55,-8.05,24.24,-7.71,24.44,-7.65,46.34,-0.93,46.74,-0.92,4.34,1.61,4.44,1.58,29.47,-1.73,29.67,-1.72,38.77,1.55,39.17,1.53,32.19,-4.44,32.45,-4.59,3.73,7.24,3.83,7.05
2012M02,0.3629,-0.4133,0.3669,-0.4088,3.76,0.80,3.82,0.79,23.47,-0.98,23.67,-0.97,0.95,0.14,0.99,0.63,31.67,-5.18,31.87,-5.15,24.64,-9.78,24.84,-9.70,46.58,2.60,46.98,2.58,4.43,4.06,4.53,3.97,29.47,2.51,29.67,2.49,39.35,3.99,39.75,3.95,32.68,-1.96,32.94,-2.13,3.88,7.99,3.98,7.79
2012M03,0.3571,-1.1761,0.3611,-1.1631,3.77,-0.53,3.83,-0.52,23.38,-0.64,23.58,-0.64,0.94,1.61,0.98,2.06,30.58,-0.98,30.78,-0.97,24.12,-7.59,24.32,-7.52,46.98,0.55,47.38,0.55,4.41,4.76,4.51,4.66,29.47,2.38,29.67,2.36,39.19,5.89,39.59,5.83,32.56,-1.72,32.82,-1.89,3.79,12.93,3.89,12.60
2012M04,0.3616,-3.5675,0.3656,-3.5284,3.73,-2.14,3.79,-2.11,23.48,-1.02,23.66,-0.93,0.93,1.04,0.97,1.51,30.34,2.70,30.54,2.69,23.84,-3.94,24.04,-3.91,47.26,0.49,47.66,0.48,4.28,10.05,4.38,9.82,29.61,1.15,29.81,1.14,38.39,10.08,38.79,9.98,31.98,2.22,32.24,2.02,3.72,14.78,3.82,14.40
2012M05,0.3767,-7.3002,0.3807,-7.2235,3.82,-4.45,3.88,-4.38,23.10,0.35,23.30,0.34,0.92,1.16,0.96,2.68,28.93,5.67,29.13,5.63,22.46,4.76,22.66,4.72,46.00,2.46,46.40,2.44,4.08,12.75,4.18,12.44,28.94,1.69,29.14,1.68,36.82,11.62,37.22,11.50,30.69,9.61,30.95,9.34,3.45,19.13,3.55,18.59
2012M06,0.3731,-4.8512,0.3771,-4.7998,3.82,-4.19,3.88,-4.12,23.41,-0.60,23.61,-0.59,0.92,-0.51,0.96,1.07,30.29,1.35,30.49,1.34,23.74,-0.17,23.94,-0.17,46.51,-1.20,46.91,-1.19,4.23,6.38,4.33,6.24,29.03,1.96,29.23,1.95,37.36,10.81,37.76,10.70,31.13,10.25,31.39,9.97,3.54,18.36,3.64,17.86
2012M07,0.3809,-3.0192,0.3849,-2.9878,3.84,-4.43,3.90,-4.36,23.98,-0.75,24.18,-0.74,0.93,2.04,0.97,1.96,31.40,0.00,31.60,0.00,24.16,2.90,24.36,2.87,46.85,-0.21,47.25,-0.21,4.35,2.76,4.45,2.70,29.83,1.21,30.03,1.20,36.56,11.95,36.96,11.82,30.48,17.55,30.74,17.21,3.60,16.67,3.70,16.22
2012M08,0.3794,-0.7116,0.3834,-0.7042,3.83,-3.66,3.89,-3.60,23.83,0.76,24.03,0.75,0.94,1.49,0.98,1.43,30.76,0.42,30.96,0.42,23.85,3.52,24.05,3.49,47.04,0.19,47.44,0.19,4.43,2.03,4.54,1.76,30.07,-1.60,30.27,-1.59,37.25,12.05,37.65,11.93,31.05,14.81,31.31,14.50,3.49,16.91,3.59,16.43
2012M09,0.3756,5.2449,0.3796,5.1897,3.75,3.47,3.81,3.41,23.82,-1.76,24.02,-1.75,0.94,2.92,0.98,2.80,30.51,-3.02,30.71,-3.00,24.33,-4.77,24.53,-4.73,47.37,-0.23,47.77,-0.23,4.44,-0.90,4.54,-0.88,29.82,-2.41,30.02,-2.40,37.68,8.86,38.08,8.77,31.18,7.99,31.44,7.92,3.51,6.84,3.61,6.65
2012M10,0.3643,3.5959,0.3683,3.5569,3.74,2.14,3.80,2.11,23.84,0.17,24.04,0.17,0.94,2.30,0.98,2.20,30.22,4.20,30.42,4.17,23.89,1.42,24.09,1.41,46.81,2.05,47.21,2.03,4.36,5.50,4.46,5.38,29.16,2.40,29.36,2.38,37.71,10.85,38.11,10.73,31.24,9.70,31.50,9.62,3.34,13.17,3.44,12.79
2012M11,0.3498,10.5203,0.3538,10.4014,3.72,4.03,3.78,3.97,23.71,-1.90,23.91,-1.88,0.93,2.62,0.97,2.51,30.21,-0.40,30.41,-0.39,23.79,-3.74,23.99,-3.71,46.42,1.10,46.82,1.09,4.32,0.00,4.42,0.00,29.16,0.10,29.36,0.10,37.60,6.49,38.00,6.42,31.25,4.58,31.51,4.54,3.26,8.59,3.36,8.33
2012M12,0.3343,16.2130,0.3383,16.0213,3.72,4.03,3.78,3.97,23.64,-1.82,23.84,-1.80,0.93,1.28,0.97,1.22,30.06,1.90,30.26,1.88,23.75,-1.98,23.95,-1.96,46.60,-0.17,47.00,-0.17,4.41,-1.81,4.51,-1.77,29.09,1.62,29.29,1.60,38.28,1.80,38.68,1.78,31.70,1.14,31.96,1.13,3.37,8.90,3.47,8.65
2013M01,0.3228,19.4857,0.3268,19.2472,3.78,0.26,3.84,0.26,23.76,-1.26,23.96,-1.25,0.98,-3.81,1.02,-3.66,30.61,2.42,30.81,2.40,24.59,-1.42,24.79,-1.41,46.54,-0.43,46.94,-0.43,4.59,-5.45,4.69,-5.33,29.35,0.41,29.55,0.41,39.83,-2.66,40.23,-2.63,32.26,-0.22,32.52,-0.22,3.21,16.20,3.31,15.71
2013M02,0.3211,13.0178,0.3251,12.8576,3.80,-1.05,3.86,-1.04,23.84,-1.55,24.04,-1.54,0.98,-2.43,1.02,-2.34,30.23,4.76,30.43,4.73,24.40,0.98,24.60,0.98,44.58,4.49,44.98,4.45,4.55,-2.64,4.65,-2.58,28.83,2.22,29.03,2.20,38.63,1.86,39.03,1.84,31.72,3.03,31.98,3.00,3.31,17.22,3.41,16.72
2013M03,0.3151,13.3291,0.3191,13.1620,3.81,-1.05,3.87,-1.03,23.96,-2.42,24.16,-2.40,1.00,-6.08,1.04,-5.84,30.97,-1.26,31.17,-1.25,24.86,-2.98,25.06,-2.95,45.10,4.17,45.50,4.13,4.52,-2.43,4.62,-2.38,29.26,0.72,29.46,0.71,38.02,3.08,38.42,3.05,31.27,4.13,31.53,4.09,3.17,19.56,3.27,18.96
2013M04,0.3000,20.5333,0.3040,20.2632,3.78,-1.32,3.84,-1.30,23.84,-1.51,24.04,-1.58,0.99,-5.86,1.03,-5.63,30.48,-0.46,30.68,-0.46,25.16,-5.25,25.36,-5.21,45.56,3.73,45.96,3.70,4.46,-4.04,4.56,-3.95,29.08,1.82,29.28,1.81,38.43,-0.10,38.83,-0.10,31.39,1.88,31.65,1.86,3.24,14.81,3.34,14.37
2013M05,0.2953,27.5652,0.2993,27.1968,3.83,-0.26,3.89,-0.26,23.60,-2.12,23.80,-2.10,0.97,-5.55,1.01,-5.33,28.65,0.98,28.85,0.97,23.91,-6.06,24.11,-6.01,45.32,1.50,45.72,1.49,4.49,-9.13,4.59,-8.93,28.86,0.28,29.06,0.28,38.82,-5.15,39.22,-5.10,31.26,-1.82,31.52,-1.81,2.89,19.38,2.99,18.73
2013M06,0.3012,23.8712,0.3052,23.5583,3.84,-0.52,3.90,-0.51,23.63,-0.93,23.83,-0.92,0.95,-3.11,0.99,-2.98,27.65,9.55,27.85,9.48,23.32,1.80,23.52,1.79,45.53,2.15,45.93,2.13,4.42,-4.30,4.52,-4.20,28.53,1.75,28.73,1.74,38.93,-4.03,39.33,-3.99,31.56,-1.36,31.82,-1.35,2.96,19.59,3.06,18.95
2013M07,0.3045,25.0903,0.3085,24.7650,3.84,0.00,3.90,0.00,23.45,2.26,23.65,2.24,0.94,-0.66,0.98,-0.63,26.99,16.34,27.19,16.22,23.85,1.30,24.05,1.29,45.43,3.13,45.83,3.10,4.52,-3.76,4.62,-3.68,28.99,2.90,29.19,2.88,39.60,-7.68,40.00,-7.60,32.19,-5.31,32.45,-5.27,2.99,20.40,3.09,19.74
2013M08,0.3031,25.1732,0.3071,24.8453,3.83,0.00,3.89,0.00,23.40,1.84,23.60,1.82,0.92,2.50,0.96,2.40,26.64,15.47,26.84,15.35,23.17,2.93,23.37,2.91,46.23,1.75,46.63,1.74,4.49,-1.34,4.58,-0.87,28.32,6.18,28.52,6.14,39.41,-5.48,39.81,-5.43,32.05,-3.12,32.31,-3.10,2.85,22.46,2.95,21.69
2013M09,0.3000,25.2000,0.3040,24.8684,3.79,-1.06,3.85,-1.04,23.43,1.66,23.63,1.65,0.93,0.94,0.97,0.90,27.42,11.27,27.62,11.19,24.35,-0.08,24.55,-0.08,47.51,-0.29,47.91,-0.29,4.55,-2.42,4.65,-2.37,28.57,4.38,28.77,4.34,39.72,-5.14,40.12,-5.08,32.50,-4.06,32.76,-4.03,2.87,22.30,2.97,21.55
2013M10,0.2968,22.7426,0.3008,22.4402,3.76,-0.53,3.82,-0.52,23.62,0.93,23.82,0.92,0.93,0.81,0.97,0.77,27.82,8.63,28.02,8.57,24.14,-1.04,24.34,-1.03,46.88,-0.15,47.28,-0.15,4.53,-3.75,4.63,-3.67,27.97,4.25,28.17,4.22,40.08,-5.91,40.48,-5.85,32.50,-3.88,32.76,-3.85,2.91,14.78,3.01,14.29
2013M11,0.2873,21.7543,0.2913,21.4555,3.79,-1.85,3.85,-1.82,23.48,0.98,23.68,0.97,0.91,2.78,0.95,2.66,26.82,12.64,27.02,12.55,23.91,-0.50,24.11,-0.50,48.13,-3.55,48.53,-3.52,4.46,-3.14,4.56,-3.07,27.83,4.78,28.03,4.74,40.06,-6.14,40.46,-6.08,32.53,-3.93,32.79,-3.90,2.85,14.39,2.95,13.90
2013M12,0.2815,18.7567,0.2855,18.4939,3.81,-2.36,3.87,-2.33,23.45,0.81,23.65,0.80,0.89,4.58,0.93,4.38,26.46,13.61,26.66,13.50,24.36,-2.50,24.56,-2.48,49.01,-4.92,49.41,-4.88,4.58,-3.71,4.68,-3.63,27.87,4.38,28.07,4.35,40.83,-6.25,41.23,-6.18,33.32,-4.86,33.58,-4.82,2.80,20.36,2.90,19.66
2014M01,0.2915,10.7376,0.2955,10.5922,3.87,-2.33,3.93,-2.29,23.67,0.38,23.87,0.38,0.90,7.85,0.94,7.52,26.50,15.51,26.70,15.39,24.96,-1.48,25.16,-1.47,50.00,-6.92,50.40,-6.87,4.67,-1.71,4.76,-1.47,27.05,8.50,27.25,8.44,41.18,-3.28,41.58,-3.25,33.54,-3.82,33.80,-3.79,2.71,18.45,2.81,17.79
2014M02,0.2940,9.2177,0.2980,9.0940,3.88,-2.06,3.94,-2.03,23.82,0.08,24.02,0.08,0.91,7.11,0.95,6.82,26.89,12.42,27.09,12.33,25.12,-2.87,25.32,-2.84,50.23,-11.25,50.63,-11.16,4.59,-0.87,4.69,-0.85,27.11,6.34,27.31,6.30,41.20,-6.24,41.60,-6.18,33.85,-6.29,34.11,-6.24,2.75,20.36,2.85,19.65
2014M03,0.2939,7.2133,0.2979,7.1165,3.90,-2.31,3.96,-2.27,24.07,-0.46,24.27,-0.45,0.92,8.59,0.96,8.23,28.03,10.49,28.23,10.41,26.28,-5.40,26.48,-5.36,50.49,-10.68,50.89,-10.59,4.64,-2.59,4.74,-2.53,27.44,6.63,27.64,6.58,41.72,-8.87,42.12,-8.78,34.25,-8.70,34.51,-8.64,2.83,12.01,2.93,11.60
2014M04,0.2924,2.5992,0.2964,2.5641,3.87,-2.33,3.93,-2.29,23.93,-0.38,24.13,-0.37,0.92,7.91,0.96,7.57,27.93,9.13,28.13,9.07,25.74,-2.25,25.94,-2.24,50.54,-9.85,50.94,-9.78,4.55,-1.98,4.65,-1.94,27.46,5.90,27.66,5.86,41.47,-7.33,41.87,-7.26,34.02,-7.73,34.28,-7.67,2.81,15.30,2.91,14.78
2014M05,0.2929,0.8194,0.2969,0.8084,3.84,-0.26,3.90,-0.26,23.81,-0.88,24.01,-0.87,0.90,8.60,0.94,8.24,27.83,2.95,28.03,2.93,25.36,-5.72,25.56,-5.67,50.03,-9.41,50.43,-9.34,4.46,0.67,4.56,0.66,27.58,4.64,27.78,4.61,40.63,-4.45,41.03,-4.41,33.30,-6.13,33.56,-6.08,2.82,2.48,2.92,2.40
2014M06,0.2925,2.9744,0.2965,2.9342,3.83,0.26,3.89,0.26,23.82,-0.80,24.02,-0.79,0.90,5.28,0.94,5.06,27.98,-1.18,28.18,-1.17,26.00,-10.31,26.20,-10.23,50.63,-10.07,51.03,-9.99,4.38,0.91,4.48,0.89,27.85,2.44,28.05,2.42,40.56,-4.02,40.96,-3.98,33.41,-5.54,33.67,-5.49,2.77,6.86,2.87,6.62
2014M07,0.2895,5.1813,0.2935,5.1107,3.84,0.00,3.90,0.00,23.94,-2.05,24.14,-2.03,0.92,2.10,0.96,2.01,27.81,-2.95,28.01,-2.93,25.36,-5.95,25.56,-5.91,50.43,-9.91,50.83,-9.84,4.30,5.12,4.40,5.00,27.37,5.92,27.57,5.88,39.97,-0.93,40.37,-0.92,32.88,-2.10,33.14,-2.08,2.76,8.33,2.86,8.04
