期間,當期價格_金額(新台幣百萬元),"當期價格_對上季增率折成年率(saar,%)","當期價格_對上季增率(saqr,%)",當期價格_金額(新台幣百萬元),"當期價格_對上季增率折成年率(saar,%)","當期價格_對上季增率(saqr,%)",當期價格_金額(新台幣百萬元),"當期價格_對上季增率折成年率(saar,%)","當期價格_對上季增率(saqr,%)",當期價格_金額(新台幣百萬元),"當期價格_對上季增率折成年率(saar,%)","當期價格_對上季增率(saqr,%)",當期價格_金額(新台幣百萬元),"當期價格_對上季增率折成年率(saar,%)","當期價格_對上季增率(saqr,%)",當期價格_金額(新台幣百萬元),"當期價格_對上季增率折成年率(saar,%)","當期價格_對上季增率(saqr,%)",當期價格_金額(新台幣百萬元),"當期價格_對上季增率折成年率(saar,%)","當期價格_對上季增率(saqr,%)",當期價格_金額(新台幣百萬元),"當期價格_對上季增率折成年率(saar,%)","當期價格_對上季增率(saqr,%)",按2006年價格_金額(新台幣百萬元),"按2006年價格_對上季增率折成年率(saar,%)","按2006年價格_對上季增率(saqr,%)",按2006年價格_金額(新台幣百萬元),"按2006年價格_對上季增率折成年率(saar,%)","按2006年價格_對上季增率(saqr,%)",按2006年價格_金額(新台幣百萬元),"按2006年價格_對上季增率折成年率(saar,%)","按2006年價格_對上季增率(saqr,%)",按2006年價格_金額(新台幣百萬元),"按2006年價格_對上季增率折成年率(saar,%)","按2006年價格_對上季增率(saqr,%)",按2006年價格_金額(新台幣百萬元),"按2006年價格_對上季增率折成年率(saar,%)","按2006年價格_對上季增率(saqr,%)",按2006年價格_金額(新台幣百萬元),"按2006年價格_對上季增率折成年率(saar,%)","按2006年價格_對上季增率(saqr,%)",按2006年價格_金額(新台幣百萬元),"按2006年價格_對上季增率折成年率(saar,%)","按2006年價格_對上季增率(saqr,%)",按2006年價格_金額(新台幣百萬元),"按2006年價格_對上季增率折成年率(saar,%)","按2006年價格_對上季增率(saqr,%)"
2000Q1,"2,490,921",8.88,2.15,"2,458,704",7.10,1.73,"1,484,419",8.50,2.06,"330,389",5.02,1.23,"643,896",5.02,1.23,"32,217",--,--,"1,251,691",25.71,5.89,"1,219,474",21.94,5.08,"2,395,063",10.60,2.55,"2,607,940",9.01,2.18,"1,530,518",8.94,2.16,"350,913",12.94,3.09,"726,509",7.31,1.78,"-212,877",--,--,"1,253,838",25.73,5.89,"1,466,715",20.17,4.70
2000Q2,"2,547,782",9.45,2.28,"2,512,297",9.01,2.18,"1,497,115",3.47,0.86,"344,488",18.19,4.27,"670,694",17.72,4.16,"35,485",--,--,"1,344,281",33.04,7.40,"1,308,796",32.68,7.32,"2,456,481",10.66,2.56,"2,659,866",8.21,1.99,"1,536,733",1.63,0.41,"363,769",15.48,3.66,"759,364",19.35,4.52,"-203,385",--,--,"1,354,379",36.14,8.02,"1,557,764",27.24,6.21
2000Q3,"2,576,805",4.64,1.14,"2,511,296",-0.16,-0.04,"1,496,974",-0.04,-0.01,"347,981",4.12,1.01,"666,341",-2.57,-0.65,"65,509",--,--,"1,422,891",25.52,5.85,"1,357,382",15.70,3.71,"2,451,824",-0.76,-0.19,"2,639,993",-2.96,-0.75,"1,542,857",1.60,0.40,"365,912",2.38,0.59,"731,224",-14.02,-3.71,"-188,169",--,--,"1,412,806",18.40,4.31,"1,600,975",11.57,2.77
2000Q4,"2,571,886",-0.76,-0.19,"2,483,985",-4.28,-1.09,"1,509,225",3.31,0.82,"340,051",-8.81,-2.28,"634,709",-17.68,-4.75,"87,901",--,--,"1,373,578",-13.16,-3.47,"1,285,677",-19.51,-5.28,"2,427,840",-3.86,-0.98,"2,599,428",-6.01,-1.54,"1,539,433",-0.88,-0.22,"356,865",-9.53,-2.47,"703,130",-14.50,-3.84,"-171,588",--,--,"1,334,010",-20.51,-5.58,"1,505,598",-21.78,-5.96
2001Q1,"2,522,839",-7.41,-1.91,"2,410,879",-11.26,-2.94,"1,501,419",-2.05,-0.52,"346,366",7.64,1.86,"563,094",-38.05,-11.28,"111,960",--,--,"1,284,931",-23.42,-6.45,"1,172,971",-30.72,-8.77,"2,426,110",-0.28,-0.07,"2,545,025",-8.11,-2.09,"1,542,077",0.69,0.17,"366,395",11.12,2.67,"636,553",-32.83,-9.47,"-118,915",--,--,"1,269,532",-17.98,-4.83,"1,388,447",-27.68,-7.78
2001Q2,"2,455,101",-10.32,-2.68,"2,355,030",-8.95,-2.32,"1,502,695",0.34,0.08,"344,306",-2.36,-0.59,"508,029",-33.74,-9.78,"100,071",--,--,"1,241,080",-12.97,-3.41,"1,141,009",-10.46,-2.72,"2,373,369",-8.42,-2.17,"2,483,602",-9.31,-2.41,"1,544,357",0.59,0.15,"362,562",-4.12,-1.05,"576,683",-32.64,-9.41,"-110,233",--,--,"1,229,917",-11.91,-3.12,"1,340,150",-13.20,-3.48
2001Q3,"2,436,309",-3.03,-0.77,"2,300,142",-9.00,-2.33,"1,499,042",-0.97,-0.24,"344,345",0.05,0.01,"456,755",-34.66,-10.09,"136,167",--,--,"1,183,138",-17.41,-4.67,"1,046,971",-29.11,-8.24,"2,340,626",-5.41,-1.38,"2,426,644",-8.86,-2.29,"1,551,505",1.86,0.46,"362,313",-0.27,-0.07,"512,826",-37.46,-11.07,"-86,018",--,--,"1,140,894",-25.96,-7.24,"1,226,912",-29.75,-8.45
2001Q4,"2,516,138",13.76,3.28,"2,323,295",4.09,1.01,"1,524,437",6.95,1.69,"356,417",14.78,3.51,"442,441",-11.96,-3.13,"192,843",--,--,"1,253,010",25.80,5.91,"1,060,167",5.14,1.26,"2,430,479",16.26,3.84,"2,447,394",3.46,0.86,"1,572,078",5.41,1.33,"372,911",12.22,2.93,"502,405",-7.88,-2.03,"-16,915",--,--,"1,254,257",46.07,9.94,"1,271,172",15.23,3.61
2002Q1,"2,563,567",7.76,1.88,"2,339,975",2.90,0.72,"1,537,125",3.37,0.83,"345,634",-11.56,-3.03,"457,216",14.04,3.34,"223,592",--,--,"1,305,848",17.96,4.22,"1,082,256",8.60,2.08,"2,456,909",4.42,1.09,"2,455,095",1.26,0.31,"1,579,091",1.80,0.45,"366,991",-6.20,-1.59,"509,013",5.37,1.32,"1,814",--,--,"1,293,244",13.03,3.11,"1,291,430",6.53,1.59
2002Q2,"2,603,854",6.44,1.57,"2,409,777",12.48,2.98,"1,554,298",4.54,1.12,"356,789",13.55,3.23,"498,690",41.53,9.07,"194,077",--,--,"1,374,607",22.78,5.27,"1,180,530",41.58,9.08,"2,541,403",14.48,3.44,"2,542,734",15.06,3.57,"1,597,470",4.74,1.16,"376,178",10.40,2.50,"569,086",56.24,11.80,"-1,331",--,--,"1,377,770",28.82,6.54,"1,379,101",30.05,6.79
2002Q3,"2,612,154",1.28,0.32,"2,478,179",11.85,2.84,"1,571,960",4.62,1.14,"341,362",-16.21,-4.32,"564,857",64.60,13.27,"133,975",--,--,"1,361,894",-3.65,-0.92,"1,227,919",17.05,4.01,"2,501,628",-6.11,-1.57,"2,604,892",10.14,2.44,"1,620,288",5.84,1.43,"358,564",-17.45,-4.68,"626,040",46.45,10.01,"-103,264",--,--,"1,379,467",0.49,0.12,"1,482,731",33.62,7.51
2002Q4,"2,632,064",3.08,0.76,"2,435,875",-6.66,-1.71,"1,574,186",0.57,0.14,"368,666",36.04,8.00,"493,023",-41.96,-12.72,"196,189",--,--,"1,394,293",9.86,2.38,"1,198,104",-9.36,-2.43,"2,574,397",12.15,2.91,"2,571,965",-4.96,-1.26,"1,615,878",-1.08,-0.27,"385,090",33.04,7.40,"570,997",-30.80,-8.79,"2,432",--,--,"1,400,426",6.22,1.52,"1,397,994",-20.97,-5.71
2003Q1,"2,642,852",1.65,0.41,"2,459,417",3.92,0.97,"1,564,912",-2.34,-0.59,"352,274",-16.63,-4.45,"542,231",46.31,9.98,"183,435",--,--,"1,437,276",12.91,3.08,"1,253,841",19.95,4.65,"2,590,250",2.49,0.62,"2,589,548",2.76,0.68,"1,611,529",-1.07,-0.27,"369,558",-15.18,-4.03,"608,461",28.94,6.56,702,--,--,"1,436,274",10.64,2.56,"1,435,572",11.19,2.69
2003Q2,"2,597,996",-6.62,-1.70,"2,414,613",-7.09,-1.82,"1,534,761",-7.49,-1.93,"348,089",-4.67,-1.19,"531,763",-7.50,-1.93,"183,383",--,--,"1,411,726",-6.92,-1.78,"1,228,343",-7.89,-2.03,"2,514,343",-11.22,-2.93,"2,536,676",-7.92,-2.04,"1,577,400",-8.21,-2.12,"362,870",-7.04,-1.81,"596,406",-7.69,-1.98,"-22,333",--,--,"1,415,312",-5.71,-1.46,"1,437,645",0.58,0.14
2003Q3,"2,691,626",15.21,3.60,"2,476,967",10.74,2.58,"1,649,234",33.34,7.46,"360,462",14.99,3.55,"467,271",-40.38,-12.13,"214,659",--,--,"1,492,290",24.86,5.71,"1,277,631",17.04,4.01,"2,607,523",15.67,3.71,"2,569,713",5.31,1.30,"1,708,479",37.62,8.31,"371,965",10.41,2.51,"489,269",-54.71,-17.96,"37,810",--,--,"1,516,647",31.86,7.16,"1,478,837",11.96,2.87
2003Q4,"2,763,783",11.16,2.68,"2,593,618",20.21,4.71,"1,649,697",0.11,0.03,"355,600",-5.29,-1.35,"588,321",151.29,25.91,"170,165",--,--,"1,594,319",30.28,6.84,"1,424,154",54.39,11.47,"2,731,877",20.48,4.77,"2,717,219",25.01,5.74,"1,701,985",-1.51,-0.38,"364,209",-8.08,-2.09,"651,025",213.47,33.06,"14,658",--,--,"1,640,052",36.74,8.14,"1,625,394",45.93,9.91
2004Q1,"2,811,534",7.09,1.73,"2,672,561",12.74,3.04,"1,677,604",6.94,1.69,"369,005",15.95,3.77,"625,952",28.15,6.40,"138,973",--,--,"1,701,600",29.76,6.73,"1,562,627",44.94,9.72,"2,751,068",2.84,0.70,"2,744,365",4.06,1.00,"1,712,623",2.52,0.63,"380,187",18.74,4.39,"651,555",0.33,0.08,"6,703",--,--,"1,712,567",18.89,4.42,"1,705,864",21.32,4.95
2004Q2,"2,861,771",7.34,1.79,"2,706,924",5.24,1.29,"1,695,154",4.25,1.05,"358,162",-11.25,-2.94,"653,608",18.88,4.42,"154,847",--,--,"1,781,107",20.04,4.67,"1,626,260",17.31,4.07,"2,768,291",2.53,0.63,"2,768,003",3.49,0.86,"1,727,213",3.45,0.85,"363,876",-16.09,-4.29,"676,914",16.50,3.89,288,--,--,"1,755,384",10.38,2.50,"1,755,096",12.05,2.89
2004Q3,"2,869,889",1.14,0.28,"2,745,260",5.79,1.42,"1,712,453",4.14,1.02,"359,207",1.17,0.29,"673,600",12.81,3.06,"124,629",--,--,"1,771,682",-2.10,-0.53,"1,647,053",5.21,1.28,"2,768,743",0.07,0.02,"2,782,472",2.11,0.52,"1,742,337",3.55,0.88,"367,612",4.17,1.03,"672,523",-2.57,-0.65,"-13,729",--,--,"1,735,252",-4.51,-1.15,"1,748,981",-1.39,-0.35
2004Q4,"2,822,098",-6.50,-1.67,"2,821,598",11.60,2.78,"1,723,171",2.53,0.63,"358,498",-0.79,-0.20,"739,929",45.60,9.85,500,--,--,"1,726,598",-9.80,-2.54,"1,726,098",20.62,4.80,"2,802,372",4.95,1.21,"2,885,100",15.59,3.69,"1,758,517",3.77,0.93,"365,331",-2.46,-0.62,"761,252",64.17,13.19,"-82,728",--,--,"1,730,648",-1.06,-0.27,"1,813,376",15.56,3.68
2005Q1,"2,878,292",8.21,1.99,"2,796,458",-3.52,-0.89,"1,754,966",7.59,1.85,"360,412",2.15,0.53,"681,080",-28.22,-7.95,"81,834",--,--,"1,722,784",-0.88,-0.22,"1,640,950",-18.32,-4.93,"2,835,833",4.86,1.19,"2,846,687",-5.22,-1.33,"1,778,266",4.57,1.12,"367,094",1.94,0.48,"701,327",-27.96,-7.87,"-10,854",--,--,"1,769,020",9.17,2.22,"1,779,874",-7.19,-1.85
2005Q2,"2,897,775",2.74,0.68,"2,816,509",2.90,0.72,"1,767,100",2.79,0.69,"378,618",21.79,5.05,"670,791",-5.91,-1.51,"81,266",--,--,"1,773,092",12.20,2.92,"1,691,826",12.99,3.10,"2,880,318",6.42,1.57,"2,862,100",2.18,0.54,"1,785,974",1.75,0.43,"379,115",13.76,3.27,"697,011",-2.44,-0.62,"18,218",--,--,"1,837,005",16.28,3.84,"1,818,787",9.04,2.19
2005Q3,"2,921,810",3.36,0.83,"2,832,084",2.23,0.55,"1,787,105",4.61,1.13,"364,575",-14.03,-3.71,"680,404",5.86,1.43,"89,726",--,--,"1,808,402",8.21,1.99,"1,718,676",6.50,1.59,"2,892,077",1.64,0.41,"2,865,862",0.53,0.13,"1,789,602",0.82,0.20,"369,181",-10.08,-2.62,"707,079",5.90,1.44,"26,215",--,--,"1,849,525",2.75,0.68,"1,823,310",1.00,0.25
