期間,資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款-計_原始值,資產--放款-計_年增率(%),資產--放款-政府機關_原始值,資產--放款-政府機關_年增率(%),資產--放款-公營事業_原始值,資產--放款-公營事業_年增率(%),資產--放款-民間部門_原始值,資產--放款-民間部門_年增率(%),資產--對非金融機構證券投資-計_原始值,資產--對非金融機構證券投資-計_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--不動產投資_原始值,資產--不動產投資_年增率(%),資產--對金融機構債權-中央銀行_原始值,資產--對金融機構債權-中央銀行_年增率(%),資產--對金融機構債權-其他貨幣機構_原始值,資產--對金融機構債權-其他貨幣機構_年增率(%),資產--對金融機構債權-人壽保險公司等_原始值,資產--對金融機構債權-人壽保險公司等_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--企業及個人存款-計_原始值,負債與淨值--企業及個人存款-計_年增率(%),負債與淨值--企業及個人存款-支票存款_原始值,負債與淨值--企業及個人存款-支票存款_年增率(%),負債與淨值--企業及個人存款-活期存款_原始值,負債與淨值--企業及個人存款-活期存款_年增率(%),負債與淨值--企業及個人存款-活期儲蓄存款_原始值,負債與淨值--企業及個人存款-活期儲蓄存款_年增率(%),負債與淨值--企業及個人存款-定期存款_原始值,負債與淨值--企業及個人存款-定期存款_年增率(%),負債與淨值--企業及個人存款-可轉讓定期存單_原始值,負債與淨值--企業及個人存款-可轉讓定期存單_年增率(%),負債與淨值--企業及個人存款-定期儲蓄存款_原始值,負債與淨值--企業及個人存款-定期儲蓄存款_年增率(%),負債與淨值--企業及個人存款-外匯存款_原始值,負債與淨值--企業及個人存款-外匯存款_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對金融機構負債-中央銀行_原始值,負債與淨值--對金融機構負債-中央銀行_年增率(%),負債與淨值--對金融機構負債-其他貨幣機構_原始值,負債與淨值--對金融機構負債-其他貨幣機構_年增率(%),負債與淨值--對金融機構負債-其他金融機構-中華郵政公司_原始值,負債與淨值--對金融機構負債-其他金融機構-中華郵政公司_年增率(%),負債與淨值--對金融機構負債-人壽保險公司等_原始值,負債與淨值--對金融機構負債-人壽保險公司等_年增率(%),負債與淨值--金融債券_原始值,負債與淨值--金融債券_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
1997M11,"15,093,246",20.91,"356,829",0.47,"10,386,006",34.00,"1,362,985",19.08,"374,991",15.92,"8,648,030",37.65,"1,337,736",-8.77,"441,923",40.64,"36,068",-45.70,"859,745",-1.23,"108,783",-49.47,"46,159",-1.16,"890,124",9.56,"180,270",52.36,"22,160",12.98,"117,678",27.98,"1,647,501",-9.56,"261,833",23.00,"8,958,060",35.42,"274,093",35.32,"626,631",41.00,"1,580,500",46.15,"1,858,487",29.35,"336,655",71.27,"3,883,177",27.91,"398,517",83.51,"584,686",2.86,"342,363",48.67,"2,110,973",78.29,"1,024,298",39.80,"287,783",-70.85,"65,588",-34.42,"1,416,254",-20.24,"1,065,706",31.61
1997M12,"15,502,778",22.53,"348,542",-7.69,"10,595,268",34.77,"1,394,000",23.10,"381,643",14.66,"8,819,625",37.88,"1,489,840",-0.38,"454,649",34.86,"42,279",-22.99,"992,912",12.49,"108,137",-51.02,"46,036",-0.32,"892,413",9.43,"211,264",73.00,"24,591",18.69,"128,971",33.75,"1,657,716",-8.73,"253,654",12.15,"9,296,807",37.69,"278,246",12.74,"684,860",38.67,"1,607,379",41.68,"2,093,175",46.46,"403,596",108.28,"3,813,933",25.10,"415,618",102.39,"627,452",10.71,"319,772",24.27,"2,161,135",77.39,"1,044,665",37.99,"280,616",-72.24,"68,890",-25.00,"1,411,345",-17.53,"1,083,107",32.53
1998M01,"15,815,393",12.71,"371,560",-1.66,"10,884,764",18.36,"1,425,083",16.93,"407,874",9.15,"9,051,807",19.04,"1,262,387",-10.54,"376,817",7.81,"44,203",-26.51,"841,367",-15.98,"97,286",-34.48,"45,847",-0.73,"831,660",-6.64,"241,780",56.51,"23,937",37.51,"160,151",-27.57,"1,896,021",20.88,"266,222",9.22,"9,348,590",15.23,"278,239",1.34,"566,144",-2.66,"1,664,604",14.84,"2,182,432",35.65,"403,463",90.91,"3,814,653",1.74,"439,055",84.73,"623,840",7.09,"382,278",42.45,"2,126,039",1.79,"1,069,644",20.12,"264,603",-13.01,"68,132",-26.59,"1,616,141",15.62,"1,119,548",18.95
1998M02,"15,907,742",13.71,"329,918",-11.70,"10,740,497",16.09,"1,443,277",15.39,"377,850",1.63,"8,919,370",16.91,"1,549,851",12.12,"470,442",32.39,"48,541",-17.28,"1,030,868",6.46,"105,509",-23.37,"45,847",-0.73,"844,845",-16.41,"159,190",-6.66,"25,506",51.31,"132,682",1.94,"1,973,897",34.24,"210,707",-11.86,"9,552,808",16.95,"273,490",8.58,"604,140",7.19,"1,738,678",16.80,"2,349,860",44.99,"381,699",77.87,"3,759,965",-0.67,"444,976",82.90,"625,012",11.04,"339,220",22.45,"2,088,501",-1.87,"1,047,860",15.69,"254,752",-16.28,"74,048",-11.34,"1,608,156",25.78,"1,154,538",21.74
1998M03,"16,030,001",13.60,"356,266",-7.05,"10,769,313",16.02,"1,480,706",17.37,"368,461",-2.02,"8,920,146",16.68,"1,639,116",2.94,"460,071",1.38,"53,856",8.17,"1,125,189",3.35,"90,105",-31.07,"45,847",-0.73,"867,157",-12.72,"167,932",20.50,"24,524",73.00,"135,130",4.39,"1,934,611",38.20,"219,131",-12.18,"9,610,139",16.80,"258,916",1.54,"638,617",8.14,"1,694,080",12.68,"2,459,827",50.69,"371,152",80.08,"3,732,360",-1.70,"455,187",86.93,"632,903",10.52,"329,765",26.25,"2,117,866",1.22,"1,041,263",20.18,"238,730",-27.41,"77,333",8.05,"1,638,803",21.39,"1,165,331",21.68
1998M04,"15,994,711",12.80,"359,282",-2.95,"10,723,101",14.54,"1,441,617",13.71,"367,344",-2.36,"8,914,140",15.50,"1,680,150",10.08,"474,616",3.91,"52,466",-0.89,"1,153,068",13.42,"85,512",-22.95,"45,848",-0.73,"866,805",-15.44,"158,876",11.09,"26,770",96.85,"131,309",7.33,"1,917,058",31.32,"234,699",-15.38,"9,635,313",17.49,"249,374",-0.13,"602,563",4.35,"1,641,103",8.41,"2,563,217",58.73,"385,975",92.58,"3,736,140",-1.82,"456,941",90.82,"571,726",-1.03,"330,342",24.14,"2,116,663",-0.30,"1,037,789",15.96,"233,454",-25.17,"74,538",26.41,"1,623,584",16.28,"1,174,392",21.41
1998M05,"16,177,641",13.12,"366,251",-3.15,"10,790,242",14.59,"1,452,155",14.98,"368,911",-2.80,"8,969,176",15.37,"1,648,095",6.07,"432,312",-3.63,"45,599",-12.61,"1,170,184",11.13,"76,280",-32.95,"45,848",-0.69,"888,531",-14.15,"180,132",26.05,"24,025",58.61,"125,934",6.28,"2,032,303",37.16,"255,002",-12.90,"9,698,260",17.66,"275,557",14.73,"616,621",3.78,"1,638,051",9.67,"2,554,085",55.50,"372,021",87.75,"3,785,650",-0.94,"456,275",80.86,"603,550",-1.05,"326,585",21.79,"2,126,534",-0.40,"1,041,456",15.74,"225,233",-28.34,"76,617",22.48,"1,684,472",19.43,"1,181,388",22.33
1998M06,"16,623,918",14.75,"384,134",5.09,"10,998,034",12.96,"1,467,834",9.33,"363,889",-5.31,"9,166,311",14.45,"1,640,845",23.37,"414,716",-5.55,"54,994",-2.05,"1,171,135",40.29,"97,301",-5.78,"45,844",-0.74,"906,873",-15.19,"339,504",56.28,"27,050",59.83,"132,991",6.67,"2,051,342",38.77,"260,850",-12.85,"9,908,174",17.82,"296,523",2.15,"701,611",8.37,"1,654,489",5.85,"2,533,931",57.45,"396,980",83.76,"3,827,810",-0.05,"496,830",95.89,"625,144",-1.60,"342,182",18.88,"2,264,549",4.75,"1,018,815",9.19,"223,738",-28.10,"76,622",17.94,"1,688,403",26.53,"1,234,256",25.59
1998M07,"16,512,560",13.18,"383,890",10.89,"10,946,936",11.79,"1,471,578",7.69,"357,938",-4.73,"9,117,420",13.25,"1,755,094",25.92,"452,159",0.23,"53,978",25.19,"1,248,957",38.84,"84,348",-15.93,"45,844",-0.74,"898,471",-15.33,"177,601",-0.84,"25,394",49.76,"132,272",5.85,"2,062,710",34.93,"242,563",-21.48,"9,963,811",18.35,"263,850",1.37,"651,542",-0.79,"1,645,708",3.46,"2,583,406",61.18,"417,053",93.53,"3,881,121",1.29,"521,131",99.54,"605,504",-2.58,"333,775",15.53,"2,081,324",-4.51,"998,744",5.89,"218,848",-31.33,"76,213",16.52,"1,720,202",23.58,"1,270,320",27.53
1998M08,"16,729,154",14.41,"385,192",15.50,"10,999,364",10.37,"1,474,837",8.95,"345,987",-7.02,"9,178,540",11.39,"1,759,124",51.15,"430,459",13.91,"53,505",16.21,"1,275,160",72.34,"94,982",-7.50,"45,844",-0.74,"897,023",-12.33,"163,134",-18.46,"26,332",33.25,"132,545",10.56,"2,225,614",35.15,"223,084",-23.59,"10,064,763",18.22,"246,719",-14.23,"642,328",-5.15,"1,621,204",3.84,"2,622,251",62.89,"433,399",75.69,"3,954,816",3.04,"544,046",85.94,"594,473",-2.23,"351,044",17.51,"2,043,300",-3.80,"992,445",4.26,"253,986",-19.93,"84,821",29.78,"1,823,713",31.28,"1,289,970",27.22
1998M09,"16,989,910",14.14,"429,533",33.29,"11,121,009",8.86,"1,503,096",9.81,"357,166",-9.21,"9,260,747",9.54,"1,874,373",48.04,"442,681",1.25,"59,886",41.40,"1,371,806",74.40,"97,315",-10.80,"45,844",-0.68,"900,269",-3.35,"183,048",-17.03,"26,350",7.39,"129,269",-1.21,"2,182,900",34.93,"207,467",-21.94,"10,211,506",17.50,"275,313",-5.94,"635,637",0.79,"1,619,424",4.62,"2,615,222",54.02,"432,159",61.15,"4,074,134",3.36,"559,617",79.67,"593,471",-4.75,"342,313",9.12,"2,087,033",-2.49,"1,023,585",3.95,"290,433",-7.00,"89,474",33.23,"1,843,698",29.19,"1,324,515",26.71
1998M10,"17,099,842",14.35,"439,213",19.50,"11,086,252",8.67,"1,512,258",10.98,"349,890",-6.44,"9,224,104",8.96,"2,063,747",46.83,"464,945",7.78,"62,299",54.58,"1,536,503",64.54,"108,132",4.11,"45,844",-0.68,"949,516",13.82,"158,032",-7.99,"22,902",8.26,"128,554",6.04,"2,097,650",24.83,"204,408",-19.86,"10,333,121",16.66,"229,826",-16.00,"645,558",8.28,"1,649,344",5.17,"2,681,328",47.52,"411,674",29.75,"4,197,785",7.27,"517,606",39.52,"559,672",-3.17,"338,055",7.51,"2,150,565",2.96,"1,074,422",7.95,"297,802",-1.67,"93,013",49.38,"1,782,681",24.10,"1,340,525",26.61
1998M11,"17,361,985",15.03,"424,048",18.84,"11,343,092",9.22,"1,530,513",12.29,"353,367",-5.77,"9,459,212",9.38,"2,028,872",51.66,"496,911",12.44,"66,912",85.52,"1,465,049",70.41,"170,269",56.52,"45,844",-0.68,"1,003,447",12.73,"165,541",-8.17,"21,349",-3.66,"137,196",16.59,"2,022,327",22.75,"200,543",-23.41,"10,504,708",17.27,"249,395",-9.01,"669,621",6.86,"1,722,035",8.96,"2,708,003",45.71,"373,164",10.84,"4,287,024",10.40,"495,466",24.33,"568,132",-2.83,"344,820",0.72,"2,210,500",4.71,"1,107,876",8.16,"301,750",4.85,"92,926",41.68,"1,787,913",26.24,"1,350,693",26.74
1998M12,"17,547,831",13.19,"453,786",30.20,"11,405,939",7.65,"1,538,790",10.39,"357,752",-6.26,"9,509,397",7.82,"1,985,044",33.24,"495,286",8.94,"68,879",62.92,"1,420,879",43.10,"165,818",53.34,"45,841",-0.42,"1,114,879",24.93,"145,515",-31.12,"19,998",-18.68,"135,598",5.14,"2,075,413",25.20,"205,605",-18.94,"10,626,246",14.30,"267,457",-3.88,"731,588",6.82,"1,741,312",8.33,"2,694,196",28.71,"340,646",-15.60,"4,389,594",15.09,"461,453",11.03,"623,535",-0.62,"335,368",4.88,"2,247,157",3.98,"1,143,068",9.42,"310,745",10.74,"92,420",34.16,"1,767,556",25.24,"1,339,199",23.64
1999M01,"17,885,716",13.09,"467,531",25.83,"11,477,974",5.45,"1,551,118",8.84,"356,201",-12.67,"9,570,655",5.73,"2,052,075",62.56,"563,063",49.43,"70,927",60.46,"1,418,085",68.55,"168,783",73.49,"45,834",-0.03,"1,123,524",35.09,"186,423",-22.90,"15,451",-35.45,"163,838",2.30,"2,184,283",15.20,"209,317",-21.38,"10,779,109",15.30,"280,805",0.92,"660,990",16.75,"1,810,593",8.77,"2,724,380",24.83,"321,497",-20.32,"4,513,780",18.33,"467,064",6.38,"615,765",-1.29,"353,907",-7.42,"2,275,249",7.02,"1,159,717",8.42,"306,586",15.87,"92,716",36.08,"1,816,905",12.42,"1,436,162",28.28
1999M02,"17,977,588",13.01,"444,740",34.80,"11,531,097",7.36,"1,590,299",10.19,"369,164",-2.30,"9,571,634",7.31,"2,099,819",35.49,"577,631",22.78,"74,876",54.25,"1,447,312",40.40,"165,022",56.41,"45,834",-0.03,"1,012,291",19.82,"165,532",3.98,"16,287",-36.14,"150,229",13.22,"2,346,737",18.89,"203,562",-3.39,"10,848,879",13.57,"261,068",-4.54,"632,097",4.63,"1,858,156",6.87,"2,690,182",14.48,"314,575",-17.59,"4,598,680",22.31,"494,121",11.04,"569,106",-8.94,"335,145",-1.20,"2,271,646",8.77,"1,188,353",13.41,"310,043",21.70,"91,456",23.51,"1,906,390",18.55,"1,441,361",24.84
1999M03,"18,000,179",12.29,"443,115",24.38,"11,546,791",7.22,"1,589,060",7.32,"361,045",-2.01,"9,596,686",7.58,"2,155,800",31.52,"595,548",29.45,"82,880",53.89,"1,477,372",31.30,"155,308",72.36,"45,835",-0.03,"1,121,913",29.38,"146,699",-12.64,"18,897",-22.94,"135,985",0.63,"2,229,836",15.26,"176,579",-19.42,"10,902,907",13.45,"238,281",-7.97,"650,988",1.94,"1,900,027",12.16,"2,633,548",7.06,"278,857",-24.87,"4,693,204",25.74,"508,002",11.60,"579,792",-8.39,"319,707",-3.05,"2,320,165",9.55,"1,227,475",17.88,"306,921",28.56,"101,976",31.87,"1,881,011",14.78,"1,411,121",21.09
1999M04,"18,222,628",13.93,"494,734",37.70,"11,589,344",8.08,"1,611,576",11.79,"344,187",-6.30,"9,633,581",8.07,"2,135,874",27.12,"595,843",25.54,"77,066",46.89,"1,462,965",26.88,"150,423",75.91,"45,808",-0.09,"1,239,939",43.05,"156,626",-1.42,"19,333",-27.78,"131,224",-0.06,"2,259,323",17.85,"184,382",-21.44,"10,982,886",13.99,"234,811",-5.84,"649,017",7.71,"1,958,364",19.33,"2,618,104",2.14,"252,269",-34.64,"4,771,108",27.70,"499,213",9.25,"599,126",4.79,"315,559",-4.48,"2,383,346",12.60,"1,271,473",22.52,"309,136",32.42,"101,989",36.83,"1,926,525",18.66,"1,419,679",20.89
1999M05,"18,277,075",12.98,"480,938",31.31,"11,632,616",7.81,"1,620,426",11.59,"341,682",-7.38,"9,670,508",7.82,"2,124,035",28.88,"584,565",35.22,"65,595",43.85,"1,473,875",25.95,"123,317",61.66,"45,808",-0.09,"1,251,975",40.90,"154,500",-14.23,"19,571",-18.54,"130,762",3.83,"2,313,553",13.84,"173,001",-32.16,"10,959,602",13.01,"235,537",-14.52,"665,423",7.91,"1,924,986",17.52,"2,579,254",0.99,"231,533",-37.76,"4,820,676",27.34,"502,193",10.06,"643,920",6.69,"316,646",-3.04,"2,436,271",14.57,"1,306,803",25.48,"304,962",35.40,"96,524",25.98,"1,924,569",14.25,"1,421,580",20.33
1999M06,"18,628,291",12.06,"526,792",37.14,"11,883,479",8.05,"1,696,703",15.59,"351,302",-3.46,"9,835,474",7.30,"2,044,728",24.61,"595,436",43.58,"55,512",0.94,"1,393,780",19.01,"130,382",34.00,"45,806",-0.08,"1,374,043",51.51,"188,608",-44.45,"22,071",-18.41,"130,156",-2.13,"2,282,226",11.26,"199,938",-23.35,"11,200,663",13.04,"285,352",-3.77,"761,792",8.58,"2,065,981",24.87,"2,520,200",-0.54,"214,052",-46.08,"4,867,140",27.15,"486,146",-2.15,"680,512",8.86,"314,651",-8.05,"2,527,398",11.61,"1,359,177",33.41,"302,801",35.34,"94,584",23.44,"1,877,446",11.20,"1,430,298",15.88
1999M07,"18,484,379",11.94,"549,396",43.11,"11,794,688",7.74,"1,700,274",15.54,"345,690",-3.42,"9,748,724",6.92,"2,027,212",15.50,"615,159",36.05,"60,272",11.66,"1,351,781",8.23,"125,744",49.08,"45,806",-0.08,"1,331,335",48.18,"190,234",7.11,"19,949",-21.44,"128,313",-2.99,"2,271,702",10.13,"189,487",-21.88,"11,114,336",11.55,"231,746",-12.17,"698,467",7.20,"2,027,929",23.23,"2,510,297",-2.83,"203,568",-51.19,"4,921,028",26.79,"521,301",0.03,"615,589",1.67,"312,230",-6.45,"2,528,713",21.50,"1,387,744",38.95,"304,903",39.32,"113,885",49.43,"1,862,479",8.27,"1,442,757",13.57
