期間,資產淨額=負債淨值淨額_原始值,資產淨額=負債淨值淨額_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款-計_原始值,資產--放款-計_年增率(%),資產--放款-政府機關_原始值,資產--放款-政府機關_年增率(%),資產--放款-公營事業_原始值,資產--放款-公營事業_年增率(%),資產--放款-民間部門_原始值,資產--放款-民間部門_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--對人壽保險公司等債權_原始值,資產--對人壽保險公司等債權_年增率(%),資產--不動產投資_原始值,資產--不動產投資_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--通貨發行額_原始值,負債與淨值--通貨發行額_年增率(%),負債與淨值--企業及個人存款與貨幣市場-計_原始值,負債與淨值--企業及個人存款與貨幣市場-計_年增率(%),負債與淨值--企業及個人存款與貨幣市場-支票存款_原始值,負債與淨值--企業及個人存款與貨幣市場-支票存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-活期存款_原始值,負債與淨值--企業及個人存款與貨幣市場-活期存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-活期儲蓄存款_原始值,負債與淨值--企業及個人存款與貨幣市場-活期儲蓄存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-定期存款_原始值,負債與淨值--企業及個人存款與貨幣市場-定期存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-定期儲蓄存款_原始值,負債與淨值--企業及個人存款與貨幣市場-定期儲蓄存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-外匯存款_原始值,負債與淨值--企業及個人存款與貨幣市場-外匯存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-郵政儲金_原始值,負債與淨值--企業及個人存款與貨幣市場-郵政儲金_年增率(%),負債與淨值--企業及個人存款與貨幣市場-貨幣市場共同基金_原始值,負債與淨值--企業及個人存款與貨幣市場-貨幣市場共同基金_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對人壽保險公司等負債_原始值,負債與淨值--對人壽保險公司等負債_年增率(%),負債與淨值--金融債券_原始值,負債與淨值--金融債券_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%),負債與淨值--其他項目(淨額)_原始值,負債與淨值--其他項目(淨額)_年增率(%)
2004M06,"26,960,479",10.47,"9,396,432",20.98,"15,126,504",9.17,"1,898,309",-4.79,"436,031",-2.60,"12,792,164",12.07,"1,114,495",-8.21,"67,705",8.18,"895,570",-22.60,"133,325",-2.59,"41,837",7.55,281,-2.43,"184,330",6.30,"1,563,559",68.50,"819,597",10.20,"20,777,206",6.74,"306,907",12.77,"1,675,020",31.12,"4,293,929",16.84,"2,835,989",7.85,"7,282,208",-1.78,"1,164,095",6.49,"3,219,058",3.75,-,-,"976,929",7.23,"133,600",-29.51,"633,345",49.22,"2,873,309",1.37,"-817,066",--
2004M07,"27,046,929",10.20,"9,388,179",18.56,"15,213,098",10.40,"1,899,486",-3.30,"453,573",0.35,"12,860,039",13.17,"1,110,116",-12.05,"75,534",17.18,"910,572",-20.42,"131,674",-19.78,"35,631",-4.59,281,-2.43,"181,844",5.80,"1,483,389",53.99,"820,835",10.92,"20,914,874",7.08,"338,730",32.49,"1,616,577",29.86,"4,376,550",16.18,"2,855,069",9.91,"7,319,277",-1.07,"1,134,785",-1.02,"3,273,886",4.88,-,-,"976,749",1.08,"117,732",-41.28,"627,491",45.66,"3,006,602",7.73,"-900,743",--
2004M08,"27,197,928",10.65,"9,469,776",18.68,"15,260,123",10.59,"1,857,272",-2.78,"451,628",0.39,"12,951,223",13.23,"1,133,005",-9.49,"78,669",26.66,"908,244",-19.44,"132,945",-14.03,"29,145",-27.50,281,-2.43,"185,740",11.18,"1,489,588",54.64,"824,881",10.98,"20,977,426",6.80,"311,105",4.89,"1,681,093",33.62,"4,411,354",14.29,"2,808,969",7.93,"7,335,574",-0.65,"1,158,294",2.71,"3,271,037",5.07,-,-,"954,580",3.73,"143,715",-28.18,"641,043",46.68,"3,000,966",10.79,"-834,271",--
2004M09,"27,321,752",9.50,"9,495,565",14.65,"15,346,818",10.35,"1,827,608",-6.37,"451,809",0.40,"13,067,401",13.58,"1,119,304",-9.54,"82,692",38.32,"906,556",-14.45,"150,165",-20.99,"33,835",-14.44,281,-2.43,"186,536",6.56,"1,448,177",41.15,"831,780",11.77,"21,027,691",6.95,"307,073",12.00,"1,674,463",24.22,"4,466,017",14.82,"2,765,168",7.27,"7,340,810",-0.30,"1,195,860",8.70,"3,278,300",5.47,-,-,"947,357",-1.76,"150,196",-16.64,"649,528",40.22,"3,072,960",12.01,"-805,937",--
2004M10,"27,329,072",8.73,"9,501,790",11.26,"15,360,599",10.70,"1,829,397",-3.44,"448,375",2.24,"13,082,827",13.35,"1,138,993",-6.20,"85,030",43.66,"886,758",-9.82,"145,201",-42.56,"28,783",-24.85,281,-2.43,"181,637",6.04,"1,467,815",35.48,"833,669",10.99,"21,030,078",6.59,"331,937",28.44,"1,610,320",15.90,"4,468,732",13.88,"2,764,601",5.50,"7,358,625",-0.04,"1,198,270",12.72,"3,295,917",5.89,"1,676",-,"953,243",1.79,"150,446",-18.08,"672,200",37.69,"3,055,168",9.02,"-833,547",--
2004M11,"27,394,480",7.94,"9,415,165",8.05,"15,603,049",11.27,"1,901,668",-1.13,"445,956",3.21,"13,255,425",13.61,"1,085,187",-8.99,"86,461",50.45,"853,505",-16.32,"137,312",-15.98,"25,768",-31.57,281,-2.43,"187,752",10.17,"1,440,409",27.73,"842,791",10.94,"21,094,464",6.45,"296,885",-1.58,"1,660,531",19.29,"4,448,314",12.88,"2,818,583",6.34,"7,373,923",0.53,"1,185,245",9.21,"3,308,289",6.36,"2,694",-,"944,090",-2.50,"166,518",-6.11,"677,610",32.87,"2,813,415",-4.75,"-584,817",--
2004M12,"27,692,677",7.52,"9,364,725",5.81,"15,867,752",10.71,"1,917,413",-1.41,"456,144",4.60,"13,494,195",12.90,"1,113,047",-7.51,"88,469",58.23,"894,743",-5.10,"141,759",-9.68,"34,798",-1.25,281,0.00,"187,103",5.73,"1,389,579",21.94,"856,951",9.14,"21,522,079",6.77,"319,808",1.31,"1,788,254",11.71,"4,590,090",13.95,"2,848,837",6.87,"7,402,851",1.26,"1,244,762",10.81,"3,325,983",6.82,"1,494",-,"925,183",-0.47,"170,845",4.28,"709,051",31.01,"2,582,817",-8.33,"-463,828",--
2005M01,"27,969,920",7.59,"9,454,619",5.52,"15,886,258",9.44,"1,944,614",-5.46,"455,813",2.41,"13,485,831",12.26,"1,136,193",-1.66,"91,318",54.36,"890,215",-1.19,"140,571",3.44,"31,763",-16.58,281,0.00,"338,702",46.14,"1,476,290",21.48,"1,067,707",6.71,"21,569,498",5.83,"337,649",7.14,"1,689,434",21.47,"4,594,041",7.15,"2,861,422",6.42,"7,425,608",1.42,"1,223,716",7.11,"3,436,522",6.21,"1,106",-,"894,751",-4.64,"185,884",14.02,"723,039",31.97,"2,561,743",-5.10,"-508,992",--
2005M02,"27,852,705",6.40,"9,407,576",3.07,"15,919,169",9.26,"1,989,082",-3.23,"465,902",9.20,"13,464,185",11.38,"1,151,674",-0.25,"91,808",53.43,"895,819",-1.41,"141,732",5.84,"27,421",-27.91,281,0.00,"217,225",18.10,"1,435,692",15.53,"998,973",17.80,"21,665,394",5.51,"324,372",3.75,"1,598,850",9.38,"4,692,760",8.06,"2,920,109",6.58,"7,472,534",1.86,"1,181,368",7.57,"3,474,387",7.16,"1,014",-,"879,857",-3.79,"186,015",11.96,"727,190",30.90,"2,431,324",-10.91,"-471,740",--
2005M03,"28,175,785",6.66,"9,605,089",4.61,"16,108,151",9.40,"2,024,589",-0.23,"452,096",5.09,"13,631,466",11.14,"1,143,171",-1.59,"91,102",44.24,"877,808",-6.33,"128,140",-1.52,"27,811",-22.26,281,0.00,"194,232",6.81,"1,603,414",12.80,"918,831",11.00,"21,804,411",5.40,"295,125",2.67,"1,703,377",6.35,"4,649,019",6.71,"2,967,188",7.42,"7,522,166",2.93,"1,176,625",2.80,"3,489,980",8.12,931,-,"884,739",-5.68,"193,794",43.09,"730,879",21.41,"2,593,031",-3.07,"-553,314",--
2005M04,"28,317,681",6.09,"9,716,770",4.33,"16,111,734",8.65,"1,965,481",-2.39,"454,260",7.54,"13,691,993",10.48,"1,165,423",-2.28,"93,084",41.03,"878,540",-5.78,"131,484",2.27,"23,981",-46.54,281,0.00,"196,384",6.72,"1,828,975",19.94,"914,469",11.17,"21,796,593",5.34,"330,434",17.74,"1,624,730",3.20,"4,599,371",4.75,"3,003,894",7.69,"7,553,423",3.56,"1,176,314",3.75,"3,507,575",8.65,852,-,"851,816",-8.11,"193,157",33.87,"735,875",20.85,"2,533,711",-6.03,"-536,915",--
2005M05,"28,465,739",5.66,"9,722,747",3.21,"16,301,605",8.19,"1,945,151",-2.93,"466,509",7.60,"13,889,945",9.97,"1,138,231",0.65,"90,916",38.89,"865,381",-4.39,"128,064",5.55,"24,613",-42.01,281,0.00,"193,901",4.16,"1,816,918",9.03,"900,594",9.99,"21,746,133",5.77,"293,487",2.74,"1,615,094",4.55,"4,586,811",6.42,"2,998,487",7.38,"7,571,839",3.95,"1,172,070",3.94,"3,507,543",9.11,802,-,"898,130",-10.67,"181,213",25.19,"742,734",19.02,"2,484,906",-10.28,"-304,889",--
2005M06,"28,806,085",6.85,"9,858,445",4.92,"16,469,266",8.88,"1,883,292",-0.79,"470,929",8.00,"14,115,045",10.34,"1,142,229",2.49,"90,966",34.36,"882,214",-1.49,"148,780",11.59,"23,905",-42.86,281,0.00,"189,999",3.08,"1,789,974",14.48,"898,644",9.64,"22,215,414",6.92,"312,553",1.84,"1,787,733",6.73,"4,661,756",8.57,"3,087,082",8.85,"7,596,897",4.32,"1,246,873",7.11,"3,521,745",9.40,775,-,"976,337",-0.06,"184,468",38.07,"778,727",22.95,"2,524,588",-12.14,"-562,067",--
2005M07,"28,918,953",6.92,"9,973,767",6.24,"16,450,950",8.14,"1,855,967",-2.29,"480,288",5.89,"14,114,695",9.76,"1,150,248",3.62,"93,639",23.97,"885,640",-2.74,"147,317",11.88,"24,233",-31.99,281,0.00,"192,878",6.07,"1,833,796",23.62,"904,431",10.18,"22,279,223",6.52,"346,933",2.42,"1,753,004",8.44,"4,702,239",7.44,"3,016,129",5.64,"7,613,630",4.02,"1,265,572",11.53,"3,580,876",9.38,840,-,"943,388",-3.42,"186,549",58.45,"782,474",24.70,"2,640,640",-12.17,"-651,548",--
2005M08,"29,364,108",7.96,"10,323,456",9.01,"16,540,353",8.39,"1,827,011",-1.63,"476,633",5.54,"14,236,709",9.93,"1,140,372",0.65,"96,229",22.32,"907,344",-0.10,"154,742",16.40,"6,896",-76.34,281,0.00,"194,435",4.68,"1,926,503",29.33,"898,703",8.95,"22,240,950",6.02,"318,301",2.31,"1,761,462",4.78,"4,696,735",6.47,"2,948,114",4.95,"7,658,004",4.40,"1,257,777",8.59,"3,599,646",10.05,911,-,"1,024,481",7.32,"187,281",30.31,"784,250",22.34,"2,911,079",-3.00,"-609,139",--
