期間,資產淨額=負債淨值淨額_原始值,資產淨額=負債淨值淨額_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款-計_原始值,資產--放款-計_年增率(%),資產--放款-政府機關_原始值,資產--放款-政府機關_年增率(%),資產--放款-公營事業_原始值,資產--放款-公營事業_年增率(%),資產--放款-民間部門_原始值,資產--放款-民間部門_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--對人壽保險公司等債權_原始值,資產--對人壽保險公司等債權_年增率(%),資產--不動產投資_原始值,資產--不動產投資_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--通貨發行額_原始值,負債與淨值--通貨發行額_年增率(%),負債與淨值--企業及個人存款與貨幣市場-計_原始值,負債與淨值--企業及個人存款與貨幣市場-計_年增率(%),負債與淨值--企業及個人存款與貨幣市場-支票存款_原始值,負債與淨值--企業及個人存款與貨幣市場-支票存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-活期存款_原始值,負債與淨值--企業及個人存款與貨幣市場-活期存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-活期儲蓄存款_原始值,負債與淨值--企業及個人存款與貨幣市場-活期儲蓄存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-定期存款_原始值,負債與淨值--企業及個人存款與貨幣市場-定期存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-定期儲蓄存款_原始值,負債與淨值--企業及個人存款與貨幣市場-定期儲蓄存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-外匯存款_原始值,負債與淨值--企業及個人存款與貨幣市場-外匯存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-郵政儲金_原始值,負債與淨值--企業及個人存款與貨幣市場-郵政儲金_年增率(%),負債與淨值--企業及個人存款與貨幣市場-貨幣市場共同基金_原始值,負債與淨值--企業及個人存款與貨幣市場-貨幣市場共同基金_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對人壽保險公司等負債_原始值,負債與淨值--對人壽保險公司等負債_年增率(%),負債與淨值--金融債券_原始值,負債與淨值--金融債券_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%),負債與淨值--其他項目(淨額)_原始值,負債與淨值--其他項目(淨額)_年增率(%)
2013M02,"41,837,665",3.80,"15,537,309",0.69,"21,725,855",2.83,"1,750,088",-2.21,"683,239",-10.84,"19,292,528",3.88,"2,594,990",16.93,"395,835",69.06,"1,206,568",30.05,"133,934",6.82,19,-92.96,-,-,"243,155",1.30,"1,976,605",-5.59,"1,603,055",12.49,"32,325,780",3.73,"384,610",14.10,"3,076,482",3.01,"7,810,188",5.17,"4,757,620",-2.17,"8,265,108",2.92,"2,976,055",9.63,"5,055,142",5.24,575,-63.81,"846,694",-1.34,"874,684",1.97,"1,018,177",14.72,"3,474,640",5.22,"-281,970",--
2013M03,"42,014,616",4.33,"15,625,019",1.69,"21,776,239",2.84,"1,767,523",-6.00,"670,515",-9.98,"19,338,201",4.25,"2,633,460",18.08,"422,922",64.88,"1,216,496",35.60,"130,818",1.69,19,-92.96,-,-,"209,643",-3.61,"2,042,917",-2.58,"1,510,491",9.66,"32,497,177",4.05,"371,512",2.38,"3,141,263",8.06,"7,840,166",4.99,"4,774,076",-2.62,"8,292,843",2.82,"3,016,348",11.17,"5,060,376",5.14,593,-59.88,"849,697",-2.70,"874,396",-3.94,"1,030,529",16.27,"3,495,559",4.48,"-286,150",--
2013M04,"42,064,360",4.33,"15,610,867",2.27,"21,791,630",2.59,"1,722,552",-8.01,"675,209",-10.23,"19,393,869",4.18,"2,660,374",17.27,"423,093",66.22,"1,237,959",32.51,"128,174",-4.35,19,-92.96,-,-,"212,244",-4.08,"1,995,151",-6.97,"1,499,907",9.29,"32,546,613",4.33,"343,537",1.86,"3,208,323",9.23,"7,768,898",4.79,"4,781,189",-2.82,"8,313,245",3.11,"3,063,471",13.25,"5,067,339",5.15,611,-57.66,"837,542",-4.70,"917,076",-0.54,"1,017,031",13.21,"3,542,942",5.55,"-291,902",--
2013M05,"42,393,648",4.74,"15,929,678",3.95,"21,728,047",2.16,"1,561,044",-9.70,"675,849",-8.22,"19,491,154",3.65,"2,689,892",17.67,"427,636",54.55,"1,271,914",31.48,"138,490",-0.72,19,-92.96,-,-,"207,972",-1.58,"2,031,017",-8.41,"1,492,425",10.32,"32,635,581",4.85,"337,526",1.01,"3,191,470",6.72,"7,885,080",7.38,"4,770,907",-2.39,"8,316,667",3.07,"3,069,976",14.24,"5,063,361",5.20,594,10.20,"871,197",-8.08,"863,851",-6.74,"1,018,214",12.17,"3,542,713",6.32,"-61,350",--
2013M06,"42,557,838",5.46,"16,091,784",4.73,"21,838,502",3.53,"1,550,701",-0.83,"696,786",-4.43,"19,591,015",4.20,"2,649,325",14.40,"416,001",47.16,"1,219,526",28.62,"136,419",2.04,19,-91.91,-,-,"206,262",-4.64,"2,039,736",-5.15,"1,492,244",9.08,"32,896,850",5.61,"386,218",0.90,"3,310,943",11.06,"7,847,796",7.45,"4,812,208",-1.81,"8,329,434",3.61,"3,144,929",15.45,"5,064,736",5.16,586,10.15,"904,473",-0.23,"907,153",-7.16,"1,013,260",9.22,"3,535,220",5.61,"-231,098",--
2013M07,"42,867,695",5.63,"16,156,008",5.24,"22,008,595",3.46,"1,606,049",0.70,"700,615",-6.24,"19,701,931",4.08,"2,680,307",14.81,"418,184",48.59,"1,264,989",26.39,"136,886",6.93,19,-92.05,-,-,"202,707",-5.23,"2,093,709",-7.37,"1,488,126",9.23,"33,115,216",6.11,"354,061",0.83,"3,337,198",8.44,"7,986,792",8.74,"4,778,967",-1.33,"8,348,164",3.47,"3,187,586",20.64,"5,121,822",4.95,626,28.02,"922,842",-1.96,"865,602",-10.27,"1,006,960",8.89,"3,578,526",5.52,"-203,286",--
2013M08,"43,039,427",5.35,"16,254,643",4.74,"22,012,858",3.41,"1,589,985",3.95,"691,483",-5.42,"19,731,390",3.70,"2,692,403",13.33,"412,411",34.97,"1,318,393",28.92,"131,429",4.51,19,-92.05,-,-,"217,271",-0.41,"2,178,132",-1.77,"1,493,246",9.18,"33,219,342",5.57,"389,950",18.26,"3,318,331",8.31,"8,066,455",7.54,"4,749,219",-1.50,"8,369,020",3.14,"3,205,399",16.81,"5,120,350",4.71,618,10.95,"886,510",-1.10,"855,868",-11.04,"1,009,210",7.37,"3,608,292",5.30,"-211,173",--
2013M09,"43,303,097",6.45,"16,403,519",7.48,"22,155,796",3.83,"1,542,603",0.02,"701,908",-0.06,"19,911,285",4.29,"2,705,273",13.26,"410,160",27.02,"1,271,247",23.37,"135,121",8.95,19,-92.05,-,-,"221,962",3.75,"2,359,731",8.68,"1,504,469",9.25,"33,260,641",5.79,"349,494",-8.12,"3,311,696",10.68,"8,064,976",7.17,"4,718,883",-1.44,"8,383,776",3.05,"3,303,568",21.44,"5,127,638",4.68,610,14.45,"932,122",0.30,"849,696",-11.20,"1,004,160",4.75,"3,659,034",4.52,"-266,756",--
2013M10,"43,386,180",6.27,"16,420,169",7.55,"22,184,828",3.55,"1,486,952",-4.73,"694,962",1.25,"20,002,914",4.31,"2,706,284",12.46,"414,892",20.28,"1,310,894",25.14,"135,575",10.27,19,0.00,-,-,"213,519",0.69,"2,223,920",-1.94,"1,496,866",9.00,"33,459,442",6.43,"341,705",3.11,"3,352,691",9.50,"8,087,619",8.45,"4,762,615",-0.33,"8,385,110",2.71,"3,398,584",23.66,"5,130,437",4.76,681,4.77,"874,812",-3.29,"841,154",-10.98,"1,003,480",3.68,"3,713,814",5.57,"-227,308",--
2013M11,"43,903,762",7.27,"16,770,177",9.95,"22,281,483",4.11,"1,456,052",-1.88,"697,007",2.47,"20,128,424",4.63,"2,723,920",10.51,"422,938",22.89,"1,342,834",18.90,"145,377",20.86,19,0.00,-,-,"217,014",-0.27,"2,421,029",9.38,"1,516,011",8.97,"33,522,647",6.09,"400,793",21.92,"3,361,016",9.41,"8,051,789",7.44,"4,760,741",-0.89,"8,381,813",2.51,"3,428,046",21.84,"5,137,736",4.66,713,19.63,"999,995",7.00,"888,079",-5.87,"1,001,109",2.26,"3,747,572",5.51,"-192,680",--
2013M12,"44,399,447",7.00,"17,220,781",10.95,"22,404,430",3.48,"1,460,375",-9.41,"704,415",1.51,"20,239,640",4.63,"2,718,228",8.56,"401,312",8.42,"1,286,321",17.17,"142,032",19.23,2,-89.47,-,-,"226,341",-3.40,"2,454,740",5.55,"1,555,992",8.24,"33,810,339",5.84,"380,553",-7.29,"3,548,807",13.45,"8,211,741",6.97,"4,710,445",-0.49,"8,343,732",1.80,"3,475,115",20.86,"5,139,278",4.37,668,13.99,"873,225",-6.03,"972,089",-0.77,"1,020,927",0.74,"3,644,467",7.18,"67,668",--
2014M01,"45,428,085",8.60,"17,776,012",15.06,"22,606,982",4.17,"1,623,414",-6.30,"705,329",4.09,"20,278,239",5.11,"2,746,080",6.72,"401,866",5.10,"1,377,035",14.69,"182,683",42.11,1,-99.90,-,-,"337,426",-14.13,"2,741,081",43.23,"1,980,986",18.62,"33,956,387",5.40,"415,829",14.74,"3,307,136",2.67,"8,427,714",9.58,"4,713,970",-0.73,"8,381,247",1.83,"3,445,481",17.32,"5,264,317",4.78,693,18.06,"899,656",-3.55,"922,763",3.05,"1,011,798",0.86,"3,724,822",8.53,"190,592",--
2014M02,"45,590,985",8.97,"17,964,666",15.62,"22,629,399",4.16,"1,633,064",-6.69,"710,519",3.99,"20,285,816",5.15,"2,773,044",6.86,"401,493",1.43,"1,399,663",16.00,"172,910",29.10,1,-94.74,-,-,"249,809",2.74,"2,759,655",39.62,"1,683,583",5.02,"34,241,511",5.93,"394,629",2.60,"3,405,699",10.70,"8,449,741",8.19,"4,746,644",-0.23,"8,420,650",1.88,"3,535,631",18.80,"5,287,957",4.61,560,-2.61,"872,143",3.01,"921,226",5.32,"1,007,637",-1.04,"3,745,713",7.80,"359,517",--
2014M03,"45,871,383",9.18,"18,247,512",16.78,"22,730,707",4.38,"1,713,102",-3.08,"677,829",1.09,"20,339,776",5.18,"2,769,046",5.15,"416,764",-1.46,"1,318,748",8.41,"159,659",22.05,1,-94.74,-,-,"228,946",9.21,"2,792,419",36.69,"1,629,382",7.87,"34,449,257",6.01,"353,964",-4.72,"3,537,795",12.62,"8,418,197",7.37,"4,735,953",-0.80,"8,432,687",1.69,"3,679,921",22.00,"5,290,212",4.54,528,-10.96,"886,813",4.37,"955,716",9.30,"1,019,986",-1.02,"3,777,402",8.06,"360,408",--
2014M04,"46,058,894",9.50,"18,272,845",17.05,"22,880,150",5.00,"1,755,415",1.91,"684,002",1.30,"20,440,733",5.40,"2,763,192",3.86,"418,543",-1.08,"1,356,571",9.58,"138,640",8.17,2,-89.47,-,-,"228,951",7.87,"2,826,966",41.69,"1,622,893",8.20,"34,556,694",6.18,"358,053",4.23,"3,553,111",10.75,"8,437,104",8.60,"4,798,524",0.36,"8,443,154",1.56,"3,668,473",19.75,"5,297,767",4.55,508,-16.86,"886,520",5.85,"960,190",4.70,"1,027,468",1.03,"3,797,616",7.19,"380,547",--
2014M05,"46,096,673",8.73,"18,231,335",14.45,"22,873,936",5.27,"1,634,043",4.68,"674,550",-0.19,"20,565,343",5.51,"2,819,689",4.83,"418,756",-2.08,"1,370,497",7.75,"151,857",9.65,2,-89.47,-,-,"230,601",10.88,"2,809,677",38.34,"1,627,933",9.08,"34,534,573",5.82,"394,762",16.96,"3,436,676",7.68,"8,420,765",6.79,"4,764,195",-0.14,"8,456,396",1.68,"3,759,094",22.45,"5,302,332",4.72,353,-40.57,"979,819",12.47,"909,664",5.30,"1,054,929",3.61,"3,828,603",8.07,"351,475",--
2014M06,"46,151,203",8.44,"18,340,100",13.97,"22,873,778",4.74,"1,470,427",-5.18,"660,434",-5.22,"20,742,917",5.88,"2,845,633",7.41,"416,655",0.16,"1,296,604",6.32,"156,895",15.01,2,-89.47,-,-,"221,536",7.41,"2,776,353",36.11,"1,619,745",8.54,"34,637,679",5.29,"363,973",-5.76,"3,564,477",7.66,"8,389,710",6.91,"4,750,932",-1.27,"8,466,859",1.65,"3,797,749",20.76,"5,303,678",4.72,301,-48.63,"983,032",8.69,"934,382",3.00,"1,097,929",8.36,"3,863,223",9.28,"238,860",--
2014M07,"46,489,066",8.45,"18,386,857",13.81,"23,010,314",4.55,"1,488,188",-7.34,"648,636",-7.42,"20,873,490",5.95,"2,847,741",6.25,"432,664",3.46,"1,448,094",14.47,"141,662",3.49,2,-89.47,-,-,"221,732",9.39,"2,817,086",34.55,"1,616,732",8.64,"34,937,190",5.50,"363,589",2.69,"3,633,401",8.88,"8,519,686",6.67,"4,750,640",-0.59,"8,492,785",1.73,"3,808,594",19.48,"5,368,199",4.81,296,-52.72,"1,040,118",12.71,"910,628",5.20,"1,097,880",9.03,"3,905,581",9.14,"163,851",--
