期間,提存戶數(家)_原始值,提存戶數(家)_年增率(%),提存戶數-家數提存率(%)_原始值,提存戶數-家數提存率(%)_年增率(%),有餘額戶數(家)_原始值,有餘額戶數(家)_年增率(%),提存廠商開戶時員工人數(人)_原始值,提存廠商開戶時員工人數(人)_年增率(%),提存金額(千元)_原始值,提存金額(千元)_年增率(%),撥發金額(千元)_原始值,撥發金額(千元)_年增率(%),累計提存金額(含孳息、收益) (千元)_原始值,累計提存金額(含孳息、收益) (千元)_年增率(%),累計撥發金額(千元)_原始值,累計撥發金額(千元)_年增率(%),基金餘額(千元)_原始值,基金餘額(千元)_年增率(%)
1996M10,"25,085",4.10,15.08,-,"22,683",4.22,"1,658,819",2.20,"2,153,262",-10.97,"1,129,624",-11.40,"221,498,367",17.15,"112,698,318",19.07,...,...
1996M11,"25,118",3.90,15.14,-,"22,744",4.34,"1,660,180",2.06,"2,124,568",3.80,"1,159,055",-13.02,"223,622,935",17.01,"113,857,373",18.59,...,...
1996M12,"25,176",3.96,15.19,-,"22,798",4.31,"1,661,032",2.05,"2,318,647",7.06,"1,458,591",39.61,"225,941,581",16.91,"115,315,964",18.78,...,...
1997M01,"25,222",3.95,15.26,-,"22,829",4.26,"1,662,648",2.13,"2,561,800",15.22,"2,005,391",50.30,"228,503,381",16.89,"117,321,356",18.98,...,...
1997M02,"25,351",4.22,15.39,-,"22,896",4.15,"1,669,624",2.46,"2,155,038",9.77,"1,143,538",7.34,"230,658,419",16.81,"118,464,894",18.84,...,...
1997M03,"25,520",4.53,15.51,-,"22,975",4.21,"1,678,042",2.66,"2,641,335",9.17,"1,954,311",-24.97,"233,299,754",16.72,"120,419,205",17.71,...,...
1997M04,"25,706",4.87,15.66,-,"23,144",4.65,"1,688,474",3.14,"2,458,330",4.40,"2,332,147",10.95,"235,758,084",16.58,"122,751,352",17.54,...,...
1997M05,"25,859",4.99,15.39,-,"23,353",5.12,"1,694,601",3.25,"2,467,141",11.45,"1,812,628",26.24,"238,225,225",16.53,"124,563,980",17.60,...,...
1997M06,"25,962",4.96,15.46,-,"23,505",5.39,"1,698,390",3.29,"2,126,703",2.30,"1,499,855",24.78,"240,351,928",16.38,"126,063,834",17.61,...,...
1997M07,"26,253",5.68,15.64,-,"23,664",5.53,"1,715,068",4.03,"2,631,104",21.48,"1,826,128",30.86,"249,852,640",16.06,"127,889,963",17.73,...,...
1997M08,"26,495",6.14,15.76,-,"23,832",5.79,"1,725,378",4.55,"2,171,134",-3.61,"1,602,684",14.14,"252,023,774",15.90,"129,492,647",17.66,...,...
1997M09,"26,920",7.65,16.02,-,"24,066",6.41,"1,749,790",6.02,"2,699,796",41.95,"1,528,988",5.55,"254,723,570",16.13,"131,021,635",17.44,...,...
1997M10,"27,502",9.64,16.36,-,"24,294",7.10,"1,767,827",6.57,"2,768,178",28.56,"1,634,612",44.70,"257,491,748",16.25,"132,656,247",17.71,...,...
1997M11,"28,041",11.64,16.67,-,"24,694",8.57,"1,784,398",7.48,"2,471,224",16.32,"1,653,847",42.69,"259,962,972",16.25,"134,310,094",17.96,...,...
1997M12,"28,750",14.20,17.13,-,"25,140",10.27,"1,811,255",9.04,"2,799,718",20.75,"1,225,699",-15.97,"262,762,690",16.30,"135,535,793",17.53,...,...
1998M01,"29,379",16.48,17.49,-,"25,436",11.42,"1,839,853",10.66,"2,928,148",14.30,"1,446,544",-27.87,"265,690,838",16.27,"136,982,337",16.76,...,...
1998M02,"29,931",18.07,17.82,-,"25,995",13.54,"1,865,407",11.73,"2,753,130",27.75,"2,858,109",149.94,"268,443,968",16.38,"139,840,446",18.04,...,...
1998M03,"30,842",20.85,14.66,-,"26,881",17.00,"1,906,707",13.63,"5,817,262",120.24,"2,546,038",30.28,"274,261,230",17.56,"142,386,484",18.24,...,...
1998M04,"31,974",24.38,13.43,-,"27,586",19.19,"1,952,263",15.62,"3,058,477",24.41,"2,686,821",15.21,"277,319,708",17.63,"145,073,305",18.18,...,...
1998M05,"32,621",26.15,13.65,-,"28,377",21.51,"1,994,379",17.69,"2,949,801",19.56,"1,805,425",-0.40,"280,269,508",17.65,"146,878,730",17.91,...,...
1998M06,"33,227",27.98,13.88,-,"29,157",24.05,"2,041,899",20.23,"3,232,644",52.00,"1,784,532",18.98,"283,502,152",17.95,"148,663,263",17.93,...,...
1998M07,"33,898",29.12,13.48,-,"29,863",26.20,"2,092,444",22.00,"3,924,944",49.17,"2,357,308",29.09,"295,410,515",18.23,"151,020,571",18.09,...,...
1998M08,"34,478",30.13,13.65,-,"30,622",28.49,"2,132,801",23.61,"3,411,025",57.11,"1,797,936",12.18,"298,821,540",18.57,"152,818,507",18.01,...,...
1998M09,"35,097",30.38,13.83,-,"31,254",29.87,"2,169,700",24.00,"4,003,760",48.30,"1,525,307",-0.24,"302,825,299",18.88,"154,343,814",17.80,...,...
1998M10,"35,624",29.53,14.00,-,"31,827",31.01,"2,208,265",24.91,"3,798,057",37.20,"2,036,191",24.57,"306,623,356",19.08,"156,380,005",17.88,...,...
1998M11,"36,162",28.96,14.19,-,"32,329",30.92,"2,246,032",25.87,"3,214,266",30.07,"1,997,393",20.77,"309,837,622",19.19,"158,377,398",17.92,...,...
1998M12,"36,655",27.50,14.37,-,"32,911",30.91,"2,277,958",25.77,"4,144,960",48.05,"1,857,934",51.58,"313,982,582",19.49,"160,235,332",18.22,...,...
1999M01,...,...,...,-,...,...,...,...,"9,128,900",211.76,"2,660,676",83.93,"323,111,482",21.61,"162,896,008",18.92,...,...
