期間,應提繳單位(家)_原始值,應提繳單位(家)_年增率(%),已繳納單位(家)_原始值,已繳納單位(家)_年增率(%),已繳率(%)_原始值,已繳率(%)_年增率(%),累計已繳納金額(千元)_原始值,累計已繳納金額(千元)_年增率(%),累計提繳本息(千元)_原始值,累計提繳本息(千元)_年增率(%),當期已墊付-事業單位(家)_原始值,當期已墊付-事業單位(家)_年增率(%),當期已墊付-人數(人)_原始值,當期已墊付-人數(人)_年增率(%),當期已墊付-金額(千元)_原始值,當期已墊付-金額(千元)_年增率(%),累計已墊付金額(千元)_原始值,累計已墊付金額(千元)_年增率(%),基金餘額(千元)_原始值,基金餘額(千元)_年增率(%)
2010M02,"439,217",2.46,"417,220",3.11,94.99,-,"8,087,010",6.46,"10,604,680",3.54,19,5.56,375,37.36,"27,734",83.84,"3,507,437",8.81,"7,097,243",1.12
2010M03,"440,224",2.81,"417,618",3.85,94.86,-,"8,130,639",6.47,"10,687,156",4.69,12,-36.84,244,-46.37,"15,504",-53.28,"3,522,941",8.18,"7,164,215",3.05
2010M04,"441,480",3.02,"418,776",3.74,94.86,-,"8,172,965",6.47,"10,740,340",5.46,12,-7.69,138,14.05,"10,086",-19.47,"3,533,027",8.07,"7,207,314",4.23
2010M05,"442,420",2.41,"420,174",2.79,94.97,-,"8,215,673",6.47,"10,751,028",4.95,10,-28.57,93,-84.26,"4,524",-86.85,"3,537,551",7.08,"7,213,477",3.93
2010M06,"443,104",2.61,"421,085",3.34,95.03,-,"8,258,545",6.45,"10,789,926",4.82,10,-65.52,159,-70.77,"10,038",-65.18,"3,547,589",6.46,"7,242,337",4.04
2010M07,"444,592",2.72,"422,717",3.35,95.08,-,"8,301,681",6.45,"10,901,097",6.39,5,-64.29,57,-79.64,"5,984",-75.28,"3,553,572",5.87,"7,347,525",6.64
2010M08,"445,382",2.76,"423,228",3.55,95.03,-,"8,344,922",6.45,"10,944,638",6.43,9,-47.06,71,-67.58,"7,503",-46.03,"3,561,075",5.65,"7,383,563",6.82
2010M09,"446,550",2.84,"425,044",3.54,95.18,-,"8,388,442",6.45,"11,021,915",6.22,7,-69.57,14,-95.83,"1,539",-93.04,"3,562,614",5.01,"7,459,301",6.81
2010M10,"448,218",2.97,"427,359",3.65,95.35,-,"8,432,322",6.46,"11,071,808",6.17,9,-35.71,146,-46.52,"8,247",-62.12,"3,570,861",4.58,"7,500,947",6.94
2010M11,"449,264",2.95,"428,254",3.34,95.32,-,"8,476,444",6.46,"11,115,622",5.77,8,-42.86,34,-96.79,"2,563",-93.67,"3,573,423",3.43,"7,542,198",6.92
2010M12,"449,385",2.96,"423,152",4.29,94.16,-,"8,520,463",6.46,"11,177,136",5.60,9,-47.06,170,-17.07,"9,001",-20.36,"3,582,424",3.35,"7,594,712",6.69
2011M01,"450,737",2.67,"430,417",3.34,95.49,-,"8,565,080",6.46,"11,236,253",6.05,9,-30.77,165,-8.84,"8,554",-36.69,"3,590,978",3.20,"7,645,275",7.45
2011M02,"451,477",2.79,"430,323",3.14,95.31,-,"8,609,345",6.46,"11,258,167",6.16,6,-68.42,70,-81.33,"3,562",-87.16,"3,594,541",2.48,"7,663,626",7.98
2011M03,"452,250",2.73,"431,486",3.32,95.41,-,"8,653,906",6.44,"11,300,180",5.74,8,-33.33,152,-37.70,"12,215",-21.21,"3,606,756",2.38,"7,693,424",7.39
2011M04,"453,568",2.74,"432,782",3.34,95.40,-,"8,698,678",6.43,"11,374,534",5.90,5,-58.33,53,-61.59,"2,863",-71.61,"3,609,619",2.17,"7,764,915",7.74
2011M05,"454,570",2.75,"433,622",3.20,95.39,-,"8,743,679",6.43,"11,459,135",6.59,7,-30.00,63,-32.26,"2,864",-36.69,"3,612,483",2.12,"7,846,652",8.78
2011M06,"455,729",2.85,"434,837",3.27,95.42,-,"8,790,446",6.44,"11,506,060",6.64,13,30.00,77,-51.57,"4,647",-53.71,"3,617,130",1.96,"7,888,930",8.93
2011M07,"457,319",2.86,"436,441",3.25,95.43,-,"8,835,920",6.44,"11,594,820",6.36,4,-20.00,51,-10.53,"4,619",-22.81,"3,621,749",1.92,"7,973,071",8.51
2011M08,"458,164",2.87,"436,070",3.03,95.18,-,"8,881,722",6.43,"11,633,826",6.30,7,-22.22,104,46.48,"4,803",-35.99,"3,626,552",1.84,"8,007,274",8.45
2011M09,"459,249",2.84,"438,433",3.15,95.47,-,"8,927,756",6.43,"11,672,449",5.90,13,85.71,115,721.43,"8,184",431.77,"3,634,735",2.02,"8,037,713",7.75
2011M10,"460,451",2.73,"439,733",2.90,95.50,-,"8,974,155",6.43,"11,738,993",6.03,7,-22.22,24,-83.56,"1,422",-82.76,"3,636,158",1.83,"8,102,836",8.02
2011M11,"461,471",2.72,"436,920",2.02,94.68,-,"9,020,518",6.42,"11,788,836",6.06,8,0.00,75,120.59,"7,338",186.31,"3,643,496",1.96,"8,145,340",8.00
2011M12,"461,860",2.78,"438,106",3.53,94.86,-,"9,067,094",6.42,"11,870,878",6.21,5,-44.44,71,-58.24,"5,163",-42.64,"3,648,658",1.85,"8,222,220",8.26
2012M01,"462,153",2.53,"441,197",2.50,95.47,-,"9,114,073",6.41,"11,959,178",6.43,23,155.56,992,501.21,"138,342","1,517.28","3,787,091",5.46,"8,172,088",6.89
2012M02,"462,796",2.51,"440,577",2.38,95.20,-,"9,160,783",6.41,"12,092,259",7.41,5,-16.67,50,-28.57,"3,822",7.30,"3,790,913",5.46,"8,301,347",8.32
2012M03,"463,807",2.56,"443,437",2.77,95.61,-,"9,207,840",6.40,"12,212,615",8.07,4,-50.00,71,-53.29,"3,438",-71.85,"3,794,351",5.20,"8,418,264",9.42
2012M04,"464,720",2.46,"442,637",2.28,95.25,-,"9,254,850",6.39,"12,230,036",7.52,7,40.00,50,-5.66,"2,196",-23.30,"3,796,547",5.18,"8,433,489",8.61
2012M05,"465,475",2.40,"444,239",2.45,95.44,-,"9,303,486",6.40,"12,291,263",7.26,3,-57.14,13,-79.37,763,-73.36,"3,797,309",5.12,"8,493,954",8.25
2012M06,"466,295",2.32,"445,446",2.44,95.53,-,"9,350,915",6.38,"12,328,333",7.15,7,-46.15,28,-63.64,"1,662",-64.23,"3,798,971",5.03,"8,529,362",8.12
2012M07,"467,043",2.13,"444,534",1.85,95.18,-,"9,398,472",6.37,"12,394,904",6.90,11,175.00,90,76.47,"7,305",58.15,"3,806,276",5.09,"8,588,628",7.72
2012M08,"467,957",2.14,"446,318",2.35,95.38,-,"9,446,389",6.36,"12,460,133",7.10,8,14.29,38,-63.46,"1,672",-65.19,"3,807,949",5.00,"8,652,185",8.05
2012M09,"468,734",2.07,"447,565",2.08,95.48,-,"9,494,482",6.35,"12,551,458",7.53,11,-15.38,123,6.96,"11,094",35.56,"3,819,042",5.07,"8,732,416",8.64
2012M10,"468,193",1.68,"445,840",1.39,95.23,-,"9,542,700",6.34,"12,544,472",6.86,13,85.71,113,370.83,"10,130",612.38,"3,829,172",5.31,"8,715,300",7.56
2012M11,"467,756",1.36,"447,511",2.42,95.67,-,"9,591,027",6.32,"12,676,632",7.53,9,12.50,180,140.00,"6,916",-5.75,"3,836,088",5.29,"8,840,543",8.53
2012M12,"466,875",1.09,"440,611",0.57,94.37,-,"9,638,970",6.31,"12,747,956",7.39,7,40.00,76,7.04,"3,823",-25.95,"3,839,912",5.24,"8,908,044",8.34
2013M01,"467,237",1.10,"445,294",0.93,95.30,-,"9,687,418",6.29,"12,846,538",7.42,6,-73.91,143,-85.58,"7,480",-94.59,"3,847,392",1.59,"8,999,147",10.12
2013M02,"467,602",1.04,"445,405",1.10,95.25,-,"9,735,722",6.28,"12,940,188",7.01,7,40.00,107,114.00,"10,934",186.08,"3,858,326",1.78,"9,081,862",9.40
2013M03,"468,392",0.99,"446,971",0.80,95.43,-,"9,784,102",6.26,"12,991,350",6.38,14,250.00,197,177.46,"11,735",241.33,"3,870,062",2.00,"9,121,289",8.35
2013M04,"469,377",1.00,"445,669",0.68,94.95,-,"9,832,573",6.24,"13,072,893",6.89,11,57.14,75,50.00,"3,399",54.78,"3,873,460",2.03,"9,199,432",9.08
2013M05,"470,012",0.97,"447,909",0.83,95.30,-,"9,881,287",6.21,"13,132,317",6.84,9,200.00,38,192.31,"1,683",120.58,"3,875,143",2.05,"9,257,174",8.99
2013M06,"470,755",0.96,"449,241",0.85,95.43,-,"9,931,041",6.20,"13,218,042",7.22,4,-42.86,56,100.00,"2,797",68.29,"3,877,940",2.08,"9,340,102",9.51
2013M07,"471,763",1.01,"448,049",0.79,94.97,-,"9,980,061",6.19,"13,242,043",6.83,7,-36.36,601,567.78,"38,974",433.52,"3,916,914",2.91,"9,325,129",8.58
2013M08,"473,153",1.11,"451,801",1.23,95.49,-,"10,029,468",6.17,"13,292,020",6.68,8,0.00,82,115.79,"4,361",160.83,"3,921,275",2.98,"9,370,745",8.30
2013M09,"473,463",1.01,"452,060",1.00,95.48,-,"10,078,880",6.16,"13,390,927",6.69,6,-45.45,60,-51.22,"3,120",-71.88,"3,924,395",2.76,"9,466,532",8.41
2013M10,"474,355",1.32,"452,273",1.44,95.34,-,"10,128,516",6.14,"13,450,763",7.22,3,-76.92,390,245.13,"53,039",423.58,"3,977,454",3.87,"9,473,309",8.70
2013M11,"475,604",1.68,"454,461",1.55,95.55,-,"10,178,311",6.12,"13,507,453",6.55,9,0.00,52,-71.11,"6,059",-12.39,"3,983,513",3.84,"9,523,940",7.73
2013M12,"474,917",1.72,"450,366",2.21,94.83,-,"10,228,177",6.11,"13,595,162",6.65,11,57.14,135,77.63,"5,955",55.77,"3,989,468",3.89,"9,605,694",7.83
2014M01,"475,711",1.81,"453,710",1.89,95.38,-,"10,278,358",6.10,"13,492,487",5.03,12,100.00,147,2.80,"9,458",26.44,"3,998,926",3.94,"9,493,561",5.49
2014M02,"476,445",1.89,"454,568",2.06,95.41,-,"10,328,273",6.09,"13,664,310",5.60,3,-57.14,16,-85.05,981,-91.03,"3,999,907",3.67,"9,664,402",6.41
2014M03,"477,176",1.88,"456,042",2.03,95.57,-,"10,378,472",6.07,"13,746,058",5.81,12,-14.29,100,-49.24,"6,143",-47.65,"4,006,050",3.51,"9,740,008",6.78
2014M04,"478,339",1.91,"455,176",2.13,95.16,-,"10,428,644",6.06,"13,797,732",5.54,11,0.00,170,126.67,"11,332",233.39,"4,017,382",3.72,"9,780,350",6.31
2014M05,"479,167",1.95,"457,698",2.19,95.52,-,"10,479,100",6.05,"13,914,727",5.96,8,-11.11,78,105.26,"4,427",163.04,"4,021,809",3.78,"9,892,918",6.87
2014M06,"479,967",1.96,...,...,...,-,...,...,"13,993,294",5.87,7,75.00,74,32.14,"2,799",0.07,"4,024,608",3.78,"9,968,686",6.73
