期間,總計-人數- 計(人)_原始值,總計-人數- 計(人)_年增率(%),總計-人數- 男(人)_原始值,總計-人數- 男(人)_年增率(%),總計-人數- 女(人)_原始值,總計-人數- 女(人)_年增率(%),總計-金額(元)_原始值,總計-金額(元)_年增率(%),低收入戶-1款(省)、0類(北)、 1類(高)-人數(人)_原始值,低收入戶-1款(省)、0類(北)、 1類(高)-人數(人)_年增率(%),低收入戶-1款(省)、0類(北)、 1類(高)-金額(元)_原始值,低收入戶-1款(省)、0類(北)、 1類(高)-金額(元)_年增率(%),低收入戶-2款(省) 、1、2類(北)、2類(高)-人數(人)_原始值,低收入戶-2款(省) 、1、2類(北)、2類(高)-人數(人)_年增率(%),低收入戶-2款(省) 、1、2類(北)、2類(高)-金額(元)_原始值,低收入戶-2款(省) 、1、2類(北)、2類(高)-金額(元)_年增率(%),低收入戶-3款(省) 、3、4類(北)、3類(高)-人數(人)_原始值,低收入戶-3款(省) 、3、4類(北)、3類(高)-人數(人)_年增率(%),低收入戶-3款(省) 、3、4類(北)、3類(高)-金額(元)_原始值,低收入戶-3款(省) 、3、4類(北)、3類(高)-金額(元)_年增率(%),非低收入戶(未超過最低生活費標準2.5倍者)-未超過最低生活費標準1.5倍者-人數(人)_原始值,非低收入戶(未超過最低生活費標準2.5倍者)-未超過最低生活費標準1.5倍者-人數(人)_年增率(%),非低收入戶(未超過最低生活費標準2.5倍者)-未超過最低生活費標準1.5倍者-金額(元)_原始值,非低收入戶(未超過最低生活費標準2.5倍者)-未超過最低生活費標準1.5倍者-金額(元)_年增率(%),非低收入戶(未超過最低生活費標準2.5倍者)-最低生活費標準1.5倍以上者-人數(人)_原始值,非低收入戶(未超過最低生活費標準2.5倍者)-最低生活費標準1.5倍以上者-人數(人)_年增率(%),非低收入戶(未超過最低生活費標準2.5倍者)-最低生活費標準1.5倍以上者-金額(元)_原始值,非低收入戶(未超過最低生活費標準2.5倍者)-最低生活費標準1.5倍以上者-金額(元)_年增率(%)
2011M11,"119,816",0.13,"55,046",-0.72,"64,770",0.87,"641,687,071",0.77,"1,832",-3.12,"10,686,845",-4.01,"5,106",5.32,"30,682,704",5.62,"6,950",4.97,"41,446,300",5.36,"82,403",0.97,"490,272,894",1.04,"23,525",-4.71,"68,598,328",-4.78
2011M12,"120,266",0.34,"55,279",-0.37,"64,987",0.95,"644,116,350",0.84,"1,821",-3.65,"10,656,228",-4.47,"5,177",7.12,"31,130,653",7.36,"6,897",3.03,"41,181,701",3.09,"82,639",1.12,"491,881,432",1.12,"23,732",-3.99,"69,266,336",-4.05
2012M01,"113,273",-1.25,"52,078",-2.25,"61,195",-0.38,"729,067,771",19.37,"1,854",-0.11,"13,097,693",19.96,"5,339",11.69,"38,397,852",34.02,"5,905",-4.36,"42,399,876",15.18,"78,834",0.94,"560,993,150",20.67,"21,341",-10.34,"74,179,200",6.77
2012M02,"117,639",-0.59,"54,069",-0.82,"63,570",-0.39,"762,461,790",19.86,"1,863",-1.53,"13,203,298",18.79,"5,485",10.99,"39,499,873",33.35,"6,364",-1.99,"45,936,633",17.84,"81,901",1.58,"586,014,070",21.09,"22,026",-9.68,"77,807,916",7.43
2012M03,"118,686",0.02,"54,485",-0.19,"64,201",0.20,"769,587,878",21.16,"1,863",-2.20,"13,214,120",18.30,"5,528",12.04,"39,984,060",35.09,"6,521",-1.61,"47,099,052",18.75,"82,991",2.26,"593,109,304",22.47,"21,783",-9.40,"76,181,342",8.15
2012M04,"118,884",0.06,"54,572",-0.01,"64,312",0.11,"769,995,644",21.23,"1,869",-0.43,"13,231,843",20.49,"5,538",12.54,"39,914,328",34.97,"6,650",0.32,"47,862,380",20.78,"82,985",1.99,"592,668,005",22.25,"21,842",-9.08,"76,319,088",8.73
2012M05,"119,464",0.71,"55,070",1.08,"64,394",0.39,"774,261,856",22.25,"1,851",-1.54,"13,148,393",19.29,"5,574",13.55,"40,127,630",36.72,"6,751",1.86,"48,567,909",23.21,"83,360",2.45,"595,989,632",23.13,"21,928",-8.04,"76,428,292",9.92
2012M06,"119,798",1.02,"55,913",2.72,"63,885",-0.43,"774,081,706",22.20,"1,831",-1.66,"12,910,003",18.84,"5,626",14.05,"40,400,979",36.30,"6,732",0.55,"48,312,176",21.34,"83,624",2.90,"596,006,622",23.24,"21,985",-7.75,"76,451,926",9.99
2012M07,"119,781",0.87,"55,880",2.37,"63,901",-0.41,"773,010,212",21.48,"1,834",-0.86,"12,955,193",19.80,"5,600",13.11,"40,085,339",34.96,"6,768",1.24,"48,671,572",22.35,"83,521",2.19,"594,821,642",22.06,"22,058",-6.28,"76,476,466",11.24
2012M08,"119,926",0.85,"55,850",2.14,"64,076",-0.24,"774,581,561",21.67,"1,829",-0.97,"12,929,039",19.82,"5,601",12.29,"40,064,174",33.72,"6,789",0.73,"48,794,992",21.72,"84,795",3.56,"598,017,692",22.71,"20,912",-10.85,"74,775,664",9.23
2012M09,"120,025",0.71,"55,938",2.06,"64,087",-0.45,"775,100,669",21.69,"1,810",-1.68,"12,750,664",19.09,"5,608",11.20,"40,220,518",33.58,"6,876",0.66,"49,447,489",21.27,"84,521",3.09,"596,880,948",22.56,"21,210",-9.68,"75,801,050",10.93
2012M10,"120,425",0.91,"56,053",2.26,"64,372",-0.23,"777,686,696",21.81,"1,819",-0.44,"12,893,719",20.86,"5,605",10.18,"40,236,479",32.00,"6,977",1.44,"50,044,980",22.60,"84,752",3.29,"598,487,018",22.63,"21,272",-9.45,"76,024,500",11.13
2012M11,"120,450",0.53,"56,138",1.98,"64,312",-0.71,"777,491,455",21.16,"1,822",-0.55,"12,899,919",20.71,"5,617",10.01,"40,415,279",31.72,"7,017",0.96,"50,413,693",21.64,"84,655",2.73,"597,830,086",21.94,"21,339",-9.29,"75,932,478",10.69
2012M12,"120,968",0.58,"56,426",2.07,"64,542",-0.68,"782,348,329",21.46,"1,787",-1.87,"12,602,934",18.27,"5,634",8.83,"40,557,639",30.28,"7,044",2.13,"50,570,168",22.80,"85,115",3.00,"602,036,176",22.39,"21,388",-9.88,"76,581,412",10.56
2013M01,"115,266",1.76,"53,820",3.34,"61,446",0.41,"740,102,908",1.51,"1,802",-2.80,"12,760,964",-2.57,"5,617",5.21,"40,479,480",5.42,"6,433",8.94,"46,122,140",8.78,"79,660",1.05,"562,895,800",0.34,"21,754",1.94,"77,844,524",4.94
2013M02,"118,044",0.34,"54,996",1.71,"63,048",-0.82,"763,117,701",0.09,"1,800",-3.38,"12,769,231",-3.29,"5,690",3.74,"41,033,971",3.88,"6,687",5.08,"48,667,281",5.94,"81,417",-0.59,"579,006,994",-1.20,"22,450",1.92,"81,640,224",4.93
2013M03,"118,654",-0.03,"55,217",1.34,"63,437",-1.19,"768,963,636",-0.08,"1,773",-4.83,"12,529,432",-5.18,"5,661",2.41,"41,052,741",2.67,"6,827",4.69,"49,952,509",6.06,"82,078",-1.10,"584,788,600",-1.40,"22,315",2.44,"80,640,354",5.85
2013M04,"118,936",0.04,"55,346",1.42,"63,590",-1.12,"775,964,143",0.78,"1,774",-5.08,"12,393,358",-6.34,"5,794",4.62,"41,508,378",3.99,"6,827",2.66,"50,019,449",4.51,"82,235",-0.90,"590,658,836",-0.34,"22,306",2.12,"81,384,122",6.64
2013M05,"119,268",-0.16,"55,430",0.65,"63,838",-0.86,"769,570,949",-0.61,"1,762",-4.81,"12,291,878",-6.51,"5,807",4.18,"41,623,672",3.73,"6,877",1.87,"49,706,497",2.34,"82,474",-1.06,"585,660,576",-1.73,"22,348",1.92,"80,288,326",5.05
2013M06,"119,619",-0.15,"55,589",-0.58,"64,030",0.23,"771,558,665",-0.33,"1,752",-4.31,"12,194,718",-5.54,"5,799",3.08,"41,629,424",3.04,"6,979",3.67,"50,626,703",4.79,"82,678",-1.13,"586,451,860",-1.60,"22,411",1.94,"80,655,960",5.50
2013M07,"119,969",0.16,"55,765",-0.21,"64,204",0.47,"775,448,948",0.32,"1,737",-5.29,"12,234,108",-5.57,"5,801",3.59,"41,641,083",3.88,"7,002",3.46,"49,864,903",2.45,"82,977",-0.65,"590,789,486",-0.68,"22,452",1.79,"80,919,368",5.81
2013M08,"120,133",0.17,"55,683",-0.30,"64,450",0.58,"774,974,751",0.05,"1,724",-5.74,"12,132,478",-6.16,"5,825",4.00,"41,833,402",4.42,"7,076",4.23,"50,908,007",4.33,"82,936",-2.19,"589,004,940",-1.51,"22,572",7.94,"81,095,924",8.45
2013M09,"120,141",0.10,"55,657",-0.50,"64,484",0.62,"774,595,688",-0.07,"1,715",-5.25,"12,013,938",-5.78,"5,827",3.91,"41,940,312",4.28,"7,116",3.49,"51,311,658",3.77,"82,912",-1.90,"588,133,084",-1.47,"22,571",6.42,"81,196,696",7.12
2013M10,"120,268",-0.13,"55,671",-0.68,"64,597",0.35,"774,932,193",-0.35,"1,702",-6.43,"11,961,108",-7.23,"5,805",3.57,"41,728,253",3.71,"7,161",2.64,"51,771,989",3.45,"82,960",-2.11,"588,261,193",-1.71,"22,640",6.43,"81,209,650",6.82
2013M11,"120,456",0.00,"55,780",-0.64,"64,676",0.57,"776,835,115",-0.08,"1,688",-7.35,"11,860,779",-8.06,"5,822",3.65,"42,063,422",4.08,"7,167",2.14,"51,442,638",2.04,"83,025",-1.93,"589,621,894",-1.37,"22,754",6.63,"81,846,382",7.79
2013M12,"120,869",-0.08,"55,918",-0.90,"64,951",0.63,"782,166,943",-0.02,"1,669",-6.60,"11,751,634",-6.75,"5,841",3.67,"42,070,022",3.73,"7,204",2.27,"52,233,279",3.29,"83,300",-2.13,"593,758,416",-1.37,"22,855",6.86,"82,353,592",7.54
2014M01,"115,684",0.36,"53,600",-0.41,"62,084",1.04,"751,215,010",1.50,"1,573",-12.71,"11,114,154",-12.91,"5,775",2.81,"41,667,059",2.93,"6,462",0.45,"46,621,983",1.08,"80,689",1.29,"575,284,594",2.20,"21,185",-2.62,"76,527,220",-1.69
2014M02,"118,781",0.62,"55,002",0.01,"63,779",1.16,"776,209,120",1.72,"1,605",-10.83,"11,304,874",-11.47,"5,888",3.48,"42,770,279",4.23,"6,918",3.45,"50,333,093",3.42,"83,055",2.01,"594,499,476",2.68,"21,315",-5.06,"77,301,398",-5.31
2014M03,"118,848",0.16,"55,048",-0.31,"63,800",0.57,"777,033,782",1.05,"1,620",-8.63,"11,434,484",-8.74,"5,922",4.61,"42,921,779",4.55,"6,981",2.26,"51,072,305",2.24,"83,104",1.25,"594,817,970",1.72,"21,221",-4.90,"76,787,244",-4.78
2014M04,"119,364",0.36,"55,312",-0.06,"64,052",0.73,"781,040,296",0.65,"1,619",-8.74,"11,408,254",-7.95,"5,924",2.24,"43,067,523",3.76,"7,096",3.94,"51,792,162",3.54,"83,517",1.56,"598,085,867",1.26,"21,208",-4.92,"76,686,490",-5.77
2014M05,"119,861",0.50,"55,528",0.18,"64,333",0.78,"781,775,649",1.59,"1,641",-6.87,"11,579,704",-5.79,"5,978",2.94,"43,099,540",3.55,"7,161",4.13,"52,070,202",4.76,"83,789",1.59,"598,035,409",2.11,"21,292",-4.73,"76,990,794",-4.11
2014M06,"120,410",0.66,"55,798",0.38,"64,612",0.91,"783,660,077",1.57,"1,610",-8.11,"11,246,704",-7.77,"6,014",3.71,"43,565,115",4.65,"7,240",3.74,"52,573,412",3.85,"84,108",1.73,"599,191,880",2.17,"21,438",-4.34,"77,082,966",-4.43
2014M07,"120,607",0.53,"55,837",0.13,"64,770",0.88,"784,544,599",1.17,"1,596",-8.12,"11,205,564",-8.41,"6,042",4.15,"43,531,250",4.54,"7,276",3.91,"52,783,753",5.85,"84,194",1.47,"599,544,458",1.48,"21,499",-4.24,"77,479,574",-4.25
