期間,本國銀行_原始值,本國銀行_年增率(%),本國銀行_原始值,本國銀行_年增率(%),外國銀行在台分行_原始值,外國銀行在台分行_年增率(%),外國銀行在台分行_原始值,外國銀行在台分行_年增率(%),信託投資公司_原始值,信託投資公司_年增率(%),信託投資公司_原始值,信託投資公司_年增率(%),票券金融公司_原始值,票券金融公司_年增率(%),票券金融公司_原始值,票券金融公司_年增率(%),中華郵政公司_原始值,中華郵政公司_年增率(%),中華郵政公司_原始值,中華郵政公司_年增率(%),信用合作社_原始值,信用合作社_年增率(%),信用合作社_原始值,信用合作社_年增率(%)
2011M01,"2,326,933",36.94,"1,744,006",43.31,"279,881",80.44,"1,452,133",28.55,-,-,-,-,"232,668",60.37,"7,213",-73.63,"530,125",2.94,"166,255",18.36,-,-,-,-
2011M02,"1,856,992",20.61,"1,221,743",52.97,"138,580",10.33,"1,070,710",-8.47,-,-,-,-,"164,561",54.26,"4,000",-65.83,"231,745",-29.45,"95,425",-20.66,-,-,-,-
2011M03,"2,285,630",30.75,"1,575,889",89.97,"211,144",16.83,"1,488,007",-8.31,-,-,-,-,"210,088",36.44,"10,156",-60.14,"430,335",-5.34,"63,145",5.85,-,-,-,-
2011M04,"1,833,258",2.25,"1,361,780",13.50,"209,610",17.90,"1,203,330",-14.27,-,-,-,-,"204,512",34.81,"6,910",-71.61,"368,775",-33.33,"44,135",-7.56,-,-,-,-
2011M05,"1,712,715",-27.42,"1,341,514",-35.69,"192,433",-29.89,"1,111,830",-10.20,-,-,-,-,"216,177",46.05,"7,991",-51.68,"355,515",-44.05,"15,505",-79.87,-,-,-,-
2011M06,"1,780,522",-7.90,"1,512,955",-5.91,"194,769",13.43,"957,752",-14.02,-,-,-,-,"139,823",-11.45,"11,347",-37.82,"407,995",-24.95,"41,055",-38.03,-,-,-,-
2011M07,"2,096,969",-8.07,"1,669,970",-6.60,"154,420",-17.69,"1,146,919",-20.40,-,-,-,-,"163,756",-28.15,"17,596",-27.02,"482,845",-25.94,"63,505",-33.68,-,-,-,-
2011M08,"2,060,100",-19.22,"1,633,716",-23.54,"204,926",25.37,"1,148,778",-23.96,-,-,-,-,"190,048",2.04,"8,530",-44.12,"388,455",-53.41,"52,505",-26.31,-,-,-,-
2011M09,"1,823,927",-1.63,"1,527,344",17.71,"216,200",-6.97,"887,286",-42.00,-,-,-,-,"191,543",-14.31,"7,060",-22.88,"281,925",-51.88,"91,905",54.64,-,-,-,-
2011M10,"1,831,482",-7.29,"1,523,407",11.65,"235,991",23.21,"984,865",-33.19,-,-,-,-,"171,899",-18.97,"4,160",-52.42,"316,905",-40.22,"43,845",-29.33,-,-,-,-
2011M11,"1,919,836",-5.62,"1,590,886",-24.00,"217,964",-7.51,"918,345",-22.45,-,-,-,-,"168,243",-32.53,"6,312",-52.27,"242,805",-70.52,"33,305",-36.01,-,-,-,-
2011M12,"2,277,583",7.78,"1,562,786",-17.98,"126,083",-40.21,"1,181,851",-2.25,-,-,-,-,"195,100",9.49,"6,954",-58.07,"219,805",-68.37,"66,980",1.52,-,-,-,-
2012M01,"1,492,098",-35.88,"1,213,328",-30.43,"148,533",-46.93,"803,060",-44.70,-,-,-,-,"150,519",-35.31,"3,612",-49.92,"272,755",-48.55,"43,905",-73.59,-,-,-,-
2012M02,"2,069,279",11.43,"1,812,565",48.36,"135,023",-2.57,"970,844",-9.33,-,-,-,-,"190,428",15.72,"1,871",-53.23,"400,055",72.63,"9,505",-90.04,-,-,-,-
2012M03,"2,536,203",10.96,"2,126,228",34.92,"151,517",-28.24,"1,140,623",-23.35,-,-,-,-,"183,714",-12.55,"1,513",-85.10,"412,155",-4.22,"15,225",-75.89,-,-,-,-
2012M04,"2,329,811",27.09,"1,780,047",30.71,"184,106",-12.17,"1,312,858",9.10,-,-,-,-,"171,871",-15.96,"1,353",-80.42,"433,405",17.53,"24,935",-43.50,-,-,-,-
2012M05,"2,503,254",46.16,"1,887,015",40.66,"139,660",-27.42,"1,378,025",23.94,-,-,-,-,"213,193",-1.38,"4,367",-45.35,"429,905",20.92,"16,605",7.09,-,-,-,-
2012M06,"2,188,434",22.91,"1,532,501",1.29,"174,323",-10.50,"1,313,260",37.12,-,-,-,-,"183,601",31.31,"2,197",-80.64,"337,955",-17.17,"36,355",-11.45,-,-,-,-
2012M07,"2,515,070",19.94,"2,009,601",20.34,"214,422",38.86,"1,362,743",18.82,-,-,-,-,"233,105",42.35,753,-95.72,"461,405",-4.44,"50,905",-19.84,-,-,-,-
2012M08,"1,888,921",-8.31,"2,077,593",27.17,"283,444",38.32,"788,827",-31.33,-,-,-,-,"272,740",43.51,"3,565",-58.21,"445,805",14.76,"20,925",-60.15,-,-,-,-
2012M09,"2,062,244",13.07,"2,067,756",35.38,"245,870",13.72,"767,719",-13.48,-,-,-,-,"254,246",32.74,945,-86.61,"291,905",3.54,"17,845",-80.58,-,-,-,-
2012M10,"2,172,481",18.62,"2,272,855",49.20,"231,934",-1.72,"752,226",-23.62,-,-,-,-,"282,916",64.58,480,-88.46,"348,005",9.81,"9,775",-77.71,-,-,-,-
2012M11,"1,841,451",-4.08,"2,052,068",28.99,"191,559",-12.11,"607,139",-33.89,-,-,-,-,"265,407",57.75,170,-97.31,"366,805",51.07,"5,845",-82.45,-,-,-,-
2012M12,"1,663,195",-26.98,"2,119,271",35.61,"184,868",46.62,"418,600",-64.58,-,-,-,-,"201,458",3.26,250,-96.40,"525,205",138.94,"36,605",-45.35,-,-,-,-
2013M01,"2,209,434",48.08,"2,445,179",101.53,"209,576",41.10,"642,590",-19.98,-,-,-,-,"284,844",89.24,815,-77.44,"440,305",61.43,"55,575",26.58,-,-,-,-
2013M02,"1,565,358",-24.35,"1,482,385",-18.22,"101,710",-24.67,"399,130",-58.89,-,-,-,-,"191,342",0.48,570,-69.54,"150,405",-62.40,"126,730","1,233.30",-,-,-,-
2013M03,"2,253,641",-11.14,"2,134,788",0.40,"186,992",23.41,"605,477",-46.92,-,-,-,-,"254,907",38.75,"2,700",78.45,"257,505",-37.52,"210,080","1,279.84",-,-,-,-
2013M04,"2,153,604",-7.56,"1,973,194",10.85,"103,930",-43.55,"726,999",-44.62,-,-,-,-,"264,414",53.84,160,-88.17,"354,785",-18.14,"176,380",607.36,-,-,-,-
2013M05,"2,196,149",-12.27,"2,523,556",33.73,"199,760",43.03,"516,125",-62.55,-,-,-,-,"293,522",37.68,"3,230",-26.04,"488,105",13.54,"134,625",710.75,-,-,-,-
2013M06,"2,474,799",13.09,"2,365,651",54.37,"161,398",-7.41,"475,589",-63.79,-,-,-,-,"221,983",20.91,"7,030",219.98,"140,855",-58.32,"150,765",314.70,-,-,-,-
2013M07,"2,880,383",14.52,"2,836,104",41.13,"157,813",-26.40,"746,791",-45.20,-,-,-,-,"311,304",33.55,"3,245",330.94,"391,405",-15.17,"154,765",204.03,-,-,-,-
2013M08,"2,341,350",23.95,"2,405,021",15.76,"150,970",-46.74,"447,046",-43.33,-,-,-,-,"299,127",9.67,10,-99.72,"207,505",-53.45,"146,875",601.91,-,-,-,-
2013M09,"2,439,154",18.28,"2,532,332",22.47,"158,661",-35.47,"519,411",-32.34,-,-,-,-,"281,948",10.90,"4,430",368.78,"344,885",18.15,"168,475",844.10,-,-,-,-
2013M10,"3,287,499",51.32,"3,072,338",35.18,"195,422",-15.74,"1,339,532",78.08,-,-,-,-,"340,879",20.49,"1,360",183.33,"711,155",104.35,"121,725","1,145.27",-,-,-,-
2013M11,"3,131,603",70.06,"2,637,421",28.53,"148,777",-22.33,"1,136,060",87.12,-,-,-,-,"329,731",24.24,400,135.29,"336,705",-8.21,"172,935","2,858.68",-,-,-,-
2013M12,"3,191,918",91.91,"2,468,529",16.48,"150,205",-18.75,"1,568,270",274.65,-,-,-,-,"288,606",43.26,"2,410",864.00,"606,755",15.53,"198,275",441.66,-,-,-,-
2014M01,"3,461,295",56.66,"2,499,978",2.24,"137,386",-34.45,"1,345,134",109.33,-,-,-,-,"315,661",10.82,"10,180","1,149.08","404,355",-8.16,"463,405",733.84,-,-,-,-
2014M02,"2,768,431",76.86,"1,914,040",29.12,"133,868",31.62,"1,205,016",201.91,-,-,-,-,"296,267",54.84,"9,370","1,543.86","259,105",72.27,"329,245",159.80,-,-,-,-
2014M03,"3,334,686",47.97,"2,520,400",18.06,"115,745",-38.10,"1,466,351",142.18,-,-,-,-,"318,620",24.99,"2,280",-15.56,"447,805",73.90,"227,825",8.45,-,-,-,-
2014M04,"3,455,365",60.45,"2,566,227",30.05,"136,365",31.21,"1,695,176",133.17,-,-,-,-,"378,493",43.14,640,300.00,"504,405",42.17,"212,585",20.53,-,-,-,-
2014M05,"3,212,188",46.26,"2,288,810",-9.30,"112,560",-43.65,"1,560,690",202.39,-,-,-,-,"374,537",27.60,"7,170",121.98,"356,405",-26.98,"199,020",47.83,-,-,-,-
2014M06,"3,146,566",27.14,"2,544,623",7.57,"102,530",-36.47,"1,191,379",150.51,-,-,-,-,"338,101",52.31,"15,645",122.55,"280,305",99.00,"115,855",-23.16,-,-,-,-
2014M07,"3,428,973",19.05,"2,842,266",0.22,"162,049",2.68,"1,320,236",76.79,-,-,-,-,"348,673",12.00,"9,593",195.62,"323,005",-17.48,"90,605",-41.46,-,-,-,-
