期間,總計-人數- 計(人)_原始值,總計-人數- 計(人)_年增率(%),總計-人數- 男(人)_原始值,總計-人數- 男(人)_年增率(%),總計-人數- 女(人)_原始值,總計-人數- 女(人)_年增率(%),總計-金額(元)_原始值,總計-金額(元)_年增率(%),低收入戶-1款(省)、0類(北)、 1類(高)-人數(人)_原始值,低收入戶-1款(省)、0類(北)、 1類(高)-人數(人)_年增率(%),低收入戶-1款(省)、0類(北)、 1類(高)-金額(元)_原始值,低收入戶-1款(省)、0類(北)、 1類(高)-金額(元)_年增率(%),低收入戶-2款(省) 、1、2類(北)、2類(高)-人數(人)_原始值,低收入戶-2款(省) 、1、2類(北)、2類(高)-人數(人)_年增率(%),低收入戶-2款(省) 、1、2類(北)、2類(高)-金額(元)_原始值,低收入戶-2款(省) 、1、2類(北)、2類(高)-金額(元)_年增率(%),低收入戶-3款(省) 、3、4類(北)、3類(高)-人數(人)_原始值,低收入戶-3款(省) 、3、4類(北)、3類(高)-人數(人)_年增率(%),低收入戶-3款(省) 、3、4類(北)、3類(高)-金額(元)_原始值,低收入戶-3款(省) 、3、4類(北)、3類(高)-金額(元)_年增率(%),非低收入戶(未超過最低生活費標準2.5倍者)-未超過最低生活費標準1.5倍者-人數(人)_原始值,非低收入戶(未超過最低生活費標準2.5倍者)-未超過最低生活費標準1.5倍者-人數(人)_年增率(%),非低收入戶(未超過最低生活費標準2.5倍者)-未超過最低生活費標準1.5倍者-金額(元)_原始值,非低收入戶(未超過最低生活費標準2.5倍者)-未超過最低生活費標準1.5倍者-金額(元)_年增率(%),非低收入戶(未超過最低生活費標準2.5倍者)-最低生活費標準1.5倍以上者-人數(人)_原始值,非低收入戶(未超過最低生活費標準2.5倍者)-最低生活費標準1.5倍以上者-人數(人)_年增率(%),非低收入戶(未超過最低生活費標準2.5倍者)-最低生活費標準1.5倍以上者-金額(元)_原始值,非低收入戶(未超過最低生活費標準2.5倍者)-最低生活費標準1.5倍以上者-金額(元)_年增率(%)
2001M11,"179,777",...,...,...,...,...,"829,460,301",...,"2,923",...,"17,592,540",...,"8,368",...,"49,979,800",...,"7,487",...,"44,477,477",...,"83,763",...,"488,728,055",...,"77,236",...,"228,682,429",...
2001M12,"181,211",...,...,...,...,...,"835,587,574",...,"2,895",...,"17,388,540",...,"8,346",...,"49,788,528",...,"7,458",...,"44,520,460",...,"84,157",...,"491,826,601",...,"78,355",...,"232,063,445",...
2002M01,"173,100",1.04,...,...,...,...,"802,649,267",2.05,"2,716",-24.07,"16,362,755",-23.98,"7,796",-7.79,"46,589,580",-6.77,"7,328",21.59,"43,509,992",20.74,"82,114",-2.63,"479,701,919",1.38,"73,146",6.14,"216,485,021",5.18
2002M02,"176,090",2.36,...,...,...,...,"818,376,950",3.35,"2,740",-23.31,"16,556,540",-22.69,"7,784",-7.69,"46,520,400",-6.63,"7,203",17.54,"42,864,620",17.08,"83,852",0.05,"491,609,997",3.63,"74,511",6.30,"220,825,393",5.34
2002M03,"174,271",0.13,...,...,...,...,"807,530,053",-0.47,"2,727",-25.25,"16,400,540",-25.39,"7,838",-9.62,"46,868,500",-9.80,"7,258",16.54,"43,245,000",14.63,"81,726",-4.46,"479,428,600",-2.10,"74,722",6.82,"221,587,413",5.53
2002M04,"177,551",0.20,...,...,...,...,"823,189,511",-0.04,"2,715",-11.53,"16,415,540",-11.07,"7,899",-7.10,"47,238,180",-7.11,"7,289",0.50,"43,553,760",0.59,"83,031",-2.24,"488,558,478",-1.27,"76,617",4.33,"227,423,553",5.25
2002M05,"180,375",1.16,...,...,...,...,"838,500,313",0.97,"2,735",-7.32,"16,538,540",-7.29,"7,968",-4.71,"47,736,440",-4.68,"7,478",3.16,"44,622,280",2.82,"84,104",-1.47,"497,540,232",-0.28,"78,090",4.99,"232,062,821",5.38
2002M06,"182,043",4.49,...,...,...,...,"840,949,625",4.21,"2,728",-8.49,"16,406,540",-8.64,"7,976",-4.87,"47,598,700",-5.08,"7,570",2.85,"44,989,180",2.49,"84,812",4.49,"497,795,484",4.57,"78,957",6.23,"234,159,721",6.96
2002M07,"182,710",3.52,...,...,...,...,"844,739,560",2.97,"2,710",-8.26,"16,437,335",-7.73,"7,967",-5.75,"47,528,140",-5.87,"7,584",2.22,"45,057,400",1.80,"85,468",4.21,"501,499,396",3.84,"78,981",4.40,"234,217,289",4.17
2002M08,"182,753",2.29,...,...,...,...,"843,616,915",1.28,"2,689",-9.00,"16,154,540",-9.34,"7,961",-6.02,"47,516,440",-6.24,"7,635",1.64,"45,467,944",1.49,"85,444",2.79,"500,090,802",1.66,"79,024",3.17,"234,387,189",2.94
2002M09,"182,798",2.43,...,...,...,...,"843,673,274",2.08,"2,680",-8.78,"16,118,540",-9.01,"7,931",-4.62,"47,442,514",-4.57,"7,729",4.56,"45,869,795",4.33,"85,355",2.28,"499,823,316",2.28,"79,103",3.59,"234,419,109",3.56
2002M10,"182,746",1.99,...,...,...,...,"844,241,673",1.92,"2,653",-9.42,"15,950,540",-9.43,"7,886",-5.42,"47,313,440",-4.86,"7,808",4.04,"46,322,782",3.81,"85,292",1.90,"499,498,686",2.11,"79,107",3.13,"235,156,225",3.50
2002M11,"182,544",1.54,...,...,...,...,"843,317,607",1.67,"2,651",-9.31,"15,946,540",-9.36,"7,861",-6.06,"47,131,700",-5.70,"7,781",3.93,"46,036,618",3.51,"85,183",1.70,"499,169,764",2.14,"79,068",2.37,"235,032,985",2.78
2002M12,"182,392",0.65,...,...,...,...,"841,870,601",0.75,"2,657",-8.22,"16,031,800",-7.80,"7,734",-7.33,"46,364,180",-6.88,"7,842",5.15,"46,623,570",4.72,"85,091",1.11,"498,399,106",1.34,"79,068",0.91,"234,451,945",1.03
2003M01,"172,082",-0.59,"84,126",...,"87,956",...,"813,904,706",1.40,"2,675",-1.51,"16,135,100",-1.39,"7,204",-7.59,"43,036,300",-7.63,"7,861",7.27,"46,619,879",7.15,"86,752",5.65,"508,177,886",5.94,"67,590",-7.60,"199,935,541",-7.64
2003M02,"172,273",-2.17,"84,638",...,"87,635",...,"814,321,526",-0.50,"2,624",-4.23,"15,851,090",-4.26,"7,342",-5.68,"43,853,360",-5.73,"7,634",5.98,"45,380,539",5.87,"87,243",4.04,"509,494,936",3.64,"67,430",-9.50,"199,741,601",-9.55
2003M03,"170,239",-2.31,"83,144",...,"87,095",...,"806,302,611",-0.15,"2,626",-3.70,"15,875,800",-3.20,"7,324",-6.56,"43,857,975",-6.42,"7,727",6.46,"46,004,488",6.38,"86,281",5.57,"504,363,863",5.20,"66,281",-11.30,"196,200,485",-11.46
2003M04,"172,990",-2.57,"84,706",...,"88,284",...,"823,833,456",0.08,"2,610",-3.87,"15,710,800",-4.29,"7,338",-7.10,"43,868,595",-7.13,"7,905",8.45,"47,003,734",7.92,"87,954",5.93,"517,768,090",5.98,"67,183",-12.31,"199,482,237",-12.29
2003M05,"174,345",-3.34,"84,878",...,"89,467",...,"826,688,005",-1.41,"2,605",-4.75,"15,672,854",-5.23,"7,289",-8.52,"43,392,305",-9.10,"7,839",4.83,"46,334,917",3.84,"88,861",5.66,"520,812,532",4.68,"67,751",-13.24,"200,475,397",-13.61
2003M06,"174,721",-4.02,"85,000",...,"89,721",...,"829,125,248",-1.41,"2,591",-5.02,"15,608,800",-4.86,"7,282",-8.70,"43,596,538",-8.41,"7,894",4.28,"46,802,983",4.03,"89,038",4.98,"522,006,840",4.86,"67,916",-13.98,"201,110,087",-14.11
2003M07,"175,140",-4.14,"85,299",...,"89,841",...,"831,518,326",-1.57,"2,569",-5.20,"15,457,800",-5.96,"7,297",-8.41,"43,602,625",-8.26,"7,973",5.13,"47,291,880",4.96,"89,305",4.49,"523,859,367",4.46,"67,996",-13.91,"201,306,654",-14.05
2003M08,"174,561",-4.48,"85,199",...,"89,362",...,"828,377,143",-1.81,"2,556",-4.95,"15,407,800",-4.62,"7,295",-8.37,"43,586,446",-8.27,"8,055",5.50,"47,753,544",5.03,"89,175",4.37,"522,067,455",4.39,"67,480",-14.61,"199,561,898",-14.86
2003M09,"174,432",-4.58,"85,001",...,"89,431",...,"828,279,035",-1.82,"2,565",-4.29,"15,434,800",-4.24,"7,290",-8.08,"43,504,885",-8.30,"8,075",4.48,"47,806,277",4.22,"89,028",4.30,"521,948,145",4.43,"67,474",-14.70,"199,584,928",-14.86
2003M10,"174,348",-4.60,"84,788",...,"89,560",...,"826,949,186",-2.05,"2,540",-4.26,"15,272,800",-4.25,"7,275",-7.75,"43,335,575",-8.41,"8,138",4.23,"48,145,040",3.93,"89,038",4.39,"520,907,941",4.29,"67,357",-14.85,"199,287,830",-15.25
2003M11,"174,192",-4.58,"84,742",...,"89,450",...,"826,296,650",-2.02,"2,560",-3.43,"15,431,800",-3.23,"7,193",-8.50,"43,099,205",-8.56,"8,109",4.22,"47,988,883",4.24,"89,144",4.65,"522,116,440",4.60,"67,186",-15.03,"197,660,322",-15.90
2003M12,"173,951",-4.63,"84,609",...,"89,342",...,"823,879,917",-2.14,"2,506",-5.68,"15,062,800",-6.04,"7,177",-7.20,"42,666,625",-7.98,"8,115",3.48,"47,870,085",2.67,"89,158",4.78,"521,280,251",4.59,"66,995",-15.27,"197,000,156",-15.97
2004M01,"162,932",-5.32,"78,678",-6.48,"84,254",-4.21,"780,172,924",-4.14,"2,230",-16.64,"13,472,800",-16.50,"6,464",-10.27,"38,761,192",-9.93,"7,178",-8.69,"42,728,456",-8.35,"85,446",-1.51,"503,710,810",-0.88,"61,614",-8.84,"181,499,666",-9.22
2004M02,"160,001",-7.12,"77,488",-8.45,"82,513",-5.84,"775,853,684",-4.72,"2,210",-15.78,"13,445,072",-15.18,"6,348",-13.54,"37,913,680",-13.54,"7,037",-7.82,"41,609,906",-8.31,"86,799",-0.51,"512,849,050",0.66,"57,607",-14.57,"170,035,976",-14.87
2004M03,"160,908",-5.48,"77,859",-6.36,"83,049",-4.65,"780,997,417",-3.14,"2,218",-15.54,"13,493,230",-15.01,"6,310",-13.84,"37,907,434",-13.57,"7,223",-6.52,"43,161,016",-6.18,"87,377",1.27,"516,220,567",2.35,"57,780",-12.83,"170,215,170",-13.24
2004M04,"161,463",-6.66,"78,327",-7.53,"83,136",-5.83,"781,934,521",-5.09,"2,252",-13.72,"13,640,800",-13.18,"6,209",-15.39,"37,122,260",-15.38,"7,346",-7.07,"43,754,510",-6.91,"87,966",0.01,"517,644,995",-0.02,"57,690",-14.13,"169,771,956",-14.89
