期間,景氣對策信號(分數)(分)_原始值,景氣對策信號(分數)(分)_年增率(%),貨幣總計數 M1B(十億元)_原始值,貨幣總計數 M1B(十億元)_年增率(%),股價指數(Index 1966=100)_原始值,股價指數(Index 1966=100)_年增率(%),工業生產指數(Index 2011=100)_原始值,工業生產指數(Index 2011=100)_年增率(%),製造業銷售量指數(Index 2011=100)_原始值,製造業銷售量指數(Index 2011=100)_年增率(%),非農業部門就業人數(千人)_原始值,非農業部門就業人數(千人)_年增率(%),海關出口值(十億元)_原始值,海關出口值(十億元)_年增率(%),機械及電機設備進口值(十億元)_原始值,機械及電機設備進口值(十億元)_年增率(%),商業營業額(十億元)_原始值,商業營業額(十億元)_年增率(%)
1984M11,21,-,630,11.90,817,14.75,26.24,6.32,24.84,4.99,"6,102",2.52,97.3,2.70,...,...,...,...
1984M12,21,-,639,11.13,847,16.51,27.56,5.23,26.20,6.81,"6,117",2.29,93.3,0.68,...,...,...,...
1985M01,16,-,656,6.67,823,3.78,28.06,3.01,24.97,-1.07,"6,243",2.56,108.0,13.84,...,...,...,...
1985M02,19,-,706,12.42,786,-9.03,22.74,5.72,21.14,8.74,"6,196",3.37,82.8,8.18,...,...,...,...
1985M03,14,-,672,11.63,793,-10.09,27.25,1.53,25.69,0.31,"6,045",1.63,88.2,-11.04,...,...,...,...
1985M04,14,-,655,9.72,757,-15.89,27.45,5.09,25.86,2.62,"6,069",2.90,106.6,2.94,...,...,...,...
1985M05,14,-,651,7.96,734,-21.24,28.24,1.04,26.45,0.27,"6,107",2.43,105.3,-7.77,...,...,...,...
1985M06,12,-,652,5.67,710,-21.11,26.99,-0.44,25.04,-2.07,"6,128",2.15,105.6,-1.95,...,...,...,...
1985M07,12,-,667,6.72,670,-24.72,28.03,-0.64,25.61,0.08,"6,104",1.82,110.8,-4.28,...,...,...,...
1985M08,13,-,666,6.39,657,-27.64,27.27,-2.40,25.10,-2.37,"6,062",0.76,100.7,-7.25,...,...,...,...
1985M09,14,-,674,6.65,700,-20.27,26.24,2.78,24.56,2.72,"6,107",0.66,103.3,9.20,...,...,...,...
1985M10,15,-,686,9.24,739,-13.87,27.32,5.60,25.40,5.26,"6,130",0.77,105.0,0.99,...,...,...,...
1985M11,15,-,696,10.48,771,-5.63,26.99,2.86,25.55,2.86,"6,145",0.70,106.5,9.44,...,...,...,...
1985M12,22,-,711,11.27,808,-4.60,30.07,9.11,28.16,7.48,"6,244",2.08,103.8,11.29,...,...,...,...
1986M01,21,-,752,14.63,856,4.01,30.44,8.48,28.42,13.82,"6,357",1.83,123.4,14.25,...,...,...,...
1986M02,19,-,809,14.59,923,17.43,23.19,1.98,21.70,2.65,"6,149",-0.76,90.2,8.96,...,...,...,...
1986M03,33,-,794,18.15,961,21.19,32.69,19.96,32.37,26.00,"6,126",1.34,116.8,32.41,...,...,...,...
1986M04,28,-,808,23.36,910,20.21,29.66,8.05,27.10,4.80,"6,231",2.67,122.0,14.42,...,...,...,...
1986M05,29,-,825,26.73,915,24.66,31.06,9.99,28.88,9.19,"6,328",3.62,120.7,14.60,...,...,...,...
1986M06,37,-,854,30.98,972,36.90,30.45,12.82,28.69,14.58,"6,431",4.94,128.0,21.15,...,...,...,...
1986M07,34,-,888,33.13,977,45.82,31.89,13.77,29.71,16.01,"6,514",6.72,136.7,23.46,...,...,...,...
1986M08,39,-,925,38.89,892,35.77,31.85,16.80,29.69,18.29,"6,500",7.23,137.0,35.98,...,...,...,...
1986M09,36,-,960,42.43,922,31.71,30.95,17.95,29.06,18.32,"6,484",6.17,118.7,14.92,...,...,...,...
1986M10,36,-,994,44.90,985,33.29,33.01,20.83,30.43,19.80,"6,594",7.57,141.8,35.01,...,...,...,...
1986M11,38,-,"1,027",47.56,"1,010",31.00,32.10,18.93,29.64,16.01,"6,593",7.29,140.3,31.76,...,...,...,...
1986M12,37,-,"1,074",51.05,"1,012",25.25,35.01,16.43,33.18,17.83,"6,684",7.05,134.0,29.08,...,...,...,...
1987M01,36,-,"1,159",54.12,"1,114",30.14,32.37,6.34,30.27,6.51,"6,756",6.28,118.7,-3.83,...,...,...,...
1987M02,40,-,"1,185",46.48,"1,216",31.74,29.74,28.24,27.41,26.31,"6,660",8.31,135.2,49.94,...,...,...,...
