期間,新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%)
1999M04,430,-13.65,18,12.50,-,--,23,-4.17,6,-25.00,4,33.33,2,-60.00,9,80.00,11,0.00,15,-34.78,4,-33.33,7,-30.00,1,--,6,100.00,35,-18.60,8,33.33,12,-14.29,73,-17.98,56,-30.00,97,-7.62,22,4.76,9,80.00,12,-42.86,287,-5.28,10,0.00,-,--,10,-41.18,8,-27.27,1,--,5,66.67,7,-30.00,5,-50.00,11,-21.43,3,-40.00,3,-50.00,-,--,1,-80.00,23,15.00,15,66.67,7,16.67,41,-21.15,42,2.44,61,17.31,14,27.27,5,0.00,15,-6.25
1999M05,456,-5.98,19,26.67,-,--,23,21.05,6,-25.00,1,0.00,4,-20.00,6,-14.29,4,33.33,9,-57.14,4,-42.86,5,-37.50,-,--,7,-12.50,37,-5.13,10,42.86,5,-50.00,100,-2.91,79,6.76,97,-6.73,26,13.04,5,0.00,9,-43.75,355,20.34,13,-27.78,-,--,21,40.00,9,50.00,2,100.00,9,28.57,3,-70.00,9,125.00,14,133.33,4,33.33,7,0.00,1,0.00,5,400.00,31,10.71,10,66.67,11,83.33,55,17.02,42,-10.64,63,23.53,16,23.08,7,75.00,23,64.29
1999M06,448,-13.51,20,25.00,-,--,6,-75.00,12,20.00,2,-60.00,3,50.00,6,-25.00,5,-28.57,16,0.00,5,0.00,10,11.11,-,--,4,300.00,38,11.76,8,166.67,6,-53.85,79,-36.29,71,-11.25,116,10.48,17,-26.09,8,-20.00,16,-30.43,290,-7.05,8,-33.33,1,--,12,-7.69,7,-12.50,4,0.00,12,33.33,2,-66.67,6,-33.33,11,-38.89,2,0.00,5,66.67,-,--,3,-40.00,24,9.09,7,-36.36,5,66.67,53,39.47,35,-20.45,53,-19.70,13,-23.53,7,16.67,20,25.00
1999M07,477,-6.47,16,6.67,-,--,16,-48.39,12,100.00,1,-80.00,3,0.00,2,-66.67,4,-55.56,16,-44.83,6,0.00,9,-10.00,-,--,4,100.00,37,-2.63,6,-40.00,12,71.43,114,7.55,84,5.00,95,-11.21,18,-5.26,5,-28.57,17,21.43,244,-60.26,4,-89.74,-,--,8,-77.14,7,-78.79,-,--,1,-93.33,11,-45.00,6,-45.45,7,-53.33,-,--,1,-88.89,-,--,5,25.00,25,-58.33,4,-66.67,5,-64.29,36,-54.43,30,-58.90,61,-31.46,13,-56.67,7,-74.07,13,-66.67
1999M08,554,0.36,16,-11.11,-,--,18,-28.00,22,100.00,5,400.00,-,--,6,20.00,5,-58.33,24,-20.00,3,0.00,5,-44.44,2,--,7,250.00,39,-18.75,7,-30.00,10,42.86,89,-30.47,89,20.27,150,29.31,20,-13.04,13,30.00,24,50.00,931,46.38,45,12.50,-,--,33,26.92,27,12.50,7,-22.22,17,54.55,23,53.33,15,7.14,29,-9.38,9,125.00,24,14.29,1,--,5,-44.44,93,126.83,13,18.18,21,61.54,141,76.25,110,115.69,170,18.06,54,74.19,36,50.00,58,61.11
1999M09,489,-5.60,18,5.88,-,--,18,-30.77,11,-8.33,5,66.67,-,--,5,-16.67,5,-16.67,27,3.85,5,0.00,6,-62.50,1,--,3,50.00,31,6.90,2,-75.00,15,150.00,91,-19.47,84,1.20,124,6.90,18,12.50,9,-25.00,11,-15.38,268,-41.23,9,-25.00,-,--,16,-11.11,5,-54.55,1,-83.33,4,-73.33,5,-64.29,5,-44.44,6,-68.42,3,-25.00,3,-50.00,1,--,3,-72.73,24,-48.94,7,40.00,8,14.29,42,-50.00,32,-50.00,59,-18.06,18,-10.00,3,-70.00,14,-36.36
1999M10,614,41.47,22,69.23,-,--,16,-20.00,12,50.00,3,--,2,-33.33,14,180.00,7,-41.67,21,31.25,7,75.00,10,66.67,-,--,11,175.00,48,45.45,10,100.00,18,12.50,103,32.05,94,30.56,161,50.47,28,86.67,13,333.33,14,0.00,340,-73.16,9,-91.67,-,--,18,-79.31,3,-92.50,2,-83.33,4,-93.22,12,-67.57,11,-57.69,9,-66.67,2,-83.33,5,-54.55,1,--,4,-66.67,30,-76.19,8,-85.45,4,-84.00,49,-70.83,48,-60.66,85,-55.73,12,-79.66,12,100.00,12,-85.54
1999M11,545,29.15,20,33.33,-,--,27,35.00,14,16.67,-,--,2,-33.33,9,80.00,5,-28.57,27,350.00,4,33.33,7,0.00,2,--,3,-25.00,34,-5.56,3,-62.50,20,53.85,109,32.93,80,29.03,131,48.86,19,-13.64,8,0.00,21,16.67,247,-60.67,9,-80.85,-,--,10,-60.00,9,-67.86,3,-50.00,4,-78.95,9,-59.09,1,-95.00,12,71.43,-,--,2,-86.67,-,--,1,-88.89,22,-62.71,10,-87.80,9,-40.00,35,-38.60,31,-53.73,52,-27.78,12,-36.84,6,-40.00,10,-75.61
1999M12,563,17.05,16,-23.81,-,--,32,39.13,12,33.33,-,--,5,25.00,6,-25.00,9,350.00,26,52.94,4,-33.33,13,116.67,2,100.00,5,-28.57,39,34.48,8,-20.00,20,66.67,92,-5.15,95,37.68,128,24.27,24,14.29,7,-41.67,20,-9.09,300,-79.59,11,-78.00,-,--,16,-84.76,7,-88.33,4,-83.33,10,-64.29,9,-81.25,7,-75.00,9,-62.50,3,-72.73,7,-73.08,-,--,1,-97.14,33,-76.76,5,-92.19,4,-77.78,42,-77.54,31,-83.33,62,-74.59,13,-77.19,7,-65.00,19,-83.19
2000M01,497,15.85,25,92.31,-,--,15,-21.05,15,50.00,4,300.00,1,-50.00,10,0.00,7,-41.67,29,123.08,8,300.00,10,-9.09,1,--,2,-50.00,37,0.00,4,-71.43,9,-60.87,72,1.41,69,18.97,130,46.07,25,19.05,15,66.67,9,-10.00,304,27.73,4,-42.86,-,--,19,58.33,8,-33.33,5,400.00,7,-12.50,6,-14.29,6,100.00,12,71.43,7,--,10,100.00,-,--,5,150.00,29,3.57,7,0.00,5,0.00,51,30.77,42,50.00,56,27.27,13,62.50,3,-25.00,9,-18.18
2000M02,295,-21.54,12,-45.45,-,--,11,-57.69,8,166.67,-,--,1,-66.67,2,-66.67,3,-50.00,10,11.11,5,25.00,6,0.00,1,0.00,2,-50.00,29,26.09,5,150.00,7,40.00,53,-27.40,40,-28.57,59,-30.59,20,-4.76,10,42.86,11,-8.33,613,177.38,28,366.67,-,--,39,290.00,19,280.00,6,500.00,8,166.67,17,325.00,13,160.00,13,225.00,6,500.00,13,550.00,1,--,6,500.00,53,120.83,16,"1,500.00",13,116.67,78,50.00,74,208.33,148,179.25,12,140.00,16,300.00,34,240.00
2000M03,525,12.90,9,-64.00,-,--,16,-11.11,15,87.50,3,--,2,0.00,7,75.00,3,-40.00,25,31.58,5,66.67,6,-25.00,1,--,-,--,45,87.50,11,57.14,14,7.69,107,27.38,56,-26.32,143,47.42,23,-30.30,17,21.43,17,-15.00,304,16.48,8,-20.00,-,--,10,-58.33,6,50.00,2,--,4,-33.33,12,100.00,6,200.00,13,333.33,2,-50.00,6,50.00,-,--,2,-33.33,30,30.43,9,28.57,9,0.00,47,6.82,30,-3.23,72,35.85,10,-16.67,5,25.00,21,75.00
2000M04,357,-16.98,7,-61.11,-,--,10,-56.52,8,33.33,1,-75.00,1,-50.00,4,-55.56,4,-63.64,21,40.00,1,-75.00,10,42.86,1,0.00,-,--,26,-25.71,8,0.00,8,-33.33,65,-10.96,36,-35.71,102,5.15,22,0.00,7,-22.22,15,25.00,189,-34.15,4,-60.00,-,--,9,-10.00,5,-37.50,2,100.00,2,-60.00,7,0.00,2,-60.00,5,-54.55,2,-33.33,5,66.67,-,--,2,100.00,20,-13.04,4,-73.33,5,-28.57,31,-24.39,18,-57.14,38,-37.70,7,-50.00,8,60.00,13,-13.33
2000M05,526,15.35,27,42.11,-,--,17,-26.09,14,133.33,3,200.00,1,-75.00,8,33.33,8,100.00,22,144.44,2,-50.00,8,60.00,3,--,6,-14.29,31,-16.22,6,-40.00,20,300.00,106,6.00,75,-5.06,119,22.68,23,-11.54,9,80.00,18,100.00,313,-11.83,12,-7.69,-,--,12,-42.86,6,-33.33,3,50.00,3,-66.67,9,200.00,8,-11.11,11,-21.43,-,--,2,-71.43,-,--,2,-60.00,37,19.35,7,-30.00,9,-18.18,41,-25.45,44,4.76,68,7.94,18,12.50,8,14.29,13,-43.48
2000M06,560,25.00,9,-55.00,-,--,20,233.33,21,75.00,2,0.00,6,100.00,8,33.33,9,80.00,25,56.25,6,20.00,9,-10.00,-,--,2,-50.00,36,-5.26,8,0.00,17,183.33,101,27.85,79,11.27,145,25.00,26,52.94,14,75.00,17,6.25,316,8.97,18,125.00,-,--,13,8.33,8,14.29,-,--,6,-50.00,5,150.00,8,33.33,12,9.09,3,50.00,4,-20.00,-,--,4,33.33,38,58.33,6,-14.29,9,80.00,43,-18.87,39,11.43,71,33.96,11,-15.38,5,-28.57,13,-35.00
2000M07,564,18.24,19,18.75,-,--,17,6.25,11,-8.33,1,0.00,5,66.67,2,0.00,10,150.00,23,43.75,8,33.33,9,0.00,-,--,6,50.00,38,2.70,9,50.00,25,108.33,98,-14.04,65,-22.62,161,69.47,28,55.56,13,160.00,16,-5.88,368,50.82,5,25.00,-,--,11,37.50,9,28.57,2,--,16,"1,500.00",8,-27.27,5,-16.67,23,228.57,1,--,4,300.00,-,--,5,0.00,32,28.00,8,100.00,7,40.00,46,27.78,58,93.33,83,36.07,21,61.54,4,-42.86,20,53.85
2000M08,533,-3.79,19,18.75,-,--,20,11.11,12,-45.45,2,-60.00,3,--,6,0.00,5,0.00,32,33.33,2,-33.33,11,120.00,1,-50.00,6,-14.29,38,-2.56,12,71.43,12,20.00,93,4.49,73,-17.98,140,-6.67,21,5.00,13,0.00,12,-50.00,431,-53.71,27,-40.00,1,--,14,-57.58,5,-81.48,5,-28.57,12,-29.41,10,-56.52,-,--,11,-62.07,4,-55.56,9,-62.50,1,0.00,7,40.00,36,-61.29,28,115.38,14,-33.33,50,-64.54,54,-50.91,89,-47.65,15,-72.22,12,-66.67,27,-53.45
2000M09,445,-9.00,10,-44.44,-,--,12,-33.33,8,-27.27,-,--,1,--,3,-40.00,9,80.00,19,-29.63,10,100.00,7,16.67,2,100.00,9,200.00,23,-25.81,6,200.00,16,6.67,85,-6.59,54,-35.71,124,0.00,25,38.89,10,11.11,12,9.09,536,100.00,31,244.44,-,--,21,31.25,16,220.00,7,600.00,14,250.00,22,340.00,10,100.00,13,116.67,4,33.33,8,166.67,1,0.00,3,0.00,55,129.17,13,85.71,22,175.00,83,97.62,62,93.75,79,33.90,30,66.67,10,233.33,32,128.57
2000M10,455,-25.90,20,-9.09,-,--,10,-37.50,7,-41.67,-,--,3,50.00,4,-71.43,3,-57.14,16,-23.81,6,-14.29,11,10.00,2,--,2,-81.82,32,-33.33,11,10.00,12,-33.33,87,-15.53,67,-28.72,107,-33.54,24,-14.29,16,23.08,15,7.14,540,58.82,27,200.00,-,--,18,0.00,20,566.67,8,300.00,4,0.00,13,8.33,9,-18.18,25,177.78,2,0.00,12,140.00,-,--,2,-50.00,47,56.67,10,25.00,17,325.00,62,26.53,65,35.42,140,64.71,21,75.00,13,8.33,25,108.33
2000M11,489,-10.28,13,-35.00,-,--,8,-70.37,7,-50.00,1,--,2,0.00,2,-77.78,5,0.00,25,-7.41,8,100.00,9,28.57,-,--,3,0.00,36,5.88,7,133.33,9,-55.00,109,0.00,74,-7.50,135,3.05,15,-21.05,9,12.50,12,-42.86,401,62.35,20,122.22,-,--,16,60.00,14,55.56,5,66.67,3,-25.00,4,-55.56,6,500.00,14,16.67,3,--,4,100.00,1,--,7,600.00,46,109.09,10,0.00,5,-44.44,51,45.71,52,67.74,76,46.15,15,25.00,16,166.67,33,230.00
2000M12,465,-17.41,19,18.75,-,--,13,-59.38,11,-8.33,2,--,4,-20.00,3,-50.00,9,0.00,18,-30.77,8,100.00,7,-46.15,1,-50.00,4,-20.00,23,-41.03,14,75.00,12,-40.00,82,-10.87,73,-23.16,130,1.56,13,-45.83,9,28.57,10,-50.00,692,130.67,31,181.82,-,--,62,287.50,17,142.86,11,175.00,12,20.00,24,166.67,14,100.00,23,155.56,7,133.33,5,-28.57,-,--,9,800.00,69,109.09,16,220.00,13,225.00,152,261.90,77,148.39,83,33.87,27,107.69,10,42.86,30,57.89
2001M01,411,-17.30,14,-44.00,-,--,16,6.67,8,-46.67,2,-50.00,1,0.00,4,-60.00,4,-42.86,8,-72.41,6,-25.00,9,-10.00,-,--,1,-50.00,26,-29.73,10,150.00,15,66.67,90,25.00,54,-21.74,109,-16.15,16,-36.00,9,-40.00,9,0.00,307,0.99,14,250.00,-,--,9,-52.63,10,25.00,3,-40.00,9,28.57,10,66.67,3,-50.00,7,-41.67,1,-85.71,4,-60.00,2,--,9,80.00,23,-20.69,15,114.29,7,40.00,54,5.88,49,16.67,57,1.79,8,-38.46,3,0.00,10,11.11
2001M02,406,37.63,16,33.33,-,--,12,9.09,7,-12.50,1,--,1,0.00,5,150.00,3,0.00,16,60.00,6,20.00,14,133.33,-,--,4,100.00,20,-31.03,6,20.00,18,157.14,69,30.19,71,77.50,105,77.97,15,-25.00,10,0.00,7,-36.36,496,-19.09,12,-57.14,-,--,29,-25.64,20,5.26,5,-16.67,5,-37.50,10,-41.18,13,0.00,15,15.38,4,-33.33,4,-69.23,2,100.00,4,-33.33,51,-3.77,19,18.75,9,-30.77,70,-10.26,52,-29.73,109,-26.35,14,16.67,8,-50.00,41,20.59
2001M03,434,-17.33,12,33.33,-,--,8,-50.00,8,-46.67,-,--,1,-50.00,4,-42.86,6,100.00,13,-48.00,7,40.00,7,16.67,-,--,3,--,23,-48.89,6,-45.45,9,-35.71,81,-24.30,74,32.14,121,-15.38,23,0.00,7,-58.82,21,23.53,"1,341",341.12,34,325.00,-,--,64,540.00,18,200.00,10,400.00,53,"1,225.00",56,366.67,30,400.00,32,146.15,7,250.00,15,150.00,-,--,37,"1,750.00",163,443.33,14,55.56,24,166.67,202,329.79,240,700.00,191,165.28,59,490.00,17,240.00,75,257.14
2001M04,109,-69.47,7,0.00,-,--,4,-60.00,5,-37.50,-,--,-,--,3,-25.00,3,-25.00,10,-52.38,2,100.00,4,-60.00,-,--,2,--,4,-84.62,4,-50.00,-,--,11,-83.08,8,-77.78,30,-70.59,4,-81.82,6,-14.29,2,-86.67,482,155.03,16,300.00,-,--,32,255.56,24,380.00,3,50.00,8,300.00,11,57.14,10,400.00,13,160.00,4,100.00,4,-20.00,-,--,4,100.00,52,160.00,22,450.00,8,60.00,70,125.81,44,144.44,101,165.79,13,85.71,7,-12.50,36,176.92
2001M05,276,-47.53,11,-59.26,-,--,11,-35.29,3,-78.57,2,-33.33,1,0.00,1,-87.50,9,12.50,12,-45.45,10,400.00,4,-50.00,1,-66.67,5,-16.67,23,-25.81,8,33.33,6,-70.00,54,-49.06,33,-56.00,67,-43.70,11,-52.17,3,-66.67,1,-94.44,289,-7.67,12,0.00,-,--,9,-25.00,9,50.00,1,-66.67,5,66.67,7,-22.22,6,-25.00,13,18.18,-,--,3,50.00,-,--,2,0.00,33,-10.81,8,14.29,9,0.00,57,39.02,31,-29.55,51,-25.00,10,-44.44,4,-50.00,19,46.15
2001M06,381,-31.96,18,100.00,-,--,6,-70.00,8,-61.90,3,50.00,4,-33.33,4,-50.00,6,-33.33,13,-48.00,13,116.67,5,-44.44,-,--,5,150.00,32,-11.11,14,75.00,5,-70.59,70,-30.69,44,-44.30,92,-36.55,19,-26.92,8,-42.86,12,-29.41,234,-25.95,4,-77.78,-,--,8,-38.46,3,-62.50,-,--,4,-33.33,6,20.00,1,-87.50,9,-25.00,3,0.00,2,-50.00,-,--,1,-75.00,32,-15.79,1,-83.33,3,-66.67,34,-20.93,31,-20.51,69,-2.82,7,-36.36,4,-20.00,12,-7.69
2001M07,308,-45.39,18,-5.26,-,--,9,-47.06,7,-36.36,-,--,2,-60.00,4,100.00,2,-80.00,10,-56.52,4,-50.00,10,11.11,4,--,4,-33.33,26,-31.58,11,22.22,6,-76.00,52,-46.94,43,-33.85,76,-52.80,11,-60.71,5,-61.54,4,-75.00,178,-51.63,9,80.00,-,--,8,-27.27,9,0.00,1,-50.00,3,-81.25,10,25.00,1,-80.00,9,-60.87,2,100.00,3,-25.00,1,--,1,-80.00,17,-46.88,5,-37.50,7,0.00,24,-47.83,16,-72.41,35,-57.83,11,-47.62,2,-50.00,4,-80.00
2001M08,324,-39.21,25,31.58,-,--,9,-55.00,6,-50.00,4,100.00,1,-66.67,2,-66.67,3,-40.00,11,-65.62,11,450.00,12,9.09,1,0.00,4,-33.33,28,-26.32,7,-41.67,5,-58.33,49,-47.31,43,-41.10,80,-42.86,11,-47.62,5,-61.54,7,-41.67,390,-9.51,10,-62.96,-,--,16,14.29,8,60.00,3,-40.00,3,-75.00,14,40.00,8,--,13,18.18,5,25.00,9,0.00,-,--,3,-57.14,40,11.11,10,-64.29,7,-50.00,67,34.00,48,-11.11,92,3.37,16,6.67,3,-75.00,15,-44.44
2001M09,194,-56.40,12,20.00,-,--,2,-83.33,8,0.00,1,--,2,100.00,2,-33.33,4,-55.56,6,-68.42,6,-40.00,4,-42.86,-,--,2,-77.78,7,-69.57,11,83.33,4,-75.00,33,-61.18,35,-35.19,40,-67.74,10,-60.00,4,-60.00,1,-91.67,201,-62.50,6,-80.65,-,--,7,-66.67,6,-62.50,1,-85.71,4,-71.43,5,-77.27,6,-40.00,6,-53.85,-,--,7,-12.50,-,--,3,0.00,12,-78.18,4,-69.23,7,-68.18,40,-51.81,19,-69.35,57,-27.85,3,-90.00,1,-90.00,7,-78.12
