期間,證券投資--小計_原始值,證券投資--小計_年增率(%),證券投資--政府債券_原始值,證券投資--政府債券_年增率(%),證券投資--金融機構債券_原始值,證券投資--金融機構債券_年增率(%),證券投資--公司債_原始值,證券投資--公司債_年增率(%),證券投資--可轉讓定期存單_原始值,證券投資--可轉讓定期存單_年增率(%),證券投資--商業本票_原始值,證券投資--商業本票_年增率(%),證券投資--承兌匯票_原始值,證券投資--承兌匯票_年增率(%),存放銀行_原始值,存放銀行_年增率(%),庫存現金_原始值,庫存現金_年增率(%),資產合計(淨額)=負債合計(淨額)_原始值,資產合計(淨額)=負債合計(淨額)_年增率(%),借入款_原始值,借入款_年增率(%),淨值_原始值,淨值_年增率(%),其他項目(淨額)_原始值,其他項目(淨額)_年增率(%),保證_原始值,保證_年增率(%),附買回交易_原始值,附買回交易_年增率(%)
2004M02,"942,799",-0.18,"441,392",-8.79,"28,528",49.47,"9,483",67.43,"114,192",50.92,"347,801",-2.97,"1,403",-20.82,"73,547",55.57,"70,316",24.96,"1,086,662",3.68,"76,561",-31.40,"138,421",8.30,"-7,416",--,"493,711",-2.67,"879,096",12.67
2004M03,"951,556",-1.69,"439,940",-13.30,"31,799",66.24,"12,026",115.48,"121,829",56.19,"344,455",-3.33,"1,507",1.48,"76,737",71.59,"70,283",17.09,"1,098,576",2.42,"84,023",15.04,"137,269",8.32,"-5,744",--,"506,648",2.43,"883,028",5.38
2004M04,"961,506",-0.27,"438,978",-14.02,"32,575",63.32,"13,892",158.36,"129,928",57.04,"344,880",0.29,"1,253",-19.06,"79,541",70.31,"82,617",28.63,"1,123,663",4.53,"80,824",7.88,"135,368",6.04,"-6,637",--,"490,929",-2.47,"914,108",9.82
2004M05,"968,492",0.52,"449,005",-11.64,"32,833",54.44,"16,254",194.40,"127,452",50.95,"342,040",-0.14,908,-44.33,"81,315",58.15,"90,743",62.05,"1,140,550",6.50,"81,708",-1.33,"133,813",4.00,-647,--,"486,208",-0.58,"925,676",12.04
2004M06,"980,079",-1.79,"453,427",-12.61,"35,127",45.56,"16,977",154.30,"125,991",44.45,"347,746",-3.20,811,-54.57,"86,518",87.98,"80,861",65.18,"1,147,457",4.99,"76,992",7.95,"133,741",2.80,"-1,608",--,"487,769",-1.52,"938,332",9.25
2004M07,"998,612",0.77,"453,482",-11.49,"38,506",62.21,"22,124",224.35,"131,279",48.41,"352,477",-1.46,744,-60.45,"79,916",75.33,"54,998",-4.00,"1,133,525",3.63,"91,051",52.83,"135,036",3.01,63,-99.84,"475,088",-6.64,"907,375",5.14
2004M08,"1,007,641",2.92,"465,314",-10.44,"39,942",51.27,"23,611",229.03,"124,957",36.01,"353,272",6.33,545,-70.36,"79,140",51.54,"55,028",-13.66,"1,141,809",4.27,"83,698",18.83,"137,210",3.87,"-6,057",--,"473,586",-1.89,"926,958",9.94
2004M09,"979,258",-1.92,"463,454",-11.95,"43,376",52.93,"26,970",273.18,"102,028",2.75,"342,848",2.22,582,-67.67,"73,133",27.57,"46,763",-30.32,"1,099,154",-2.12,"65,022",-16.44,"135,885",2.07,"-2,662",--,"479,715",0.33,"900,909",4.94
2004M10,"977,497",-6.13,"467,036",-11.46,"48,502",75.48,"29,195",304.42,"105,644",-7.10,"326,583",-10.20,537,-66.44,"68,002",5.16,"56,794",-24.74,"1,102,293",-6.70,"60,520",-26.86,"136,974",2.16,"-1,841",--,"469,086",-0.77,"906,640",0.60
2004M11,"980,283",-6.14,"456,964",-14.04,"48,794",64.92,"34,738",354.15,"111,994",-9.51,"327,274",-6.57,519,-66.69,"68,294",15.49,"77,041",-4.24,"1,125,618",-4.93,"63,408",-24.52,"138,204",2.21,"-2,527",--,"474,893",-1.41,"926,533",3.15
2004M12,"1,005,513",-0.27,"460,535",-9.32,"51,525",69.93,"38,872",341.73,"120,042",-6.81,"334,087",1.01,452,-72.57,"75,385",14.28,"62,436",-2.84,"1,143,333",0.43,"58,909",-20.19,"139,195",2.61,"-2,944",--,"498,002",1.55,"948,173",8.59
2005M01,"1,039,630",12.09,"465,053",3.33,"54,484",87.94,"42,782",378.06,"125,697",3.83,"351,206",10.79,408,-71.15,"74,691",5.23,"76,603",40.42,"1,190,924",13.09,"70,970",8.64,"140,617",2.66,810,--,"474,062",-2.87,"978,527",13.85
2005M02,"1,042,077",10.53,"462,154",4.70,"53,741",88.38,"43,738",361.23,"132,090",15.67,"349,854",0.59,500,-64.36,"77,157",4.91,"80,068",13.87,"1,199,302",10.37,"68,673",-10.30,"141,824",2.46,-882,--,"473,438",-4.11,"989,687",12.58
2005M03,"1,056,617",11.04,"473,583",7.65,"56,109",76.45,"46,063",283.03,"123,925",1.72,"356,382",3.46,555,-63.17,"83,365",8.64,"77,623",10.44,"1,217,605",10.83,"70,377",-16.24,"138,785",1.10,"4,615",--,"468,925",-7.45,"1,003,828",13.68
2005M04,"1,075,476",11.85,"487,461",11.04,"58,439",79.40,"51,252",268.93,"119,419",-8.09,"358,431",3.93,474,-62.17,"91,699",15.29,"75,577",-8.52,"1,242,751",10.60,"77,565",-4.03,"137,648",1.68,211,--,"457,511",-6.81,"1,027,327",12.39
2005M05,"1,090,756",12.62,"502,280",11.87,"58,792",79.06,"53,613",229.84,"125,738",-1.34,"349,963",2.32,370,-59.25,"89,496",10.06,"81,646",-10.03,"1,261,897",10.64,"79,497",-2.71,"131,394",-1.81,"3,007",--,"458,268",-5.75,"1,047,999",13.21
2005M06,"1,092,691",11.49,"516,613",13.94,"61,804",75.94,"59,953",253.14,"106,393",-15.56,"347,505",-0.07,423,-47.84,"94,086",8.75,"55,932",-30.83,"1,242,708",8.30,"71,138",-7.60,"130,932",-2.10,"4,290",--,"463,730",-4.93,"1,036,348",10.45
2005M07,"1,132,819",13.44,"507,884",12.00,"62,101",61.28,"61,872",179.66,"123,096",-6.23,"377,429",7.08,437,-41.26,"93,621",17.15,"45,511",-17.25,"1,271,951",12.21,"79,998",-12.14,"132,103",-2.17,"2,773","4,301.59","467,653",-1.56,"1,057,077",16.50
2005M08,"1,096,242",8.79,"480,357",3.23,"66,015",65.28,"63,724",169.89,"126,514",1.25,"359,237",1.69,395,-27.52,"95,691",20.91,"45,537",-17.25,"1,237,470",8.38,"81,950",-2.09,"133,455",-2.74,"2,279",--,"470,056",-0.75,"1,019,786",10.01
