期間,本國銀行_原始值,本國銀行_年增率(%),本國銀行_原始值,本國銀行_年增率(%),外國銀行在台分行_原始值,外國銀行在台分行_年增率(%),外國銀行在台分行_原始值,外國銀行在台分行_年增率(%),信託投資公司_原始值,信託投資公司_年增率(%),信託投資公司_原始值,信託投資公司_年增率(%),票券金融公司_原始值,票券金融公司_年增率(%),票券金融公司_原始值,票券金融公司_年增率(%),中華郵政公司_原始值,中華郵政公司_年增率(%),中華郵政公司_原始值,中華郵政公司_年增率(%),信用合作社_原始值,信用合作社_年增率(%),信用合作社_原始值,信用合作社_年增率(%)
2012M10,"165,605",46.72,"235,354",149.09,"19,095",44.99,"40,985",-34.86,-,-,-,-,"67,239",144.56,-,-,"25,315",219.84,915,-77.44,-,-,-,-
2012M11,"176,348",-13.25,"250,086",44.21,"20,843",110.47,"40,624",-36.15,-,-,-,-,"67,719",153.17,100,17.65,"26,815",377.56,915,-89.13,-,-,-,-
2012M12,"166,884",32.70,"161,471",77.16,"13,380",113.53,"58,420",-4.56,-,-,-,-,"55,777",178.45,250,92.31,"12,215",14.00,"28,115",173.23,-,-,-,-
2013M01,"213,334",76.60,"208,008",92.08,"16,400",24.14,"46,595",-15.28,-,-,-,-,"64,939",220.35,800,788.89,"3,415",-69.82,"42,685","1,827.09",-,-,-,-
2013M02,"206,772",37.00,"197,217",32.57,"13,210",21.57,"59,135",-3.94,-,-,-,-,"78,415",103.36,-,-,"7,015",-29.96,"49,060","326,966.67",-,-,-,-
2013M03,"239,327",38.87,"190,462",33.56,"9,750",-17.56,"65,470",-15.33,-,-,-,-,"75,350",234.95,500,669.23,"9,615",-52.55,"77,610","1,019.11",-,-,-,-
2013M04,"212,172",54.28,"224,385",126.55,"6,750",-28.59,"48,065",-43.07,-,-,-,-,"75,228",164.25,-,-,"19,695",13.75,"41,395",352.65,-,-,-,-
2013M05,"257,084",125.12,"333,370",248.03,"22,240",143.91,"41,315",-45.38,-,-,-,-,"78,501",100.11,-,-,"44,415",184.44,"27,555",310.35,-,-,-,-
2013M06,"198,908",51.06,"232,297",143.95,"11,050",-38.92,"41,735",-46.31,-,-,-,-,"67,564",161.88,510,70.00,"20,115",195.16,"23,095",153.37,-,-,-,-
2013M07,"269,345",41.43,"295,148",67.00,"23,115",36.82,"53,035",-43.32,-,-,-,-,"76,303",50.62,-,-,"12,315",-36.24,"32,895",368.92,-,-,-,-
2013M08,"297,677",63.28,"349,503",67.71,"39,148",118.12,"55,220",4.76,-,-,-,-,"82,208",52.95,-,-,"18,415",145.04,"32,725","7,785.54",-,-,-,-
2013M09,"356,193",193.89,"340,899",148.66,"35,490",134.10,"108,606",95.04,-,-,-,-,"82,977",53.66,200,-,"23,095",93.83,"48,050",406.06,-,-,-,-
2013M10,"320,175",93.34,"348,128",47.92,"44,400",132.52,"107,872",163.20,-,-,-,-,"90,545",34.66,550,-,"25,015",-1.19,"23,585","2,477.60",-,-,-,-
2013M11,"431,521",144.70,"411,951",64.72,"38,140",82.99,"129,930",219.84,-,-,-,-,"93,560",38.16,-,-,"23,215",-13.43,"44,555","4,769.40",-,-,-,-
2013M12,"259,830",55.69,"219,727",36.08,"22,300",66.67,"98,292",68.25,-,-,-,-,"83,539",49.77,"1,430",472.00,"15,015",22.92,"61,235",117.80,-,-,-,-
2014M01,"410,092",92.23,"226,982",9.12,"31,930",94.70,"146,646",214.72,-,-,-,-,"85,236",31.26,730,-8.75,"3,065",-10.25,"155,965",265.39,-,-,-,-
2014M02,"292,352",41.39,"192,490",-2.40,"24,300",83.95,"119,865",102.70,-,-,-,-,"84,473",7.73,"1,480",-,"13,215",88.38,"100,505",104.86,-,-,-,-
2014M03,"289,944",21.15,"194,184",1.95,"22,747",133.30,"125,386",91.52,-,-,-,-,"97,369",29.22,200,-60.00,"8,115",-15.60,"98,405",26.79,-,-,-,-
2014M04,"312,265",47.18,"192,951",-14.01,"12,480",84.89,"127,115",164.46,-,-,-,-,"86,351",14.79,-,-,"8,115",-58.80,"99,145",139.51,-,-,-,-
2014M05,"270,265",5.13,"222,499",-33.26,"9,640",-56.65,"100,585",143.46,-,-,-,-,"79,824",1.69,"1,780",-,"6,315",-85.78,"41,180",49.45,-,-,-,-
2014M06,"199,783",0.44,"174,160",-25.03,"12,390",12.13,"79,528",90.55,-,-,-,-,"65,320",-3.32,205,-59.80,"8,315",-58.66,"31,915",38.19,-,-,-,-
2014M07,"243,448",-9.61,"204,418",-30.74,"12,270",-46.92,"103,250",94.68,-,-,-,-,"72,290",-5.26,"1,040",-,"8,215",-33.29,"27,515",-16.36,-,-,-,-
