期間,合計_原始值,合計_年增率(%),業務_原始值,業務_年增率(%),觀光_原始值,觀光_年增率(%),探親_原始值,探親_年增率(%),會議_原始值,會議_年增率(%),求學_原始值,求學_年增率(%),展覽_原始值,展覽_年增率(%),醫療_原始值,醫療_年增率(%),其他_原始值,其他_年增率(%),未列明_原始值,未列明_年增率(%)
2011M11,"619,343",17.08,"91,813",7.95,"395,798",22.24,"36,424",-9.59,"12,532",10.46,"2,950",-4.72,...,--,...,--,"54,831",110.93,"24,995",-36.61
2011M12,"648,594",22.24,"73,414",2.81,"438,647",33.45,"49,010",-5.45,"5,731",-13.40,"2,469",-11.06,...,--,...,--,"56,638",80.71,"22,685",-40.16
2012M01,"460,064",14.84,"61,452",-19.44,"281,951",29.99,"48,749",0.09,"3,352",-21.37,"2,501",15.89,238,--,207,--,"61,614",133.06,-,--
2012M02,"525,240",15.83,"77,454",9.48,"323,360",24.45,"31,592",-30.59,"4,996",28.14,"14,713",-2.04,467,--,859,--,"71,799",148.06,-,--
2012M03,"693,185",33.76,"87,277",-2.67,"478,521",51.07,"35,285",-10.89,"5,465",-15.87,"2,906",-6.53,"2,443",--,"2,316",--,"78,972",62.71,-,--
2012M04,"691,086",25.62,"78,341",-6.22,"481,276",37.16,"35,905",-12.33,"4,990",-28.49,"2,915",19.27,"2,132",--,"4,486",--,"81,041",63.04,-,--
2012M05,"599,098",27.34,"77,230",-13.54,"399,553",45.80,"32,174",-9.25,"4,583",-33.17,"2,521",-7.15,551,--,"4,544",--,"77,942",63.01,-,--
2012M06,"607,778",31.37,"82,545",-4.67,"383,135",50.59,"39,625",-6.18,"5,651",-19.42,"3,271",16.57,"4,683",--,"3,024",--,"85,844",62.13,-,--
2012M07,"592,449",27.23,"73,225",-6.99,"377,714",46.77,"41,328",-9.78,"4,584",-24.69,"4,041",-12.80,408,--,"3,898",--,"87,251",70.85,-,--
2012M08,"607,122",19.77,"65,919",-12.75,"401,156",34.17,"39,473",-9.52,"4,014",-34.12,"7,590",-1.67,490,--,"4,369",--,"84,111",55.28,-,--
2012M09,"550,901",19.50,"72,324",-10.34,"317,588",26.02,"30,916",-11.99,"5,449",-23.21,"14,323",0.17,"1,383",--,"5,127",--,"103,791",107.93,-,--
2012M10,"610,342",15.07,"76,827",-13.21,"357,450",12.32,"30,538",-18.94,"6,604",-24.39,"2,357",-5.95,"1,561",--,"7,624",--,"127,381",143.56,-,--
2012M11,"671,617",8.44,"76,717",-16.44,"410,454",3.70,"33,638",-7.65,"8,933",-28.72,"2,751",-6.75,897,--,"10,985",--,"127,242",132.06,-,--
2012M12,"702,588",8.32,"64,456",-12.20,"465,172",6.05,"44,990",-8.20,"4,367",-23.80,"2,830",14.62,536,--,"11,005",--,"109,232",92.86,-,--
2013M01,"527,096",14.57,"81,258",32.23,"340,370",20.72,"32,182",-33.98,"3,931",17.27,"2,619",4.72,394,65.55,"7,991","3,760.39","58,351",-5.30,-,--
2013M02,"572,156",8.93,"58,629",-24.30,"373,778",15.59,"49,375",56.29,"2,052",-58.93,"17,262",17.32,182,-61.03,"5,230",508.85,"65,648",-8.57,-,--
2013M03,"759,233",9.53,"90,603",3.81,"537,648",12.36,"38,972",10.45,"4,660",-14.73,"4,293",47.73,"3,814",56.12,"8,232",255.44,"71,011",-10.08,-,--
2013M04,"691,501",0.06,"82,091",4.79,"478,064",-0.67,"36,387",1.34,"5,127",2.75,"3,433",17.77,"2,097",-1.64,"13,325",197.04,"70,977",-12.42,-,--
2013M05,"617,943",3.15,"76,929",-0.39,"413,039",3.38,"33,718",4.80,"4,918",7.31,"3,134",24.32,459,-16.70,"9,963",119.26,"75,783",-2.77,-,--
2013M06,"637,577",4.90,"83,691",1.39,"416,955",8.83,"41,073",3.65,"4,592",-18.74,"4,282",30.91,"4,466",-4.63,"10,282",240.01,"72,236",-15.85,-,--
2013M07,"635,232",7.22,"74,353",1.54,"422,183",11.77,"42,030",1.70,"4,666",1.79,"4,090",1.21,381,-6.62,"7,350",88.56,"80,179",-8.11,-,--
2013M08,"686,684",13.10,"67,424",2.28,"479,786",19.60,"41,788",5.86,"3,744",-6.73,"9,604",26.53,574,17.14,"8,400",92.26,"75,364",-10.40,-,--
2013M09,"674,072",22.36,"77,470",7.12,"446,633",40.63,"34,798",12.56,"6,475",18.83,"17,581",22.75,904,-34.63,"11,985",133.76,"78,226",-24.63,-,--
2013M10,"679,028",11.25,"84,016",9.36,"463,725",29.73,"34,374",12.56,"7,983",20.88,"2,918",23.80,"1,478",-5.32,"5,233",-31.36,"79,301",-37.75,-,--
2013M11,"731,430",8.91,"81,752",6.56,"516,778",25.90,"35,991",7.00,"8,373",-6.27,"3,352",21.85,"1,093",21.85,"6,096",-44.51,"77,995",-38.70,-,--
2013M12,"804,328",14.48,"69,046",7.12,"590,140",26.86,"49,189",9.33,"5,087",16.49,"3,370",19.08,474,-11.57,"5,996",-45.52,"81,026",-25.82,-,--
2014M01,"667,234",26.59,"55,514",-31.68,"472,163",38.72,"42,318",31.50,"3,098",-21.19,"3,778",44.25,441,11.93,"2,930",-63.33,"86,992",49.08,-,--
2014M02,"758,179",32.51,"55,999",-4.49,"528,100",41.29,"27,789",-43.72,"2,812",37.04,"10,944",-36.60,424,132.97,"3,810",-27.15,"128,301",95.44,...,--
2014M03,"880,398",15.96,"77,988",-13.92,"654,328",21.70,"29,686",-23.83,"5,198",11.55,"2,901",-32.42,"2,132",-44.10,"7,722",-6.20,"100,443",41.45,...,--
2014M04,"891,875",28.98,"65,211",-20.56,"663,404",38.77,"31,667",-12.97,"4,290",-16.33,"3,436",0.09,"1,152",-45.06,"10,427",-21.75,"112,288",58.20,...,--
2014M05,"817,735",32.33,"63,006",-18.10,"595,261",44.12,"30,032",-10.93,"5,399",9.78,"2,638",-15.83,826,79.96,"6,971",-30.03,"113,602",49.90,...,--
2014M06,"805,963",26.41,"72,052",-13.91,"572,590",37.33,"33,923",-17.41,"5,843",27.24,"3,721",-13.10,"3,154",-29.38,"3,636",-64.64,"111,044",53.72,...,--
