期間,合計_原始值,合計_年增率(%),公、民營企業-小計_原始值,公、民營企業-小計_年增率(%),公、民營企業-農林漁牧業_原始值,公、民營企業-農林漁牧業_年增率(%),公、民營企業-礦業及土石採取業_原始值,公、民營企業-礦業及土石採取業_年增率(%),公、民營企業-製造業_原始值,公、民營企業-製造業_年增率(%),公、民營企業-水電燃氣及污染整治業_原始值,公、民營企業-水電燃氣及污染整治業_年增率(%),公、民營企業-營造業_原始值,公、民營企業-營造業_年增率(%),公、民營企業-批發、零售、住宿及餐飲業_原始值,公、民營企業-批發、零售、住宿及餐飲業_年增率(%),公、民營企業-運輸及倉儲業_原始值,公、民營企業-運輸及倉儲業_年增率(%),公、民營企業-資訊及通訊傳播業_原始值,公、民營企業-資訊及通訊傳播業_年增率(%),公、民營企業-金融、保險及不動產業_原始值,公、民營企業-金融、保險及不動產業_年增率(%),公、民營企業-服務業_原始值,公、民營企業-服務業_年增率(%),政府機關_原始值,政府機關_年增率(%),非營利團體_原始值,非營利團體_年增率(%),非營利團體-社會保險及退休基金_原始值,非營利團體-社會保險及退休基金_年增率(%),個人_原始值,個人_年增率(%)
2004M02,"16,134,249",7.72,"3,413,914",11.43,"13,314",-8.26,"5,496",22.79,"1,222,775",16.83,"21,555",-24.50,"141,804",11.07,"703,604",14.11,"95,198",-7.69,-,-,"983,485",5.78,"226,683",17.78,"665,805",1.72,"1,534,607",0.17,"323,799",1.85,"10,519,923",8.15
2004M03,"16,351,814",9.50,"3,602,799",18.93,"13,849",1.55,"5,315",14.45,"1,304,125",23.62,"22,176",-16.66,"142,818",16.55,"726,445",17.00,"99,951",7.36,-,-,"1,057,078",17.93,"231,042",17.50,"703,966",7.43,"1,526,591",1.15,"333,395",6.11,"10,518,458",8.01
2004M04,"16,361,008",9.59,"3,581,782",18.86,"13,119",-6.14,"4,595",5.83,"1,274,512",24.06,"23,731",13.63,"148,564",16.90,"727,987",16.61,"88,921",-1.97,-,-,"1,063,699",17.19,"236,654",19.95,"707,897",8.92,"1,557,808",3.13,"361,839",14.36,"10,513,521",7.77
2004M05,"16,303,262",8.53,"3,549,815",17.04,"13,373",-6.13,"4,893",6.09,"1,249,174",21.31,"23,532",18.26,"145,389",14.99,"730,478",15.28,"92,253",-1.91,-,-,"1,056,455",15.34,"234,268",20.50,"758,121",12.34,"1,581,092",5.06,"386,111",22.77,"10,414,234",6.17
2004M06,"16,467,638",8.05,"3,775,189",19.12,"13,433",-7.75,"5,005",6.13,"1,413,296",24.85,"23,643",17.74,"154,991",18.41,"759,382",15.47,"105,364",21.51,-,-,"1,058,513",14.68,"241,562",20.93,"713,453",2.38,"1,565,131",2.96,"383,148",17.23,"10,413,865",5.68
2004M07,"16,531,147",8.09,"3,697,796",17.61,"13,926",10.32,"4,691",10.04,"1,339,055",22.45,"26,130",24.45,"148,517",16.14,"786,598",19.94,"90,670",-2.76,-,-,"1,036,560",11.54,"251,649",21.89,"701,003",2.32,"1,577,532",2.88,"375,902",10.36,"10,554,816",6.28
2004M08,"16,600,286",7.71,"3,681,407",16.24,"13,594",2.75,"5,208",14.36,"1,327,692",20.13,"25,435",26.47,"149,835",11.79,"795,545",20.00,"92,280",6.50,-,-,"1,011,962",8.46,"259,856",25.35,"703,999",2.96,"1,610,685",4.26,"382,398",14.33,"10,604,195",5.87
2004M09,"16,658,062",7.64,"3,658,350",13.93,"13,103",-0.49,"5,003",7.92,"1,364,291",19.57,"22,914",16.39,"148,556",12.70,"780,318",17.03,"98,102",9.40,-,-,"972,717",3.20,"253,346",25.60,"717,025",0.44,"1,635,233",6.16,"408,245",23.07,"10,647,454",6.36
2004M10,"16,670,338",7.36,"3,602,214",12.30,"13,405",-4.11,"5,213",15.43,"1,304,272",16.39,"24,941",29.41,"150,674",12.64,"792,245",17.28,"100,781",11.79,-,-,"952,299",1.93,"258,384",19.88,"718,220",1.90,"1,631,666",7.01,"417,418",26.42,"10,718,238",6.23
2004M11,"16,696,694",6.81,"3,609,958",10.12,"13,847",0.98,"5,620",30.52,"1,298,821",11.10,"23,613",13.61,"150,779",8.68,"793,039",14.97,"103,180",28.80,-,-,"956,024",1.65,"265,035",19.84,"691,299",-4.32,"1,630,429",7.11,"406,493",21.73,"10,765,008",6.48
2004M12,"17,083,597",7.13,"3,808,510",7.40,"15,993",9.32,"5,519",20.27,"1,437,081",10.35,"21,996",-2.13,"174,139",8.82,"821,268",10.86,"114,733",26.30,-,-,"953,595",-1.66,"264,186",9.70,"682,356",-3.79,"1,658,700",9.87,"415,236",28.39,"10,934,031",7.39
2005M01,"16,989,569",6.33,"3,676,414",9.26,"16,688",27.29,"6,601",48.54,"1,332,421",9.52,"22,671",4.49,"173,809",22.21,"811,571",17.29,"108,577",16.30,-,-,"940,487",-2.45,"263,589",21.36,"651,460",0.40,"1,661,147",9.36,"417,243",26.98,"11,000,548",5.32
2005M02,"17,013,074",5.45,"3,559,616",4.27,"16,180",21.53,"6,311",14.83,"1,270,378",3.89,"22,559",4.66,"155,356",9.56,"781,765",11.11,"104,077",9.33,-,-,"945,620",-3.85,"257,370",13.54,"629,196",-5.50,"1,662,774",8.35,"403,712",24.68,"11,161,488",6.10
2005M03,"17,147,137",4.86,"3,659,482",1.57,"16,386",18.32,"8,711",63.89,"1,361,674",4.41,"18,203",-17.92,"150,974",5.71,"811,158",11.66,"107,401",7.45,-,-,"926,851",-12.32,"258,124",11.72,"627,970",-10.80,"1,685,033",10.38,"418,709",25.59,"11,174,652",6.24
2005M04,"17,123,469",4.66,"3,633,823",1.45,"16,501",25.78,"8,562",86.33,"1,320,242",3.59,"20,625",-13.09,"155,087",4.39,"810,503",11.33,"106,767",20.07,-,-,"933,614",-12.23,"261,922",10.68,"635,870",-10.17,"1,655,790",6.29,"397,539",9.87,"11,197,986",6.51
2005M05,"17,100,544",4.89,"3,583,609",0.95,"16,218",21.27,"8,149",66.54,"1,293,840",3.58,"19,776",-15.96,"151,559",4.24,"784,719",7.43,"111,090",20.42,-,-,"940,711",-10.96,"257,547",9.94,"659,498",-13.01,"1,661,685",5.10,"394,196",2.09,"11,195,752",7.50
2005M06,"17,563,031",6.65,"3,903,831",3.41,"16,812",25.15,"10,054",100.88,"1,521,327",7.64,"19,070",-19.34,"158,663",2.37,"825,413",8.70,"121,138",14.97,-,-,"962,245",-9.09,"269,109",11.40,"667,838",-6.39,"1,669,069",6.64,"405,147",5.74,"11,322,293",8.72
2005M07,"17,543,245",6.12,"3,741,886",1.19,"17,639",26.66,"10,536",124.60,"1,382,034",3.21,"20,893",-20.04,"155,566",4.75,"825,267",4.92,"117,961",30.10,-,-,"947,497",-8.59,"264,493",5.10,"663,079",-5.41,"1,723,331",9.24,"479,237",27.49,"11,414,949",8.15
2005M08,"17,534,377",5.63,"3,698,261",0.46,"17,278",27.10,"8,835",69.64,"1,352,435",1.86,"20,326",-20.09,"143,820",-4.01,"855,580",7.55,"112,334",21.73,-,-,"918,128",-9.27,"269,525",3.72,"709,287",0.75,"1,655,736",2.80,"398,694",4.26,"11,471,093",8.18
