期間,進口合計_原始值,進口合計_年增率(%),進口合計_原始值,進口合計_年增率(%),進口-資本設備_原始值,進口-資本設備_年增率(%),進口-資本設備_原始值,進口-資本設備_年增率(%),進口-農工原料_原始值,進口-農工原料_年增率(%),進口-農工原料_原始值,進口-農工原料_年增率(%),進口-消費品_原始值,進口-消費品_年增率(%),進口-消費品_原始值,進口-消費品_年增率(%),出口合計_原始值,出口合計_年增率(%),出口合計_原始值,出口合計_年增率(%),出口-農產品_原始值,出口-農產品_年增率(%),出口-農產品_原始值,出口-農產品_年增率(%),出口-農產加工品_原始值,出口-農產加工品_年增率(%),出口-農產加工品_原始值,出口-農產加工品_年增率(%),出口-工業產品-小計_原始值,出口-工業產品-小計_年增率(%),出口-工業產品-小計_原始值,出口-工業產品-小計_年增率(%),出口-工業產品-重化工業產品_原始值,出口-工業產品-重化工業產品_年增率(%),出口-工業產品-重化工業產品_原始值,出口-工業產品-重化工業產品_年增率(%),出口-工業產品-非重化工業產品_原始值,出口-工業產品-非重化工業產品_年增率(%),出口-工業產品-非重化工業產品_原始值,出口-工業產品-非重化工業產品_年增率(%)
2004M06,"495,781",37.76,"14,720.3",41.98,"96,461",48.93,"2,864.0",53.48,"356,289",38.11,"10,578.7",42.33,"38,889",14.26,"1,154.7",17.75,"509,721",21.92,"15,179.3",25.66,"1,199",-2.68,35.7,0.28,"5,426",10.73,161.6,14.12,"503,095",22.12,"14,982.0",25.87,"393,933",26.41,"11,731.2",30.28,"109,162",8.82,"3,250.8",12.15
2004M07,"467,517",30.13,"13,836.0",32.75,"95,689",22.59,"2,832.0",25.06,"330,939",35.75,"9,794.0",38.48,"36,850",15.94,"1,090.5",18.28,"517,222",23.76,"15,352.4",26.26,"1,149",-27.37,34.1,-25.87,"5,892",20.15,174.9,22.56,"510,180",24.00,"15,143.4",26.50,"403,405",28.42,"11,974.0",31.01,"106,774",9.72,"3,169.3",11.94
2004M08,"477,090",32.45,"13,962.2",33.53,"95,723",37.43,"2,801.3",38.55,"337,380",33.07,"9,873.7",34.16,"39,293",18.33,"1,149.9",19.30,"526,888",18.73,"15,464.9",19.71,"1,187",31.60,34.8,32.32,"6,220",32.57,182.6,33.67,"519,482",18.56,"15,247.5",19.53,"410,329",20.04,"12,043.7",21.03,"109,153",13.30,"3,203.8",14.23
2004M09,"484,942",28.48,"14,271.4",29.27,"98,342",47.65,"2,894.2",48.57,"345,338",27.29,"10,162.9",28.07,"37,363",5.06,"1,099.6",5.71,"529,953",18.05,"15,642.0",18.78,974,19.95,28.7,20.59,"7,305",31.84,215.6,32.68,"521,674",17.87,"15,397.7",18.60,"414,621",19.89,"12,237.9",20.64,"107,053",10.65,"3,159.8",11.34
2004M10,"513,406",38.53,"15,118.0",38.04,"107,379",39.93,"3,161.9",39.43,"360,694",40.96,"10,621.2",40.46,"41,599",22.95,"1,225.0",22.52,"546,067",18.56,"16,127.2",18.14,944,17.12,27.9,16.74,"6,151",12.27,181.7,11.88,"538,972",18.63,"15,917.7",18.21,"429,594",20.62,"12,687.4",20.20,"109,379",11.41,"3,230.3",11.02
2004M11,"499,604",17.88,"15,025.7",20.64,"114,102",29.61,"3,431.6",32.65,"339,399",15.29,"10,207.5",17.99,"41,461",12.55,"1,246.9",15.18,"540,305",10.23,"16,298.8",12.82,999,8.12,30.1,10.66,"5,638",7.25,170.1,9.81,"533,669",10.26,"16,098.6",12.86,"425,541",10.87,"12,836.9",13.48,"108,128",7.95,"3,261.8",10.49
2004M12,"519,732",14.91,"16,075.8",21.27,"112,165",18.15,"3,469.3",24.69,"363,549",15.93,"11,244.9",22.35,"39,756",1.11,"1,229.7",6.71,"501,635",0.70,"15,564.3",6.29,"1,114",11.74,34.6,18.09,"6,420",19.29,199.2,25.92,"494,102",0.48,"15,330.5",6.06,"389,681",1.01,"12,090.7",6.62,"104,420",-1.47,"3,239.9",4.00
2005M01,"501,398",39.16,"15,605.3",46.96,"100,069",51.74,"3,114.5",60.24,"350,053",36.80,"10,894.9",44.47,"46,869",31.92,"1,458.7",39.31,"516,067",23.41,"16,112.0",30.35,"1,203",55.23,37.5,63.76,"5,835",27.24,182.2,34.37,"509,029",23.31,"15,892.3",30.24,"411,710",25.68,"12,853.9",32.74,"97,320",14.19,"3,038.4",20.60
2005M02,"346,769",-21.52,"10,932.2",-17.29,"60,399",-30.49,"1,904.2",-26.74,"253,732",-20.20,"7,999.1",-15.90,"29,462",-11.12,928.7,-6.35,"387,042",-16.07,"12,240.4",-11.54,606,-42.61,19.2,-39.43,"4,675",-4.63,147.8,0.48,"381,761",-16.14,"12,073.4",-11.60,"311,417",-14.72,"9,848.8",-10.11,"70,344",-21.87,"2,224.7",-17.65
2005M03,"505,351",6.88,"16,254.5",14.85,"97,562",0.78,"3,138.0",8.29,"361,374",8.74,"11,623.5",16.86,"41,450",6.62,"1,333.2",14.58,"511,302",-0.45,"16,498.9",7.00,"1,096",-11.54,35.4,-4.84,"4,656",-16.92,150.2,-10.75,"505,551",-0.24,"16,313.4",7.23,"404,151",2.10,"13,041.3",9.74,"101,399",-8.57,"3,272.0",-1.73
2005M04,"494,965",13.44,"15,638.7",18.75,"99,034",13.38,"3,129.1",18.69,"353,968",14.24,"11,183.8",19.58,"37,655",7.81,"1,189.7",12.84,"515,697",6.21,"16,345.4",11.19,"1,037",-11.89,32.9,-7.58,"5,673",3.75,179.8,8.57,"508,987",6.28,"16,132.7",11.27,"408,853",9.23,"12,958.9",14.35,"100,134",-4.25,"3,173.8",0.24
2005M05,"508,005",4.25,"16,219.8",11.17,"103,370",18.01,"3,300.5",25.85,"356,550",0.41,"11,384.1",7.08,"41,237",3.01,"1,316.6",9.84,"534,902",-2.20,"17,133.3",4.31,"1,256",-1.49,40.2,4.96,"5,878",-3.07,188.3,3.40,"527,768",-2.20,"16,904.8",4.32,"420,786",-0.48,"13,478.1",6.15,"106,982",-8.41,"3,426.7",-2.31
2005M06,"473,290",-4.54,"15,072.9",2.40,"86,467",-10.36,"2,753.7",-3.85,"343,592",-3.56,"10,942.4",3.44,"39,155",0.68,"1,247.1",8.00,"486,091",-4.64,"15,530.1",2.31,"1,009",-15.85,32.2,-9.80,"5,604",3.28,179.0,10.77,"479,478",-4.69,"15,318.8",2.25,"382,100",-3.00,"12,207.7",4.06,"97,378",-10.79,"3,111.1",-4.30
2005M07,"481,426",2.98,"15,129.7",9.35,"87,297",-8.77,"2,743.4",-3.13,"347,479",5.00,"10,920.2",11.50,"42,845",16.27,"1,346.5",23.48,"512,647",-0.88,"16,161.6",5.27,"1,270",10.53,40.1,17.60,"4,890",-17.01,154.2,-11.84,"506,487",-0.72,"15,967.4",5.44,"410,455",1.75,"12,940.0",8.07,"96,031",-10.06,"3,027.5",-4.47
2005M08,"495,155",3.79,"15,512.4",11.10,"75,992",-20.61,"2,380.6",-15.02,"373,000",10.56,"11,685.5",18.35,"42,251",7.53,"1,323.7",15.11,"528,605",0.33,"16,612.4",7.42,959,-19.21,30.1,-13.51,"4,634",-25.50,145.6,-20.26,"523,012",0.68,"16,436.6",7.80,"423,494",3.21,"13,309.1",10.51,"99,518",-8.83,"3,127.5",-2.38
2005M09,"506,833",4.51,"15,570.9",9.11,"81,262",-17.37,"2,496.5",-13.74,"379,123",9.78,"11,647.4",14.61,"42,769",14.47,"1,314.0",19.50,"551,692",4.10,"17,001.3",8.69,951,-2.36,29.3,2.09,"5,268",-27.89,162.3,-24.72,"545,473",4.56,"16,809.7",9.17,"448,092",8.07,"13,808.7",12.84,"97,381",-9.03,"3,001.0",-5.03
2005M10,"549,512",7.03,"16,477.1",8.99,"90,217",-15.98,"2,705.2",-14.44,"406,779",12.78,"12,197.3",14.84,"48,633",16.91,"1,458.3",19.04,"624,839",14.43,"18,792.2",16.52,898,-4.87,27.0,-3.23,"5,214",-15.23,156.8,-13.70,"618,727",14.80,"18,608.4",16.90,"511,008",18.95,"15,368.7",21.13,"107,719",-1.52,"3,239.7",0.29
2005M11,"534,756",7.04,"15,872.8",5.64,"76,421",-33.02,"2,268.3",-33.90,"407,584",20.09,"12,098.1",18.52,"46,654",12.53,"1,384.9",11.07,"606,592",12.27,"18,058.7",10.80,852,-14.71,25.4,-15.61,"5,393",-4.35,160.6,-5.58,"600,347",12.49,"17,872.8",11.02,"497,135",16.82,"14,800.1",15.29,"103,212",-4.55,"3,072.7",-5.80
2005M12,"479,703",-7.70,"14,328.0",-10.87,"70,219",-37.40,"2,097.4",-39.54,"355,457",-2.23,"10,617.0",-5.58,"46,508",16.98,"1,389.1",12.96,"599,020",19.41,"17,945.4",15.30,"1,003",-9.96,30.0,-13.29,"10,132",57.82,303.5,52.36,"587,885",18.98,"17,611.9",14.88,"487,275",25.04,"14,597.8",20.74,"100,611",-3.65,"3,014.1",-6.97
2006M01,"470,856",-6.09,"14,501.3",-7.07,"66,752",-33.29,"2,055.9",-33.99,"356,907",1.96,"10,992.0",0.89,"43,875",-6.39,"1,351.1",-7.38,"544,950",5.60,"16,835.1",4.49,889,-26.10,27.5,-26.67,"4,825",-17.31,149.1,-18.17,"539,236",5.93,"16,658.5",4.82,"444,620",7.99,"13,735.6",6.86,"94,616",-2.78,"2,923.0",-3.80
2006M02,"516,917",49.07,"16,073.3",47.03,"71,858",18.97,"2,234.4",17.34,"402,304",58.55,"12,509.4",56.39,"40,054",35.95,"1,245.5",34.11,"495,767",28.09,"15,463.7",26.33,851,40.43,26.5,38.02,"4,057",-13.22,126.6,-14.34,"490,859",28.58,"15,310.6",26.81,"410,405",31.79,"12,801.2",29.98,"80,454",14.37,"2,509.5",12.80
2006M03,"524,744",3.84,"16,165.9",-0.55,"82,025",-15.93,"2,527.0",-19.47,"397,026",9.87,"12,231.2",5.23,"42,641",2.87,"1,313.6",-1.47,"578,991",13.24,"17,892.2",8.44,"1,054",-3.83,32.6,-7.91,"4,522",-2.88,139.8,-6.92,"573,414",13.42,"17,719.9",8.62,"467,650",15.71,"14,451.5",10.81,"105,765",4.31,"3,268.4",-0.11
2006M04,"534,992",8.09,"16,420.9",5.00,"86,477",-12.68,"2,654.3",-15.17,"403,089",13.88,"12,372.3",10.63,"41,944",11.39,"1,287.4",8.21,"610,449",18.37,"18,794.6",14.98,"1,107",6.75,34.1,3.65,"4,510",-20.50,138.9,-22.75,"604,832",18.83,"18,621.7",15.43,"495,836",21.27,"15,265.9",17.80,"108,996",8.85,"3,355.8",5.73
2006M05,"579,149",14.00,"18,212.2",12.28,"85,790",-17.01,"2,697.8",-18.26,"448,155",25.69,"14,092.9",23.79,"41,250",0.03,"1,297.2",-1.47,"599,807",12.13,"18,921.4",10.44,"1,061",-15.53,33.5,-16.67,"4,905",-16.55,154.7,-17.84,"593,840",12.52,"18,733.2",10.82,"483,791",14.97,"15,261.6",13.23,"110,049",2.87,"3,471.6",1.31
2006M06,"544,373",15.02,"16,869.3",11.92,"93,789",8.47,"2,906.5",5.55,"406,422",18.29,"12,594.4",15.10,"40,390",3.15,"1,251.6",0.36,"582,099",19.75,"18,094.5",16.51,"1,079",6.94,33.5,4.04,"4,831",-13.79,150.2,-16.09,"576,189",20.17,"17,910.8",16.92,"473,900",24.03,"14,731.1",20.67,"102,289",5.04,"3,179.7",2.21
2006M07,"579,879",20.45,"17,771.3",17.46,"102,325",17.21,"3,135.8",14.30,"429,627",23.64,"13,166.7",20.57,"42,990",0.34,"1,317.5",-2.15,"636,796",24.22,"19,575.7",21.12,"1,306",2.83,40.2,0.25,"5,459",11.64,167.8,8.82,"630,031",24.39,"19,367.7",21.30,"521,581",27.07,"16,033.9",23.91,"108,450",12.93,"3,333.9",10.12
2006M08,"596,631",20.49,"18,156.8",17.05,"84,893",11.71,"2,583.5",8.52,"464,041",24.41,"14,121.8",20.85,"43,696",3.42,"1,329.6",0.45,"634,650",20.06,"19,372.7",16.62,893,-6.88,27.3,-9.30,"6,224",34.31,190.0,30.49,"627,534",19.98,"19,155.5",16.54,"520,782",22.97,"15,896.9",19.44,"106,752",7.27,"3,258.6",4.19
2006M09,"567,598",11.99,"17,247.0",10.76,"82,456",1.47,"2,505.5",0.36,"438,527",15.67,"13,325.1",14.40,"42,330",-1.03,"1,286.2",-2.12,"658,867",19.43,"20,081.3",18.12,725,-23.76,22.1,-24.57,"6,082",15.45,185.4,14.23,"652,060",19.54,"19,873.9",18.23,"545,021",21.63,"16,611.4",20.30,"107,039",9.92,"3,262.4",8.71
2006M10,"578,949",5.36,"17,485.6",6.12,"83,440",-7.51,"2,520.2",-6.84,"446,324",9.72,"13,480.0",10.52,"45,868",-5.69,"1,385.3",-5.01,"654,925",4.82,"19,840.2",5.58,602,-32.96,18.2,-32.59,"5,041",-3.32,152.7,-2.61,"649,282",4.94,"19,669.3",5.70,"540,474",5.77,"16,373.0",6.53,"108,808",1.01,"3,296.2",1.74
2006M11,"566,039",5.85,"17,116.4",7.83,"96,127",25.79,"2,906.8",28.15,"422,684",3.70,"12,781.5",5.65,"42,392",-9.14,"1,281.9",-7.44,"644,230",6.20,"19,539.9",8.20,863,1.29,26.2,3.15,"5,216",-3.28,158.2,-1.49,"638,151",6.30,"19,355.5",8.30,"534,046",7.42,"16,198.0",9.45,"104,105",0.87,"3,157.6",2.76
2006M12,"544,210",13.45,"16,678.2",16.40,"90,380",28.71,"2,769.8",32.06,"408,525",14.93,"12,520.0",17.92,"41,665",-10.41,"1,276.8",-8.08,"637,787",6.47,"19,606.1",9.25,784,-21.83,24.1,-19.67,"4,521",-55.38,139.0,-54.20,"632,482",7.59,"19,443.1",10.40,"527,515",8.26,"16,216.3",11.09,"104,967",4.33,"3,226.8",7.06
2007M01,"587,323",24.74,"17,955.5",23.82,"76,372",14.41,"2,334.9",13.57,"456,003",27.77,"13,940.8",26.83,"51,351",17.04,"1,569.8",16.19,"645,315",18.42,"19,788.9",17.55,"1,183",33.07,36.3,32.00,"4,767",-1.20,146.2,-1.95,"639,366",18.57,"19,606.5",17.70,"532,324",19.73,"16,324.0",18.84,"107,042",13.13,"3,282.5",12.30
2007M02,"416,893",-19.35,"12,671.5",-21.16,"54,097",-24.72,"1,644.3",-26.41,"326,304",-18.89,"9,918.1",-20.71,"33,898",-15.37,"1,030.3",-17.28,"488,720",-1.42,"14,900.1",-3.64,672,-21.03,20.5,-22.64,"3,855",-4.98,117.5,-7.19,"484,194",-1.36,"14,762.1",-3.58,"402,493",-1.93,"12,271.2",-4.14,"81,700",1.55,"2,490.9",-0.74
