期間,總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),職業疾病生活津貼_原始值,職業疾病生活津貼_年增率(%),職業疾病生活津貼_原始值,職業疾病生活津貼_年增率(%),身體障害生活津貼_原始值,身體障害生活津貼_年增率(%),身體障害生活津貼_原始值,身體障害生活津貼_年增率(%),職業訓練生活津貼_原始值,職業訓練生活津貼_年增率(%),職業訓練生活津貼_原始值,職業訓練生活津貼_年增率(%),看護補助_原始值,看護補助_年增率(%),看護補助_原始值,看護補助_年增率(%),退保後職業疾病生活津貼_原始值,退保後職業疾病生活津貼_年增率(%),退保後職業疾病生活津貼_原始值,退保後職業疾病生活津貼_年增率(%),續保保費補助_原始值,續保保費補助_年增率(%),續保保費補助_原始值,續保保費補助_年增率(%),器具補助_原始值,器具補助_年增率(%),器具補助_原始值,器具補助_年增率(%),勞工死亡家屬補助_原始值,勞工死亡家屬補助_年增率(%),勞工死亡家屬補助_原始值,勞工死亡家屬補助_年增率(%),殘廢補助_原始值,殘廢補助_年增率(%),殘廢補助_原始值,殘廢補助_年增率(%),死亡補助_原始值,死亡補助_年增率(%),死亡補助_原始值,死亡補助_年增率(%),職災預防及勞工重建補助(~2004年)_原始值,職災預防及勞工重建補助(~2004年)_年增率(%),職災預防及勞工重建補助(~2004年)_原始值,職災預防及勞工重建補助(~2004年)_年增率(%),職災預防補助(2005年~)_原始值,職災預防補助(2005年~)_年增率(%),職災預防補助(2005年~)_原始值,職災預防補助(2005年~)_年增率(%),職災勞工職業重建補助(2005年~)_原始值,職災勞工職業重建補助(2005年~)_年增率(%),職災勞工職業重建補助(2005年~)_原始值,職災勞工職業重建補助(2005年~)_年增率(%),事業單位僱用職災勞工提供設施補助_原始值,事業單位僱用職災勞工提供設施補助_年增率(%),事業單位僱用職災勞工提供設施補助_原始值,事業單位僱用職災勞工提供設施補助_年增率(%)
2012M05,324,8.36,"27,243",0.08,7,-12.50,408,33.33,121,-0.82,"9,237",7.11,0,--,0,--,44,7.32,"4,365",12.79,-,--,-,--,-,--,"1,513",10.04,84,10.53,608,9.55,62,34.78,"6,150",35.16,3,200.00,"2,191",158.98,1,-50.00,805,-44.67,0,--,0,--,1,--,502,-69.35,1,-66.67,"1,464",-63.43,-,--,-,--
2012M06,294,3.89,"25,897",31.89,12,300.00,441,61.54,97,-16.38,"9,119",6.61,1,--,28,--,25,-13.79,"4,118",7.52,-,--,-,--,-,--,"1,479",678.42,87,6.10,687,12.62,69,40.82,"6,900",43.60,2,0.00,"1,089",100.92,1,0.00,805,804.49,0,--,0,--,0,-100.00,393,-3.68,0,--,838,150.90,-,--,-,--
2012M07,269,1.51,"23,986",27.10,8,0.00,449,54.83,106,-5.36,"9,232",6.93,0,--,0,--,31,0.00,"4,294",9.54,-,--,-,--,-,--,"1,477",7.65,72,-13.25,627,-3.24,48,71.43,"4,800",68.72,1,0.00,413,51.28,2,--,"1,359",--,0,--,0,--,1,-50.00,707,-20.65,0,--,627,--,-,--,-,--
2012M08,289,15.60,"24,833",9.46,5,25.00,449,56.45,106,19.10,"9,130",7.30,1,--,42,--,38,26.67,"4,302",13.21,-,--,-,--,-,--,"1,534",13.38,75,0.00,819,57.50,60,33.33,"5,950",32.22,1,-75.00,197,-84.48,1,-50.00,805,-49.12,0,--,0,--,1,0.00,"1,375",58.59,1,--,230,--,-,--,-,--
2012M09,253,-16.78,"22,941",-28.77,13,116.67,518,78.62,115,-0.86,"9,271",8.55,1,-50.00,14,-76.67,29,20.83,"4,479",18.49,-,--,-,--,-,--,"1,555",15.27,53,-23.19,705,5.54,38,-37.70,"3,800",-37.19,2,-84.62,"1,261",-70.71,1,-75.00,805,-73.29,0,--,0,--,1,0.00,533,-56.31,0,-100.00,0,-100.00,-,--,-,--
2012M10,353,12.42,"25,952",29.08,11,83.33,512,70.67,154,-1.91,"9,315",14.56,0,--,0,--,33,0.00,"4,434",18.56,-,--,-,--,-,--,"1,544",14.20,91,21.33,991,22.95,56,43.59,"5,600",43.59,2,100.00,943,139.95,1,--,683,--,0,--,0,--,4,300.00,"1,477",126.53,1,-50.00,452,-45.67,-,--,-,--
2012M11,259,-1.52,"23,418",13.35,10,-9.09,499,55.94,111,7.77,"9,240",13.33,0,--,0,--,25,0.00,"4,306",17.01,-,--,-,--,-,--,"1,532",17.21,67,-6.94,802,22.26,39,-11.36,"3,800",-13.64,3,200.00,"1,161","4,200.00",2,100.00,"1,052",108.32,0,--,0,--,1,-83.33,481,-70.18,0,--,520,--,1,--,25,--
2012M12,368,33.82,"34,446",43.01,10,900.00,516,68.63,123,12.84,"9,319",16.78,0,--,0,--,31,14.81,"4,388",20.22,-,--,-,--,-,--,"1,521",13.09,85,-1.16,823,48.82,102,137.21,"10,200",137.21,4,--,"1,821",106.23,0,-100.00,0,-100.00,0,--,0,--,4,-42.86,"1,684",-29.01,9,--,"4,176",210.02,-,--,-,--
2013M01,278,6.92,"24,342",7.74,4,-50.00,505,31.17,104,5.05,"9,233",1.72,0,--,0,--,28,3.70,"4,294",5.63,-,--,-,--,-,--,"1,521",13.09,74,-8.64,723,10.55,65,66.67,"6,500",66.67,0,-100.00,0,-100.00,1,-50.00,805,-49.97,0,--,0,--,2,100.00,701,47.89,0,--,60,-80.07,-,--,-,--
2013M02,263,-17.30,"23,077",3.49,6,-25.00,513,39.40,125,-16.11,"9,053",-2.68,0,--,0,--,29,-27.50,"4,165",-2.64,-,--,-,--,-,--,"1,681",15.29,61,-10.29,554,1.28,37,-24.49,"3,650",-26.51,1,0.00,507,198.24,3,200.00,"2,127",283.24,0,--,0,--,1,-50.00,591,-39.13,0,--,235,-174.60,-,--,-,--
2013M03,276,-20.46,"23,363",-13.01,12,0.00,525,32.58,126,-15.44,"9,124",-3.88,1,--,56,--,37,0.00,"4,341",0.05,-,--,-,--,-,--,"1,687",11.35,59,-33.71,655,-1.95,33,-35.29,"3,300",-34.65,2,100.00,443,-10.14,1,-66.67,845,-49.91,0,--,0,--,5,0.00,"1,981",-40.04,0,--,407,-562.50,-,--,-,--
2013M04,281,-2.09,"28,772",15.59,12,140.00,606,55.38,114,9.62,"9,113",-0.60,0,--,28,--,28,12.00,"4,347",6.47,-,--,-,--,-,--,"1,657",12.95,60,-30.23,527,-25.35,60,0.00,"6,000",0.84,5,150.00,"3,468",752.09,1,0.00,845,4.97,0,--,0,--,0,-100.00,54,-94.32,1,-50.00,"2,127",120.64,-,--,-,--
2013M05,318,-1.85,"29,321",7.63,8,14.29,527,29.17,128,5.79,"9,154",-0.90,0,--,0,--,40,-9.09,"4,294",-1.63,-,--,-,--,-,--,"1,656",9.45,73,-13.10,770,26.64,61,-1.61,"6,100",-0.81,4,33.33,"2,742",25.15,2,100.00,"1,590",97.52,0,--,0,--,0,-100.00,0,-100.00,2,100.00,"2,488",69.95,-,--,-,--
2013M06,274,-6.80,"22,185",-14.33,14,16.67,541,22.68,105,8.25,"9,185",0.72,2,100.00,70,150.00,33,32.00,"4,318",4.86,-,--,-,--,-,--,"1,613",9.06,71,-18.39,784,14.12,47,-31.88,"4,600",-33.33,0,-100.00,0,-100.00,0,-100.00,0,-100.00,0,--,0,--,1,--,429,9.16,0,--,620,-26.01,1,--,25,--
2013M07,229,-14.87,"19,935",-16.89,12,50.00,548,22.05,91,-14.15,"9,150",-0.89,0,--,28,--,26,-16.13,"4,306",0.28,-,--,-,--,-,--,"1,687",14.22,72,0.00,628,0.16,28,-41.67,"2,800",-41.67,0,-100.00,0,-100.00,0,-100.00,0,-100.00,0,--,0,--,0,-100.00,643,-9.05,0,--,145,-76.87,-,--,-,--
2013M08,272,-5.88,"24,204",-2.53,9,80.00,565,25.84,106,0.00,"9,143",0.14,1,0.00,28,-33.33,36,-5.26,"4,200",-2.37,-,--,-,--,-,--,"1,690",10.17,61,-18.67,396,-51.65,53,-11.67,"5,300",-10.92,1,0.00,413,109.64,3,200.00,"2,195",172.67,0,--,0,--,2,100.00,274,-80.07,0,-100.00,0,-100.00,-,--,-,--
2013M09,247,-2.37,"21,458",-6.46,8,-38.46,531,2.51,107,-6.96,"9,102",-1.82,0,-100.00,7,-50.00,26,-10.34,"4,130",-7.79,-,--,-,--,-,--,"1,702",9.45,71,33.96,823,16.74,32,-15.79,"3,200",-15.79,0,-100.00,0,-100.00,0,-100.00,0,-100.00,0,--,0,--,2,100.00,"1,495",180.49,1,--,467,--,-,--,-,--
2013M10,256,-27.48,"23,049",-11.19,10,-9.09,557,8.79,109,-29.22,"8,835",-5.15,0,--,0,--,28,-15.15,"4,201",-5.25,-,--,-,--,-,--,"1,704",10.36,68,-25.27,754,-23.92,35,-37.50,"3,500",-37.50,2,0.00,"1,146",21.53,1,0.00,845,23.72,0,--,0,--,3,-25.00,"1,507",2.03,0,-100.00,0,-100.00,-,--,-,--
2013M11,256,-1.16,"24,342",3.95,12,20.00,535,7.21,97,-12.61,"8,782",-4.96,1,--,42,--,30,20.00,"4,365",1.37,-,--,-,--,-,--,"1,701",11.03,71,5.97,767,-4.36,38,-2.56,"3,800",0.00,1,-66.67,"1,143",-1.55,2,0.00,"1,602",52.28,0,--,0,--,4,300.00,"1,269",163.83,0,--,338,-35.00,-,--,-,--
2013M12,297,-19.29,"22,315",-35.22,10,0.00,522,1.16,121,-1.63,"8,704",-6.60,0,--,0,--,40,29.03,"4,294",-2.14,-,--,-,--,-,--,"1,682",10.59,75,-11.76,773,-6.08,49,-51.96,"4,900",-51.96,0,-100.00,0,-100.00,0,--,0,--,0,--,0,--,2,-50.00,796,-52.73,0,-100.00,644,-84.58,-,--,-,--
2014M01,222,-20.14,"20,101",-17.42,4,0.00,535,5.94,94,-9.62,"8,571",-7.17,0,--,0,--,24,-14.29,"4,259",-0.82,-,--,-,--,-,--,"1,711",12.49,77,4.05,784,8.44,19,-70.77,"1,900",-70.77,2,--,"1,290",--,-1,--,-805,--,0,--,0,--,3,50.00,843,20.26,0,--,"1,013","1,588.33",-,--,-,--
2014M02,149,-43.35,"19,034",-17.52,1,-83.33,502,-2.14,74,-40.80,"8,383",-7.40,1,--,70,--,21,-27.59,"4,142",-0.55,-,--,-,--,-,--,"1,869",11.18,27,-55.74,253,-54.33,23,-37.84,"2,350",-35.62,1,0.00,413,-18.54,1,-66.67,515,-75.79,0,--,0,--,0,-100.00,721,22.00,0,--,-183,--,-,--,-,--
2014M03,241,-12.68,"21,595",-7.57,15,25.00,528,0.57,93,-26.19,"8,217",-9.94,0,-100.00,0,-100.00,32,-13.51,"4,177",-3.78,-,--,-,--,-,--,"1,892",12.15,61,3.39,524,-20.00,35,6.06,"3,550",7.58,1,-50.00,413,-6.77,1,0.00,729,-13.73,0,--,0,--,3,-40.00,"1,371",-30.79,0,--,194,-52.33,-,--,-,--
2014M04,285,1.42,"23,769",-17.39,7,-41.67,547,-9.74,114,0.00,"8,265",-9.31,0,--,0,-100.00,23,-17.86,"4,142",-4.72,-,--,-,--,-,--,"1,856",12.01,90,50.00,986,87.10,43,-28.33,"4,300",-28.33,4,-20.00,"1,710",-50.69,2,100.00,"1,202",42.25,0,--,0,--,0,--,0,-100.00,2,100.00,762,-64.17,-,--,-,--
2014M05,282,-11.32,"20,319",-30.70,12,50.00,536,1.71,140,9.38,"8,490",-7.25,1,--,84,--,36,-10.00,"4,130",-3.82,-,--,-,--,-,--,"1,850",11.71,66,-9.59,694,-9.87,25,-59.02,"2,500",-59.02,1,-75.00,370,-86.51,1,-50.00,707,-55.53,0,--,0,--,0,--,58,--,0,-100.00,899,-63.87,-,--,-,--
2014M06,286,4.38,"29,987",35.17,12,-14.29,542,0.18,115,9.52,"8,366",-8.92,0,-100.00,0,-100.00,42,27.27,"4,423",2.43,-,--,-,--,-,--,"1,835",13.76,59,-16.90,643,-17.98,50,6.38,"5,000",8.70,2,--,"1,488",--,6,--,"4,192",--,0,--,0,--,0,-100.00,0,-100.00,0,--,"3,497",464.03,-,--,-,--
