期間,合計_原始值,合計_年增率(%),合計_原始值,合計_年增率(%),合計_原始值,合計_年增率(%),合計_原始值,合計_年增率(%),台鐵_原始值,台鐵_年增率(%),台鐵_原始值,台鐵_年增率(%),台鐵_原始值,台鐵_年增率(%),台鐵_原始值,台鐵_年增率(%),高鐵_原始值,高鐵_年增率(%),高鐵_原始值,高鐵_年增率(%),高鐵_原始值,高鐵_年增率(%),高鐵_原始值,高鐵_年增率(%),捷運_原始值,捷運_年增率(%),捷運_原始值,捷運_年增率(%),捷運_原始值,捷運_年增率(%),捷運_原始值,捷運_年增率(%),捷運-台北_原始值,捷運-台北_年增率(%),捷運-台北_原始值,捷運-台北_年增率(%),捷運-台北_原始值,捷運-台北_年增率(%),捷運-台北_原始值,捷運-台北_年增率(%),捷運-高雄_原始值,捷運-高雄_年增率(%),捷運-高雄_原始值,捷運-高雄_年增率(%),捷運-高雄_原始值,捷運-高雄_年增率(%),捷運-高雄_原始值,捷運-高雄_年增率(%)
2011M11,"72,421",3.14,"1,880,926",6.27,26.0,3.03,...,--,"17,102",6.51,"784,978",5.44,45.9,-1.00,"1,249,603",1.51,"3,540",13.66,"675,668",9.52,190.8,-3.65,...,--,"51,729",1.47,"419,968",2.91,8.1,1.42,"1,144,405",9.38,"47,637",0.76,"390,661",2.29,8.2,1.52,"1,044,031",9.26,"4,092",10.54,"29,307",11.99,7.2,1.32,"100,374",10.68
2011M12,"77,608",3.90,"1,938,388",3.94,25.0,0.05,...,--,"17,606",5.58,"792,362",3.42,45.0,-2.04,"1,268,140",2.20,"3,692",10.10,"695,251",5.42,188.3,-4.25,...,--,"56,254",3.02,"450,446",2.64,8.0,-0.37,"1,234,258",5.04,"51,601",2.35,"417,691",2.00,8.1,-0.35,"1,126,673",5.32,"4,652",11.09,"32,754",11.64,7.0,0.49,"107,585",2.15
2012M01,"73,798",6.25,"2,090,271",16.49,28.3,9.64,...,--,"17,883",15.89,"873,911",14.67,48.9,-1.05,"1,422,947",12.60,"3,941",24.91,"797,432",26.30,202.4,1.11,...,--,"51,814",2.05,"418,201",4.42,8.1,2.33,"1,133,960",4.09,"46,911",0.30,"384,223",2.96,8.2,2.65,"1,006,923",1.89,"4,903",22.42,"33,977",24.44,6.9,1.65,"127,037",25.66
2012M02,"74,167",8.66,"1,895,253",-0.49,25.6,-8.42,...,--,"17,763",-0.09,"801,885",-1.74,45.1,-1.65,"1,288,441",-0.29,"3,402",-1.10,"665,974",-6.18,195.8,-5.13,...,--,"52,862",12.85,"426,909",12.98,8.1,0.11,"1,160,761",13.41,"48,222",14.22,"395,227",14.02,8.2,-0.18,"1,049,426",16.17,"4,639",0.35,"31,682",1.41,6.8,1.06,"111,335",-7.34
2012M03,"77,813",7.65,"2,000,060",8.10,25.7,0.43,...,--,"17,928",9.19,"837,198",6.95,46.7,-2.05,"1,335,457",5.83,"3,613",10.88,"697,873",9.05,193.2,-1.65,...,--,"56,000",6.74,"464,208",8.73,8.3,1.87,"1,243,955",9.58,"51,761",6.03,"433,639",8.15,8.4,2.00,"1,143,166",9.67,"4,239",16.19,"30,569",17.71,7.2,1.30,"100,789",8.59
2012M04,"75,117",3.70,"1,961,456",2.74,26.1,-0.92,...,--,"18,689",5.96,"837,060",3.77,44.8,-2.06,"1,324,938",3.14,"3,569",2.67,"691,550",0.41,193.7,-2.20,...,--,"52,639",3.05,"432,182",4.65,8.2,1.55,"1,164,366",5.40,"48,279",2.27,"401,178",3.98,8.3,1.66,"1,060,455",5.44,"4,361",12.55,"31,004",14.23,7.1,1.50,"103,911",5.08
2012M05,"76,266",8.20,"1,965,604",6.81,25.8,-1.29,...,--,"18,030",7.97,"825,362",5.52,45.8,-2.27,"1,313,290",4.77,"3,578",7.81,"692,332",6.70,193.5,-1.03,...,--,"54,522",8.11,"447,460",9.39,8.2,1.18,"1,204,942",10.60,"50,131",7.45,"415,921",8.77,8.3,1.22,"1,102,741",11.08,"4,391",16.15,"31,539",18.24,7.2,1.79,"102,201",5.66
2012M06,"72,554",7.07,"1,902,680",3.92,26.2,-2.94,...,--,"17,029",5.82,"809,744",3.95,47.6,-1.76,"1,298,598",3.75,"3,482",3.02,"670,338",0.88,192.5,-2.08,...,--,"51,973",7.69,"422,325",9.05,8.1,1.26,"1,143,115",9.77,"47,661",7.25,"392,072",8.69,8.2,1.34,"1,044,312",10.56,"4,312",12.83,"30,253",14.06,7.0,1.09,"98,803",2.01
2012M07,"78,706",6.22,"2,156,323",5.94,27.4,-0.26,...,--,"19,076",8.00,"942,356",5.75,49.4,-2.08,"1,503,574",5.33,"3,903",5.74,"764,328",5.35,195.8,-0.37,...,--,"55,569",5.44,"449,054",7.31,8.1,1.78,"1,225,865",7.80,"50,457",4.67,"413,325",6.50,8.2,1.75,"1,102,931",7.83,"5,113",13.62,"35,728",17.67,7.0,3.57,"122,934",7.55
2012M08,"76,657",4.14,"2,029,206",2.72,26.5,-1.36,...,--,"18,392",2.68,"867,941",-1.62,47.2,-4.19,"1,381,001",-1.92,"3,730",6.55,"723,214",6.24,193.9,-0.29,...,--,"54,475",4.41,"437,777",6.18,8.0,1.69,"1,201,885",6.85,"49,651",3.86,"404,451",5.67,8.1,1.75,"1,085,675",7.06,"4,824",10.48,"33,326",12.77,6.9,2.08,"116,210",4.92
2012M09,"75,724",6.34,"1,997,442",4.91,26.4,-1.34,...,--,"18,579",7.56,"848,214",3.21,45.7,-4.04,"1,354,468",2.56,"3,696",6.37,"711,329",5.85,192.5,-0.49,...,--,"53,357",5.80,"437,548",6.77,8.2,0.91,"1,178,125",6.61,"48,796",5.07,"404,792",6.29,8.3,1.16,"1,069,707",6.67,"4,561",14.31,"32,756",13.10,7.2,-1.05,"108,417",6.03
2012M10,"81,397",8.74,"2,073,723",5.67,25.5,-2.82,...,--,"19,456",6.83,"861,104",5.23,44.3,-1.49,"1,359,686",4.98,"3,826",3.36,"732,482",2.38,191.4,-0.95,...,--,"57,977",9.61,"479,622",11.95,8.3,2.14,"1,263,508",8.25,"53,218",9.47,"445,015",11.81,8.4,2.13,"1,149,392",8.30,"4,759",11.11,"34,606",13.82,7.3,2.44,"114,116",7.70
2012M11,"78,393",8.25,"2,002,160",6.45,25.5,-1.66,...,--,"18,241",6.66,"818,652",4.29,44.9,-2.22,"1,294,246",3.57,"3,762",6.26,"721,096",6.72,191.7,0.44,...,--,"56,249",8.74,"461,920",9.99,8.2,1.15,"1,244,421",8.74,"51,654",8.43,"428,215",9.61,8.3,1.09,"1,132,767",8.50,"4,594",12.29,"33,705",15.00,7.3,2.42,"111,654",11.24
2012M12,"84,652",9.08,"2,133,522",10.07,25.2,0.91,...,--,"19,230",9.22,"862,121",8.80,44.8,-0.38,"1,242,098",-2.05,"4,023",8.98,"773,626",11.27,192.3,2.10,...,--,"61,243",8.87,"497,192",10.38,8.1,1.39,"1,350,310",9.40,"55,458",7.47,"455,609",9.08,8.2,1.49,"1,220,915",8.36,"5,785",24.34,"41,583",26.95,7.2,2.10,"129,395",20.27
2013M01,"79,702",8.00,"1,976,517",-5.44,24.8,-12.45,...,--,"18,388",2.82,"810,643",-7.24,44.1,-9.79,"1,282,577",-9.86,"3,647",-7.44,"699,108",-12.33,191.7,-5.28,...,--,"57,542",11.06,"466,303",11.50,8.1,0.40,"1,262,656",11.35,"52,749",12.45,"431,639",12.34,8.2,-0.09,"1,150,436",14.25,"4,793",-2.25,"34,664",2.02,7.2,4.37,"112,220",-11.66
2013M02,"73,499",-0.90,"2,078,978",9.69,28.3,10.69,...,--,"18,173",2.31,"882,552",10.06,48.6,7.58,"1,482,575",15.07,"3,957",16.31,"776,516",16.60,196.3,0.25,...,--,"51,126",-3.28,"418,891",-1.88,8.2,1.45,"1,142,300",-1.59,"45,787",-5.05,"379,964",-3.86,8.3,1.25,"1,008,231",-3.93,"5,339",15.09,"38,926",22.87,7.3,6.76,"134,068",20.42
2013M03,"83,382",7.16,"2,157,655",7.88,25.9,0.67,...,--,"19,699",9.87,"878,608",4.95,44.6,-4.48,"1,382,548",3.53,"4,245",17.51,"789,594",13.14,186.0,-3.72,...,--,"59,199",5.71,"488,693",5.27,8.3,-0.41,"1,311,655",5.44,"54,349",5.00,"452,118",4.26,8.3,-0.70,"1,196,214",4.64,"4,849",14.41,"36,575",19.65,7.5,4.58,"115,440",14.54
2013M04,"77,726",3.47,"2,071,225",5.60,26.6,2.05,...,--,"18,658",-0.17,"863,577",3.17,46.3,3.34,"1,418,727",7.08,"3,913",9.64,"757,045",9.47,193.4,-0.15,...,--,"54,976",4.44,"449,973",4.12,8.2,-0.31,"1,212,210",4.11,"50,270",4.12,"414,742",3.38,8.3,-0.71,"1,101,027",3.83,"4,706",7.92,"35,231",13.63,7.5,5.30,"111,183",7.00
2013M05,"80,799",5.94,"2,074,338",5.53,25.7,-0.39,...,--,"19,021",5.49,"853,348",3.39,44.9,-1.99,"1,329,721",1.25,"3,905",9.14,"747,231",7.93,191.4,-1.11,...,--,"57,749",5.92,"473,314",5.78,8.2,-0.13,"1,270,817",5.47,"53,058",5.84,"437,964",5.30,8.3,-0.51,"1,159,907",5.18,"4,691",6.83,"35,350",12.08,7.5,4.91,"110,910",8.52
2013M06,"77,974",7.47,"2,069,903",8.79,26.5,1.23,...,--,"18,640",9.46,"868,997",7.32,46.6,-1.96,"1,399,754",7.79,"3,891",11.72,"749,372",11.79,192.6,0.06,...,--,"55,313",6.43,"451,013",6.79,8.2,0.34,"1,236,292",8.15,"50,467",5.89,"415,291",5.92,8.2,0.03,"1,119,545",7.20,"4,847",12.39,"35,722",18.08,7.4,5.06,"116,747",18.16
2013M07,"81,258",3.24,"2,179,475",1.07,26.8,-2.10,...,--,"18,892",-0.97,"920,154",-2.36,48.7,-1.40,"1,468,633",-2.32,"4,052",3.83,"787,178",2.99,194.3,-0.81,...,--,"58,168",4.68,"471,572",5.01,8.1,0.32,"1,280,900",4.49,"52,950",4.94,"433,422",4.86,8.2,-0.08,"1,156,020",4.81,"5,219",2.07,"38,150",6.78,7.3,4.61,"124,880",1.58
2013M08,"81,735",6.62,"2,212,401",9.03,27.1,2.25,...,--,"19,054",3.60,"940,535",8.36,49.4,4.60,"1,518,781",9.98,"4,137",10.90,"801,175",10.78,193.7,-0.11,...,--,"58,406",7.22,"470,155",7.40,8.0,0.17,"1,267,007",5.42,"52,984",6.71,"430,784",6.51,8.1,-0.19,"1,140,050",5.01,"5,422",12.40,"39,371",18.14,7.3,5.11,"126,957",9.25
2013M09,"78,053",3.08,"2,095,905",4.93,26.9,1.80,...,--,"18,455",-0.67,"868,861",2.43,47.1,3.12,"1,420,299",4.86,"3,976",7.57,"771,267",8.43,194.0,0.80,...,--,"55,518",4.05,"455,382",4.08,8.2,0.03,"1,225,847",4.05,"50,472",3.44,"417,711",3.19,8.3,-0.24,"1,107,748",3.56,"5,046",10.61,"37,671",15.01,7.5,3.97,"118,099",8.93
2013M10,"83,356",2.41,"2,110,616",1.78,25.3,-0.61,...,--,"19,317",-0.71,"872,184",1.29,45.2,2.01,"1,390,614",2.27,"3,886",1.56,"740,803",1.14,190.6,-0.42,...,--,"60,010",3.51,"497,060",3.64,8.3,0.13,"1,325,346",4.89,"54,652",2.69,"457,033",2.70,8.4,0.01,"1,202,805",4.65,"5,357",12.58,"40,027",15.66,7.5,2.74,"122,540",7.38
2013M11,"83,465",6.47,"2,098,028",4.79,25.1,-1.58,...,--,"19,104",4.73,"868,086",6.04,45.4,1.25,"1,380,357",6.65,"3,862",2.65,"733,846",1.77,190.0,-0.86,...,--,"60,338",7.27,"495,477",7.26,8.2,0.00,"1,313,648",5.56,"55,448",7.34,"457,501",6.84,8.3,-0.47,"1,200,792",6.01,"4,890",6.44,"37,977",12.67,7.8,5.86,"112,856",1.08
2013M12,"91,384",7.95,"2,197,715",3.01,24.0,-4.58,...,--,"19,887",3.42,"885,592",2.72,44.5,-0.67,"1,401,199",12.81,"4,015",-0.21,"764,926",-1.12,190.5,-0.92,...,--,"67,323",9.93,"546,600",9.94,8.1,0.01,"1,465,984",8.57,"61,775",11.39,"504,180",10.66,8.2,-0.65,"1,308,597",7.18,"5,548",-4.09,"42,420",2.01,7.6,6.36,"157,387",21.63
2014M01,"84,171",5.61,"2,114,286",6.97,25.1,1.29,...,--,"19,175",4.28,"877,627",8.26,45.8,3.82,"1,388,277",8.24,"3,799",4.17,"737,871",5.54,194.2,1.32,...,--,"61,042",6.08,"498,056",6.81,8.2,0.69,"1,349,138",6.85,"55,843",5.86,"459,309",6.41,8.2,0.52,"1,221,835",6.21,"5,199",8.48,"38,747",11.78,7.5,3.04,"127,303",13.44
2014M02,"80,207",9.13,"2,119,210",1.94,26.4,-6.59,...,--,"18,596",2.32,"897,360",1.68,48.3,-0.63,"1,511,706",1.96,"3,833",-3.13,"750,357",-3.37,195.8,-0.24,...,--,"57,547",12.56,"470,289",12.27,8.2,-0.26,"1,273,481",11.48,"52,200",14.01,"430,840",13.39,8.3,-0.54,"1,143,803",13.45,"5,346",0.13,"39,449",1.34,7.4,1.21,"129,678",-3.27
2014M03,"88,844",6.55,"2,208,084",2.34,24.9,-3.95,...,--,"19,886",0.95,"911,874",3.79,45.9,2.81,"1,501,445",8.60,"4,001",-5.76,"763,825",-3.26,190.9,2.65,...,--,"64,654",9.21,"531,046",8.67,8.2,-0.50,"1,420,321",8.28,"59,584",9.63,"492,090",8.84,8.3,-0.72,"1,303,875",9.00,"5,069",4.54,"38,955",6.51,7.7,1.88,"116,445",0.87
2014M04,"83,953",8.01,"2,183,082",5.40,26.0,-2.42,...,--,"19,511",4.57,"913,726",5.81,46.8,1.18,"1,489,735",5.01,"3,985",1.82,"768,409",1.50,192.8,-0.31,...,--,"60,221",9.54,"499,719",11.06,8.3,1.38,"1,326,789",9.45,"55,366",10.14,"460,763",11.10,8.3,0.87,"1,214,869",10.34,"4,855",3.17,"38,955",10.57,8.0,7.18,"111,920",0.66
2014M05,"85,634",5.98,"2,200,341",6.07,25.7,0.09,...,--,"19,670",3.41,"917,788",7.55,46.7,4.00,"1,464,665",10.15,"4,030",3.20,"776,601",3.93,192.7,0.71,...,--,"61,772",6.97,"504,999",6.69,8.2,-0.25,"1,350,929",6.30,"56,672",6.81,"466,387",6.49,8.2,-0.30,"1,236,885",6.64,"5,100",8.73,"38,612",9.23,7.6,0.46,"114,044",2.83
2014M06,"80,792",3.61,"2,129,050",2.86,26.4,-0.73,...,--,"18,849",1.12,"900,641",3.64,47.8,2.49,"1,456,794",4.08,"3,916",0.65,"755,887",0.87,193.0,0.22,...,...,"57,849",4.58,"471,473",4.54,8.2,-0.05,"1,267,896",2.56,"52,929",4.88,"434,625",4.66,8.2,-0.21,"1,155,420",3.20,"4,920",1.52,"36,848",3.15,7.5,1.61,"112,476",-3.66
2014M07,"84,568",4.07,"2,251,803",3.32,26.6,-0.73,...,--,"19,320",2.27,"970,579",5.48,50.2,3.14,"1,578,474",7.48,"4,078",0.64,"788,478",0.17,193.3,-0.47,...,...,"60,967",4.81,"491,734",4.28,8.1,-0.51,"1,334,208",4.16,"55,610",5.02,"452,260",4.35,8.1,-0.65,"1,212,955",4.93,"5,356",2.63,"39,474",3.47,7.4,0.81,"121,253",-2.90
