期間,新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%)
1991M08,592,-5.58,27,50.00,1,0.00,28,55.56,27,12.50,5,25.00,13,-7.14,...,...,...,...,25,-24.24,4,100.00,6,-40.00,-,--,8,-11.11,77,13.24,14,27.27,17,21.43,84,-29.41,84,-1.18,99,-12.39,28,-9.68,13,-7.14,32,-17.95,389,5.71,33,17.86,-,--,35,16.67,22,10.00,7,75.00,34,70.00,...,...,...,...,11,-35.29,3,0.00,5,-66.67,-,--,5,-44.44,37,-5.13,16,77.78,10,25.00,37,-5.13,29,20.83,58,-1.69,13,85.71,5,-44.44,29,3.57
1991M09,731,40.04,24,-7.69,1,0.00,39,44.44,14,-22.22,13,85.71,19,35.71,...,...,...,...,35,52.17,9,200.00,9,-10.00,-,--,14,180.00,77,63.83,17,70.00,13,18.18,124,22.77,105,61.54,133,41.49,35,45.83,8,60.00,42,35.48,549,-0.72,20,-25.93,1,--,36,-10.00,16,-33.33,3,-70.00,19,-42.42,...,...,...,...,32,-5.88,5,66.67,24,14.29,-,--,5,-50.00,55,34.15,17,54.55,5,25.00,67,42.55,45,50.00,123,-16.33,23,109.09,7,0.00,46,-13.21
1991M10,597,4.92,19,18.75,-,--,27,17.39,21,23.53,8,100.00,16,23.08,...,...,...,...,32,10.34,4,33.33,9,-10.00,-,--,9,-18.18,58,5.45,15,66.67,11,22.22,117,13.59,85,1.19,109,-0.91,18,-33.33,12,71.43,27,-30.77,958,91.98,64,33.33,-,--,46,35.29,43,138.89,13,62.50,63,53.66,...,...,...,...,33,73.68,8,-11.11,13,-13.33,-,--,22,15.79,124,133.96,50,100.00,14,-6.67,97,102.08,80,110.53,138,142.11,34,183.33,23,666.67,93,165.71
1991M11,712,7.55,19,18.75,1,--,39,44.44,23,21.05,9,12.50,18,12.50,...,...,...,...,38,15.15,9,28.57,7,0.00,-,--,11,22.22,74,15.62,10,-23.08,6,-66.67,131,11.97,104,11.83,137,-3.52,39,95.00,10,0.00,27,-35.71,555,-56.50,16,-70.37,1,-66.67,17,-79.27,17,-74.24,6,-64.71,34,-50.00,...,...,...,...,34,-38.18,6,0.00,14,-50.00,-,--,10,-37.50,61,-61.39,18,-45.45,12,-20.00,91,-42.04,95,-37.50,68,-56.96,19,-66.67,13,-68.29,23,-78.90
1991M12,771,48.55,23,21.05,-,--,35,105.88,28,75.00,8,100.00,19,137.50,...,...,...,...,42,100.00,4,0.00,13,30.00,-,--,8,0.00,79,6.76,21,61.54,18,20.00,132,40.43,117,51.95,149,73.26,22,69.23,17,88.89,36,24.14,446,-61.82,38,-47.22,1,-66.67,19,-86.52,17,-66.67,11,-45.00,34,-56.41,...,...,...,...,20,-16.67,5,-70.59,11,-60.71,1,0.00,10,-54.55,56,-52.14,17,-59.52,12,-14.29,53,-65.13,37,-60.22,47,-69.48,18,-43.75,4,-63.64,35,-63.54
1992M01,645,0.00,21,10.53,-,--,39,56.00,15,-37.50,11,120.00,14,16.67,...,...,...,...,39,8.33,4,100.00,7,-53.33,2,100.00,4,-33.33,80,40.35,10,-37.50,15,15.38,117,-8.59,93,-7.92,106,-10.17,27,12.50,7,-41.67,34,13.33,200,-6.98,5,0.00,2,--,11,-26.67,7,-30.00,4,-20.00,14,7.69,...,...,...,...,7,-41.67,3,200.00,5,-37.50,-,--,5,-16.67,23,4.55,4,-50.00,5,25.00,29,11.54,17,0.00,32,-17.95,4,-42.86,2,0.00,21,40.00
1992M02,545,3.22,28,27.27,1,--,26,23.81,24,140.00,13,85.71,17,88.89,...,...,...,...,21,5.00,8,166.67,9,-35.71,-,--,7,-50.00,45,-6.25,9,-40.00,10,25.00,92,-17.12,89,21.92,83,-9.78,20,-4.76,12,33.33,31,0.00,217,-25.43,11,-26.67,-,--,16,-44.83,9,-55.00,3,-40.00,10,-54.55,...,...,...,...,10,-9.09,2,-33.33,6,200.00,-,--,2,-60.00,31,24.00,4,-85.19,3,-25.00,24,-47.83,26,0.00,27,-6.90,6,50.00,7,250.00,20,25.00
1992M03,574,34.43,26,30.00,2,--,31,55.00,24,50.00,6,20.00,10,25.00,...,...,...,...,25,0.00,4,33.33,14,55.56,1,0.00,3,-50.00,59,55.26,6,-57.14,11,83.33,107,21.59,86,72.00,89,17.11,29,38.10,8,60.00,33,106.25,242,-51.60,8,-65.22,-,--,12,-42.86,9,-25.00,2,-81.82,9,-72.73,...,...,...,...,8,-33.33,1,-87.50,4,-20.00,-,--,4,-78.95,30,-57.75,6,-50.00,4,-33.33,33,-41.07,32,-56.76,41,-39.71,10,-54.55,9,-10.00,20,-45.95
1992M04,584,16.57,11,-15.38,2,--,34,17.24,16,14.29,8,33.33,10,-41.18,...,...,...,...,36,71.43,9,80.00,12,20.00,-,--,12,50.00,58,38.10,12,-7.69,10,-9.09,117,30.00,79,0.00,91,13.75,26,0.00,13,8.33,28,12.00,265,32.50,12,50.00,-,--,16,-11.11,12,0.00,5,-16.67,13,30.00,...,...,...,...,11,22.22,5,25.00,5,-28.57,-,--,5,400.00,24,50.00,9,200.00,6,20.00,35,29.63,30,76.47,41,28.12,11,120.00,8,166.67,17,6.25
1992M05,591,5.72,20,25.00,1,0.00,28,33.33,19,18.75,6,0.00,20,300.00,...,...,...,...,32,18.52,7,133.33,4,-60.00,1,--,9,200.00,69,11.29,10,-16.67,9,12.50,125,12.61,80,12.68,90,-25.62,22,-21.43,9,-18.18,30,11.11,205,-4.65,7,-56.25,1,--,9,-59.09,10,42.86,3,-40.00,8,14.29,...,...,...,...,6,-14.29,6,200.00,6,0.00,-,--,7,40.00,31,0.00,8,300.00,1,-50.00,29,-19.44,18,0.00,33,22.22,10,100.00,-,--,12,0.00
1992M06,606,3.41,26,52.94,2,100.00,25,8.70,13,-38.10,5,66.67,21,90.91,...,...,...,...,28,-9.68,9,350.00,6,-57.14,-,--,9,50.00,57,-29.63,12,-33.33,14,55.56,119,4.39,99,32.00,106,8.16,24,20.00,8,-20.00,23,-28.12,257,-5.51,9,-18.18,-,--,21,-19.23,8,14.29,2,-71.43,17,-5.56,...,...,...,...,7,0.00,2,0.00,4,33.33,-,--,1,0.00,34,21.43,9,12.50,4,-55.56,31,10.71,23,-23.33,46,-11.54,9,-18.18,8,14.29,22,29.41
1992M07,650,1.72,19,-24.00,2,--,36,9.09,19,-20.83,8,60.00,15,15.38,...,...,...,...,31,40.91,4,-50.00,10,25.00,1,--,10,0.00,58,-13.43,16,14.29,24,100.00,131,11.97,83,0.00,104,-18.75,29,11.54,12,-14.29,38,26.67,519,83.39,33,450.00,1,--,58,163.64,25,127.27,18,500.00,22,120.00,...,...,...,...,20,100.00,5,0.00,10,25.00,1,--,17,240.00,47,62.07,9,-30.77,12,140.00,95,156.76,35,34.62,45,-19.64,22,120.00,9,125.00,35,52.17
1992M08,622,5.07,14,-48.15,2,100.00,31,10.71,13,-51.85,3,-40.00,11,-15.38,...,...,...,...,38,52.00,2,-50.00,20,233.33,1,--,7,-12.50,67,-12.99,18,28.57,13,-23.53,112,33.33,111,32.14,95,-4.04,20,-28.57,16,23.08,28,-12.50,228,-41.39,6,-81.82,-,--,11,-68.57,13,-40.91,4,-42.86,9,-73.53,...,...,...,...,5,-54.55,2,-33.33,4,-20.00,-,--,6,20.00,21,-43.24,4,-75.00,6,-40.00,28,-24.32,29,0.00,44,-24.14,12,-7.69,4,-20.00,20,-31.03
1992M09,624,-14.64,21,-12.50,-,--,31,-20.51,19,35.71,4,-69.23,11,-42.11,...,...,...,...,31,-11.43,6,-33.33,15,66.67,-,--,6,-57.14,67,-12.99,12,-29.41,14,7.69,108,-12.90,89,-15.24,115,-13.53,20,-42.86,18,125.00,37,-11.90,221,-59.74,7,-65.00,1,0.00,8,-77.78,5,-68.75,2,-33.33,7,-63.16,...,...,...,...,10,-68.75,4,-20.00,6,-75.00,-,--,4,-20.00,30,-45.45,4,-76.47,4,-20.00,32,-52.24,30,-33.33,38,-69.11,10,-56.52,5,-28.57,14,-69.57
1992M10,588,-1.51,22,15.79,-,--,28,3.70,25,19.05,4,-50.00,14,-12.50,...,...,...,...,32,0.00,6,50.00,13,44.44,-,--,1,-88.89,45,-22.41,13,-13.33,16,45.45,112,-4.27,101,18.82,91,-16.51,21,16.67,6,-50.00,38,40.74,"4,317",350.63,206,221.88,3,--,452,882.61,337,683.72,86,561.54,99,57.14,...,...,...,...,128,287.88,45,462.50,125,861.54,6,--,51,131.82,437,252.42,145,190.00,55,292.86,432,345.36,362,352.50,756,447.83,122,258.82,61,165.22,409,339.78
1992M11,627,-11.94,20,5.26,1,0.00,26,-33.33,21,-8.70,5,-44.44,16,-11.11,...,...,...,...,27,-28.95,6,-33.33,17,142.86,-,--,3,-72.73,62,-16.22,13,30.00,17,183.33,119,-9.16,88,-15.38,116,-15.33,21,-46.15,13,30.00,36,33.33,165,-70.27,4,-75.00,1,0.00,15,-11.76,12,-29.41,-,--,5,-85.29,...,...,...,...,6,-82.35,-,--,2,-85.71,-,--,3,-70.00,20,-67.21,11,-38.89,1,-91.67,24,-73.63,16,-83.16,23,-66.18,10,-47.37,1,-92.31,11,-52.17
1992M12,603,-21.79,24,4.35,2,--,28,-20.00,15,-46.43,9,12.50,15,-21.05,...,...,...,...,36,-14.29,12,200.00,6,-53.85,-,--,4,-50.00,50,-36.71,11,-47.62,14,-22.22,126,-4.55,102,-12.82,94,-36.91,21,-4.55,8,-52.94,26,-27.78,152,-65.92,2,-94.74,1,0.00,11,-42.11,7,-58.82,1,-90.91,8,-76.47,...,...,...,...,8,-60.00,2,-60.00,2,-81.82,-,--,1,-90.00,16,-71.43,5,-70.59,2,-83.33,25,-52.83,20,-45.95,28,-40.43,4,-77.78,-,--,9,-74.29
1993M01,420,-34.88,9,-57.14,-,--,23,-41.03,8,-46.67,6,-45.45,14,0.00,...,...,...,...,15,-61.54,5,25.00,10,42.86,-,--,9,125.00,29,-63.75,17,70.00,12,-20.00,79,-32.48,66,-29.03,66,-37.74,21,-22.22,9,28.57,22,-35.29,149,-25.50,8,60.00,-,--,11,0.00,5,-28.57,2,-50.00,10,-28.57,...,...,...,...,9,28.57,-,--,1,-80.00,-,--,-,--,23,0.00,9,125.00,4,-20.00,22,-24.14,11,-35.29,17,-46.88,5,25.00,2,0.00,10,-52.38
1993M02,464,-14.86,16,-42.86,-,--,15,-42.31,16,-33.33,3,-76.92,14,-17.65,...,...,...,...,26,23.81,5,-37.50,6,-33.33,-,--,6,-14.29,57,26.67,7,-22.22,18,80.00,99,7.61,74,-16.85,63,-24.10,17,-15.00,8,-33.33,14,-54.84,258,18.89,15,36.36,1,--,15,-6.25,16,77.78,3,0.00,18,80.00,...,...,...,...,8,-20.00,1,-50.00,5,-16.67,-,--,2,0.00,26,-16.13,22,450.00,4,33.33,29,20.83,28,7.69,37,37.04,5,-16.67,2,-71.43,21,5.00
1993M03,502,-12.54,19,-26.92,-,--,25,-19.35,20,-16.67,3,-50.00,14,40.00,...,...,...,...,35,40.00,4,0.00,8,-42.86,-,--,2,-33.33,45,-23.73,11,83.33,16,45.45,98,-8.41,74,-13.95,70,-21.35,27,-6.90,7,-12.50,24,-27.27,184,-23.97,4,-50.00,-,--,11,-8.33,3,-66.67,5,150.00,10,11.11,...,...,...,...,13,62.50,2,100.00,-,--,-,--,6,50.00,20,-33.33,4,-33.33,2,-50.00,24,-27.27,12,-62.50,40,-2.44,8,-20.00,4,-55.56,16,-20.00
1993M04,549,-5.99,15,36.36,-,--,32,-5.88,23,43.75,3,-62.50,10,0.00,...,...,...,...,35,-2.78,4,-55.56,9,-25.00,2,--,6,-50.00,43,-25.86,10,-16.67,15,50.00,112,-4.27,77,-2.53,76,-16.48,31,19.23,12,-7.69,34,21.43,92,-65.28,2,-83.33,-,--,6,-62.50,1,-91.67,2,-60.00,-,--,...,...,...,...,5,-54.55,-,--,2,-60.00,-,--,2,-60.00,8,-66.67,1,-88.89,1,-83.33,14,-60.00,10,-66.67,18,-56.10,3,-72.73,4,-50.00,13,-23.53
1993M05,624,5.58,15,-25.00,-,--,26,-7.14,33,73.68,4,-33.33,8,-60.00,...,...,...,...,40,25.00,6,-14.29,11,175.00,-,--,6,-33.33,57,-17.39,22,120.00,17,88.89,129,3.20,95,18.75,89,-1.11,29,31.82,16,77.78,21,-30.00,184,-10.24,11,57.14,1,0.00,11,22.22,5,-50.00,1,-66.67,13,62.50,...,...,...,...,7,16.67,1,-83.33,2,-66.67,-,--,4,-42.86,26,-16.13,9,12.50,3,200.00,23,-20.69,20,11.11,22,-33.33,7,-30.00,8,--,10,-16.67
1993M06,555,-8.42,16,-38.46,-,--,25,0.00,23,76.92,3,-40.00,4,-80.95,...,...,...,...,27,-3.57,6,-33.33,6,0.00,-,--,7,-22.22,33,-42.11,14,16.67,23,64.29,106,-10.92,117,18.18,84,-20.75,34,41.67,8,0.00,19,-17.39,218,-15.18,14,55.56,-,--,17,-19.05,8,0.00,2,0.00,19,11.76,...,...,...,...,7,0.00,2,0.00,4,0.00,-,--,7,600.00,29,-14.71,12,33.33,2,-50.00,30,-3.23,19,-17.39,29,-36.96,6,-33.33,5,-37.50,6,-72.73
1993M07,643,-1.08,20,5.26,-,--,21,-41.67,26,36.84,4,-50.00,7,-53.33,...,...,...,...,39,25.81,5,25.00,9,-10.00,-,--,9,-10.00,57,-1.72,17,6.25,17,-29.17,128,-2.29,109,31.33,102,-1.92,29,0.00,7,-41.67,37,-2.63,273,-47.40,15,-54.55,-,--,28,-51.72,6,-76.00,5,-72.22,17,-22.73,...,...,...,...,16,-20.00,1,-80.00,2,-80.00,-,--,8,-52.94,26,-44.68,10,11.11,5,-58.33,37,-61.05,31,-11.43,35,-22.22,7,-68.18,7,-22.22,17,-51.43
1993M08,639,2.73,22,57.14,2,0.00,31,0.00,27,107.69,6,100.00,14,27.27,...,...,...,...,40,5.26,5,150.00,10,-50.00,-,--,6,-14.29,49,-26.87,10,-44.44,16,23.08,132,17.86,116,4.50,92,-3.16,28,40.00,8,-50.00,25,-10.71,286,25.44,19,216.67,-,--,22,100.00,7,-46.15,4,0.00,13,44.44,...,...,...,...,13,160.00,3,50.00,3,-25.00,-,--,9,50.00,43,104.76,7,75.00,8,33.33,36,28.57,29,0.00,37,-15.91,11,-8.33,4,0.00,18,-10.00
1993M09,775,24.20,21,0.00,-,--,39,25.81,26,36.84,7,75.00,20,81.82,...,...,...,...,45,45.16,7,16.67,12,-20.00,-,--,9,50.00,64,-4.48,19,58.33,13,-7.14,160,48.15,123,38.20,135,17.39,36,80.00,9,-50.00,30,-18.92,302,36.65,16,128.57,-,--,24,200.00,18,260.00,2,0.00,12,71.43,...,...,...,...,10,0.00,6,50.00,8,33.33,-,--,6,50.00,42,40.00,13,225.00,9,125.00,44,37.50,28,-6.67,37,-2.63,6,-40.00,2,-60.00,19,35.71
1993M10,661,12.41,22,0.00,1,--,25,-10.71,17,-32.00,5,25.00,20,42.86,...,...,...,...,37,15.62,2,-66.67,7,-46.15,-,--,6,500.00,61,35.56,12,-7.69,22,37.50,143,27.68,97,-3.96,117,28.57,36,71.43,5,-16.67,26,-31.58,912,-78.87,108,-47.57,4,33.33,55,-87.83,33,-90.21,13,-84.88,80,-19.19,...,...,...,...,37,-71.09,7,-84.44,15,-88.00,-,--,13,-74.51,98,-77.57,47,-67.59,9,-83.64,95,-78.01,72,-80.11,88,-88.36,33,-72.95,31,-49.18,74,-81.91
1993M11,603,-3.83,22,10.00,1,0.00,25,-3.85,18,-14.29,4,-20.00,12,-25.00,...,...,...,...,31,14.81,5,-16.67,9,-47.06,-,--,7,133.33,55,-11.29,13,0.00,19,11.76,123,3.36,89,1.14,88,-24.14,30,42.86,11,-15.38,41,13.89,877,431.52,27,575.00,-,--,22,46.67,24,100.00,9,--,50,900.00,...,...,...,...,55,816.67,4,--,21,950.00,-,--,9,200.00,104,420.00,26,136.36,19,"1,800.00",114,375.00,152,850.00,123,434.78,30,200.00,19,"1,800.00",69,527.27
1993M12,283,-53.07,11,-54.17,-,--,12,-57.14,8,-46.67,2,-77.78,6,-60.00,...,...,...,...,9,-75.00,6,-50.00,9,50.00,-,--,2,-50.00,22,-56.00,3,-72.73,7,-50.00,50,-60.32,45,-55.88,53,-43.62,19,-9.52,3,-62.50,16,-38.46,929,511.18,101,"4,950.00",2,100.00,69,527.27,27,285.71,16,"1,500.00",74,825.00,...,...,...,...,38,375.00,3,50.00,15,650.00,-,--,16,"1,500.00",103,543.75,17,240.00,26,"1,200.00",155,520.00,80,300.00,70,150.00,28,600.00,7,--,82,811.11
1994M01,662,57.62,21,133.33,-,--,34,47.83,9,12.50,4,-33.33,3,-78.57,24,...,4,...,23,53.33,10,100.00,9,-10.00,3,--,9,0.00,45,55.17,21,23.53,14,16.67,119,50.63,98,48.48,115,74.24,32,52.38,12,33.33,53,140.91,488,227.52,37,362.50,-,--,35,218.18,30,500.00,6,200.00,27,170.00,8,...,12,...,7,-22.22,4,--,12,"1,100.00",2,--,11,--,49,113.04,58,544.44,4,0.00,37,68.18,26,136.36,63,270.59,6,20.00,6,200.00,48,380.00
1994M02,179,-61.42,8,-50.00,-,--,9,-40.00,4,-75.00,3,0.00,1,-92.86,3,...,2,...,4,-84.62,-,--,7,16.67,2,--,2,-66.67,16,-71.93,1,-85.71,6,-66.67,39,-60.61,33,-55.41,28,-55.56,6,-64.71,2,-75.00,3,-78.57,61,-76.36,3,-80.00,-,--,2,-86.67,1,-93.75,2,-33.33,2,-88.89,1,...,-,...,2,-75.00,-,--,1,-80.00,-,--,-,--,8,-69.23,3,-86.36,-,--,5,-82.76,7,-75.00,15,-59.46,1,-80.00,2,0.00,6,-71.43
1994M03,573,14.14,19,0.00,-,--,27,8.00,15,-25.00,3,0.00,11,-21.43,10,...,10,...,18,-48.57,8,100.00,7,-12.50,1,--,7,250.00,40,-11.11,23,109.09,13,-18.75,128,30.61,71,-4.05,89,27.14,29,7.41,13,85.71,31,29.17,"2,336","1,169.57",86,"2,050.00",-,--,199,"1,709.09",76,"2,433.33",23,360.00,74,640.00,91,...,40,...,38,192.31,21,950.00,48,--,-,--,62,933.33,297,"1,385.00",41,925.00,26,"1,200.00",271,"1,029.17",287,"2,291.67",368,820.00,67,737.50,30,650.00,191,"1,093.75"
1994M04,540,-1.64,13,-13.33,-,--,31,-3.12,17,-26.09,2,-33.33,7,-30.00,15,...,6,...,24,-31.43,7,75.00,6,-33.33,1,-50.00,2,-66.67,50,16.28,16,60.00,21,40.00,116,3.57,57,-25.97,94,23.68,15,-51.61,13,8.33,27,-20.59,192,108.70,10,400.00,-,--,10,66.67,6,500.00,2,0.00,4,--,5,...,3,...,4,-20.00,1,--,6,200.00,-,--,4,100.00,22,175.00,8,700.00,2,100.00,20,42.86,26,160.00,35,94.44,9,200.00,1,-75.00,14,7.69
