期間,總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),進港_原始值,進港_年增率(%),進港_原始值,進港_年增率(%),進港_原始值,進港_年增率(%),進港_原始值,進港_年增率(%),進港_原始值,進港_年增率(%),進港_原始值,進港_年增率(%),進港_原始值,進港_年增率(%),進港_原始值,進港_年增率(%),出港_原始值,出港_年增率(%),出港_原始值,出港_年增率(%),出港_原始值,出港_年增率(%),出港_原始值,出港_年增率(%),出港_原始值,出港_年增率(%),出港_原始值,出港_年增率(%),出港_原始值,出港_年增率(%),出港_原始值,出港_年增率(%)
2008M07,"22,715,197",-6.54,"2,565,857",-3.83,"12,032,474",-3.38,"1,288,235",-18.00,"5,195,747",-5.73,"420,887",-32.45,"434,990",-11.69,"777,007",-21.20,"16,892,514",-4.04,"1,982,908",-0.87,"8,559,387",-1.06,"151,801",-39.68,"4,754,230",-2.52,"270,027",-26.63,"424,814",-12.02,"749,347",-22.85,"5,822,683",-13.13,"582,949",-12.70,"3,473,087",-8.65,"1,136,434",-13.86,"441,517",-30.41,"150,860",-40.86,"10,176",4.89,"27,660",87.54
2008M08,"24,531,670",10.33,"2,768,793",14.89,"13,885,453",13.54,"1,532,420",2.84,"4,373,531",-4.52,"416,902",25.76,"827,090",132.35,"727,481",-13.21,"18,483,547",16.07,"2,151,974",23.11,"10,269,595",22.07,"314,142",0.56,"3,955,890",-3.52,"256,309",46.10,"816,866",138.82,"718,771",-13.85,"6,048,123",-4.16,"616,819",-6.82,"3,615,858",-5.26,"1,218,278",3.44,"417,641",-13.05,"160,593",2.90,"10,224",-26.50,"8,710",129.45
2008M09,"20,897,033",-10.13,"2,455,328",-7.73,"11,318,513",-11.79,"1,123,258",-23.00,"4,528,128",3.19,"273,362",-46.49,"532,390",14.72,"666,054",-28.96,"15,421,623",-7.72,"1,897,431",-4.23,"7,937,450",-10.38,"87,005",-72.15,"4,156,236",7.12,"180,226",-41.95,"521,513",15.75,"641,762",-30.20,"5,475,410",-16.29,"557,897",-17.93,"3,381,063",-14.93,"1,036,253",-9.61,"371,892",-26.85,"93,136",-53.52,"10,877",-19.66,"24,292",33.89
2008M10,"20,991,734",-6.11,"2,267,559",-12.94,"11,366,029",-3.73,"1,690,066",10.55,"4,009,671",-14.71,"515,488",-7.13,"377,532",-14.41,"765,389",6.27,"14,752,646",-5.09,"1,724,613",-9.34,"7,694,651",-0.44,"271,788",9.96,"3,609,252",-13.43,"345,540",-6.23,"371,584",-12.72,"735,218",4.76,"6,239,088",-8.43,"542,946",-22.70,"3,671,378",-9.95,"1,418,278",10.67,"400,419",-24.73,"169,948",-8.90,"5,948",-61.28,"30,171",64.08
2008M11,"19,408,088",-10.04,"2,198,138",-7.24,"10,352,287",-11.58,"1,082,635",-19.88,"4,297,358",-9.18,"419,731",-15.97,"454,166",93.07,"603,773",-11.11,"14,215,681",-7.31,"1,720,917",0.08,"7,173,238",-10.17,"185,391",-16.67,"3,815,297",-9.73,"287,681",-10.74,"451,202",99.36,"581,955",-8.24,"5,192,407",-16.76,"477,221",-26.62,"3,179,049",-14.60,"897,244",-20.52,"482,061",-4.58,"132,050",-25.48,"2,964",-66.73,"21,818",-51.53
2008M12,"18,681,869",-19.79,"2,060,112",-26.13,"10,103,647",-23.74,"1,378,528",-11.42,"3,646,670",-6.48,"242,831",-40.58,"474,764",-25.70,"775,317",3.40,"13,171,320",-20.00,"1,592,257",-25.51,"6,966,314",-25.03,"260,141",81.21,"3,012,922",-9.57,"122,320",-35.87,"459,723",-26.03,"757,643",1.47,"5,510,549",-19.28,"467,855",-28.14,"3,137,333",-20.70,"1,118,387",-20.84,"633,748",11.65,"120,511",-44.70,"15,041",-14.13,"17,674",466.29
2009M01,"15,890,858",-32.41,"1,679,891",-42.79,"8,179,903",-36.69,"1,039,051",-37.96,"3,362,496",-12.67,"371,599",-39.32,"633,268",3.17,"624,650",-30.95,"11,056,596",-33.98,"1,296,394",-43.65,"5,253,170",-40.05,"176,913",-53.43,"2,930,446",-12.53,"155,592",-66.03,"630,346",4.85,"613,735",-31.50,"4,834,262",-28.53,"383,497",-39.68,"2,926,733",-29.60,"862,138",-33.42,"432,050",-13.59,"216,007",39.86,"2,922",-76.80,"10,915",25.75
2009M02,"17,555,172",-7.64,"1,520,802",-19.81,"9,749,616",-12.24,"1,167,735",11.86,"3,475,923",-0.34,"481,667",2.60,"530,303",69.84,"629,126",-8.40,"12,332,387",-10.06,"1,125,271",-21.06,"6,445,005",-15.29,"300,877",68.43,"2,957,102",-6.37,"368,867",2.74,"524,495",73.66,"610,770",-10.13,"5,222,785",-1.37,"395,531",-16.00,"3,304,611",-5.62,"866,858",0.18,"518,821",57.40,"112,800",2.14,"5,808",-43.20,"18,356",153.82
2009M03,"19,871,846",-23.84,"2,096,044",-24.12,"10,279,085",-30.13,"1,031,505",-35.12,"4,593,527",-7.84,"386,900",-13.43,"677,324",-2.38,"807,461",-10.55,"13,906,578",-26.82,"1,498,841",-27.28,"6,567,579",-37.45,"97,849",-59.35,"4,109,367",-7.42,"240,564",22.68,"670,129",-0.52,"722,249",-19.14,"5,965,268",-15.85,"597,203",-14.83,"3,711,506",-11.89,"933,656",-30.80,"484,160",-11.31,"146,336",-41.65,"7,195",-64.38,"85,212",802.19
2009M04,"19,754,968",-17.84,"1,898,433",-24.37,"10,455,185",-21.50,"1,298,940",-18.58,"4,252,977",-8.20,"314,697",-40.12,"546,781",-22.99,"987,955",31.63,"14,126,782",-19.04,"1,410,951",-24.78,"7,124,447",-22.32,"175,098",-55.33,"3,789,953",-9.27,"167,715",-58.28,"542,866",-21.91,"915,752",24.60,"5,628,186",-14.67,"487,482",-23.17,"3,330,738",-19.70,"1,123,842",-6.61,"463,024",1.66,"146,982",18.92,"3,915",-73.68,"72,203",362.28
2009M05,"18,793,582",-22.93,"1,957,733",-29.75,"9,643,854",-29.49,"1,117,564",-13.77,"4,022,485",-19.34,"455,534",119.79,"656,222",-6.05,"940,190",28.48,"13,259,551",-24.64,"1,452,254",-31.64,"6,378,335",-31.45,"84,963",-44.72,"3,534,409",-21.35,"313,124",179.39,"654,203",-4.27,"842,263",16.43,"5,534,031",-18.50,"505,479",-23.72,"3,265,519",-25.33,"1,032,601",-9.61,"488,076",-1.01,"142,410",49.62,"2,019",-86.69,"97,927","1,073.76"
2009M06,"20,203,389",-7.80,"2,057,113",-23.43,"10,690,677",-10.40,"1,213,098",-19.29,"4,304,737",2.26,"257,373",-24.28,"630,629",30.98,"1,049,762",37.88,"14,586,385",-8.03,"1,537,839",-24.12,"7,399,423",-11.69,"161,516",-38.26,"3,787,724",1.59,"161,623",-33.23,"629,801",34.36,"908,459",20.70,"5,617,004",-7.22,"519,274",-21.30,"3,291,254",-7.36,"1,051,582",-15.30,"517,013",7.43,"95,750",-2.13,828,-93.48,"141,303","1,528.67"
2009M07,"20,569,350",-9.45,"1,917,114",-25.28,"10,631,749",-11.64,"1,077,011",-16.40,"4,946,663",-4.79,"445,086",5.75,"549,200",26.26,"1,002,527",29.02,"14,980,275",-11.32,"1,434,291",-27.67,"7,286,485",-14.87,"168,451",10.97,"4,441,423",-6.58,"272,742",1.01,"547,064",28.78,"829,819",10.74,"5,589,075",-4.01,"482,823",-17.18,"3,345,264",-3.68,"908,560",-20.05,"505,240",14.43,"172,344",14.24,"2,136",-79.01,"172,708",524.40
2009M08,"22,047,165",-10.13,"2,037,522",-26.41,"11,528,813",-16.97,"1,138,968",-25.68,"5,297,663",21.13,"425,399",2.04,"660,746",-20.11,"958,054",31.69,"16,403,580",-11.25,"1,501,347",-30.23,"8,265,596",-19.51,"115,065",-63.37,"4,711,217",19.09,"315,939",23.26,"659,269",-19.29,"835,147",16.19,"5,643,585",-6.69,"536,175",-13.07,"3,263,217",-9.75,"1,023,903",-15.95,"586,446",40.42,"109,460",-31.84,"1,477",-85.55,"122,907","1,311.10"
2009M09,"21,982,164",5.19,"1,987,612",-19.05,"11,175,930",-1.26,"1,215,182",8.18,"5,064,380",11.84,"544,122",99.05,"768,604",44.37,"1,226,334",84.12,"16,461,880",6.75,"1,537,313",-18.98,"7,846,843",-1.14,"244,452",180.96,"4,579,247",10.18,"368,947",104.71,"761,497",46.02,"1,123,581",75.08,"5,520,284",0.82,"450,299",-19.29,"3,329,087",-1.54,"970,730",-6.32,"485,133",30.45,"175,175",88.09,"7,107",-34.66,"102,753",322.99
2009M10,"18,859,073",-10.16,"1,840,901",-18.82,"9,892,420",-12.97,"812,400",-51.93,"4,299,152",7.22,"382,746",-25.75,"557,045",47.55,"1,074,409",40.37,"13,734,809",-6.90,"1,359,531",-21.17,"6,746,217",-12.33,"64,224",-76.37,"3,821,351",5.88,"246,076",-28.79,"546,624",47.11,"950,786",29.32,"5,124,264",-17.87,"481,370",-11.34,"3,146,203",-14.30,"748,176",-47.25,"477,801",19.33,"136,670",-19.58,"10,421",75.20,"123,623",309.74
2009M11,"20,076,812",3.45,"2,016,583",-8.26,"10,801,858",4.34,"1,203,070",11.12,"4,418,872",2.83,"371,101",-11.59,"292,463",-35.60,"972,865",61.13,"14,653,555",3.08,"1,532,561",-10.95,"7,588,362",5.79,"263,467",42.11,"3,906,404",2.39,"216,271",-24.82,"290,684",-35.58,"855,806",47.06,"5,423,257",4.45,"484,022",1.43,"3,213,496",1.08,"939,603",4.72,"512,468",6.31,"154,830",17.25,"1,779",-39.98,"117,059",436.52
2009M12,"20,133,295",7.77,"2,029,350",-1.49,"10,541,172",4.33,"1,086,511",-21.18,"4,707,652",29.09,"537,877",121.50,"253,410",-46.62,"977,323",26.05,"15,067,191",14.39,"1,553,253",-2.45,"7,691,853",10.41,"194,480",-25.24,"4,189,045",39.04,"357,777",192.49,"241,088",-47.56,"839,695",10.83,"5,066,104",-8.07,"476,097",1.76,"2,849,319",-9.18,"892,031",-20.24,"518,607",-18.17,"180,100",49.45,"12,322",-18.08,"137,628",678.70
2010M01,"21,387,515",34.59,"2,296,019",36.68,"11,201,486",36.94,"1,519,068",46.20,"4,736,114",40.85,"410,748",10.54,"166,065",-73.78,"1,058,015",69.38,"15,830,325",43.18,"1,774,380",36.87,"8,203,671",56.17,"365,764",106.75,"4,195,880",43.18,"218,643",40.52,"163,079",-74.13,"908,908",48.09,"5,557,190",14.95,"521,639",36.02,"2,997,815",2.43,"1,153,304",33.77,"540,234",25.04,"192,105",-11.07,"2,986",2.19,"149,107","1,266.07"
2010M02,"16,628,057",-5.28,"1,507,974",-0.84,"8,393,753",-13.91,"1,000,631",-14.31,"4,376,768",25.92,"547,192",13.60,"111,501",-78.97,"690,238",9.71,"12,549,895",1.76,"1,178,475",4.73,"6,044,157",-6.22,"254,449",-15.43,"4,019,567",35.93,"352,016",-4.57,"101,812",-80.59,"599,419",-1.86,"4,078,162",-21.92,"329,499",-16.69,"2,349,596",-28.90,"746,182",-13.92,"357,201",-31.15,"195,176",73.03,"9,689",66.82,"90,819",394.76
2010M03,"20,542,797",3.38,"2,405,705",14.77,"10,051,897",-2.21,"1,097,964",6.44,"5,270,297",14.73,"601,824",55.55,"113,907",-83.18,"1,001,203",23.99,"14,564,090",4.73,"1,824,392",21.72,"6,630,290",0.95,"63,256",-35.35,"4,716,483",14.77,"368,570",53.21,"107,506",-83.96,"853,593",18.19,"5,978,707",0.23,"581,313",-2.66,"3,421,607",-7.81,"1,034,708",10.82,"553,814",14.39,"233,254",59.40,"6,401",-11.04,"147,610",73.23
2010M04,"20,207,490",2.29,"2,073,199",9.21,"10,415,662",-0.38,"1,116,072",-14.08,"4,923,151",15.76,"593,814",88.69,"84,522",-84.54,"1,001,070",1.33,"14,714,382",4.16,"1,544,779",9.48,"7,416,580",4.10,"152,362",-12.98,"4,388,597",15.80,"307,831",83.54,"81,054",-85.07,"823,179",-10.11,"5,493,108",-2.40,"528,420",8.40,"2,999,082",-9.96,"963,710",-14.25,"534,554",15.45,"285,983",94.57,"3,468",-11.42,"177,891",146.38
2010M05,"21,758,980",15.78,"2,357,383",20.41,"10,649,784",10.43,"1,289,224",15.36,"5,830,508",44.95,"349,518",-23.27,"81,524",-87.58,"1,201,039",27.74,"15,978,547",20.51,"1,751,923",20.63,"7,290,336",14.30,"358,871",322.39,"5,263,791",48.93,"215,658",-31.13,"73,227",-88.81,"1,024,741",21.67,"5,780,433",4.45,"605,460",19.78,"3,359,448",2.88,"930,353",-9.90,"566,717",16.11,"133,860",-6.00,"8,297",310.95,"176,298",80.03
2010M06,"20,781,734",2.86,"2,101,824",2.17,"10,591,406",-0.93,"1,080,560",-10.93,"5,699,526",32.40,"215,903",-16.11,"107,662",-82.93,"984,853",-6.18,"15,788,373",8.24,"1,586,363",3.16,"7,733,493",4.51,"232,292",43.82,"5,212,214",37.61,"104,143",-35.56,"98,286",-84.39,"821,582",-9.56,"4,993,361",-11.10,"515,461",-0.73,"2,857,913",-13.17,"848,268",-19.33,"487,312",-5.74,"111,760",16.72,"9,376","1,032.37","163,271",15.55
2010M07,"20,419,321",-0.73,"2,017,096",5.22,"10,644,564",0.12,"1,253,059",16.35,"4,986,708",0.81,"373,263",-16.14,"80,777",-85.29,"1,063,854",6.12,"15,138,547",1.06,"1,511,207",5.36,"7,697,664",5.64,"320,596",90.32,"4,426,825",-0.33,"242,116",-11.23,"79,519",-85.46,"860,620",3.71,"5,280,774",-5.52,"505,889",4.78,"2,946,900",-11.91,"932,463",2.63,"559,883",10.82,"131,147",-23.90,"1,258",-41.10,"203,234",17.67
2010M08,"21,988,559",-0.27,"2,179,846",6.99,"10,839,560",-5.98,"1,106,709",-2.83,"5,989,159",13.05,"750,880",76.51,"95,795",-85.50,"1,026,610",7.16,"16,330,850",-0.44,"1,679,754",11.88,"7,474,198",-9.57,"270,599",135.17,"5,453,063",15.75,"556,925",76.28,"87,703",-86.70,"808,608",-3.18,"5,657,709",0.25,"500,092",-6.73,"3,365,362",3.13,"836,110",-18.34,"536,096",-8.59,"193,955",77.19,"8,092",447.87,"218,002",77.37
2010M09,"19,781,217",-10.01,"1,931,494",-2.82,"10,124,899",-9.40,"976,870",-19.61,"5,195,317",2.59,"467,521",-14.08,"73,140",-90.48,"1,011,976",-17.48,"14,480,962",-12.03,"1,459,049",-5.09,"6,931,541",-11.66,"168,909",-30.90,"4,677,105",2.14,"317,121",-14.05,"68,066",-91.06,"859,171",-23.53,"5,300,255",-3.99,"472,445",4.92,"3,193,358",-4.08,"807,961",-16.77,"518,212",6.82,"150,400",-14.14,"5,074",-28.61,"152,805",48.71
2010M10,"20,646,960",9.48,"2,013,606",9.38,"10,226,652",3.38,"1,238,404",52.44,"5,815,554",35.27,"339,973",-11.18,"97,659",-82.47,"915,112",-14.83,"15,271,270",11.19,"1,507,235",10.86,"7,160,469",6.14,"322,502",402.15,"5,200,011",36.08,"220,101",-10.56,"94,140",-82.78,"766,812",-19.35,"5,375,690",4.91,"506,371",5.19,"3,066,183",-2.54,"915,902",22.42,"615,543",28.83,"119,872",-12.29,"3,519",-66.23,"148,300",19.96
2010M11,"21,662,022",7.90,"2,082,076",3.25,"11,064,575",2.43,"1,103,262",-8.30,"5,774,194",30.67,"410,696",10.67,"82,448",-71.81,"1,144,771",17.67,"16,225,876",10.73,"1,600,774",4.45,"7,873,589",3.76,"197,834",-24.91,"5,207,610",33.31,"287,533",32.95,"75,773",-73.93,"982,763",14.83,"5,436,146",0.24,"481,302",-0.56,"3,190,986",-0.70,"905,428",-3.64,"566,584",10.56,"123,163",-20.45,"6,675",275.21,"162,008",38.40
2010M12,"20,680,802",2.72,"2,040,365",0.54,"10,748,195",1.96,"1,131,657",4.16,"5,076,193",7.83,"452,727",-15.83,"101,921",-59.78,"1,129,744",15.60,"15,242,950",1.17,"1,584,690",2.02,"7,562,057",-1.69,"243,423",25.17,"4,518,039",7.85,"298,410",-16.59,"95,394",-60.43,"940,937",12.06,"5,437,852",7.34,"455,675",-4.29,"3,186,138",11.82,"888,234",-0.43,"558,154",7.63,"154,317",-14.32,"6,527",-47.03,"188,807",37.19
