期間,民意代表企業主管及經理人員_原始值,民意代表企業主管及經理人員_年增率(%),民意代表企業主管及經理人員_原始值,民意代表企業主管及經理人員_年增率(%),民意代表企業主管及經理人員_原始值,民意代表企業主管及經理人員_年增率(%),專業人員_原始值,專業人員_年增率(%),專業人員_原始值,專業人員_年增率(%),專業人員_原始值,專業人員_年增率(%),技術員及助理專業人員_原始值,技術員及助理專業人員_年增率(%),技術員及助理專業人員_原始值,技術員及助理專業人員_年增率(%),技術員及助理專業人員_原始值,技術員及助理專業人員_年增率(%),事務工作人員_原始值,事務工作人員_年增率(%),事務工作人員_原始值,事務工作人員_年增率(%),事務工作人員_原始值,事務工作人員_年增率(%),服務工作人員及售貨員_原始值,服務工作人員及售貨員_年增率(%),服務工作人員及售貨員_原始值,服務工作人員及售貨員_年增率(%),服務工作人員及售貨員_原始值,服務工作人員及售貨員_年增率(%),農林漁牧工作人員_原始值,農林漁牧工作人員_年增率(%),農林漁牧工作人員_原始值,農林漁牧工作人員_年增率(%),農林漁牧工作人員_原始值,農林漁牧工作人員_年增率(%),生產及有關工人、機械設備操作工及體力工_原始值,生產及有關工人、機械設備操作工及體力工_年增率(%),生產及有關工人、機械設備操作工及體力工_原始值,生產及有關工人、機械設備操作工及體力工_年增率(%),生產及有關工人、機械設備操作工及體力工_原始值,生產及有關工人、機械設備操作工及體力工_年增率(%)
1995M05,435,4.12,377,3.60,58,7.58,475,2.13,233,-1.52,242,5.91,"1,309",5.76,793,4.21,516,8.23,879,9.18,228,5.81,651,10.42,"1,483",2.82,694,3.05,789,2.62,935,-2.57,657,-2.61,278,-2.47,"3,492",-1.65,"2,531",-0.69,961,-4.10
1995M06,434,1.20,376,0.62,58,5.08,487,-0.57,238,-3.70,249,2.62,"1,320",5.07,808,5.33,512,4.66,904,8.86,230,10.31,674,8.37,"1,478",5.31,710,3.86,768,6.69,950,0.54,678,0.18,272,1.43,"3,410",-2.74,"2,471",-1.75,939,-5.25
1995M07,434,1.09,379,0.80,55,3.12,496,1.25,249,-2.03,247,4.78,"1,334",2.46,817,4.74,517,-0.95,912,8.53,230,4.26,682,10.05,"1,469",4.85,704,5.04,765,4.67,979,0.36,688,-2.88,290,9.01,"3,452",-1.82,"2,494",-1.10,957,-3.65
1995M08,452,5.82,391,6.70,61,0.49,521,6.49,250,4.07,271,8.82,"1,336",0.74,820,2.32,516,-1.67,881,3.85,224,-2.91,657,6.37,"1,482",3.39,705,5.52,777,1.54,949,-3.23,670,-4.26,279,-0.66,"3,464",-2.44,"2,520",-0.58,944,-7.09
1995M09,434,1.07,370,2.57,64,-6.85,512,4.48,242,0.03,270,8.80,"1,351",3.37,839,5.38,512,0.23,864,4.03,214,-3.85,650,6.92,"1,505",4.83,722,6.51,783,3.32,944,-4.79,670,-5.57,274,-2.82,"3,425",-2.03,"2,504",0.40,921,-8.09
1995M10,428,-1.57,374,-0.47,55,-8.45,519,3.79,248,-1.20,271,8.81,"1,374",1.74,841,1.64,533,1.92,877,2.03,214,-6.79,662,5.26,"1,505",2.33,712,0.42,794,4.10,941,-2.53,666,-2.70,275,-2.12,"3,422",-1.21,"2,504",1.55,918,-8.02
1995M11,431,-3.97,380,-3.22,52,-9.11,522,4.85,255,3.32,268,6.35,"1,382",2.85,840,3.25,541,2.24,879,2.63,220,-0.55,659,3.74,"1,511",2.27,716,3.28,795,1.37,921,-1.88,665,-2.03,257,-1.50,"3,427",-2.04,"2,485",-1.03,942,-4.60
1995M12,442,-2.00,382,-3.16,60,6.01,524,9.15,260,6.49,264,11.91,"1,374",2.70,822,2.99,552,2.27,866,1.25,219,-3.94,647,3.14,"1,504",1.30,697,1.06,807,1.51,955,-0.47,688,-2.31,267,4.61,"3,432",-2.21,"2,503",-0.77,929,-5.88
1996M01,435,-2.00,376,-3.10,59,5.61,513,4.42,247,2.86,266,5.91,"1,352",1.07,798,-0.15,555,2.88,880,1.00,227,-0.32,654,1.47,"1,536",3.28,721,1.51,815,4.90,938,0.13,680,-1.01,258,3.28,"3,448",-2.13,"2,519",-1.52,929,-3.75
1996M02,431,-1.17,372,-2.76,59,10.18,528,7.45,263,7.80,266,7.12,"1,344",1.21,799,1.79,545,0.36,874,1.86,219,-1.52,655,3.04,"1,531",6.22,719,2.39,812,9.85,921,-0.27,645,-4.11,276,10.00,"3,501",-0.78,"2,553",0.06,948,-2.98
1996M03,430,0.35,376,-0.29,54,5.03,556,15.02,278,13.86,278,16.20,"1,361",3.86,803,3.13,557,4.94,896,3.69,222,0.88,674,4.65,"1,490",3.59,699,0.73,791,6.25,924,-0.96,652,-4.28,272,8.04,"3,370",-4.85,"2,461",-3.86,909,-7.45
1996M04,425,-0.56,374,0.57,50,-8.25,543,13.16,264,7.06,279,19.59,"1,360",5.03,802,2.93,557,8.20,921,5.99,228,6.55,693,5.81,"1,484",2.55,701,2.46,783,2.64,923,-1.55,648,-4.41,275,5.91,"3,362",-5.59,"2,454",-4.76,908,-7.76
1996M05,433,-0.57,375,-0.35,57,-1.97,531,11.82,255,9.38,277,14.16,"1,380",5.42,826,4.20,554,7.30,915,4.09,225,-1.19,690,5.94,"1,524",2.80,709,2.26,815,3.27,923,-1.24,631,-3.86,292,4.97,"3,343",-4.27,"2,422",-4.32,921,-4.16
1996M06,433,-0.22,373,-0.66,60,2.63,528,8.34,259,8.55,269,8.14,"1,377",4.31,835,3.26,542,5.97,909,0.56,210,-8.71,699,3.72,"1,523",3.03,700,-1.43,823,7.16,933,-1.86,654,-3.56,279,2.36,"3,311",-2.90,"2,411",-2.40,899,-4.21
1996M07,433,-0.27,381,0.46,52,-5.34,526,6.04,253,1.54,273,10.56,"1,386",3.94,836,2.36,550,6.42,910,-0.25,204,-11.27,705,3.47,"1,526",3.84,711,1.01,814,6.46,915,-6.53,652,-5.33,263,-9.39,"3,331",-3.50,"2,451",-1.73,880,-8.10
1996M08,434,-3.87,379,-3.01,55,-9.32,526,0.88,248,-0.77,278,2.40,"1,390",4.02,829,1.13,560,8.60,920,4.42,228,1.73,692,5.33,"1,519",2.55,713,1.22,806,3.75,904,-4.76,644,-3.92,260,-6.78,"3,303",-4.63,"2,450",-2.76,853,-9.62
1996M09,428,-1.49,372,0.50,55,-13.08,549,7.09,263,8.65,286,5.70,"1,399",3.60,861,2.63,539,5.21,940,8.77,229,6.99,711,9.35,"1,549",2.96,719,-0.36,830,6.03,894,-5.32,639,-4.65,255,-6.94,"3,308",-3.41,"2,455",-1.94,853,-7.40
1996M10,413,-3.54,361,-3.37,52,-4.68,554,6.84,276,11.36,278,2.71,"1,403",2.06,874,3.85,529,-0.78,966,10.22,230,7.27,736,11.17,"1,548",2.85,724,1.73,824,3.85,860,-8.56,619,-7.06,241,-12.19,"3,324",-2.87,"2,443",-2.40,880,-4.13
1996M11,426,-1.15,369,-2.79,57,10.97,573,9.63,285,11.74,288,7.62,"1,393",0.80,867,3.19,525,-2.90,974,10.81,231,5.08,743,12.73,"1,555",2.87,729,1.76,826,3.87,866,-5.92,617,-7.09,249,-2.90,"3,346",-2.36,"2,431",-2.20,915,-2.79
1996M12,426,-3.61,372,-2.64,55,-9.71,575,9.73,279,7.36,296,12.06,"1,373",-0.03,850,3.47,523,-5.24,963,11.20,227,3.62,736,13.77,"1,570",4.45,728,4.50,842,4.40,876,-8.26,623,-9.39,253,-5.35,"3,400",-0.94,"2,456",-1.87,943,1.57
1997M01,426,-2.02,368,-2.06,58,-1.81,558,8.74,272,10.06,286,7.51,"1,389",2.72,838,4.97,552,-0.53,937,6.45,227,0.24,710,8.60,"1,572",2.33,738,2.44,833,2.22,881,-6.11,633,-6.96,248,-3.88,"3,416",-0.92,"2,477",-1.65,939,1.07
1997M02,419,-2.83,359,-3.37,60,0.61,556,5.24,274,4.20,282,6.28,"1,402",4.30,861,7.71,541,-0.70,926,5.99,223,1.74,703,7.42,"1,584",3.46,740,2.93,844,3.93,875,-5.00,618,-4.15,257,-6.99,"3,316",-5.29,"2,423",-5.09,893,-5.83
1997M03,414,-3.81,352,-6.28,61,13.37,562,1.14,276,-0.64,286,2.92,"1,406",3.33,846,5.27,560,0.53,949,5.91,226,1.50,724,7.37,"1,540",3.36,719,2.92,821,3.74,887,-3.95,629,-3.55,258,-4.89,"3,364",-0.16,"2,456",-0.18,908,-0.10
1997M04,408,-3.99,347,-7.19,60,19.76,571,5.18,272,2.95,300,7.28,"1,412",3.84,851,6.10,561,0.57,935,1.52,225,-1.31,710,2.45,"1,520",2.46,712,1.60,808,3.23,870,-5.74,614,-5.27,257,-6.85,"3,402",1.19,"2,482",1.12,920,1.38
1997M05,419,-3.10,364,-3.12,56,-2.96,562,5.73,266,4.32,296,7.03,"1,410",2.17,850,2.91,560,1.07,929,1.49,213,-5.57,716,3.81,"1,532",0.51,713,0.45,820,0.56,855,-7.33,610,-3.42,245,-15.79,"3,430",2.61,"2,491",2.83,940,2.06
1997M06,425,-1.80,365,-2.24,60,0.94,544,2.95,264,1.95,280,3.92,"1,419",3.03,857,2.66,562,3.61,934,2.70,218,3.58,716,2.44,"1,512",-0.74,698,-0.27,814,-1.14,864,-7.39,618,-5.45,245,-11.96,"3,435",3.75,"2,495",3.48,939,4.47
1997M07,418,-3.49,358,-5.97,60,14.65,550,4.53,271,7.19,279,2.07,"1,434",3.46,871,4.14,564,2.43,946,3.96,245,19.84,701,-0.63,"1,510",-1.02,710,-0.22,800,-1.72,865,-5.42,615,-5.57,250,-5.04,"3,441",3.32,"2,498",1.92,943,7.22
1997M08,420,-3.40,362,-4.58,58,4.69,554,5.31,267,7.81,286,3.08,"1,439",3.58,886,6.87,553,-1.28,945,2.77,232,1.92,713,3.06,"1,521",0.11,707,-0.90,814,1.01,868,-4.00,612,-5.02,256,-1.48,"3,424",3.66,"2,518",2.78,906,6.17
1997M09,416,-2.67,357,-4.23,60,7.75,561,2.27,277,5.38,284,-0.59,"1,442",3.09,893,3.76,549,2.02,931,-0.98,221,-3.46,710,-0.17,"1,543",-0.41,719,-0.05,824,-0.73,857,-4.14,617,-3.41,240,-5.97,"3,417",3.31,"2,515",2.44,902,5.81
1997M10,422,2.22,360,-0.21,62,18.94,567,2.26,288,4.31,279,0.23,"1,454",3.64,905,3.56,549,3.77,941,-2.63,228,-1.12,713,-3.10,"1,559",0.72,728,0.56,831,0.86,849,-1.35,610,-1.42,238,-1.17,"3,436",3.39,"2,517",3.02,919,4.44
1997M11,429,0.72,357,-3.12,72,25.43,565,-1.38,288,1.04,277,-3.78,"1,454",4.39,902,3.98,552,5.06,946,-2.94,218,-5.65,727,-2.10,"1,583",1.79,752,3.13,831,0.61,849,-1.98,599,-3.01,250,0.56,"3,450",3.09,"2,531",4.12,919,0.37
1997M12,422,-0.87,357,-3.80,65,19.06,572,-0.46,280,0.46,292,-1.33,"1,449",5.53,886,4.26,563,7.60,940,-2.40,222,-2.35,718,-2.42,"1,626",3.52,760,4.33,866,2.83,858,-2.03,609,-2.26,249,-1.49,"3,464",1.91,"2,519",2.56,945,0.22
1998M01,424,-0.52,367,-0.18,56,-2.72,577,3.36,282,3.74,294,3.00,"1,462",5.24,879,4.99,583,5.62,938,0.12,226,-0.50,712,0.31,"1,636",4.08,766,3.66,870,4.45,833,-5.40,599,-5.43,235,-5.30,"3,463",1.35,"2,538",2.43,925,-1.49
1998M02,422,0.62,367,2.00,55,-7.69,583,4.80,286,4.66,296,4.93,"1,474",5.12,881,2.36,593,9.51,927,0.14,214,-4.14,714,1.49,"1,598",0.90,765,3.40,833,-1.30,830,-5.11,596,-3.57,234,-8.82,"3,410",2.85,"2,510",3.61,900,0.79
1998M03,430,3.91,361,2.46,69,12.24,595,5.70,284,2.79,310,8.51,"1,489",5.92,897,6.03,593,5.75,944,-0.58,217,-3.99,727,0.48,"1,587",3.06,752,4.50,835,1.79,818,-7.80,592,-5.78,226,-12.71,"3,433",2.04,"2,529",2.95,904,-0.42
1998M04,433,6.26,372,7.17,61,0.98,597,4.57,285,5.05,312,4.15,"1,493",5.75,906,6.36,588,4.83,950,1.59,226,0.36,724,1.98,"1,583",4.12,754,5.92,829,2.53,790,-9.19,579,-5.61,211,-17.75,"3,430",0.82,"2,510",1.16,919,-0.10
1998M05,428,2.17,373,2.60,55,-0.64,582,3.56,274,3.00,308,4.06,"1,494",5.96,892,4.98,602,7.43,947,1.99,230,7.97,717,0.21,"1,591",3.83,737,3.38,854,4.22,781,-8.66,563,-7.63,218,-11.23,"3,453",0.64,"2,515",0.97,938,-0.23
1998M06,431,1.31,375,2.82,55,-7.83,567,4.26,269,1.86,298,6.52,"1,484",4.58,882,2.99,601,7.00,956,2.35,236,8.36,720,0.53,"1,582",4.68,744,6.54,839,3.09,797,-7.67,575,-7.05,223,-9.22,"3,431",-0.12,"2,509",0.53,922,-1.84
1998M07,425,1.67,371,3.64,54,-10.17,569,3.55,278,2.76,291,4.33,"1,498",4.45,889,2.16,609,7.99,967,2.27,242,-1.27,725,3.50,"1,581",4.69,750,5.61,831,3.87,803,-7.15,575,-6.54,228,-8.67,"3,427",-0.41,"2,517",0.74,911,-3.43
1998M08,422,0.67,364,0.79,58,-0.05,566,2.20,271,1.41,295,2.93,"1,506",4.62,900,1.51,606,9.60,974,2.98,238,2.66,735,3.08,"1,576",3.63,738,4.37,838,2.98,808,-6.86,574,-6.12,234,-8.61,"3,434",0.30,"2,528",0.39,906,0.06
1998M09,419,0.55,362,1.56,56,-5.48,564,0.52,272,-1.69,292,2.67,"1,499",3.92,882,-1.21,617,12.26,961,3.24,228,2.81,733,3.38,"1,565",1.46,732,1.72,834,1.23,817,-4.66,578,-6.40,239,-0.16,"3,435",0.52,"2,538",0.93,897,-0.61
1998M10,426,0.73,362,0.43,64,2.45,569,0.48,278,-3.26,291,4.33,"1,511",3.91,891,-1.50,619,12.83,966,2.74,218,-4.01,748,4.89,"1,586",1.72,741,1.77,845,1.67,818,-3.60,573,-6.06,245,2.70,"3,424",-0.36,"2,519",0.06,905,-1.50
1998M11,422,-1.77,351,-1.68,70,-2.21,577,2.22,282,-2.19,296,6.81,"1,526",4.98,917,1.65,610,10.42,969,2.43,214,-1.67,754,3.67,"1,631",3.06,761,1.23,870,4.71,818,-3.67,571,-4.70,247,-1.21,"3,395",-1.57,"2,504",-1.07,892,-2.96
1998M12,416,-1.61,351,-1.84,65,-0.35,587,2.62,281,0.17,306,4.97,"1,542",6.42,930,4.90,613,8.81,964,2.55,219,-1.36,745,3.76,"1,652",1.63,767,0.98,885,2.20,805,-6.15,573,-5.99,233,-6.56,"3,375",-2.57,"2,483",-1.45,893,-5.57
1999M01,411,-2.91,355,-3.24,56,-0.76,596,3.37,285,1.07,311,5.57,"1,548",5.87,927,5.39,621,6.59,957,1.97,226,0.07,730,2.57,"1,654",1.08,776,1.40,877,0.81,799,-4.09,567,-5.27,232,-1.09,"3,387",-2.19,"2,495",-1.70,892,-3.54
1999M02,402,-4.67,350,-4.47,52,-6.02,602,3.22,288,0.68,313,5.66,"1,557",5.67,917,4.10,640,8.02,964,3.97,222,3.89,742,3.99,"1,643",2.80,768,0.35,875,5.04,789,-4.94,560,-6.09,230,-2.01,"3,380",-0.90,"2,499",-0.43,880,-2.20
1999M03,393,-8.67,338,-6.29,54,-21.11,604,1.59,292,2.87,312,0.42,"1,562",4.90,923,2.90,640,7.92,970,2.78,223,2.85,747,2.76,"1,615",1.79,761,1.27,854,2.25,781,-4.52,564,-4.88,218,-3.57,"3,350",-2.43,"2,463",-2.61,887,-1.92
1999M04,400,-7.78,346,-7.11,54,-11.84,608,1.83,287,0.61,321,2.95,"1,554",4.05,924,2.00,630,7.21,981,3.33,237,5.22,744,2.74,"1,629",2.90,772,2.36,857,3.39,781,-1.18,565,-2.37,215,2.07,"3,350",-2.33,"2,465",-1.80,885,-3.78
1999M05,411,-4.13,349,-6.48,62,11.69,602,3.47,284,3.64,318,3.31,"1,562",4.53,935,4.74,627,4.22,994,5.00,248,7.83,747,4.09,"1,649",3.67,758,2.84,892,4.39,773,-1.07,547,-2.94,226,3.75,"3,357",-2.77,"2,443",-2.86,914,-2.53
1999M06,415,-3.59,355,-5.40,60,8.69,599,5.66,278,3.45,321,7.66,"1,582",6.61,951,7.78,630,4.88,"1,000",4.68,247,4.76,754,4.65,"1,659",4.86,759,2.03,901,7.38,764,-4.20,543,-5.62,221,-0.51,"3,365",-1.92,"2,469",-1.57,896,-2.86
1999M07,420,-1.22,366,-1.37,54,-0.18,593,4.16,281,0.99,312,7.20,"1,580",5.46,937,5.30,643,5.70,"1,011",4.58,245,1.51,766,5.60,"1,674",5.90,775,3.39,899,8.16,762,-5.14,550,-4.38,212,-7.04,"3,372",-1.60,"2,486",-1.22,887,-2.66
1999M08,424,0.36,363,-0.47,61,5.55,598,5.63,302,11.33,296,0.39,"1,571",4.30,925,2.81,646,6.50,"1,019",4.63,244,2.45,775,5.33,"1,687",6.99,800,8.36,887,5.80,757,-6.31,547,-4.65,210,-10.37,"3,375",-1.74,"2,482",-1.82,893,-1.52
1999M09,422,0.76,361,-0.23,60,7.11,605,7.25,306,12.40,299,2.44,"1,575",5.10,916,3.77,660,6.98,"1,010",5.10,245,7.69,765,4.30,"1,672",6.81,776,6.08,896,7.46,736,-9.89,532,-7.80,204,-14.93,"3,356",-2.32,"2,485",-2.09,870,-2.97
1999M10,421,-1.01,363,0.35,58,-8.72,601,5.50,292,5.09,308,5.89,"1,572",4.05,917,2.87,655,5.75,"1,019",5.44,249,14.22,770,2.87,"1,683",6.09,762,2.85,921,8.93,741,-9.43,538,-6.08,202,-17.30,"3,388",-1.06,"2,517",-0.07,871,-3.81
1999M11,427,1.32,367,4.30,61,-13.64,605,4.77,293,4.25,311,5.27,"1,585",3.88,951,3.77,634,4.03,"1,012",4.44,239,11.26,773,2.50,"1,714",5.09,777,2.07,937,7.73,737,-9.88,531,-6.92,206,-16.70,"3,398",0.07,"2,518",0.57,880,-1.35
1999M12,427,2.79,368,4.96,59,-8.99,601,2.38,293,4.29,308,0.64,"1,600",3.74,967,4.04,633,3.30,"1,006",4.36,237,8.26,769,3.21,"1,721",4.14,771,0.54,949,7.26,744,-7.58,535,-6.63,210,-9.91,"3,399",0.71,"2,514",1.28,885,-0.85
2000M01,423,2.83,374,5.19,49,-12.19,608,1.94,295,3.40,313,0.59,"1,582",2.19,945,1.97,637,2.51,"1,011",5.65,237,4.79,773,5.91,"1,716",3.75,787,1.42,928,5.81,745,-6.80,543,-4.30,202,-12.89,"3,410",0.68,"2,521",1.07,889,-0.38
2000M02,416,3.59,366,4.47,51,-2.38,613,1.90,302,4.87,311,-0.84,"1,571",0.90,932,1.57,640,-0.06,"1,002",3.91,229,3.12,773,4.15,"1,672",1.74,778,1.25,894,2.17,738,-6.49,542,-3.17,196,-14.58,"3,393",0.40,"2,516",0.68,877,-0.38
2000M03,409,4.16,351,3.65,58,7.33,608,0.67,308,5.55,300,-3.91,"1,570",0.51,921,-0.17,649,1.50,"1,008",3.87,229,2.73,779,4.21,"1,687",4.44,782,2.79,905,5.90,746,-4.49,542,-3.87,204,-6.08,"3,401",1.55,"2,522",2.40,880,-0.83
2000M04,407,1.92,356,3.00,51,-4.99,605,-0.57,298,3.88,307,-4.54,"1,555",0.10,924,0.05,631,0.17,"1,020",3.91,245,3.26,775,4.12,"1,689",3.69,777,0.61,912,6.46,751,-3.78,546,-3.53,206,-4.44,"3,425",2.25,"2,522",2.32,903,2.04
2000M05,407,-1.00,352,0.81,55,-11.23,609,1.20,300,5.71,309,-2.82,"1,563",0.10,938,0.32,625,-0.24,"1,025",3.08,249,0.64,776,3.89,"1,706",3.45,791,4.44,915,2.60,740,-4.27,535,-2.21,205,-9.24,"3,419",1.86,"2,492",1.99,928,1.52
2000M06,403,-2.91,342,-3.66,61,1.54,613,2.43,306,10.04,307,-4.17,"1,579",-0.19,955,0.37,624,-1.03,"1,031",3.08,229,-7.26,802,6.47,"1,714",3.30,803,5.88,911,1.13,731,-4.29,521,-3.98,210,-5.05,"3,413",1.43,"2,507",1.53,906,1.13
2000M07,409,-2.53,343,-6.36,66,23.62,610,2.89,305,8.57,305,-2.22,"1,588",0.48,959,2.35,629,-2.25,"1,042",3.05,229,-6.67,813,6.16,"1,722",2.87,803,3.54,920,2.29,724,-5.04,524,-4.69,199,-5.94,"3,416",1.29,"2,511",1.02,905,2.06
2000M08,413,-2.58,343,-5.50,70,14.70,606,1.36,306,1.28,300,1.45,"1,597",1.69,965,4.31,632,-2.06,"1,044",2.50,242,-0.74,802,3.52,"1,730",2.58,799,-0.07,931,4.98,718,-5.15,526,-4.01,193,-8.12,"3,422",1.41,"2,507",1.02,915,2.50
2000M09,411,-2.45,345,-4.48,66,9.67,609,0.62,308,0.69,301,0.54,"1,610",2.16,958,4.64,651,-1.27,"1,038",2.75,243,-1.03,795,3.96,"1,709",2.20,781,0.62,928,3.56,711,-3.38,511,-4.06,200,-1.58,"3,418",1.85,"2,523",1.51,895,2.80
2000M10,411,-2.36,353,-2.77,58,0.21,612,1.82,314,7.49,297,-3.56,"1,618",2.97,951,3.66,668,2.00,"1,040",2.01,245,-1.65,794,3.20,"1,720",2.20,778,2.06,942,2.31,709,-4.35,510,-5.22,198,-2.04,"3,412",0.72,"2,512",-0.18,900,3.30
2000M11,415,-2.86,356,-2.93,59,-2.44,613,1.35,311,5.97,302,-3.01,"1,630",2.83,963,1.21,668,5.27,"1,033",2.12,242,1.31,791,2.37,"1,736",1.26,790,1.70,946,0.90,703,-4.59,503,-5.28,200,-2.81,"3,414",0.49,"2,505",-0.53,910,3.40
2000M12,413,-3.35,352,-4.43,61,3.37,613,1.96,305,4.37,307,-0.32,"1,634",2.09,976,0.87,658,3.96,"1,028",2.15,237,0.09,790,2.79,"1,747",1.51,780,1.09,967,1.84,701,-5.84,497,-6.97,203,-2.97,"3,415",0.45,"2,522",0.31,893,0.87
2001M01,411,-2.70,349,-6.56,62,26.66,606,-0.37,307,3.93,299,-4.42,"1,623",2.59,980,3.73,642,0.88,"1,020",0.91,237,0.04,783,1.18,"1,743",1.59,755,-4.06,988,6.39,697,-6.49,507,-6.60,190,-6.19,"3,384",-0.78,"2,515",-0.24,869,-2.29
2001M02,409,-1.79,349,-4.47,59,17.64,601,-1.90,305,0.73,297,-4.47,"1,606",2.24,972,4.31,635,-0.78,"1,008",0.64,231,0.97,777,0.54,"1,721",2.95,761,-2.19,961,7.42,685,-7.25,502,-7.39,183,-6.86,"3,363",-0.89,"2,471",-1.80,892,1.71
2001M03,401,-2.00,346,-1.33,55,-6.03,605,-0.48,297,-3.74,308,2.87,"1,598",1.78,946,2.69,652,0.49,"1,011",0.35,231,1.00,780,0.16,"1,731",2.61,792,1.24,939,3.80,683,-8.48,501,-7.51,182,-11.04,"3,349",-1.55,"2,456",-2.61,893,1.50
2001M04,396,-2.81,335,-5.89,61,18.69,612,1.17,300,0.47,312,1.86,"1,584",1.87,941,1.85,643,1.91,"1,016",-0.33,227,-7.38,789,1.90,"1,742",3.17,813,4.73,929,1.84,691,-8.03,507,-7.08,184,-10.54,"3,307",-3.45,"2,426",-3.81,881,-2.43
2001M05,394,-3.09,334,-4.95,60,8.92,614,0.77,309,2.84,305,-1.24,"1,587",1.53,939,0.16,648,3.57,"1,019",-0.60,227,-8.88,792,2.06,"1,756",2.92,808,2.11,948,3.62,686,-7.27,503,-5.84,183,-11.01,"3,281",-4.05,"2,393",-3.97,888,-4.26
