期間,垃圾產生量(公噸)-總計_原始值,垃圾產生量(公噸)-總計_年增率(%),垃圾產生量(公噸)-焚化_原始值,垃圾產生量(公噸)-焚化_年增率(%),垃圾產生量(公噸)-衛生掩埋_原始值,垃圾產生量(公噸)-衛生掩埋_年增率(%),垃圾產生量(公噸)-巨大垃圾回收再利用_原始值,垃圾產生量(公噸)-巨大垃圾回收再利用_年增率(%),垃圾產生量(公噸)-廚餘回收_原始值,垃圾產生量(公噸)-廚餘回收_年增率(%),垃圾產生量(公噸)-資源回收_原始值,垃圾產生量(公噸)-資源回收_年增率(%),垃圾產生量(公噸)-其他_原始值,垃圾產生量(公噸)-其他_年增率(%),平均每人每日垃圾產生量(公斤)_原始值,平均每人每日垃圾產生量(公斤)_年增率(%),平均每人每日垃圾清運量(公斤)_原始值,平均每人每日垃圾清運量(公斤)_年增率(%),垃圾妥善處理率(%)_原始值,垃圾妥善處理率(%)_年增率(%),垃圾回收率(%)-總計_原始值,垃圾回收率(%)-總計_年增率(%),垃圾回收率(%)-巨大垃圾回收再利用率_原始值,垃圾回收率(%)-巨大垃圾回收再利用率_年增率(%),垃圾回收率(%)-廚餘回收率_原始值,垃圾回收率(%)-廚餘回收率_年增率(%),垃圾回收率(%)-資源回收率_原始值,垃圾回收率(%)-資源回收率_年增率(%)
2008M12,"615,891",-4.15,"332,802",-0.57,"16,728",-52.92,"4,770",118.01,"56,603",-1.53,"204,950",-0.26,37,-99.48,0.863,-4.430,0.490,--,99.99,-,43.24,-,0.77,-,9.19,-,33.28,-
2009M01,"698,183",1.96,"387,876",1.33,"19,520",-28.77,"5,776",115.84,"57,250",-2.21,"227,753",6.86,8,-95.45,0.977,1.559,0.570,-1.213,100.00,-,41.65,-,0.83,-,8.20,-,32.62,-
2009M02,"608,505",-6.93,"321,171",-12.08,"16,055",-30.72,"4,367",90.53,"58,098",0.77,"208,807",1.72,7,-94.74,0.943,-3.971,0.523,-10.445,100.00,-,44.58,-,0.72,-,9.55,-,34.31,-
2009M03,"617,724",0.34,"329,950",-2.18,"15,827",-15.60,"4,397",103.47,"58,772",1.89,"208,772",4.59,7,-95.36,0.864,-0.116,0.484,--,100.00,-,44.02,-,0.71,-,9.51,-,33.80,-
2009M04,"623,822",1.26,"328,230",-2.72,"14,598",-18.72,"4,227",83.70,"59,782",4.29,"216,979",8.01,7,-95.57,0.902,0.895,0.496,--,100.00,-,45.04,-,0.68,-,9.58,-,34.78,-
2009M05,"635,823",-2.10,"334,901",-5.43,"14,086",-33.70,"4,430",84.66,"60,543",-1.13,"221,517",5.27,346,"4,225.00",0.889,-2.522,0.489,--,99.95,-,45.06,-,0.70,-,9.52,-,34.84,-
2009M06,"672,657",4.08,"357,906",1.28,"14,520",-16.98,"5,072",71.64,"63,185",5.12,"231,074",8.82,900,"11,150.00",0.972,3.735,0.540,0.372,99.87,-,44.50,-,0.75,-,9.39,-,34.35,-
2009M07,"660,488",1.17,"344,645",-4.49,"14,165",-25.76,"5,678",31.28,"62,929",7.03,"233,064",11.11,7,0.00,0.923,0.764,0.502,-5.816,100.00,-,45.67,-,0.86,-,9.53,-,35.29,-
2009M08,"683,263",9.19,"363,353",8.80,"21,476",21.71,"8,009",85.35,"58,633",3.81,"231,785",8.64,7,0.00,0.955,8.770,0.538,--,100.00,-,43.68,-,1.17,-,8.58,-,33.92,-
2009M09,"623,113",-3.38,"311,225",-10.77,"14,501",-21.17,"6,346",14.86,"58,567",1.54,"232,467",8.39,7,-85.71,0.900,-3.743,0.470,--,100.00,-,47.72,-,1.02,-,9.40,-,37.31,-
2009M10,"647,985",3.97,"328,883",-0.64,"13,837",-30.56,"6,016",-1.33,"61,217",10.10,"238,024",13.02,7,0.00,0.905,3.547,0.479,--,100.00,-,47.11,-,0.93,-,9.45,-,36.73,-
2009M11,"629,816",8.75,"314,302",4.94,"13,897",-24.14,"5,590",20.37,"61,198",14.40,"234,822",15.58,7,0.00,0.909,8.343,0.474,--,100.00,-,47.89,-,0.89,-,9.72,-,37.28,-
2009M12,"627,851",1.94,"313,962",-5.66,"13,282",-20.60,"5,565",16.67,"61,296",8.29,"233,738",14.05,7,-81.08,0.876,1.506,0.457,--,100.00,-,47.88,-,0.89,-,9.76,-,37.23,-
2010M01,"663,200",-5.01,"338,901",-12.63,"13,836",-29.12,"7,365",27.51,"60,115",5.00,"242,977",6.68,7,-12.50,0.925,-5.322,0.492,--,100.00,-,46.81,-,1.11,-,9.06,-,36.64,-
2010M02,"686,392",12.80,"359,297",11.87,"15,164",-5.55,"6,993",60.13,"59,564",2.52,"245,368",17.51,6,-14.29,1.060,12.407,0.578,10.516,100.00,-,45.44,-,1.02,-,8.68,-,35.75,-
2010M03,"651,688",5.50,"329,915",-0.01,"14,762",-6.73,"5,636",28.18,"62,408",6.19,"238,961",14.46,7,0.00,0.909,5.208,0.481,--,100.00,-,47.11,-,0.86,-,9.58,-,36.67,-
2010M04,"630,825",1.12,"314,467",-4.19,"13,777",-5.62,"5,729",35.53,"60,830",1.75,"234,706",8.17,"1,316","18,700.00",0.909,0.776,0.475,--,99.79,-,47.76,-,0.91,-,9.64,-,37.21,-
2010M05,"664,407",4.50,"334,249",-0.19,"17,138",21.67,"6,135",38.49,"64,227",6.08,"242,652",9.54,7,-97.98,0.926,4.162,0.490,--,100.00,-,47.11,-,0.92,-,9.67,-,36.52,-
2010M06,"678,806",0.91,"344,352",-3.79,"14,371",-1.03,"6,625",30.62,"63,947",1.21,"249,504",7.98,7,-99.22,0.978,0.617,0.517,-4.259,100.00,-,47.15,-,0.98,-,9.42,-,36.76,-
2010M07,"671,025",1.60,"331,610",-3.78,"14,506",2.41,"7,257",27.81,"65,827",4.61,"251,818",8.05,7,0.00,0.935,1.300,0.483,--,100.00,-,48.42,-,1.08,-,9.81,-,37.53,-
2010M08,"662,747",-3.00,"323,818",-10.88,"14,150",-34.11,"6,657",-16.88,"66,142",12.81,"251,973",8.71,7,0.00,0.924,-3.246,0.471,--,100.00,-,49.00,-,1.00,-,9.98,-,38.02,-
2010M09,"680,134",9.15,"335,753",7.88,"17,222",18.76,"8,548",34.70,"66,129",12.91,"251,675",8.26,807,"11,428.57",0.980,8.889,0.510,--,99.88,-,47.98,-,1.26,-,9.72,-,37.00,-
2010M10,"635,077",-1.99,"300,518",-8.62,"15,645",13.07,"7,447",23.79,"65,678",7.29,"245,782",3.26,7,0.00,0.885,-2.210,0.441,--,100.00,-,50.22,-,1.17,-,10.34,-,38.70,-
2010M11,"624,633",-0.82,"288,684",-8.15,"17,198",23.75,"6,278",12.31,"66,135",8.07,"246,330",4.90,7,0.00,0.899,-1.100,0.440,--,100.00,-,51.03,-,1.01,-,10.59,-,39.44,-
2010M12,"621,732",-0.97,"287,077",-8.56,"14,001",5.41,"5,550",-0.27,"68,162",11.20,"246,935",5.65,7,0.00,0.866,-1.142,0.419,--,100.00,-,51.57,-,0.89,-,10.96,-,39.72,-
