期間,總人口數(千人)_原始值,總人口數(千人)_年增率(%),總人口數(千人)_原始值,總人口數(千人)_年增率(%),總人口數(千人)_原始值,總人口數(千人)_年增率(%),15歲以上民間人口(千人)_原始值,15歲以上民間人口(千人)_年增率(%),15歲以上民間人口(千人)_原始值,15歲以上民間人口(千人)_年增率(%),15歲以上民間人口(千人)_原始值,15歲以上民間人口(千人)_年增率(%),勞動力(千人)_原始值,勞動力(千人)_年增率(%),勞動力(千人)_原始值,勞動力(千人)_年增率(%),勞動力(千人)_原始值,勞動力(千人)_年增率(%),就業人數(千人)_原始值,就業人數(千人)_年增率(%),就業人數(千人)_原始值,就業人數(千人)_年增率(%),就業人數(千人)_原始值,就業人數(千人)_年增率(%),失業人數(千人)_原始值,失業人數(千人)_年增率(%),失業人數(千人)_原始值,失業人數(千人)_年增率(%),失業人數(千人)_原始值,失業人數(千人)_年增率(%),15歲以上民間人口占總人口數(%)_原始值,15歲以上民間人口占總人口數(%)_年增率(%),15歲以上民間人口占總人口數(%)_原始值,15歲以上民間人口占總人口數(%)_年增率(%),15歲以上民間人口占總人口數(%)_原始值,15歲以上民間人口占總人口數(%)_年增率(%),勞動力占總人口數(%)_原始值,勞動力占總人口數(%)_年增率(%),勞動力占總人口數(%)_原始值,勞動力占總人口數(%)_年增率(%),勞動力占總人口數(%)_原始值,勞動力占總人口數(%)_年增率(%),勞動力參與率(%)_原始值,勞動力參與率(%)_年增率(%),勞動力參與率(%)_原始值,勞動力參與率(%)_年增率(%),勞動力參與率(%)_原始值,勞動力參與率(%)_年增率(%),就業人口占總人口數(%)_原始值,就業人口占總人口數(%)_年增率(%),就業人口占總人口數(%)_原始值,就業人口占總人口數(%)_年增率(%),就業人口占總人口數(%)_原始值,就業人口占總人口數(%)_年增率(%),就業人口占15歲以上民間人口(%)_原始值,就業人口占15歲以上民間人口(%)_年增率(%),就業人口占15歲以上民間人口(%)_原始值,就業人口占15歲以上民間人口(%)_年增率(%),就業人口占15歲以上民間人口(%)_原始值,就業人口占15歲以上民間人口(%)_年增率(%),就業人口占勞動力(%)_原始值,就業人口占勞動力(%)_年增率(%),就業人口占勞動力(%)_原始值,就業人口占勞動力(%)_年增率(%),就業人口占勞動力(%)_原始值,就業人口占勞動力(%)_年增率(%),失業率(%)_原始值,失業率(%)_年增率(%),失業率(%)_原始值,失業率(%)_年增率(%),失業率(%)_原始值,失業率(%)_年增率(%)
2006M02,"22,703",0.34,"11,522",0.15,"11,181",0.53,"18,081",1.14,"8,951",1.05,"9,130",1.24,"10,414",0.95,"6,034",0.58,"4,380",1.47,"10,006",1.33,"5,780",1.03,"4,226",1.76,408,-7.57,253,-8.64,155,-5.78,79.64,-,77.68,-,81.66,-,45.87,-,52.36,-,39.18,-,57.60,-,67.41,-,47.98,-,44.07,-,50.17,-,37.79,-,55.34,-,64.58,-,46.28,-,96.08,-,95.80,-,96.47,-,3.92,-,4.20,-,3.53,-
2006M03,"22,709",0.36,"11,523",0.17,"11,186",0.56,"18,097",1.17,"8,959",1.09,"9,138",1.25,"10,434",1.25,"6,031",0.49,"4,403",2.30,"10,029",1.54,"5,784",0.93,"4,245",2.38,404,-5.57,246,-8.84,158,0.05,79.69,-,77.75,-,81.69,-,45.94,-,52.34,-,39.36,-,57.65,-,67.32,-,48.18,-,44.16,-,50.20,-,37.95,-,55.42,-,64.56,-,46.45,-,96.13,-,95.91,-,96.42,-,3.87,-,4.09,-,3.58,-
2006M04,"22,715",0.37,"11,524",0.17,"11,191",0.57,"18,115",1.19,"8,968",1.12,"9,147",1.25,"10,443",1.23,"6,040",0.47,"4,403",2.29,"10,048",1.51,"5,797",0.81,"4,251",2.47,395,-5.30,243,-6.94,152,-2.55,79.75,-,77.82,-,81.74,-,45.98,-,52.41,-,39.35,-,57.65,-,67.35,-,48.14,-,44.24,-,50.30,-,37.99,-,55.47,-,64.64,-,46.48,-,96.22,-,95.98,-,96.55,-,3.78,-,4.02,-,3.45,-
2006M05,"22,723",0.37,"11,526",0.18,"11,197",0.57,"18,133",1.20,"8,977",1.14,"9,157",1.27,"10,466",1.20,"6,047",0.61,"4,419",2.00,"10,064",1.47,"5,799",0.80,"4,265",2.40,402,-5.29,248,-3.56,154,-7.96,79.80,-,77.88,-,81.78,-,46.06,-,52.46,-,39.47,-,57.72,-,67.36,-,48.26,-,44.29,-,50.31,-,38.10,-,55.50,-,64.60,-,46.58,-,96.16,-,95.90,-,96.52,-,3.84,-,4.10,-,3.48,-
2006M06,"22,732",0.38,"11,529",0.18,"11,203",0.58,"18,152",1.21,"8,986",1.15,"9,167",1.27,"10,491",1.29,"6,043",0.61,"4,448",2.24,"10,073",1.54,"5,793",0.81,"4,280",2.56,418,-4.38,250,-3.83,168,-5.20,79.86,-,77.94,-,81.83,-,46.15,-,52.42,-,39.70,-,57.79,-,67.25,-,48.52,-,44.31,-,50.25,-,38.20,-,55.49,-,64.47,-,46.69,-,96.02,-,95.87,-,96.22,-,3.98,-,4.13,-,3.78,-
2006M07,"22,740",0.39,"11,531",0.19,"11,209",0.59,"18,173",1.22,"8,995",1.16,"9,178",1.28,"10,562",1.65,"6,058",0.69,"4,504",2.97,"10,134",1.94,"5,808",1.00,"4,326",3.23,428,-4.69,250,-5.92,177,-2.91,79.92,-,78.01,-,81.88,-,46.45,-,52.54,-,40.18,-,58.12,-,67.35,-,49.07,-,44.57,-,50.37,-,38.60,-,55.76,-,64.57,-,47.14,-,95.95,-,95.87,-,96.06,-,4.05,-,4.13,-,3.94,-
2006M08,"22,748",0.39,"11,533",0.19,"11,215",0.60,"18,193",1.23,"9,005",1.17,"9,189",1.29,"10,604",1.70,"6,067",0.68,"4,538",3.10,"10,170",1.99,"5,818",1.00,"4,353",3.34,434,-4.55,249,-6.31,185,-2.09,79.98,-,78.08,-,81.93,-,46.62,-,52.60,-,40.46,-,58.29,-,67.37,-,49.38,-,44.71,-,50.45,-,38.81,-,55.90,-,64.61,-,47.37,-,95.91,-,95.90,-,95.92,-,4.09,-,4.10,-,4.08,-
2006M09,"22,754",0.39,"11,534",0.19,"11,220",0.61,"18,212",1.24,"9,014",1.17,"9,199",1.30,"10,573",1.85,"6,067",0.94,"4,506",3.10,"10,154",2.04,"5,824",1.02,"4,330",3.45,419,-2.62,243,-1.02,175,-4.76,80.04,-,78.15,-,81.98,-,46.47,-,52.60,-,40.16,-,58.05,-,67.31,-,48.98,-,44.63,-,50.49,-,38.59,-,55.75,-,64.61,-,47.08,-,96.04,-,95.99,-,96.11,-,3.96,-,4.01,-,3.89,-
2006M10,"22,765",0.41,"11,537",0.20,"11,228",0.63,"18,234",1.25,"9,024",1.18,"9,210",1.31,"10,595",1.71,"6,076",1.00,"4,519",2.68,"10,182",1.89,"5,835",1.10,"4,348",2.98,413,-2.63,241,-1.36,171,-4.36,80.10,-,78.22,-,82.03,-,46.54,-,52.67,-,40.25,-,58.11,-,67.33,-,49.07,-,44.73,-,50.57,-,38.72,-,55.84,-,64.66,-,47.21,-,96.10,-,96.03,-,96.21,-,3.90,-,3.97,-,3.79,-
2006M11,"22,777",0.42,"11,541",0.21,"11,236",0.64,"18,257",1.27,"9,035",1.20,"9,222",1.33,"10,616",1.74,"6,082",1.03,"4,535",2.70,"10,207",1.82,"5,847",1.25,"4,360",2.61,410,-0.41,235,-4.06,175,4.96,80.16,-,78.28,-,82.08,-,46.61,-,52.70,-,40.36,-,58.15,-,67.32,-,49.17,-,44.81,-,50.66,-,38.80,-,55.91,-,64.71,-,47.28,-,96.14,-,96.13,-,96.15,-,3.86,-,3.87,-,3.85,-
2006M12,"22,790",0.44,"11,545",0.23,"11,245",0.67,"18,281",1.29,"9,046",1.23,"9,235",1.35,"10,633",1.85,"6,091",1.06,"4,542",2.91,"10,228",1.90,"5,851",1.27,"4,377",2.74,405,0.54,240,-3.78,166,7.53,80.22,-,78.35,-,82.13,-,46.66,-,52.75,-,40.40,-,58.16,-,67.33,-,49.19,-,44.88,-,50.68,-,38.92,-,55.95,-,64.68,-,47.39,-,96.19,-,96.06,-,96.35,-,3.81,-,3.94,-,3.65,-
2007M01,"22,793",0.42,"11,544",0.19,"11,249",0.65,"18,296",1.27,"9,053",1.21,"9,244",1.34,"10,643",1.99,"6,095",1.04,"4,547",3.29,"10,239",2.00,"5,853",1.11,"4,386",3.21,403,1.66,242,-0.75,162,5.49,80.27,-,78.42,-,82.18,-,46.69,-,52.80,-,40.43,-,58.17,-,67.33,-,49.19,-,44.92,-,50.71,-,38.99,-,55.96,-,64.66,-,47.45,-,96.21,-,96.03,-,96.45,-,3.79,-,3.97,-,3.55,-
2007M02,"22,792",0.39,"11,541",0.16,"11,251",0.62,"18,310",1.27,"9,059",1.21,"9,252",1.33,"10,646",2.23,"6,095",1.02,"4,551",3.88,"10,243",2.37,"5,854",1.28,"4,389",3.87,402,-1.35,241,-4.79,161,4.26,80.34,-,78.49,-,82.23,-,46.71,-,52.81,-,40.45,-,58.14,-,67.28,-,49.19,-,44.94,-,50.72,-,39.01,-,55.94,-,64.62,-,47.44,-,96.22,-,96.04,-,96.46,-,3.78,-,3.96,-,3.54,-
2007M03,"22,793",0.37,"11,540",0.14,"11,253",0.60,"18,323",1.25,"9,065",1.18,"9,259",1.32,"10,664",2.21,"6,107",1.26,"4,557",3.51,"10,244",2.14,"5,855",1.22,"4,389",3.40,420,3.91,252,2.30,168,6.41,80.39,-,78.55,-,82.28,-,46.79,-,52.92,-,40.50,-,58.20,-,67.37,-,49.22,-,44.94,-,50.74,-,39.00,-,55.91,-,64.59,-,47.41,-,96.06,-,95.87,-,96.32,-,3.94,-,4.13,-,3.68,-
2007M04,"22,799",0.37,"11,541",0.14,"11,258",0.60,"18,340",1.24,"9,072",1.17,"9,268",1.32,"10,653",2.01,"6,093",0.87,"4,560",3.56,"10,245",1.96,"5,849",0.90,"4,396",3.41,408,3.28,244,0.33,164,8.00,80.44,-,78.61,-,82.32,-,46.73,-,52.79,-,40.51,-,58.09,-,67.16,-,49.21,-,44.94,-,50.68,-,39.05,-,55.86,-,64.47,-,47.44,-,96.17,-,96.00,-,96.40,-,3.83,-,4.00,-,3.60,-
2007M05,"22,806",0.36,"11,542",0.14,"11,264",0.60,"18,358",1.24,"9,080",1.15,"9,278",1.32,"10,673",1.98,"6,095",0.79,"4,578",3.60,"10,260",1.95,"5,852",0.92,"4,408",3.35,413,2.75,243,-2.10,170,10.58,80.50,-,78.67,-,82.37,-,46.80,-,52.80,-,40.65,-,58.14,-,67.12,-,49.35,-,44.99,-,50.70,-,39.14,-,55.89,-,64.45,-,47.51,-,96.13,-,96.01,-,96.29,-,3.87,-,3.99,-,3.71,-
2007M06,"22,813",0.36,"11,544",0.13,"11,269",0.59,"18,377",1.24,"9,089",1.15,"9,288",1.32,"10,685",1.85,"6,099",0.93,"4,585",3.09,"10,262",1.87,"5,849",0.96,"4,413",3.12,423,1.18,251,0.34,172,2.43,80.55,-,78.73,-,82.42,-,46.84,-,52.84,-,40.69,-,58.14,-,67.11,-,49.37,-,44.98,-,50.66,-,39.16,-,55.84,-,64.35,-,47.51,-,96.04,-,95.89,-,96.25,-,3.96,-,4.11,-,3.75,-
2007M07,"22,822",0.36,"11,546",0.13,"11,276",0.60,"18,398",1.24,"9,098",1.14,"9,300",1.33,"10,754",1.82,"6,144",1.42,"4,610",2.36,"10,321",1.84,"5,892",1.45,"4,429",2.37,433,1.27,252,0.66,181,2.14,80.62,-,78.80,-,82.48,-,47.12,-,53.22,-,40.88,-,58.45,-,67.54,-,49.57,-,45.22,-,51.03,-,39.28,-,56.10,-,64.77,-,47.62,-,95.97,-,95.90,-,96.07,-,4.03,-,4.10,-,3.93,-
2007M08,"22,831",0.36,"11,549",0.14,"11,282",0.59,"18,418",1.24,"9,107",1.13,"9,311",1.33,"10,795",1.80,"6,151",1.39,"4,644",2.34,"10,353",1.79,"5,902",1.44,"4,451",2.26,442,1.87,249,0.24,193,4.04,80.67,-,78.86,-,82.53,-,47.28,-,53.26,-,41.16,-,58.61,-,67.54,-,49.87,-,45.35,-,51.11,-,39.45,-,56.21,-,64.81,-,47.80,-,95.91,-,95.95,-,95.85,-,4.09,-,4.05,-,4.15,-
2007M09,"22,835",0.36,"11,549",0.13,"11,286",0.58,"18,439",1.24,"9,116",1.14,"9,322",1.35,"10,739",1.57,"6,117",0.81,"4,622",2.59,"10,310",1.54,"5,872",0.82,"4,438",2.50,429,2.39,245,0.61,184,4.85,80.75,-,78.93,-,82.60,-,47.03,-,52.96,-,40.96,-,58.24,-,67.10,-,49.58,-,45.15,-,50.84,-,39.33,-,55.92,-,64.41,-,47.61,-,96.01,-,96.00,-,96.02,-,3.99,-,4.00,-,3.98,-
2007M10,"22,844",0.35,"11,552",0.13,"11,292",0.57,"18,460",1.24,"9,126",1.13,"9,334",1.34,"10,741",1.38,"6,121",0.74,"4,620",2.24,"10,320",1.35,"5,870",0.60,"4,450",2.36,421,2.03,251,4.15,170,-0.95,80.81,-,79.00,-,82.66,-,47.02,-,52.99,-,40.91,-,58.19,-,67.07,-,49.50,-,45.18,-,50.81,-,39.41,-,55.90,-,64.32,-,47.68,-,96.08,-,95.89,-,96.33,-,3.92,-,4.11,-,3.67,-
2007M11,"22,855",0.34,"11,555",0.12,"11,299",0.56,"18,481",1.23,"9,136",1.12,"9,346",1.33,"10,766",1.41,"6,131",0.81,"4,635",2.21,"10,349",1.39,"5,878",0.54,"4,471",2.55,417,1.80,253,7.64,164,-6.07,80.86,-,79.06,-,82.71,-,47.11,-,53.06,-,41.02,-,58.25,-,67.11,-,49.60,-,45.28,-,50.87,-,39.57,-,56.00,-,64.34,-,47.84,-,96.13,-,95.87,-,96.46,-,3.87,-,4.13,-,3.54,-
2007M12,"22,867",0.34,"11,560",0.12,"11,307",0.56,"18,503",1.21,"9,145",1.10,"9,357",1.32,"10,795",1.52,"6,145",0.90,"4,649",2.35,"10,381",1.50,"5,896",0.76,"4,485",2.48,414,2.09,250,4.22,164,-0.99,80.92,-,79.12,-,82.76,-,47.21,-,53.16,-,41.12,-,58.34,-,67.20,-,49.69,-,45.40,-,51.00,-,39.67,-,56.10,-,64.46,-,47.93,-,96.17,-,95.93,-,96.47,-,3.83,-,4.07,-,3.53,-
2008M01,"22,875",0.36,"11,562",0.15,"11,313",0.57,"18,522",1.23,"9,154",1.12,"9,368",1.34,"10,802",1.49,"6,150",0.90,"4,652",2.29,"10,391",1.48,"5,899",0.78,"4,492",2.42,411,1.80,251,3.87,159,-1.29,80.97,-,79.17,-,82.81,-,47.22,-,53.20,-,41.12,-,58.32,-,67.19,-,49.65,-,45.43,-,51.02,-,39.71,-,56.10,-,64.44,-,47.95,-,96.20,-,95.92,-,96.57,-,3.80,-,4.08,-,3.43,-
2008M02,"22,882",0.39,"11,563",0.19,"11,318",0.60,"18,539",1.25,"9,162",1.14,"9,378",1.36,"10,773",1.20,"6,144",0.80,"4,629",1.73,"10,349",1.03,"5,883",0.49,"4,466",1.76,424,5.43,261,8.33,163,1.10,81.02,-,79.23,-,82.85,-,47.08,-,53.13,-,40.90,-,58.11,-,67.06,-,49.37,-,45.23,-,50.87,-,39.46,-,55.82,-,64.21,-,47.63,-,96.06,-,95.75,-,96.48,-,3.94,-,4.25,-,3.52,-
2008M03,"22,886",0.41,"11,564",0.21,"11,323",0.62,"18,557",1.28,"9,169",1.16,"9,388",1.39,"10,797",1.25,"6,162",0.91,"4,635",1.71,"10,380",1.33,"5,907",0.89,"4,473",1.92,417,-0.73,256,1.33,161,-3.83,81.08,-,79.30,-,82.91,-,47.18,-,53.29,-,40.93,-,58.18,-,67.21,-,49.37,-,45.36,-,51.08,-,39.51,-,55.94,-,64.42,-,47.65,-,96.14,-,95.85,-,96.52,-,3.86,-,4.15,-,3.48,-
2008M04,"22,891",0.40,"11,564",0.20,"11,327",0.61,"18,573",1.27,"9,179",1.17,"9,395",1.37,"10,807",1.45,"6,149",0.93,"4,658",2.14,"10,395",1.46,"5,902",0.90,"4,494",2.21,412,1.01,248,1.67,164,0.03,81.14,-,79.37,-,82.94,-,47.21,-,53.18,-,41.12,-,58.19,-,67.00,-,49.58,-,45.41,-,51.03,-,39.67,-,55.97,-,64.30,-,47.83,-,96.19,-,95.97,-,96.48,-,3.81,-,4.03,-,3.52,-
2008M05,"22,895",0.39,"11,565",0.20,"11,331",0.59,"18,591",1.27,"9,176",1.05,"9,415",1.48,"10,829",1.46,"6,147",0.86,"4,681",2.25,"10,413",1.49,"5,904",0.88,"4,509",2.29,416,0.65,244,0.32,172,1.12,81.20,-,79.34,-,83.10,-,47.30,-,53.15,-,41.32,-,58.25,-,67.00,-,49.72,-,45.48,-,51.05,-,39.80,-,56.01,-,64.34,-,47.90,-,96.16,-,96.04,-,96.33,-,3.84,-,3.96,-,3.67,-
2008M06,"22,901",0.39,"11,566",0.19,"11,335",0.59,"18,610",1.27,"9,197",1.19,"9,413",1.34,"10,842",1.47,"6,163",1.04,"4,680",2.06,"10,414",1.48,"5,909",1.03,"4,505",2.09,428,1.23,254,1.20,174,1.26,81.26,-,79.52,-,83.04,-,47.34,-,53.28,-,41.28,-,58.26,-,67.01,-,49.71,-,45.47,-,51.09,-,39.75,-,55.96,-,64.25,-,47.86,-,96.05,-,95.88,-,96.27,-,3.95,-,4.12,-,3.73,-
2008M07,"22,908",0.38,"11,567",0.18,"11,340",0.57,"18,630",1.26,"9,205",1.18,"9,425",1.34,"10,878",1.15,"6,191",0.76,"4,687",1.67,"10,436",1.12,"5,929",0.62,"4,507",1.78,442,2.03,263,4.24,179,-1.04,81.33,-,79.58,-,83.11,-,47.49,-,53.52,-,41.33,-,58.39,-,67.26,-,49.73,-,45.56,-,51.25,-,39.75,-,56.02,-,64.40,-,47.83,-,95.94,-,95.76,-,96.17,-,4.06,-,4.24,-,3.83,-
2008M08,"22,912",0.36,"11,568",0.17,"11,344",0.55,"18,651",1.26,"9,216",1.20,"9,435",1.33,"10,916",1.13,"6,206",0.89,"4,710",1.44,"10,464",1.07,"5,945",0.73,"4,519",1.53,452,2.36,261,4.78,191,-0.78,81.40,-,79.67,-,83.17,-,47.64,-,53.65,-,41.52,-,58.53,-,67.34,-,49.93,-,45.67,-,51.39,-,39.84,-,56.10,-,64.50,-,47.90,-,95.86,-,95.79,-,95.94,-,4.14,-,4.21,-,4.06,-
2008M09,"22,914",0.35,"11,568",0.16,"11,346",0.54,"18,669",1.25,"9,224",1.18,"9,445",1.31,"10,869",1.22,"6,183",1.09,"4,686",1.39,"10,405",0.92,"5,913",0.69,"4,492",1.22,464,8.32,271,10.48,194,5.44,81.47,-,79.74,-,83.24,-,47.44,-,53.45,-,41.30,-,58.22,-,67.03,-,49.62,-,45.41,-,51.11,-,39.59,-,55.73,-,64.10,-,47.57,-,95.73,-,95.63,-,95.86,-,4.27,-,4.37,-,4.14,-
2008M10,"22,923",0.34,"11,570",0.16,"11,353",0.53,"18,690",1.25,"9,234",1.19,"9,456",1.30,"10,901",1.48,"6,194",1.19,"4,707",1.87,"10,424",1.01,"5,907",0.64,"4,517",1.50,476,13.07,287,14.08,189,11.58,81.54,-,79.81,-,83.29,-,47.55,-,53.54,-,41.46,-,58.32,-,67.08,-,49.77,-,45.48,-,51.06,-,39.79,-,55.77,-,63.97,-,47.77,-,95.63,-,95.37,-,95.98,-,4.37,-,4.63,-,4.02,-
2008M11,"22,934",0.35,"11,574",0.16,"11,360",0.54,"18,711",1.25,"9,244",1.19,"9,467",1.30,"10,917",1.40,"6,199",1.12,"4,718",1.79,"10,410",0.59,"5,886",0.13,"4,524",1.19,507,21.55,313,23.89,193,17.95,81.59,-,79.87,-,83.34,-,47.60,-,53.56,-,41.53,-,58.35,-,67.06,-,49.83,-,45.39,-,50.86,-,39.83,-,55.64,-,63.67,-,47.79,-,95.36,-,94.94,-,95.90,-,4.64,-,5.06,-,4.10,-
