期間,證券投資--小計_原始值,證券投資--小計_年增率(%),證券投資--政府債券_原始值,證券投資--政府債券_年增率(%),證券投資--金融機構債券_原始值,證券投資--金融機構債券_年增率(%),證券投資--公司債_原始值,證券投資--公司債_年增率(%),證券投資--可轉讓定期存單_原始值,證券投資--可轉讓定期存單_年增率(%),證券投資--商業本票_原始值,證券投資--商業本票_年增率(%),證券投資--承兌匯票_原始值,證券投資--承兌匯票_年增率(%),存放銀行_原始值,存放銀行_年增率(%),庫存現金_原始值,庫存現金_年增率(%),資產合計(淨額)=負債合計(淨額)_原始值,資產合計(淨額)=負債合計(淨額)_年增率(%),借入款_原始值,借入款_年增率(%),淨值_原始值,淨值_年增率(%),其他項目(淨額)_原始值,其他項目(淨額)_年增率(%),保證_原始值,保證_年增率(%),附買回交易_原始值,附買回交易_年增率(%)
1999M03,"772,706",3.55,"257,162",-15.65,"2,093",12.17,"18,150",25.99,"43,126",33.41,"449,625",20.80,"2,550",-87.60,"57,691",19.20,-,-,"830,401",4.50,"67,863",50.48,"113,416",9.71,"649,122",0.46,"654,326",-0.64,"687,039",-0.20
1999M04,"832,471",3.24,"277,767",-11.22,"2,093",25.93,"18,180",25.94,"38,456",30.33,"493,656",15.64,"2,319",-88.94,"54,685",7.20,-,-,"887,160",3.48,"69,823",30.83,"114,181",9.72,"703,156",0.46,"647,990",-3.34,"741,680",0.27
1999M05,"843,109",11.61,"287,514",9.26,"1,841",-14.45,"17,916",16.25,"34,821",33.24,"497,772",16.35,"3,245",-84.35,"56,665",10.09,-,-,"899,778",11.51,"65,510",15.14,"114,635",9.78,"719,633",11.47,"648,786",-6.92,"742,354",6.85
1999M06,"858,638",13.33,"286,269",9.22,"2,041",-5.16,"17,302",6.66,"37,665",18.76,"512,053",19.95,"3,308",-82.17,"52,924",5.13,-,-,"911,565",12.82,"69,432",7.33,"115,444",9.45,"726,689",13.93,"646,642",-9.04,"752,466",11.26
1999M07,"859,864",10.88,"308,289",9.84,"1,941",-5.41,"16,393",0.58,"35,591",19.25,"494,664",15.61,"2,986",-84.08,"57,315",14.69,-,-,"917,183",11.11,"65,757",6.03,"116,133",9.35,"735,293",11.87,"644,146",-13.84,"757,416",8.62
1999M08,"843,158",-0.12,"298,391",5.45,"1,841",-9.40,"16,679",0.35,"40,103",57.11,"483,450",-2.68,"2,694",-86.70,"53,028",-11.35,-,-,"896,191",-0.86,"51,824",-31.47,"121,805",10.94,"722,562",0.56,"644,899",-15.31,"745,552",-0.76
1999M09,"827,796",-2.56,"297,029",7.90,"1,641",-19.68,"16,222",-5.57,"44,722",26.29,"465,843",-7.95,"2,339",-82.77,"55,169",0.65,-,-,"882,970",-2.37,"58,302",-43.70,"122,654",9.91,"702,014",1.86,"653,633",-16.88,"725,434",-3.15
1999M10,"836,405",-1.53,"297,793",13.44,"1,641",-17.66,"15,988",-8.24,"65,704",41.06,"452,945",-11.64,"2,334",-71.77,"47,740",-25.40,-,-,"884,150",-3.20,"53,708",-36.74,"125,224",11.26,"705,218",-1.50,"655,036",-16.43,"729,926",-3.19
1999M11,"887,040",22.03,"310,098",27.17,"1,641",-17.66,"15,583",-12.79,"76,563",69.91,"480,949",16.32,"2,206",-52.66,"49,644",-16.21,-,-,"936,689",19.15,"64,908",-0.75,"127,066",11.96,"744,715",22.64,"646,778",-9.40,"770,124",19.03
1999M12,"913,443",19.24,"325,188",30.29,"1,641",-17.66,"15,162",-16.00,"87,484",111.54,"481,498",6.69,"2,470",-35.00,"44,687",-27.03,-,-,"958,133",15.81,"62,227",-9.62,"126,720",19.23,"769,186",17.94,"647,514",-4.92,"794,255",16.74
2000M01,"891,222",9.93,"333,543",25.46,"1,641",-17.66,"14,714",-20.39,"76,146",90.25,"463,098",-3.39,"2,080",-58.63,"46,015",-19.22,-,-,"937,242",8.01,"59,299",-30.28,"127,518",19.21,"750,425",11.06,"642,095",-0.80,"777,796",10.01
2000M02,"882,151",11.15,"335,242",29.80,"1,241",-38.66,"14,515",-21.52,"76,115",73.03,"453,090",-3.03,"1,948",-46.79,"56,562",15.12,-,-,"938,718",11.38,"54,643",-34.14,"128,446",19.44,"755,629",15.84,"651,295",1.12,"783,666",12.29
2000M03,"878,895",13.74,"329,004",27.94,"1,293",-38.22,"14,025",-22.73,"51,645",19.75,"477,126",6.12,"5,802",127.53,"48,101",-16.62,-,-,"927,001",11.63,"50,695",-25.30,"127,746",12.63,"748,560",15.32,"652,245",-0.32,"778,868",13.37
2000M04,"948,854",13.98,"355,348",27.93,835,-60.11,"13,984",-23.08,"59,495",54.71,"517,128",4.75,"2,064",-11.00,"49,564",-9.36,-,-,"998,423",12.54,"62,563",-10.40,"128,502",12.54,"807,358",14.82,"653,713",0.88,"835,934",12.71
2000M05,"942,324",11.77,"349,038",21.40,702,-61.87,"13,903",-22.40,"65,580",88.33,"510,866",2.63,"2,235",-31.12,"53,143",-6.22,-,-,"995,472",10.64,"70,555",7.70,"127,867",11.54,"797,050",10.76,"651,267",0.38,"827,762",11.51
2000M06,"930,135",8.33,"343,427",19.97,697,-65.85,"12,347",-28.64,"77,151",104.83,"494,477",-3.43,"2,036",-38.45,"51,577",-2.55,-,-,"981,716",7.70,"54,133",-22.03,"128,962",11.71,"798,621",9.90,"645,299",-0.21,"828,284",10.08
2000M07,"960,096",11.66,"354,524",15.00,696,-64.14,"12,041",-26.55,"79,534",123.47,"510,926",3.29,"2,375",-20.46,"44,430",-22.48,-,-,"1,004,531",9.52,"69,950",6.38,"129,651",11.64,"804,930",9.47,"648,675",0.70,"836,262",10.41
2000M08,"973,565",15.47,"360,173",20.71,670,-63.61,"11,651",-30.15,"92,159",129.81,"506,854",4.84,"2,058",-23.61,"50,125",-5.47,-,-,"1,023,695",14.23,"63,532",22.59,"130,557",7.19,"829,606",14.81,"657,584",1.97,"861,449",15.55
2000M09,"951,136",14.90,"372,878",25.54,470,-71.36,"11,051",-31.88,"89,665",100.49,"475,192",2.01,"1,880",-19.62,"46,147",-16.35,-,-,"997,288",12.95,"64,667",10.92,"131,454",7.17,"801,167",14.12,"651,388",-0.34,"834,249",15.00
2000M10,"956,222",14.33,"370,039",24.26,170,-89.64,"10,516",-34.23,"91,276",38.92,"482,109",6.44,"2,112",-9.51,"49,459",3.60,-,-,"1,005,686",13.75,"66,857",24.48,"132,152",5.53,"806,677",14.39,"623,812",-4.77,"840,824",15.19
2000M11,"915,910",3.25,"361,368",16.53,170,-89.64,"10,286",-33.99,"91,304",19.25,"450,881",-6.25,"1,901",-13.83,"45,316",-8.72,-,-,"961,231",2.62,"53,880",-16.99,"133,137",4.78,"774,214",3.96,"620,523",-4.06,"810,200",5.20
2000M12,"965,048",5.65,"366,955",12.84,170,-89.64,"10,110",-33.32,"93,680",7.08,"492,011",2.18,"2,122",-14.09,"47,779",6.92,-,-,"1,012,830",5.71,"47,157",-24.22,"133,255",5.16,"832,418",8.22,"603,202",-6.84,"867,576",9.23
2001M01,"948,211",6.39,"363,273",8.91,170,-89.64,"9,814",-33.30,"101,043",32.70,"471,858",1.89,"2,053",-1.30,"49,678",7.96,-,-,"997,894",6.47,"72,001",21.42,"134,245",5.28,"791,648",5.49,"615,078",-4.21,"828,358",6.50
2001M02,"991,483",12.39,"363,620",8.46,170,-86.30,"9,884",-31.90,"120,463",58.26,"495,344",9.33,"2,002",2.77,"58,544",3.50,-,-,"1,050,032",11.86,"91,293",67.07,"135,495",5.49,"823,244",8.95,"629,862",-3.29,"859,704",9.70
2001M03,"1,012,814",15.24,"372,322",13.17,70,-94.59,"9,255",-34.01,"108,674",110.43,"520,505",9.09,"1,988",-65.74,"61,401",27.65,-,-,"1,074,220",15.88,"101,632",100.48,"137,024",7.26,"835,564",11.62,"634,585",-2.71,"870,925",11.82
2001M04,"975,752",2.83,"365,861",2.96,70,-91.62,"8,764",-37.33,"99,863",67.85,"499,428",-3.42,"1,766",-14.44,"59,516",20.08,-,-,"1,035,273",3.69,"68,314",9.19,"136,737",6.41,"830,222",2.83,"628,693",-3.83,"864,957",3.47
