期間,勞動力參與率_合計,勞動力參與率_國小以下,勞動力參與率_國中,勞動力參與率_高中,勞動力參與率_高職,勞動力參與率_專科,勞動力參與率_大學以上,勞動力參與率_合計,勞動力參與率_國小以下,勞動力參與率_國中,勞動力參與率_高中,勞動力參與率_高職,勞動力參與率_專科,勞動力參與率_大學以上,勞動力參與率_合計,勞動力參與率_國小以下,勞動力參與率_國中,勞動力參與率_高中,勞動力參與率_高職,勞動力參與率_專科,勞動力參與率_大學以上,失業率_合計,失業率_國小以下,失業率_國中,失業率_高中,失業率_高職,失業率_專科,失業率_大學以上,失業率_合計,失業率_國小以下,失業率_國中,失業率_高中,失業率_高職,失業率_專科,失業率_大學以上,失業率_合計,失業率_國小以下,失業率_國中,失業率_高中,失業率_高職,失業率_專科,失業率_大學以上
2001M06,57.09,37.71,62.47,50.53,66.56,73.93,60.75,68.09,52.83,76.97,60.12,75.84,79.66,61.88,46.19,27.07,44.02,39.05,58.07,67.71,59.27,4.51,3.69,5.88,4.37,5.06,3.67,3.51,5.09,5.08,6.58,4.78,5.89,3.60,2.90,3.65,1.79,4.32,3.61,4.07,3.76,4.34
2001M07,57.34,37.69,63.55,50.28,66.49,74.57,61.02,68.52,53.16,78.41,59.75,75.75,80.58,62.45,46.25,26.74,44.48,38.95,58.00,68.11,59.18,4.92,3.77,6.10,5.10,5.58,4.21,4.07,5.43,5.15,6.73,5.57,6.04,4.47,3.26,4.18,1.83,4.67,4.22,5.02,3.89,5.16
2001M08,57.51,37.89,66.90,50.30,66.62,73.53,58.25,68.75,52.68,81.63,61.51,76.09,80.16,59.77,46.37,27.48,47.69,36.96,58.00,66.41,56.28,5.17,3.85,6.26,5.58,5.87,4.60,4.27,5.67,5.72,7.07,5.83,6.01,4.60,3.64,4.45,1.32,4.45,5.09,5.71,4.61,5.13
2001M09,57.33,38.12,69.01,49.67,66.33,72.47,55.98,68.54,52.83,83.51,60.94,76.18,78.08,58.48,46.22,27.82,49.65,36.18,57.41,66.48,52.78,5.26,3.84,6.54,5.65,6.04,4.75,3.95,5.79,5.33,7.39,6.20,6.06,4.81,3.89,4.49,1.86,4.63,4.53,6.02,4.68,4.05
2001M10,57.35,38.04,68.07,49.51,66.65,72.77,56.54,68.43,53.29,82.91,59.19,76.68,77.06,59.20,46.37,27.34,48.44,37.94,57.55,68.19,53.12,5.33,3.91,6.68,5.89,6.16,4.72,3.83,5.91,5.44,7.41,6.74,6.36,4.67,3.89,4.48,1.81,5.04,4.29,5.92,4.79,3.74
2001M11,57.46,38.04,66.98,49.67,66.74,73.43,57.71,68.55,53.23,82.14,59.33,76.85,77.95,59.72,46.49,27.40,47.06,38.10,57.53,68.59,55.12,5.28,4.06,6.52,5.78,5.99,4.79,3.91,5.97,5.48,7.23,6.79,6.37,5.31,3.77,4.28,2.13,4.89,3.89,5.51,4.15,4.11
2001M12,57.53,37.93,66.06,49.68,66.96,74.09,58.33,68.63,53.51,80.47,59.09,76.91,79.60,60.22,46.55,27.04,47.02,38.48,57.90,68.20,55.91,5.22,4.03,6.43,5.64,5.85,5.00,3.71,5.99,5.51,7.26,6.22,6.83,5.10,3.68,4.10,1.99,4.56,4.57,4.67,4.87,3.76
2002M01,57.58,37.79,65.29,50.00,67.24,74.39,58.70,68.66,53.85,79.30,59.62,76.78,79.69,61.08,46.61,26.54,46.75,38.46,58.60,68.76,55.69,5.14,3.93,6.34,5.72,5.86,4.79,3.52,5.98,5.36,7.66,6.32,6.75,4.92,3.52,3.91,1.89,3.39,4.60,4.80,4.63,3.53
2002M02,57.34,37.42,64.73,49.70,67.04,74.11,59.06,68.48,53.29,79.08,59.15,76.51,78.93,62.13,46.34,26.38,45.81,38.40,58.43,68.97,55.15,5.12,4.03,6.13,5.66,5.96,4.57,3.66,6.01,5.56,7.36,6.96,6.85,4.74,3.49,3.82,1.87,3.32,3.26,4.90,4.36,3.90
2002M03,57.29,37.27,64.38,49.89,67.09,74.23,58.90,68.24,52.93,79.35,58.17,76.48,78.92,61.35,46.47,26.35,44.69,40.05,58.53,69.23,55.76,5.16,4.11,6.43,5.74,5.91,4.38,3.74,5.93,5.87,7.59,6.54,6.45,4.58,3.38,4.05,1.65,3.72,4.36,5.27,4.13,4.24
2002M04,57.27,36.96,64.01,49.97,67.28,74.40,59.08,68.17,52.38,78.05,58.33,77.19,79.38,61.56,46.49,26.23,45.61,39.95,58.32,69.06,55.93,4.98,3.90,6.35,5.41,5.86,4.26,3.19,5.82,5.43,7.47,5.90,6.64,4.63,3.31,3.77,1.76,3.83,4.54,4.93,3.80,3.02
2002M05,57.31,36.96,63.21,49.80,67.58,74.57,59.69,68.13,51.94,76.42,59.75,77.24,79.73,62.17,46.61,26.63,45.84,37.89,58.80,69.02,56.53,5.02,4.02,6.46,5.20,5.93,4.23,3.22,5.87,5.86,8.02,5.41,6.50,4.40,3.32,3.78,1.54,3.03,4.82,5.24,4.03,3.10
2002M06,57.33,37.19,64.04,49.81,67.44,74.50,58.60,68.21,52.21,77.76,60.77,76.97,80.08,60.17,46.57,26.84,45.48,36.74,58.88,68.60,56.60,5.11,4.14,6.27,5.42,5.95,4.43,3.61,5.91,5.83,7.29,6.14,6.74,4.69,3.39,3.96,1.88,3.91,4.00,5.03,4.12,3.92
