期間,總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),農、林、漁、牧業_原始值,農、林、漁、牧業_年增率(%),農、林、漁、牧業_原始值,農、林、漁、牧業_年增率(%),農、林、漁、牧業_原始值,農、林、漁、牧業_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),製造業_原始值,製造業_年增率(%),製造業_原始值,製造業_年增率(%),製造業_原始值,製造業_年增率(%),水電燃氣業_原始值,水電燃氣業_年增率(%),水電燃氣業_原始值,水電燃氣業_年增率(%),水電燃氣業_原始值,水電燃氣業_年增率(%),營造業_原始值,營造業_年增率(%),營造業_原始值,營造業_年增率(%),營造業_原始值,營造業_年增率(%),批發、零售及餐飲業_原始值,批發、零售及餐飲業_年增率(%),批發、零售及餐飲業_原始值,批發、零售及餐飲業_年增率(%),批發、零售及餐飲業_原始值,批發、零售及餐飲業_年增率(%),運輸、倉儲及通信業_原始值,運輸、倉儲及通信業_年增率(%),運輸、倉儲及通信業_原始值,運輸、倉儲及通信業_年增率(%),運輸、倉儲及通信業_原始值,運輸、倉儲及通信業_年增率(%),金融、保險及不動產業_原始值,金融、保險及不動產業_年增率(%),金融、保險及不動產業_原始值,金融、保險及不動產業_年增率(%),金融、保險及不動產業_原始值,金融、保險及不動產業_年增率(%),工商服務業_原始值,工商服務業_年增率(%),工商服務業_原始值,工商服務業_年增率(%),工商服務業_原始值,工商服務業_年增率(%),社會服務及個人服務業_原始值,社會服務及個人服務業_年增率(%),社會服務及個人服務業_原始值,社會服務及個人服務業_年增率(%),社會服務及個人服務業_原始值,社會服務及個人服務業_年增率(%),公共行政業_原始值,公共行政業_年增率(%),公共行政業_原始值,公共行政業_年增率(%),公共行政業_原始值,公共行政業_年增率(%)
1979M11,"6,424",2.23,"4,345",2.33,"2,079",2.02,"1,354",-11.42,959,-10.59,396,-13.37,46,6.68,39,11.34,6,-15.32,"2,070",6.69,"1,245",7.49,826,5.51,21,-14.46,20,-7.57,1,-57.80,565,13.82,530,13.68,36,15.83,"1,015",4.74,640,2.65,375,8.53,324,5.97,280,4.74,44,14.43,75,-3.25,49,-1.44,26,-6.51,51,-8.47,29,-8.60,21,-8.29,689,5.03,394,3.81,295,6.71,213,14.38,160,13.79,54,16.14
1979M12,"6,508",4.04,"4,387",3.49,"2,121",5.19,"1,393",-2.33,992,-3.24,401,-0.01,42,-10.49,36,-4.87,6,-33.66,"2,078",4.27,"1,236",4.56,842,3.85,24,7.09,22,19.45,2,-49.43,553,4.55,513,3.95,40,12.88,"1,072",9.84,673,8.25,398,12.62,323,11.43,286,13.23,37,-0.65,82,6.22,49,4.71,32,8.61,47,-10.30,30,-8.64,17,-13.13,691,6.43,394,2.48,297,12.17,204,5.02,156,8.71,48,-5.40
1980M01,"6,569",2.57,"4,346",1.61,"2,223",4.50,"1,263",-8.97,871,-10.78,392,-4.68,42,-10.32,37,-3.14,6,-39.18,"2,133",4.55,"1,253",3.15,880,6.62,28,-2.26,25,-2.81,3,3.13,554,7.80,511,7.27,43,14.53,"1,128",7.74,706,9.14,422,5.48,347,1.23,304,1.54,43,-0.99,88,5.42,51,9.25,37,0.54,57,12.62,34,15.34,22,8.66,726,7.88,400,5.30,326,11.24,202,6.59,152,7.20,49,4.76
1980M02,"6,528",1.68,"4,337",1.73,"2,192",1.58,"1,298",-8.66,901,-9.34,396,-7.09,30,-23.81,24,-27.51,6,-5.26,"2,132",3.00,"1,271",2.31,861,4.03,28,7.54,25,6.67,3,16.27,523,6.88,486,8.87,38,-13.42,"1,107",8.16,690,10.63,417,4.32,341,-2.62,293,-3.13,48,0.66,82,10.31,49,13.62,33,5.82,68,26.87,40,25.69,28,28.63,704,5.39,398,8.90,306,1.15,215,5.22,160,1.76,55,16.76
1980M03,"6,407",1.46,"4,301",1.43,"2,106",1.52,"1,283",-7.78,886,-9.06,397,-4.80,35,-33.75,29,-35.22,7,-26.52,"2,075",2.91,"1,264",4.31,811,0.80,28,12.75,25,15.33,3,-6.41,486,3.39,453,6.01,33,-22.76,"1,066",7.32,673,8.34,393,5.60,337,-2.41,290,-2.97,47,1.12,93,21.03,59,14.98,34,33.50,62,6.18,38,5.08,24,7.96,714,5.19,411,5.93,303,4.20,227,10.41,172,4.77,55,32.71
1980M04,"6,423",1.41,"4,329",1.64,"2,094",0.94,"1,262",-6.45,889,-6.35,373,-6.71,53,-10.92,47,-5.31,6,-39.56,"2,134",3.56,"1,294",6.26,840,-0.33,28,4.90,25,3.68,3,17.54,481,-0.17,442,-0.82,39,7.91,"1,040",3.81,669,4.40,372,2.78,333,0.77,292,1.23,41,-2.42,92,16.97,60,10.36,32,31.87,58,-3.79,36,-2.41,22,-5.91,716,5.48,402,3.25,314,8.47,227,9.62,174,6.13,53,22.96
1980M05,"6,488",2.81,"4,307",1.51,"2,181",5.47,"1,269",-4.67,870,-8.97,399,6.29,63,15.06,50,10.24,12,39.95,"2,159",4.26,"1,296",5.44,863,2.55,28,11.90,25,7.52,3,78.86,500,1.64,456,1.14,44,7.10,"1,020",3.99,645,3.62,374,4.62,328,4.08,285,4.58,43,0.81,87,15.22,54,13.18,33,18.77,69,17.87,40,17.87,29,17.87,727,10.31,404,10.83,323,9.68,239,-4.05,180,-7.94,59,10.29
1980M06,"6,528",2.27,"4,262",0.85,"2,266",5.05,"1,284",-6.12,842,-11.42,442,5.94,58,-2.34,46,-5.86,11,15.30,"2,141",2.10,"1,249",1.79,892,2.55,30,10.55,27,8.18,3,38.42,533,10.63,486,9.64,46,22.23,"1,037",3.45,655,4.80,383,1.23,325,1.50,281,0.16,44,11.00,96,32.95,57,22.31,38,52.76,72,31.93,42,34.11,30,29.05,707,7.18,391,8.34,316,5.77,247,1.65,187,-0.52,60,9.04
1980M07,"6,717",1.57,"4,403",1.26,"2,315",2.16,"1,408",-8.07,919,-9.07,489,-6.14,67,-3.41,57,-7.14,10,25.74,"2,166",1.39,"1,287",1.71,879,0.93,29,-2.84,27,4.65,3,-41.27,534,14.55,493,15.03,41,9.05,"1,075",3.45,670,3.59,405,3.21,334,-0.19,291,-2.60,43,19.71,94,32.00,54,17.66,40,58.08,63,25.08,35,28.56,28,20.93,692,5.02,380,3.21,312,7.31,254,12.93,190,11.86,64,16.20
1980M08,"6,672",1.85,"4,427",0.92,"2,245",3.74,"1,279",-9.82,871,-11.41,409,-6.25,70,-4.48,59,-7.60,11,16.20,"2,205",1.82,"1,314",1.58,891,2.19,25,-21.53,23,-16.63,3,-48.12,556,12.40,513,11.33,43,26.96,"1,067",5.82,659,4.45,409,8.12,360,2.19,313,0.49,48,14.96,80,7.19,46,0.63,34,17.72,69,18.22,41,19.35,28,16.63,696,7.76,393,5.70,304,10.56,263,16.58,196,19.16,67,9.62
1980M09,"6,528",0.88,"4,375",0.52,"2,153",1.61,"1,205",-9.38,855,-8.79,350,-10.79,74,4.12,62,0.42,12,29.96,"2,174",3.00,"1,287",3.50,887,2.29,25,8.29,23,9.44,3,-0.80,574,6.38,532,6.95,42,-0.37,"1,043",4.38,653,2.55,389,7.59,344,-0.53,297,-2.20,47,11.48,81,-4.92,48,-7.73,34,-0.69,68,14.57,41,14.67,27,14.40,710,6.81,405,5.03,305,9.26,229,-5.21,171,-3.16,58,-10.79
1980M10,"6,518",1.16,"4,391",1.18,"2,127",1.10,"1,222",-5.32,870,-3.61,351,-9.31,73,11.24,64,9.57,9,24.25,"2,174",4.41,"1,309",5.86,865,2.30,25,5.86,23,2.03,3,57.51,603,5.44,557,4.80,46,13.88,"1,000",0.30,628,-1.47,372,3.42,310,-7.70,264,-9.40,46,3.55,82,-0.32,51,0.74,31,-1.99,64,14.98,37,14.22,26,16.07,718,1.35,406,0.35,312,2.69,248,7.21,181,5.98,66,10.74
1980M11,"6,538",1.76,"4,400",1.27,"2,137",2.79,"1,267",-6.46,895,-6.68,372,-5.93,58,28.18,52,32.29,6,2.63,"2,159",4.27,"1,294",3.95,865,4.76,25,18.82,23,14.38,3,79.99,610,7.90,569,7.46,41,14.49,"1,015",-0.01,640,-0.01,375,-0.01,307,-5.31,266,-4.87,41,-8.09,83,11.06,52,6.48,31,19.77,66,30.18,37,27.98,28,33.20,706,2.48,398,0.98,308,4.48,241,12.92,173,8.61,68,25.71
1980M12,"6,652",2.21,"4,403",0.36,"2,249",6.03,"1,279",-8.20,886,-10.64,392,-2.17,45,8.68,37,4.31,8,34.51,"2,176",4.74,"1,285",3.98,891,5.86,25,7.11,23,4.97,3,30.16,632,14.22,575,12.06,57,41.98,"1,091",1.84,674,0.04,418,4.88,314,-2.76,275,-3.88,40,5.77,87,6.34,53,7.84,34,4.05,63,35.75,39,30.98,24,44.31,713,3.21,392,-0.47,322,8.09,225,10.19,163,4.69,62,28.03
1981M01,"6,703",2.04,"4,429",1.90,"2,274",2.31,"1,271",0.65,885,1.61,386,-1.49,47,10.67,40,7.59,7,30.38,"2,159",1.19,"1,269",1.23,890,1.14,28,0.65,26,1.50,3,-7.11,635,14.52,579,13.26,56,29.53,"1,111",-1.46,676,-4.19,435,3.11,344,-0.89,299,-1.95,45,6.77,89,0.88,53,2.40,37,-1.22,68,19.28,40,17.47,27,22.07,719,-0.86,401,0.17,319,-2.12,231,14.35,162,6.30,69,39.23
1981M02,"6,590",0.94,"4,397",1.40,"2,192",0.03,"1,330",2.45,955,5.98,374,-5.56,40,31.38,33,39.07,6,1.87,"2,110",-0.99,"1,240",-2.44,871,1.16,28,0.45,26,1.26,3,-6.94,565,7.89,525,8.18,39,4.14,"1,064",-3.86,654,-5.27,411,-1.54,354,3.71,306,4.32,48,0.00,91,10.95,56,14.28,35,6.11,69,1.55,41,0.87,28,2.55,712,1.15,401,0.84,311,1.56,226,5.37,161,0.96,65,18.21
1981M03,"6,548",2.20,"4,398",2.24,"2,150",2.10,"1,279",-0.28,931,5.14,348,-12.40,34,-3.90,28,-4.33,7,-2.06,"2,113",1.86,"1,256",-0.66,858,5.77,28,0.19,26,1.02,3,-7.39,542,11.49,509,12.15,34,2.45,"1,072",0.53,667,-0.91,405,3.00,359,6.52,311,6.99,49,3.58,90,-3.01,57,-4.66,33,-0.07,72,14.64,43,12.25,29,18.36,724,1.51,402,-2.17,322,6.50,234,2.89,170,-1.19,64,15.64
1981M04,"6,503",1.24,"4,392",1.45,"2,111",0.81,"1,206",-4.45,880,-0.97,326,-12.75,57,6.89,50,7.30,6,3.62,"2,140",0.31,"1,281",-0.97,859,2.28,28,0.65,26,1.42,3,-6.46,564,17.46,526,19.15,38,-1.82,"1,101",5.82,697,4.25,404,8.65,325,-2.40,286,-1.86,39,-6.15,92,0.18,56,-7.50,37,14.67,71,23.56,43,21.52,28,26.81,695,-2.84,382,-4.95,314,-0.15,222,-2.01,163,-6.25,59,11.97
1981M05,"6,564",1.17,"4,408",2.36,"2,155",-1.18,"1,213",-4.39,860,-1.18,353,-11.37,59,-5.99,53,5.41,6,-52.32,"2,160",0.07,"1,284",-0.90,876,1.54,28,0.93,26,1.72,3,-6.31,574,14.84,530,16.25,44,0.23,"1,074",5.31,693,7.37,381,1.76,320,-2.21,280,-1.85,41,-4.60,94,7.87,59,8.46,35,6.90,82,19.61,47,17.84,35,22.06,719,-1.10,399,-1.23,320,-0.93,239,-0.05,178,-1.51,61,4.41
1981M06,"6,702",2.67,"4,421",3.72,"2,282",0.69,"1,309",2.00,887,5.39,422,-4.47,55,-4.27,49,6.82,6,-49.69,"2,148",0.31,"1,247",-0.20,901,1.04,28,-4.07,26,-3.32,3,-10.96,572,7.38,527,8.29,45,-2.10,"1,087",4.76,693,5.85,394,2.91,342,5.15,297,5.65,45,1.93,101,6.03,63,9.63,39,0.66,75,4.93,43,2.64,33,8.07,744,5.23,410,4.96,334,5.56,240,-2.52,180,-3.77,61,1.37
1981M07,"6,844",1.89,"4,507",2.37,"2,337",0.97,"1,333",-5.32,910,-0.95,423,-13.53,45,-33.55,39,-31.92,6,-42.98,"2,215",2.23,"1,291",0.29,923,5.07,30,2.95,27,0.46,4,25.71,592,10.97,543,10.08,50,21.69,"1,115",3.70,690,3.04,425,4.80,347,3.96,297,2.31,50,15.06,108,14.76,61,11.84,48,18.72,64,1.30,36,2.59,28,-0.34,741,7.09,423,11.31,318,1.94,254,-0.15,190,0.14,64,-1.00
1981M08,"6,736",0.96,"4,498",1.61,"2,238",-0.32,"1,219",-4.69,866,-0.58,354,-13.45,64,-8.81,54,-8.32,10,-11.38,"2,246",1.85,"1,354",3.00,892,0.15,30,19.50,27,17.18,4,39.76,585,5.32,533,3.96,52,21.44,"1,092",2.36,679,3.07,414,1.22,353,-2.12,302,-3.58,51,7.45,97,21.23,55,17.85,43,25.88,67,-3.42,39,-4.74,28,-1.50,718,3.15,399,1.72,319,5.00,264,0.36,192,-2.24,72,7.99
1981M09,"6,634",1.63,"4,428",1.22,"2,206",2.46,"1,189",-1.37,847,-0.93,342,-2.44,62,-16.12,53,-15.11,9,-21.52,"2,199",1.16,"1,320",2.50,880,-0.79,30,19.05,27,16.65,4,39.99,577,0.41,528,-0.78,48,15.58,"1,108",6.26,698,6.89,410,5.20,341,-0.71,293,-1.07,48,1.54,95,16.34,51,7.19,44,29.14,69,1.89,40,-2.87,29,9.22,727,2.41,399,-1.55,328,7.66,237,3.46,172,0.63,65,11.81
1981M10,"6,679",2.46,"4,465",1.68,"2,214",4.09,"1,198",-1.94,854,-1.92,344,-2.01,64,-12.48,55,-13.71,9,-4.05,"2,171",-0.11,"1,293",-1.22,878,1.58,30,19.12,27,16.66,4,40.65,571,-5.30,528,-5.21,43,-6.46,"1,135",13.48,714,13.77,420,12.98,332,7.26,286,8.31,46,1.18,101,22.98,56,10.21,45,43.70,77,21.43,46,22.59,32,19.81,762,6.04,435,7.06,327,4.70,238,-4.09,171,-5.70,66,0.33
1981M11,"6,754",3.30,"4,506",2.40,"2,248",5.17,"1,287",1.57,905,1.18,381,2.52,61,5.18,51,-0.83,10,53.30,"2,117",-1.95,"1,264",-2.34,853,-1.36,30,19.05,27,16.57,4,40.76,581,-4.80,539,-5.37,42,3.17,"1,156",13.82,725,13.21,431,14.88,345,12.40,294,10.18,52,26.94,93,12.18,54,3.15,39,27.45,77,16.69,45,21.45,31,10.44,774,9.71,433,8.93,341,10.72,233,-3.55,169,-2.63,64,-5.91
1981M12,"6,808",2.34,"4,530",2.90,"2,278",1.27,"1,247",-2.48,890,0.46,357,-9.10,59,29.05,49,30.87,10,20.68,"2,165",-0.53,"1,277",-0.60,887,-0.43,30,19.36,27,17.04,4,39.58,637,0.84,589,2.30,49,-14.03,"1,162",6.47,713,5.89,449,7.41,339,7.98,288,4.95,51,29.02,84,-3.13,54,1.91,30,-11.12,68,6.95,42,8.13,25,5.03,774,8.55,418,6.73,356,10.76,242,7.78,182,11.42,60,-1.86
1982M01,"6,855",2.26,"4,552",2.79,"2,302",1.22,"1,251",-1.59,892,0.81,359,-7.09,38,-18.33,32,-19.40,7,-12.69,"2,218",2.72,"1,303",2.69,915,2.77,31,8.27,27,4.21,4,48.78,638,0.47,590,1.79,48,-13.23,"1,166",4.93,712,5.34,454,4.31,362,5.34,311,4.31,51,12.04,97,9.01,56,6.34,41,12.85,68,0.76,41,1.47,27,-0.31,739,2.78,411,2.70,328,2.87,245,6.32,177,9.25,68,-0.61
1982M02,"6,744",2.35,"4,511",2.59,"2,233",1.87,"1,250",-5.96,904,-5.36,346,-7.50,40,1.33,35,5.01,5,-17.98,"2,214",4.89,"1,300",4.89,913,4.88,31,8.30,27,4.23,4,48.95,609,7.88,563,7.14,47,17.82,"1,092",2.62,683,4.48,409,-0.32,354,-0.02,303,-1.08,51,6.73,99,9.21,56,1.43,43,21.40,74,7.84,44,9.52,30,5.43,711,-0.16,400,-0.16,310,-0.16,269,19.02,195,21.15,74,13.73
1982M03,"6,681",2.03,"4,487",2.03,"2,194",2.01,"1,236",-3.39,905,-2.80,330,-4.97,41,21.90,38,37.30,4,-43.13,"2,190",3.63,"1,283",2.16,907,5.79,31,9.48,27,4.84,4,55.80,569,4.86,525,3.33,43,27.87,"1,101",2.77,705,5.82,396,-2.25,347,-3.58,295,-5.10,52,6.05,99,9.78,60,6.51,39,15.32,80,12.35,49,14.07,32,9.79,722,-0.35,404,0.65,317,-1.60,265,13.18,195,14.49,70,9.70
