期間,遠期利率協議_原始值,遠期利率協議_年增率(%),遠期利率協議_原始值,遠期利率協議_年增率(%),換利_原始值,換利_年增率(%),換利_原始值,換利_年增率(%),買入選擇權_原始值,買入選擇權_年增率(%),買入選擇權_原始值,買入選擇權_年增率(%),賣出選擇權_原始值,賣出選擇權_年增率(%),賣出選擇權_原始值,賣出選擇權_年增率(%),契約合計_原始值,契約合計_年增率(%),契約合計_原始值,契約合計_年增率(%)
1999M08,0,--,701,11.80,"5,500",-6.78,"1,879",-76.25,0,--,0,-100.00,0,--,0,-100.00,"5,500",-6.78,"2,580",-75.16
1999M09,0,--,"2,226",--,"3,875",-42.92,"3,895",-91.69,0,--,318,-71.17,0,--,318,-72.87,"3,875",-42.92,"6,757",-86.25
1999M10,0,--,"20,633",452.57,"9,060",144.86,"8,655",-8.03,0,--,"2,412",16.24,0,--,"2,412",12.71,"9,060",144.86,"34,112",96.50
1999M11,0,--,"7,444",--,"9,025",314.94,"5,038",81.16,0,--,"2,757",--,0,--,"2,630",--,"9,025",314.94,"17,869",542.54
1999M12,0,-100.00,"9,189",185.28,"6,100",221.05,"6,236",79.97,0,--,385,-45.70,0,--,480,--,"6,100",209.49,"16,290",120.28
2000M01,0,--,"1,535",-40.60,"8,665",117.99,"3,630",18.01,0,--,214,167.50,0,--,245,68.97,"8,665",117.99,"5,624",-4.44
2000M02,0,--,"6,454","2,502.42","4,104",5.23,"12,700","2,256.22",0,--,"3,475","2,006.06",0,--,"3,445","3,379.80","4,104",5.23,"26,074","2,380.88"
2000M03,0,--,"4,386",-2.64,"15,921",115.15,"2,278",-65.94,0,--,263,-36.78,0,--,263,-64.17,"15,921",115.15,"7,190",-41.75
2000M04,919,--,"2,989",--,"5,652",-58.41,"1,644",-50.57,100,--,"3,439",238.82,0,--,"3,439",114.27,"6,671",-50.91,"11,511",93.59
2000M05,0,--,"9,755",138.28,"6,408",24.43,"15,030",153.80,0,--,"5,550","15,757.14",0,--,"5,550","8,061.76","6,408",24.43,"35,885",254.63
2000M06,250,--,"16,277",68.05,"6,650",-54.95,"6,942",-12.36,0,--,0,-100.00,0,--,86,-95.72,"6,900",-53.26,"23,305",7.78
2000M07,"2,900",866.67,"4,660",20.73,"3,600",-46.75,"11,561",286.53,0,--,335,--,0,--,365,--,"6,500",-7.93,"16,921",146.99
2000M08,"3,350",--,"10,366","1,378.74","9,268",68.51,"8,279",340.61,0,--,"1,864",--,0,--,"2,040",--,"12,618",129.42,"22,549",773.99
2000M09,"18,043",--,"3,372",51.48,"5,600",44.52,"8,393",115.48,0,--,0,-100.00,0,--,166,-47.80,"23,643",510.14,"11,931",76.57
2000M10,"1,400",--,"25,555",23.85,"7,150",-21.08,"17,727",104.82,0,--,0,-100.00,0,--,227,-90.59,"8,550",-5.63,"43,509",27.55
2000M11,"2,450",--,"35,561",377.71,"6,040",-33.07,"11,297",124.24,0,--,660,-76.06,0,--,"1,244",-52.70,"8,490",-5.93,"48,762",172.89
2000M12,"7,250",--,"36,190",293.84,"2,814",-53.87,"25,196",304.04,0,--,155,-59.74,0,--,353,-26.46,"10,064",64.98,"61,894",279.95
2001M01,"8,250",--,"19,759","1,187.23","3,730",-56.95,"3,012",-17.02,0,--,0,-100.00,0,--,0,-100.00,"11,980",38.26,"22,771",304.89
2001M02,"3,950",--,"13,908",115.49,"3,710",-9.60,"13,956",9.89,0,--,"1,132",-67.42,0,--,"1,390",-59.65,"7,660",86.65,"30,386",16.54
2001M03,"6,300",--,"25,673",485.34,"8,710",-45.29,"7,194",215.80,99,--,"1,937",636.50,132,--,"2,036",674.14,"15,241",-4.27,"36,840",412.38
2001M04,"3,350",264.53,"29,920",901.00,"11,239",98.85,"21,530","1,209.61",0,-100.00,"1,415",-58.85,0,--,"1,745",-49.26,"14,589",118.69,"54,610",374.42
2001M05,"3,350",--,"17,187",76.19,"12,250",91.17,"48,085",219.93,0,--,"3,702",-33.30,0,--,"3,702",-33.30,"15,600",143.45,"72,676",102.52
2001M06,"2,900","1,060.00","36,673",125.31,"7,724",16.15,"52,378",654.51,0,--,35,--,0,--,35,-59.30,"10,624",53.97,"89,121",282.41
2001M07,"4,650",60.34,"29,822",539.96,"31,366",771.28,"37,117",221.05,0,--,"2,120",532.84,0,--,"4,761","1,204.38","36,016",454.09,"73,820",336.26
2001M08,"8,850",164.18,"38,676",273.10,"20,507",121.27,"68,858",731.72,0,--,"2,764",48.28,0,--,726,-64.41,"29,357",132.66,"111,024",392.37
2001M09,"6,300",-65.08,"59,914","1,676.81","16,666",197.61,"21,868",160.55,0,--,"1,555",--,0,--,"1,382",732.53,"22,966",-2.86,"84,719",610.07
2001M10,600,-57.14,"20,519",-19.71,"19,243",169.13,"36,446",105.60,0,--,"1,762",--,0,--,"1,382",508.81,"19,843",132.08,"60,109",38.15
2001M11,"1,429",-41.67,"93,378",162.59,"42,074",596.59,"76,706",578.99,600,--,224,-66.06,"1,373",--,103,-91.72,"45,476",435.64,"170,411",249.48
2001M12,0,-100.00,"32,723",-9.58,"17,527",522.85,"34,536",37.07,44,--,418,169.68,556,--,243,-31.16,"18,127",80.12,"67,920",9.74
2002M01,"3,300",-60.00,"87,968",345.20,"69,932","1,774.85","58,515","1,842.73",0,--,"9,591",--,583,--,"9,413",--,"73,815",516.15,"165,487",626.74
