期間,新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%)
1992M06,"1,675",-2.95,137,0.74,166,-2.35,127,-5.93,45,-6.25,117,0.00,37,-9.76,64,23.08,134,6.35,"6,771",6.47,554,10.45,673,7.49,512,2.98,181,3.04,474,9.49,149,-1.62,259,35.36,542,17.00
1992M07,"1,679",-1.47,134,-8.22,177,15.69,126,-4.55,43,-4.44,116,4.50,43,22.86,66,1.54,157,20.77,"6,802",7.57,541,-0.01,718,26.45,510,4.16,172,2.39,471,14.92,174,33.47,268,11.48,636,31.91
1992M08,"1,661",-2.64,133,-2.21,172,3.61,127,2.42,40,-18.37,106,-0.93,34,-12.82,72,5.88,159,13.57,"6,625",3.61,531,3.80,685,9.97,506,9.30,161,-12.90,424,5.50,135,-7.37,287,12.14,634,21.21
1992M09,"1,711",2.09,132,-9.59,173,1.76,144,9.09,55,14.58,112,-1.75,37,0.00,67,28.85,162,12.50,"6,784",7.42,526,-4.36,686,7.22,570,14.38,219,21.51,443,3.00,145,4.64,264,35.83,644,18.94
1992M10,"1,802",7.84,131,-14.38,185,12.12,151,13.53,49,-3.92,120,6.19,45,45.16,65,20.37,168,31.25,"7,147",12.79,522,-9.87,736,17.63,600,19.15,195,0.44,475,11.11,178,50.36,256,23.82,667,36.95
1992M11,"1,787",7.01,148,13.85,177,14.94,136,10.57,48,-2.04,118,3.51,39,0.00,57,3.64,179,42.06,"7,046",9.51,585,16.62,698,17.94,538,13.75,191,1.10,463,6.00,152,1.65,223,5.12,703,44.78
1992M12,"1,764",7.63,153,15.04,183,13.66,139,16.81,50,19.05,106,-3.64,38,-2.56,69,23.21,148,10.45,"6,935",8.73,602,16.05,721,15.17,548,17.87,196,19.38,416,-2.96,149,-1.92,271,24.04,584,12.45
1993M01,"1,550",-4.32,130,-5.11,179,6.55,127,9.48,35,-22.22,98,-2.97,34,-2.86,56,5.66,151,7.86,"6,107",-5.13,510,-6.42,705,5.55,501,9.05,136,-24.52,387,-3.63,135,-4.26,222,6.36,596,7.27
1993M02,"1,791",31.59,148,20.33,191,31.72,157,49.52,41,-2.38,114,22.58,40,21.21,67,63.41,135,35.00,"6,943",27.37,573,16.05,741,27.59,607,43.90,160,-4.70,443,19.64,155,18.59,260,57.81,524,30.16
1993M03,"1,987",15.46,192,33.33,200,9.89,164,10.07,43,-6.52,122,-0.81,45,21.62,85,32.81,163,18.98,"7,650",12.59,739,29.79,771,7.29,632,7.31,165,-9.69,471,-2.75,173,18.62,326,29.71,628,16.38
1993M04,"1,861",2.42,156,4.70,206,1.48,167,21.90,52,18.18,122,7.96,49,11.36,70,11.11,151,3.42,"7,156",-0.45,600,1.92,794,-1.19,643,18.38,199,14.85,471,5.58,188,9.18,270,7.62,580,0.54
1993M05,"1,936",11.59,178,30.88,220,25.71,143,10.85,56,21.74,141,11.90,48,37.14,79,12.86,154,6.21,"7,463",7.60,687,26.36,850,21.15,553,7.51,215,17.36,543,8.02,187,33.52,303,7.94,593,2.61
1993M06,"1,829",9.19,184,34.31,206,24.10,152,19.69,44,-2.22,135,15.38,39,5.41,63,-1.56,163,21.64,"6,991",3.24,701,26.49,785,16.69,582,13.65,168,-6.95,515,8.70,150,0.35,241,-6.62,622,14.70
1993M07,"1,895",12.86,180,34.33,226,27.68,151,19.84,54,25.58,128,10.34,44,2.33,68,3.03,176,12.10,"7,140",4.96,679,25.47,852,18.66,571,11.82,205,19.03,482,2.33,164,-5.84,258,-3.84,662,4.12
1993M08,"1,954",17.64,226,69.92,247,43.60,128,0.79,47,17.50,144,35.85,40,17.65,90,25.00,135,-15.09,"7,268",9.70,842,58.66,918,34.10,477,-5.72,176,9.66,535,26.18,150,11.00,334,16.52,500,-21.14
1993M09,"1,880",9.88,192,45.45,232,34.10,154,6.94,50,-9.09,118,5.36,40,8.11,72,7.46,146,-9.88,"6,993",3.07,714,35.62,865,26.15,574,0.71,186,-15.31,438,-1.15,148,2.09,268,1.23,544,-15.52
1993M10,"1,996",10.77,206,57.25,251,35.68,151,0.00,43,-12.24,145,20.83,42,-6.67,66,1.54,157,-6.55,"7,418",3.79,768,47.16,933,26.84,562,-6.32,161,-17.14,538,13.20,158,-11.54,245,-4.34,582,-12.72
1993M11,"1,948",9.01,222,50.00,231,30.51,130,-4.41,44,-8.33,147,24.58,46,17.95,75,31.58,154,-13.97,"7,265",3.12,829,41.81,860,23.21,484,-9.93,164,-13.91,547,17.97,172,12.58,280,25.94,572,-18.62
1993M12,"2,005",13.66,236,54.25,264,44.26,147,5.76,46,-8.00,122,15.09,63,65.79,75,8.70,151,2.03,"7,490",8.00,883,46.82,987,36.98,549,0.22,172,-12.08,455,9.22,237,59.24,282,3.96,565,-3.32
1994M01,"1,874",20.90,214,64.62,231,29.05,153,20.47,39,11.43,105,7.14,43,26.47,67,19.64,143,-5.30,"7,094",16.16,810,58.78,875,24.15,580,15.77,147,8.16,397,2.45,164,21.77,255,14.72,539,-9.45
1994M02,"1,685",-5.92,176,18.92,232,21.47,138,-12.10,38,-7.32,107,-6.14,35,-12.50,56,-16.42,129,-4.44,"6,382",-8.07,667,16.36,878,18.51,521,-14.10,144,-10.19,406,-8.50,133,-14.38,214,-17.70,488,-6.79
1994M03,"2,056",3.47,234,21.88,233,16.50,161,-1.83,45,4.65,140,14.75,46,2.22,92,8.24,154,-5.52,"7,814",2.14,889,20.24,884,14.65,612,-3.28,172,4.07,530,12.65,173,0.46,350,7.53,587,-6.61
1994M04,"2,054",10.37,254,62.82,226,9.71,179,7.19,49,-5.77,113,-7.38,45,-8.16,79,12.86,157,3.97,"7,802",9.03,965,60.94,857,7.85,681,5.85,187,-5.81,430,-8.75,171,-9.06,300,11.27,597,2.90
1994M05,"2,068",6.82,226,26.97,263,19.55,166,16.08,49,-12.50,134,-4.96,55,14.58,77,-2.53,139,-9.74,"7,764",4.03,849,23.65,987,16.09,622,12.50,184,-14.68,505,-7.00,205,9.96,289,-4.77,523,-11.95
1994M06,"2,091",14.32,227,23.37,274,33.01,172,13.16,53,20.45,150,11.11,52,33.33,89,41.27,158,-3.07,"7,747",10.82,842,20.12,"1,014",29.19,636,9.24,195,16.00,555,7.73,191,27.74,331,37.20,587,-5.71
1994M07,"2,075",9.50,217,20.56,272,20.35,178,17.88,52,-3.70,147,14.84,46,4.55,89,30.88,166,-5.68,"7,802",9.27,816,20.10,"1,024",20.22,671,17.56,197,-4.15,552,14.40,174,6.04,335,30.04,624,-5.81
1994M08,"2,031",3.94,225,-0.44,279,12.96,183,42.97,56,19.15,125,-13.19,42,5.00,81,-10.00,148,9.63,"7,698",5.92,851,1.05,"1,058",15.15,694,45.41,210,19.21,475,-11.36,160,7.07,308,-7.79,560,12.03
1994M09,"2,214",17.77,279,45.31,302,30.17,168,9.09,58,16.00,156,32.20,47,17.50,98,36.11,157,7.53,"8,433",20.60,"1,064",49.08,"1,151",33.05,640,11.49,220,18.67,592,35.23,181,21.85,371,38.76,598,10.00
1994M10,"2,191",9.77,265,28.64,269,7.17,184,21.85,52,20.93,132,-8.97,52,23.81,88,33.33,162,3.18,"8,412",13.40,"1,017",32.52,"1,032",10.57,705,25.39,201,24.53,508,-5.64,201,27.17,337,37.67,621,6.62
1994M11,"2,248",15.40,263,18.47,299,29.44,184,41.54,52,18.18,145,-1.36,58,26.09,96,28.00,187,21.43,"8,606",18.45,"1,007",21.40,"1,143",33.02,703,45.19,197,20.28,554,1.34,222,29.20,368,31.40,715,24.87
1994M12,"2,376",18.50,270,14.41,335,26.89,195,32.65,53,15.22,164,34.43,64,1.59,89,18.67,180,19.21,"9,034",20.60,"1,026",16.19,"1,273",28.95,742,35.28,200,16.26,623,37.10,244,2.97,339,20.25,685,21.20
1995M01,"2,089",11.47,242,13.08,290,25.54,157,2.61,50,28.21,141,34.29,59,37.21,84,25.37,152,6.29,"7,965",12.27,924,14.00,"1,106",26.33,597,2.81,191,29.73,539,35.76,226,37.67,321,26.00,581,7.65
1995M02,"2,003",18.87,266,51.14,290,25.00,139,0.72,51,34.21,138,28.97,49,40.00,73,30.36,144,11.63,"7,616",19.33,"1,013",51.94,"1,103",25.73,528,1.32,193,34.03,524,29.04,186,39.61,278,30.06,550,12.58
1995M03,"2,584",25.68,302,29.06,368,57.94,198,22.98,61,35.56,192,37.14,71,54.35,90,-2.17,189,22.73,"9,915",26.88,"1,158",30.34,"1,412",59.74,758,23.98,234,36.14,738,39.18,274,58.25,346,-1.17,725,23.54
1995M04,"2,347",14.26,247,-2.76,288,27.43,180,0.56,50,2.04,167,47.79,72,60.00,86,8.86,184,17.20,"9,248",18.53,972,0.73,"1,134",32.38,710,4.32,196,4.46,660,53.44,284,65.83,340,13.29,726,21.58
1995M05,"2,540",22.82,314,38.94,339,28.90,212,27.71,56,14.29,177,32.09,74,34.55,94,22.08,163,17.27,"9,962",28.32,"1,232",45.12,"1,330",34.75,833,33.98,221,20.36,696,37.83,292,42.17,367,27.03,638,22.04
1995M06,"2,315",10.71,299,31.72,326,18.98,217,26.16,49,-7.55,157,4.67,67,28.85,99,11.24,138,-12.66,"8,991",16.05,"1,165",38.26,"1,270",25.18,843,32.45,190,-2.44,609,9.74,259,35.45,386,16.40,535,-8.83
1995M07,"2,507",20.82,324,49.31,350,28.68,222,24.72,55,5.77,173,17.69,73,58.70,102,14.61,159,-4.22,"9,601",23.05,"1,242",52.30,"1,341",30.95,849,26.62,212,7.64,662,19.90,279,60.06,392,17.12,608,-2.61
1995M08,"2,736",34.71,355,57.78,410,46.95,243,32.79,54,-3.57,178,42.40,73,73.81,104,28.40,169,14.19,"10,093",31.11,"1,310",54.05,"1,512",42.98,897,29.30,199,-5.18,657,38.46,269,67.48,383,24.30,624,11.26
1995M09,"2,695",21.73,371,32.97,420,39.07,228,35.71,57,-1.72,177,13.46,69,46.81,95,-3.06,161,2.55,"9,816",16.39,"1,353",27.14,"1,532",33.16,832,29.87,209,-4.96,644,8.70,252,39.34,345,-7.21,586,-2.06
1995M10,"2,649",20.90,377,42.26,411,52.79,226,22.83,46,-11.54,166,25.76,62,19.23,89,1.14,179,10.49,"9,866",17.29,"1,405",38.17,"1,531",48.40,843,19.56,173,-14.07,620,22.13,231,15.07,332,-1.53,667,7.49
1995M11,"2,843",26.47,495,88.21,415,38.80,236,28.26,51,-1.92,194,33.79,69,18.97,91,-5.21,178,-4.81,"10,460",21.55,"1,819",80.67,"1,525",33.40,869,23.62,187,-5.40,714,28.82,255,14.83,336,-8.85,656,-8.19
1995M12,"2,741",15.36,453,67.78,414,23.58,209,7.18,51,-3.77,164,0.00,63,-1.56,84,-5.62,191,6.11,"10,018",10.89,"1,655",61.23,"1,513",18.91,765,3.01,185,-7.56,601,-3.67,231,-5.17,306,-9.62,699,2.09
1996M01,"2,644",26.57,418,72.73,415,43.10,245,56.05,43,-14.00,162,14.89,67,13.56,99,17.86,160,5.26,"9,675",21.47,"1,531",65.72,"1,517",37.14,895,50.03,158,-17.18,593,10.03,245,8.67,363,13.04,585,0.78
1996M02,"2,422",20.92,393,47.74,375,29.31,210,51.08,42,-17.65,157,13.77,66,34.69,91,24.66,153,6.25,"8,847",16.16,"1,435",41.67,"1,371",24.22,768,45.30,153,-20.38,573,9.35,242,30.35,331,19.14,558,1.48
1996M03,"2,717",5.15,398,31.79,403,9.51,219,10.61,52,-14.75,184,-4.17,82,15.49,90,0.00,182,-3.70,"9,919",0.04,"1,454",25.51,"1,470",4.11,798,5.29,190,-18.75,671,-9.07,300,9.38,327,-5.37,665,-8.25
1996M04,"2,688",14.53,358,44.94,368,27.78,238,32.22,58,16.00,188,12.57,86,19.44,97,12.79,181,-1.63,"9,904",7.10,"1,318",35.61,"1,355",19.53,877,23.52,213,8.74,693,5.10,316,11.28,358,5.17,668,-7.99
1996M05,"2,724",7.24,414,31.85,366,7.96,203,-4.25,52,-7.14,176,-0.56,83,12.16,100,6.38,212,30.06,"10,019",0.58,"1,523",23.62,"1,345",1.11,747,-10.39,192,-13.19,646,-7.18,304,4.03,368,0.11,781,22.44
1996M06,"2,701",16.67,449,50.17,356,9.20,220,1.38,51,4.08,169,7.64,85,26.87,102,3.03,178,28.99,"9,771",8.68,"1,624",39.42,"1,289",1.48,794,-5.72,186,-2.35,611,0.30,309,19.19,369,-4.22,644,20.34
1996M07,"2,687",7.18,394,21.60,372,6.29,218,-1.80,56,1.82,179,3.47,92,26.03,102,0.00,160,0.63,"9,772",1.78,"1,430",15.16,"1,351",0.68,793,-6.60,205,-3.00,649,-1.89,334,20.03,372,-5.15,583,-4.11
1996M08,"2,770",1.24,412,16.06,394,-3.90,232,-4.53,66,22.22,179,0.56,86,17.81,92,-11.54,180,6.51,"10,094",0.02,"1,502",14.59,"1,434",-5.17,845,-5.79,242,21.23,654,-0.53,314,16.97,335,-12.44,657,5.30
1996M09,"2,885",7.05,477,28.57,413,-1.67,237,3.95,56,-1.75,177,0.00,88,27.54,95,0.00,159,-1.24,"10,513",7.10,"1,739",28.55,"1,507",-1.66,864,3.86,203,-3.11,643,-0.10,322,27.88,346,0.47,578,-1.34
1996M10,"2,828",6.76,445,18.04,384,-6.57,227,0.44,60,30.43,162,-2.41,99,59.68,93,4.49,180,0.56,"10,301",4.41,"1,623",15.50,"1,399",-8.65,826,-2.05,218,26.49,590,-4.80,361,56.40,338,1.87,655,-1.81
1996M11,"2,754",-3.13,403,-18.59,398,-4.10,218,-7.63,62,21.57,169,-12.89,90,30.43,102,12.09,197,10.67,"10,028",-4.13,"1,469",-19.25,"1,448",-5.06,795,-8.47,224,19.98,617,-13.55,327,28.56,370,10.23,718,9.45
1996M12,"2,776",1.28,412,-9.05,416,0.48,217,3.83,52,1.96,171,4.27,89,41.27,70,-16.67,214,12.04,"10,113",0.95,"1,502",-9.22,"1,516",0.18,791,3.44,190,2.69,623,3.71,323,39.37,255,-16.79,779,11.53
1997M01,"2,704",2.27,397,-5.02,375,-9.64,228,-6.94,60,39.53,166,2.47,95,41.79,88,-11.11,156,-2.50,"9,872",2.04,"1,449",-5.35,"1,370",-9.68,833,-6.96,218,37.98,608,2.47,346,41.09,320,-11.81,568,-2.88
1997M02,"2,382",-1.65,372,-5.34,354,-5.60,171,-18.57,54,28.57,151,-3.82,79,19.70,75,-17.58,134,-12.42,"8,696",-1.70,"1,359",-5.28,"1,292",-5.73,623,-18.90,196,27.64,550,-3.87,287,18.34,275,-16.90,489,-12.31
1997M03,"2,876",5.85,458,15.08,412,2.23,245,11.87,60,15.38,159,-13.59,91,10.98,87,-3.33,178,-2.20,"10,472",5.58,"1,668",14.72,"1,500",1.99,892,11.74,219,14.96,577,-14.02,333,10.95,316,-3.44,649,-2.46
1997M04,"2,889",7.48,473,32.12,405,10.05,254,6.72,67,15.52,186,-1.06,107,24.42,91,-6.19,174,-3.87,"10,491",5.93,"1,717",30.27,"1,470",8.49,923,5.28,244,14.97,674,-2.83,388,22.63,330,-7.70,630,-5.64
1997M05,"2,890",6.09,457,10.39,408,11.48,255,25.62,66,26.92,191,8.52,101,21.69,105,5.00,190,-10.38,"10,444",4.24,"1,653",8.49,"1,474",9.60,922,23.46,237,23.50,690,6.86,365,20.22,381,3.55,686,-12.19
1997M06,"2,883",6.74,494,10.02,478,34.27,248,12.73,57,11.76,174,2.96,105,23.53,92,-9.80,171,-3.93,"10,359",6.02,"1,775",9.31,"1,716",33.15,893,12.36,204,9.59,624,2.20,378,22.48,330,-10.59,616,-4.34
1997M07,"2,917",8.56,464,17.77,487,30.91,259,18.81,62,10.71,177,-1.12,118,28.26,107,4.90,165,3.13,"10,470",7.15,"1,665",16.37,"1,748",29.46,929,17.08,224,8.84,637,-1.85,425,27.16,386,3.69,592,1.65
1997M08,"2,923",5.52,474,15.05,491,24.62,243,4.74,63,-4.55,194,8.38,116,34.88,104,13.04,177,-1.67,"10,200",1.04,"1,654",10.15,"1,715",19.58,848,0.32,218,-9.77,678,3.66,404,28.56,364,8.49,619,-5.76
1997M09,"3,109",7.76,544,14.05,531,28.57,255,7.59,57,1.79,186,5.08,110,25.00,104,9.47,164,3.14,"10,896",3.65,"1,907",9.64,"1,860",23.47,895,3.57,201,-0.91,651,1.20,385,19.61,363,4.96,574,-0.75
1997M10,"3,231",14.25,580,30.34,551,43.49,290,27.75,71,18.33,193,19.14,105,6.06,110,18.28,191,6.11,"11,019",6.97,"1,978",21.84,"1,880",34.44,990,19.97,241,10.44,658,11.59,358,-0.82,375,10.89,652,-0.56
1997M11,"3,253",18.12,575,42.68,565,41.96,291,33.49,72,16.13,195,15.38,126,40.00,106,3.92,194,-1.52,"10,299",2.70,"1,820",23.92,"1,787",23.38,921,15.79,229,2.00,618,0.15,399,22.02,334,-9.71,615,-14.34
1997M12,"3,423",23.31,571,38.59,582,39.90,327,50.69,66,26.92,212,23.98,125,40.45,113,61.43,208,-2.80,"10,582",4.64,"1,764",17.43,"1,797",18.54,"1,009",27.57,204,7.47,654,5.01,387,20.10,350,37.45,644,-17.42
1998M01,"2,854",5.55,545,37.28,462,23.20,239,4.82,61,1.67,165,-0.60,106,11.58,91,3.41,138,-11.54,"8,460",-14.31,"1,616",11.56,"1,369",-0.08,707,-15.11,181,-17.12,488,-19.72,314,-9.32,270,-15.77,410,-27.91
1998M02,"3,155",32.45,565,51.88,513,44.92,273,59.65,71,31.48,183,21.19,97,22.78,95,26.67,149,11.19,"9,621",10.63,"1,724",26.89,"1,564",21.03,832,33.72,216,10.45,558,1.37,297,3.66,290,5.32,454,-7.17
1998M03,"3,301",14.78,561,22.49,520,26.21,279,13.88,65,8.33,207,30.19,107,17.58,101,16.09,163,-8.43,"10,186",-2.73,"1,730",3.74,"1,604",6.98,862,-3.37,201,-7.94,640,10.81,330,-0.96,310,-1.84,504,-22.31
1998M04,"3,299",14.19,554,17.12,491,21.23,298,17.32,65,-2.99,192,3.23,128,19.63,95,4.40,204,17.24,"10,011",-4.57,"1,681",-2.11,"1,491",1.40,904,-2.12,196,-19.82,582,-13.66,390,0.55,288,-12.70,620,-1.64
1998M05,"3,353",16.02,569,24.51,483,18.38,294,15.29,64,-3.03,202,5.76,117,15.84,105,0.00,199,4.74,"10,042",-3.85,"1,703",3.04,"1,447",-1.86,881,-4.45,192,-18.73,605,-12.33,351,-3.97,315,-17.18,596,-13.08
1998M06,"3,485",20.88,631,27.73,519,8.58,314,26.61,60,5.26,209,20.11,115,9.52,129,40.22,210,22.81,"10,118",-2.33,"1,832",3.21,"1,507",-12.19,913,2.28,173,-15.12,608,-2.55,334,-11.69,374,13.15,610,-0.89
1998M07,"3,408",16.83,571,23.06,506,3.90,329,27.03,61,-1.61,204,15.25,104,-11.86,142,32.71,211,27.88,"9,924",-5.22,"1,663",-0.11,"1,473",-15.78,959,3.21,178,-20.33,594,-6.82,304,-28.50,413,6.95,615,3.79
1998M08,"3,457",18.27,585,23.42,537,9.37,290,19.34,59,-6.35,203,4.64,99,-14.66,140,34.62,215,21.47,"9,978",-2.17,"1,690",2.17,"1,552",-9.49,836,-1.42,172,-21.39,585,-13.68,285,-29.55,403,10.92,620,0.18
1998M09,"3,584",15.28,690,26.84,611,15.07,277,8.63,66,15.79,191,2.69,108,-1.82,152,46.15,218,32.93,"10,376",-4.78,"1,998",4.81,"1,769",-4.92,801,-10.50,191,-5.05,554,-14.91,313,-18.69,440,21.17,630,9.86
1998M10,"3,426",6.04,661,13.97,533,-3.27,291,0.34,61,-14.08,202,4.66,109,3.81,128,16.36,208,8.90,"10,380",-5.80,"2,004",1.34,"1,614",-14.18,881,-11.08,184,-23.59,612,-7.09,330,-7.81,389,3.77,630,-3.25
1998M11,"3,169",-2.58,621,8.00,520,-7.96,273,-6.19,48,-33.33,177,-9.23,102,-19.05,137,29.25,202,4.12,"9,749",-5.33,"1,912",5.05,"1,600",-10.46,842,-8.62,147,-35.72,545,-11.84,315,-21.18,421,26.07,621,0.85
1998M12,"3,219",-5.96,615,7.71,533,-8.42,287,-12.23,52,-21.21,175,-17.45,98,-21.60,136,20.35,215,3.37,"9,992",-5.57,"1,909",8.21,"1,654",-7.96,891,-11.71,161,-20.90,544,-16.81,303,-21.77,422,20.49,668,3.77
1999M01,"3,157",10.62,569,4.40,512,10.82,316,32.22,52,-14.75,164,-0.61,102,-3.77,106,16.48,206,49.28,"9,806",15.91,"1,767",9.34,"1,590",16.13,982,38.89,160,-11.31,509,4.37,316,0.68,331,22.62,640,56.26
1999M02,"2,812",-10.87,548,-3.01,487,-5.07,254,-6.96,49,-30.99,138,-24.59,73,-24.74,103,8.42,165,10.74,"8,659",-10.00,"1,686",-2.20,"1,499",-4.16,782,-6.00,151,-30.13,424,-23.95,225,-24.22,318,9.62,508,11.81
