期間,經常帳,經常帳--商品--出口f.o.b,經常帳--商品--進口f.o.b,經常帳--商品貿易淨額,經常帳--服務--收入,經常帳--服務--支出,經常帳--商品與服務收支淨額,經常帳--所得--收入,經常帳--所得--支出,經常帳--商品、服務與所得收支淨額,經常帳--經常移轉--收入,經常帳--經常移轉--支出,資本帳,資本帳--收入,資本帳--支出,合計--經常帳+資本帳,金融帳,金融帳--對外直接投資,金融帳--來台直接投資,金融帳--證券投資(資產),金融帳--證券投資(資產)--股權證券,金融帳--證券投資(資產)--債權證券,金融帳--證券投資(負債),金融帳--證券投資(負債)--股權證券,金融帳--證券投資(負債)--債權證券,金融帳--衍生性金融商品,金融帳--衍生性金融商品(資產),金融帳--衍生性金融商品(負債),其他投資(資產),其他投資(資產)--貨幣當局,其他投資(資產)--政府,其他投資(資產)--銀行,其他投資(資產)--其他部門,其他投資(負債),其他投資(負債)--貨幣當局,其他投資(負債)--政府,其他投資(負債)--銀行,其他投資(負債)--其他部門,合計--經常帳+資本帳+金融帳,誤差與遺漏淨額,合計--經常帳+資本帳+金融帳+誤差與遺漏淨額,準備與相關項目,準備與相關項目--準備資產,準備與相關項目--基金信用的使用及自基金之借款,準備與相關項目--特殊融資
2008Q2,"7,691","70,381","-64,397","5,984","9,711","-8,976","6,719","5,579","-3,936","8,362","1,394","-2,065",-20,-,-20,"7,671","1,033","-2,623","1,107","-7,204","-7,334",130,"-3,609","-2,834",-775,-66,"1,491","-1,557","7,178",...,5,"5,481","1,692","6,250",816,-,"4,405","1,029","8,704","-4,114","4,590","-4,590","-4,590",-,-
2008Q3,"2,703","69,641","-67,826","1,815","9,000","-9,209","1,606","6,056","-4,356","3,306","1,454","-2,057",-32,-,-32,"2,671","-6,345","-2,174",989,"4,194","2,415","1,779","-15,227","-10,489","-4,738",123,"1,569","-1,446","1,309",...,1,"-5,004","6,312","4,441",-387,-,"3,542","1,286","-3,674","1,076","-2,598","2,598","2,598",-,-
2008Q4,"8,001","51,015","-44,624","6,391","8,592","-7,836","7,147","4,576","-3,055","8,668","1,305","-1,972",-11,3,-14,"7,990","3,136","-2,325","2,739","12,860","4,870","7,990","-6,254","-4,624","-1,630",701,"2,678","-1,977","6,733",...,4,"-7,751","14,480","-11,318","-1,073",-,"-11,721","1,476","11,126","1,834","12,960","-12,960","-12,960",-,-
2009Q1,"13,131","40,444","-31,280","9,164","7,163","-6,552","9,775","5,106","-1,206","13,675","1,067","-1,611",-24,-,-24,"13,107",-632,-972,260,-818,"-2,588","1,770","-1,017",-317,-700,108,"1,582","-1,474","5,483",...,1,"-5,494","10,976","-3,676",-,-,"-5,882","2,206","12,475",414,"12,889","-12,889","-12,889",-,-
2009Q2,"10,285","47,890","-40,394","7,496","7,447","-6,826","8,117","4,476","-1,729","10,864","1,122","-1,701",-17,1,-18,"10,268","3,006","-1,294",484,"-9,111","-3,500","-5,611","8,683","7,394","1,289",438,"1,596","-1,158","5,701",...,7,"-1,457","7,151","-1,895",-,-,"-5,158","3,263","13,274","-1,453","11,821","-11,821","-11,821",-,-
2009Q3,"8,046","55,259","-48,473","6,786","7,677","-7,934","6,529","5,287","-3,199","8,617","1,248","-1,819",-21,-,-21,"8,025","6,456","-1,666","1,020","-10,858","-8,928","-1,930","6,953","6,932",21,6,"1,160","-1,154","5,641",...,-,"1,982","3,659","5,360",-,-,"2,844","2,516","14,481","-2,720","11,761","-11,761","-11,761",-,-
2009Q4,"11,461","59,806","-52,699","7,107","9,487","-8,471","8,123","5,482","-1,693","11,912","1,465","-1,916",-34,1,-35,"11,427","4,639","-1,945","1,041","-10,912","-6,181","-4,731","6,753","5,418","1,335",300,"1,006",-706,"8,838",...,-10,"5,676","3,172",564,-,-,"-1,545","2,109","16,066","1,589","17,655","-17,655","-17,655",-,-
2010Q1,"10,368","61,652","-55,576","6,076","9,047","-9,067","6,056","6,082","-1,057","11,081","1,183","-1,896",-36,2,-38,"10,332","2,375","-2,296","1,169","-5,261","-2,974","-2,287","2,917","1,799","1,118",8,873,-865,"2,107",...,-,-936,"3,043","3,731",-,-,"2,646","1,085","12,707",694,"13,401","-13,401","-13,401",-,-
2010Q2,"11,002","69,921","-62,054","7,867","9,997","-9,496","8,368","5,526","-2,175","11,719","1,248","-1,965",-36,1,-37,"10,966","5,859","-2,620",535,"-8,823","-5,858","-2,965","1,160","1,500",-340,279,"1,355","-1,076","9,435",...,6,"9,155",274,"5,893",-,-,"5,053",840,"16,825","-1,448","15,377","-15,377","-15,377",-,-
2010Q3,"9,058","70,093","-63,180","6,913","10,279","-9,991","7,201","6,295","-3,744","9,752","1,251","-1,945",-21,2,-23,"9,037","-2,806","-2,900",129,"-8,892",-743,"-8,149","-1,333","-1,502",169,66,960,-894,"1,399",...,1,-998,"2,396","8,725",-,-,"9,011",-286,"6,231","1,767","7,998","-7,998","-7,998",-,-
2010Q4,"9,444","72,157","-66,500","5,657","11,034","-9,310","7,381","5,362","-2,713","10,030","1,569","-2,155",-23,-,-23,"9,421","-5,786","-3,758",659,"-10,511","-2,699","-7,812","10,079","8,189","1,890",224,"1,309","-1,085",-624,...,6,"-6,009","5,379","-1,855",-,-,"-1,611",-244,"3,635",-238,"3,397","-3,397","-3,397",-,-
2011Q1,"10,717","73,597","-68,157","5,440","11,056","-9,861","6,635","7,062","-1,668","12,029","1,374","-2,686",-32,1,-33,"10,685","-3,900","-2,530","-2,304","-9,492","-2,062","-7,430","-3,428","-3,095",-333,210,"1,304","-1,094","7,560",...,2,"4,044","3,514","6,084",-,-,"5,844",240,"6,785","-2,196","4,589","-4,589","-4,589",-,-
2011Q2,"8,527","80,130","-74,242","5,888","11,296","-10,796","6,388","5,883","-2,589","9,682","1,345","-2,500",-24,-,-24,"8,503","-4,140","-3,349",880,"-12,905","-5,868","-7,037","5,319","2,814","2,505",348,"1,344",-996,"-8,739",...,7,"-8,990",244,"14,306",-,-,"13,379",927,"4,363",540,"4,903","-4,903","-4,903",-,-
2011Q3,"10,387","78,346","-70,482","7,864","11,341","-10,379","8,826","6,975","-4,757","11,044","1,475","-2,132",-31,1,-32,"10,356","-11,692","-2,723","-1,188","1,686","3,835","-2,149","-16,309","-15,617",-692,250,"1,623","-1,373",-188,...,-28,"-8,296","8,136","6,780",-,-,"4,692","2,088","-1,336","-2,128","-3,464","3,464","3,464",-,-
2011Q4,"12,057","75,415","-66,301","9,114","12,227","-10,990","10,351","4,913","-2,640","12,624","1,353","-1,920",-32,1,-33,"12,025","-12,314","-4,164",655,"1,208","2,017",-809,"-1,770",974,"-2,744",230,"1,506","-1,276","-6,621",...,6,"-12,110","5,483","-1,852",-,-,"-1,581",-271,-289,500,211,-211,-211,-,-
2012Q1,"11,207","70,710","-64,490","6,220","11,728","-10,930","7,018","6,331","-1,496","11,853","1,361","-2,007",-18,-,-18,"11,189","-3,769","-3,436","1,458","-6,362",-168,"-6,194","5,300","5,509",-209,-249,"1,032","-1,281","-2,475",...,-,"-7,471","4,996","1,995",-,-,"1,571",424,"7,420","-2,326","5,094","-5,094","-5,094",-,-
2012Q2,"11,108","75,846","-69,866","5,980","12,476","-10,564","7,892","6,206","-2,392","11,706","1,362","-1,960",-20,-,-20,"11,088","-7,760","-2,252",292,"-8,211","-3,865","-4,346","-5,317","-5,276",-41,375,"1,383","-1,008","7,338",...,3,"8,027",-692,15,-,-,-995,"1,010","3,328",-217,"3,111","-3,111","-3,111",-,-
2012Q3,"12,264","76,606","-67,994","8,612","12,111","-10,850","9,873","7,299","-4,337","12,835","1,300","-1,871",-27,-,-27,"12,237","-8,185","-4,017","1,185","-17,211","-7,448","-9,763",-114,110,-224,107,"1,045",-938,"6,506",...,-1,"2,789","3,718","5,359",-,-,"2,257","3,102","4,052",-356,"3,696","-3,696","-3,696",-,-
2012Q4,"16,012","77,268","-66,472","10,796","12,715","-10,419","13,092","5,997","-2,272","16,817","1,422","-2,227",-18,4,-22,"15,994","-11,959","-3,432",272,"-13,520","-5,479","-8,041","3,344","2,563",781,95,"1,066",-971,"-6,623",...,1,"-7,798","1,174","7,905",-,-,"7,742",163,"4,035",-452,"3,583","-3,583","-3,583",-,-
2013Q1,"11,248","72,424","-67,263","5,161","12,431","-10,440","7,152","6,215","-1,484","11,883","1,595","-2,230",-20,4,-24,"11,228","-8,967","-4,085",869,"-12,112","-4,520","-7,592",252,"1,290","-1,038",130,"1,191","-1,061","-6,225",...,-,"-12,482","6,257","12,204",-,-,"11,489",715,"2,261",-110,"2,151","-2,151","-2,151",-,-
2013Q2,"14,029","77,643","-67,195","10,448","12,571","-10,740","12,279","5,599","-3,189","14,689","1,496","-2,156",29,49,-20,"14,058","-7,416","-3,184",910,"-3,035","1,468","-4,503",-127,609,-736,245,"1,759","-1,514","-5,389",...,-,"-7,020","1,631","3,164",-,-,"2,482",682,"6,642","-2,762","3,880","-3,880","-3,880",-,-
2013Q3,"14,884","75,970","-65,496","10,474","12,874","-10,839","12,509","7,205","-3,839","15,875","1,437","-2,428",-8,9,-17,"14,876","-10,980","-3,749","1,324","-12,262","-2,267","-9,995","4,025","3,016","1,009",117,"1,461","-1,344","-19,698",...,-2,"-18,079","-1,617","19,263",-,2,"17,355","1,906","3,896","-1,284","2,612","-2,612","-2,612",-,-
2013Q4,"17,185","78,586","-67,483","11,103","13,373","-10,350","14,126","6,333","-2,564","17,895","1,625","-2,335",5,41,-36,"17,190","-16,696","-3,267",495,"-9,562","-2,267","-7,295","3,830","4,703",-873,278,"1,440","-1,162","-19,090",...,1,"-22,675","3,584","10,620",-,-,"10,065",555,494,"2,181","2,675","-2,675","-2,675",-,-
2014Q1,"15,451","73,100","-65,765","7,335","13,424","-10,547","10,212","7,356","-1,740","15,828","1,791","-2,168",-17,2,-19,"15,434","-13,100","-3,133",957,"-11,554","-4,657","-6,897","4,884","5,280",-396,128,"1,450","-1,322","-13,164",...,8,"-22,262","9,090","8,782",-,-,"9,877","-1,095","2,334",288,"2,622","-2,622","-2,622",-,-
2014Q2,"16,469","79,859","-69,076","10,783","14,023","-11,495","13,311","6,795","-2,802","17,304","1,564","-2,399",-10,17,-27,"16,459","-14,370","-3,762",575,"-10,348","-6,520","-3,828","9,453","9,111",342,174,"1,165",-991,"-17,243",...,4,"-14,961","-2,286","6,781",-,-,"5,132","1,649","2,089","2,304","4,393","-4,393","-4,393",-,-
