期間,總計-人數- 計(人)_原始值,總計-人數- 計(人)_年增率(%),總計-人數- 男(人)_原始值,總計-人數- 男(人)_年增率(%),總計-人數- 女(人)_原始值,總計-人數- 女(人)_年增率(%),總計-金額(元)_原始值,總計-金額(元)_年增率(%),低收入戶-1款(省)、0類(北)、 1類(高)-人數(人)_原始值,低收入戶-1款(省)、0類(北)、 1類(高)-人數(人)_年增率(%),低收入戶-1款(省)、0類(北)、 1類(高)-金額(元)_原始值,低收入戶-1款(省)、0類(北)、 1類(高)-金額(元)_年增率(%),低收入戶-2款(省) 、1、2類(北)、2類(高)-人數(人)_原始值,低收入戶-2款(省) 、1、2類(北)、2類(高)-人數(人)_年增率(%),低收入戶-2款(省) 、1、2類(北)、2類(高)-金額(元)_原始值,低收入戶-2款(省) 、1、2類(北)、2類(高)-金額(元)_年增率(%),低收入戶-3款(省) 、3、4類(北)、3類(高)-人數(人)_原始值,低收入戶-3款(省) 、3、4類(北)、3類(高)-人數(人)_年增率(%),低收入戶-3款(省) 、3、4類(北)、3類(高)-金額(元)_原始值,低收入戶-3款(省) 、3、4類(北)、3類(高)-金額(元)_年增率(%),非低收入戶(未超過最低生活費標準2.5倍者)-未超過最低生活費標準1.5倍者-人數(人)_原始值,非低收入戶(未超過最低生活費標準2.5倍者)-未超過最低生活費標準1.5倍者-人數(人)_年增率(%),非低收入戶(未超過最低生活費標準2.5倍者)-未超過最低生活費標準1.5倍者-金額(元)_原始值,非低收入戶(未超過最低生活費標準2.5倍者)-未超過最低生活費標準1.5倍者-金額(元)_年增率(%),非低收入戶(未超過最低生活費標準2.5倍者)-最低生活費標準1.5倍以上者-人數(人)_原始值,非低收入戶(未超過最低生活費標準2.5倍者)-最低生活費標準1.5倍以上者-人數(人)_年增率(%),非低收入戶(未超過最低生活費標準2.5倍者)-最低生活費標準1.5倍以上者-金額(元)_原始值,非低收入戶(未超過最低生活費標準2.5倍者)-最低生活費標準1.5倍以上者-金額(元)_年增率(%)
2005M03,"148,677",-7.60,"71,412",-8.28,"77,265",-6.96,"742,126,185",-4.98,"2,292",3.34,"13,851,000",2.65,"5,514",-12.61,"33,018,040",-12.90,"7,260",0.51,"43,334,991",0.40,"87,970",0.68,"518,417,208",0.43,"45,641",-21.01,"133,504,946",-21.57
2005M04,"149,090",-7.66,"71,659",-8.51,"77,431",-6.86,"745,896,392",-4.61,"2,297",2.00,"13,833,000",1.41,"5,550",-10.61,"33,254,140",-10.42,"7,372",0.35,"44,012,111",0.59,"88,530",0.64,"522,258,353",0.89,"45,341",-21.41,"132,538,788",-21.93
2005M05,"149,172",-7.19,"71,808",-7.69,"77,364",-6.73,"747,828,389",-3.88,"2,278",3.22,"13,712,800",3.25,"5,534",-10.58,"33,098,560",-10.43,"7,426",2.05,"44,442,945",2.88,"88,811",0.99,"524,677,540",1.52,"45,123",-21.00,"131,896,544",-21.38
2005M06,"148,974",-6.25,"71,580",-6.82,"77,394",-5.71,"746,398,233",-3.28,"2,272",2.30,"13,757,980",2.44,"5,511",-11.14,"33,053,476",-10.85,"7,483",0.94,"44,752,757",1.42,"88,804",1.60,"523,633,390",1.93,"44,904",-19.32,"131,200,630",-19.68
2005M07,"148,790",-6.01,"71,470",-6.59,"77,320",-5.46,"744,428,265",-3.08,"2,269",2.21,"13,664,800",2.34,"5,494",-11.39,"32,790,430",-11.58,"7,487",0.90,"44,443,711",0.99,"88,860",1.89,"522,974,670",2.22,"44,680",-19.12,"130,554,654",-19.42
2005M08,"148,649",-5.91,"71,396",-6.54,"77,253",-5.32,"743,878,686",-3.02,"2,261",2.59,"13,610,800",1.83,"5,516",-10.45,"32,919,980",-10.47,"7,560",2.11,"44,919,348",3.02,"88,868",1.89,"522,729,760",2.12,"44,444",-19.19,"129,698,798",-19.64
2005M09,"148,369",-5.84,"71,276",-5.88,"77,093",-5.80,"743,408,621",-3.01,"2,250",2.83,"13,616,800",3.19,"5,505",-10.25,"32,919,980",-10.00,"7,560",1.69,"44,880,491",1.72,"88,844",1.79,"522,929,550",2.06,"44,210",-18.93,"129,061,800",-19.44
2005M10,"148,155",-5.78,"71,133",-5.82,"77,022",-5.75,"742,469,026",-2.93,"2,275",3.88,"13,688,800",3.82,"5,468",-10.67,"32,697,850",-10.39,"7,494",0.39,"44,371,878",0.53,"88,993",1.99,"523,546,150",2.24,"43,925",-18.98,"128,164,348",-19.39
2005M11,"148,131",-5.53,"71,055",-5.70,"77,076",-5.39,"742,611,635",-2.75,"2,245",3.22,"13,511,800",2.71,"5,503",-9.40,"32,815,140",-9.56,"7,613",1.74,"45,147,451",2.19,"89,024",2.06,"523,566,540",2.23,"43,746",-18.76,"127,570,704",-19.19
2005M12,"148,118",-5.32,"70,972",-5.60,"77,146",-5.06,"743,645,679",-2.31,"2,235",3.95,"13,470,880",4.35,"5,516",-8.74,"33,042,270",-8.09,"7,621",2.17,"45,184,241",2.38,"89,120",2.36,"524,685,820",2.72,"43,626",-18.80,"127,262,468",-19.16
2006M01,"140,086",-5.53,"67,264",-6.27,"72,822",-4.83,"708,088,602",-4.08,"2,150",1.27,"13,047,000",2.16,"5,258",-9.59,"31,474,920",-9.36,"6,803",-5.15,"40,536,720",-4.52,"85,528",-2.67,"505,728,970",-1.99,"40,347",-10.92,"117,300,992",-11.33
2006M02,"141,453",-5.74,"67,983",-6.10,"73,470",-5.41,"717,024,949",-4.18,"2,158",0.89,"13,065,000",1.19,"5,318",-10.52,"31,869,340",-10.11,"6,980",-4.92,"41,735,377",-4.06,"86,651",-2.47,"512,944,980",-1.78,"40,346",-11.90,"117,410,252",-12.51
2006M03,"141,862",-4.58,"67,990",-4.79,"73,872",-4.39,"721,171,791",-2.82,"2,168",-5.41,"13,171,100",-4.91,"5,363",-2.74,"32,287,340",-2.21,"7,036",-3.09,"42,226,300",-2.56,"87,100",-0.99,"516,360,027",-0.40,"40,195",-11.93,"117,127,024",-12.27
2006M04,"142,504",-4.42,"68,442",-4.49,"74,062",-4.35,"726,208,593",-2.64,"2,177",-5.22,"13,231,000",-4.35,"5,381",-3.05,"32,271,630",-2.95,"7,173",-2.70,"42,693,109",-3.00,"87,511",-1.15,"519,958,790",-0.44,"40,262",-11.20,"118,054,064",-10.93
2006M05,"141,895",-4.88,"67,883",-5.47,"74,012",-4.33,"725,506,823",-2.98,"2,172",-4.65,"13,167,000",-3.98,"5,379",-2.80,"32,230,256",-2.62,"7,232",-2.61,"42,999,388",-3.25,"87,993",-0.92,"522,544,290",-0.41,"39,119",-13.31,"114,565,889",-13.14
2006M06,"142,481",-4.36,"68,132",-4.82,"74,349",-3.93,"725,418,237",-2.81,"2,161",-4.89,"13,035,000",-5.25,"5,375",-2.47,"32,147,340",-2.74,"7,239",-3.26,"42,956,571",-4.01,"88,450",-0.40,"523,046,446",-0.11,"39,256",-12.58,"114,232,880",-12.93
2006M07,"141,532",-4.88,"67,625",-5.38,"73,907",-4.41,"726,345,037",-2.43,"2,155",-5.02,"12,936,000",-5.33,"5,341",-2.78,"31,928,050",-2.63,"7,299",-2.51,"43,413,235",-2.32,"88,922",0.07,"526,971,280",0.76,"37,815",-15.36,"111,096,472",-14.90
2006M08,"141,294",-4.95,"67,461",-5.51,"73,833",-4.43,"725,626,337",-2.45,"2,132",-5.71,"12,840,000",-5.66,"5,341",-3.17,"31,921,340",-3.03,"7,286",-3.62,"43,320,701",-3.56,"89,543",0.76,"529,640,670",1.32,"36,992",-16.77,"107,903,626",-16.80
2006M09,"141,169",-4.85,"67,357",-5.50,"73,812",-4.26,"725,114,231",-2.46,"2,128",-5.42,"12,817,680",-5.87,"5,367",-2.51,"32,110,340",-2.46,"7,358",-2.67,"43,625,983",-2.80,"89,505",0.74,"529,482,810",1.25,"36,811",-16.74,"107,077,418",-17.03
2006M10,"140,907",-4.89,"66,098",-7.08,"74,809",-2.87,"724,308,691",-2.45,"2,116",-6.99,"12,780,870",-6.63,"5,334",-2.45,"32,011,340",-2.10,"7,401",-1.24,"43,916,311",-1.03,"89,452",0.52,"529,136,130",1.07,"36,604",-16.67,"106,464,040",-16.93
2006M11,"140,679",-5.03,"65,978",-7.15,"74,701",-3.08,"724,614,988",-2.42,"2,108",-6.10,"12,769,580",-5.49,"5,315",-3.42,"31,835,840",-2.98,"7,381",-3.05,"43,765,048",-3.06,"89,867",0.95,"531,559,860",1.53,"36,008",-17.69,"104,684,660",-17.94
2006M12,"140,544",-5.11,"65,844",-7.23,"74,700",-3.17,"723,587,220",-2.70,"2,110",-5.59,"12,713,740",-5.62,"5,309",-3.75,"31,853,714",-3.60,"7,432",-2.48,"44,121,120",-2.35,"89,415",0.33,"529,651,200",0.95,"36,278",-16.84,"105,247,446",-17.30
2007M01,"134,086",-4.28,"63,042",-6.28,"71,044",-2.44,"694,790,358",-1.88,"2,154",0.19,"12,826,180",-1.69,"4,757",-9.53,"28,555,237",-9.28,"6,348",-6.69,"38,014,689",-6.22,"87,820",2.68,"519,834,430",2.79,"33,007",-18.19,"95,559,822",-18.53
2007M02,"134,577",-4.86,"63,566",-6.50,"71,011",-3.35,"702,592,977",-2.01,"2,176",0.83,"13,022,981",-0.32,"4,861",-8.59,"29,308,389",-8.04,"6,522",-6.56,"39,325,947",-5.77,"88,685",2.35,"527,142,250",2.77,"32,333",-19.86,"93,793,410",-20.11
2007M03,"135,910",-4.20,"63,770",-6.21,"72,140",-2.34,"710,318,275",-1.50,"2,174",0.28,"12,967,524",-1.55,"5,001",-6.75,"29,841,110",-7.58,"6,699",-4.79,"40,166,897",-4.88,"89,476",2.73,"532,624,920",3.15,"32,560",-18.99,"94,717,824",-19.13
2007M04,"135,956",-4.59,"63,778",-6.81,"72,178",-2.54,"708,285,024",-2.47,"2,172",-0.23,"12,978,470",-1.91,"4,940",-8.20,"29,564,240",-8.39,"6,670",-7.01,"39,829,350",-6.71,"89,910",2.74,"532,492,530",2.41,"32,264",-19.86,"93,420,434",-20.87
2007M05,"136,056",-4.12,"63,728",-6.12,"72,328",-2.28,"709,263,789",-2.24,"2,166",-0.28,"12,891,470",-2.09,"4,931",-8.33,"29,540,820",-8.34,"6,748",-6.69,"40,580,210",-5.63,"89,536",1.75,"531,405,233",1.70,"32,675",-16.47,"94,846,056",-17.21
2007M06,"136,117",-4.47,"63,685",-6.53,"72,432",-2.58,"708,636,398",-2.31,"2,157",-0.19,"12,838,890",-1.50,"4,957",-7.78,"29,698,800",-7.62,"6,760",-6.62,"40,260,420",-6.28,"89,540",1.23,"530,992,910",1.52,"32,703",-16.69,"94,845,378",-16.97
2007M07,"136,267",-3.72,"63,723",-5.77,"72,544",-1.84,"709,634,790",-2.30,"2,152",-0.14,"12,836,920",-0.77,"4,918",-7.92,"29,357,660",-8.05,"6,765",-7.32,"40,410,500",-6.92,"89,724",0.90,"532,095,966",0.97,"32,708",-13.51,"94,933,744",-14.55
2007M08,"136,003",-3.74,"63,663",-5.63,"72,340",-2.02,"709,058,289",-2.28,"2,146",0.66,"12,741,080",-0.77,"4,965",-7.04,"29,809,080",-6.62,"6,815",-6.46,"40,594,657",-6.29,"89,604",0.07,"531,762,550",0.40,"32,473",-12.22,"94,150,922",-12.75
