期間,景氣對策信號(分數)(分)_原始值,景氣對策信號(分數)(分)_年增率(%),貨幣總計數 M1B(十億元)_原始值,貨幣總計數 M1B(十億元)_年增率(%),股價指數(Index 1966=100)_原始值,股價指數(Index 1966=100)_年增率(%),工業生產指數(Index 2011=100)_原始值,工業生產指數(Index 2011=100)_年增率(%),製造業銷售量指數(Index 2011=100)_原始值,製造業銷售量指數(Index 2011=100)_年增率(%),非農業部門就業人數(千人)_原始值,非農業部門就業人數(千人)_年增率(%),海關出口值(十億元)_原始值,海關出口值(十億元)_年增率(%),機械及電機設備進口值(十億元)_原始值,機械及電機設備進口值(十億元)_年增率(%),商業營業額(十億元)_原始值,商業營業額(十億元)_年增率(%)
1994M07,30,-,"2,969",19.72,"6,406",60.51,46.76,3.50,47.66,5.21,"7,967",3.13,211.5,9.73,62.5,11.86,...,...
1994M08,33,-,"2,943",19.93,"6,804",68.71,46.07,3.62,46.94,5.29,"8,066",2.78,214.0,3.26,59.9,7.42,...,...
1994M09,34,-,"2,935",19.65,"6,974",80.58,46.22,5.14,47.95,9.95,"7,976",1.70,201.2,15.09,55.1,6.37,...,...
1994M10,36,-,"2,944",18.52,"6,701",68.75,47.28,8.49,48.14,8.72,"8,066",2.57,232.1,15.00,64.2,15.35,...,...
1994M11,39,-,"2,935",15.92,"6,373",49.88,49.14,13.72,50.06,15.37,"8,110",3.62,249.0,22.25,71.2,30.59,...,...
1994M12,31,-,"3,014",13.78,"6,844",34.49,50.46,5.61,51.24,8.81,"8,109",3.72,212.6,13.71,60.1,10.48,...,...
1995M01,30,-,"3,155",12.12,"6,586",8.72,47.27,8.27,48.64,8.84,"8,144",2.84,196.7,-0.50,63.4,-0.36,...,...
1995M02,34,-,"3,163",7.88,"6,547",10.76,40.01,11.45,40.96,12.99,"8,072",4.14,226.2,47.61,67.4,44.61,...,...
1995M03,30,-,"3,067",9.34,"6,485",20.65,51.09,9.45,53.13,10.14,"8,057",2.04,239.6,25.04,71.9,23.53,...,...
1995M04,29,-,"3,017",8.29,"6,189",9.77,47.37,3.11,49.10,2.51,"8,067",2.36,249.0,23.59,79.9,30.94,...,...
1995M05,28,-,"2,969",5.40,"5,710",-3.58,51.38,10.54,52.20,9.16,"8,062",1.96,257.9,13.30,77.8,24.40,...,...
1995M06,25,-,"2,987",3.82,"5,510",-8.18,49.01,3.44,50.25,3.80,"8,022",1.52,224.4,13.99,78.2,34.11,...,...
1995M07,23,-,"3,035",2.22,"5,343",-16.59,49.24,5.30,48.94,2.69,"8,084",1.47,268.1,26.73,88.7,41.81,...,...
1995M08,21,-,"3,025",2.79,"4,795",-29.53,49.98,8.49,49.35,5.13,"8,121",0.68,270.2,26.24,86.0,43.45,...,...
1995M09,22,-,"3,004",2.35,"5,019",-28.03,47.86,3.55,49.03,2.25,"8,078",1.28,242.4,20.47,73.8,34.06,...,...
1995M10,15,-,"2,992",1.63,"5,042",-24.76,47.67,0.82,48.70,1.16,"8,112",0.57,288.6,24.30,87.8,36.66,...,...
1995M11,13,-,"2,976",1.40,"4,702",-26.22,48.61,-1.08,49.92,-0.28,"8,140",0.37,274.3,10.16,90.7,27.34,...,...
1995M12,16,-,"3,036",0.73,"4,989",-27.10,48.90,-3.09,49.48,-3.43,"8,124",0.19,256.8,20.82,79.8,32.85,...,...
1996M01,18,-,"3,076",-2.50,"4,943",-24.95,48.64,2.90,49.32,1.40,"8,152",0.10,296.0,50.47,100.0,57.86,...,...
1996M02,18,-,"3,202",1.23,"4,790",-26.84,40.96,2.37,41.34,0.93,"8,198",1.56,209.8,-7.26,69.6,3.25,...,...
1996M03,13,-,"3,130",2.05,"4,897",-24.49,48.30,-5.46,50.37,-5.19,"8,090",0.41,250.5,4.53,81.0,12.70,...,...
1996M04,21,-,"3,130",3.75,"5,846",-5.54,48.08,1.50,50.66,3.18,"8,082",0.19,277.4,11.43,90.8,13.74,...,...
1996M05,15,-,"3,097",4.31,"5,986",4.83,50.22,-2.26,52.32,0.23,"8,116",0.67,262.6,1.81,71.4,-8.13,...,...
1996M06,17,-,"3,152",5.52,"6,264",13.68,49.10,0.18,50.23,-0.04,"8,069",0.59,271.0,20.73,80.8,3.30,...,...
1996M07,19,-,"3,209",5.73,"6,205",16.13,50.18,1.91,50.41,3.00,"8,099",0.19,264.9,-1.18,80.6,-9.16,...,...
1996M08,20,-,"3,158",4.40,"6,235",30.03,49.98,0.00,51.62,4.60,"8,081",-0.49,270.5,0.13,81.8,-4.86,...,...
1996M09,24,-,"3,145",4.69,"6,429",28.09,49.08,2.55,50.37,2.73,"8,160",1.02,273.2,12.68,74.9,1.51,...,...
1996M10,22,-,"3,156",5.48,"6,526",29.43,50.86,6.69,52.52,7.84,"8,198",1.06,273.3,-5.29,82.7,-5.76,...,...
1996M11,26,-,"3,189",7.16,"6,691",42.30,51.56,6.07,53.81,7.79,"8,259",1.46,286.5,4.44,95.1,4.82,...,...
1996M12,28,-,"3,286",8.23,"6,882",37.94,53.36,9.12,54.75,10.65,"8,296",2.12,286.0,11.35,80.2,0.52,...,...
1997M01,26,-,"3,423",11.28,"7,135",44.35,51.15,5.16,54.48,10.46,"8,287",1.66,287.6,-2.81,89.5,-10.58,...,...
1997M02,24,-,"3,614",12.87,"7,642",59.54,40.50,-1.12,42.47,2.73,"8,190",-0.10,215.3,2.63,71.7,3.12,...,...
1997M03,31,-,"3,582",14.44,"8,166",66.76,52.96,9.65,56.16,11.49,"8,223",1.64,297.8,18.89,96.6,19.19,...,...
1997M04,24,-,"3,576",14.25,"8,506",45.50,51.42,6.95,54.33,7.24,"8,235",1.89,275.0,-0.88,102.7,13.04,...,...
1997M05,24,-,"3,546",14.50,"8,147",36.10,53.57,6.67,55.71,6.48,"8,269",1.89,285.7,8.80,85.0,19.00,...,...
1997M06,28,-,"3,607",14.44,"8,605",37.37,50.99,3.85,53.01,5.53,"8,255",2.31,282.4,4.23,98.5,21.83,...,...
1997M07,30,-,"3,716",15.80,"9,553",53.96,53.46,6.54,55.32,9.74,"8,289",2.35,302.4,14.15,104.8,30.07,...,...
1997M08,26,-,"3,697",17.07,"9,890",58.62,52.55,5.14,54.20,5.00,"8,295",2.65,274.9,1.62,94.2,15.08,...,...
1997M09,31,-,"3,622",15.17,"9,112",41.73,52.51,6.99,55.51,10.20,"8,297",1.68,314.9,15.27,104.2,39.05,...,...
1997M10,26,-,"3,525",11.69,"7,983",22.33,55.72,9.56,57.90,10.24,"8,364",2.02,302.7,10.74,100.0,20.86,...,...
1997M11,28,-,"3,607",13.11,"7,732",15.56,54.13,4.98,56.14,4.33,"8,412",1.85,356.7,24.53,114.3,20.15,...,...
1997M12,29,-,"3,660",11.38,"8,148",18.40,57.70,8.13,60.21,9.97,"8,453",1.89,346.1,21.02,115.2,43.59,...,...
1998M01,23,-,"3,817",11.51,"7,850",10.02,47.39,-7.35,49.75,-8.68,"8,482",2.35,256.4,-10.86,96.6,8.00,...,...
1998M02,27,-,"3,848",6.47,"8,808",15.26,48.61,20.02,51.04,20.18,"8,401",2.58,293.5,36.30,128.4,78.95,...,...
1998M03,25,-,"3,757",4.89,"8,976",9.92,54.63,3.15,57.55,2.48,"8,469",2.99,347.2,16.59,132.8,37.50,...,...
1998M04,20,-,"3,681",2.94,"8,785",3.28,54.22,5.45,56.66,4.29,"8,476",2.93,303.5,10.37,114.4,11.37,...,...
1998M05,19,-,"3,619",2.06,"8,226",0.97,53.95,0.71,54.53,-2.12,"8,485",2.61,314.8,10.17,109.6,28.87,...,...
1998M06,20,-,"3,637",0.83,"7,540",-12.38,54.11,6.12,55.82,5.30,"8,438",2.22,317.2,12.33,113.4,15.12,...,...
1998M07,16,-,"3,680",-0.97,"7,874",-17.58,55.12,3.11,56.25,1.68,"8,458",2.04,312.8,3.45,111.6,6.47,...,...
1998M08,22,-,"3,599",-2.65,"7,218",-27.02,54.58,3.86,56.38,4.02,"8,470",2.11,338.1,23.00,124.1,31.75,...,...
1998M09,18,-,"3,586",-0.99,"6,832",-25.02,55.80,6.27,58.27,4.97,"8,432",1.63,334.4,6.18,130.9,25.63,...,...
1998M10,16,-,"3,598",2.07,"6,886",-13.74,56.48,1.36,58.49,1.02,"8,470",1.27,296.6,-2.01,127.5,27.46,...,...
1998M11,19,-,"3,677",1.94,"7,109",-8.06,56.00,3.45,57.07,1.66,"8,505",1.11,346.0,-3.02,130.4,14.15,...,...
1998M12,14,-,"3,765",2.87,"6,832",-16.15,57.08,-1.07,59.71,-0.83,"8,519",0.78,300.1,-13.30,118.1,2.54,...,...
1999M01,18,-,"3,804",-0.34,"6,256",-20.31,56.03,18.23,57.07,14.71,"8,538",0.66,320.6,25.05,133.8,38.46,656.6,...
1999M02,17,-,"3,965",3.04,"5,920",-32.79,46.01,-5.35,46.24,-9.40,"8,537",1.62,248.2,-15.43,103.8,-19.17,674.5,...
1999M03,16,-,"3,908",4.02,"6,677",-25.61,59.09,8.16,62.09,7.89,"8,484",0.18,348.9,0.50,144.1,8.48,683.7,...
1999M04,20,-,"3,954",7.42,"7,390",-15.88,58.55,7.99,61.34,8.26,"8,515",0.46,305.9,0.79,119.9,4.82,686.0,...
1999M05,22,-,"3,953",9.23,"7,505",-8.76,59.48,10.25,60.60,11.13,"8,567",0.97,352.7,12.06,131.4,19.95,689.2,...
1999M06,25,-,"4,050",11.36,"8,055",6.83,58.76,8.59,61.13,9.51,"8,608",2.01,326.2,2.81,131.4,15.94,699.8,...
1999M07,24,-,"4,151",12.80,"7,916",0.53,59.09,7.20,60.29,7.18,"8,641",2.16,326.8,4.48,129.2,15.83,719.7,...
1999M08,23,-,"4,099",13.89,"7,656",6.07,59.05,8.19,59.57,5.66,"8,661",2.26,349.7,3.43,138.8,11.90,715.6,...
1999M09,19,-,"4,141",15.48,"7,977",16.76,55.34,-0.82,57.18,-1.87,"8,628",2.32,309.2,-7.51,119.8,-8.50,709.9,...
1999M10,26,-,"4,151",15.37,"7,697",11.78,60.40,6.94,63.07,7.83,"8,676",2.43,370.2,24.83,176.4,38.40,703.5,...
1999M11,26,-,"4,161",13.16,"7,670",7.89,61.44,9.71,62.71,9.88,"8,731",2.66,372.7,7.73,153.4,17.64,708.1,...
1999M12,28,-,"4,295",14.08,"7,919",15.91,62.44,9.39,64.54,8.09,"8,741",2.61,355.2,18.36,152.5,29.14,740.3,...
2000M01,32,-,"4,533",19.16,"9,229",47.52,60.56,8.09,63.66,11.55,"8,738",2.34,377.8,17.82,149.2,11.51,746.2,13.65
2000M02,30,-,"4,721",19.07,"9,891",67.08,49.26,7.06,51.69,11.79,"8,654",1.37,282.4,13.79,135.4,30.47,721.7,7.01
2000M03,29,-,"4,685",19.88,"9,338",39.85,63.92,8.17,68.51,10.34,"8,672",2.22,375.2,7.53,165.3,14.76,758.9,11.00
2000M04,28,-,"4,693",18.69,"9,369",26.78,60.50,3.33,62.95,2.62,"8,695",2.11,382.8,25.13,177.8,48.31,755.1,10.08
2000M05,29,-,"4,527",14.52,"8,672",15.55,63.61,6.94,66.50,9.74,"8,722",1.81,411.6,16.69,184.7,40.52,779.7,13.13
2000M06,27,-,"4,483",10.69,"8,753",8.67,63.86,8.68,66.61,8.96,"8,742",1.56,391.0,19.89,172.7,31.42,780.1,11.46
2000M07,26,-,"4,455",7.32,"8,213",3.75,62.86,6.38,65.04,7.88,"8,771",1.50,428.4,31.09,199.3,54.23,803.5,11.65
2000M08,28,-,"4,424",7.93,"7,943",3.75,64.36,8.99,65.61,10.14,"8,798",1.58,405.2,15.86,180.4,29.96,805.0,12.49
2000M09,28,-,"4,379",5.75,"7,069",-11.38,63.49,14.73,67.02,17.21,"8,782",1.78,412.7,33.44,186.3,55.55,803.5,13.19
