期間,合計_原始值,合計_年增率(%),公、民營企業-小計_原始值,公、民營企業-小計_年增率(%),公、民營企業-農林漁牧業_原始值,公、民營企業-農林漁牧業_年增率(%),公、民營企業-礦業及土石採取業_原始值,公、民營企業-礦業及土石採取業_年增率(%),公、民營企業-製造業_原始值,公、民營企業-製造業_年增率(%),公、民營企業-水電燃氣及污染整治業_原始值,公、民營企業-水電燃氣及污染整治業_年增率(%),公、民營企業-營造業_原始值,公、民營企業-營造業_年增率(%),公、民營企業-批發、零售、住宿及餐飲業_原始值,公、民營企業-批發、零售、住宿及餐飲業_年增率(%),公、民營企業-運輸及倉儲業_原始值,公、民營企業-運輸及倉儲業_年增率(%),公、民營企業-資訊及通訊傳播業_原始值,公、民營企業-資訊及通訊傳播業_年增率(%),公、民營企業-金融、保險及不動產業_原始值,公、民營企業-金融、保險及不動產業_年增率(%),公、民營企業-服務業_原始值,公、民營企業-服務業_年增率(%),政府機關_原始值,政府機關_年增率(%),非營利團體_原始值,非營利團體_年增率(%),非營利團體-社會保險及退休基金_原始值,非營利團體-社會保險及退休基金_年增率(%),個人_原始值,個人_年增率(%)
2011M11,"24,453,738",5.19,"6,375,381",6.19,"16,413",-2.22,"8,478",-2.66,"2,416,524",3.90,"43,316",7.66,"246,944",4.49,"1,231,338",4.49,"153,263",7.90,"166,426",7.43,"1,751,925",9.94,"340,754",10.96,"655,763",-7.22,"1,854,016",7.98,"583,908",7.17,"15,568,578",5.05
2011M12,"24,783,296",5.02,"6,491,302",4.84,"15,227",-11.45,"8,226",-42.49,"2,450,770",0.40,"45,108",16.43,"279,229",3.91,"1,235,461",4.45,"158,313",8.10,"172,251",7.30,"1,768,878",10.17,"357,839",13.22,"678,018",-2.73,"1,865,861",12.71,"573,810",20.66,"15,748,115",4.61
2012M01,"24,804,459",5.61,"6,373,659",5.35,"15,039",-14.22,"7,946",-12.58,"2,434,455",2.68,"47,510",18.27,"253,122",1.71,"1,233,365",6.54,"151,731",4.32,"173,229",13.24,"1,724,220",7.74,"333,042",8.46,"596,951",1.99,"1,827,333",12.88,"561,987",23.53,"16,006,516",5.08
2012M02,"24,943,538",5.51,"6,446,337",6.18,"15,330",-17.26,"8,253",-13.94,"2,355,321",-0.27,"46,023",8.97,"248,897",0.66,"1,233,167",6.04,"160,500",16.35,"179,725",15.22,"1,861,117",14.80,"338,004",7.66,"614,697",0.95,"1,880,348",11.51,"600,673",23.99,"16,002,156",4.76
2012M03,"24,996,583",5.51,"6,440,733",4.23,"17,839",-4.21,"8,652",-8.49,"2,439,067",-0.56,"46,827",18.14,"250,788",3.63,"1,239,963",4.49,"170,331",15.36,"174,713",10.84,"1,748,919",8.52,"343,634",9.71,"611,274",-0.36,"1,888,002",13.68,"618,543",30.96,"16,056,574",5.38
2012M04,"24,964,698",4.55,"6,476,376",4.49,"16,980",-11.77,"8,458",-7.29,"2,427,844",0.68,"43,586",12.33,"247,582",-0.27,"1,262,171",5.05,"167,175",18.27,"178,104",9.39,"1,774,256",7.90,"350,220",9.06,"618,294",-0.81,"1,905,897",13.09,"638,139",30.75,"15,964,131",3.86
2012M05,"24,917,491",4.81,"6,471,520",5.91,"16,060",-13.04,"8,410",-0.06,"2,435,653",2.16,"40,609",6.58,"245,516",2.29,"1,236,971",3.96,"175,251",19.35,"187,995",13.07,"1,782,744",11.38,"342,311",7.74,"637,067",-1.56,"1,919,725",13.73,"647,151",29.97,"15,889,179",3.66
2012M06,"24,937,795",4.20,"6,562,950",3.10,"15,920",-16.43,"8,380",1.90,"2,498,972",-1.75,"43,366",4.69,"254,930",4.53,"1,245,343",2.03,"182,604",14.75,"186,152",10.20,"1,775,116",8.49,"352,167",8.46,"646,481",1.95,"1,901,871",12.55,"647,185",30.92,"15,826,493",3.83
2012M07,"24,934,732",3.37,"6,472,446",3.14,"15,677",-17.99,"8,319",-3.41,"2,349,234",-2.42,"40,935",4.29,"245,661",-1.75,"1,252,974",2.97,"185,004",20.69,"189,357",9.41,"1,835,569",9.28,"349,716",6.66,"656,451",6.49,"1,927,117",9.61,"664,142",23.29,"15,878,718",2.63
2012M08,"25,150,586",4.37,"6,506,699",4.96,"16,219",-18.35,"9,523",8.72,"2,376,434",3.38,"40,002",-2.29,"250,155",2.92,"1,265,296",3.23,"183,588",16.65,"178,043",14.52,"1,824,003",6.47,"363,436",8.19,"634,467",0.30,"1,925,928",8.19,"658,851",25.62,"16,083,492",3.87
2012M09,"25,131,412",3.69,"6,413,350",2.65,"15,697",-16.67,"9,521",13.06,"2,330,682",-0.52,"45,558",4.94,"254,106",5.43,"1,240,427",1.38,"176,875",13.35,"176,056",14.05,"1,796,482",4.23,"367,946",9.54,"650,468",1.13,"1,914,154",5.02,"642,750",21.14,"16,153,440",4.06
2012M10,"25,120,345",3.04,"6,461,920",2.71,"15,532",-21.44,"9,590",7.97,"2,361,511",-0.44,"43,676",2.77,"247,268",2.65,"1,273,851",4.72,"179,304",16.13,"175,141",10.77,"1,789,600",2.81,"366,447",8.39,"640,735",-0.18,"1,951,850",5.90,"679,495",18.62,"16,065,840",2.96
2012M11,"25,274,125",3.35,"6,542,465",2.62,"15,526",-5.40,"8,882",4.77,"2,415,513",-0.04,"49,522",14.33,"251,445",1.82,"1,285,065",4.36,"180,563",17.81,"168,591",1.30,"1,804,708",3.01,"362,650",6.43,"655,478",-0.04,"1,947,047",5.02,"679,833",16.43,"16,129,135",3.60
2012M12,"25,587,343",3.24,"6,651,383",2.47,"15,133",-0.62,"9,088",10.48,"2,488,444",1.54,"46,576",3.25,"280,209",0.35,"1,287,230",4.19,"177,461",12.10,"176,249",2.32,"1,791,303",1.27,"379,690",6.11,"656,739",-3.14,"1,953,577",4.70,"691,665",20.54,"16,325,644",3.67
2013M01,"25,754,027",3.83,"6,767,585",6.18,"14,675",-2.42,"9,211",15.92,"2,540,269",4.35,"46,283",-2.58,"264,871",4.64,"1,320,740",7.08,"176,507",16.33,"180,260",4.06,"1,842,366",6.85,"372,403",11.82,"661,542",10.82,"1,954,544",6.96,"711,359",26.58,"16,370,356",2.27
2013M02,"25,769,316",3.31,"6,650,584",3.17,"16,176",5.52,"9,166",11.06,"2,508,905",6.52,"43,246",-6.03,"262,110",5.31,"1,302,427",5.62,"165,055",2.84,"176,322",-1.89,"1,805,099",-3.01,"362,078",7.12,"606,651",-1.31,"1,985,108",5.57,"714,920",19.02,"16,526,973",3.28
2013M03,"25,916,642",3.68,"6,746,186",4.74,"16,131",-9.57,"8,948",3.42,"2,591,903",6.27,"47,891",2.27,"259,365",3.42,"1,306,772",5.39,"167,979",-1.38,"176,387",0.96,"1,811,860",3.60,"358,950",4.46,"591,111",-3.30,"2,064,645",9.36,"716,792",15.88,"16,514,700",2.85
2013M04,"25,961,850",3.99,"6,876,714",6.18,"16,799",-1.07,"9,902",17.07,"2,641,726",8.81,"46,714",7.18,"254,134",2.65,"1,327,745",5.20,"169,944",1.66,"188,498",5.84,"1,857,071",4.67,"364,181",3.99,"593,939",-3.94,"1,972,184",3.48,"711,187",11.45,"16,519,013",3.48
2013M05,"26,068,717",4.62,"6,859,264",5.99,"16,630",3.55,"9,470",12.60,"2,592,670",6.45,"47,112",16.01,"252,966",3.03,"1,316,529",6.43,"165,831",-5.38,"184,823",-1.69,"1,921,044",7.76,"352,189",2.89,"616,376",-3.25,"1,948,763",1.51,"682,812",5.51,"16,644,314",4.75
2013M06,"26,321,409",5.55,"7,082,251",7.91,"16,289",2.32,"8,421",0.49,"2,697,321",7.94,"48,566",11.99,"267,832",5.06,"1,357,477",9.00,"179,105",-1.92,"186,426",0.15,"1,954,512",10.11,"366,302",4.01,"621,065",-3.93,"1,960,942",3.11,"700,487",8.24,"16,657,151",5.25
2013M07,"26,487,825",6.23,"7,066,546",9.18,"15,602",-0.48,"8,565",2.96,"2,656,156",13.06,"44,018",7.53,"261,581",6.48,"1,340,557",6.99,"176,835",-4.42,"182,531",-3.60,"2,015,623",9.81,"365,078",4.39,"641,670",-2.25,"1,974,402",2.45,"714,210",7.54,"16,805,207",5.83
2013M08,"26,556,104",5.59,"7,033,643",8.10,"15,454",-4.72,"8,515",-10.58,"2,605,048",9.62,"49,829",24.57,"264,465",5.72,"1,358,281",7.35,"173,510",-5.49,"179,239",0.67,"2,008,733",10.13,"370,569",1.96,"610,815",-3.73,"2,002,879",4.00,"740,704",12.42,"16,908,767",5.13
2013M09,"26,601,011",5.85,"6,999,817",9.14,"15,595",-0.65,"8,468",-11.06,"2,599,905",11.55,"46,463",1.99,"256,142",0.80,"1,366,026",10.13,"174,565",-1.31,"178,546",1.41,"1,986,825",10.60,"367,282",-0.18,"624,561",-3.98,"2,004,331",4.71,"743,807",15.72,"16,972,302",5.07
2013M10,"26,781,742",6.61,"7,083,203",9.61,"15,493",-0.25,"8,848",-7.74,"2,641,408",11.85,"49,132",12.49,"261,643",5.81,"1,383,474",8.61,"179,104",-0.11,"181,375",3.56,"1,985,918",10.97,"376,808",2.83,"616,340",-3.81,"2,041,494",4.59,"786,023",15.68,"17,040,705",6.07
2013M11,"26,843,617",6.21,"7,165,808",9.53,"15,754",1.47,"8,617",-2.98,"2,695,464",11.59,"53,057",7.14,"274,492",9.17,"1,392,480",8.36,"176,970",-1.99,"176,208",4.52,"1,990,083",10.27,"382,683",5.52,"629,057",-4.03,"2,029,679",4.24,"788,631",16.00,"17,019,073",5.52
2013M12,"27,101,027",5.92,"7,288,977",9.59,"14,158",-6.44,"8,913",-1.93,"2,738,971",10.07,"52,890",13.56,"297,490",6.17,"1,429,929",11.09,"188,862",6.42,"177,999",0.99,"1,991,954",11.20,"387,811",2.14,"613,253",-6.62,"2,008,496",2.81,"781,028",12.92,"17,190,301",5.30
2014M01,"27,124,191",5.32,"7,102,801",4.95,"13,959",-4.88,"8,153",-11.49,"2,657,350",4.61,"50,922",10.02,"286,154",8.04,"1,407,391",6.56,"178,543",1.15,"175,842",-2.45,"1,943,737",5.50,"380,750",2.24,"617,402",-6.67,"1,949,910",-0.24,"740,459",4.09,"17,454,078",6.62
2014M02,"27,361,382",6.18,"7,218,549",8.54,"14,072",-13.01,"8,499",-7.28,"2,713,055",8.14,"53,152",22.91,"283,740",8.25,"1,444,118",10.88,"180,780",9.53,"171,389",-2.80,"1,966,507",8.94,"383,237",5.84,"612,969",1.04,"2,060,772",3.81,"806,043",12.75,"17,469,092",5.70
2014M03,"27,570,818",6.38,"7,397,498",9.65,"14,456",-10.38,"8,892",-0.63,"2,867,696",10.64,"56,668",18.33,"275,093",6.06,"1,469,713",12.47,"188,512",12.22,"180,742",2.47,"1,961,055",8.23,"374,671",4.38,"615,662",4.15,"2,047,572",-0.83,"804,437",12.23,"17,510,086",6.03
2014M04,"27,670,619",6.58,"7,438,626",8.17,"15,304",-8.90,"8,705",-12.09,"2,836,602",7.38,"54,744",17.19,"273,478",7.61,"1,485,186",11.86,"188,656",11.01,"184,138",-2.31,"2,003,453",7.88,"388,360",6.64,"624,498",5.15,"2,013,222",2.08,"772,481",8.62,"17,594,273",6.51
2014M05,"27,666,234",6.13,"7,432,700",8.36,"15,357",-7.65,"8,617",-9.01,"2,845,090",9.74,"52,390",11.20,"281,295",11.20,"1,461,489",11.01,"185,448",11.83,"189,192",2.36,"1,996,476",3.93,"397,346",12.82,"654,153",6.13,"1,965,089",0.84,"742,707",8.77,"17,614,292",5.83
2014M06,"27,758,787",5.46,"7,553,754",6.66,"15,070",-7.48,"8,764",4.07,"2,903,051",7.63,"52,134",7.35,"278,602",4.02,"1,476,718",8.78,"190,641",6.44,"194,669",4.42,"2,030,857",3.91,"403,248",10.09,"660,683",6.38,"1,958,345",-0.13,"741,153",5.81,"17,586,005",5.58
2014M07,"28,057,042",5.92,"7,580,002",7.27,"15,032",-3.65,"9,088",6.11,"2,869,672",8.04,"51,126",16.15,"277,174",5.96,"1,501,790",12.03,"190,881",7.94,"202,468",10.92,"2,049,215",1.67,"413,556",13.28,"712,798",11.08,"1,982,067",0.39,"741,954",3.88,"17,782,175",5.81
