期間,總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),農、林、漁、牧業_原始值,農、林、漁、牧業_年增率(%),農、林、漁、牧業_原始值,農、林、漁、牧業_年增率(%),農、林、漁、牧業_原始值,農、林、漁、牧業_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),製造業_原始值,製造業_年增率(%),製造業_原始值,製造業_年增率(%),製造業_原始值,製造業_年增率(%),水電燃氣業_原始值,水電燃氣業_年增率(%),水電燃氣業_原始值,水電燃氣業_年增率(%),水電燃氣業_原始值,水電燃氣業_年增率(%),營造業_原始值,營造業_年增率(%),營造業_原始值,營造業_年增率(%),營造業_原始值,營造業_年增率(%),批發及零售業_原始值,批發及零售業_年增率(%),批發及零售業_原始值,批發及零售業_年增率(%),批發及零售業_原始值,批發及零售業_年增率(%),住宿及餐飲業_原始值,住宿及餐飲業_年增率(%),住宿及餐飲業_原始值,住宿及餐飲業_年增率(%),住宿及餐飲業_原始值,住宿及餐飲業_年增率(%),運輸、倉儲及通信業_原始值,運輸、倉儲及通信業_年增率(%),運輸、倉儲及通信業_原始值,運輸、倉儲及通信業_年增率(%),運輸、倉儲及通信業_原始值,運輸、倉儲及通信業_年增率(%),金融及保險業_原始值,金融及保險業_年增率(%),金融及保險業_原始值,金融及保險業_年增率(%),金融及保險業_原始值,金融及保險業_年增率(%),不動產及租賃業_原始值,不動產及租賃業_年增率(%),不動產及租賃業_原始值,不動產及租賃業_年增率(%),不動產及租賃業_原始值,不動產及租賃業_年增率(%),專業、科學及技術服務業_原始值,專業、科學及技術服務業_年增率(%),專業、科學及技術服務業_原始值,專業、科學及技術服務業_年增率(%),專業、科學及技術服務業_原始值,專業、科學及技術服務業_年增率(%),教育服務業_原始值,教育服務業_年增率(%),教育服務業_原始值,教育服務業_年增率(%),教育服務業_原始值,教育服務業_年增率(%),醫療保健及社會福利服務業_原始值,醫療保健及社會福利服務業_年增率(%),醫療保健及社會福利服務業_原始值,醫療保健及社會福利服務業_年增率(%),醫療保健及社會福利服務業_原始值,醫療保健及社會福利服務業_年增率(%),文化、運動及休閒服務業_原始值,文化、運動及休閒服務業_年增率(%),文化、運動及休閒服務業_原始值,文化、運動及休閒服務業_年增率(%),文化、運動及休閒服務業_原始值,文化、運動及休閒服務業_年增率(%),其他服務業_原始值,其他服務業_年增率(%),其他服務業_原始值,其他服務業_年增率(%),其他服務業_原始值,其他服務業_年增率(%),公共行政業_原始值,公共行政業_年增率(%),公共行政業_原始值,公共行政業_年增率(%),公共行政業_原始值,公共行政業_年增率(%)
2003M11,"9,654",1.84,"5,614",1.03,"4,040",2.98,687,-4.00,495,-2.02,191,-8.78,8,-14.42,6,-13.53,1,-18.93,"2,602",1.07,"1,591",0.64,"1,011",1.76,35,-1.23,29,-1.24,5,-1.20,696,-2.08,625,-3.61,71,13.67,"1,706",1.27,899,2.43,807,0.00,601,4.52,254,3.00,347,5.67,489,2.42,387,2.51,102,2.11,367,-1.33,153,-5.67,214,2.03,72,19.86,43,8.08,29,42.96,284,1.69,157,1.53,127,1.89,526,3.28,177,1.38,349,4.27,294,3.40,84,-0.20,210,4.91,194,4.19,105,13.05,89,-4.61,700,4.27,375,2.78,324,6.05,395,17.25,233,10.91,162,27.80
2003M12,"9,683",1.87,"5,620",1.02,"4,063",3.07,679,-5.01,494,-4.23,185,-7.03,8,-14.31,7,-12.39,1,-25.13,"2,614",1.19,"1,591",1.15,"1,023",1.25,35,-0.84,29,-0.62,5,-1.99,705,-1.69,625,-2.98,81,9.62,"1,703",1.58,885,1.19,818,2.00,608,4.65,261,8.20,347,2.12,485,2.50,386,2.29,99,3.34,365,-0.58,158,-2.32,207,0.79,67,4.61,41,-7.10,26,31.03,291,2.36,158,2.99,133,1.62,520,2.90,177,2.47,343,3.12,300,3.70,86,1.12,214,4.77,199,7.45,106,11.93,92,2.72,708,4.00,381,0.74,327,8.08,398,16.75,235,11.78,163,24.75
2004M01,"9,697",1.81,"5,624",1.04,"4,073",2.89,667,-5.38,486,-3.97,180,-8.99,8,-14.38,6,-13.01,1,-21.47,"2,621",1.51,"1,619",2.01,"1,001",0.71,35,-0.39,29,-1.11,6,3.45,710,-0.64,631,-0.94,79,1.78,"1,709",1.38,885,-0.73,825,3.75,612,4.27,266,6.89,346,2.35,480,1.94,372,0.01,108,9.14,368,-1.17,149,-4.54,219,1.27,66,7.87,42,11.44,24,2.20,295,3.42,160,5.03,135,1.60,522,3.06,169,0.88,352,4.14,303,3.31,88,-0.69,215,5.06,195,7.04,92,-4.30,103,19.72,714,3.63,389,1.57,325,6.21,393,13.52,240,17.26,153,8.13
2004M02,"9,686",1.95,"5,620",1.42,"4,066",2.70,661,-5.72,474,-4.79,187,-8.02,8,-13.69,6,-12.67,1,-18.61,"2,626",1.63,"1,615",0.72,"1,011",3.11,35,-0.53,29,-2.24,6,9.52,712,0.67,643,1.93,69,-9.74,"1,713",1.61,892,0.27,821,3.11,613,4.79,263,4.91,350,4.70,476,1.37,366,0.18,110,5.53,371,-1.33,140,0.80,231,-2.58,68,17.30,42,18.94,26,14.76,298,2.69,157,1.59,141,3.93,517,3.01,172,-0.12,345,4.64,307,5.19,89,1.24,218,6.90,188,6.28,91,1.09,97,11.65,706,3.62,391,4.18,315,2.93,388,11.43,250,17.47,138,1.92
2004M03,"9,715",2.12,"5,646",1.84,"4,069",2.51,657,-6.15,471,-6.92,186,-4.14,7,-13.76,6,-15.83,1,-1.73,"2,641",2.07,"1,589",0.73,"1,052",4.16,35,-0.39,29,-1.54,5,6.32,721,2.98,656,3.77,65,-4.39,"1,723",1.67,890,0.18,833,3.30,608,5.02,262,7.65,346,3.10,485,1.97,384,4.14,100,-5.58,376,-1.56,152,7.84,224,-7.07,71,14.87,46,16.38,25,12.20,294,0.55,152,-4.16,142,6.15,514,2.89,177,10.71,337,-0.80,305,5.39,90,-0.63,215,8.15,182,4.94,101,9.67,80,-0.47,716,4.26,394,2.76,321,6.17,382,9.10,245,9.08,137,9.14
2004M04,"9,732",2.07,"5,661",1.79,"4,072",2.47,653,-6.22,465,-7.93,188,-1.73,7,-13.38,6,-16.51,1,4.33,"2,653",2.69,"1,593",1.52,"1,060",4.50,35,-0.40,29,-0.32,5,-0.87,718,3.34,652,3.34,66,3.30,"1,737",2.02,911,2.29,826,1.72,599,2.97,262,4.36,337,1.92,487,1.66,393,4.90,93,-10.03,384,-1.00,159,-3.77,224,1.07,74,23.55,48,23.94,26,22.82,290,0.28,158,-1.33,132,2.29,522,3.76,171,15.58,351,-1.16,300,2.79,90,0.54,210,3.78,186,4.39,102,11.90,83,-3.54,712,2.74,381,-1.13,331,7.59,377,7.01,239,6.66,137,7.62
2004M05,"9,764",2.53,"5,669",2.13,"4,094",3.09,648,-6.72,452,-8.12,197,-3.35,7,-11.47,6,-14.33,1,4.34,"2,664",3.38,"1,608",1.68,"1,056",6.08,35,-0.27,29,0.09,5,-2.35,727,4.16,652,5.17,75,-3.84,"1,738",2.54,921,2.58,817,2.49,595,3.25,252,2.37,343,3.90,488,1.37,389,2.90,99,-4.21,382,-0.58,152,-5.66,229,3.11,74,21.29,46,18.36,28,26.34,295,1.19,160,4.83,134,-2.83,530,4.85,177,8.21,353,3.25,299,3.64,96,5.25,202,2.89,192,6.44,98,7.01,94,5.86,719,3.27,392,4.06,327,2.35,373,5.88,240,6.91,133,4.07
2004M06,"9,791",2.61,"5,675",1.98,"4,116",3.49,645,-7.77,449,-9.26,196,-4.16,7,-9.42,6,-18.14,2,39.56,"2,669",3.23,"1,621",2.63,"1,047",4.18,35,-0.01,29,0.70,5,-3.91,737,4.77,654,5.63,82,-1.66,"1,733",2.34,898,0.29,835,4.65,592,2.99,252,3.34,340,2.72,493,1.33,391,1.72,102,-0.14,390,1.32,159,-0.55,231,2.65,72,12.00,45,12.68,27,10.91,302,4.80,172,11.70,129,-3.17,527,4.75,181,1.59,346,6.49,308,7.04,104,7.76,204,6.67,189,2.24,96,4.20,93,0.30,727,5.09,393,4.11,334,6.26,367,3.87,224,5.44,142,1.50
2004M07,"9,829",2.46,"5,690",1.68,"4,139",3.55,641,-8.94,452,-9.60,189,-7.33,7,-9.22,6,-8.28,1,-13.51,"2,671",2.97,"1,634",3.06,"1,036",2.84,35,1.01,30,2.39,5,-6.48,754,6.40,671,6.24,83,7.63,"1,737",1.89,899,0.51,839,3.41,603,4.49,260,4.56,343,4.45,495,1.03,390,0.36,105,3.57,397,4.94,166,4.48,231,5.27,72,5.38,45,17.81,27,-10.18,298,6.32,168,10.33,130,1.56,533,4.27,181,2.98,352,4.94,305,6.49,94,2.36,211,8.44,195,1.89,101,7.55,93,-3.63,722,5.84,379,0.22,343,12.82,366,-2.75,217,-3.75,149,-1.27
2004M08,"9,836",2.32,"5,710",1.93,"4,126",2.87,636,-9.15,459,-7.96,177,-12.08,7,-11.20,6,-10.78,2,-12.74,"2,684",3.65,"1,669",4.45,"1,015",2.37,35,-0.08,30,0.76,5,-4.65,746,6.13,665,5.51,81,11.55,"1,744",1.70,913,1.54,831,1.88,599,2.56,248,-1.21,351,5.39,500,1.02,393,1.97,107,-2.33,395,6.16,160,2.77,235,8.60,75,3.76,48,18.64,26,-15.63,302,8.94,156,7.69,146,10.30,532,2.68,168,1.38,364,3.29,301,7.39,81,1.45,220,9.75,198,0.45,97,-4.44,101,5.67,719,4.68,393,4.61,326,4.77,364,-4.42,224,-6.41,140,-1.08
2004M09,"9,788",2.13,"5,692",1.91,"4,097",2.44,632,-9.13,448,-10.22,183,-6.37,7,-11.44,6,-13.68,2,-2.55,"2,690",4.06,"1,677",3.76,"1,013",4.55,35,-0.06,29,-0.29,5,1.17,737,5.41,656,5.73,81,2.93,"1,719",1.69,891,1.52,828,1.88,589,0.95,251,-1.26,338,2.66,494,-0.79,384,-0.99,110,-0.11,393,6.66,160,3.36,233,9.06,76,10.06,47,24.62,29,-7.73,306,11.19,161,13.95,145,8.29,541,3.64,175,0.55,366,5.18,301,6.28,82,13.63,219,3.77,191,-1.14,94,-7.70,97,6.16,713,2.88,411,9.68,302,-5.14,365,-5.47,220,-7.27,145,-2.58
2004M10,"9,837",2.34,"5,721",2.16,"4,116",2.60,628,-9.01,446,-10.01,181,-6.43,7,-7.37,6,-7.23,1,-7.97,"2,703",4.26,"1,680",4.39,"1,023",4.04,35,-0.53,29,1.43,5,-9.85,736,6.04,660,6.68,76,0.71,"1,723",1.60,883,-0.60,840,4.01,596,1.29,263,2.99,333,-0.01,493,-0.17,373,-3.79,120,13.02,395,6.76,164,9.36,231,4.99,77,5.55,48,20.41,29,-12.57,313,11.75,173,13.37,140,9.81,549,3.80,184,-0.33,366,6.00,306,6.20,89,8.68,217,5.22,196,3.09,100,1.01,96,5.36,714,2.12,413,9.60,301,-6.63,367,-4.87,210,-6.83,157,-2.13
2004M11,"9,870",2.24,"5,731",2.08,"4,139",2.45,623,-9.34,450,-9.16,173,-9.80,7,-3.66,5,-19.81,2,83.57,"2,714",4.29,"1,690",6.22,"1,024",1.27,35,-0.14,29,-0.39,5,1.20,740,6.34,658,5.32,82,15.27,"1,725",1.11,879,-2.18,846,4.77,602,0.23,264,4.31,338,-2.74,491,0.43,370,-4.53,121,19.35,394,7.34,169,10.32,225,5.20,79,9.59,50,17.44,28,-2.06,318,11.94,179,14.00,139,9.40,551,4.77,190,7.38,361,3.45,309,5.12,95,13.49,213,1.77,199,2.49,102,-2.87,97,8.82,716,2.33,389,3.55,327,0.91,368,-6.79,211,-9.54,157,-2.84
2004M12,"9,887",2.11,"5,722",1.82,"4,165",2.51,617,-9.18,443,-10.34,174,-6.07,7,-3.22,6,-6.63,1,19.28,"2,723",4.18,"1,682",5.75,"1,041",1.75,35,-0.36,29,0.11,5,-2.93,748,6.07,661,5.83,87,7.91,"1,719",0.96,879,-0.63,840,2.69,611,0.51,274,4.78,337,-2.71,488,0.61,376,-2.58,112,12.98,391,7.15,164,3.44,227,10.00,80,19.57,49,18.62,31,21.09,319,9.60,184,16.59,135,1.31,553,6.38,190,7.48,363,5.82,311,3.70,90,4.69,221,3.29,199,-0.02,101,-5.27,98,6.05,717,1.26,381,-0.10,336,2.85,370,-7.05,213,-9.22,157,-3.91
