期間,總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),農、林、漁、牧業_原始值,農、林、漁、牧業_年增率(%),農、林、漁、牧業_原始值,農、林、漁、牧業_年增率(%),農、林、漁、牧業_原始值,農、林、漁、牧業_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),製造業_原始值,製造業_年增率(%),製造業_原始值,製造業_年增率(%),製造業_原始值,製造業_年增率(%),水電燃氣業_原始值,水電燃氣業_年增率(%),水電燃氣業_原始值,水電燃氣業_年增率(%),水電燃氣業_原始值,水電燃氣業_年增率(%),營造業_原始值,營造業_年增率(%),營造業_原始值,營造業_年增率(%),營造業_原始值,營造業_年增率(%),批發、零售及餐飲業_原始值,批發、零售及餐飲業_年增率(%),批發、零售及餐飲業_原始值,批發、零售及餐飲業_年增率(%),批發、零售及餐飲業_原始值,批發、零售及餐飲業_年增率(%),運輸、倉儲及通信業_原始值,運輸、倉儲及通信業_年增率(%),運輸、倉儲及通信業_原始值,運輸、倉儲及通信業_年增率(%),運輸、倉儲及通信業_原始值,運輸、倉儲及通信業_年增率(%),金融、保險及不動產業_原始值,金融、保險及不動產業_年增率(%),金融、保險及不動產業_原始值,金融、保險及不動產業_年增率(%),金融、保險及不動產業_原始值,金融、保險及不動產業_年增率(%),工商服務業_原始值,工商服務業_年增率(%),工商服務業_原始值,工商服務業_年增率(%),工商服務業_原始值,工商服務業_年增率(%),社會服務及個人服務業_原始值,社會服務及個人服務業_年增率(%),社會服務及個人服務業_原始值,社會服務及個人服務業_年增率(%),社會服務及個人服務業_原始值,社會服務及個人服務業_年增率(%),公共行政業_原始值,公共行政業_年增率(%),公共行政業_原始值,公共行政業_年增率(%),公共行政業_原始值,公共行政業_年增率(%)
1984M11,"7,387",0.51,"4,715",1.21,"2,672",-0.68,"1,285",-7.98,902,-2.79,383,-18.26,36,-24.58,31,-23.69,5,-29.49,"2,541",6.21,"1,462",8.09,"1,079",3.75,34,-2.84,29,-3.34,4,0.93,540,-3.80,489,-5.47,51,15.72,"1,311",-1.53,770,0.20,542,-3.88,359,3.10,312,3.41,47,1.06,115,5.86,63,11.02,52,0.13,84,-7.33,48,-9.38,36,-4.46,824,5.75,431,0.78,393,11.81,260,-0.04,179,-2.74,81,6.49
1984M12,"7,425",1.72,"4,731",1.83,"2,694",1.53,"1,308",-0.90,895,-0.65,413,-1.42,35,-26.67,30,-23.97,5,-40.43,"2,486",2.85,"1,428",4.09,"1,058",1.21,33,-3.92,29,-4.35,4,-0.69,531,-5.33,480,-7.13,51,15.85,"1,356",3.54,800,5.21,557,1.24,364,5.42,311,4.85,53,8.86,117,9.15,66,15.11,51,2.28,76,-16.16,46,-19.07,30,-11.35,854,5.94,461,6.29,393,5.52,265,1.70,184,1.82,81,1.45
1985M01,"7,539",2.21,"4,755",1.77,"2,784",2.97,"1,296",0.51,868,0.37,428,0.78,39,-0.26,34,-0.17,5,-0.83,"2,507",0.55,"1,421",0.37,"1,085",0.78,34,-5.08,29,-5.53,4,-1.75,540,-0.52,487,-1.01,52,4.27,"1,366",2.77,797,2.54,570,3.08,402,5.09,338,1.30,64,30.79,125,7.75,72,12.94,52,1.35,80,-12.04,48,-11.22,31,-13.26,868,8.25,457,7.66,411,8.92,284,10.55,203,12.35,81,6.29
1985M02,"7,501",3.17,"4,753",2.62,"2,749",4.13,"1,305",2.19,887,3.22,418,0.07,37,0.54,32,-0.10,5,4.76,"2,484",0.68,"1,405",-1.15,"1,079",3.17,34,-4.33,30,-4.72,4,-1.47,558,2.92,503,2.76,55,4.49,"1,331",1.47,786,2.16,545,0.49,404,6.54,344,6.60,61,6.22,125,7.54,71,11.83,55,2.44,87,2.34,52,-1.18,36,7.90,859,10.25,451,7.89,408,12.98,276,15.12,192,11.73,84,23.67
1985M03,"7,335",1.67,"4,668",1.17,"2,667",2.57,"1,290",1.96,903,2.91,387,-0.19,36,-2.16,32,-2.03,5,-3.06,"2,427",-0.81,"1,389",-1.59,"1,039",0.26,34,0.55,30,0.46,4,1.25,516,-1.10,471,0.67,45,-16.56,"1,335",3.59,782,1.83,552,6.20,388,0.82,328,1.46,60,-2.59,120,2.43,65,2.33,55,2.54,77,-4.65,47,-3.75,30,-6.03,851,5.72,443,4.13,407,7.52,262,11.69,178,7.30,84,22.38
1985M04,"7,352",2.81,"4,678",2.23,"2,674",3.85,"1,283",2.36,903,3.38,380,0.01,36,-4.16,32,-3.78,4,-6.85,"2,530",2.31,"1,448",1.52,"1,082",3.39,34,-1.36,30,-1.59,4,0.29,515,2.96,465,2.58,50,6.60,"1,289",4.76,750,2.06,539,8.75,370,3.17,319,3.65,52,0.29,109,-1.45,58,-5.52,51,3.67,73,-10.45,45,-5.85,28,-17.06,846,6.06,443,6.84,402,5.21,268,-2.34,186,-3.92,82,1.49
1985M05,"7,374",2.39,"4,684",1.63,"2,690",3.75,"1,267",2.13,885,2.30,382,1.74,35,-58.65,31,-58.76,4,-57.73,"2,549",5.12,"1,458",5.56,"1,091",4.55,34,2.11,30,1.89,4,3.73,489,3.14,448,2.60,42,9.44,"1,291",1.65,752,-0.96,539,5.53,373,0.13,324,0.42,48,-1.75,113,5.68,59,-4.03,54,18.92,83,3.96,49,9.31,34,-2.88,865,3.46,453,3.33,413,3.60,275,-1.24,196,0.36,79,-5.02
1985M06,"7,434",1.73,"4,680",1.21,"2,754",2.62,"1,306",-0.25,889,-0.71,417,0.75,34,-9.02,30,-7.01,4,-22.19,"2,528",3.41,"1,442",3.86,"1,086",2.81,34,2.01,30,1.68,4,4.39,487,2.26,443,1.23,44,14.10,"1,325",3.07,760,1.75,565,4.90,383,0.80,332,1.69,51,-4.61,118,3.57,61,0.91,58,6.54,83,-0.78,48,2.14,35,-4.52,864,1.30,449,1.23,415,1.39,272,-6.48,196,-9.43,76,2.12
1985M07,"7,477",0.83,"4,730",0.53,"2,747",1.35,"1,373",-3.37,923,-2.44,450,-5.23,34,-9.13,30,-8.82,4,-11.38,"2,558",0.66,"1,500",1.26,"1,058",-0.17,34,1.74,30,1.56,4,3.01,466,-2.67,422,-4.14,44,14.10,"1,308",6.68,758,5.72,551,8.04,384,4.25,323,2.74,62,12.94,117,-6.79,57,-15.55,60,3.48,83,23.13,45,14.36,37,35.78,847,1.85,453,5.14,393,-1.69,272,-4.18,188,-8.26,84,6.49
1985M08,"7,357",0.37,"4,704",0.38,"2,653",0.36,"1,295",-1.38,919,0.27,376,-5.21,34,-4.83,30,-3.76,4,-12.16,"2,545",-0.79,"1,485",0.55,"1,060",-2.60,34,1.24,30,1.15,4,1.87,456,-9.24,416,-9.82,40,-2.77,"1,296",3.69,758,3.45,538,4.03,385,4.87,327,4.26,58,8.43,126,12.23,68,10.92,59,13.78,77,5.20,44,-7.51,33,28.61,829,4.62,441,5.65,388,3.46,279,-1.71,186,-6.10,93,8.48
1985M09,"7,350",0.79,"4,705",0.71,"2,645",0.93,"1,243",1.44,882,1.15,361,2.15,34,-4.56,30,-3.79,4,-9.70,"2,507",-1.54,"1,448",-0.80,"1,058",-2.55,34,2.11,30,1.98,4,3.03,504,-9.12,464,-8.65,40,-14.20,"1,296",5.14,759,7.37,538,2.15,385,4.38,332,5.72,53,-3.31,126,12.58,73,16.40,53,7.72,73,-4.05,42,-11.56,31,8.38,857,4.01,448,2.26,409,6.00,290,2.46,197,-2.76,93,15.65
1985M10,"7,418",1.29,"4,739",0.82,"2,679",2.14,"1,288",3.85,894,1.52,395,9.56,34,-4.35,30,-3.18,4,-11.83,"2,475",-2.32,"1,434",-2.00,"1,041",-2.77,34,1.80,30,1.72,4,2.34,537,-0.88,496,-0.66,42,-3.42,"1,318",3.05,775,3.81,543,1.97,377,4.71,322,3.98,55,9.23,124,8.31,73,15.27,51,-0.26,80,1.55,47,5.79,33,-3.90,869,3.10,451,1.15,418,5.28,281,7.02,188,-0.14,94,24.90
1985M11,"7,436",0.67,"4,743",0.58,"2,694",0.82,"1,291",0.41,900,-0.17,390,1.78,34,-4.66,30,-3.06,4,-14.28,"2,456",-3.35,"1,411",-3.53,"1,046",-3.10,34,1.60,30,1.51,4,2.18,561,3.82,509,4.18,51,0.41,"1,359",3.62,791,2.80,568,4.79,379,5.62,324,3.93,55,16.90,122,5.98,70,10.91,51,-0.07,82,-2.05,47,-1.24,35,-3.11,854,3.75,454,5.36,400,1.98,265,2.26,176,-1.38,89,10.30
1985M12,"7,565",1.88,"4,794",1.33,"2,770",2.83,"1,321",0.97,891,-0.48,430,4.11,33,-5.45,28,-6.45,5,1.01,"2,450",-1.45,"1,404",-1.68,"1,046",-1.13,34,1.89,30,1.92,4,1.64,578,8.74,525,9.27,53,3.76,"1,408",3.82,821,2.69,587,5.45,383,5.24,330,5.96,53,1.00,124,6.70,68,3.31,56,11.08,80,5.29,49,6.75,31,3.09,879,2.94,452,-2.05,427,8.81,274,3.62,196,6.74,78,-3.48
1986M01,"7,728",2.51,"4,812",1.21,"2,916",4.73,"1,371",5.81,909,4.75,462,7.96,33,-16.36,28,-18.31,5,-4.11,"2,426",-3.23,"1,341",-5.62,"1,084",-0.10,34,2.04,30,2.10,4,1.59,560,3.80,514,5.35,47,-10.67,"1,481",8.42,851,6.77,631,10.74,419,4.05,357,5.63,62,-4.28,133,7.17,73,1.23,60,15.34,83,4.98,50,3.57,34,7.13,907,4.58,461,0.88,447,8.69,280,-1.42,199,-1.99,81,0.02
1986M02,"7,580",1.05,"4,727",-0.54,"2,853",3.80,"1,431",9.62,964,8.65,467,11.67,33,-12.34,27,-15.64,6,8.72,"2,380",-4.17,"1,332",-5.18,"1,048",-2.87,34,1.92,30,2.09,4,0.70,494,-11.46,449,-10.77,45,-17.83,"1,403",5.42,808,2.81,595,9.19,408,0.94,341,-0.79,67,10.76,139,10.78,73,3.61,65,20.09,87,0.27,49,-4.32,38,6.92,887,3.25,456,1.04,431,5.71,283,2.59,197,2.42,87,2.97
1986M03,"7,524",2.58,"4,736",1.45,"2,789",4.55,"1,398",8.36,960,6.30,438,13.15,33,-8.49,27,-14.15,6,30.53,"2,473",1.87,"1,406",1.28,"1,066",2.66,34,1.78,30,1.83,4,1.45,497,-3.69,454,-3.60,43,-4.59,"1,345",0.78,776,-0.85,569,3.11,398,2.55,343,4.60,54,-8.74,124,3.84,63,-1.72,61,10.37,88,14.26,49,4.54,39,29.51,857,0.77,438,-1.32,420,3.05,277,5.65,189,5.70,88,5.55
1986M04,"7,565",2.90,"4,755",1.64,"2,810",5.12,"1,334",4.02,915,1.30,420,10.50,34,-6.14,28,-12.47,6,40.03,"2,586",2.22,"1,459",0.79,"1,127",4.12,34,1.92,30,2.10,4,0.60,514,-0.18,468,0.84,45,-9.65,"1,337",3.79,776,3.44,562,4.27,391,5.69,337,5.70,54,5.63,116,6.34,62,6.45,54,6.21,83,13.25,48,5.97,35,25.10,868,2.61,446,0.68,421,4.73,267,-0.13,186,-0.32,82,0.31
1986M05,"7,618",3.31,"4,786",2.18,"2,832",5.29,"1,290",1.85,888,0.37,402,5.30,35,-2.35,28,-9.80,6,54.58,"2,638",3.47,"1,492",2.35,"1,146",4.96,34,1.67,30,1.78,4,0.86,507,3.68,463,3.37,45,7.07,"1,342",3.98,774,3.00,568,5.35,385,3.37,330,1.74,55,14.32,127,12.24,66,10.82,61,13.79,85,2.87,49,0.66,36,6.05,894,3.30,463,2.38,431,4.31,281,2.21,202,3.27,78,-0.44
1986M06,"7,701",3.59,"4,774",2.01,"2,927",6.28,"1,270",-2.75,864,-2.82,406,-2.62,34,-1.51,28,-5.60,5,30.40,"2,675",5.82,"1,485",2.96,"1,191",9.61,34,1.79,30,2.09,4,-0.31,514,5.74,469,5.78,46,5.29,"1,348",1.76,763,0.38,585,3.61,404,5.53,349,5.24,55,7.39,134,13.68,71,16.24,64,10.97,88,5.84,48,-0.22,40,14.18,919,6.42,473,5.39,446,7.54,278,2.45,193,-1.27,85,12.08
1986M07,"7,868",5.23,"4,848",2.49,"3,020",9.95,"1,354",-1.39,899,-2.55,454,0.98,33,-3.27,28,-6.03,5,17.58,"2,745",7.29,"1,535",2.33,"1,209",14.32,34,1.73,30,2.07,4,-0.71,494,5.93,450,6.57,44,-0.22,"1,342",2.57,764,0.86,578,4.91,422,9.80,358,10.99,64,3.60,139,18.39,75,30.09,64,7.20,86,4.34,47,4.27,39,4.43,921,8.82,465,2.48,457,16.11,298,9.42,196,4.00,102,21.60
1986M08,"7,777",5.71,"4,834",2.77,"2,943",10.92,"1,277",-1.40,896,-2.49,381,1.27,33,-3.91,27,-9.05,5,34.66,"2,735",7.47,"1,524",2.66,"1,211",14.21,34,1.32,30,1.56,4,-0.36,468,2.64,430,3.23,38,-3.56,"1,365",5.26,766,0.98,599,11.29,422,9.71,357,9.21,65,12.57,143,12.72,73,7.86,70,18.31,94,21.31,55,25.68,38,15.53,877,5.80,455,3.09,422,8.88,330,18.14,221,18.69,109,17.03
1986M09,"7,727",5.13,"4,828",2.61,"2,899",9.61,"1,243",-0.07,872,-1.16,371,2.61,34,-1.16,29,-3.97,5,18.90,"2,716",8.34,"1,544",6.58,"1,172",10.74,34,1.19,30,1.44,4,-0.57,497,-1.36,456,-1.80,42,3.72,"1,347",3.93,748,-1.38,599,11.41,418,8.41,350,5.43,67,27.09,134,6.36,72,-1.61,62,17.32,104,42.87,62,48.51,42,35.25,880,2.70,449,0.29,431,5.34,320,10.40,216,9.68,104,11.94
1986M10,"7,853",5.86,"4,886",3.11,"2,966",10.71,"1,259",-2.29,863,-3.49,396,0.45,33,-2.83,29,-4.91,5,11.76,"2,783",12.45,"1,579",10.13,"1,204",15.65,35,1.90,31,2.24,4,-0.57,507,-5.73,463,-6.51,43,3.59,"1,340",1.71,760,-1.83,580,6.75,413,9.57,347,7.79,65,20.09,129,3.37,70,-3.72,58,13.45,106,31.94,61,30.09,45,34.57,931,7.15,470,4.10,461,10.44,318,12.90,213,13.70,105,11.30
1986M11,"7,868",5.80,"4,895",3.22,"2,973",10.36,"1,275",-1.18,880,-2.31,396,1.41,33,-4.16,28,-6.00,5,8.34,"2,711",10.39,"1,515",7.42,"1,196",14.41,35,2.44,31,2.95,4,-1.14,535,-4.51,486,-4.66,50,-3.02,"1,405",3.41,799,1.03,606,6.73,404,6.64,342,5.47,62,13.55,137,12.54,73,3.74,64,24.55,100,21.80,55,17.69,44,27.37,925,8.21,474,4.34,451,12.60,308,16.12,213,20.92,95,6.64
1986M12,"7,986",5.58,"4,968",3.62,"3,019",8.96,"1,302",-1.42,907,1.79,395,-8.09,32,-4.01,27,-5.02,5,2.04,"2,758",12.56,"1,537",9.46,"1,221",16.72,35,2.24,31,2.68,4,-0.85,555,-3.95,501,-4.55,54,2.01,"1,411",0.19,795,-3.23,616,4.96,406,5.93,343,3.98,63,17.96,132,6.46,71,4.27,62,9.10,88,10.58,47,-2.41,41,30.88,945,7.55,482,6.76,463,8.37,322,17.55,227,15.49,96,22.74
1987M01,"8,049",4.16,"4,975",3.38,"3,074",5.44,"1,293",-5.65,890,-2.15,404,-12.52,32,-3.33,27,-2.15,5,-9.65,"2,746",13.19,"1,522",13.48,"1,223",12.83,35,2.18,31,2.54,4,-0.38,570,1.81,524,2.04,46,-0.63,"1,432",-3.35,800,-5.98,632,0.20,437,4.33,374,4.75,63,1.88,136,1.78,70,-4.01,66,8.77,88,5.92,48,-4.42,41,21.20,955,5.22,464,0.69,491,9.89,325,16.31,225,13.39,100,23.48
1987M02,"7,946",4.82,"4,940",4.52,"3,005",5.33,"1,286",-10.09,889,-7.84,398,-14.75,32,-2.14,27,0.50,5,-15.20,"2,737",14.99,"1,544",15.93,"1,193",13.80,35,1.89,31,2.11,4,0.31,554,12.21,503,12.06,51,13.72,"1,410",0.46,801,-0.86,608,2.25,417,2.15,353,3.43,64,-4.36,142,2.24,73,-1.02,69,5.89,97,10.83,53,8.27,43,14.15,943,6.27,463,1.60,480,11.19,293,3.38,203,3.31,90,3.54
1987M03,"7,865",4.53,"4,912",3.73,"2,952",5.87,"1,260",-9.89,891,-7.22,369,-15.75,31,-5.25,27,-0.50,4,-26.73,"2,747",11.10,"1,556",10.61,"1,192",11.76,35,2.00,31,2.28,4,0.00,513,3.33,459,1.16,54,26.42,"1,368",1.67,779,0.44,588,3.35,410,3.02,350,1.94,60,9.84,133,6.80,70,10.58,63,2.86,107,21.38,61,24.76,45,17.11,962,12.28,488,11.44,475,13.16,299,7.87,201,6.43,98,10.96
1987M04,"7,844",3.68,"4,905",3.16,"2,939",4.56,"1,244",-6.78,892,-2.47,352,-16.18,32,-7.70,27,-4.47,5,-22.42,"2,758",6.64,"1,538",5.38,"1,220",8.26,35,0.85,31,1.27,4,-2.19,526,2.28,470,0.34,56,22.30,"1,357",1.44,787,1.51,569,1.34,401,2.56,344,1.99,58,6.09,127,9.62,68,10.09,59,9.08,117,41.79,68,40.71,50,43.28,958,10.42,487,9.10,471,11.83,290,8.38,194,4.64,96,16.85
1987M05,"7,898",3.67,"4,893",2.23,"3,005",6.12,"1,196",-7.32,840,-5.39,355,-11.59,31,-10.02,26,-6.15,5,-27.25,"2,801",6.20,"1,559",4.48,"1,242",8.43,35,0.52,30,0.96,4,-2.56,516,1.71,465,0.42,51,15.07,"1,405",4.72,818,5.70,587,3.39,410,6.32,349,5.73,61,9.87,135,6.44,71,7.84,64,4.93,111,30.02,58,17.58,53,47.00,980,9.67,486,4.89,494,14.82,278,-0.90,190,-6.13,88,12.63
1987M06,"8,030",4.27,"4,930",3.26,"3,100",5.91,"1,184",-6.80,813,-5.93,371,-8.64,33,-2.98,28,-1.24,4,-12.77,"2,830",5.79,"1,564",5.35,"1,266",6.35,35,0.72,31,1.06,4,-1.73,540,4.92,484,3.27,56,21.76,"1,443",7.02,829,8.65,614,4.89,438,8.31,375,7.31,63,14.63,134,0.00,73,2.65,62,-2.94,96,8.83,49,2.57,46,16.35,"1,018",10.73,497,5.01,521,16.79,279,0.39,188,-3.05,92,8.21
1987M07,"8,118",3.17,"5,020",3.54,"3,098",2.58,"1,255",-7.26,850,-5.48,405,-10.79,31,-7.28,26,-7.04,4,-8.71,"2,927",6.63,"1,641",6.91,"1,285",6.27,35,0.66,31,1.01,4,-1.89,528,6.90,481,6.90,47,6.95,"1,406",4.76,795,4.03,611,5.72,430,1.80,366,2.31,63,-1.05,135,-2.91,75,1.04,59,-7.50,94,9.45,53,13.00,41,5.16,975,5.83,495,6.49,480,5.15,303,1.58,205,4.73,97,-4.49
1987M08,"8,139",4.65,"4,983",3.07,"3,156",7.24,"1,227",-3.93,838,-6.57,390,2.28,30,-9.13,25,-6.93,4,-20.33,"2,951",7.91,"1,626",6.71,"1,325",9.41,35,0.63,31,1.06,4,-2.51,525,12.23,477,10.93,49,26.70,"1,453",6.43,810,5.76,643,7.30,427,1.08,356,-0.15,71,7.78,135,-5.57,71,-3.14,64,-8.13,104,10.57,60,7.71,44,14.69,938,6.93,472,3.88,465,10.22,316,-4.20,218,-1.51,98,-9.66
1987M09,"8,065",4.37,"4,969",2.92,"3,096",6.78,"1,211",-2.53,837,-3.92,374,0.73,30,-10.19,26,-9.50,4,-14.14,"2,860",5.33,"1,602",3.78,"1,258",7.37,35,2.68,31,3.42,4,-2.62,556,11.77,501,9.96,55,31.60,"1,447",7.38,813,8.64,634,5.82,413,-1.18,347,-1.05,66,-1.87,136,1.27,69,-3.64,67,6.93,116,11.19,65,4.07,51,21.75,948,7.64,466,3.68,482,11.76,313,-2.16,212,-2.06,101,-2.39
1987M10,"8,098",3.13,"5,017",2.68,"3,081",3.88,"1,208",-4.04,823,-4.61,385,-2.80,31,-8.67,26,-8.35,4,-10.63,"2,828",1.61,"1,600",1.32,"1,228",1.99,35,1.80,31,2.34,4,-2.11,550,8.65,493,6.48,57,31.94,"1,444",7.75,822,8.13,622,7.25,407,-1.44,348,0.25,59,-10.41,140,9.21,67,-4.72,73,26.03,115,8.85,69,12.30,46,4.12,"1,009",8.34,512,8.94,497,7.73,332,4.34,226,5.93,106,1.09
1987M11,"8,096",2.90,"5,014",2.43,"3,082",3.67,"1,174",-7.95,809,-8.04,365,-7.75,30,-9.40,25,-9.32,4,-9.88,"2,829",4.34,"1,595",5.28,"1,234",3.15,35,1.20,31,1.73,4,-2.63,556,3.83,499,2.78,57,14.02,"1,490",6.08,847,6.02,643,6.16,410,1.57,350,2.49,60,-3.49,146,6.38,71,-3.21,75,17.27,109,8.99,63,13.31,46,3.58,"1,008",9.00,506,6.94,501,11.16,310,0.47,217,1.85,93,-2.61
