期間,總人口數(千人)_原始值,總人口數(千人)_年增率(%),總人口數(千人)_原始值,總人口數(千人)_年增率(%),總人口數(千人)_原始值,總人口數(千人)_年增率(%),15歲以上民間人口(千人)_原始值,15歲以上民間人口(千人)_年增率(%),15歲以上民間人口(千人)_原始值,15歲以上民間人口(千人)_年增率(%),15歲以上民間人口(千人)_原始值,15歲以上民間人口(千人)_年增率(%),勞動力(千人)_原始值,勞動力(千人)_年增率(%),勞動力(千人)_原始值,勞動力(千人)_年增率(%),勞動力(千人)_原始值,勞動力(千人)_年增率(%),就業人數(千人)_原始值,就業人數(千人)_年增率(%),就業人數(千人)_原始值,就業人數(千人)_年增率(%),就業人數(千人)_原始值,就業人數(千人)_年增率(%),失業人數(千人)_原始值,失業人數(千人)_年增率(%),失業人數(千人)_原始值,失業人數(千人)_年增率(%),失業人數(千人)_原始值,失業人數(千人)_年增率(%),15歲以上民間人口占總人口數(%)_原始值,15歲以上民間人口占總人口數(%)_年增率(%),15歲以上民間人口占總人口數(%)_原始值,15歲以上民間人口占總人口數(%)_年增率(%),15歲以上民間人口占總人口數(%)_原始值,15歲以上民間人口占總人口數(%)_年增率(%),勞動力占總人口數(%)_原始值,勞動力占總人口數(%)_年增率(%),勞動力占總人口數(%)_原始值,勞動力占總人口數(%)_年增率(%),勞動力占總人口數(%)_原始值,勞動力占總人口數(%)_年增率(%),勞動力參與率(%)_原始值,勞動力參與率(%)_年增率(%),勞動力參與率(%)_原始值,勞動力參與率(%)_年增率(%),勞動力參與率(%)_原始值,勞動力參與率(%)_年增率(%),就業人口占總人口數(%)_原始值,就業人口占總人口數(%)_年增率(%),就業人口占總人口數(%)_原始值,就業人口占總人口數(%)_年增率(%),就業人口占總人口數(%)_原始值,就業人口占總人口數(%)_年增率(%),就業人口占15歲以上民間人口(%)_原始值,就業人口占15歲以上民間人口(%)_年增率(%),就業人口占15歲以上民間人口(%)_原始值,就業人口占15歲以上民間人口(%)_年增率(%),就業人口占15歲以上民間人口(%)_原始值,就業人口占15歲以上民間人口(%)_年增率(%),就業人口占勞動力(%)_原始值,就業人口占勞動力(%)_年增率(%),就業人口占勞動力(%)_原始值,就業人口占勞動力(%)_年增率(%),就業人口占勞動力(%)_原始值,就業人口占勞動力(%)_年增率(%),失業率(%)_原始值,失業率(%)_年增率(%),失業率(%)_原始值,失業率(%)_年增率(%),失業率(%)_原始值,失業率(%)_年增率(%)
1997M01,"21,484",0.81,"11,043",0.70,"10,441",0.92,"16,053",1.38,"8,010",1.15,"8,043",1.61,"9,432",1.51,"5,716",0.45,"3,716",3.18,"9,180",0.84,"5,554",-0.25,"3,626",2.55,252,33.72,162,32.26,90,36.41,74.72,-,72.53,-,77.03,-,43.90,-,51.76,-,35.59,-,58.76,-,71.36,-,46.20,-,42.73,-,50.29,-,34.73,-,57.18,-,69.34,-,45.08,-,97.32,-,97.17,-,97.57,-,2.68,-,2.83,-,2.43,-
1997M02,"21,496",0.80,"11,048",0.70,"10,448",0.91,"16,076",1.40,"8,020",1.17,"8,056",1.62,"9,356",0.32,"5,684",-0.27,"3,672",1.24,"9,078",-0.58,"5,498",-1.29,"3,581",0.54,278,42.23,186,43.49,92,39.73,74.79,-,72.59,-,77.11,-,43.53,-,51.45,-,35.15,-,58.20,-,70.87,-,45.58,-,42.23,-,49.76,-,34.27,-,56.47,-,68.55,-,44.45,-,97.03,-,96.72,-,97.51,-,2.97,-,3.28,-,2.49,-
1997M03,"21,503",0.79,"11,052",0.69,"10,451",0.90,"16,098",1.46,"8,030",1.25,"8,068",1.67,"9,385",1.64,"5,682",0.89,"3,703",2.79,"9,123",1.07,"5,505",0.24,"3,619",2.36,262,26.29,177,26.56,85,25.74,74.87,-,72.66,-,77.20,-,43.65,-,51.41,-,35.44,-,58.30,-,70.75,-,45.90,-,42.43,-,49.81,-,34.63,-,56.67,-,68.55,-,44.86,-,97.21,-,96.88,-,97.72,-,2.79,-,3.12,-,2.28,-
1997M04,"21,514",0.82,"11,057",0.72,"10,457",0.93,"16,116",1.48,"8,038",1.28,"8,078",1.69,"9,361",1.51,"5,666",1.03,"3,695",2.26,"9,119",1.12,"5,503",0.58,"3,616",1.96,242,18.76,163,19.07,79,18.15,74.91,-,72.69,-,77.25,-,43.51,-,51.24,-,35.34,-,58.09,-,70.49,-,45.75,-,42.38,-,49.77,-,34.58,-,56.58,-,68.46,-,44.76,-,97.41,-,97.12,-,97.85,-,2.59,-,2.88,-,2.15,-
1997M05,"21,528",0.82,"11,063",0.72,"10,465",0.92,"16,130",1.43,"8,044",1.24,"8,086",1.62,"9,373",1.14,"5,665",1.43,"3,708",0.69,"9,138",0.97,"5,506",1.12,"3,632",0.76,236,7.97,160,13.69,76,-2.38,74.93,-,72.71,-,77.27,-,43.54,-,51.21,-,35.43,-,58.11,-,70.43,-,45.86,-,42.45,-,49.77,-,34.71,-,56.65,-,68.44,-,44.92,-,97.49,-,97.18,-,97.95,-,2.51,-,2.82,-,2.05,-
1997M06,"21,546",0.82,"11,071",0.72,"10,474",0.92,"16,146",1.40,"8,051",1.18,"8,095",1.62,"9,382",1.38,"5,685",1.56,"3,697",1.11,"9,131",1.31,"5,515",1.34,"3,616",1.27,251,4.16,170,9.50,81,-5.51,74.94,-,72.72,-,77.29,-,43.54,-,51.35,-,35.30,-,58.11,-,70.61,-,45.67,-,42.38,-,49.81,-,34.52,-,56.55,-,68.50,-,44.67,-,97.33,-,97.01,-,97.81,-,2.67,-,2.99,-,2.19,-
1997M07,"21,569",0.85,"11,082",0.75,"10,488",0.96,"16,169",1.43,"8,062",1.23,"8,107",1.63,"9,434",1.41,"5,736",1.46,"3,697",1.34,"9,164",1.53,"5,568",1.45,"3,597",1.65,269,-2.45,169,1.81,101,-8.82,74.96,-,72.75,-,77.30,-,43.74,-,51.76,-,35.25,-,58.34,-,71.15,-,45.61,-,42.49,-,50.24,-,34.29,-,56.68,-,69.06,-,44.37,-,97.15,-,97.06,-,97.28,-,2.85,-,2.94,-,2.72,-
1997M08,"21,592",0.89,"11,092",0.78,"10,500",1.00,"16,192",1.46,"8,071",1.25,"8,120",1.67,"9,458",1.77,"5,763",1.65,"3,695",1.97,"9,171",1.94,"5,584",1.69,"3,587",2.34,287,-3.47,178,0.31,108,-9.12,74.99,-,72.77,-,77.33,-,43.80,-,51.95,-,35.19,-,58.41,-,71.40,-,45.50,-,42.47,-,50.35,-,34.16,-,56.64,-,69.19,-,44.17,-,96.97,-,96.90,-,97.07,-,3.03,-,3.10,-,2.93,-
1997M09,"21,615",0.93,"11,101",0.82,"10,514",1.05,"16,221",1.52,"8,083",1.29,"8,138",1.75,"9,436",0.91,"5,775",1.11,"3,661",0.61,"9,168",1.12,"5,599",1.10,"3,569",1.15,268,-5.52,176,1.60,92,-16.70,75.04,-,72.81,-,77.40,-,43.65,-,52.02,-,34.82,-,58.17,-,71.45,-,44.98,-,42.41,-,50.44,-,33.94,-,56.52,-,69.27,-,43.85,-,97.16,-,96.95,-,97.49,-,2.84,-,3.05,-,2.51,-
1997M10,"21,638",0.96,"11,112",0.84,"10,526",1.09,"16,252",1.60,"8,097",1.36,"8,155",1.84,"9,477",1.33,"5,797",1.64,"3,680",0.84,"9,228",1.76,"5,636",1.96,"3,592",1.44,250,-12.48,161,-8.52,88,-18.88,75.11,-,72.87,-,77.47,-,43.80,-,52.17,-,34.96,-,58.32,-,71.59,-,45.13,-,42.65,-,50.72,-,34.13,-,56.78,-,69.60,-,44.05,-,97.37,-,97.22,-,97.60,-,2.63,-,2.78,-,2.40,-
1997M11,"21,660",0.98,"11,122",0.86,"10,538",1.11,"16,281",1.65,"8,110",1.45,"8,171",1.86,"9,522",1.28,"5,811",1.92,"3,711",0.28,"9,275",1.55,"5,646",2.12,"3,629",0.68,247,-8.06,165,-4.40,83,-14.58,75.17,-,72.92,-,77.53,-,43.96,-,52.25,-,35.22,-,58.49,-,71.65,-,45.42,-,42.82,-,50.77,-,34.43,-,56.97,-,69.62,-,44.41,-,97.40,-,97.17,-,97.78,-,2.60,-,2.83,-,2.22,-
1997M12,"21,683",0.99,"11,133",0.86,"10,551",1.12,"16,309",1.73,"8,123",1.52,"8,186",1.95,"9,566",1.46,"5,790",1.66,"3,776",1.16,"9,332",1.62,"5,634",1.78,"3,698",1.39,234,-4.66,156,-2.49,78,-8.73,75.21,-,72.96,-,77.59,-,44.12,-,52.01,-,35.79,-,58.65,-,71.28,-,46.13,-,43.04,-,50.60,-,35.05,-,57.22,-,69.35,-,45.18,-,97.55,-,97.30,-,97.94,-,2.45,-,2.70,-,2.06,-
1998M01,"21,699",1.00,"11,140",0.87,"10,560",1.14,"16,335",1.76,"8,134",1.55,"8,201",1.97,"9,557",1.33,"5,803",1.53,"3,754",1.01,"9,333",1.67,"5,657",1.86,"3,676",1.38,224,-11.16,147,-9.51,78,-14.12,75.28,-,73.02,-,77.67,-,44.04,-,52.10,-,35.55,-,58.50,-,71.35,-,45.77,-,43.01,-,50.78,-,34.81,-,57.13,-,69.55,-,44.82,-,97.65,-,97.48,-,97.93,-,2.35,-,2.52,-,2.07,-
1998M02,"21,713",1.01,"11,145",0.87,"10,568",1.15,"16,357",1.75,"8,143",1.54,"8,214",1.95,"9,488",1.41,"5,781",1.71,"3,707",0.94,"9,245",1.83,"5,619",2.21,"3,625",1.25,243,-12.44,162,-13.13,81,-11.03,75.33,-,73.07,-,77.72,-,43.70,-,51.87,-,35.08,-,58.01,-,70.99,-,45.13,-,42.58,-,50.42,-,34.31,-,56.52,-,69.00,-,44.14,-,97.43,-,97.20,-,97.80,-,2.57,-,2.80,-,2.20,-
1998M03,"21,728",1.05,"11,152",0.90,"10,577",1.21,"16,382",1.76,"8,156",1.56,"8,227",1.97,"9,519",1.42,"5,786",1.84,"3,733",0.78,"9,296",1.89,"5,631",2.30,"3,664",1.26,223,-14.86,155,-12.61,68,-19.55,75.40,-,73.13,-,77.78,-,43.81,-,51.89,-,35.29,-,58.10,-,70.95,-,45.37,-,42.78,-,50.50,-,34.65,-,56.74,-,69.05,-,44.54,-,97.66,-,97.33,-,98.18,-,2.34,-,2.67,-,1.82,-
1998M04,"21,743",1.06,"11,158",0.91,"10,585",1.22,"16,405",1.79,"8,168",1.62,"8,237",1.97,"9,494",1.42,"5,779",2.00,"3,715",0.53,"9,277",1.73,"5,633",2.36,"3,644",0.78,217,-10.32,146,-10.15,71,-10.67,75.45,-,73.20,-,77.82,-,43.67,-,51.79,-,35.10,-,57.87,-,70.76,-,45.10,-,42.67,-,50.48,-,34.43,-,56.55,-,68.96,-,44.24,-,97.71,-,97.47,-,98.09,-,2.29,-,2.53,-,1.91,-
1998M05,"21,758",1.07,"11,164",0.91,"10,594",1.24,"16,426",1.83,"8,176",1.64,"8,249",2.02,"9,501",1.36,"5,741",1.34,"3,760",1.39,"9,276",1.51,"5,584",1.43,"3,692",1.64,225,-4.54,157,-1.68,68,-10.55,75.49,-,73.24,-,77.87,-,43.67,-,51.42,-,35.49,-,57.84,-,70.22,-,45.57,-,42.63,-,50.02,-,34.85,-,56.47,-,68.30,-,44.75,-,97.63,-,97.27,-,98.20,-,2.37,-,2.73,-,1.80,-
1998M06,"21,775",1.07,"11,172",0.91,"10,603",1.23,"16,445",1.85,"8,185",1.67,"8,259",2.02,"9,504",1.31,"5,759",1.31,"3,745",1.30,"9,247",1.27,"5,589",1.35,"3,658",1.16,257,2.60,170,0.21,87,7.62,75.52,-,73.27,-,77.89,-,43.65,-,51.55,-,35.32,-,57.80,-,70.36,-,45.34,-,42.47,-,50.03,-,34.50,-,56.23,-,68.28,-,44.29,-,97.30,-,97.05,-,97.68,-,2.70,-,2.95,-,2.32,-
1998M07,"21,793",1.03,"11,179",0.88,"10,613",1.19,"16,467",1.84,"8,197",1.67,"8,270",2.00,"9,551",1.25,"5,789",0.92,"3,762",1.76,"9,271",1.16,"5,622",0.97,"3,649",1.46,280,4.01,167,-0.97,113,12.35,75.56,-,73.32,-,77.92,-,43.83,-,51.78,-,35.45,-,58.00,-,70.62,-,45.50,-,42.54,-,50.29,-,34.38,-,56.30,-,68.58,-,44.13,-,97.07,-,97.12,-,96.99,-,2.93,-,2.88,-,3.01,-
1998M08,"21,810",1.01,"11,187",0.86,"10,623",1.17,"16,488",1.83,"8,207",1.68,"8,281",1.98,"9,579",1.28,"5,787",0.43,"3,791",2.61,"9,287",1.26,"5,614",0.53,"3,673",2.40,292,1.85,174,-2.73,118,9.41,75.60,-,73.36,-,77.95,-,43.92,-,51.73,-,35.69,-,58.09,-,70.52,-,45.78,-,42.58,-,50.18,-,34.58,-,56.33,-,68.40,-,44.36,-,96.95,-,97.00,-,96.88,-,3.05,-,3.00,-,3.12,-
1998M09,"21,825",0.97,"11,194",0.83,"10,632",1.12,"16,503",1.74,"8,214",1.63,"8,289",1.86,"9,545",1.16,"5,778",0.05,"3,767",2.90,"9,260",1.01,"5,592",-0.13,"3,669",2.80,285,6.22,186,5.88,98,6.87,75.62,-,73.39,-,77.97,-,43.73,-,51.62,-,35.43,-,57.83,-,70.34,-,45.44,-,42.43,-,49.95,-,34.51,-,56.11,-,68.07,-,44.26,-,97.02,-,96.77,-,97.39,-,2.98,-,3.23,-,2.61,-
1998M10,"21,840",0.93,"11,200",0.79,"10,640",1.08,"16,514",1.61,"8,219",1.50,"8,295",1.71,"9,586",1.15,"5,771",-0.45,"3,815",3.66,"9,300",0.78,"5,583",-0.94,"3,718",3.49,286,14.55,188,16.85,98,10.34,75.61,-,73.39,-,77.96,-,43.89,-,51.53,-,35.86,-,58.05,-,70.22,-,45.99,-,42.58,-,49.85,-,34.94,-,56.32,-,67.92,-,44.82,-,97.02,-,96.74,-,97.44,-,2.98,-,3.26,-,2.56,-
1998M11,"21,854",0.90,"11,206",0.75,"10,648",1.04,"16,524",1.49,"8,226",1.42,"8,298",1.56,"9,620",1.03,"5,791",-0.34,"3,829",3.18,"9,338",0.68,"5,599",-0.83,"3,739",3.04,282,14.11,192,16.49,90,9.36,75.61,-,73.40,-,77.93,-,44.02,-,51.68,-,35.96,-,58.22,-,70.40,-,46.14,-,42.73,-,49.97,-,35.11,-,56.51,-,68.07,-,45.06,-,97.07,-,96.69,-,97.64,-,2.93,-,3.31,-,2.36,-
1998M12,"21,871",0.86,"11,213",0.73,"10,658",1.01,"16,534",1.38,"8,233",1.36,"8,301",1.41,"9,611",0.47,"5,788",-0.03,"3,822",1.23,"9,342",0.11,"5,602",-0.55,"3,739",1.11,269,14.96,186,18.89,83,7.05,75.60,-,73.42,-,77.89,-,43.94,-,51.62,-,35.87,-,58.12,-,70.30,-,46.05,-,42.71,-,49.96,-,35.08,-,56.50,-,68.05,-,45.04,-,97.20,-,96.79,-,97.82,-,2.80,-,3.21,-,2.18,-
1999M01,"21,883",0.85,"11,218",0.71,"10,665",1.00,"16,553",1.33,"8,247",1.38,"8,307",1.28,"9,617",0.63,"5,815",0.20,"3,803",1.31,"9,352",0.21,"5,632",-0.45,"3,720",1.21,265,18.37,183,24.94,82,5.97,75.64,-,73.51,-,77.89,-,43.95,-,51.83,-,35.65,-,58.10,-,70.51,-,45.78,-,42.74,-,50.20,-,34.88,-,56.50,-,68.29,-,44.79,-,97.24,-,96.85,-,97.84,-,2.76,-,3.15,-,2.16,-
1999M02,"21,894",0.84,"11,223",0.70,"10,671",0.98,"16,573",1.32,"8,256",1.38,"8,317",1.26,"9,599",1.17,"5,783",0.04,"3,816",2.93,"9,337",1.00,"5,605",-0.26,"3,732",2.95,262,7.59,179,10.34,83,2.10,75.69,-,73.56,-,77.94,-,43.84,-,51.53,-,35.76,-,57.92,-,70.06,-,45.88,-,42.65,-,49.94,-,34.98,-,56.34,-,67.89,-,44.88,-,97.27,-,96.91,-,97.82,-,2.73,-,3.09,-,2.18,-
1999M03,"21,909",0.83,"11,229",0.69,"10,680",0.97,"16,597",1.31,"8,265",1.35,"8,332",1.28,"9,547",0.29,"5,758",-0.49,"3,789",1.50,"9,275",-0.22,"5,564",-1.20,"3,712",1.29,271,21.77,194,25.64,77,12.99,75.76,-,73.61,-,78.02,-,43.57,-,51.28,-,35.47,-,57.52,-,69.66,-,45.47,-,42.34,-,49.55,-,34.75,-,55.88,-,67.31,-,44.55,-,97.16,-,96.62,-,97.97,-,2.84,-,3.38,-,2.03,-
1999M04,"21,922",0.82,"11,234",0.69,"10,687",0.97,"16,622",1.32,"8,278",1.35,"8,344",1.30,"9,565",0.75,"5,780",0.01,"3,786",1.91,"9,303",0.28,"5,597",-0.64,"3,706",1.70,263,20.85,183,24.84,80,12.61,75.82,-,73.68,-,78.07,-,43.63,-,51.44,-,35.42,-,57.55,-,69.82,-,45.37,-,42.44,-,49.82,-,34.68,-,55.97,-,67.61,-,44.42,-,97.25,-,96.84,-,97.89,-,2.75,-,3.16,-,2.11,-
1999M05,"21,936",0.82,"11,240",0.68,"10,696",0.96,"16,646",1.34,"8,288",1.37,"8,357",1.31,"9,621",1.26,"5,749",0.14,"3,871",2.97,"9,348",0.78,"5,563",-0.38,"3,785",2.53,273,21.36,187,18.82,86,27.25,75.88,-,73.74,-,78.14,-,43.86,-,51.15,-,36.20,-,57.80,-,69.37,-,46.32,-,42.61,-,49.49,-,35.39,-,56.16,-,67.12,-,45.29,-,97.16,-,96.76,-,97.77,-,2.84,-,3.24,-,2.23,-
1999M06,"21,950",0.80,"11,246",0.67,"10,704",0.94,"16,670",1.37,"8,301",1.42,"8,369",1.33,"9,667",1.71,"5,789",0.51,"3,878",3.56,"9,385",1.48,"5,602",0.22,"3,783",3.41,282,9.88,187,10.04,95,9.56,75.95,-,73.81,-,78.19,-,44.04,-,51.47,-,36.23,-,57.99,-,69.73,-,46.34,-,42.75,-,49.81,-,35.34,-,56.30,-,67.48,-,45.20,-,97.08,-,96.77,-,97.54,-,2.92,-,3.23,-,2.46,-
1999M07,"21,965",0.79,"11,253",0.65,"10,712",0.93,"16,696",1.39,"8,315",1.44,"8,381",1.35,"9,715",1.71,"5,831",0.72,"3,884",3.23,"9,413",1.53,"5,640",0.32,"3,773",3.39,302,7.74,191,14.26,111,-1.86,76.01,-,73.90,-,78.24,-,44.23,-,51.82,-,36.26,-,58.18,-,70.12,-,46.34,-,42.85,-,50.12,-,35.22,-,56.38,-,67.83,-,45.02,-,96.89,-,96.73,-,97.14,-,3.11,-,3.27,-,2.86,-
1999M08,"21,979",0.77,"11,258",0.64,"10,720",0.92,"16,722",1.42,"8,328",1.48,"8,394",1.36,"9,743",1.71,"5,861",1.27,"3,882",2.39,"9,429",1.53,"5,663",0.87,"3,767",2.55,313,7.40,198,14.18,115,-2.55,76.08,-,73.97,-,78.30,-,44.33,-,52.06,-,36.21,-,58.26,-,70.37,-,46.25,-,42.90,-,50.30,-,35.14,-,56.39,-,67.99,-,44.87,-,96.78,-,96.62,-,97.03,-,3.22,-,3.38,-,2.97,-
1999M09,"21,990",0.76,"11,263",0.62,"10,727",0.90,"16,749",1.49,"8,341",1.54,"8,408",1.43,"9,674",1.35,"5,808",0.52,"3,866",2.64,"9,376",1.25,"5,622",0.54,"3,754",2.33,298,4.70,186,-0.22,112,14.05,76.16,-,74.06,-,78.38,-,43.99,-,51.56,-,36.04,-,57.76,-,69.63,-,45.98,-,42.64,-,49.91,-,35.00,-,55.98,-,67.40,-,44.65,-,96.92,-,96.80,-,97.10,-,3.08,-,3.20,-,2.90,-
1999M10,"22,004",0.75,"11,270",0.62,"10,735",0.89,"16,778",1.60,"8,356",1.67,"8,422",1.53,"9,721",1.41,"5,828",0.99,"3,893",2.04,"9,424",1.33,"5,639",1.01,"3,785",1.81,297,3.77,189,0.18,108,10.73,76.25,-,74.15,-,78.45,-,44.18,-,51.71,-,36.26,-,57.94,-,69.74,-,46.22,-,42.83,-,50.04,-,35.26,-,56.17,-,67.49,-,44.94,-,96.95,-,96.76,-,97.23,-,3.05,-,3.24,-,2.77,-
