期間,定期存款--合計_原始值,定期存款--合計_年增率(%),定期存款--合計_原始值,定期存款--合計_年增率(%),定期存款--未滿3個月_原始值,定期存款--未滿3個月_年增率(%),定期存款--未滿3個月_原始值,定期存款--未滿3個月_年增率(%),定期存款--滿3個月~未滿6個月_原始值,定期存款--滿3個月~未滿6個月_年增率(%),定期存款--滿3個月~未滿6個月_原始值,定期存款--滿3個月~未滿6個月_年增率(%),定期存款--滿6個月~未滿9個月_原始值,定期存款--滿6個月~未滿9個月_年增率(%),定期存款--滿6個月~未滿9個月_原始值,定期存款--滿6個月~未滿9個月_年增率(%),定期存款--滿9個月~未滿12個月_原始值,定期存款--滿9個月~未滿12個月_年增率(%),定期存款--滿9個月~未滿12個月_原始值,定期存款--滿9個月~未滿12個月_年增率(%),定期存款--1年期以上_原始值,定期存款--1年期以上_年增率(%),定期存款--1年期以上_原始值,定期存款--1年期以上_年增率(%),定期儲蓄存款--合計_原始值,定期儲蓄存款--合計_年增率(%),定期儲蓄存款--合計_原始值,定期儲蓄存款--合計_年增率(%),定期儲存存款--未滿2年_原始值,定期儲存存款--未滿2年_年增率(%),定期儲存存款--未滿2年_原始值,定期儲存存款--未滿2年_年增率(%),定期儲蓄存款--滿2年~未滿3年_原始值,定期儲蓄存款--滿2年~未滿3年_年增率(%),定期儲蓄存款--滿2年~未滿3年_原始值,定期儲蓄存款--滿2年~未滿3年_年增率(%),定期儲蓄存款--3年以上_原始值,定期儲蓄存款--3年以上_年增率(%),定期儲蓄存款--3年以上_原始值,定期儲蓄存款--3年以上_年增率(%)
2002M03,"1,284,795",-20.98,"2,859,053",-14.09,"87,690",-30.14,"272,987",8.83,"262,385",-26.23,"412,054",-16.46,"559,722",-21.22,"634,584",-15.57,"67,280",-4.95,"139,713",16.67,"307,718",-15.35,"1,399,713",-18.27,"8,832,683",7.34,"6,283,341",6.39,"7,699,358",4.74,"5,325,687",5.78,"868,340",25.33,"718,387",21.10,"264,985",43.17,"239,267",-13.94
2002M04,"1,269,885",-20.88,"2,838,194",-13.64,"89,250",-28.50,"298,202",18.20,"258,239",-24.72,"415,959",-9.95,"552,727",-21.33,"619,464",-15.60,"65,705",-9.23,"140,538",14.87,"303,964",-16.05,"1,364,032",-20.51,"8,812,374",6.27,"6,274,440",5.57,"7,676,953",3.68,"5,318,491",5.02,"869,749",24.46,"718,605",19.95,"265,672",40.78,"237,344",-15.24
2002M05,"1,257,131",-20.68,"2,833,058",-13.06,"91,099",-25.81,"293,175",20.11,"255,213",-22.99,"435,919",-4.17,"547,769",-21.80,"624,110",-13.95,"63,714",-12.88,"132,903",8.00,"299,336",-16.18,"1,346,953",-21.29,"8,786,991",5.39,"6,276,526",5.20,"7,647,265",2.81,"5,317,389",4.64,"873,036",23.42,"721,741",19.48,"266,690",38.79,"237,396",-15.42
2002M06,"1,254,886",-18.76,"2,895,059",-10.53,"93,533",-22.57,"333,584",35.21,"253,876",-20.71,"455,586",4.13,"546,241",-19.31,"640,082",-11.83,"62,899",-12.60,"131,952",9.76,"298,337",-15.90,"1,333,856",-21.78,"8,788,869",4.91,"6,293,020",4.83,"7,637,937",2.32,"5,329,656",4.14,"881,693",23.14,"727,539",20.55,"269,239",36.83,"235,825",-16.28
2002M07,"1,240,943",-16.82,"2,850,315",-10.97,"93,575",-21.62,"297,433",22.36,"251,646",-19.83,"478,643",12.22,"537,028",-16.00,"647,242",-9.92,"63,012",-12.19,"132,526",15.12,"295,682",-14.91,"1,294,472",-23.78,"8,794,442",4.40,"6,334,279",4.92,"7,598,496",1.49,"5,344,492",4.01,"913,282",24.41,"746,958",21.50,"282,664",39.52,"242,828",-14.51
2002M08,"1,224,875",-17.23,"2,819,788",-11.83,"93,426",-24.07,"296,616",10.26,"249,871",-20.90,"478,428",10.21,"525,358",-15.87,"637,905",-9.31,"63,445",-13.85,"138,866",7.98,"292,775",-14.61,"1,267,974",-23.75,"8,799,752",3.44,"6,370,671",4.40,"7,556,950",0.16,"5,347,215",3.21,"946,433",25.62,"772,900",21.74,"296,369",41.96,"250,555",-12.42
2002M09,"1,212,254",-18.22,"2,768,410",-13.63,"93,946",-25.17,"300,950",1.40,"250,206",-22.09,"462,208",0.98,"515,032",-17.22,"631,794",-7.73,"63,379",-17.82,"136,070",-1.28,"289,691",-13.90,"1,237,389",-24.00,"8,808,098",2.71,"6,395,405",2.62,"7,521,783",-0.86,"5,347,982",1.04,"976,674",26.55,"791,958",21.20,"309,641",42.41,"255,466",-10.68
2002M10,"1,210,041",-16.41,"2,736,742",-12.99,"96,112",-16.44,"302,743",0.49,"252,305",-19.99,"446,621",1.38,"506,339",-17.57,"628,252",-5.38,"63,973",-14.52,"131,202",-7.37,"291,312",-11.21,"1,227,925",-23.16,"8,868,187",2.62,"6,427,131",2.60,"7,533,803",-1.07,"5,349,775",-0.09,"1,010,370",26.70,"814,534",21.38,"324,014",41.42,"262,821",10.10
2002M11,"1,201,001",-15.04,"2,727,573",-11.87,"96,856",-10.46,"314,862",-0.14,"249,628",-17.83,"429,268",3.07,"498,521",-17.71,"621,825",-4.50,"63,131",-12.88,"124,611",-8.92,"292,865",-9.41,"1,237,005",-21.48,"8,922,835",1.70,"6,466,007",3.20,"7,526,915",-2.35,"5,350,835",0.03,"1,051,788",27.68,"841,741",23.22,"344,132",41.93,"273,432",17.33
2002M12,"1,186,438",-13.71,"2,696,190",-10.84,"97,995",-3.88,"325,148",1.83,"247,679",-14.51,"434,000",10.52,"485,300",-18.26,"600,437",-7.63,"61,590",-11.05,"115,441",-4.73,"293,874",-8.23,"1,221,163",-20.74,"8,945,139",1.33,"6,475,896",3.58,"7,491,874",-3.19,"5,331,653",0.18,"1,091,060",30.05,"866,634",24.64,"362,205",44.76,"277,608",18.19
2003M01,"1,176,175",-11.51,"2,654,669",-10.19,"94,442",0.92,"325,339",13.77,"247,814",-9.89,"427,950",10.81,"479,423",-16.97,"583,143",-9.58,"60,485",-8.84,"115,066",-7.99,"294,011",-7.17,"1,203,171",-20.52,"8,998,277",2.19,"6,516,216",4.32,"7,485,322",-2.78,"5,329,165",0.47,"1,127,904",32.66,"898,013",27.32,"385,051",50.33,"289,039",22.23
2003M02,"1,185,554",-9.70,"2,641,746",-9.04,"96,131",4.53,"310,658",11.74,"255,585",-5.59,"441,346",11.12,"480,049",-15.91,"581,721",-10.05,"61,105",-10.19,"116,076",-12.72,"292,684",-5.97,"1,191,944",-17.77,"9,059,381",2.43,"6,554,773",4.45,"7,477,644",-2.93,"5,332,170",0.37,"1,167,043",32.65,"921,320",27.13,"414,694",58.29,"301,283",26.44
2003M03,"1,182,586",-7.96,"2,563,012",-10.35,"95,698",9.13,"272,703",-0.10,"258,018",-1.66,"431,926",4.82,"476,344",-14.90,"575,645",-9.29,"61,476",-8.63,"111,110",-20.47,"291,050",-5.42,"1,171,628",-16.30,"9,064,638",2.63,"6,570,685",4.57,"7,424,951",-3.56,"5,315,877",-0.18,"1,199,740",38.16,"941,372",31.04,"439,947",66.03,"313,435",31.00
2003M04,"1,176,336",-7.37,"2,529,706",-10.87,"95,790",7.33,"272,990",-8.45,"260,284",0.79,"421,258",1.27,"471,018",-14.78,"571,857",-7.69,"60,533",-7.87,"108,719",-22.64,"288,711",-5.02,"1,154,882",-15.33,"9,050,432",2.70,"6,577,288",4.83,"7,368,565",-4.02,"5,294,115",-0.46,"1,221,876",40.49,"957,052",33.18,"459,991",73.14,"326,121",37.40
2003M05,"1,169,829",-6.94,"2,482,255",-12.38,"94,436",3.66,"253,909",-13.39,"262,472",2.84,"415,819",-4.61,"467,623",-14.63,"569,183",-8.80,"58,886",-7.58,"104,939",-21.04,"286,412",-4.32,"1,138,404",-15.48,"9,032,754",2.80,"6,575,666",4.77,"7,308,386",-4.43,"5,264,314",-1.00,"1,243,047",42.38,"970,738",34.50,"481,321",80.48,"340,613",43.48
2003M06,"1,167,770",-6.94,"2,453,705",-15.25,"93,866",0.36,"242,220",-27.39,"265,906",4.74,"420,077",-7.79,"465,392",-14.80,"566,254",-11.53,"57,725",-8.23,"103,283",-21.73,"284,881",-4.51,"1,121,872",-15.89,"9,023,330",2.67,"6,585,307",4.64,"7,252,152",-5.05,"5,236,354",-1.75,"1,267,033",43.70,"992,762",36.45,"504,145",87.25,"356,191",51.04
2003M07,"1,160,369",-6.49,"2,439,081",-14.43,"93,868",0.31,"231,113",-22.30,"270,196",7.37,"416,324",-13.02,"463,139",-13.76,"570,156",-11.91,"56,283",-10.68,"102,581",-22.60,"276,883",-6.36,"1,118,906",-13.56,"9,008,065",2.43,"6,584,739",3.95,"7,192,198",-5.35,"5,205,688",-2.60,"1,289,981",41.25,"1,009,234",35.11,"525,886",86.05,"369,815",52.30
2003M08,"1,162,582",-5.09,"2,452,775",-13.02,"95,932",2.68,"229,201",-22.73,"276,655",10.72,"419,639",-12.29,"460,088",-12.42,"585,357",-8.24,"55,330",-12.79,"107,957",-22.26,"274,577",-6.22,"1,110,621",-12.41,"8,967,958",1.91,"6,578,522",3.26,"7,123,020",-5.74,"5,172,258",-3.27,"1,305,368",37.93,"1,028,850",33.12,"539,570",82.06,"377,415",50.63
2003M09,"1,172,502",-3.28,"2,451,127",-11.46,"98,842",5.21,"231,337",-23.13,"285,265",14.01,"412,843",-10.68,"458,735",-10.93,"601,917",-4.73,"55,100",-13.06,"112,964",-16.98,"274,560",-5.22,"1,092,067",-11.74,"8,924,029",1.32,"6,561,935",2.60,"7,066,939",-6.05,"5,146,098",-3.77,"1,307,279",33.85,"1,027,558",29.75,"549,811",77.56,"388,280",51.99
2003M10,"1,205,475",-0.38,"2,496,292",-8.79,"107,557",11.91,"252,446",-16.61,"302,159",19.76,"431,890",-3.30,"465,705",-8.03,"612,063",-2.58,"55,037",-13.97,"114,227",-12.94,"275,017",-5.59,"1,085,667",-11.59,"8,915,709",0.54,"6,562,009",2.10,"7,049,385",-6.43,"5,142,881",-3.87,"1,306,215",29.28,"1,024,495",25.78,"560,109",72.87,"394,632",50.15
2003M11,"1,220,163",1.60,"2,530,719",-7.22,"113,121",16.79,"268,184",-14.82,"310,410",24.35,"455,513",6.11,"467,901",-6.14,"612,848",-1.44,"54,374",-13.87,"118,914",-4.57,"274,357",-6.32,"1,075,261",-13.08,"8,876,478",-0.52,"6,543,119",1.19,"7,011,198",-6.85,"5,124,479",-4.23,"1,300,073",23.61,"1,020,680",21.26,"565,207",64.24,"397,960",45.54
2003M12,"1,228,355",3.53,"2,571,783",-4.61,"114,262",16.60,"311,512",-4.19,"318,397",28.55,"483,372",11.38,"468,587",-3.44,"594,861",-0.93,"52,647",-14.52,"120,027",3.97,"274,462",-6.61,"1,062,010",-13.03,"8,838,860",-1.19,"6,524,909",0.76,"6,972,963",-6.93,"5,104,230",-4.27,"1,296,882",18.86,"1,021,079",17.82,"569,015",57.10,"399,600",43.94
2004M01,"1,243,564",5.73,"2,577,658",-2.90,"114,136",20.85,"297,380",-8.59,"327,772",32.27,"511,979",19.64,"474,856",-0.95,"588,296",0.88,"53,039",-12.31,"126,066",9.56,"273,761",-6.89,"1,053,937",-12.40,"8,854,393",-1.60,"6,534,240",0.28,"6,980,767",-6.74,"5,105,738",-4.19,"1,298,875",15.16,"1,025,325",14.18,"574,751",49.27,"403,177",39.49
2004M02,"1,262,628",6.50,"2,629,631",-0.46,"117,739",22.48,"302,763",-2.54,"336,518",31.67,"527,791",19.59,"481,066",0.21,"598,187",2.83,"54,007",-11.62,"135,356",16.61,"273,298",-6.62,"1,065,534",-10.61,"8,846,176",-2.35,"6,553,724",-0.02,"6,969,566",-6.79,"5,118,343",-4.01,"1,300,252",11.41,"1,034,451",12.28,"576,358",38.98,"400,929",33.07
2004M03,"1,259,801",6.53,"2,625,534",2.44,"115,436",20.63,"282,757",3.69,"335,972",30.21,"527,058",22.03,"479,882",0.74,"580,288",0.81,"54,756",-10.93,"147,155",32.44,"273,755",-5.94,"1,088,276",-7.11,"8,783,821",-3.10,"6,533,469",-0.57,"6,913,123",-6.89,"5,094,790",-4.16,"1,296,631",8.08,"1,039,052",10.38,"574,067",30.49,"399,626",27.50
2004M04,"1,263,209",7.39,"2,655,881",4.99,"116,596",21.72,"287,256",5.23,"339,019",30.25,"529,905",25.79,"479,370",1.77,"587,568",2.75,"54,871",-9.35,"149,736",37.73,"273,353",-5.32,"1,101,415",-4.63,"8,736,208",-3.47,"6,522,134",-0.84,"6,868,798",-6.78,"5,078,658",-4.07,"1,294,996",5.98,"1,042,622",8.94,"572,414",24.44,"400,851",22.91
2004M05,"1,264,287",8.07,"2,665,320",7.37,"117,497",24.42,"302,984",19.33,"339,462",29.33,"514,310",23.69,"479,921",2.63,"592,705",4.13,"54,512",-7.43,"145,148",38.32,"272,895",-4.72,"1,110,174",-2.48,"8,720,573",-3.46,"6,510,830",-0.99,"6,851,967",-6.25,"5,061,314",-3.86,"1,294,587",4.15,"1,046,161",7.77,"574,019",19.26,"403,353",18.42
2004M06,"1,271,517",8.88,"2,706,953",10.32,"122,126",30.11,"338,817",39.88,"342,736",28.89,"521,611",24.17,"479,206",2.97,"595,265",5.12,"54,874",-4.94,"151,155",46.35,"272,575",-4.32,"1,100,104",-1.94,"8,694,165",-3.65,"6,509,526",-1.15,"6,833,544",-5.77,"5,056,311",-3.44,"1,289,493",1.77,"1,048,349",5.60,"571,128",13.29,"404,866",13.67
2004M07,"1,291,231",11.28,"2,734,804",12.12,"128,677",37.08,"357,687",54.77,"353,364",30.78,"546,745",31.33,"481,468",3.96,"585,573",2.70,"54,792",-2.65,"144,396",40.76,"272,930",-1.43,"1,100,403",-1.65,"8,683,474",-3.60,"6,543,864",-0.62,"6,834,601",-4.97,"5,089,428",-2.23,"1,277,346",-0.98,"1,044,646",3.51,"571,527",8.68,"409,790",10.81
2004M08,"1,302,577",12.04,"2,723,713",11.05,"128,846",34.31,"343,923",50.05,"361,395",30.63,"555,090",32.28,"484,315",5.27,"591,335",1.02,"54,204",-2.04,"131,827",22.11,"273,817",-0.28,"1,101,538",-0.82,"8,641,543",-3.64,"6,565,797",-0.19,"6,809,500",-4.40,"5,105,364",-1.29,"1,265,553",-3.05,"1,049,617",2.02,"566,490",4.99,"410,816",8.85
2004M09,"1,317,086",12.33,"2,694,375",9.92,"130,460",31.99,"340,962",47.39,"369,456",29.51,"548,357",32.82,"487,920",6.36,"588,960",-2.15,"54,558",-0.98,"126,142",11.67,"274,692",0.05,"1,089,955",-0.19,"8,703,548",-2.47,"6,601,748",0.61,"6,878,759",-2.66,"5,140,877",-0.10,"1,256,051",-3.92,"1,043,935",1.59,"568,738",3.44,"416,936",7.38
2004M10,"1,337,263",10.93,"2,690,414",7.78,"138,203",28.49,"361,801",43.32,"377,588",24.96,"543,638",25.87,"492,989",5.86,"584,631",-4.48,"54,167",-1.58,"120,569",5.55,"274,316",-0.25,"1,079,775",-0.54,"8,731,843",-2.06,"6,641,470",1.21,"6,926,367",-1.75,"5,175,626",0.64,"1,240,244",-5.05,"1,044,305",1.93,"565,232",0.91,"421,539",6.82
2004M11,"1,356,397",11.17,"2,755,586",8.89,"141,575",25.15,"390,502",45.61,"383,715",23.62,"577,816",26.85,"503,656",7.64,"602,129",-1.75,"52,768",-2.95,"111,331",-6.38,"274,683",0.12,"1,073,807",-0.14,"8,714,154",-1.83,"6,659,052",1.77,"6,944,163",-0.96,"5,201,244",1.50,"1,212,211",-6.76,"1,031,705",1.08,"557,780",-1.31,"426,102",7.07
2004M12,"1,367,980",11.37,"2,819,534",9.63,"145,367",27.22,"414,906",33.19,"386,831",21.49,"626,936",29.70,"508,072",8.43,"600,634",0.97,"50,692",-3.71,"99,610",-17.01,"277,018",0.93,"1,077,447",1.45,"8,714,202",-1.41,"6,687,536",2.49,"6,970,619",-0.03,"5,235,171",2.57,"1,189,713",-8.26,"1,021,871",0.08,"553,870",-2.66,"430,494",7.73
2005M01,"1,379,811",10.96,"2,822,346",9.49,"144,149",26.30,"373,687",25.66,"398,808",21.67,"664,796",29.85,"508,296",7.04,"613,067",4.21,"50,706",-4.40,"94,980",-24.66,"277,852",1.49,"1,075,815",2.08,"8,718,517",-1.53,"6,708,742",2.67,"6,997,717",0.24,"5,265,016",3.12,"1,168,943",-10.00,"1,012,203",-1.28,"551,857",-3.98,"431,525",7.03
2005M02,"1,426,045",12.94,"2,897,170",10.17,"153,725",30.56,"387,657",28.04,"424,785",26.23,"701,230",32.86,"517,180",7.51,"616,795",3.11,"52,496",-2.80,"95,466",-29.47,"277,859",1.67,"1,096,023",2.86,"8,787,368",-0.66,"6,750,136",3.00,"7,075,021",1.51,"5,315,750",3.86,"1,157,820",-10.95,"1,005,640",-2.79,"554,527",-3.79,"428,745",6.94
2005M03,"1,452,552",15.30,"2,933,191",11.72,"157,829",36.72,"417,363",47.60,"438,203",30.43,"691,595",31.22,"523,033",8.99,"602,929",3.90,"54,330",-0.78,"94,685",-35.66,"279,157",1.97,"1,126,617",3.52,"8,823,732",0.45,"6,801,344",4.10,"7,128,883",3.12,"5,371,280",5.43,"1,133,535",-12.58,"996,080",-4.14,"561,314",-2.22,"433,984",8.60
2005M04,"1,461,175",15.67,"2,965,854",11.67,"165,023",41.53,"451,607",57.21,"440,585",29.96,"689,909",30.19,"524,188",9.35,"603,698",2.75,"54,759",-0.20,"90,680",-39.44,"276,620",1.20,"1,129,962",2.59,"8,857,348",1.39,"6,832,396",4.76,"7,176,524",4.48,"5,411,759",6.56,"1,118,284",-13.65,"985,892",-5.44,"562,540",-1.72,"434,745",8.46
2005M05,"1,460,575",15.53,"2,977,783",11.72,"162,040",37.91,"453,514",49.68,"436,257",28.51,"659,066",28.15,"526,236",9.65,"605,578",2.17,"55,357",1.55,"90,846",-37.41,"280,685",2.85,"1,168,780",5.28,"8,875,994",1.78,"6,850,933",5.22,"7,213,080",5.27,"5,440,203",7.49,"1,099,631",-15.06,"976,293",-6.68,"563,283",-1.87,"434,437",7.71
2005M06,"1,463,617",15.11,"3,064,168",13.20,"164,501",34.70,"523,626",54.55,"432,388",26.16,"669,494",28.35,"529,643",10.53,"614,614",3.25,"56,304",2.61,"90,998",-39.80,"280,781",3.01,"1,165,434",5.94,"8,904,368",2.42,"6,888,359",5.82,"7,259,016",6.23,"5,488,752",8.55,"1,082,020",-16.09,"967,991",-7.67,"563,332",-1.37,"431,616",6.61
2005M07,"1,482,590",14.82,"2,996,648",9.57,"171,117",32.98,"445,120",24.44,"439,731",24.44,"683,906",25.09,"532,248",10.55,"606,575",3.59,"58,335",6.47,"97,420",-32.53,"281,159",3.02,"1,163,626",5.75,"8,931,501",2.86,"6,917,055",5.70,"7,305,426",6.89,"5,524,029",8.54,"1,067,668",-16.42,"961,107",-8.00,"558,407",-2.30,"431,917",5.40
2005M08,"1,504,233",15.48,"2,943,061",8.05,"176,503",36.99,"373,722",8.66,"449,585",24.40,"702,212",26.50,"534,658",10.39,"606,716",2.60,"60,701",11.99,"101,932",-22.68,"282,786",3.28,"1,158,479",5.17,"8,961,035",3.70,"6,968,608",6.13,"7,345,172",7.87,"5,574,811",9.20,"1,062,525",-16.04,"965,080",-8.05,"553,338",-2.32,"428,718",4.36
