期間,隔夜_加權平均,隔夜_最高,隔夜_最低,1週_加權平均,1週_最高,1週_最低,2週_加權平均,2週_最高,2週_最低,3週_加權平均,3週_最高,3週_最低,1個月_加權平均,1個月_最高,1個月_最低,2-6個月_加權平均,2-6個月_最高,2-6個月_最低,7個月-1年_加權平均,7個月-1年_最高,7個月-1年_最低,合計_加權平均,合計_最高,合計_最低
2002M03,2.273,2.350,2.200,-,5.050,2.200,-,5.050,2.250,-,5.050,2.250,-,5.050,2.250,-,3.250,2.250,-,3.250,2.250,-,5.050,2.200
2002M04,2.265,2.300,2.180,-,5.050,2.200,-,5.050,2.200,-,5.050,2.275,-,5.050,2.245,-,3.250,2.500,-,3.250,2.500,-,5.050,2.180
2002M05,2.215,2.285,1.950,-,5.050,1.970,-,5.050,2.100,-,4.500,2.150,-,5.050,1.975,-,3.250,1.975,-,3.250,1.975,-,5.050,1.950
2002M06,2.071,2.225,1.500,-,5.050,1.700,-,5.050,1.700,-,4.500,1.875,-,4.500,1.750,-,3.250,3.150,-,3.250,3.150,-,5.050,1.500
2002M07,1.937,2.200,1.600,-,4.500,1.650,-,4.500,1.700,-,4.500,1.825,-,4.500,1.700,-,4.500,2.250,-,4.500,2.250,-,4.500,1.600
2002M08,1.960,2.050,1.850,-,4.500,1.900,-,4.500,1.875,-,4.500,1.875,-,4.500,1.850,-,4.500,1.850,-,4.500,1.850,-,4.500,1.850
2002M09,1.947,1.980,1.875,-,3.250,1.900,-,4.500,1.900,-,3.250,1.925,-,3.250,1.900,-,3.250,1.875,-,3.250,1.875,-,4.500,1.875
2002M10,1.933,1.965,1.900,-,3.250,1.875,-,3.250,1.900,-,3.250,1.915,-,3.250,1.900,-,3.250,2.050,-,3.250,2.050,-,3.250,1.875
2002M11,1.794,1.950,1.625,-,1.930,1.450,-,1.925,1.625,-,1.900,1.650,-,1.695,1.650,-,-,-,-,-,-,-,1.950,1.450
2002M12,1.614,1.675,1.400,-,1.675,1.425,-,1.650,1.400,-,1.650,1.440,-,1.650,1.400,-,-,-,-,-,-,-,1.675,1.400
2003M01,1.302,1.600,1.000,-,1.590,1.000,-,1.425,1.000,-,1.400,1.050,-,1.600,1.050,-,1.300,1.100,-,1.300,1.100,-,1.600,1.000
2003M02,1.258,1.600,1.050,-,1.500,1.050,-,1.500,1.050,-,1.500,1.050,-,1.375,1.050,-,-,-,-,-,-,-,1.600,1.050
2003M03,1.203,1.270,1.050,-,1.250,1.100,-,1.250,1.125,-,1.200,1.120,-,1.215,1.100,-,-,-,-,-,-,-,1.270,1.050
2003M04,1.188,1.300,1.000,-,1.275,1.000,-,1.175,1.100,-,1.175,1.100,-,1.200,1.100,-,1.250,1.250,-,1.250,1.250,-,1.300,1.000
2003M05,1.181,1.300,1.000,-,1.250,1.050,-,1.250,1.050,-,1.190,1.100,-,1.205,1.025,-,1.500,1.500,-,1.500,1.500,-,1.500,1.000
2003M06,1.156,1.200,0.925,-,1.225,0.925,-,1.185,0.900,-,1.185,0.975,-,1.180,0.950,-,1.000,1.000,-,1.000,1.000,-,1.225,0.900
2003M07,1.027,1.100,0.650,-,1.000,0.675,-,1.000,0.675,-,0.950,0.700,-,1.050,0.700,-,1.090,0.750,-,1.090,0.750,-,1.100,0.650
2003M08,1.024,1.100,0.650,-,1.050,0.650,-,1.000,0.675,-,1.000,0.700,-,0.975,0.675,-,1.500,1.500,-,1.500,1.500,-,1.500,0.650
2003M09,1.021,1.100,0.800,-,1.000,0.650,-,0.950,0.750,-,0.950,0.850,-,0.950,0.750,-,0.900,0.750,-,0.900,0.750,-,1.100,0.650
2003M10,1.024,1.150,0.800,-,1.150,0.750,-,1.150,0.830,-,1.000,0.860,-,1.025,0.865,-,0.900,0.875,-,0.900,0.875,-,1.150,0.750
2003M11,1.022,1.100,0.800,-,1.050,0.800,-,1.000,0.850,-,1.050,0.875,-,0.950,0.850,-,-,-,-,-,-,-,1.100,0.800
2003M12,1.025,1.125,0.900,-,1.150,0.925,-,1.100,0.925,-,1.100,0.975,-,1.100,1.000,-,0.930,0.930,-,0.930,0.930,-,1.150,0.900
2004M01,1.008,1.100,0.850,-,1.050,0.850,-,1.025,0.850,-,1.050,0.900,-,1.050,0.900,-,-,-,-,-,-,-,1.100,0.850
2004M02,0.984,1.100,0.725,-,1.150,0.750,-,1.050,0.825,-,1.100,0.850,-,1.050,0.875,-,-,-,-,-,-,-,1.150,0.725
2004M03,0.991,1.150,0.825,-,1.100,0.825,-,1.050,0.825,-,1.065,0.825,-,1.050,0.820,-,0.875,0.825,-,0.875,0.825,-,1.150,0.820
2004M04,0.972,1.025,0.775,-,1.000,0.775,-,0.990,0.750,-,0.975,0.810,-,0.975,0.850,-,1.040,1.040,-,1.040,1.040,-,1.040,0.750
2004M05,0.967,1.050,0.750,-,1.000,0.750,-,1.025,0.750,-,0.985,0.750,-,1.000,0.750,-,-,-,-,-,-,-,1.050,0.750
2004M06,1.018,1.150,0.800,-,1.100,0.800,-,1.100,0.825,-,1.150,0.885,-,1.150,0.850,-,0.925,0.925,-,0.925,0.925,-,1.150,0.800
2004M07,1.024,1.125,0.800,-,1.150,0.800,-,1.150,0.850,-,1.150,0.850,-,1.050,0.925,-,0.925,0.925,-,0.925,0.925,-,1.150,0.800
2004M08,1.048,1.125,0.800,-,1.100,0.875,-,1.100,0.885,-,1.080,0.985,-,1.070,0.900,-,1.050,1.050,-,1.050,1.050,-,1.125,0.800
2004M09,1.084,1.125,0.925,-,1.100,0.950,-,1.100,0.950,-,1.100,1.050,-,1.100,1.045,-,1.085,1.080,-,1.085,1.080,-,1.125,0.925
2004M10,1.142,1.185,1.000,-,1.180,1.065,-,1.175,1.000,-,1.180,1.085,-,1.180,1.050,-,1.300,1.160,-,1.300,1.160,-,1.300,1.000
2004M11,1.141,1.225,1.070,-,1.210,1.070,-,1.210,1.075,-,1.180,1.125,-,1.175,1.070,-,1.300,1.250,-,1.300,1.250,-,1.300,1.070
2004M12,1.149,1.250,1.050,-,1.210,1.050,-,1.210,1.050,-,1.185,1.075,-,1.165,1.050,-,1.300,1.125,-,1.300,1.125,-,1.300,1.050
2005M01,1.202,1.240,1.120,-,1.240,1.125,-,1.240,1.130,-,1.215,1.160,-,1.220,1.140,-,1.250,1.150,-,1.250,1.150,-,1.250,1.120
2005M02,1.203,1.220,1.130,-,1.210,1.140,-,1.210,1.145,-,1.210,1.145,-,1.210,1.150,-,-,-,-,-,-,-,1.220,1.130
2005M03,1.221,1.290,1.140,-,1.310,1.140,-,1.300,1.130,-,1.270,1.150,-,1.270,1.140,-,1.270,1.150,-,1.270,1.150,-,1.310,1.130
2005M04,1.267,1.280,1.180,-,1.290,1.150,-,1.300,1.180,-,1.270,1.180,-,1.270,1.180,-,1.280,1.180,-,1.280,1.180,-,1.300,1.150
2005M05,1.266,1.285,1.180,-,1.300,1.180,-,1.295,1.180,-,1.270,1.180,-,1.270,1.180,-,1.320,1.190,-,1.320,1.190,-,1.320,1.180
2005M06,1.265,1.290,1.160,-,1.290,1.000,-,1.290,1.180,-,1.275,1.195,-,1.275,1.190,-,1.270,1.210,-,1.270,1.210,-,1.290,1.000
2005M07,1.324,1.350,1.240,-,1.350,1.215,-,1.350,1.220,-,1.335,1.250,-,1.330,1.240,-,1.350,1.240,-,1.350,1.240,-,1.350,1.215
2005M08,1.324,1.350,1.230,-,1.360,1.240,-,1.360,1.240,-,1.345,1.320,-,1.340,1.250,-,1.380,1.250,-,1.380,1.250,-,1.380,1.230
