期間,出生人數_原始值,出生人數_年增率(%),粗出生率(0/00)_原始值,粗出生率(0/00)_年增率(%),男性出生人數_原始值,男性出生人數_年增率(%),女性出生人數_原始值,女性出生人數_年增率(%),死亡人數_原始值,死亡人數_年增率(%),粗死亡率(0/00)_原始值,粗死亡率(0/00)_年增率(%),男性死亡人數_原始值,男性死亡人數_年增率(%),女性死亡人數_原始值,女性死亡人數_年增率(%),自然增加-人數_原始值,自然增加-人數_年增率(%),自然增加-增加率(0/00)_原始值,自然增加-增加率(0/00)_年增率(%),社會增加-增加人數_原始值,社會增加-增加人數_年增率(%),社會增加-增加率(0/00)_原始值,社會增加-增加率(0/00)_年增率(%),總增加-增加人數_原始值,總增加-增加人數_年增率(%),總增加-總增加率(0/00)_原始值,總增加-總增加率(0/00)_年增率(%),婚生-計_原始值,婚生-計_年增率(%),婚生-男性_原始值,婚生-男性_年增率(%),婚生-女性_原始值,婚生-女性_年增率(%),非婚生-已認領-計_原始值,非婚生-已認領-計_年增率(%),非婚生-已認領-男性_原始值,非婚生-已認領-男性_年增率(%),非婚生-已認領-女性_原始值,非婚生-已認領-女性_年增率(%),非婚生-未認領-計_原始值,非婚生-未認領-計_年增率(%),非婚生-未認領-男性_原始值,非婚生-未認領-男性_年增率(%),非婚生-未認領-女性_原始值,非婚生-未認領-女性_年增率(%),棄嬰或無依兒童-計_原始值,棄嬰或無依兒童-計_年增率(%),棄嬰或無依兒童-男性_原始值,棄嬰或無依兒童-男性_年增率(%),棄嬰或無依兒童-女性_原始值,棄嬰或無依兒童-女性_年增率(%),出生登記人數-遺腹子-計_原始值,出生登記人數-遺腹子-計_年增率(%),出生登記人數-遺腹子-男性_原始值,出生登記人數-遺腹子-男性_年增率(%),出生登記人數-遺腹子-女性_原始值,出生登記人數-遺腹子-女性_年增率(%),出生登記人數-雙生者-計_原始值,出生登記人數-雙生者-計_年增率(%),出生登記人數-雙生者-男性_原始值,出生登記人數-雙生者-男性_年增率(%),出生登記人數-雙生者-女性_原始值,出生登記人數-雙生者-女性_年增率(%),出生登記人數-三生以上者-計_原始值,出生登記人數-三生以上者-計_年增率(%),出生登記人數-三生以上者-男性_原始值,出生登記人數-三生以上者-男性_年增率(%),出生登記人數-三生以上者-女性_原始值,出生登記人數-三生以上者-女性_年增率(%)
2008M08,"14,866",-17.91,0.65,-,"7,732",-18.23,"7,134",-17.55,"10,782",-6.19,0.47,-,"6,663",-7.03,"4,119",-4.79,"4,084",-,0.18,-,156,-,0.01,-,"4,240",-,0.18,-,"14,183",-18.01,"7,387",-18.30,"6,796",-17.68,263,5.62,130,7.44,133,3.91,410,-25.45,209,-26.41,201,-24.44,10,-16.67,6,-33.33,4,33.33,5,-37.50,2,-50.00,3,-25.00,406,-18.64,207,-24.73,199,-11.16,9,50.00,8,100.00,1,-50.00
2008M09,"16,048",7.97,0.70,-,"8,389",7.87,"7,659",8.09,"11,245",9.84,0.49,-,"6,911",8.39,"4,334",12.22,"4,803",-,0.21,-,"-2,133",-,-0.09,-,"2,670",-,0.12,-,"15,396",8.51,"8,068",8.41,"7,328",8.63,282,34.29,136,41.67,146,28.07,368,-20.17,184,-22.36,184,-17.86,2,-50.00,1,-50.00,1,-50.00,6,100.00,4,33.33,2,--,447,2.52,224,-5.88,223,12.63,6,-62.50,2,-81.82,4,-20.00
2008M10,"18,740",-2.56,0.81,-,"9,821",-1.97,"8,919",-3.21,"12,040",-1.79,0.52,-,"7,460",-1.28,"4,580",-2.62,"6,700",-,0.29,-,"1,820",-,0.08,-,"8,520",-,0.37,-,"17,973",-2.45,"9,432",-1.90,"8,541",-3.04,294,15.29,151,17.05,143,13.49,471,-14.67,236,-13.55,235,-15.77,2,0.00,2,100.00,0,-100.00,1,-66.67,0,-100.00,1,-50.00,461,-8.35,238,-7.75,223,-8.98,13,-18.75,6,-33.33,7,0.00
2008M11,"20,388",5.58,0.89,-,"10,548",5.00,"9,840",6.21,"10,487",-8.89,0.46,-,"6,491",-8.44,"3,996",-9.61,"9,901",-,0.43,-,"1,514",-,0.07,-,"11,415",-,0.50,-,"19,587",5.76,"10,141",5.24,"9,446",6.33,312,38.67,154,38.74,158,38.60,487,-13.35,252,-15.15,235,-11.32,2,-50.00,1,-50.00,1,-50.00,3,50.00,1,--,2,0.00,559,10.26,266,5.98,293,14.45,3,-75.00,2,0.00,1,-90.00
2008M12,"16,839",-12.99,0.73,-,"8,769",-13.75,"8,070",-12.15,"13,401",12.49,0.58,-,"8,243",12.84,"5,158",11.94,"3,438",-,0.15,-,"5,921",-,0.26,-,"9,359",-,0.41,-,"16,195",-12.88,"8,431",-13.71,"7,764",-11.97,247,8.33,136,11.48,111,4.72,392,-25.90,198,-27.21,194,-24.51,5,-16.67,4,33.33,1,-66.67,4,-55.56,0,-100.00,4,100.00,452,-14.88,220,-19.71,232,-9.73,9,350.00,2,100.00,7,600.00
2009M01,"13,469",-26.49,0.58,-,"7,080",-26.17,"6,389",-26.84,"9,689",-24.87,0.42,-,"6,012",-24.13,"3,677",-26.06,"3,780",-,0.16,-,"5,366",-,0.23,-,"9,146",-,0.40,-,"12,938",-26.28,"6,812",-26.00,"6,126",-26.59,204,-36.84,105,-35.58,99,-38.12,325,-26.97,162,-26.03,163,-27.88,2,-60.00,1,-66.67,1,-50.00,1,-83.33,0,-100.00,1,-66.67,382,-25.54,196,-24.03,186,-27.06,22,46.67,8,33.33,14,55.56
2009M02,"17,159",6.81,0.74,-,"8,811",5.23,"8,348",8.53,"15,877",23.99,0.69,-,"9,696",21.37,"6,181",28.34,"1,282",-,0.06,-,"1,948",-,0.08,-,"3,230",-,0.14,-,"16,436",6.69,"8,461",5.05,"7,975",8.49,271,-2.17,122,-15.86,149,12.88,451,18.37,228,31.03,223,7.73,1,-50.00,0,--,1,-50.00,2,-50.00,1,-66.67,1,0.00,451,0.67,226,-0.44,225,1.81,1,-90.91,0,-100.00,1,-88.89
2009M03,"20,773",28.91,0.90,-,"10,743",27.30,"10,030",30.68,"12,635",-5.55,0.55,-,"7,732",-6.82,"4,903",-3.48,"8,138",-,0.35,-,"1,005",-,0.04,-,"9,143",-,0.40,-,"19,934",29.26,"10,322",27.34,"9,612",31.38,344,23.74,159,23.26,185,24.16,489,18.12,257,25.98,232,10.48,6,--,5,--,1,--,4,0.00,2,-33.33,2,100.00,521,34.63,282,53.26,239,17.73,18,38.46,8,33.33,10,42.86
2009M04,"10,597",-31.85,0.46,-,"5,572",-32.29,"5,025",-31.35,"11,953",-1.98,0.52,-,"7,360",-1.46,"4,593",-2.81,"-1,356",-,-0.06,-,"2,145",-,0.09,-,789,-,0.03,-,"10,108",-31.88,"5,313",-32.37,"4,795",-31.32,189,-35.93,93,-42.59,96,-27.82,298,-27.85,165,-21.05,133,-34.80,2,-33.33,1,-50.00,1,0.00,2,-66.67,1,-50.00,1,-75.00,317,-20.15,164,-28.07,153,-9.47,6,0.00,3,-25.00,3,50.00
2009M05,"12,646",-17.39,0.55,-,"6,516",-19.23,"6,130",-15.35,"10,327",-10.93,0.45,-,"6,354",-10.71,"3,973",-11.28,"2,319",-,0.10,-,"1,369",-,0.06,-,"3,688",-,0.16,-,"12,156",-17.18,"6,269",-18.93,"5,887",-15.23,201,-20.87,107,-21.90,94,-19.66,285,-23.80,139,-28.72,146,-18.44,4,33.33,1,-50.00,3,200.00,2,-50.00,1,0.00,1,-66.67,356,-2.73,176,-9.74,180,5.26,9,-10.00,7,75.00,2,-66.67
2009M06,"16,157",11.98,0.70,-,"8,469",12.25,"7,688",11.68,"12,422",11.87,0.54,-,"7,590",11.31,"4,832",12.77,"3,735",-,0.16,-,"2,583",-,0.11,-,"6,318",-,0.27,-,"15,585",12.61,"8,173",12.50,"7,412",12.73,224,-4.68,122,17.31,102,-22.14,347,-1.70,173,-1.14,174,-2.25,1,0.00,1,0.00,0,--,4,100.00,1,--,3,50.00,482,28.53,259,33.51,223,23.20,25,38.89,14,133.33,11,-8.33
2009M07,"16,297",1.46,0.71,-,"8,560",1.48,"7,737",1.43,"11,609",-0.74,0.50,-,"7,053",-1.47,"4,556",0.40,"4,688",-,0.20,-,"3,158",-,0.14,-,"7,846",-,0.34,-,"15,661",1.49,"8,200",1.08,"7,461",1.94,246,0.82,135,8.87,111,-7.50,385,0.52,221,11.62,164,-11.35,5,0.00,4,300.00,1,-75.00,3,-40.00,0,-100.00,3,0.00,481,-4.18,247,-1.20,234,-7.14,15,15.38,8,14.29,7,16.67
2009M08,"14,699",-1.12,0.64,-,"7,718",-0.18,"6,981",-2.14,"11,824",9.66,0.51,-,"7,261",8.97,"4,563",10.78,"2,875",-,0.12,-,"2,059",-,0.09,-,"4,934",-,0.21,-,"14,104",-0.56,"7,407",0.27,"6,697",-1.46,230,-12.55,121,-6.92,109,-18.05,361,-11.95,189,-9.57,172,-14.43,4,-60.00,1,-83.33,3,-25.00,5,0.00,1,-50.00,4,33.33,438,7.88,227,9.66,211,6.03,9,0.00,7,-12.50,2,100.00
2009M09,"16,170",0.76,0.70,-,"8,406",0.20,"7,764",1.37,"11,610",3.25,0.50,-,"7,080",2.45,"4,530",4.52,"4,560",-,0.20,-,-244,-,-0.01,-,"4,316",-,0.19,-,"15,528",0.86,"8,086",0.22,"7,442",1.56,247,-12.41,126,-7.35,121,-17.12,392,6.52,193,4.89,199,8.15,3,50.00,1,0.00,2,100.00,2,-66.67,1,-75.00,1,-50.00,451,0.89,223,-0.45,228,2.24,8,33.33,4,100.00,4,0.00
2009M10,"17,574",-6.22,0.76,-,"9,005",-8.31,"8,569",-3.92,"11,476",-4.68,0.50,-,"7,045",-5.56,"4,431",-3.25,"6,098",-,0.26,-,"5,510",-,0.24,-,"11,608",-,0.50,-,"16,906",-5.94,"8,663",-8.15,"8,243",-3.49,272,-7.48,140,-7.28,132,-7.69,396,-15.92,202,-14.41,194,-17.45,0,-100.00,0,-100.00,0,--,2,100.00,1,--,1,0.00,434,-5.86,220,-7.56,214,-4.04,15,15.38,8,33.33,7,0.00
2009M11,"17,556",-13.89,0.76,-,"9,103",-13.70,"8,453",-14.10,"11,450",9.18,0.50,-,"7,024",8.21,"4,426",10.76,"6,106",-,0.26,-,"4,986",-,0.22,-,"11,092",-,0.48,-,"16,916",-13.64,"8,782",-13.40,"8,134",-13.89,257,-17.63,135,-12.34,122,-22.78,378,-22.38,182,-27.78,196,-16.60,5,150.00,4,300.00,1,0.00,6,100.00,3,200.00,3,50.00,498,-10.91,240,-9.77,258,-11.95,9,200.00,3,50.00,6,500.00
2009M12,"18,213",8.16,0.79,-,"9,509",8.44,"8,704",7.86,"12,710",-5.16,0.55,-,"7,881",-4.39,"4,829",-6.38,"5,503",-,0.24,-,"5,128",-,0.22,-,"10,631",-,0.46,-,"17,529",8.24,"9,156",8.60,"8,373",7.84,275,11.34,141,3.68,134,20.72,405,3.32,210,6.06,195,0.52,4,-20.00,2,-50.00,2,100.00,4,0.00,1,--,3,-25.00,571,26.33,310,40.91,261,12.50,11,22.22,6,200.00,5,-28.57
2010M01,"15,603",15.84,0.67,-,"8,230",16.24,"7,373",15.40,"12,496",28.97,0.54,-,"7,692",27.94,"4,804",30.65,"3,107",-,0.13,-,"1,635",-,0.07,-,"4,742",-,0.21,-,"14,954",15.58,"7,880",15.68,"7,074",15.48,261,27.94,157,49.52,104,5.05,388,19.38,193,19.14,195,19.63,0,-100.00,0,-100.00,0,-100.00,2,100.00,2,--,0,-100.00,437,14.40,229,16.84,208,11.83,13,-40.91,6,-25.00,7,-50.00
2010M02,"12,364",-27.94,0.53,-,"6,399",-27.37,"5,965",-28.55,"11,150",-29.77,0.48,-,"6,908",-28.75,"4,242",-31.37,"1,214",-,0.05,-,"2,117",-,0.09,-,"3,331",-,0.14,-,"11,837",-27.98,"6,136",-27.48,"5,701",-28.51,223,-17.71,111,-9.02,112,-24.83,302,-33.04,151,-33.77,151,-32.29,2,100.00,1,--,1,0.00,0,-100.00,0,-100.00,0,-100.00,391,-13.30,209,-7.52,182,-19.11,3,200.00,2,--,1,0.00
2010M03,"15,750",-24.18,0.68,-,"8,285",-22.88,"7,465",-25.57,"13,943",10.35,0.60,-,"8,437",9.12,"5,506",12.30,"1,807",-,0.08,-,"1,441",-,0.06,-,"3,248",-,0.14,-,"15,030",-24.60,"7,908",-23.39,"7,122",-25.91,290,-15.70,159,0.00,131,-29.19,423,-13.50,217,-15.56,206,-11.21,7,16.67,1,-80.00,6,500.00,7,75.00,4,100.00,3,50.00,464,-10.94,229,-18.79,235,-1.67,10,-44.44,7,-12.50,3,-70.00
2010M04,"13,371",26.18,0.58,-,"7,004",25.70,"6,367",26.71,"12,125",1.44,0.52,-,"7,380",0.27,"4,745",3.31,"1,246",-,0.05,-,735,-,0.03,-,"1,981",-,0.09,-,"12,745",26.09,"6,691",25.94,"6,054",26.26,263,39.15,132,41.94,131,36.46,361,21.14,181,9.70,180,35.34,2,0.00,0,-100.00,2,100.00,0,-100.00,0,-100.00,0,-100.00,429,35.33,223,35.98,206,34.64,20,233.33,10,233.33,10,233.33
2010M05,"12,902",2.02,0.56,-,"6,784",4.11,"6,118",-0.20,"11,379",10.19,0.49,-,"6,981",9.87,"4,398",10.70,"1,523",-,0.07,-,"1,118",-,0.05,-,"2,641",-,0.11,-,"12,297",1.16,"6,454",2.95,"5,843",-0.75,258,28.36,144,34.58,114,21.28,344,20.70,184,32.37,160,9.59,3,-25.00,2,100.00,1,-66.67,3,50.00,1,0.00,2,100.00,391,9.83,209,18.75,182,1.11,0,-100.00,0,-100.00,0,-100.00
2010M06,"12,722",-21.26,0.55,-,"6,646",-21.53,"6,076",-20.97,"11,714",-5.70,0.51,-,"7,187",-5.31,"4,527",-6.31,"1,008",-,0.04,-,"1,658",-,0.07,-,"2,666",-,0.12,-,"12,137",-22.12,"6,348",-22.33,"5,789",-21.90,249,11.16,121,-0.82,128,25.49,334,-3.75,175,1.16,159,-8.62,2,100.00,2,100.00,0,--,2,-50.00,1,0.00,1,-66.67,415,-13.90,217,-16.22,198,-11.21,15,-40.00,7,-50.00,8,-27.27
2010M07,"12,668",-22.27,0.55,-,"6,656",-22.24,"6,012",-22.30,"12,259",5.60,0.53,-,"7,455",5.70,"4,804",5.44,409,-,0.02,-,"3,670",-,0.16,-,"4,079",-,0.18,-,"12,079",-22.87,"6,340",-22.68,"5,739",-23.08,222,-9.76,121,-10.37,101,-9.01,363,-5.71,192,-13.12,171,4.27,4,-20.00,3,-25.00,1,0.00,2,-33.33,1,--,1,-66.67,433,-9.98,249,0.81,184,-21.37,0,-100.00,0,-100.00,0,-100.00
2010M08,"13,761",-6.38,0.59,-,"7,164",-7.18,"6,597",-5.50,"12,184",3.04,0.53,-,"7,398",1.89,"4,786",4.89,"1,577",-,0.07,-,983,-,0.04,-,"2,560",-,0.11,-,"13,114",-7.02,"6,841",-7.64,"6,273",-6.33,261,13.48,132,9.09,129,18.35,385,6.65,190,0.53,195,13.37,1,-75.00,1,0.00,0,-100.00,3,-40.00,1,0.00,2,-50.00,453,3.42,232,2.20,221,4.74,14,55.56,10,42.86,4,100.00
2010M09,"13,637",-15.66,0.59,-,"7,099",-15.55,"6,538",-15.79,"11,722",0.96,0.51,-,"7,186",1.50,"4,536",0.13,"1,915",-,0.08,-,-845,-,-0.04,-,"1,070",-,0.05,-,"12,951",-16.60,"6,759",-16.41,"6,192",-16.80,263,6.48,139,10.32,124,2.48,423,7.91,201,4.15,222,11.56,0,-100.00,0,-100.00,0,-100.00,4,100.00,1,0.00,3,200.00,445,-1.33,224,0.45,221,-3.07,6,-25.00,5,25.00,1,-75.00
2010M10,"13,487",-23.26,0.58,-,"6,996",-22.31,"6,491",-24.25,"11,469",-0.06,0.50,-,"7,027",-0.26,"4,442",0.25,"2,018",-,0.09,-,"2,815",-,0.12,-,"4,833",-,0.21,-,"12,896",-23.72,"6,684",-22.84,"6,212",-24.64,244,-10.29,139,-0.71,105,-20.45,346,-12.63,172,-14.85,174,-10.31,1,--,1,--,0,--,2,0.00,1,0.00,1,0.00,423,-2.53,215,-2.27,208,-2.80,12,-20.00,3,-62.50,9,28.57
2010M11,"15,406",-12.25,0.67,-,"8,091",-11.12,"7,315",-13.46,"12,444",8.68,0.54,-,"7,588",8.03,"4,856",9.72,"2,962",-,0.13,-,"3,293",-,0.14,-,"6,255",-,0.27,-,"14,726",-12.95,"7,733",-11.94,"6,993",-14.03,264,2.72,130,-3.70,134,9.84,415,9.79,228,25.27,187,-4.59,1,-80.00,0,-100.00,1,0.00,4,-33.33,2,-33.33,2,-33.33,426,-14.46,228,-5.00,198,-23.26,4,-55.56,2,-33.33,2,-66.67
2010M12,"15,215",-16.46,0.66,-,"7,859",-17.35,"7,356",-15.49,"12,887",1.39,0.56,-,"7,913",0.41,"4,974",3.00,"2,328",-,0.10,-,"2,617",-,0.11,-,"4,945",-,0.21,-,"14,562",-16.93,"7,512",-17.96,"7,050",-15.80,264,-4.00,132,-6.38,132,-1.49,386,-4.69,213,1.43,173,-11.28,3,-25.00,2,0.00,1,-50.00,3,-25.00,1,0.00,2,-33.33,439,-23.12,220,-29.03,219,-16.09,6,-45.45,5,-16.67,1,-80.00
