期間,勞動力參與率_合計,勞動力參與率_15-19,勞動力參與率_20-24,勞動力參與率_25-29,勞動力參與率_30-34,勞動力參與率_35-39,勞動力參與率_40-44,勞動力參與率_45-49,勞動力參與率_50-54,勞動力參與率_55-59,勞動力參與率_60-64,勞動力參與率_65以上,勞動力參與率_合計,勞動力參與率_15-19,勞動力參與率_20-24,勞動力參與率_25-29,勞動力參與率_30-34,勞動力參與率_35-39,勞動力參與率_40-44,勞動力參與率_45-49,勞動力參與率_50-54,勞動力參與率_55-59,勞動力參與率_60-64,勞動力參與率_65以上,勞動力參與率_合計,勞動力參與率_15-19,勞動力參與率_20-24,勞動力參與率_25-29,勞動力參與率_30-34,勞動力參與率_35-39,勞動力參與率_40-44,勞動力參與率_45-49,勞動力參與率_50-54,勞動力參與率_55-59,勞動力參與率_60-64,勞動力參與率_65以上,失業率_合計,失業率_15-19,失業率_20-24,失業率_25-29,失業率_30-34,失業率_35-39,失業率_40-44,失業率_45-49,失業率_50-54,失業率_55-59,失業率_60-64,失業率_65以上,失業率_合計,失業率_15-19,失業率_20-24,失業率_25-29,失業率_30-34,失業率_35-39,失業率_40-44,失業率_45-49,失業率_50-54,失業率_55-59,失業率_60-64,失業率_65以上,失業率_合計,失業率_15-19,失業率_20-24,失業率_25-29,失業率_30-34,失業率_35-39,失業率_40-44,失業率_45-49,失業率_50-54,失業率_55-59,失業率_60-64,失業率_65以上
2006M02,57.60,9.28,51.33,84.17,84.19,82.47,80.07,74.91,64.78,47.41,30.94,7.25,67.41,10.14,47.78,88.90,95.04,95.55,94.40,90.95,83.67,69.03,46.23,10.79,47.98,8.37,54.28,79.53,73.50,69.42,65.63,58.94,46.03,26.15,16.40,3.73,3.92,10.07,9.41,6.09,3.79,3.11,2.55,2.14,2.53,2.76,1.79,0.00,4.20,9.74,10.30,7.02,3.91,3.48,2.64,2.80,3.46,3.41,2.22,0.00,3.53,10.49,8.76,5.06,3.65,2.60,2.42,1.12,0.84,1.07,0.65,0.00
2006M03,57.65,9.13,51.30,84.02,84.49,82.83,80.14,74.76,65.01,47.35,31.17,7.37,67.32,9.91,48.47,89.08,94.54,95.34,94.56,90.99,83.59,67.16,45.85,11.04,48.18,8.31,53.66,79.08,74.60,70.35,65.61,58.55,46.55,27.87,17.21,3.74,3.87,9.99,9.26,5.68,3.81,3.20,2.70,2.32,2.58,2.32,1.55,0.14,4.09,9.23,11.85,6.27,4.09,3.79,2.81,2.29,2.83,2.67,2.02,0.19,3.58,10.96,7.31,5.04,3.45,2.41,2.53,2.36,2.13,1.47,0.38,0.00
2006M04,57.65,8.76,51.01,84.26,84.56,82.98,80.14,75.09,64.78,47.63,31.81,7.56,67.35,9.89,48.71,88.70,95.29,94.99,94.32,91.01,83.57,67.72,48.12,11.61,48.14,7.56,52.97,79.95,74.05,71.08,65.91,59.24,46.15,27.95,16.39,3.55,3.78,8.56,9.44,5.58,3.87,2.84,2.42,2.45,2.40,2.41,1.79,0.72,4.02,6.43,12.00,6.43,4.80,3.09,2.49,2.30,2.74,2.47,2.01,0.70,3.45,11.54,7.42,4.67,2.69,2.50,2.32,2.69,1.79,2.28,1.16,0.78
2006M05,57.72,8.66,51.31,84.27,84.59,82.96,80.40,75.17,64.76,48.04,31.85,7.59,67.36,9.05,49.00,89.60,95.47,95.27,94.42,90.93,82.69,68.59,47.76,11.31,48.26,8.24,53.29,79.09,73.92,70.76,66.32,59.48,46.98,27.88,16.80,3.91,3.84,9.22,10.11,5.90,3.86,2.69,2.23,2.52,2.32,2.59,1.61,0.26,4.10,8.84,12.28,6.60,4.76,3.21,2.41,2.33,2.99,2.35,1.66,0.24,3.48,9.67,8.40,5.13,2.71,1.99,1.97,2.81,1.15,3.17,1.48,0.30
2006M06,57.79,8.98,52.01,84.38,84.44,83.04,80.56,75.13,64.92,48.07,31.59,7.34,67.25,8.83,49.62,90.08,94.62,95.54,94.54,91.65,82.44,67.63,46.70,10.49,48.52,9.14,54.06,78.85,74.48,70.65,66.53,58.68,47.52,28.88,17.33,4.24,3.98,11.97,10.95,6.24,3.74,2.92,2.10,2.37,2.41,2.16,2.14,0.30,4.13,9.80,12.79,6.67,4.14,3.42,2.27,2.45,3.08,2.45,2.02,0.42,3.78,14.22,9.50,5.76,3.25,2.24,1.87,2.24,1.26,1.49,2.47,0.00
2006M07,58.12,10.48,53.40,84.65,84.25,82.94,80.73,75.39,64.99,48.14,31.47,7.57,67.35,10.78,48.34,89.36,95.27,95.72,93.24,91.12,83.93,68.50,45.33,11.11,49.07,10.16,57.74,80.07,73.48,70.27,68.17,59.72,46.17,28.24,18.35,4.08,4.05,12.27,11.12,6.46,3.60,2.92,2.31,2.35,2.27,2.23,1.80,0.09,4.13,12.84,11.23,6.78,4.37,3.34,2.30,2.79,2.92,2.10,2.48,0.13,3.94,11.62,11.04,6.11,2.61,2.36,2.32,1.69,1.09,2.53,0.22,0.00
2006M08,58.29,11.41,54.15,84.78,83.78,82.86,80.90,75.39,65.01,48.26,31.89,7.77,67.37,10.79,47.92,88.59,95.68,96.07,94.22,90.75,83.69,67.59,46.37,11.34,49.38,12.07,59.50,81.08,72.15,69.78,67.55,60.09,46.45,29.37,18.12,4.26,4.09,12.68,10.76,6.38,3.54,3.07,2.56,2.14,2.48,2.27,2.21,0.50,4.10,13.64,11.50,6.68,4.00,3.56,2.74,2.19,2.89,1.96,2.66,0.49,4.08,11.76,10.24,6.06,2.95,2.41,2.32,2.06,1.75,2.98,1.10,0.52
2006M09,58.05,10.24,53.14,84.76,83.51,82.75,81.00,75.39,64.64,48.37,32.27,7.81,67.31,9.68,46.99,89.32,94.61,95.25,94.83,91.23,83.17,67.50,49.43,11.53,48.98,10.84,58.44,80.33,72.65,70.36,67.14,59.60,46.23,29.72,16.00,4.15,3.96,13.12,10.91,5.93,3.67,2.94,2.34,2.27,2.64,1.92,1.31,0.03,4.01,10.37,13.57,6.47,3.79,3.15,2.69,2.38,3.12,1.72,1.37,0.05,3.89,15.75,9.07,5.35,3.53,2.64,1.83,2.10,1.77,2.37,1.13,0.00
2006M10,58.11,10.09,53.72,84.80,83.51,83.00,80.81,75.67,64.37,48.65,32.10,7.85,67.33,9.94,49.01,90.23,94.28,94.67,93.81,91.03,83.08,67.90,47.19,11.75,49.07,10.25,57.78,79.53,72.97,71.44,67.79,60.37,45.74,29.88,17.82,4.03,3.90,13.14,10.42,5.73,4.00,2.76,2.42,2.12,2.68,1.67,1.39,0.09,3.97,9.59,11.10,6.53,4.38,3.06,2.80,2.37,2.93,2.15,1.15,0.12,3.79,16.84,9.92,4.85,3.53,2.38,1.90,1.74,2.22,0.61,1.97,0.00
2006M11,58.15,10.00,53.95,85.05,83.73,83.10,80.60,75.44,64.88,48.95,31.41,7.88,67.32,9.92,50.01,89.86,93.64,95.37,93.91,91.05,83.20,67.78,45.80,11.63,49.17,10.08,57.35,80.38,74.04,70.95,67.26,59.87,46.69,30.57,17.79,4.22,3.86,12.33,10.02,5.60,4.11,2.62,2.38,2.36,2.75,1.91,0.72,0.40,3.87,9.54,12.11,5.87,4.10,2.77,2.77,2.42,3.19,1.78,0.60,0.33,3.85,15.27,8.44,5.31,4.13,2.43,1.82,2.26,1.96,2.19,1.00,0.58
2006M12,58.16,9.88,53.68,85.18,83.84,83.38,80.71,75.07,65.40,48.95,31.24,7.93,67.33,9.78,49.41,89.70,93.74,95.90,93.85,90.65,84.28,68.04,46.05,11.33,49.19,9.98,57.36,80.79,74.17,70.98,67.53,59.53,46.77,30.34,17.19,4.62,3.81,12.71,9.41,5.67,3.99,2.64,2.42,2.33,2.60,2.17,0.79,0.66,3.94,12.25,11.79,6.47,4.06,2.80,2.66,2.40,2.92,2.25,0.91,0.00,3.65,13.18,7.64,4.80,3.91,2.42,2.08,2.23,2.04,1.99,0.47,2.26
2007M01,58.17,9.47,53.24,85.12,83.86,83.29,81.17,75.33,65.75,49.05,31.19,7.95,67.33,9.07,50.01,90.07,93.31,96.38,93.28,90.66,83.80,68.97,45.81,11.54,49.19,9.90,56.03,80.30,74.58,70.32,69.06,60.07,47.88,29.66,17.33,4.45,3.79,10.64,8.93,5.80,4.02,2.73,2.55,2.21,2.72,2.19,1.16,0.71,3.97,10.80,11.04,6.37,4.09,2.72,2.92,2.45,3.21,2.63,1.31,0.46,3.55,10.48,7.30,5.17,3.93,2.74,2.04,1.86,1.88,1.19,0.78,1.33
2007M02,58.14,9.55,52.63,84.43,84.00,82.81,81.41,75.98,65.83,49.44,31.52,8.03,67.28,8.95,49.32,88.88,93.69,96.20,94.04,91.86,82.97,68.69,45.36,11.95,49.19,10.19,55.48,80.11,74.48,69.55,68.76,60.22,48.88,30.70,18.29,4.23,3.78,9.42,9.31,5.65,3.80,2.91,2.67,2.24,2.59,2.30,1.72,0.00,3.96,10.79,11.67,5.96,3.73,3.24,3.15,2.26,2.68,3.13,2.22,0.00,3.54,8.14,7.51,5.31,3.90,2.45,2.01,2.20,2.45,0.50,0.54,0.00
2007M03,58.20,9.09,52.71,84.57,84.31,82.91,81.63,75.84,65.65,49.76,32.07,8.11,67.37,9.65,50.45,88.18,94.01,95.80,94.74,91.51,82.24,68.70,46.07,12.00,49.22,8.49,54.66,81.05,74.82,70.16,68.52,60.22,49.25,31.30,18.76,4.34,3.94,10.31,10.19,5.75,3.74,3.12,3.00,2.40,2.34,2.42,1.70,0.00,4.13,13.86,13.02,6.26,3.84,3.22,3.35,2.40,2.47,2.54,2.32,0.00,3.68,5.98,7.93,5.21,3.61,3.00,2.51,2.41,2.12,2.17,0.26,0.00
2007M04,58.09,8.84,51.92,84.94,84.48,82.95,81.51,75.30,65.31,49.71,31.91,8.14,67.16,9.41,48.55,87.86,93.99,95.50,94.04,91.20,82.67,69.38,45.83,11.89,49.21,8.23,54.86,82.09,75.15,70.54,68.98,59.42,48.17,30.42,18.70,4.51,3.83,8.56,9.69,5.90,3.85,2.87,3.08,2.28,2.14,2.20,1.35,0.00,4.00,11.32,11.83,6.90,3.89,2.79,3.46,2.52,2.18,2.19,1.82,0.00,3.60,5.22,8.03,4.86,3.79,2.97,2.56,1.92,2.08,2.24,0.25,0.00
2007M05,58.14,8.71,51.83,84.99,84.54,83.32,81.75,75.31,65.45,49.87,31.67,8.12,67.12,8.49,48.50,88.55,94.50,94.86,93.63,91.40,82.83,69.10,45.49,12.18,49.35,8.94,54.75,81.52,74.77,71.92,69.85,59.25,48.21,31.05,18.59,4.20,3.87,8.54,9.85,6.17,3.81,2.93,3.13,2.26,2.20,1.86,1.34,0.05,3.99,6.77,11.67,7.21,3.72,3.10,3.55,2.43,2.61,1.55,1.32,0.06,3.71,10.31,8.44,5.07,3.91,2.70,2.55,2.00,1.49,2.54,1.39,0.00
2007M06,58.14,8.96,51.98,84.68,84.51,83.27,81.45,75.51,65.71,49.72,31.75,8.15,67.11,8.00,48.44,88.82,95.19,94.91,93.98,90.64,83.49,67.41,45.52,12.31,49.37,9.98,55.08,80.65,74.05,71.77,68.88,60.44,48.09,32.44,18.72,4.13,3.96,12.63,10.41,6.11,3.93,2.78,2.85,2.38,2.42,1.88,1.16,0.63,4.11,9.36,10.24,7.23,3.88,2.97,3.69,2.65,3.16,2.23,1.29,0.73,3.75,15.40,10.54,4.91,3.99,2.54,1.70,1.97,1.15,1.16,0.88,0.35
2007M07,58.45,10.97,53.19,84.74,84.41,83.10,81.53,76.04,65.70,49.65,31.95,8.13,67.54,11.17,49.05,88.31,94.56,95.83,94.69,90.66,84.27,66.68,47.80,11.76,49.57,10.76,56.83,81.26,74.47,70.53,68.31,61.50,47.37,33.02,16.88,4.64,4.03,12.94,11.00,6.19,3.87,2.60,2.93,2.60,2.21,2.03,0.73,0.11,4.10,13.30,9.34,6.88,4.45,2.53,3.38,3.37,2.70,2.49,0.91,0.15,3.93,12.55,12.24,5.46,3.15,2.68,2.29,1.47,1.36,1.11,0.22,0.00
2007M08,58.61,11.82,54.39,84.61,84.31,83.10,81.35,75.99,65.84,49.53,32.47,8.21,67.54,11.58,48.32,88.88,94.10,95.17,94.47,91.19,83.93,67.70,47.80,11.74,49.87,12.08,59.70,80.45,74.72,71.20,68.18,60.83,47.95,31.79,17.95,4.80,4.09,13.53,11.73,6.04,3.75,2.67,2.61,2.82,2.39,1.83,1.64,0.00,4.05,10.39,10.71,7.07,3.99,3.01,2.68,3.30,2.55,2.23,2.22,0.00,4.15,16.72,12.46,4.94,3.46,2.23,2.50,2.11,2.13,0.99,0.18,0.00
2007M09,58.24,10.32,53.17,84.09,84.42,83.30,81.14,75.44,65.74,49.31,32.23,8.25,67.10,9.70,46.98,88.28,93.76,94.41,94.36,90.54,83.44,68.89,46.15,12.55,49.58,10.97,58.60,80.03,75.28,72.36,67.90,60.38,48.22,30.15,19.02,4.11,3.99,13.15,12.04,5.60,3.93,2.90,2.57,2.60,2.40,1.53,0.80,0.00,4.00,8.58,12.80,5.97,3.81,3.66,3.46,2.90,2.52,1.62,1.15,0.00,3.98,17.43,11.51,5.20,4.09,1.94,1.33,2.16,2.18,1.33,0.00,0.00
2007M10,58.19,10.03,52.92,84.06,84.22,83.54,81.19,75.57,65.39,49.37,32.51,8.27,67.07,10.47,48.13,88.67,94.21,94.14,93.40,89.88,83.64,66.94,46.82,12.69,49.50,9.57,57.12,79.59,74.43,73.12,68.94,61.32,47.31,32.18,18.96,4.04,3.92,12.00,11.47,5.65,4.00,2.70,2.75,2.52,2.38,1.41,0.95,0.21,4.11,11.94,12.83,6.06,3.97,3.54,3.08,3.28,2.88,1.20,1.36,0.28,3.67,12.06,10.47,5.20,4.03,1.63,2.30,1.41,1.52,1.83,0.00,0.00
2007M11,58.25,9.92,53.26,84.71,84.58,83.30,81.39,75.29,65.04,49.95,32.48,8.23,67.11,10.37,49.06,89.04,94.05,95.07,93.51,90.07,83.22,67.18,46.46,11.71,49.60,9.44,56.95,80.50,75.28,71.72,69.24,60.56,47.07,33.16,19.17,4.89,3.87,10.54,11.33,5.73,3.90,2.48,2.80,2.56,2.02,1.88,1.52,0.10,4.13,11.85,11.12,6.47,4.61,3.34,2.70,3.51,2.46,1.89,1.75,0.14,3.54,9.00,11.49,4.93,3.04,1.36,2.94,1.14,1.26,1.85,0.99,0.00
2007M12,58.34,9.97,53.33,85.24,84.82,83.17,81.53,75.20,65.42,50.34,32.73,7.98,67.20,10.73,49.55,88.62,94.25,95.60,94.21,90.02,82.43,68.34,46.73,11.12,49.69,9.16,56.64,81.96,75.55,70.94,68.84,60.40,48.67,32.81,19.34,4.97,3.83,9.97,10.76,5.79,3.83,2.41,2.75,2.72,2.08,1.97,1.43,0.10,4.07,10.01,12.24,6.01,4.12,3.05,3.05,3.49,2.56,2.19,1.47,0.07,3.53,9.91,9.62,5.56,3.47,1.57,2.33,1.57,1.29,1.54,1.35,0.17
2008M01,58.32,9.71,52.96,84.84,84.75,83.14,81.63,75.69,65.90,50.58,32.38,8.00,67.19,10.54,50.07,88.63,94.14,95.49,94.56,90.36,82.02,68.43,45.28,11.33,49.65,8.84,55.49,81.16,75.55,70.95,68.69,61.10,50.05,33.14,20.08,4.82,3.80,8.95,10.23,5.70,3.95,2.50,2.63,2.84,2.18,2.13,1.46,0.07,4.08,7.89,12.56,5.96,4.11,3.05,3.33,3.26,2.70,2.20,1.83,0.10,3.43,10.29,8.39,5.42,3.76,1.78,1.67,2.22,1.33,1.98,0.66,0.00
2008M02,58.11,9.29,52.15,84.13,84.51,83.36,81.63,75.71,65.77,50.61,31.93,8.07,67.06,9.49,49.07,87.65,93.41,95.17,94.35,91.69,81.92,69.26,46.27,11.63,49.37,9.07,54.86,80.71,75.77,71.71,68.87,59.84,49.84,32.49,18.31,4.68,3.94,8.90,10.81,5.81,3.87,2.95,2.56,2.99,2.29,2.28,1.89,0.13,4.25,7.22,13.08,6.48,4.36,3.31,3.11,3.42,2.57,2.79,2.07,0.19,3.52,10.78,9.03,5.10,3.29,2.47,1.79,2.34,1.84,1.23,1.46,0.00
2008M03,58.18,9.31,52.21,84.13,84.60,83.64,81.65,75.70,66.04,50.82,31.90,8.16,67.21,9.34,49.02,87.85,94.04,95.61,94.74,90.60,82.45,69.15,47.64,11.78,49.37,9.27,55.01,80.49,75.35,71.86,68.53,60.85,49.90,33.02,16.97,4.71,3.86,9.26,11.09,5.92,3.55,2.81,2.38,2.73,2.40,2.36,1.50,0.25,4.15,10.13,12.75,6.46,4.15,3.05,2.94,3.17,2.69,2.84,1.80,0.25,3.48,8.32,9.79,5.34,2.83,2.50,1.61,2.08,1.92,1.39,0.69,0.23
2008M04,58.19,9.12,51.26,84.35,85.04,83.83,81.68,76.04,65.89,50.87,32.02,8.08,67.00,9.35,48.24,87.34,93.83,95.00,94.94,90.14,82.64,70.39,46.59,11.42,49.58,8.88,53.97,81.44,76.43,72.84,68.42,61.99,49.41,31.86,18.18,4.89,3.81,8.05,10.85,6.03,3.71,2.62,2.33,2.89,2.40,2.05,1.01,0.10,4.03,7.27,12.78,6.48,4.05,2.70,2.81,3.42,2.76,2.46,1.42,0.00,3.52,8.91,9.29,5.57,3.31,2.52,1.66,2.11,1.81,1.16,0.00,0.31
2008M05,58.25,9.10,51.61,84.42,84.81,84.11,81.84,76.12,65.96,51.01,32.14,8.03,67.00,9.26,48.31,87.15,94.87,94.77,93.95,90.84,82.35,69.99,45.87,11.80,49.72,8.92,54.49,81.78,74.97,73.60,69.73,61.49,49.83,32.56,19.13,4.44,3.84,9.47,10.53,6.22,3.66,2.74,2.51,2.74,2.19,2.24,1.03,0.23,3.96,10.24,12.24,7.14,3.90,3.15,2.52,3.04,2.38,1.99,0.69,0.23,3.67,8.63,9.20,5.28,3.37,2.22,2.50,2.31,1.88,2.75,1.80,0.21
2008M06,58.26,9.22,50.84,84.99,84.48,84.24,81.89,76.04,66.07,51.18,32.00,8.10,67.01,9.39,48.16,87.94,95.42,96.23,93.01,90.49,81.71,68.49,45.66,12.11,49.71,9.05,53.26,82.13,73.77,72.44,70.75,61.64,50.67,34.34,19.04,4.29,3.95,12.22,11.29,6.17,3.61,2.94,2.63,2.51,2.27,2.44,0.55,0.72,4.12,11.72,10.79,6.92,4.32,3.53,3.02,3.05,2.62,2.02,0.58,0.98,3.73,12.75,11.70,5.40,2.70,2.18,2.12,1.70,1.72,3.26,0.48,0.00
2008M07,58.39,10.75,51.95,85.30,84.43,84.00,81.63,76.14,66.10,50.88,31.18,7.91,67.26,11.45,48.39,88.56,94.26,95.86,93.42,90.71,83.02,69.49,44.19,11.57,49.73,10.00,55.17,82.13,74.80,72.33,69.83,61.61,49.42,32.83,18.84,4.43,4.06,12.09,12.87,6.28,3.74,2.75,2.64,2.36,2.44,2.01,0.48,0.26,4.24,14.42,10.31,7.48,4.23,3.33,3.02,3.09,2.97,2.29,0.62,0.36,3.83,9.28,14.89,5.02,3.13,1.99,2.14,1.29,1.58,1.43,0.17,0.00
2008M08,58.53,11.59,52.58,85.74,84.42,84.00,81.38,76.18,66.17,50.50,31.24,8.05,67.34,11.29,47.27,89.10,93.30,95.40,94.69,91.20,83.77,69.53,45.53,11.23,49.93,11.90,57.39,82.49,75.73,72.80,68.07,61.20,48.79,32.03,17.69,5.03,4.14,13.51,13.30,6.58,3.59,2.76,2.57,2.08,2.59,1.93,1.32,0.08,4.21,14.23,11.71,7.67,3.74,3.33,3.02,2.11,3.45,2.31,1.67,0.12,4.06,12.78,14.49,5.44,3.41,2.03,1.95,2.05,1.13,1.12,0.48,0.00
2008M09,58.22,10.25,51.16,85.46,84.78,83.94,81.29,76.17,65.66,50.23,31.50,8.09,67.03,10.95,47.01,88.03,93.74,95.57,94.03,90.89,83.45,68.16,45.81,11.37,49.62,9.51,54.93,82.97,76.01,72.52,68.54,61.46,48.12,32.82,17.94,5.00,4.27,14.72,13.08,6.53,3.94,3.05,2.50,2.52,2.69,2.18,1.71,0.17,4.37,13.42,13.08,7.62,4.06,3.00,3.00,2.86,3.17,2.76,2.25,0.25,4.14,16.28,13.08,5.41,3.80,3.11,1.81,2.01,1.88,1.00,0.42,0.00
