期間,利率有關契約_原始值,利率有關契約_年增率(%),利率有關契約-店頭市場_原始值,利率有關契約-店頭市場_年增率(%),利率有關契約-店頭市場-遠期利率協議_原始值,利率有關契約-店頭市場-遠期利率協議_年增率(%),利率有關契約-店頭市場-換利_原始值,利率有關契約-店頭市場-換利_年增率(%),利率有關契約-店頭市場-買入選擇權_原始值,利率有關契約-店頭市場-買入選擇權_年增率(%),利率有關契約-店頭市場-賣出選擇權_原始值,利率有關契約-店頭市場-賣出選擇權_年增率(%),利率有關契約-交易所_原始值,利率有關契約-交易所_年增率(%),利率有關契約-交易所-期貨-長部位_原始值,利率有關契約-交易所-期貨-長部位_年增率(%),利率有關契約-交易所-期貨-短部位_原始值,利率有關契約-交易所-期貨-短部位_年增率(%),利率有關契約-交易所-買入選擇權_原始值,利率有關契約-交易所-買入選擇權_年增率(%),利率有關契約-交易所-賣出選擇權_原始值,利率有關契約-交易所-賣出選擇權_年增率(%),匯率有關契約_原始值,匯率有關契約_年增率(%),匯率有關契約-店頭市場_原始值,匯率有關契約-店頭市場_年增率(%),匯率有關契約-店頭市場-遠期契約_原始值,匯率有關契約-店頭市場-遠期契約_年增率(%),匯率有關契約-店頭市場-換匯_原始值,匯率有關契約-店頭市場-換匯_年增率(%),匯率有關契約-店頭市場-換匯換利_原始值,匯率有關契約-店頭市場-換匯換利_年增率(%),匯率有關契約-店頭市場-買入選擇權_原始值,匯率有關契約-店頭市場-買入選擇權_年增率(%),匯率有關契約-店頭市場-賣出選擇權_原始值,匯率有關契約-店頭市場-賣出選擇權_年增率(%),匯率有關契約-交易所_原始值,匯率有關契約-交易所_年增率(%),匯率有關契約-交易所-期貨-長部位_原始值,匯率有關契約-交易所-期貨-長部位_年增率(%),匯率有關契約-交易所-期貨-期貨-短部位_原始值,匯率有關契約-交易所-期貨-期貨-短部位_年增率(%),匯率有關契約-交易所-期貨-買入選擇權_原始值,匯率有關契約-交易所-期貨-買入選擇權_年增率(%),匯率有關契約-交易所-期貨-賣出選擇權_原始值,匯率有關契約-交易所-期貨-賣出選擇權_年增率(%),權益證券有關契約_原始值,權益證券有關契約_年增率(%),權益證券有關契約-店頭市場_原始值,權益證券有關契約-店頭市場_年增率(%),權益證券有關契約-交易所_原始值,權益證券有關契約-交易所_年增率(%),商品有關契約_原始值,商品有關契約_年增率(%),商品有關契約-店頭市場_原始值,商品有關契約-店頭市場_年增率(%),商品有關契約-交易所_原始值,商品有關契約-交易所_年增率(%),小計(利率、匯率、權益證券與商品有關契約)_原始值,小計(利率、匯率、權益證券與商品有關契約)_年增率(%),信用有關契約_原始值,信用有關契約_年增率(%),信用有關契約-信用違約交換_原始值,信用有關契約-信用違約交換_年增率(%),信用有關契約-買入信用違約選擇權_原始值,信用有關契約-買入信用違約選擇權_年增率(%),信用有關契約-賣出信用違約選擇權_原始值,信用有關契約-賣出信用違約選擇權_年增率(%),信用有關契約-其他_原始值,信用有關契約-其他_年增率(%),其他有關契約_原始值,其他有關契約_年增率(%),其他有關契約-遠期契約_原始值,其他有關契約-遠期契約_年增率(%),其他有關契約-交換_原始值,其他有關契約-交換_年增率(%),其他有關契約-選擇權_原始值,其他有關契約-選擇權_年增率(%),總計_原始值,總計_年增率(%)
2002M12,"188,124",118.49,"168,537",95.87,"38,640",18.08,"115,206",121.28,"11,551","2,400.22","3,140",292.99,"19,587","34,876.79","6,870","24,435.71","12,717","45,317.86",0,--,0,--,"1,495,026",30.11,"1,495,026",30.11,"347,897",8.79,"702,721",44.34,"11,445",3.63,"216,748",28.62,"216,215",32.73,0,--,0,--,0,--,0,--,0,--,0,-100.00,0,-100.00,0,--,0,--,0,--,0,--,"1,683,150",36.21,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"1,683,150",36.21
2003M01,"302,827",19.15,"259,906",8.61,"34,610",-62.08,"186,222",44.98,"28,007",192.01,"11,067",10.71,"42,921",188.82,"22,415",73.22,"20,506",967.46,0,--,0,--,"1,756,163",35.45,"1,756,163",35.45,"430,428",49.67,"746,250",40.60,"34,230",-17.81,"268,282",25.15,"276,973",24.63,0,--,0,--,0,--,0,--,0,--,"2,709",--,"2,709",--,0,--,"33,475","20,311.59","33,475","20,311.59",0,--,"2,095,174",35.09,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"2,095,174",35.09
2003M02,"293,033",164.04,"257,736",132.49,"30,912",-43.97,"169,020",242.83,"42,276","1,194.43","15,528",398.33,"35,297","28,831.97","27,117","44,354.10","8,180","13,309.84",0,--,0,--,"1,361,716",34.70,"1,361,716",34.70,"299,767",5.95,"554,770",28.92,"68,087",258.64,"211,735",49.95,"227,357",65.31,0,--,0,--,0,--,0,--,0,--,"2,773",203.72,"2,773",203.72,0,--,"1,094",-87.75,"1,094",-87.75,0,--,"1,658,616",46.55,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"1,658,616",46.55
2003M03,"482,424",84.68,"340,843",31.45,"114,715",-3.51,"198,990",51.40,"15,819",231.01,"11,319",170.14,"141,581","7,220.63","75,146","50,333.56","66,435","3,621.85",0,--,0,--,"1,693,392",29.14,"1,693,392",29.14,"388,526",32.73,"687,111",15.98,"51,805",459.69,"274,134",30.96,"291,816",40.64,0,--,0,--,0,--,0,--,0,--,"4,484",-15.76,"3,622",-31.96,862,--,"1,434",--,"1,434",--,0,--,"2,181,734",38.28,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"2,181,734",38.28
2003M04,"555,042",100.78,"402,056",49.21,"49,840",-26.94,"248,865",52.51,"53,620",102.22,"49,731",330.61,"152,986","2,088.64","67,621","2,269.34","85,365","1,963.95",0,--,0,--,"1,789,986",30.48,"1,789,986",30.48,"393,496",7.92,"840,882",71.26,"34,599",109.18,"243,369",-3.49,"277,640",12.16,0,--,0,--,0,--,0,--,0,--,"3,776",28.92,"2,126",-27.42,"1,650",--,764,-52.13,764,-52.13,0,--,"2,349,568",42.15,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"2,349,568",42.15
2003M05,"391,186",8.83,"282,049",-19.74,"57,925",-21.76,"186,750",-6.53,"19,512",-49.17,"17,862",-54.44,"109,137","1,262.00","62,813","8,860.49","46,324",533.53,0,--,0,--,"2,077,604",43.66,"2,077,604",43.66,"418,292",-1.02,"926,505",75.35,"26,896",87.25,"355,779",49.62,"350,132",44.05,0,--,0,--,0,--,0,--,0,--,"4,594",412.72,"2,455",174.00,"2,139",--,144,-93.41,144,-93.41,0,--,"2,473,528",36.76,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"2,473,528",36.76
2003M06,"433,023",82.13,"355,908",56.75,"100,899",-5.75,"229,641",123.83,"16,809",31.40,"8,559",85.62,"77,115",620.90,"29,384",361.29,"47,731","1,003.10",0,--,0,--,"1,980,560",18.65,"1,980,560",18.65,"386,919",-2.09,"1,038,266",28.73,"37,958",192.66,"252,203",9.05,"265,214",18.80,0,--,0,--,0,--,0,--,0,--,"9,230","1,360.44","1,463",131.49,"7,767",--,"8,306",233.31,"8,306",233.31,0,--,"2,431,119",27.28,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"2,431,119",27.28
2003M07,"513,121",24.44,"434,085",41.25,"40,878",-71.31,"301,573",110.65,"51,651",192.23,"39,983",897.08,"79,036",-24.74,"31,477",-42.39,"47,559",-5.61,0,--,0,--,"2,140,784",4.69,"2,140,784",4.69,"463,010",-11.90,"948,011",6.85,"66,749",69.41,"319,116",8.92,"343,898",14.73,0,-100.00,0,-100.00,0,-100.00,0,--,0,--,"12,151",763.00,"2,986",112.07,"9,165",--,"10,310",64.43,"10,310",228.87,0,-100.00,"2,676,366",8.58,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"2,676,366",8.58
2003M08,"655,708",63.25,"497,627",67.24,"64,310",-53.36,"342,741",156.73,"43,290",111.01,"47,286",739.15,"158,081",51.85,"76,834",37.69,"81,247",68.20,0,--,0,--,"1,992,341",49.56,"1,992,341",49.56,"453,562",35.31,"913,215",45.58,"33,453",-8.97,"295,185",75.18,"296,926",80.62,0,--,0,--,0,--,0,--,0,--,"4,616",249.17,"1,673",26.55,"2,943",--,"22,265",152.21,"22,265",152.21,0,--,"2,674,930",53.38,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"2,674,930",53.38
2003M09,"439,052",47.68,"363,788",61.56,"75,288",-31.90,"240,951",141.05,"38,417",264.07,"9,132",122.89,"75,264",4.35,"36,271",-4.86,"38,993",14.68,0,--,0,--,"2,872,861",116.66,"2,872,861",116.66,"705,448",118.98,"1,292,321",130.50,"35,731",74.83,"417,405",99.03,"421,956",98.09,0,--,0,--,0,--,0,--,0,--,"2,043",-54.14,"1,949",-56.25,94,--,"26,890",82.03,"26,890",82.03,0,--,"3,340,846",103.40,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"3,340,846",103.40
2003M10,"373,345",5.65,"305,517",11.12,"52,621",-43.13,"213,716",39.81,"28,988",10.08,"10,192",217.11,"67,828",-13.53,"33,729",-8.49,"34,099",-18.00,0,--,0,--,"3,198,434",103.30,"3,198,434",103.30,"751,195",93.02,"1,598,232",136.77,"38,812",12.76,"404,088",69.95,"406,107",71.47,0,--,0,--,0,--,0,--,0,--,"3,414",340.52,"3,414",340.52,0,--,"2,302",-75.57,"2,302",-75.57,0,--,"3,577,495",84.71,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"3,577,495",84.71
2003M11,"342,269",6.30,"305,242",1.31,"55,132",448.52,"227,143",3.79,"15,702",-65.81,"7,265",-72.54,"37,027",79.03,"8,782",-24.98,"28,245",214.67,0,--,0,--,"2,186,373",50.67,"2,186,373",50.67,"556,833",53.03,"1,104,187",67.60,"46,485",36.88,"238,787",19.60,"240,081",23.23,0,--,0,--,0,--,0,--,0,--,"5,774",832.79,"5,579",801.29,195,--,"17,244",212.11,"17,244",212.11,0,--,"2,551,660",43.41,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"2,551,660",43.41
2003M12,"284,503",51.23,"240,413",42.65,"22,766",-41.08,"197,960",71.83,"14,732",27.54,"4,955",57.80,"44,090",125.10,"31,058",352.08,"13,032",2.48,0,--,0,--,"2,293,359",53.40,"2,293,359",53.40,"547,390",57.34,"1,097,969",56.25,"40,704",255.65,"303,612",40.08,"303,684",40.45,0,--,0,--,0,--,0,--,0,--,"2,100",--,"1,515",--,585,--,"1,650",--,"1,650",--,0,--,"2,581,612",53.38,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"2,581,612",53.38
2004M01,"438,537",44.81,"397,605",52.98,"13,857",-59.96,"239,236",28.47,"22,654",-19.11,"121,858","1,001.09","40,932",-4.63,"19,647",-12.35,"21,285",3.80,0,--,0,--,"3,215,357",83.09,"3,215,357",83.09,"724,533",68.33,"1,046,370",40.22,"16,338",-52.27,"714,819",166.44,"713,297",157.53,0,--,0,--,0,--,0,--,0,--,"5,067",87.04,"4,751",75.38,316,--,"27,384",-18.20,"27,384",-18.20,0,--,"3,686,345",75.94,450,--,450,--,0,--,0,--,0,--,-,--,-,--,-,--,-,--,"3,686,795",75.97
2004M02,"569,093",94.21,"540,029",109.53,"17,471",-43.48,"386,536",128.69,"74,274",75.69,"61,748",297.66,"29,064",-17.66,"6,196",-77.15,"22,868",179.56,0,--,0,--,"3,440,014",152.62,"3,440,014",152.62,"935,900",212.21,"1,297,556",133.89,"51,658",-24.13,"582,143",174.94,"572,757",151.92,0,--,0,--,0,--,0,--,0,--,"17,738",539.67,"6,221",124.34,"11,517",--,34,-96.89,34,-96.89,0,--,"4,026,879",142.79,866,--,799,--,67,--,0,--,0,--,-,--,-,--,-,--,-,--,"4,027,745",142.84
2004M03,"558,424",15.75,"521,074",52.88,"28,650",-75.03,"420,362",111.25,"31,402",98.51,"40,660",259.22,"37,350",-73.62,"9,386",-87.51,"27,964",-57.91,0,--,0,--,"3,365,183",98.72,"3,365,183",98.72,"886,166",128.08,"1,453,368",111.52,"41,534",-19.83,"495,495",80.75,"488,620",67.44,0,--,0,--,0,--,0,--,0,--,"34,175",662.15,"10,500",189.90,"23,675","2,646.52","20,562","1,333.89","20,562","1,333.89",0,--,"3,978,344",82.35,"1,687",--,"1,571",--,116,--,0,--,0,--,-,--,-,--,-,--,-,--,"3,980,031",82.43
2004M04,"1,237,593",122.97,"1,210,009",200.96,"41,051",-17.63,"552,119",121.85,"218,098",306.75,"398,741",701.80,"27,584",-81.97,"15,295",-77.38,"12,289",-85.60,0,--,0,--,"3,652,758",104.07,"3,652,758",104.07,"959,643",143.88,"1,704,670",102.72,"52,092",50.56,"470,140",93.18,"466,213",67.92,0,--,0,--,0,--,0,--,0,--,"30,631",711.20,"4,935",132.13,"25,696","1,457.33","17,044","2,130.89","17,044","2,130.89",0,--,"4,938,026",110.17,"1,477",--,"1,444",--,33,--,0,--,0,--,-,--,-,--,-,--,-,--,"4,939,503",110.23
2004M05,"840,842",114.95,"782,253",177.35,"33,518",-42.14,"536,286",187.17,"129,026",561.26,"83,423",367.04,"58,589",-46.32,"31,088",-50.51,"27,401",-40.85,33,--,67,--,"3,648,958",75.63,"3,648,958",75.63,"769,979",84.08,"1,965,986",112.19,"45,431",68.91,"440,538",23.82,"427,024",21.96,0,--,0,--,0,--,0,--,0,--,"7,145",55.53,"3,405",38.70,"3,740",74.85,"24,144","16,666.67","24,144","16,666.67",0,--,"4,521,089",82.78,"2,658",--,"2,558",--,100,--,0,--,0,--,-,--,-,--,-,--,-,--,"4,523,747",82.89
2004M06,"784,338",81.13,"627,131",76.21,"69,883",-30.74,"466,767",103.26,"51,684",207.48,"38,797",353.29,"157,207",103.86,"68,195",132.08,"89,012",86.49,0,--,0,--,"3,434,169",73.39,"3,434,169",73.39,"725,333",87.46,"1,844,743",77.68,"48,640",28.14,"413,776",64.06,"401,677",51.45,0,--,0,--,0,--,0,--,0,--,"3,741",-59.47,"3,559",143.27,182,-97.66,"20,935",152.05,"20,935",152.05,0,--,"4,243,183",74.54,"2,294",--,"1,194",--,"1,100",--,0,--,0,--,-,--,-,--,-,--,-,--,"4,245,477",74.63
2004M07,"686,939",33.87,"480,181",10.62,"61,671",50.87,"357,371",18.50,"19,993",-61.29,"41,146",2.91,"206,758",161.60,"101,576",222.70,"105,182",121.16,0,--,0,--,"3,275,781",53.02,"3,275,781",53.02,"763,334",64.86,"1,644,640",73.48,"28,836",-56.80,"426,267",33.58,"412,704",20.01,0,--,0,--,0,--,0,--,0,--,"25,497",109.83,"4,882",63.50,"20,615",124.93,0,-100.00,0,-100.00,0,--,"3,988,217",49.02,"3,206",--,6,--,"3,200",--,0,--,0,--,-,--,-,--,-,--,-,--,"3,991,423",49.14
2004M08,"802,173",22.34,"421,987",-15.20,"50,444",-21.56,"296,515",-13.49,"20,944",-51.62,"54,084",14.38,"380,186",140.50,"159,799",107.98,"220,387",171.26,0,--,0,--,"2,958,146",48.48,"2,958,146",48.48,"631,613",39.26,"1,570,824",72.01,"30,792",-7.95,"376,113",27.42,"348,804",17.47,0,--,0,--,0,--,0,--,0,--,"9,787",112.02,"3,552",112.31,"6,235",111.86,"50,382",126.28,"50,382",126.28,0,--,"3,820,488",42.83,"6,577",--,877,--,"5,700",--,0,--,0,--,-,--,-,--,-,--,-,--,"3,827,065",43.07
2004M09,"819,943",86.75,"627,526",72.50,"159,124",111.35,"323,400",34.22,"64,858",68.83,"80,144",777.62,"192,417",155.66,"101,474",179.77,"90,943",133.23,0,--,0,--,"3,252,826",13.23,"3,252,826",13.23,"815,337",15.58,"1,536,949",18.93,"49,122",37.48,"430,322",3.09,"421,096",-0.20,0,--,0,--,0,--,0,--,0,--,"3,122",52.81,"1,400",-28.17,"1,722","1,731.91","1,048",-96.10,"1,048",-96.10,0,--,"4,076,939",22.03,"6,093",--,"5,943",--,0,--,0,--,150,--,-,--,-,--,-,--,-,--,"4,083,032",22.22
2004M10,"477,030",27.77,"414,066",35.53,"40,512",-23.01,"301,524",41.09,"41,375",42.73,"30,655",200.78,"62,964",-7.17,"35,762",6.03,"27,202",-20.23,0,--,0,--,"3,303,162",3.27,"3,303,162",3.27,"709,279",-5.58,"1,502,777",-5.97,"48,290",24.42,"514,846",27.41,"527,970",30.01,0,--,0,--,0,--,0,--,0,--,"1,617",-52.64,665,-80.52,952,--,"36,672","1,493.05","36,672","1,493.05",0,--,"3,818,481",6.74,764,--,67,--,0,--,0,--,697,--,-,--,-,--,-,--,-,--,"3,819,245",6.76
2004M11,"765,903",123.77,"710,111",132.64,"118,864",115.60,"385,240",69.60,"122,395",679.49,"83,612","1,050.89","55,792",50.68,"27,859",217.23,"27,933",-1.10,0,--,0,--,"3,639,055",66.44,"3,638,802",66.43,"948,621",70.36,"1,595,928",44.53,"103,173",121.95,"501,116",109.86,"489,964",104.08,253,--,0,--,253,--,0,--,0,--,"1,834",-68.24,631,-88.69,"1,203",516.92,"36,139",109.57,"36,139",109.57,0,--,"4,442,931",74.12,"1,019",--,"1,019",--,0,--,0,--,0,--,-,--,-,--,-,--,-,--,"4,443,950",74.16
2004M12,"700,770",146.31,"644,353",168.02,"86,302",279.08,"421,504",112.92,"80,107",443.76,"56,440","1,039.05","56,417",27.96,"35,711",14.98,"20,706",58.89,0,--,0,--,"3,924,629",71.13,"3,924,629",71.13,"898,933",64.22,"1,805,528",64.44,"71,863",76.55,"585,589",92.87,"562,716",85.30,0,--,0,--,0,--,0,--,0,--,965,-54.05,500,-67.00,465,-20.51,0,-100.00,0,-100.00,0,--,"4,626,364",79.20,379,--,379,--,0,--,0,--,0,--,-,--,-,--,-,--,-,--,"4,626,743",79.22
2005M01,"653,447",49.01,"590,980",48.63,"87,837",533.88,"356,155",48.87,"64,688",185.55,"82,300",-32.46,"62,467",52.61,"38,458",95.74,"23,755",11.60,127,--,127,--,"3,253,385",1.18,"3,253,385",1.18,"753,602",4.01,"1,648,847",57.58,"75,729",363.51,"379,720",-46.88,"395,487",-44.56,0,--,0,--,0,--,0,--,0,--,"13,295",162.38,"9,237",94.42,"4,058","1,184.18",34,-99.88,34,-99.88,0,--,"3,920,161",6.34,609,35.33,609,35.33,0,--,0,--,0,--,0,--,0,--,0,--,0,--,"3,920,770",6.35
2005M02,"411,101",-27.76,"363,802",-32.63,"51,092",192.44,"209,878",-45.70,"48,828",-34.26,"54,004",-12.54,"47,299",62.74,"35,563",473.97,"11,736",-48.68,0,--,0,--,"2,401,830",-30.18,"2,401,830",-30.18,"640,628",-31.55,"1,233,119",-4.97,"64,318",24.51,"232,159",-60.12,"231,606",-59.56,0,--,0,--,0,--,0,--,0,--,"4,893",-72.42,"2,544",-59.11,"2,349",-79.60,"21,972","64,523.53","21,972","64,523.53",0,--,"2,839,796",-29.48,289,-66.63,289,-63.83,0,-100.00,0,--,0,--,0,--,0,--,0,--,0,--,"2,840,085",-29.49
