期間,遷入-合計_原始值,遷入-合計_年增率(%),遷入-自外國_原始值,遷入-自外國_年增率(%),遷入-新北市_原始值,遷入-新北市_年增率(%),遷入-臺北市_原始值,遷入-臺北市_年增率(%),遷入-臺中市_原始值,遷入-臺中市_年增率(%),遷入-臺南市_原始值,遷入-臺南市_年增率(%),遷入-高雄市_原始值,遷入-高雄市_年增率(%),遷入-臺灣省_原始值,遷入-臺灣省_年增率(%),遷入-福建省_原始值,遷入-福建省_年增率(%),遷入-其他省市_原始值,遷入-其他省市_年增率(%),遷入-自本省他縣市_原始值,遷入-自本省他縣市_年增率(%),遷入-自本縣市他鄉鎮市區_原始值,遷入-自本縣市他鄉鎮市區_年增率(%),遷入-初設戶籍_原始值,遷入-初設戶籍_年增率(%),遷入-其他_原始值,遷入-其他_年增率(%),遷出-合計_原始值,遷出-合計_年增率(%),遷出-往外國_原始值,遷出-往外國_年增率(%),遷出-新北市_原始值,遷出-新北市_年增率(%),遷出-臺北市_原始值,遷出-臺北市_年增率(%),遷出-臺中市_原始值,遷出-臺中市_年增率(%),遷出-臺南市_原始值,遷出-臺南市_年增率(%),遷出-高雄市_原始值,遷出-高雄市_年增率(%),遷出-臺灣省_原始值,遷出-臺灣省_年增率(%),遷出-福建省_原始值,遷出-福建省_年增率(%),遷出-其他省市_原始值,遷出-其他省市_年增率(%),遷出-自本省他縣市_原始值,遷出-自本省他縣市_年增率(%),遷出-自本縣市他鄉鎮市區_原始值,遷出-自本縣市他鄉鎮市區_年增率(%),遷出-廢止戶籍_原始值,遷出-廢止戶籍_年增率(%),遷出-其他_原始值,遷出-其他_年增率(%),鄉鎮區內住址變更人數 -遷入_原始值,鄉鎮區內住址變更人數 -遷入_年增率(%),鄉鎮區內住址變更人數 -遷出_原始值,鄉鎮區內住址變更人數 -遷出_年增率(%),淨遷入_原始值,淨遷入_年增率(%)
2008M05,"112,005",-3.80,"3,588",-24.53,-,--,"8,559",-3.30,-,--,-,--,"4,237",-0.80,"11,858",0.41,236,-17.48,1,--,"33,673",-1.84,"47,768",-3.71,"2,072",-18.30,13,44.44,"110,578",-2.52,"4,204",-0.31,-,--,"7,626",2.07,-,--,-,--,"4,317",-0.80,"12,472",-2.90,475,-13.95,0,--,"33,664",-1.87,"47,771",-3.74,29,--,20,-67.74,"60,001",-2.40,"60,001",-2.40,"1,427",-
2008M06,"109,144",4.36,"4,094",-13.59,-,--,"8,486",12.79,-,--,-,--,"3,613",-2.88,"11,192",4.26,306,58.55,0,--,"32,304",4.76,"47,005",4.69,"2,139",11.06,5,-44.44,"106,635",5.51,"3,684",21.99,-,--,"7,365",7.85,-,--,-,--,"3,978",2.47,"11,841",8.05,414,-17.03,0,--,"32,310",4.77,"47,001",4.69,29,"2,800.00",13,-91.16,"56,653",8.71,"56,653",8.71,"2,509",-
2008M07,"105,227",-3.22,"4,782",-15.77,-,--,"9,019",5.67,-,--,-,--,"3,751",-3.85,"10,533",-9.63,442,76.80,3,200.00,"30,855",-3.76,"43,529",-1.15,"2,312",-11.15,1,-85.71,"103,029",-1.12,"4,817",32.44,-,--,"6,913",-2.29,-,--,-,--,"3,813",-16.60,"12,588",4.33,425,-32.32,0,--,"30,852",-3.76,"43,534",-1.16,52,--,35,-71.31,"55,183",3.45,"55,183",3.45,"2,198",-
2008M08,"107,463",-10.69,"3,401",-25.35,-,--,"8,896",-7.63,-,--,-,--,"4,118",-6.73,"10,383",-10.69,391,51.55,0,--,"33,944",-9.31,"44,452",-10.95,"1,868",-24.74,10,42.86,"107,307",-9.05,"5,013",8.51,-,--,"6,283",-12.47,-,--,-,--,"4,238",-6.65,"12,756",-6.13,482,-23.25,0,--,"33,959",-9.27,"44,439",-10.97,69,--,68,-19.05,"55,546",-5.52,"55,546",-5.52,156,-
2008M09,"107,602",11.44,"3,047",-11.58,-,--,"9,279",12.11,-,--,-,--,"4,070",25.04,"10,649",9.82,384,73.76,1,0.00,"30,511",14.81,"47,778",9.90,"1,878",17.60,5,-37.50,"109,735",14.17,"6,949",52.32,-,--,"6,841",14.76,-,--,-,--,"3,991",6.68,"13,112",16.97,441,-17.26,0,--,"30,516",14.84,"47,781",9.91,46,--,58,-7.94,"62,575",13.78,"62,575",13.78,"-2,133",-
2008M10,"89,186",6.82,"3,604",-15.83,-,--,"6,531",12.64,-,--,-,--,"3,204",5.81,"8,407",4.94,409,89.35,1,--,"26,745",11.55,"37,798",3.78,"2,475",41.03,12,200.00,"87,366",8.15,"4,190",28.29,-,--,"5,176",6.68,-,--,-,--,"3,200",7.42,"9,699",12.81,475,-24.36,0,--,"26,745",11.56,"37,797",3.77,44,--,40,-33.33,"49,357",2.04,"49,357",2.04,"1,820",-
2008M11,"92,788",22.31,"3,609",-12.45,-,--,"6,764",32.39,-,--,-,--,"3,369",24.32,"8,413",10.83,348,93.33,1,--,"28,404",26.80,"39,911",24.27,"1,958",20.27,11,57.14,"91,274",25.24,"3,983",46.27,-,--,"5,036",9.34,-,--,-,--,"3,302",16.84,"9,985",32.16,571,-4.19,0,--,"28,400",26.76,"39,911",24.29,41,--,45,-22.41,"53,450",24.20,"53,450",24.20,"1,514",-
2008M12,"109,193",41.71,"6,096",17.98,-,--,"7,802",48.16,-,--,-,--,"3,916",50.62,"10,234",40.71,351,148.94,0,--,"34,165",53.19,"43,890",37.06,"2,725",19.83,14,55.56,"103,272",43.60,"2,815",24.78,-,--,"6,277",38.99,-,--,-,--,"3,860",45.39,"11,470",50.76,695,38.72,0,--,"34,164",53.22,"43,888",37.04,53,--,50,-13.79,"56,958",33.14,"56,958",33.14,"5,921",-
2009M01,"69,339",-20.24,"4,070",0.27,-,--,"4,628",-20.36,-,--,-,--,"2,366",-27.73,"5,847",-30.87,171,11.04,1,--,"19,300",-28.33,"26,675",-26.45,"6,263",217.76,18,125.00,"63,973",-24.08,"4,963",50.03,-,--,"3,598",-30.39,-,--,-,--,"2,191",-31.91,"6,840",-22.76,381,-15.14,0,--,"19,296",-28.35,"26,666",-26.47,17,--,21,-66.13,"35,682",-20.78,"35,682",-20.78,"5,366",-
2009M02,"120,686",51.05,"4,289",13.32,-,--,"8,119",57.53,-,--,-,--,"4,195",42.01,"11,382",50.99,323,30.24,2,0.00,"37,942",48.29,"50,608",53.02,"3,817",144.99,9,200.00,"118,738",56.24,"6,123",336.42,-,--,"6,638",45.38,-,--,-,--,"4,378",45.50,"12,008",50.89,992,175.56,0,--,"37,937",48.29,"50,612",53.03,20,900.00,30,-28.57,"62,594",58.80,"62,594",58.80,"1,948",-
2009M03,"110,213",20.09,"4,677",-28.44,-,--,"7,584",26.48,-,--,-,--,"3,907",24.55,"10,715",21.29,264,16.30,0,--,"34,354",28.63,"45,639",18.00,"3,065",85.31,8,0.00,"109,208",22.25,"6,664",16.73,-,--,"6,532",18.85,-,--,-,--,"3,841",16.93,"11,223",25.62,873,83.40,0,--,"34,348",28.62,"45,643",18.00,46,"1,050.00",38,-15.56,"56,782",15.15,"56,782",15.15,"1,005",-
2009M04,"95,900",-8.83,"5,047",36.07,-,--,"7,217",-9.14,-,--,-,--,"3,705",-9.08,"9,787",-14.70,228,-13.31,0,-100.00,"28,287",-12.50,"39,183",-9.85,"2,436",26.81,10,0.00,"93,755",-9.90,"5,236",17.56,-,--,"5,614",-18.02,-,--,-,--,"3,351",-25.76,"10,573",-9.69,"1,401",105.12,0,--,"28,293",-12.47,"39,184",-9.85,83,107.50,20,-13.04,"49,059",-9.31,"49,059",-9.31,"2,145",-
2009M05,"89,315",-20.26,"3,337",-7.00,-,--,"6,984",-18.40,-,--,-,--,"3,224",-23.91,"9,318",-21.42,188,-20.34,0,-100.00,"26,116",-22.44,"37,669",-21.14,"2,473",19.35,6,-53.85,"87,946",-20.47,"4,390",4.42,-,--,"5,847",-23.33,-,--,-,--,"3,143",-27.19,"9,899",-20.63,824,73.47,0,--,"26,110",-22.44,"37,667",-21.15,47,62.07,19,-5.00,"47,571",-20.72,"47,571",-20.72,"1,369",-
2009M06,"117,045",7.24,"4,590",12.12,-,--,"8,844",4.22,-,--,-,--,"3,798",5.12,"11,686",4.41,223,-27.12,0,--,"33,515",3.75,"51,299",9.14,"3,081",44.04,9,80.00,"114,462",7.34,"5,022",36.32,-,--,"7,124",-3.27,-,--,-,--,"3,649",-8.27,"12,259",3.53,"1,517",266.43,0,--,"33,515",3.73,"51,301",9.15,43,48.28,32,146.15,"59,660",5.31,"59,660",5.31,"2,583",-
2009M07,"111,013",5.50,"5,500",15.01,-,--,"9,036",0.19,-,--,-,--,"3,712",-1.04,"11,005",4.48,228,-48.42,0,-100.00,"31,847",3.22,"46,597",7.05,"3,083",33.35,5,400.00,"107,855",4.68,"5,351",11.09,-,--,"6,563",-5.06,-,--,-,--,"3,743",-1.84,"12,392",-1.56,"1,280",201.18,0,--,"31,841",3.21,"46,596",7.03,65,25.00,24,-31.43,"55,963",1.41,"55,963",1.41,"3,158",-
2009M08,"114,717",6.75,"4,176",22.79,-,--,"9,908",11.38,-,--,-,--,"4,142",0.58,"11,006",6.00,260,-33.50,2,--,"34,336",1.15,"47,586",7.05,"3,295",76.39,6,-40.00,"112,658",4.99,"5,331",6.34,-,--,"6,745",7.35,-,--,-,--,"3,947",-6.87,"13,708",7.46,915,89.83,0,--,"34,341",1.12,"47,580",7.07,61,-11.59,30,-55.88,"58,794",5.85,"58,794",5.85,"2,059",-
2009M09,"106,978",-0.58,"3,114",2.20,-,--,"9,857",6.23,-,--,-,--,"3,825",-6.02,"10,081",-5.33,215,-44.01,0,-100.00,"28,567",-6.37,"47,247",-1.11,"4,058",116.08,14,180.00,"107,222",-2.29,"7,366",6.00,-,--,"6,284",-8.14,-,--,-,--,"3,552",-11.00,"13,340",1.74,799,81.18,0,--,"28,562",-6.40,"47,251",-1.11,46,0.00,22,-62.07,"62,941",0.58,"62,941",0.58,-244,-
2009M10,"83,298",-6.60,"3,474",-3.61,-,--,"6,241",-4.44,-,--,-,--,"3,023",-5.65,"7,702",-8.39,239,-41.56,0,-100.00,"22,581",-15.57,"33,855",-10.43,"6,173",149.41,10,-16.67,"77,788",-10.96,"4,051",-3.32,-,--,"4,580",-11.51,-,--,-,--,"2,739",-14.41,"9,013",-7.07,873,83.79,0,--,"22,585",-15.55,"33,856",-10.43,42,-4.55,49,22.50,"46,983",-4.81,"46,983",-4.81,"5,510",-
2009M11,"77,943",-16.00,"3,650",1.14,-,--,"6,095",-9.89,-,--,-,--,"2,804",-16.77,"7,321",-12.98,187,-46.26,0,-100.00,"21,469",-24.42,"31,311",-21.55,"5,092",160.06,14,27.27,"72,957",-20.07,"3,702",-7.05,-,--,"4,551",-9.63,-,--,-,--,"2,559",-22.50,"8,688",-12.99,606,6.13,0,--,"21,465",-24.42,"31,308",-21.56,57,39.02,21,-53.33,"43,162",-19.25,"43,162",-19.25,"4,986",-
2009M12,"102,114",-6.48,"4,562",-25.16,-,--,"7,082",-9.23,-,--,-,--,"3,469",-11.41,"9,111",-10.97,251,-28.49,0,--,"29,786",-12.82,"42,831",-2.41,"5,011",83.89,11,-21.43,"96,986",-6.09,"4,380",55.60,-,--,"5,464",-12.95,-,--,-,--,"3,298",-14.56,"10,278",-10.39,869,25.04,0,--,"29,785",-12.82,"42,832",-2.41,40,-24.53,40,-20.00,"54,052",-5.10,"54,052",-5.10,"5,128",-
2010M01,"89,725",29.40,"3,175",-21.99,-,--,"6,330",36.78,-,--,-,--,"3,084",30.35,"8,180",39.90,237,38.60,0,-100.00,"27,760",43.83,"38,306",43.60,"2,641",-57.83,12,-33.33,"88,090",37.70,"4,144",-16.50,-,--,"4,917",36.66,-,--,-,--,"3,050",39.21,"9,205",34.58,655,71.92,0,--,"27,760",43.86,"38,301",43.63,23,35.29,35,66.67,"49,067",37.51,"49,067",37.51,"1,635",-
2010M02,"76,577",-36.55,"3,563",-16.93,-,--,"5,608",-30.93,-,--,-,--,"2,754",-34.35,"7,084",-37.76,260,-19.50,1,-50.00,"23,523",-38.00,"31,249",-38.25,"2,525",-33.85,10,11.11,"74,460",-37.29,"3,879",-36.65,-,--,"4,348",-34.50,-,--,-,--,"2,649",-39.49,"8,216",-31.58,497,-49.90,0,--,"23,519",-38.01,"31,253",-38.25,61,205.00,38,26.67,"37,977",-39.33,"37,977",-39.33,"2,117",-
2010M03,"114,435",3.83,"4,133",-11.63,-,--,"8,251",8.79,-,--,-,--,"3,948",1.05,"11,565",7.93,410,55.30,2,--,"34,415",0.18,"48,615",6.52,"3,086",0.69,10,25.00,"112,994",3.47,"5,724",-14.11,-,--,"7,634",16.87,-,--,-,--,"3,874",0.86,"12,119",7.98,547,-37.34,0,--,"34,408",0.17,"48,607",6.49,57,23.91,24,-36.84,"62,331",9.77,"62,331",9.77,"1,441",-
2010M04,"100,184",4.47,"3,703",-26.63,-,--,"7,385",2.33,-,--,-,--,"3,634",-1.92,"10,339",5.64,341,49.56,0,--,"30,893",9.21,"40,814",4.16,"3,060",25.62,15,50.00,"99,449",6.07,"5,963",13.88,-,--,"6,662",18.67,-,--,-,--,"3,672",9.58,"10,888",2.98,477,-65.95,0,--,"30,899",9.21,"40,819",4.17,45,-45.78,24,20.00,"52,295",6.60,"52,295",6.60,735,-
2010M05,"107,261",20.09,"3,803",13.96,-,--,"8,397",20.23,-,--,-,--,"3,767",16.84,"12,456",33.68,339,80.32,0,--,"34,066",30.44,"41,718",10.75,"2,708",9.50,7,16.67,"106,143",20.69,"5,354",21.96,-,--,"9,052",54.81,-,--,-,--,"3,529",12.28,"12,001",21.23,376,-54.37,0,--,"34,064",30.46,"41,718",10.75,40,-14.89,9,-52.63,"54,083",13.69,"54,083",13.69,"1,118",-
2010M06,"131,256",12.14,"3,862",-15.86,-,--,"10,131",14.55,-,--,-,--,"4,137",8.93,"11,945",2.22,382,71.30,1,--,"55,042",64.23,"43,993",-14.24,"1,753",-43.10,10,11.11,"129,598",13.22,"3,939",-21.57,-,--,"8,438",18.44,-,--,-,--,"3,649",0.00,"14,115",15.14,393,-74.09,0,--,"55,039",64.22,"43,989",-14.25,21,-51.16,15,-53.12,"55,897",-6.31,"55,897",-6.31,"1,658",-
2010M07,"122,186",10.06,"4,504",-18.11,-,--,"8,024",-11.20,-,--,-,--,"3,795",2.24,"14,193",28.97,355,55.70,3,--,"42,860",34.58,"44,849",-3.75,"3,431",11.29,172,"3,340.00","118,516",9.88,"4,209",-21.34,-,--,"9,846",50.02,-,--,-,--,"4,416",17.98,"11,576",-6.58,528,-58.75,0,--,"42,861",34.61,"44,853",-3.74,37,-43.08,190,691.67,"58,949",5.34,"58,949",5.34,"3,670",-
2010M08,"114,934",0.19,"3,707",-11.23,-,--,"8,078",-18.47,-,--,-,--,"3,868",-6.62,"12,273",11.51,350,34.62,2,0.00,"38,229",11.34,"45,599",-4.18,"2,820",-14.42,8,33.33,"113,951",1.15,"5,502",3.21,-,--,"8,074",19.70,-,--,-,--,"4,119",4.36,"11,675",-14.83,700,-23.50,0,--,"38,223",11.30,"45,594",-4.17,38,-37.70,26,-13.33,"57,381",-2.40,"57,381",-2.40,983,-
2010M09,"102,134",-4.53,"3,211",3.11,-,--,"7,051",-28.47,-,--,-,--,"3,178",-16.92,"13,943",38.31,279,29.77,0,--,"29,446",3.08,"43,135",-8.70,"1,879",-53.70,12,-14.29,"102,979",-3.96,"5,879",-20.19,-,--,"10,775",71.47,-,--,-,--,"3,186",-10.30,"9,927",-25.58,562,-29.66,0,--,"29,448",3.10,"43,138",-8.70,38,-17.39,26,18.18,"55,668",-11.56,"55,668",-11.56,-845,-
2010M10,"76,987",-7.58,"3,525",1.47,-,--,"4,125",-33.90,-,--,-,--,"2,522",-16.57,"9,656",25.37,230,-3.77,0,--,"23,498",4.06,"30,752",-9.17,"2,670",-56.75,9,-10.00,"74,172",-4.65,"3,334",-17.70,-,--,"7,008",53.01,-,--,-,--,"2,459",-10.22,"6,387",-29.14,678,-22.34,0,--,"23,494",4.02,"30,751",-9.17,42,0.00,19,-61.22,"40,350",-14.12,"40,350",-14.12,"2,815",-
2010M11,"74,582",-4.31,"4,226",15.78,-,--,"4,708",-22.76,-,--,-,--,"2,343",-16.44,"8,542",16.68,221,18.18,0,--,"22,030",2.61,"29,934",-4.40,"2,571",-49.51,7,-50.00,"71,289",-2.29,"3,427",-7.43,-,--,"5,987",31.55,-,--,-,--,"2,421",-5.39,"6,886",-20.74,514,-15.18,0,--,"22,031",2.64,"29,934",-4.39,30,-47.37,59,180.95,"40,247",-6.75,"40,247",-6.75,"3,293",-
2010M12,"103,638",1.49,"4,211",-7.69,-,--,"7,485",5.69,-,--,-,--,"4,060",17.04,"13,086",43.63,267,6.37,0,--,"28,744",-3.50,"43,473",1.50,"2,307",-53.96,5,-54.55,"101,021",4.16,"3,859",-11.89,-,--,"9,625",76.15,-,--,-,--,"3,456",4.79,"11,230",9.26,574,-33.95,0,--,"28,744",-3.50,"43,479",1.51,25,-37.50,29,-27.50,"55,578",2.82,"55,578",2.82,"2,617",-
