期間,總計_原始值,總計_年增率(%),初次尋職_原始值,初次尋職_年增率(%),非初次尋職_原始值,非初次尋職_年增率(%),非初次尋職-工作場所歇業或業務緊縮_原始值,非初次尋職-工作場所歇業或業務緊縮_年增率(%),非初次尋職-對原有工作不滿意_原始值,非初次尋職-對原有工作不滿意_年增率(%),非初次尋職-健康不良_原始值,非初次尋職-健康不良_年增率(%),非初次尋職-季節性或臨時性工作結束_原始值,非初次尋職-季節性或臨時性工作結束_年增率(%),非初次尋職-女性結婚或生育_原始值,非初次尋職-女性結婚或生育_年增率(%),非初次尋職-退休_原始值,非初次尋職-退休_年增率(%),非初次尋職-家務太忙_原始值,非初次尋職-家務太忙_年增率(%),非初次尋職-其他_原始值,非初次尋職-其他_年增率(%)
1991M09,154,-8.87,58,-14.46,96,-5.10,15,-50.48,57,14.48,3,11.74,10,14.10,1,-49.42,0,-100.00,1,--,8,14.34
1991M10,135,-8.39,50,1.07,84,-13.24,17,-45.16,48,-2.96,2,-6.39,7,33.71,1,223.43,0,-100.00,1,--,8,1.63
1991M11,129,-16.19,44,-2.44,84,-21.97,18,-51.11,47,-9.35,2,-22.12,7,-5.79,0,-100.00,1,155.25,1,--,8,-0.09
1991M12,121,-6.54,43,10.96,78,-13.96,19,-29.02,39,-18.88,4,88.65,5,34.24,0,-100.00,0,-57.45,0,-100.00,11,37.46
1992M01,119,3.03,46,30.68,73,-8.92,19,-17.59,34,-21.39,2,67.01,10,54.15,1,89.18,0,-100.00,1,632.85,8,22.78
1992M02,133,16.90,34,7.80,99,20.45,18,-31.25,54,39.61,2,27.47,18,100.42,1,290.30,0,-100.00,1,229.13,5,-7.73
1992M03,119,1.85,34,16.77,85,-3.17,14,-43.30,51,18.56,3,72.64,9,11.42,0,-56.82,0,-100.00,0,-100.00,7,-10.48
1992M04,115,-3.47,33,2.54,81,-5.74,13,-49.03,50,18.15,4,30.04,5,-28.59,0,-100.00,0,--,0,101.99,9,17.20
1992M05,122,-0.53,36,51.69,85,-13.25,17,-27.25,48,-4.23,5,-7.56,5,-36.85,1,91.36,0,-100.00,0,--,10,-11.53
1992M06,134,14.63,56,62.09,79,-5.04,17,-10.32,42,-7.08,4,-14.74,6,7.89,0,104.59,0,-10.45,0,64.29,9,11.03
1992M07,154,-2.16,66,3.46,88,-6.01,14,-33.53,53,5.46,4,-7.89,7,2.73,0,7.91,1,64.40,1,50.16,8,-15.52
1992M08,171,10.30,65,0.26,106,17.47,17,-5.00,62,23.59,5,172.28,9,-23.68,0,-100.00,1,--,0,-61.51,12,48.73
1992M09,152,-1.51,59,1.94,92,-3.60,20,29.08,50,-12.94,5,36.22,6,-37.31,0,-10.29,1,--,0,-76.45,11,27.66
1992M10,137,1.92,49,-3.37,89,5.08,18,6.78,48,-0.29,4,60.51,6,-13.85,0,-53.51,1,--,0,-60.37,11,40.80
1992M11,121,-6.11,37,-16.56,84,-0.62,16,-13.91,48,1.23,3,21.52,6,-22.82,1,--,1,-2.30,1,30.73,10,18.60
1992M12,113,-6.79,31,-28.07,82,4.85,15,-23.74,49,27.74,3,-14.91,6,23.38,1,--,1,151.18,1,--,6,-46.55
1993M01,109,-8.69,39,-15.12,70,-4.70,17,-9.00,36,7.92,2,16.39,7,-25.62,0,-71.79,1,--,0,-100.00,6,-25.98
1993M02,116,-13.05,36,3.66,80,-18.89,12,-35.77,54,-1.49,2,-14.75,7,-62.59,0,-100.00,0,--,0,-100.00,6,33.53
1993M03,118,-1.17,31,-9.06,86,2.02,17,21.42,49,-3.44,4,45.92,6,-32.96,0,33.33,0,--,0,--,9,24.75
1993M04,118,3.00,31,-7.31,87,7.24,20,49.35,51,0.92,3,-28.95,6,8.37,1,--,0,--,0,3.45,8,-11.56
1993M05,114,-6.62,25,-31.58,89,4.01,17,-0.77,50,3.38,3,-30.47,9,73.32,1,-11.35,0,--,0,52.27,10,-6.16
1993M06,123,-8.29,39,-30.60,85,7.48,16,-3.38,49,18.66,2,-49.58,8,44.19,1,44.14,0,-34.76,0,-100.00,8,-13.53
1993M07,152,-1.61,63,-4.54,89,0.60,16,14.71,53,-0.01,5,12.13,7,7.20,1,142.08,0,-46.70,0,-100.00,6,-24.15
1993M08,172,0.78,73,12.77,99,-6.53,19,11.56,56,-9.04,5,3.44,9,-3.14,1,--,0,-100.00,1,403.28,8,-27.72
1993M09,142,-6.33,53,-11.61,90,-2.92,20,2.09,49,-0.71,4,-20.26,7,6.87,0,-10.83,0,-100.00,1,137.27,9,-17.65
1993M10,142,3.46,46,-5.09,96,8.16,23,29.60,52,7.43,4,-3.85,7,4.24,0,13.95,0,-42.02,0,-22.58,9,-13.91
1993M11,124,2.30,33,-10.51,90,7.97,21,37.59,54,13.78,2,-14.33,4,-32.32,1,-29.05,0,-46.53,0,-100.00,8,-19.32
1993M12,111,-1.77,28,-7.58,82,0.41,18,18.24,46,-6.03,3,-13.33,6,-9.95,1,13.38,1,40.35,0,-68.19,8,32.95
1994M01,108,-0.88,26,-33.90,82,17.36,16,-5.37,47,29.35,3,36.93,5,-22.86,0,-100.00,1,-15.42,0,--,9,51.97
1994M02,147,27.12,27,-23.82,120,49.88,18,51.73,73,36.12,3,86.01,15,113.94,0,--,1,--,1,--,10,63.56
1994M03,138,17.03,34,7.50,104,20.48,21,21.49,64,30.07,3,-33.61,8,27.88,0,-30.43,0,--,0,-100.00,8,-9.43
1994M04,124,4.87,32,2.22,92,5.81,20,0.16,53,3.88,3,19.75,6,15.07,1,-14.14,0,--,1,79.05,9,15.94
1994M05,129,13.52,34,36.18,95,7.17,21,22.87,50,0.81,3,2.23,7,-13.51,2,213.96,1,236.96,0,-5.60,11,13.37
1994M06,138,12.03,48,24.70,90,6.25,20,21.62,49,-1.75,2,-8.66,8,-1.80,1,84.78,0,-100.00,1,--,10,25.42
1994M07,169,11.31,68,7.80,101,13.82,18,8.14,56,6.69,3,-37.72,11,52.02,1,-31.54,0,-28.62,0,--,12,91.16
1994M08,184,6.90,72,-0.82,112,12.58,20,4.97,68,20.46,3,-46.99,9,1.71,1,-1.03,1,--,0,-100.00,10,20.42
1994M09,151,6.14,55,4.29,96,7.23,17,-13.73,55,11.83,3,-31.92,10,57.27,1,114.52,1,--,0,-81.10,9,-1.30
1994M10,149,5.07,44,-4.54,105,9.70,21,-8.59,62,19.62,4,0.58,9,41.41,0,-70.20,2,291.39,1,237.96,6,-33.54
1994M11,136,10.28,37,12.28,99,9.55,19,-10.24,58,8.05,3,36.56,6,64.41,1,104.57,0,10.42,1,--,10,25.66
1994M12,130,17.59,35,23.65,95,15.49,20,15.75,53,14.32,4,41.95,8,34.76,2,142.97,1,-35.15,0,-6.67,7,-7.02
1995M01,127,18.05,33,28.62,94,14.76,22,34.54,54,15.50,3,-5.26,7,22.64,1,--,1,-42.32,0,-100.00,7,-19.45
1995M02,156,6.06,34,23.02,123,2.21,23,31.07,73,-0.54,3,-4.50,12,-15.18,2,913.76,0,-37.36,1,27.17,8,-19.42
1995M03,139,1.26,30,-9.79,109,4.82,23,12.16,67,5.00,2,-26.43,7,-13.38,1,57.50,1,80.57,0,--,9,9.24
1995M04,141,13.20,32,1.08,108,17.36,28,42.20,57,8.03,5,44.15,9,44.65,1,66.02,1,279.55,1,11.97,7,-21.59
1995M05,149,15.61,31,-8.32,118,24.14,31,48.23,66,32.60,2,-23.56,7,-6.02,1,-70.55,0,-60.75,1,427.27,10,-11.27
1995M06,162,17.56,51,5.03,112,24.27,30,50.57,59,22.32,3,46.81,9,15.85,1,-28.28,0,--,0,-100.00,9,-5.56
1995M07,180,6.61,69,0.20,112,10.95,26,46.12,62,10.36,1,-48.48,12,6.31,1,6.70,1,427.23,0,389.22,8,-30.53
1995M08,194,5.63,77,6.79,117,4.88,24,16.67,73,8.05,3,-2.91,9,-1.98,1,-27.66,0,-66.64,0,--,8,-25.30
1995M09,187,24.07,63,15.48,124,28.97,30,73.12,72,29.61,4,49.83,8,-19.73,1,-27.75,0,-60.20,0,24.32,9,6.37
1995M10,187,25.44,58,31.13,129,23.05,32,52.86,71,14.41,3,-30.19,12,30.97,1,483.56,1,-41.75,1,71.10,8,27.46
1995M11,180,32.16,41,10.86,139,40.16,42,116.72,67,14.27,2,-21.49,15,139.69,1,-40.67,2,245.07,0,-51.10,10,5.20
1995M12,177,35.71,42,19.14,135,41.84,36,76.82,68,28.24,3,-31.28,16,100.41,1,-67.41,1,60.68,0,44.36,10,46.24
1996M01,189,48.35,44,32.61,145,53.84,49,129.84,65,18.82,5,39.53,13,88.40,1,1.15,1,68.01,1,--,11,58.62
1996M02,195,25.19,45,33.87,151,22.82,52,126.22,60,-17.48,5,44.53,20,63.01,1,-63.80,1,169.14,1,58.40,11,34.44
