期間,總入境人數(人次)_原始值,總入境人數(人次)_年增率(%),男性_原始值,男性_年增率(%),女性_原始值,女性_年增率(%),0 - 14 歲_原始值,0 - 14 歲_年增率(%),15 - 64歲_原始值,15 - 64歲_年增率(%),65歲以上_原始值,65歲以上_年增率(%),本國人民 (含金馬地區)_原始值,本國人民 (含金馬地區)_年增率(%),大陸地區人民_原始值,大陸地區人民_年增率(%),香港澳門居民_原始值,香港澳門居民_年增率(%),本國無戶籍國民_原始值,本國無戶籍國民_年增率(%),外國人_原始值,外國人_年增率(%)
2011M08,"1,445,060",5.78,"756,532",4.92,"688,528",6.74,"148,143",-0.82,"1,229,384",6.41,"67,533",9.95,"938,162",1.55,"135,866",17.25,"72,227",-0.76,"1,849",-8.01,"296,956",18.05
2011M09,"1,301,389",7.52,"714,256",7.34,"587,133",7.74,"32,599",3.45,"1,179,156",7.76,"89,634",5.94,"840,395",6.25,"120,626",16.06,"49,338",-5.64,"1,729",-2.32,"289,301",10.68
2011M10,"1,366,708",8.63,"737,802",6.60,"628,906",11.11,"38,093",26.36,"1,206,153",8.57,"122,462",4.64,"836,278",8.30,"160,655",8.40,"53,412",1.35,"1,714",0.12,"314,649",11.05
2011M11,"1,340,776",6.44,"739,175",5.11,"601,601",8.13,"37,338",5.03,"1,179,994",6.88,"123,444",2.81,"721,433",-1.26,"210,798",29.11,"57,113",9.15,"1,456",-1.82,"349,976",12.20
2011M12,"1,352,906",8.78,"734,167",5.61,"618,739",12.78,"65,892",8.99,"1,194,850",8.13,"92,164",17.67,"704,312",-1.24,"177,598",49.25,"85,255",17.86,"2,007",-4.20,"383,734",13.81
2012M01,"1,369,484",16.45,"740,603",10.72,"628,881",24.01,"114,478",52.26,"1,174,860",13.68,"80,146",18.94,"909,420",17.28,"137,374",37.97,"56,345",55.31,"2,088",7.85,"264,257",0.54
2012M02,"1,229,414",10.75,"641,237",10.25,"588,177",11.31,"65,238",-23.02,"1,074,053",12.38,"90,123",29.55,"704,174",7.25,"161,501",41.60,"49,735",-15.75,"1,771",-8.81,"312,233",12.14
2012M03,"1,425,899",18.26,"766,021",14.29,"659,878",23.23,"40,686",20.16,"1,244,556",17.32,"140,657",26.66,"732,714",6.57,"250,545",65.09,"72,557",41.28,"1,798",-12.08,"368,285",17.64
2012M04,"1,528,530",17.34,"806,853",12.50,"721,677",23.27,"53,352",9.71,"1,314,583",16.29,"160,595",29.94,"837,444",11.28,"275,276",44.43,"98,032",28.39,"1,890",-1.92,"315,888",12.31
2012M05,"1,435,298",15.28,"760,841",10.03,"674,457",21.83,"40,459",12.68,"1,249,414",13.40,"145,425",35.41,"836,200",7.96,"226,302",52.17,"67,109",37.28,"1,659",3.95,"304,028",12.07
2012M06,"1,472,698",11.70,"788,595",9.62,"684,103",14.20,"67,002",12.59,"1,297,211",11.10,"108,485",18.78,"864,920",1.07,"196,513",76.24,"98,458",47.93,"2,175",-1.23,"310,632",10.01
2012M07,"1,640,018",10.51,"843,109",7.56,"796,909",13.81,"177,654",11.75,"1,376,024",10.08,"86,340",15.08,"1,047,569",2.86,"232,577",73.85,"84,422",30.06,"2,055",-2.28,"273,395",3.22
2012M08,"1,576,297",9.08,"806,063",6.55,"770,234",11.87,"167,609",13.14,"1,331,093",8.27,"77,595",14.90,"969,175",3.31,"201,896",48.60,"94,480",30.81,"1,852",0.16,"308,894",4.02
2012M09,"1,432,729",10.09,"771,906",8.07,"660,823",12.55,"39,072",19.86,"1,294,340",9.77,"99,317",10.80,"881,828",4.93,"183,065",51.76,"70,089",42.06,"1,673",-3.24,"296,074",2.34
2012M10,"1,443,983",5.65,"763,443",3.48,"680,540",8.21,"38,292",0.52,"1,272,520",5.50,"133,171",8.74,"833,641",-0.32,"222,087",38.24,"62,642",17.28,"1,526",-10.97,"324,087",3.00
2012M11,"1,459,821",8.88,"791,972",7.14,"667,849",11.01,"45,505",21.87,"1,282,074",8.65,"132,242",7.13,"788,204",9.26,"240,155",13.93,"65,802",15.21,"1,333",-8.45,"364,327",4.10
2012M12,"1,477,112",9.18,"794,523",8.22,"682,589",10.32,"72,346",9.79,"1,308,126",9.48,"96,640",4.86,"774,524",9.97,"224,241",26.26,"86,950",1.99,"1,862",-7.22,"389,535",1.51
2013M01,"1,284,017",-6.24,"673,961",-9.00,"610,056",-2.99,"80,188",-29.95,"1,119,318",-4.73,"84,511",5.45,"756,921",-16.77,"192,772",40.33,"48,812",-13.37,"1,373",-34.24,"284,139",7.52
2013M02,"1,489,942",21.19,"768,801",19.89,"721,141",22.61,"132,686",103.39,"1,272,192",18.45,"85,064",-5.61,"917,786",30.34,"213,104",31.95,"74,809",50.42,"1,854",4.69,"282,389",-9.56
2013M03,"1,599,292",12.16,"835,315",9.05,"763,977",15.78,"58,677",44.22,"1,387,847",11.51,"152,768",8.61,"840,059",14.65,"266,277",6.28,"102,239",40.91,"2,029",12.85,"388,688",5.54
2013M04,"1,607,606",5.17,"824,345",2.17,"783,261",8.53,"56,834",6.53,"1,384,731",5.34,"166,041",3.39,"916,105",9.39,"294,889",7.12,"75,026",-23.47,"1,787",-5.45,"319,799",1.24
2013M05,"1,440,235",0.34,"754,007",-0.90,"686,228",1.75,"45,026",11.29,"1,266,894",1.40,"128,315",-11.77,"822,292",-1.66,"214,353",-5.28,"86,346",28.67,"1,583",-4.58,"315,661",3.83
2013M06,"1,577,448",7.11,"823,834",4.47,"753,614",10.16,"80,056",19.48,"1,387,508",6.96,"109,884",1.29,"939,871",8.67,"217,610",10.74,"113,401",15.18,"1,839",-15.45,"304,727",-1.90
2013M07,"1,733,312",5.69,"877,774",4.11,"855,538",7.36,"196,328",10.51,"1,442,652",4.84,"94,332",9.26,"1,098,080",4.82,"245,991",5.77,"97,830",15.88,"1,874",-8.81,"289,537",5.90
2013M08,"1,733,449",9.97,"876,582",8.75,"856,867",11.25,"187,466",11.85,"1,459,576",9.65,"86,407",11.36,"1,046,765",8.01,"237,359",17.56,"111,590",18.11,"1,763",-4.81,"335,972",8.77
2013M09,"1,683,485",17.50,"857,757",11.12,"825,728",24.95,"55,085",40.98,"1,503,095",16.13,"125,305",26.17,"1,009,413",14.47,"267,688",46.23,"76,771",9.53,"1,681",0.48,"327,932",10.76
2013M10,"1,649,482",14.23,"846,523",10.88,"802,959",17.99,"51,765",35.18,"1,448,184",13.80,"149,533",12.29,"970,454",16.41,"218,142",-1.78,"81,732",30.47,"1,497",-1.90,"377,657",16.53
2013M11,"1,621,089",11.05,"849,849",7.31,"771,240",15.48,"53,926",18.51,"1,417,848",10.59,"149,315",12.91,"889,659",12.87,"233,154",-2.92,"85,380",29.75,"1,431",7.35,"411,465",12.94
2013M12,"1,652,919",11.90,"854,183",7.51,"798,736",17.02,"87,841",21.42,"1,450,084",10.85,"114,994",18.99,"848,591",9.56,"236,131",5.30,"108,481",24.76,"2,083",11.87,"457,633",17.48
2014M01,"1,579,804",23.04,"832,779",23.56,"747,025",22.45,"122,085",52.25,"1,357,299",21.26,"100,420",18.82,"912,533",20.56,"265,748",37.86,"64,172",31.47,"1,576",14.79,"335,775",18.17
2014M02,"1,571,816",5.50,"765,425",-0.44,"806,391",11.82,"114,630",-13.61,"1,340,842",5.40,"116,344",36.77,"813,067",-11.41,"302,823",42.10,"82,866",10.77,"1,505",-18.82,"371,555",31.58
2014M03,"1,786,520",11.71,"890,673",6.63,"895,847",17.26,"59,125",0.76,"1,545,364",11.35,"182,031",19.16,"906,130",7.87,"358,205",34.52,"89,181",-12.77,"1,783",-12.12,"431,221",10.94
2014M04,"1,872,573",16.48,"930,444",12.87,"942,129",20.28,"80,248",41.20,"1,584,939",14.46,"207,386",24.90,"980,698",7.05,"373,602",26.69,"133,811",78.35,"1,583",-11.42,"382,879",19.72
2014M05,"1,837,986",27.62,"922,037",22.28,"915,949",33.48,"64,891",44.12,"1,585,238",25.13,"187,857",46.40,"1,020,251",24.07,"330,679",54.27,"106,419",23.25,"1,549",-2.15,"379,088",20.09
2014M06,"1,847,406",17.11,"929,856",12.87,"917,550",21.75,"98,822",23.44,"1,601,298",15.41,"147,286",34.04,"1,041,443",10.81,"311,738",43.26,"123,810",9.18,"1,759",-4.35,"368,656",20.98
2014M07,"1,987,674",14.67,"977,392",11.35,"1,010,282",18.09,"237,538",20.99,"1,636,655",13.45,"113,481",20.30,"1,178,973",7.37,"340,703",38.50,"122,834",25.56,"1,709",-8.80,"343,455",18.62
