期間,市內電話-用戶數(萬戶)_原始值,市內電話-用戶數(萬戶)_年增率(%),市內電話-每百人用戶數(戶／百人)_原始值,市內電話-每百人用戶數(戶／百人)_年增率(%),國際電話去話分鐘數(萬分鐘)_原始值,國際電話去話分鐘數(萬分鐘)_年增率(%),整體服務數位網路(ISDN)用戶數(戶)_原始值,整體服務數位網路(ISDN)用戶數(戶)_年增率(%),數據通信出租電路數(路)_原始值,數據通信出租電路數(路)_年增率(%),分封交換數據通信-用戶數(戶)_原始值,分封交換數據通信-用戶數(戶)_年增率(%),分封交換數據通信-資訊量(百萬節)_原始值,分封交換數據通信-資訊量(百萬節)_年增率(%),無線電叫人用戶數(千戶)_原始值,無線電叫人用戶數(千戶)_年增率(%),行動電話-用戶數(千戶)_原始值,行動電話-用戶數(千戶)_年增率(%),行動電話-每百人用戶數(戶／百人)_原始值,行動電話-每百人用戶數(戶／百人)_年增率(%),行動電話-去話分鐘數(百萬分鐘)_原始值,行動電話-去話分鐘數(百萬分鐘)_年增率(%),網際網路帳號數(千戶)_原始值,網際網路帳號數(千戶)_年增率(%),寬頻(千戶)_原始值,寬頻(千戶)_年增率(%)
2013M03,"1,238",-1.63,53.0,-2.03,"35,348",-14.73,"116,617",-5.38,"157,531",-7.30,731,-10.53,0,33.75,-,--,"29,484",1.75,126.4,1.34,"3,229",-13.82,"7,146",11.88,"6,611",13.31
2013M04,"1,236",-1.58,53.0,-1.97,"35,146",-18.71,"114,651",-6.53,"154,232",-8.86,725,-8.34,0,5.42,-,--,"29,453",1.54,126.2,1.14,"3,247",-12.31,"7,222",12.62,"6,688",14.10
2013M05,"1,234",-1.57,52.9,-1.94,"36,217",-11.05,"113,257",-7.23,"151,755",-10.03,714,-6.79,0,4.41,-,--,"29,477",1.44,126.3,1.06,"3,267",-12.13,"7,258",11.36,"6,725",12.69
2013M06,"1,232",-1.60,52.8,-1.95,"31,877",-23.05,"113,028",-7.15,"150,256",-9.93,688,-6.78,0,3.97,-,--,"29,517",1.33,126.4,0.96,"3,191",-13.81,"7,309",10.50,"6,777",11.71
2013M07,"1,231",-1.56,52.7,-1.91,"32,007",-23.78,"112,846",-6.26,"148,348",-11.40,672,-9.19,0,0.94,-,--,"29,561",1.21,126.6,0.85,"3,177",-13.42,"7,384",10.10,"6,853",11.27
2013M08,"1,229",-1.57,52.6,-1.90,"30,137",-29.12,"111,193",-7.27,"149,288",-10.25,624,-15.68,0,0.48,-,--,"29,601",1.01,126.8,0.67,"3,138",-15.09,"7,459",9.98,"6,929",11.10
2013M09,"1,227",-1.56,52.5,-1.88,"27,988",-35.37,"110,122",-7.93,"148,739",-10.29,637,-14.61,0,0.33,-,--,"29,661",1.01,127.0,0.68,"2,993",-15.32,"7,512",9.77,"6,983",10.85
2013M10,"1,225",-1.55,52.5,-1.85,"27,203",-31.32,"109,816",-7.86,"147,623",-10.20,628,-16.93,0,7.42,-,--,"29,694",1.02,127.1,0.71,"2,948",-16.18,"7,487",8.53,"6,961",9.50
2013M11,"1,224",-1.51,52.4,-1.77,"27,543",-27.99,"109,575",-7.53,"147,020",-9.98,636,-15.31,0,3.64,-,--,"29,707",0.96,127.2,0.63,"2,870",-15.78,"7,509",8.12,"6,984",9.06
2013M12,"1,223",-1.47,52.3,-1.72,"26,979",-27.91,"109,373",-7.39,"144,673",-10.55,284,-62.73,0,1.59,-,--,"29,701",0.86,127.1,0.60,"2,895",-15.89,"7,536",7.84,"7,012",8.73
2014M01,"1,220",-1.57,52.2,-1.81,"27,610",-20.74,"109,114",-7.24,"142,863",-10.53,279,-63.05,0,-0.40,-,--,"29,692",0.80,127.0,0.56,"2,928",-15.45,"7,594",7.89,"7,072",8.78
2014M02,"1,219",-1.57,52.1,-1.79,"25,484",-26.87,"108,999",-7.19,"143,396",-9.84,264,-65.40,0,2.86,-,--,"29,764",0.94,127.3,0.71,"2,671",-15.60,"7,626",7.40,"7,105",8.24
2014M03,"1,218",-1.59,52.1,-1.79,"25,880",-26.78,"108,656",-6.83,"141,807",-9.98,263,-64.02,0,7.28,-,--,"29,853",1.25,127.7,1.04,"2,704",-16.27,"7,673",7.38,"7,153",8.21
2014M04,"1,217",-1.56,52.0,-1.76,"27,511",-21.72,"108,210",-5.62,"140,491",-8.91,252,-65.24,0,8.73,-,--,"29,926",1.61,128.0,1.40,"2,748",-15.36,"7,707",6.71,"7,187",7.47
2014M05,"1,215",-1.52,52.0,-1.72,"26,004",-28.20,"107,490",-5.09,"141,267",-6.91,246,-65.55,0,9.39,-,--,"30,019",1.84,128.4,1.63,"2,752",-15.76,"7,715",6.30,"7,197",7.02
2014M06,"1,214",-1.49,51.9,-1.69,"24,916",-21.84,"107,211",-5.15,"140,711",-6.35,239,-65.26,0,11.03,-,--,"29,999",1.63,128.3,1.43,"2,692",-15.62,"7,770",6.31,"7,254",7.04
2014M07,"1,213",-1.45,51.8,-1.66,"25,520",-20.27,"107,015",-5.17,"139,658",-5.86,238,-64.58,0,10.56,-,--,"29,721",0.54,127.0,0.33,"2,652",-16.54,"7,822",5.94,"7,307",6.62
