期間,就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%)
1997M01,"9,180",0.84,"2,151",-4.63,"1,807",-0.40,787,-1.83,"2,331",-0.96,"1,204",11.55,899,12.59,"5,554",-0.25,"1,240",-6.73,"1,264",-0.61,504,0.29,"1,319",-2.35,687,8.49,540,12.47,"3,626",2.55,911,-1.60,544,0.11,282,-5.41,"1,012",0.90,517,15.88,359,12.76,252,33.72,41,70.52,59,62.59,23,20.31,75,29.22,36,38.04,19,-25.38,162,32.26,31,61.35,43,48.52,15,25.65,42,34.38,19,31.81,11,-30.03,90,36.41,10,108.19,15,123.20,7,10.80,33,23.22,17,45.67,8,-17.30,"6,621",1.20,"2,671",-1.34,912,1.00,742,4.90,"1,312",1.15,445,1.48,538,10.26,"2,294",2.95,769,0.04,267,3.89,325,2.27,449,4.23,190,0.70,294,10.82,"4,327",0.30,"1,902",-1.89,645,-0.15,417,7.04,864,-0.38,255,2.07,244,9.58
1997M02,"9,078",-0.58,"2,098",-8.07,"1,769",-3.44,777,0.42,"2,313",0.21,"1,206",9.16,916,10.27,"5,498",-1.29,"1,216",-9.19,"1,229",-3.72,517,4.24,"1,291",-1.12,689,7.67,555,8.44,"3,581",0.54,882,-6.48,541,-2.81,259,-6.42,"1,022",1.94,517,11.21,360,13.20,278,42.23,46,64.87,68,46.77,29,83.03,72,33.33,39,32.89,23,7.62,186,43.49,38,64.00,52,36.49,19,67.23,44,51.92,19,24.53,14,9.88,92,39.73,9,68.74,16,94.07,10,123.86,28,11.81,20,42.23,9,4.25,"6,720",2.93,"2,691",1.02,988,3.71,747,7.69,"1,289",0.64,460,4.86,544,9.27,"2,336",4.85,775,2.60,299,7.42,327,6.62,441,3.41,199,4.47,295,9.02,"4,384",1.94,"1,916",0.39,689,2.17,420,8.55,849,-0.74,262,5.15,249,9.57
1997M03,"9,123",1.07,"2,105",-4.19,"1,785",0.28,790,4.68,"2,287",1.47,"1,218",4.55,938,7.12,"5,505",0.24,"1,230",-4.53,"1,227",-0.63,513,6.05,"1,263",-0.75,706,4.04,566,6.06,"3,619",2.36,875,-3.72,558,2.34,278,2.25,"1,024",4.34,512,5.27,372,8.77,262,26.29,38,44.92,62,50.04,28,39.66,68,4.58,42,16.86,24,26.94,177,26.56,31,48.16,49,42.39,21,33.82,41,3.27,21,7.16,14,46.95,85,25.74,7,31.37,13,87.38,7,59.40,27,6.63,21,28.82,10,6.23,"6,713",1.21,"2,646",-0.28,"1,009",1.97,740,0.35,"1,253",-2.89,495,14.08,571,7.92,"2,349",2.11,772,1.58,304,2.28,315,-5.60,438,0.34,211,17.62,310,5.17,"4,364",0.74,"1,875",-1.02,706,1.84,426,5.26,814,-4.54,283,11.58,261,11.38
1997M04,"9,119",1.12,"2,120",-4.95,"1,755",-0.84,808,5.54,"2,275",1.00,"1,233",6.55,928,10.11,"5,503",0.58,"1,230",-5.06,"1,206",-1.89,510,4.86,"1,280",0.41,727,7.64,549,7.81,"3,616",1.96,889,-4.80,549,1.56,298,6.72,995,1.78,506,5.02,379,13.63,242,18.76,35,23.60,57,24.48,24,22.45,70,18.93,37,19.13,20,-4.60,163,19.07,28,15.44,45,17.76,18,18.55,40,15.58,21,36.73,10,18.33,79,18.15,7,74.67,12,60.07,6,36.62,30,23.71,15,1.26,10,-20.69,"6,754",1.44,"2,634",-0.94,997,-0.19,775,4.38,"1,293",-1.01,500,10.37,556,11.38,"2,372",1.87,784,2.49,307,-0.90,336,-0.31,449,-1.59,203,9.43,293,6.61,"4,382",1.21,"1,850",-2.33,689,0.12,439,8.27,844,-0.70,297,11.02,263,17.21
1997M05,"9,138",0.97,"2,137",-5.08,"1,741",-1.14,802,3.17,"2,289",0.75,"1,242",6.85,926,12.25,"5,506",1.12,"1,231",-3.82,"1,197",-1.21,514,3.75,"1,283",0.43,723,6.19,558,11.60,"3,632",0.76,907,-6.73,544,-0.98,287,2.13,"1,006",1.17,519,7.79,369,13.25,236,7.97,39,41.25,54,14.64,22,-19.17,70,4.91,30,1.61,20,3.08,160,13.69,31,39.44,44,15.57,15,-20.87,41,6.63,17,10.54,12,58.88,76,-2.38,8,48.25,10,10.53,7,-15.37,29,2.60,13,-8.18,9,-30.71,"6,757",1.84,"2,617",0.25,"1,027",1.15,759,1.61,"1,296",-0.50,485,8.33,573,11.96,"2,379",0.79,766,0.67,324,-1.51,335,-2.13,446,-2.55,200,6.45,307,9.00,"4,378",2.42,"1,851",0.08,702,2.42,424,4.78,850,0.61,285,9.68,266,15.58
1997M06,"9,131",1.31,"2,116",-4.92,"1,730",0.10,795,1.70,"2,295",-0.03,"1,259",8.18,937,14.41,"5,515",1.34,"1,224",-3.33,"1,197",-1.05,520,4.18,"1,288",-0.24,731,7.53,555,11.82,"3,616",1.27,892,-7.01,533,2.77,275,-2.69,"1,007",0.23,528,9.11,381,18.41,251,4.16,35,16.43,51,-5.84,26,13.16,80,10.26,34,-7.56,25,2.32,170,9.50,29,22.49,45,0.87,19,24.20,46,4.94,17,-4.63,15,36.72,81,-5.51,7,-3.99,6,-35.82,7,-8.61,34,18.27,17,-10.24,9,-27.25,"6,764",1.42,"2,648",-0.18,"1,054",2.25,765,4.14,"1,267",-2.37,471,9.13,560,7.15,"2,366",0.25,786,2.63,329,-1.80,321,-4.45,430,-4.26,196,7.99,303,3.92,"4,399",2.06,"1,863",-1.31,725,4.21,443,11.40,837,-1.37,274,9.95,257,11.25
1997M07,"9,164",1.53,"2,108",-4.62,"1,725",0.02,806,1.32,"2,328",-0.18,"1,255",9.49,943,15.27,"5,568",1.45,"1,221",-5.08,"1,201",-2.00,519,3.25,"1,317",-0.06,736,11.51,573,15.79,"3,597",1.65,887,-3.98,523,4.99,287,-1.99,"1,011",-0.34,520,6.74,370,14.46,269,-2.45,35,3.33,57,-0.12,26,20.17,76,-4.41,41,-11.25,33,-9.32,169,1.81,28,-3.35,48,8.62,16,37.12,42,4.61,18,-20.64,16,-8.02,101,-8.82,7,41.03,9,-30.91,10,-0.03,34,-13.57,23,-2.28,17,-10.46,"6,736",1.45,"2,689",-1.06,"1,051",-0.03,763,4.07,"1,252",-0.08,449,6.17,531,15.37,"2,326",0.65,793,3.00,328,-4.40,334,1.68,411,-6.03,179,1.39,280,9.92,"4,410",1.88,"1,895",-2.67,723,2.09,429,6.01,841,3.11,270,9.61,251,22.12
1997M08,"9,171",1.94,"2,094",-3.49,"1,737",1.10,805,-0.67,"2,323",0.94,"1,260",9.76,953,12.18,"5,584",1.69,"1,224",-4.07,"1,213",-1.13,517,-0.53,"1,319",1.57,735,12.67,576,11.23,"3,587",2.34,869,-2.67,524,6.66,287,-0.92,"1,004",0.12,526,5.93,377,13.65,287,-3.47,37,-1.42,65,10.88,22,-9.83,78,-12.25,47,-7.78,38,3.30,178,0.31,30,2.14,55,22.21,14,-15.79,41,-2.59,22,-17.95,16,-8.91,108,-9.12,6,-15.26,10,-27.40,8,2.19,37,-20.84,25,3.40,21,15.36,"6,734",1.02,"2,690",-0.27,"1,036",13.41,765,2.05,"1,260",-4.20,453,-6.22,529,4.52,"2,309",0.27,786,3.51,307,16.65,336,0.59,412,-8.34,185,-12.36,282,-0.92,"4,425",1.42,"1,904",-1.76,729,12.10,429,3.22,848,-2.05,268,-1.46,247,11.50
1997M09,"9,168",1.12,"2,082",-2.62,"1,740",1.18,816,0.21,"2,295",-1.56,"1,277",7.60,957,9.29,"5,599",1.10,"1,227",-1.98,"1,210",-1.29,524,-2.82,"1,297",-1.38,758,12.73,583,9.17,"3,569",1.15,855,-3.53,530,7.30,293,6.12,999,-1.78,519,0.89,374,9.48,268,-5.52,36,12.65,72,31.18,20,-25.88,75,-12.57,37,-18.62,28,-26.94,176,1.60,32,25.46,61,40.44,14,-29.33,37,-13.64,19,-18.88,14,-27.12,92,-16.70,4,-35.83,11,-4.03,6,-17.01,38,-11.50,18,-18.35,14,-26.77,"6,785",2.38,"2,709",1.54,"1,035",18.84,758,7.55,"1,292",-5.89,453,-5.24,539,1.00,"2,308",1.75,787,4.06,307,35.77,328,7.60,439,-8.26,168,-19.37,279,-5.21,"4,477",2.71,"1,922",0.55,727,12.89,430,7.51,853,-4.62,285,5.68,260,8.65
1997M10,"9,228",1.76,"2,096",0.02,"1,789",3.26,823,3.65,"2,290",-2.58,"1,282",7.20,947,5.36,"5,636",1.96,"1,228",-0.12,"1,234",1.70,532,2.10,"1,300",-1.58,759,10.21,582,5.24,"3,592",1.44,868,0.23,555,6.91,291,6.60,990,-3.87,523,3.12,366,5.56,250,-12.48,36,2.47,59,5.53,24,-18.71,73,-15.48,35,-23.97,24,-29.39,161,-8.52,30,8.32,48,6.49,18,-11.82,36,-18.57,16,-25.29,13,-24.38,88,-18.88,6,-20.25,11,1.58,5,-36.31,37,-12.30,18,-22.78,11,-34.56,"6,775",1.99,"2,721",0.71,999,14.17,745,8.70,"1,322",-3.13,441,-6.81,546,0.74,"2,300",0.68,793,2.23,301,28.37,316,5.03,448,-6.10,163,-17.66,279,-6.50,"4,474",2.67,"1,928",0.10,698,8.96,429,11.57,875,-1.53,278,1.03,267,9.62
1997M11,"9,275",1.55,"2,117",-0.36,"1,808",4.23,826,5.33,"2,299",-1.63,"1,275",4.90,950,1.38,"5,646",2.12,"1,233",0.21,"1,260",4.93,544,9.46,"1,303",-1.50,741,5.65,567,-1.94,"3,629",0.68,884,-1.15,549,2.65,282,-1.81,996,-1.81,534,3.88,383,6.73,247,-8.06,40,18.54,57,8.04,22,-7.67,71,-17.35,28,-28.77,28,-12.49,165,-4.40,35,24.61,46,6.69,15,-2.98,40,-13.27,13,-35.97,14,-18.00,83,-14.58,5,-10.81,11,13.99,7,-16.20,31,-22.20,15,-20.76,13,-5.72,"6,759",2.19,"2,676",0.79,988,8.19,751,6.58,"1,313",-0.08,466,-5.27,565,5.57,"2,299",0.26,784,3.17,278,6.33,311,1.82,438,-7.24,191,-8.95,297,4.52,"4,459",3.22,"1,892",-0.16,710,8.94,440,10.23,875,3.94,275,-2.53,267,6.77
1997M12,"9,332",1.62,"2,121",-1.52,"1,797",0.34,832,6.66,"2,326",0.12,"1,290",6.36,966,4.72,"5,634",1.78,"1,226",-1.09,"1,236",0.94,537,10.72,"1,311",-1.42,737,4.98,586,5.82,"3,698",1.39,895,-2.10,560,-0.95,295,-0.02,"1,015",2.19,553,8.25,380,3.06,234,-4.66,40,3.97,51,-1.32,22,-4.84,64,-12.74,34,1.05,23,-8.55,156,-2.49,33,9.42,40,-10.18,13,6.99,39,0.68,20,7.21,11,-29.31,78,-8.73,6,-17.19,11,54.36,8,-19.00,25,-27.48,15,-6.09,12,27.95,"6,743",2.12,"2,652",-0.40,927,1.67,767,4.43,"1,292",0.50,511,9.70,594,9.47,"2,333",1.17,784,1.88,265,-3.08,319,0.50,451,-1.71,206,2.02,308,8.12,"4,410",2.63,"1,868",-1.33,662,3.70,448,7.42,841,1.73,305,15.58,286,10.97
1998M01,"9,333",1.67,"2,097",-2.49,"1,784",-1.30,848,7.82,"2,336",0.22,"1,295",7.53,973,8.12,"5,657",1.86,"1,220",-1.59,"1,265",0.14,548,8.71,"1,304",-1.18,730,6.35,589,9.07,"3,676",1.38,877,-3.71,518,-4.66,300,6.23,"1,033",2.04,564,9.09,383,6.69,224,-11.16,33,-19.10,52,-12.13,23,-0.22,63,-16.55,36,0.96,18,-5.67,147,-9.51,25,-18.87,40,-7.44,14,-5.39,37,-11.34,20,8.01,9,-19.54,78,-14.12,8,-19.84,11,-25.57,8,10.23,26,-23.14,16,-6.86,9,14.69,"6,778",2.38,"2,652",-0.71,931,2.03,793,6.86,"1,319",0.54,504,13.24,579,7.63,"2,331",1.58,775,0.73,275,2.97,337,3.62,437,-2.67,206,8.31,301,2.44,"4,448",2.80,"1,877",-1.30,656,1.64,456,9.38,883,2.22,298,16.92,278,13.87
1998M02,"9,245",1.83,"2,050",-2.28,"1,746",-1.34,828,6.68,"2,338",1.08,"1,293",7.17,990,8.13,"5,619",2.21,"1,210",-0.54,"1,234",0.41,539,4.12,"1,303",0.92,739,7.24,595,7.21,"3,625",1.25,840,-4.68,512,-5.30,290,11.76,"1,035",1.28,554,7.08,395,9.54,243,-12.44,36,-21.73,51,-24.76,28,-4.57,70,-3.91,36,-7.87,22,-1.89,162,-13.13,29,-23.19,42,-18.23,18,-5.59,41,-8.19,22,11.33,10,-27.03,81,-11.03,7,-15.36,9,-45.88,10,-2.60,29,2.81,15,-26.63,12,37.72,"6,869",2.22,"2,692",0.05,956,-3.30,778,4.20,"1,358",5.29,510,10.74,576,5.78,"2,362",1.13,771,-0.45,284,-5.08,327,-0.19,463,5.16,219,10.42,298,0.75,"4,507",2.80,"1,921",0.25,672,-2.53,452,7.63,894,5.36,291,10.98,278,11.74
1998M03,"9,296",1.89,"2,032",-3.47,"1,762",-1.28,844,6.82,"2,343",2.45,"1,303",7.01,"1,011",7.79,"5,631",2.30,"1,220",-0.86,"1,233",0.50,548,6.96,"1,277",1.07,753,6.78,600,6.05,"3,664",1.26,812,-7.13,529,-5.19,296,6.56,"1,066",4.14,550,7.31,411,10.43,223,-14.86,27,-27.91,46,-24.68,23,-16.88,70,3.45,36,-15.29,20,-17.47,155,-12.61,22,-29.89,38,-21.44,16,-22.82,44,7.01,22,3.06,13,-9.46,68,-19.55,5,-18.58,8,-36.70,7,-0.04,26,-1.98,14,-34.12,7,-28.93,"6,864",2.24,"2,709",2.36,955,-5.35,812,9.68,"1,310",4.62,501,1.35,576,1.01,"2,369",0.88,777,0.77,286,-5.65,338,7.40,464,5.85,208,-1.60,296,-4.44,"4,494",2.97,"1,931",3.01,669,-5.23,474,11.36,847,3.97,293,3.54,280,7.49
