期間,出生人數_原始值,出生人數_年增率(%),粗出生率(0/00)_原始值,粗出生率(0/00)_年增率(%),男性出生人數_原始值,男性出生人數_年增率(%),女性出生人數_原始值,女性出生人數_年增率(%),死亡人數_原始值,死亡人數_年增率(%),粗死亡率(0/00)_原始值,粗死亡率(0/00)_年增率(%),男性死亡人數_原始值,男性死亡人數_年增率(%),女性死亡人數_原始值,女性死亡人數_年增率(%),自然增加-人數_原始值,自然增加-人數_年增率(%),自然增加-增加率(0/00)_原始值,自然增加-增加率(0/00)_年增率(%),社會增加-增加人數_原始值,社會增加-增加人數_年增率(%),社會增加-增加率(0/00)_原始值,社會增加-增加率(0/00)_年增率(%),總增加-增加人數_原始值,總增加-增加人數_年增率(%),總增加-總增加率(0/00)_原始值,總增加-總增加率(0/00)_年增率(%),婚生-計_原始值,婚生-計_年增率(%),婚生-男性_原始值,婚生-男性_年增率(%),婚生-女性_原始值,婚生-女性_年增率(%),非婚生-已認領-計_原始值,非婚生-已認領-計_年增率(%),非婚生-已認領-男性_原始值,非婚生-已認領-男性_年增率(%),非婚生-已認領-女性_原始值,非婚生-已認領-女性_年增率(%),非婚生-未認領-計_原始值,非婚生-未認領-計_年增率(%),非婚生-未認領-男性_原始值,非婚生-未認領-男性_年增率(%),非婚生-未認領-女性_原始值,非婚生-未認領-女性_年增率(%),棄嬰或無依兒童-計_原始值,棄嬰或無依兒童-計_年增率(%),棄嬰或無依兒童-男性_原始值,棄嬰或無依兒童-男性_年增率(%),棄嬰或無依兒童-女性_原始值,棄嬰或無依兒童-女性_年增率(%),出生登記人數-遺腹子-計_原始值,出生登記人數-遺腹子-計_年增率(%),出生登記人數-遺腹子-男性_原始值,出生登記人數-遺腹子-男性_年增率(%),出生登記人數-遺腹子-女性_原始值,出生登記人數-遺腹子-女性_年增率(%),出生登記人數-雙生者-計_原始值,出生登記人數-雙生者-計_年增率(%),出生登記人數-雙生者-男性_原始值,出生登記人數-雙生者-男性_年增率(%),出生登記人數-雙生者-女性_原始值,出生登記人數-雙生者-女性_年增率(%),出生登記人數-三生以上者-計_原始值,出生登記人數-三生以上者-計_年增率(%),出生登記人數-三生以上者-男性_原始值,出生登記人數-三生以上者-男性_年增率(%),出生登記人數-三生以上者-女性_原始值,出生登記人數-三生以上者-女性_年增率(%)
2004M09,"18,905",-4.58,0.83,-,"9,825",-5.02,"9,080",-4.11,"10,734",2.16,0.47,-,"6,703",2.78,"4,031",1.15,"8,171",-,0.36,-,"-2,472",-,-0.11,-,"5,699",-,0.25,-,"18,158",-4.89,"9,450",-5.26,"8,708",-4.49,335,34.54,175,50.86,160,20.30,408,-11.50,199,-19.11,209,-2.79,4,-63.64,1,-85.71,3,-25.00,5,150.00,3,200.00,2,100.00,477,-5.17,228,-14.93,249,5.96,15,-16.67,9,-10.00,6,-25.00
2004M10,"19,223",-6.89,0.85,-,"10,127",-7.24,"9,096",-6.50,"10,874",1.60,0.48,-,"6,730",2.31,"4,144",0.46,"8,349",-,0.37,-,584,-,0.03,-,"8,933",-,0.39,-,"18,511",-7.11,"9,751",-7.65,"8,760",-6.49,334,43.35,186,58.97,148,27.59,370,-23.24,185,-23.24,185,-23.24,8,100.00,5,400.00,3,0.00,5,-16.67,2,-50.00,3,50.00,435,-0.23,229,0.00,206,-0.48,7,-46.15,2,-71.43,5,-16.67
2004M11,"20,858",10.86,0.92,-,"10,818",9.88,"10,040",11.93,"11,502",18.82,0.51,-,"7,105",20.24,"4,397",16.60,"9,356",-,0.41,-,"1,310",-,0.06,-,"10,666",-,0.47,-,"20,133",10.66,"10,452",9.87,"9,681",11.52,312,36.84,164,42.61,148,30.97,406,4.91,198,-7.04,208,19.54,7,16.67,4,0.00,3,50.00,8,60.00,3,0.00,5,150.00,496,25.57,275,44.74,221,7.80,27,80.00,12,9.09,15,275.00
2004M12,"19,885",-7.88,0.88,-,"10,321",-9.07,"9,564",-6.57,"11,505",-3.20,0.51,-,"7,159",-2.49,"4,346",-4.34,"8,380",-,0.37,-,"1,802",-,0.08,-,"10,182",-,0.45,-,"19,150",-8.19,"9,935",-9.40,"9,215",-6.85,319,12.72,173,7.45,146,19.67,416,-5.45,213,-3.18,203,-7.73,0,-100.00,0,-100.00,0,-100.00,5,66.67,4,33.33,1,--,561,-3.94,283,-11.84,278,5.70,14,-30.00,8,-11.11,6,-45.45
2005M01,"17,844",7.94,0.79,-,"9,283",6.70,"8,561",9.32,"12,138",8.69,0.53,-,"7,496",7.98,"4,642",9.84,"5,706",-,0.25,-,"1,521",-,0.07,-,"7,227",-,0.32,-,"17,180",7.32,"8,935",6.05,"8,245",8.73,274,37.69,151,54.08,123,21.78,387,19.44,195,10.17,192,30.61,3,--,2,--,1,--,5,25.00,0,-100.00,5,400.00,409,-3.54,206,-11.21,203,5.73,17,30.77,9,50.00,8,14.29
2005M02,"14,567",-14.95,0.64,-,"7,567",-15.31,"7,000",-14.56,"10,258",-20.16,0.45,-,"6,417",-19.40,"3,841",-21.40,"4,309",-,0.19,-,969,-,0.04,-,"5,278",-,0.23,-,"13,993",-15.20,"7,282",-15.37,"6,711",-15.02,242,-9.02,113,-15.04,129,-3.01,330,-7.04,170,-12.37,160,-0.62,2,-60.00,2,-33.33,0,-100.00,4,-33.33,3,-25.00,1,-50.00,352,0.57,181,7.74,171,-6.04,6,-60.00,4,-50.00,2,-71.43
2005M03,"18,956",1.18,0.83,-,"9,866",-0.96,"9,090",3.61,"14,592",14.52,0.64,-,"8,981",14.85,"5,611",14.00,"4,364",-,0.19,-,"-2,696",-,-0.12,-,"1,668",-,0.07,-,"18,183",0.77,"9,487",-1.31,"8,696",3.14,324,16.13,166,23.88,158,8.97,445,8.80,211,-1.40,234,20.00,4,33.33,2,100.00,2,0.00,6,20.00,1,0.00,5,25.00,428,-0.23,231,2.67,197,-3.43,10,-33.33,4,-33.33,6,-33.33
2005M04,"15,473",-10.43,0.68,-,"8,076",-10.03,"7,397",-10.86,"11,442",1.28,0.50,-,"7,060",0.81,"4,382",2.05,"4,031",-,0.18,-,954,-,0.04,-,"4,985",-,0.22,-,"14,866",-10.58,"7,762",-10.10,"7,104",-11.09,260,-3.70,139,-4.79,121,-2.42,342,-8.56,174,-9.84,168,-7.18,5,-16.67,1,-66.67,4,33.33,8,33.33,4,0.00,4,100.00,447,-1.76,243,-3.57,204,0.49,10,-71.43,3,-86.96,7,-41.67
2005M05,"17,085",3.38,0.75,-,"8,928",1.33,"8,157",5.72,"11,833",14.12,0.52,-,"7,406",15.20,"4,427",12.36,"5,252",-,0.23,-,"1,498",-,0.07,-,"6,750",-,0.30,-,"16,396",2.94,"8,570",1.04,"7,826",5.12,283,12.75,150,4.90,133,23.15,403,17.84,208,14.92,195,21.12,3,-57.14,0,-100.00,3,50.00,6,20.00,3,0.00,3,50.00,475,0.64,240,-6.98,235,9.81,17,13.33,5,25.00,12,9.09
2005M06,"15,920",-3.66,0.70,-,"8,278",-5.04,"7,642",-2.11,"11,063",5.32,0.49,-,"6,847",5.44,"4,216",5.14,"4,857",-,0.21,-,"2,672",-,0.12,-,"7,529",-,0.33,-,"15,285",-3.96,"7,954",-4.99,"7,331",-2.81,271,5.45,130,-9.09,141,23.68,361,4.94,191,-3.54,170,16.44,3,-62.50,3,-25.00,0,-100.00,4,-60.00,4,0.00,0,-100.00,433,-8.26,229,-13.26,204,-1.92,8,-50.00,6,-14.29,2,-77.78
2005M07,"16,119",-4.60,0.71,-,"8,456",-4.87,"7,663",-4.31,"11,097",3.76,0.49,-,"6,941",4.74,"4,156",2.16,"5,022",-,0.22,-,"3,238",-,0.14,-,"8,260",-,0.36,-,"15,505",-4.67,"8,125",-4.97,"7,380",-4.33,276,7.39,142,1.43,134,14.53,337,-8.92,189,-3.08,148,-15.43,1,-83.33,0,-100.00,1,-50.00,2,-33.33,2,--,0,-100.00,432,-0.23,242,10.00,190,-10.80,3,-70.00,3,-50.00,0,-100.00
2005M08,"17,933",0.01,0.79,-,"9,391",-1.75,"8,542",2.01,"11,840",9.09,0.52,-,"7,475",11.20,"4,365",5.66,"6,093",-,0.27,-,"1,647",-,0.07,-,"7,740",-,0.34,-,"17,147",-0.51,"9,000",-1.97,"8,147",1.15,319,8.50,152,-7.32,167,28.46,465,17.42,239,13.81,226,21.51,2,-71.43,0,-100.00,2,-50.00,10,-9.09,7,16.67,3,-40.00,473,-2.67,227,-7.72,246,2.50,12,-25.00,3,-66.67,9,28.57
2005M09,"17,559",-7.12,0.77,-,"9,086",-7.52,"8,473",-6.69,"11,231",4.63,0.49,-,"7,012",4.61,"4,219",4.66,"6,328",-,0.28,-,-48,-,0.00,-,"6,280",-,0.28,-,"16,733",-7.85,"8,652",-8.44,"8,081",-7.20,346,3.28,187,6.86,159,-0.62,474,16.18,243,22.11,231,10.53,6,50.00,4,300.00,2,-33.33,5,0.00,3,0.00,2,0.00,488,2.31,261,14.47,227,-8.84,16,6.67,6,-33.33,10,66.67
2005M10,"17,584",-8.53,0.77,-,"9,303",-8.14,"8,281",-8.96,"10,684",-1.75,0.47,-,"6,745",0.22,"3,939",-4.95,"6,900",-,0.30,-,808,-,0.04,-,"7,708",-,0.34,-,"16,890",-8.76,"8,955",-8.16,"7,935",-9.42,292,-12.57,142,-23.66,150,1.35,401,8.38,206,11.35,195,5.41,1,-87.50,0,-100.00,1,-66.67,2,-60.00,1,-50.00,1,-66.67,461,5.98,233,1.75,228,10.68,10,42.86,7,250.00,3,-40.00
2005M11,"18,699",-10.35,0.82,-,"9,791",-9.49,"8,908",-11.27,"11,167",-2.91,0.49,-,"6,983",-1.72,"4,184",-4.84,"7,532",-,0.33,-,"1,385",-,0.06,-,"8,917",-,0.39,-,"17,945",-10.87,"9,408",-9.99,"8,537",-11.82,308,-1.28,148,-9.76,160,8.11,441,8.62,231,16.67,210,0.96,5,-28.57,4,0.00,1,-66.67,6,-25.00,3,0.00,3,-40.00,481,-3.02,247,-10.18,234,5.88,6,-77.78,4,-66.67,2,-86.67
2005M12,"18,115",-8.90,0.80,-,"9,353",-9.38,"8,762",-8.39,"12,053",4.76,0.53,-,"7,415",3.58,"4,638",6.72,"6,062",-,0.27,-,"2,857",-,0.13,-,"8,919",-,0.39,-,"17,449",-8.88,"9,013",-9.28,"8,436",-8.45,279,-12.54,143,-17.34,136,-6.85,385,-7.45,196,-7.98,189,-6.90,2,--,1,--,1,--,7,40.00,4,0.00,3,200.00,456,-18.72,245,-13.43,211,-24.10,12,-14.29,8,0.00,4,-33.33
2006M01,"16,477",-7.66,0.72,-,"8,664",-6.67,"7,813",-8.74,"11,021",-9.20,0.48,-,"6,804",-9.23,"4,217",-9.16,"5,456",-,0.24,-,"2,742",-,0.12,-,"8,198",-,0.36,-,"15,841",-7.79,"8,342",-6.64,"7,499",-9.05,174,-36.50,79,-47.68,95,-22.76,459,18.60,241,23.59,218,13.54,3,0.00,2,0.00,1,0.00,2,-60.00,0,--,2,-60.00,445,8.80,240,16.50,205,0.99,13,-23.53,6,-33.33,7,-12.50
2006M02,"16,264",11.65,0.71,-,"8,483",12.11,"7,781",11.16,"12,214",19.07,0.54,-,"7,665",19.45,"4,549",18.43,"4,050",-,0.18,-,"2,089",-,0.09,-,"6,139",-,0.27,-,"15,623",11.65,"8,162",12.08,"7,461",11.18,176,-27.27,83,-26.55,93,-27.91,463,40.30,237,39.41,226,41.25,2,0.00,1,-50.00,1,--,5,25.00,2,-33.33,3,200.00,471,33.81,243,34.25,228,33.33,5,-16.67,2,-50.00,3,50.00
2006M03,"17,524",-7.55,0.77,-,"9,135",-7.41,"8,389",-7.71,"12,832",-12.06,0.56,-,"8,125",-9.53,"4,707",-16.11,"4,692",-,0.21,-,"1,640",-,0.07,-,"6,332",-,0.28,-,"16,755",-7.85,"8,730",-7.98,"8,025",-7.72,250,-22.84,140,-15.66,110,-30.38,516,15.96,263,24.64,253,8.12,3,-25.00,2,0.00,1,-50.00,7,16.67,4,300.00,3,-40.00,491,14.72,241,4.33,250,26.90,11,10.00,4,0.00,7,16.67
2006M04,"15,126",-2.24,0.66,-,"7,918",-1.96,"7,208",-2.56,"10,658",-6.85,0.47,-,"6,529",-7.52,"4,129",-5.77,"4,468",-,0.20,-,"1,794",-,0.08,-,"6,262",-,0.27,-,"14,461",-2.72,"7,573",-2.43,"6,888",-3.04,174,-33.08,84,-39.57,90,-25.62,489,42.98,261,50.00,228,35.71,2,-60.00,0,-100.00,2,-50.00,8,0.00,4,0.00,4,0.00,391,-12.53,191,-21.40,200,-1.96,9,-10.00,2,-33.33,7,0.00
2006M05,"16,757",-1.92,0.73,-,"8,873",-0.62,"7,884",-3.35,"11,314",-4.39,0.50,-,"7,085",-4.33,"4,229",-4.47,"5,443",-,0.24,-,"2,890",-,0.13,-,"8,333",-,0.37,-,"16,022",-2.28,"8,508",-0.72,"7,514",-3.99,200,-29.33,102,-32.00,98,-26.32,531,31.76,261,25.48,270,38.46,4,33.33,2,--,2,-33.33,8,33.33,3,0.00,5,66.67,467,-1.68,245,2.08,222,-5.53,16,-5.88,10,100.00,6,-50.00
2006M06,"16,558",4.01,0.73,-,"8,748",5.68,"7,810",2.20,"11,376",2.83,0.50,-,"7,057",3.07,"4,319",2.44,"5,182",-,0.23,-,"3,807",-,0.17,-,"8,989",-,0.39,-,"15,881",3.90,"8,400",5.61,"7,481",2.05,186,-31.37,113,-13.08,73,-48.23,489,35.46,235,23.04,254,49.41,2,-33.33,0,-100.00,2,--,2,-50.00,0,-100.00,2,--,474,9.47,264,15.28,210,2.94,17,112.50,5,-16.67,12,500.00
2006M07,"16,340",1.37,0.72,-,"8,653",2.33,"7,687",0.31,"11,320",2.01,0.50,-,"7,023",1.18,"4,297",3.39,"5,020",-,0.22,-,"3,948",-,0.17,-,"8,968",-,0.39,-,"15,657",0.98,"8,298",2.13,"7,359",-0.28,185,-32.97,96,-32.39,89,-33.58,494,46.59,258,36.51,236,59.46,4,300.00,1,--,3,200.00,5,150.00,2,0.00,3,--,426,-1.39,194,-19.83,232,22.11,15,400.00,11,266.67,4,--
2006M08,"17,311",-3.47,0.76,-,"8,979",-4.39,"8,332",-2.46,"11,354",-4.10,0.50,-,"7,178",-3.97,"4,176",-4.33,"5,957",-,0.26,-,"2,612",-,0.11,-,"8,569",-,0.38,-,"16,566",-3.39,"8,596",-4.49,"7,970",-2.17,188,-41.07,100,-34.21,88,-47.31,555,19.35,282,17.99,273,20.80,2,0.00,1,--,1,-50.00,3,-70.00,1,-85.71,2,-33.33,475,0.42,235,3.52,240,-2.44,10,-16.67,6,100.00,4,-55.56
2006M09,"16,864",-3.96,0.74,-,"8,841",-2.70,"8,023",-5.31,"10,357",-7.78,0.45,-,"6,501",-7.29,"3,856",-8.60,"6,507",-,0.28,-,363,-,0.02,-,"6,870",-,0.30,-,"16,131",-3.60,"8,441",-2.44,"7,690",-4.84,183,-47.11,98,-47.59,85,-46.54,544,14.77,299,23.05,245,6.06,6,0.00,3,-25.00,3,50.00,9,80.00,3,0.00,6,200.00,455,-6.76,239,-8.43,216,-4.85,10,-37.50,5,-16.67,5,-50.00
2006M10,"18,927",7.64,0.83,-,"9,796",5.30,"9,131",10.26,"11,316",5.92,0.50,-,"7,094",5.17,"4,222",7.18,"7,611",-,0.33,-,"4,007",-,0.18,-,"11,618",-,0.51,-,"18,125",7.31,"9,400",4.97,"8,725",9.96,259,-11.30,130,-8.45,129,-14.00,542,35.16,265,28.64,277,42.05,1,0.00,1,--,0,-100.00,6,200.00,4,300.00,2,100.00,389,-15.62,192,-17.60,197,-13.60,12,20.00,7,0.00,5,66.67
2006M11,"18,957",1.38,0.83,-,"9,900",1.11,"9,057",1.67,"11,192",0.22,0.49,-,"6,969",-0.20,"4,223",0.93,"7,765",-,0.34,-,"4,696",-,0.21,-,"12,461",-,0.55,-,"18,175",1.28,"9,487",0.84,"8,688",1.77,197,-36.04,108,-27.03,89,-44.38,583,32.20,303,31.17,280,33.33,2,-60.00,2,-50.00,0,-100.00,4,-33.33,0,-100.00,4,33.33,443,-7.90,233,-5.67,210,-10.26,11,83.33,7,75.00,4,100.00
2006M12,"17,354",-4.20,0.76,-,"8,946",-4.35,"8,408",-4.04,"10,885",-9.69,0.48,-,"6,770",-8.70,"4,115",-11.28,"6,469",-,0.28,-,"6,936",-,0.30,-,"13,405",-,0.59,-,"16,627",-4.71,"8,566",-4.96,"8,061",-4.45,209,-25.09,99,-30.77,110,-19.12,514,33.51,277,41.33,237,25.40,4,100.00,4,300.00,0,-100.00,6,-14.29,1,-75.00,5,66.67,476,4.39,227,-7.35,249,18.01,10,-16.67,5,-37.50,5,25.00
2007M01,"18,224",10.60,0.80,-,"9,442",8.98,"8,782",12.40,"13,374",21.35,0.58,-,"8,190",20.37,"5,184",22.93,"4,850",-,0.21,-,"-1,867",-,-0.08,-,"2,983",-,0.13,-,"17,479",10.34,"9,039",8.36,"8,440",12.55,196,12.64,93,17.72,103,8.42,541,17.86,305,26.56,236,8.26,8,166.67,5,150.00,3,200.00,5,150.00,2,--,3,50.00,421,-5.39,217,-9.58,204,-0.49,13,0.00,6,0.00,7,0.00
2007M02,"13,496",-17.02,0.59,-,"7,150",-15.71,"6,346",-18.44,"10,218",-16.34,0.45,-,"6,273",-18.16,"3,945",-13.28,"3,278",-,0.14,-,"-3,656",-,-0.16,-,-378,-,-0.02,-,"12,880",-17.56,"6,827",-16.36,"6,053",-18.87,160,-9.09,82,-1.20,78,-16.13,455,-1.73,241,1.69,214,-5.31,1,-50.00,0,-100.00,1,0.00,2,-60.00,1,-50.00,1,-66.67,332,-29.51,168,-30.86,164,-28.07,10,100.00,4,100.00,6,100.00
2007M03,"18,490",5.51,0.81,-,"9,730",6.51,"8,760",4.42,"13,890",8.25,0.61,-,"8,706",7.15,"5,184",10.13,"4,600",-,0.20,-,"-3,278",-,-0.14,-,"1,322",-,0.06,-,"17,578",4.91,"9,246",5.91,"8,332",3.83,252,0.80,135,-3.57,117,6.36,653,26.55,345,31.18,308,21.74,7,133.33,4,100.00,3,200.00,6,-14.29,6,50.00,0,-100.00,489,-0.41,244,1.24,245,-2.00,21,90.91,10,150.00,11,57.14
2007M04,"15,448",2.13,0.68,-,"8,028",1.39,"7,420",2.94,"11,679",9.58,0.51,-,"7,183",10.02,"4,496",8.89,"3,769",-,0.16,-,"2,679",-,0.12,-,"6,448",-,0.28,-,"14,723",1.81,"7,670",1.28,"7,053",2.40,191,9.77,105,25.00,86,-4.44,532,8.79,253,-3.07,279,22.37,2,0.00,0,--,2,0.00,3,-62.50,1,-75.00,2,-50.00,463,18.41,231,20.94,232,16.00,19,111.11,7,250.00,12,71.43
