期間,資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款-計_原始值,資產--放款-計_年增率(%),資產--放款-政府機關_原始值,資產--放款-政府機關_年增率(%),資產--放款-公營事業_原始值,資產--放款-公營事業_年增率(%),資產--放款-民間部門_原始值,資產--放款-民間部門_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--對金融機構債權-中央銀行_原始值,資產--對金融機構債權-中央銀行_年增率(%),資產--對金融機構債權-其他貨幣機構_原始值,資產--對金融機構債權-其他貨幣機構_年增率(%),資產--對金融機構債權-人壽保險公司等_原始值,資產--對金融機構債權-人壽保險公司等_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--企業及個人存款-計_原始值,負債與淨值--企業及個人存款-計_年增率(%),負債與淨值--企業及個人存款-支票存款_原始值,負債與淨值--企業及個人存款-支票存款_年增率(%),負債與淨值--企業及個人存款-活期存款_原始值,負債與淨值--企業及個人存款-活期存款_年增率(%),負債與淨值--企業及個人存款-活期儲蓄存款_原始值,負債與淨值--企業及個人存款-活期儲蓄存款_年增率(%),負債與淨值--企業及個人存款-定期存款_原始值,負債與淨值--企業及個人存款-定期存款_年增率(%),負債與淨值--企業及個人存款-可轉讓定期存單_原始值,負債與淨值--企業及個人存款-可轉讓定期存單_年增率(%),負債與淨值--企業及個人存款-定期儲蓄存款_原始值,負債與淨值--企業及個人存款-定期儲蓄存款_年增率(%),負債與淨值--企業及個人存款-外匯存款_原始值,負債與淨值--企業及個人存款-外匯存款_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對金融機構負債-中央銀行_原始值,負債與淨值--對金融機構負債-中央銀行_年增率(%),負債與淨值--對金融機構負債-其他貨幣機構_原始值,負債與淨值--對金融機構負債-其他貨幣機構_年增率(%),負債與淨值--對金融機構負債-其他金融機構-中華郵政公司_原始值,負債與淨值--對金融機構負債-其他金融機構-中華郵政公司_年增率(%),負債與淨值--對金融機構負債-人壽保險公司等_原始值,負債與淨值--對金融機構負債-人壽保險公司等_年增率(%),負債與淨值--金融債券_原始值,負債與淨值--金融債券_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
2004M10,"1,976,338",11.90,"401,837",20.14,"431,771",9.90,-,-,728,21.94,"431,043",9.88,"85,456",-21.59,"1,500",-,"58,980",-38.27,"9,751",-16.11,"377,509",-1.91,"131,817",115.41,"5,090",-,"1,028",-5.17,"471,599",25.57,"856,830",14.41,"543,181",6.62,"11,828",19.45,"126,696",29.46,620,66.67,"183,797",-8.35,"10,171",-19.69,403,352.81,"209,666",11.51,-,-,669,-92.72,"23,685",-47.40,194,-83.01,"27,912",-0.16,-,-,"475,133",25.15,"48,928",6.39
2004M11,"2,016,271",11.93,"415,470",18.56,"431,110",10.67,-,-,643,489.91,"430,467",10.53,"69,697",-35.62,"1,500",-,"54,248",-32.67,"7,744",-45.68,"341,641",-19.56,"113,879",76.18,"1,514",-,"1,100",12.59,"578,368",57.18,"773,501",0.73,"549,982",3.79,"10,810",7.57,"127,122",26.79,505,9.78,"184,245",-8.99,"11,380",-8.50,299,967.86,"215,621",5.58,-,-,"1,127",-86.24,"27,121",-28.08,181,-39.67,"30,662",10.73,-,-,"585,009",52.73,"48,869",4.13
2004M12,"2,177,529",22.00,"401,461",22.51,"430,393",15.19,-,-,138,24.32,"430,255",15.19,"102,343",-9.24,"1,500",-,"51,190",-12.84,"10,737",-12.84,"389,487",-12.98,"165,303",141.18,"9,460",-,"1,120",1.45,"614,535",60.65,"884,028",15.19,"564,046",4.76,"11,829",10.31,"134,341",15.13,505,-22.90,"180,909",-5.22,"11,494",-3.79,305,747.22,"224,663",8.26,-,-,-,-,"23,359",2.45,121,-84.45,"25,177",39.82,-,-,"630,053",65.23,"50,866",10.55
2005M01,"2,167,906",12.61,"428,038",27.93,"441,245",7.68,-,-,153,-63.83,"441,092",7.76,"108,944",8.41,"1,500",-,"54,045",-15.56,"10,938",-8.64,"396,109",-21.93,"165,208",144.96,"6,295",-,"1,656",31.85,"553,928",29.34,"904,359",7.99,"565,005",6.82,"10,641",0.20,"132,718",27.92,312,-42.44,"177,658",-8.20,"11,278",3.22,384,184.44,"232,014",10.77,-,-,"1,113",-86.70,"36,713",-27.84,126,-95.48,"33,924",64.54,-,-,"575,851",33.54,"50,941",6.82
2005M02,"2,231,882",7.45,"396,321",31.29,"440,523",7.31,-,-,"1,585",252.22,"438,938",7.04,"106,852",3.87,"1,500",-,"49,163",-44.56,"12,431",5.66,"467,021",-11.99,"152,618",47.66,"1,560",-,"1,194",0.17,"602,699",14.51,"928,483",13.37,"561,225",7.57,"11,533",1.75,"135,769",31.30,347,-46.70,"176,956",-6.01,"12,979",15.12,344,151.09,"223,297",8.03,-,-,"1,247",-87.03,"23,835",-34.60,80,-70.37,"29,673",22.14,-,-,"636,471",3.04,"50,948",5.08
2005M03,"2,356,927",9.06,"395,074",25.40,"445,855",8.36,-,-,384,-17.95,"445,471",8.39,"93,396",-13.95,"1,500",-,"58,359",-35.56,"8,570",-22.15,"504,140",-11.07,"179,332",-0.52,"1,650",-,"1,255",8.94,"667,796",40.26,"1,008,284",0.55,"559,976",1.99,"12,308",1.77,"132,912",7.20,421,-22.61,"183,971",-4.31,"10,663",-8.31,348,141.67,"219,353",5.26,-,-,631,-94.97,"23,316",-15.84,116,-39.58,"28,171",190.30,-,-,"684,507",34.19,"52,042",5.70
2005M04,"2,418,112",8.18,"389,107",21.81,"446,651",5.25,-,-,60,-64.07,"446,591",5.28,"89,923",-21.57,"1,500",-,"61,115",-39.05,"11,963",-6.50,"608,758",9.45,"130,178",-34.35,-,-,"1,154",7.05,"677,763",36.12,"1,057,756",-2.37,"556,798",3.80,"10,693",16.32,"127,995",5.75,301,-50.25,"183,143",-2.39,"11,328",3.67,328,114.38,"223,010",7.80,-,-,938,-83.46,"32,515",43.69,88,-55.10,"29,582",54.26,-,-,"688,446",33.48,"52,077",-0.33
2005M05,"2,227,542",-5.44,"370,253",3.40,"459,765",5.23,-,-,633,56.30,"459,132",5.18,"60,171",-39.09,300,-,"55,157",-44.40,"8,055",-29.25,"599,715",3.64,"94,484",-59.33,-,-,"1,050",-7.73,"578,592",9.11,"999,132",-16.42,"535,279",1.40,"11,546",20.70,"123,808",3.64,580,-14.20,"180,446",-1.58,"11,516",10.99,348,140.00,"207,035",1.33,-,-,941,-71.54,"31,453",44.82,116,-32.95,"17,268",-9.87,-,-,"590,864",10.38,"52,605",-0.53
2005M06,"2,176,941",-3.11,"388,090",5.91,"459,121",8.11,-,-,63,-80.56,"459,058",8.17,"71,064",-23.43,-,-,"44,730",-57.72,"7,848",-42.48,"479,346",-12.43,"113,250",-39.69,-,-,"1,120",8.42,"612,372",22.90,"919,377",-15.76,"546,292",-0.59,"12,091",7.55,"128,544",2.17,432,-35.33,"173,967",-5.17,"12,877",39.80,456,230.43,"217,925",-0.51,-,-,"2,213",-58.25,"25,819",12.88,146,-17.51,"21,516",56.73,-,-,"619,013",21.41,"42,711",-20.86
2005M07,"2,206,284",1.13,"404,535",13.00,"465,635",7.03,-,-,52,-66.88,"465,583",7.05,"82,017",-10.69,-,-,"59,722",-43.18,"7,564",-44.23,"405,617",-16.28,"172,889",0.02,-,-,932,-14.02,"607,373",18.70,"949,055",-10.70,"555,875",4.96,"11,864",-1.65,"123,868",-1.17,548,-39.11,"171,276",-5.63,"15,648",63.87,211,14.05,"232,460",16.19,-,-,-,-,"31,393",43.07,148,-26.73,"20,478",46.92,-,-,"605,982",20.39,"43,501",-13.06
2005M08,"2,291,986",9.10,"411,337",5.27,"470,022",6.84,-,-,95,-19.49,"469,927",6.85,"79,237",-14.84,-,-,"63,356",-30.38,"10,061",-14.76,"396,246",-11.46,"156,517",24.51,-,-,"1,014",-14.50,"704,196",42.07,"974,317",-0.48,"549,214",2.24,"11,517",3.19,"131,065",-3.00,511,23.13,"166,520",-8.11,"11,942",37.06,33,-81.77,"227,626",13.61,-,-,980,-,"24,671",1.01,108,-50.68,"19,161",-29.77,-,-,"678,510",40.09,"45,133",-7.23
