期間,資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款_原始值,資產--放款_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--對金融機構債權-中央銀行_原始值,資產--對金融機構債權-中央銀行_年增率(%),資產--對金融機構債權-其他貨幣機構_原始值,資產--對金融機構債權-其他貨幣機構_年增率(%),資產--對金融機構債權-人壽保險公司等_原始值,資產--對金融機構債權-人壽保險公司等_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--郵政儲金-劃撥_原始值,負債與淨值--郵政儲金-劃撥_年增率(%),負債與淨值--郵政儲金-存簿_原始值,負債與淨值--郵政儲金-存簿_年增率(%),負債與淨值--郵政儲金-定期_原始值,負債與淨值--郵政儲金-定期_年增率(%),負債與淨值--對金融機構負債-中央銀行_原始值,負債與淨值--對金融機構負債-中央銀行_年增率(%),負債與淨值--對金融機構負債-其他貨幣機構_原始值,負債與淨值--對金融機構負債-其他貨幣機構_年增率(%),負債與淨值--對金融機構負債-人壽保險公司等_原始值,負債與淨值--對金融機構負債-人壽保險公司等_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
2010M11,"4,825,466",1.91,"252,988",-6.03,"4,782",-27.38,"1,170,628",16.42,"51,183",-3.61,"116,484",3.78,"6,341",-19.47,"2,586,396",9.42,"503,215",-33.88,-,-,"14,349",-5.04,"119,100",-15.39,235,-10.65,"21,180",-3.04,"1,521,571",7.34,"2,960,627",-0.83,-,-,"71,399",132.33,"12,751",12.50,"164,987",-16.75,"72,716",3.92
2010M12,"4,842,131",1.69,"256,041",-2.61,"7,046",130.56,"1,197,634",15.99,"47,433",6.23,"123,284",6.07,"6,623",-16.29,"2,596,556",8.19,"459,178",-37.49,-,-,"18,472",-15.51,"129,864",-5.78,237,-12.22,"21,326",0.21,"1,526,284",7.29,"2,950,904",-0.90,-,-,"41,216",180.78,"9,748",-51.04,"213,195",-7.70,"79,221",6.93
2011M01,"4,927,683",2.27,"248,215",-2.95,"13,882",311.93,"1,180,390",13.58,"64,816",7.26,"127,477",10.02,"6,493",-17.98,"2,664,186",8.91,"462,221",-35.23,-,-,"30,039",85.15,"129,964",-18.54,251,-3.83,"23,425",9.48,"1,632,464",11.07,"2,949,480",-0.70,-,-,"38,793",41.49,"7,398",-4.27,"195,005",-20.67,"80,867",6.82
2011M02,"4,912,233",1.11,"255,291",-0.31,"13,185",280.74,"1,184,800",13.79,"66,102",-16.73,"126,005",5.20,"6,651",-16.38,"2,669,168",5.85,"451,748",-34.16,-,-,"21,662",4.07,"117,621",-3.68,251,-7.38,"22,089",1.58,"1,644,052",7.59,"2,957,561",-0.81,-,-,"26,430",-1.89,"6,695",-73.60,"173,505",-12.10,"81,650",5.78
2011M03,"4,905,360",1.32,"260,940",4.37,"6,573",179.23,"1,202,000",11.26,"65,149",-23.10,"113,818",15.79,"5,791",-26.65,"2,663,025",6.07,"447,367",-32.95,-,-,"15,106",9.83,"125,591",-0.42,247,-5.36,"22,182",5.92,"1,625,801",7.21,"2,961,791",-0.56,-,-,"27,204",-31.23,"8,268",-10.01,"183,374",-10.18,"76,493",5.45
2011M04,"4,884,664",1.24,"267,843",9.71,"7,919",74.35,"1,226,773",10.26,"55,063",-33.91,"108,834",10.16,"5,767",-26.99,"2,640,398",5.89,"439,023",-32.45,-,-,"21,182",27.90,"111,862",-1.51,248,-3.88,"22,051",6.98,"1,623,617",7.28,"2,963,831",-0.22,-,-,"23,124",-61.63,"14,839",70.84,"159,724",-14.04,"77,230",18.16
2011M05,"4,883,833",1.39,"261,862",6.22,"5,316",-11.31,"1,238,493",12.21,"47,977",-38.72,"124,745",20.74,"5,811",-26.65,"2,625,028",4.64,"429,245",-31.05,-,-,"14,519",-3.25,"130,837",4.69,241,-4.74,"21,217",-2.65,"1,608,250",7.30,"2,967,120",-0.14,-,-,"18,352",-58.80,"11,463",-25.07,"179,561",-9.76,"77,629",17.32
2011M06,"4,903,543",2.00,"282,572",15.36,"5,085",-21.62,"1,254,044",11.96,"44,484",-32.60,"123,282",15.50,"5,818",-24.88,"2,623,667",4.35,"427,867",-30.34,-,-,"15,181",3.91,"121,543",8.33,229,-1.29,"21,277",-0.67,"1,599,479",6.88,"2,972,050",0.20,-,-,"34,577",-22.62,"7,877",-5.11,"189,255",-9.87,"78,799",30.81
2011M07,"4,891,251",1.41,"286,648",17.38,"4,665",-42.83,"1,231,688",10.43,"43,386",-18.09,"134,852",39.30,"5,818",-23.99,"2,623,315",2.75,"424,903",-28.67,-,-,"17,242",4.07,"118,734",-10.37,229,-3.78,"22,078",5.15,"1,644,475",6.54,"2,978,180",0.29,-,-,"9,358",-74.33,"9,740",45.85,"147,438",-20.27,"79,753",31.41
2011M08,"4,879,346",1.08,"287,579",15.20,"5,194",-40.48,"1,238,362",12.22,"43,386",-10.51,"133,493",42.42,"5,866",-20.08,"2,622,859",0.52,"417,119",-27.57,-,-,"14,481",2.06,"111,007",-4.77,221,-6.75,"22,436",-1.86,"1,623,949",6.44,"2,987,202",0.82,-,-,"19,510",-72.72,"8,075",32.77,"137,954",-21.91,"79,999",30.74
2011M09,"4,863,885",1.26,"294,171",19.97,"7,295",-8.79,"1,239,497",11.27,"44,385",-4.72,"119,310",10.24,"6,578",-6.70,"2,604,909",0.88,"433,612",-21.31,-,-,"16,713",18.27,"97,415",-23.15,229,-4.58,"20,760",-2.12,"1,619,733",5.88,"2,993,640",0.99,-,-,"16,298",-42.57,"7,596",4.13,"137,451",-23.06,"68,178",-6.85
2011M10,"4,860,073",0.96,"287,538",16.00,"6,840",28.47,"1,257,744",10.83,"44,385",0.90,"120,518",14.49,"6,578",-5.89,"2,603,751",0.02,"411,580",-21.36,-,-,"15,206",-6.89,"105,933",-16.36,230,2.22,"22,889",10.26,"1,620,232",5.75,"3,000,648",1.21,-,-,"9,755",-79.90,"8,997",-4.12,"127,105",-22.73,"70,217",-4.45
2011M11,"4,858,624",0.69,"284,030",12.27,"6,286",31.45,"1,262,680",7.86,"46,833",-8.50,"110,679",-4.98,"6,578",3.74,"2,602,327",0.62,"413,796",-17.77,-,-,"14,213",-0.95,"111,202",-6.63,217,-7.66,"21,182",0.01,"1,611,642",5.92,"3,009,506",1.65,-,-,"9,437",-86.78,"6,649",-47.86,"129,502",-21.51,"70,489",-3.06
2011M12,"4,888,769",0.96,"276,818",8.11,"6,580",-6.61,"1,273,240",6.31,"44,386",-6.42,"120,757",-2.05,"5,263",-20.53,"2,619,959",0.90,"419,596",-8.62,-,-,"20,049",8.54,"102,121",-21.36,204,-13.92,"22,826",7.03,"1,617,937",6.00,"3,016,036",2.21,-,-,"12,432",-69.84,"8,073",-17.18,"138,273",-35.14,"72,988",-7.87
2012M01,"5,012,096",1.71,"275,408",10.96,"2,877",-79.28,"1,285,588",8.91,"46,084",-28.90,"147,519",15.72,"5,392",-16.96,"2,697,959",1.27,"406,862",-11.98,-,-,"22,188",-26.14,"122,219",-5.96,213,-15.14,"24,387",4.11,"1,740,073",6.59,"3,028,927",2.69,-,-,"20,323",-47.61,"10,086",36.33,"115,436",-40.80,"72,651",-10.16
2012M02,"5,008,744",1.96,"287,899",12.77,"2,036",-84.56,"1,291,204",8.98,"47,731",-27.79,"122,622",-2.68,"5,327",-19.91,"2,740,453",2.67,"385,061",-14.76,-,-,"18,077",-16.55,"108,334",-7.90,211,-15.94,"23,254",5.27,"1,727,701",5.09,"3,052,625",3.21,-,-,"12,462",-52.85,"5,210",-22.18,"111,767",-35.58,"75,514",-7.52
2012M03,"5,038,853",2.72,"302,540",15.94,"4,079",-37.94,"1,317,666",9.62,"48,222",-25.98,"120,625",5.98,"5,335",-7.87,"2,739,040",2.85,"383,728",-14.23,-,-,"16,919",12.00,"100,699",-19.82,205,-17.00,"21,600",-2.62,"1,722,417",5.94,"3,068,817",3.61,-,-,"21,800",-19.86,"6,910",-16.42,"113,364",-38.18,"83,740",9.47
2012M04,"5,060,098",3.59,"301,742",12.66,"6,680",-15.65,"1,350,861",10.11,"48,422",-12.06,"124,587",14.47,"5,335",-7.49,"2,722,737",3.12,"380,199",-13.40,-,-,"18,606",-12.16,"100,929",-9.77,208,-16.13,"25,531",15.78,"1,717,926",5.81,"3,075,808",3.78,-,-,"19,614",-15.18,"9,268",-37.54,"127,596",-20.11,"84,147",8.96
2012M05,"5,047,967",3.36,"324,280",23.84,"7,034",32.32,"1,363,201",10.07,"54,962",14.56,"129,914",4.14,"5,335",-8.19,"2,677,677",2.01,"372,719",-13.17,-,-,"14,452",-0.46,"98,393",-24.80,207,-14.11,"21,500",1.33,"1,702,665",5.87,"3,089,027",4.11,-,-,"17,124",-6.69,"7,362",-35.78,"124,227",-30.82,"85,855",10.60
2012M06,"5,066,511",3.32,"332,044",17.51,"3,508",-31.01,"1,363,401",8.72,"55,994",25.87,"142,782",15.82,"5,868",0.86,"2,665,798",1.61,"376,769",-11.94,-,-,"18,375",21.04,"101,972",-16.10,204,-10.92,"22,314",4.87,"1,697,969",6.16,"3,095,929",4.17,-,-,"8,858",-74.38,"10,040",27.46,"148,840",-21.35,"82,357",4.52
2012M07,"5,107,880",4.43,"342,719",19.56,"2,487",-46.69,"1,354,270",9.95,"46,724",7.69,"133,074",-1.32,"5,868",0.86,"2,739,971",4.45,"360,080",-15.26,-,-,"14,872",-13.75,"107,815",-9.20,208,-9.17,"23,225",5.20,"1,742,245",5.95,"3,114,887",4.59,-,-,"21,181",126.34,"8,292",-14.87,"114,486",-22.35,"83,356",4.52
2012M08,"5,110,240",4.73,"363,481",26.39,"1,248",-75.97,"1,373,465",10.91,"50,297",15.93,"132,588",-0.68,"5,868",0.03,"2,703,499",3.07,"355,654",-14.74,-,-,"16,877",16.55,"107,263",-3.37,215,-2.71,"21,659",-3.46,"1,734,644",6.82,"3,133,760",4.91,-,-,"9,364",-52.00,"7,692",-4.74,"118,733",-13.93,"84,173",5.22
2012M09,"5,117,583",5.22,"357,540",21.54,"6,004",-17.70,"1,385,619",11.79,"63,643",43.39,"147,636",23.74,"5,890",-10.46,"2,670,181",2.51,"357,575",-17.54,-,-,"17,258",3.26,"106,237",9.06,224,-2.18,"21,940",5.68,"1,734,018",7.06,"3,142,596",4.98,-,-,"14,277",-12.40,"7,660",0.84,"105,374",-23.34,"91,494",34.20
2012M10,"5,131,094",5.58,"353,335",22.88,"1,218",-82.19,"1,375,389",9.35,"68,150",53.54,"146,070",21.20,"5,890",-10.46,"2,703,594",3.83,"351,745",-14.54,-,-,"13,627",-10.38,"112,076",5.80,205,-10.87,"21,116",-7.75,"1,732,596",6.94,"3,143,565",4.76,-,-,"26,662",173.32,"7,956",-11.57,"106,684",-16.07,"92,310",31.46
2012M11,"5,141,300",5.82,"347,634",22.39,"1,311",-79.14,"1,391,748",10.22,"73,436",56.80,"155,678",40.66,"5,890",-10.46,"2,680,853",3.02,"352,650",-14.78,-,-,"16,697",17.48,"115,403",3.78,193,-11.06,"20,562",-2.93,"1,736,580",7.75,"3,151,604",4.72,-,-,"28,285",199.72,"7,206",8.38,"104,491",-19.31,"92,379",31.05
2012M12,"5,174,518",5.85,"346,675",25.24,"3,154",-52.07,"1,391,157",9.26,"69,823",57.31,"159,904",32.42,"5,932",12.71,"2,682,826",2.40,"380,412",-9.34,-,-,"25,515",27.26,"109,120",6.85,191,-6.37,"23,048",0.97,"1,747,113",7.98,"3,153,963",4.57,-,-,"14,341",15.36,"12,606",56.15,"143,567",3.83,"79,689",9.18
2013M01,"5,239,219",4.53,"363,580",32.02,"20,227",603.06,"1,405,210",9.30,"80,479",74.64,"172,854",17.17,"6,219",15.34,"2,694,737",-0.12,"371,021",-8.81,-,-,"19,262",-13.19,"105,630",-13.57,"3,375","1,484.51","22,562",-7.48,"1,833,438",5.37,"3,168,395",4.60,-,-,"6,816",-66.46,"5,924",-41.27,"111,462",-3.44,"87,247",20.09
2013M02,"5,276,632",5.35,"357,710",24.25,"19,545",859.97,"1,412,321",9.38,"90,163",88.90,"170,011",38.65,"6,218",16.73,"2,718,973",-0.78,"376,915",-2.12,-,-,"18,725",3.58,"106,051",-2.11,"3,972","1,782.46","22,435",-3.52,"1,848,718",7.00,"3,183,989",4.30,-,-,"9,196",-26.21,"11,825",126.97,"108,328",-3.08,"88,169",16.76
2013M03,"5,285,751",4.90,"367,619",21.51,"19,100",368.25,"1,437,557",9.10,"93,806",94.53,"187,161",55.16,"6,247",17.09,"2,656,844",-3.00,"399,268",4.05,-,-,"17,260",2.02,"100,889",0.19,"4,923","2,301.46","21,719",0.55,"1,838,754",6.75,"3,199,903",4.27,-,-,"11,231",-48.48,"10,323",49.39,"109,880",-3.07,"89,018",6.30
2013M04,"5,301,507",4.77,"368,213",22.03,"13,324",99.46,"1,455,278",7.73,"89,191",84.20,"172,545",38.49,"6,247",17.09,"2,705,766",-0.62,"371,348",-2.33,-,-,"17,757",-4.56,"101,838",0.90,202,-2.88,"23,588",-7.61,"1,834,537",6.79,"3,209,214",4.34,-,-,"21,354",8.87,"8,160",-11.96,"114,854",-9.99,"89,598",6.48
2013M05,"5,317,696",5.34,"367,576",13.35,"9,705",37.97,"1,468,208",7.70,"91,701",66.84,"166,437",28.11,"6,247",17.09,"2,724,587",1.75,"364,687",-2.15,-,-,"17,053",18.00,"101,495",3.15,192,-7.25,"20,793",-3.29,"1,823,368",7.09,"3,219,200",4.21,-,-,"45,542",165.95,"7,732",5.03,"110,662",-10.92,"90,207",5.07
2013M06,"5,338,619",5.37,"377,737",13.76,"12,371",252.65,"1,469,311",7.77,"85,562",52.81,"175,371",22.82,"5,681",-3.19,"2,740,068",2.79,"342,250",-9.16,-,-,"18,257",-0.64,"112,011",9.84,181,-11.27,"22,446",0.59,"1,815,911",6.95,"3,226,379",4.21,-,-,"22,333",152.12,"9,296",-7.41,"150,389",1.04,"91,684",11.33
2013M07,"5,344,546",4.63,"380,163",10.93,"9,717",290.71,"1,466,337",8.28,"81,781",75.03,"176,040",32.29,"5,681",-3.19,"2,745,805",0.21,"355,053",-1.40,-,-,"14,281",-3.97,"109,688",1.74,177,-14.90,"21,853",-5.91,"1,862,150",6.88,"3,237,819",3.95,-,-,"13,765",-35.01,"6,143",-25.92,"108,417",-5.30,"94,222",13.04
2013M08,"5,345,784",4.61,"376,828",3.67,"9,106",629.65,"1,468,179",6.90,"76,276",51.65,"184,013",38.79,"5,709",-2.71,"2,742,287",1.43,"357,438",0.50,-,-,"17,678",4.75,"108,270",0.94,188,-12.56,"22,494",3.86,"1,848,646",6.57,"3,249,210",3.68,-,-,"20,436",118.24,"4,452",-42.12,"105,439",-11.20,"94,919",12.77
2013M09,"5,367,937",4.89,"377,947",5.71,"16,642",177.18,"1,464,564",5.70,"78,962",24.07,"184,185",24.76,"5,863",-0.46,"2,756,588",3.24,"358,052",0.13,-,-,"15,915",-7.78,"109,219",2.81,202,-9.82,"24,275",10.64,"1,840,264",6.13,"3,263,099",3.83,-,-,"25,361",77.64,"8,517",11.19,"109,450",3.87,"96,769",5.77
2013M10,"5,369,796",4.65,"373,714",5.77,"9,916",714.12,"1,464,406",6.47,"80,418",18.00,"168,012",15.02,"5,922",0.54,"2,805,088",3.75,"336,482",-4.34,-,-,"13,849",1.63,"111,989",-0.08,193,-5.85,"21,292",0.83,"1,836,048",5.97,"3,273,097",4.12,-,-,"26,322",-1.28,"6,072",-23.68,"109,824",2.94,"96,948",5.02
2013M11,"5,378,073",4.61,"375,440",8.00,"13,762",949.73,"1,454,646",4.52,"87,684",19.40,"177,041",13.72,"5,911",0.36,"2,781,003",3.74,"352,741",0.03,-,-,"17,118",2.52,"112,727",-2.32,197,2.07,"21,092",2.58,"1,829,679",5.36,"3,286,965",4.29,-,-,"24,614",-12.98,"9,764",35.50,"108,431",3.77,"97,331",5.36
2013M12,"5,405,776",4.47,"380,566",9.78,"16,035",408.40,"1,446,285",3.96,"83,233",19.21,"189,031",18.22,"6,128",3.30,"2,795,110",4.19,"365,188",-4.00,-,-,"18,503",-27.48,"105,697",-3.14,190,-0.52,"23,693",2.80,"1,823,209",4.36,"3,292,376",4.39,-,-,"16,472",14.86,"8,871",-29.63,"142,108",-1.02,"98,857",24.05
2014M01,"5,494,817",4.88,"389,219",7.05,"18,099",-10.52,"1,410,875",0.40,"85,615",6.38,"202,232",17.00,"6,141",-1.25,"2,772,299",2.88,"463,790",25.00,-,-,"38,578",100.28,"107,969",2.21,192,-94.31,"23,228",2.95,"1,933,905",5.48,"3,307,184",4.38,-,-,"4,345",-36.25,"8,529",43.97,"117,645",5.55,"99,789",14.38
2014M02,"5,523,655",4.68,"399,064",11.56,"18,058",-7.61,"1,413,381",0.08,"83,050",-7.89,"192,411",13.18,"6,226",0.13,"2,878,378",5.86,"405,637",7.62,-,-,"22,085",17.94,"105,365",-0.65,200,-94.96,"22,911",2.12,"1,933,639",4.59,"3,331,407",4.63,-,-,"14,805",60.99,"8,834",-25.29,"110,999",2.47,"100,860",14.39
2014M03,"5,524,887",4.52,"410,081",11.55,"18,453",-3.39,"1,430,455",-0.49,"88,136",-6.04,"194,625",3.99,"6,229",-0.29,"2,870,260",8.03,"391,595",-1.92,-,-,"15,517",-10.10,"99,536",-1.34,202,-95.90,"24,350",12.11,"1,916,420",4.22,"3,349,442",4.67,-,-,"9,349",-16.76,"9,824",-4.83,"113,831",3.60,"101,469",13.99
2014M04,"5,533,957",4.38,"411,804",11.84,"18,261",37.05,"1,445,033",-0.70,"86,439",-3.09,"179,235",3.88,"6,220",-0.43,"2,880,077",6.44,"387,641",4.39,-,-,"17,416",-1.92,"101,831",-0.01,222,9.90,"23,847",1.10,"1,914,860",4.38,"3,359,060",4.67,-,-,"9,248",-56.69,"5,871",-28.05,"118,672",3.32,"102,177",14.04
2014M05,"5,533,124",4.05,"409,912",11.52,"13,754",41.72,"1,455,024",-0.90,"84,334",-8.03,"192,207",15.48,"5,156",-17.46,"2,915,593",7.01,"334,317",-8.33,-,-,"21,727",27.41,"101,100",-0.39,216,12.50,"21,825",4.96,"1,906,526",4.56,"3,373,981",4.81,-,-,"8,113",-82.19,"6,653",-13.95,"112,457",1.62,"103,353",14.57
2014M06,"5,576,332",4.45,"411,672",8.98,"7,207",-41.74,"1,485,370",1.09,"86,306",0.87,"195,880",11.69,"3,159",-44.39,"2,925,298",6.76,"338,290",-1.16,-,-,"16,249",-11.00,"106,901",-4.56,207,14.36,"25,575",13.94,"1,891,806",4.18,"3,386,297",4.96,-,-,"10,352",-53.65,"8,568",-7.83,"145,968",-2.94,"107,559",17.31
2014M07,"5,605,652",4.89,"411,786",8.32,"3,702",-61.90,"1,491,711",1.73,"89,810",9.82,"195,322",10.95,"3,197",-43.72,"2,941,254",7.12,"343,009",-3.39,-,-,"14,978",4.88,"110,883",1.09,203,14.69,"23,518",7.62,"1,938,991",4.13,"3,405,690",5.18,-,-,"9,791",-28.87,"6,805",10.78,"112,190",3.48,"108,464",15.12
