期間,就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),就業者_原始值,就業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),失業者_原始值,失業者_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%),非勞動力_原始值,非勞動力_年增率(%)
1978M11,"6,284",...,"3,610",...,"1,109",...,403,...,660,...,267,...,235,...,"4,246",...,"2,426",...,777,...,289,...,393,...,182,...,178,...,"2,038",...,"1,184",...,332,...,114,...,267,...,84,...,58,...,71,...,12,...,16,...,9,...,18,...,9,...,7,...,42,...,9,...,11,...,6,...,6,...,5,...,5,...,29,...,3,...,5,...,3,...,12,...,4,...,2,...,"4,550",...,"2,782",...,497,...,444,...,489,...,133,...,206,...,"1,216",...,439,...,165,...,211,...,204,...,72,...,123,...,"3,334",...,"2,342",...,331,...,233,...,285,...,60,...,83,...
1978M12,"6,255",...,"3,562",...,"1,134",...,375,...,673,...,251,...,260,...,"4,239",...,"2,416",...,786,...,269,...,403,...,167,...,198,...,"2,017",...,"1,146",...,348,...,106,...,270,...,84,...,62,...,76,...,15,...,18,...,8,...,20,...,9,...,6,...,48,...,11,...,13,...,4,...,10,...,6,...,5,...,28,...,4,...,6,...,4,...,10,...,3,...,1,...,"4,610",...,"2,812",...,515,...,445,...,487,...,142,...,208,...,"1,226",...,435,...,165,...,211,...,213,...,70,...,131,...,"3,384",...,"2,378",...,350,...,234,...,274,...,72,...,77,...
1979M01,"6,405",4.71,"3,654",0.84,"1,115",9.98,384,4.81,727,19.16,257,5.15,268,3.66,"4,278",3.67,"2,427",0.61,769,7.50,275,2.15,430,17.49,170,5.00,206,2.50,"2,127",6.88,"1,227",1.31,345,15.94,109,12.18,296,21.68,86,5.44,62,7.69,83,-33.42,21,-38.78,19,-42.77,10,-36.89,20,-19.51,8,-33.13,6,1.44,55,-28.74,14,-36.11,12,-43.72,8,-27.32,12,7.29,6,-36.85,4,12.45,29,-40.74,7,-43.70,7,-41.09,3,-53.26,9,-40.05,2,-19.81,2,-15.83,"4,488",1.54,"2,697",0.36,500,-0.64,441,2.93,501,3.74,140,2.73,209,14.97,"1,210",-0.16,430,2.38,160,-9.60,211,-5.64,219,4.74,69,-4.80,121,10.33,"3,278",2.18,"2,268",-0.01,340,4.25,230,12.26,282,2.98,71,11.34,88,22.07
1979M02,"6,420",5.58,"3,626",2.58,"1,110",7.08,395,6.42,751,17.37,287,16.43,251,-0.42,"4,263",3.45,"2,390",0.33,764,5.02,288,8.19,443,14.13,188,14.30,190,-1.27,"2,157",10.05,"1,236",7.24,346,11.92,107,1.94,308,22.38,99,20.69,61,2.30,85,-25.75,24,-23.79,20,-36.63,11,-28.61,19,-21.46,7,6.13,4,-24.36,52,-27.52,15,-30.82,13,-29.06,8,-22.82,10,-20.24,4,-11.22,2,-50.66,33,-22.81,9,-9.11,6,-48.44,4,-38.19,9,-22.70,3,44.75,2,194.70,"4,480",0.27,"2,684",-1.50,510,-3.04,445,4.06,504,7.69,135,-0.05,201,8.37,"1,227",1.80,432,3.89,171,-9.02,219,2.84,218,7.42,69,-9.32,118,7.70,"3,253",-0.30,"2,252",-2.47,339,0.28,227,5.27,286,7.90,67,11.71,82,9.36
1979M03,"6,315",4.10,"3,495",-1.26,"1,125",8.71,399,14.84,715,14.35,300,17.94,280,6.21,"4,240",4.04,"2,335",-0.63,781,7.44,294,16.48,424,10.37,199,19.33,207,5.91,"2,075",4.24,"1,159",-2.51,345,11.68,106,10.52,291,20.70,101,15.29,73,7.07,76,-30.10,17,-33.82,18,-34.82,8,-51.78,22,-12.94,7,-25.18,3,-6.17,45,-33.76,12,-32.17,12,-36.52,5,-50.45,12,-18.86,3,-37.13,2,-39.55,31,-24.14,5,-37.37,7,-31.68,3,-53.71,11,-5.66,4,-12.93,2,134.03,"4,620",1.97,"2,717",1.38,562,-2.49,469,4.56,525,6.03,135,-7.72,211,14.99,"1,266",-1.06,425,0.65,193,-9.17,231,2.25,226,-1.28,62,-22.17,130,16.96,"3,354",3.16,"2,293",1.51,369,1.42,238,6.90,299,12.31,73,9.66,82,12.00
1979M04,"6,334",3.32,"3,468",-3.11,"1,130",11.38,419,18.61,705,10.55,297,13.07,317,11.30,"4,259",2.85,"2,309",-3.10,774,8.75,311,16.05,427,10.34,200,15.36,239,9.11,"2,075",4.31,"1,159",-3.11,355,17.58,108,26.67,278,10.89,97,8.61,78,18.56,70,-29.04,17,-33.75,17,-23.92,8,-50.85,18,-15.29,6,-36.35,4,8.65,45,-30.94,13,-28.15,13,-18.96,5,-47.30,8,-34.21,4,-43.02,2,-21.26,25,-25.36,4,-46.28,5,-34.55,3,-55.39,10,12.79,2,-17.93,1,336.96,"4,621",2.96,"2,659",0.97,580,-0.62,486,3.80,528,11.43,142,-2.59,226,23.30,"1,251",2.83,415,7.36,192,-8.24,234,-2.23,208,3.82,66,-5.09,136,21.88,"3,371",3.01,"2,244",-0.13,388,3.63,252,10.09,320,17.01,76,-0.29,90,25.51
1979M05,"6,311",2.53,"3,427",-2.60,"1,130",9.71,412,7.06,729,10.71,304,13.87,310,4.21,"4,243",2.34,"2,276",-2.32,787,8.22,311,7.58,430,7.29,208,17.63,231,3.97,"2,068",2.94,"1,151",-3.14,343,13.28,101,5.50,299,16.01,96,6.46,79,4.92,75,-29.08,22,-20.06,17,-28.93,9,-41.97,18,-24.38,5,-47.44,4,-25.75,49,-36.90,17,-24.29,12,-36.13,6,-40.05,7,-47.68,4,-55.19,3,-14.13,27,-8.65,6,-4.78,5,-4.59,3,-45.95,11,8.77,1,42.36,1,-39.86,"4,658",3.86,"2,663",1.00,619,2.37,479,5.46,515,11.54,156,13.65,225,18.90,"1,273",4.78,426,6.27,217,-4.57,220,0.67,206,5.69,76,19.01,128,16.98,"3,385",3.52,"2,238",0.05,403,6.54,259,9.91,309,15.81,80,8.97,97,21.53
1979M06,"6,383",2.58,"3,519",-1.14,"1,152",6.30,393,6.65,717,8.34,299,12.85,304,6.70,"4,226",1.76,"2,283",-1.96,796,6.03,297,6.83,420,3.07,207,16.49,222,5.93,"2,157",4.23,"1,236",0.41,355,6.90,96,6.08,296,16.82,92,5.44,82,8.85,73,-29.91,19,-17.35,17,-21.19,9,-34.21,18,-28.08,7,-54.46,4,-42.56,47,-37.18,15,-18.48,11,-33.05,6,-36.26,8,-40.55,4,-70.53,3,-17.56,26,-11.04,4,-12.29,6,19.91,3,-29.10,10,-13.55,3,75.54,1,-75.63,"4,613",4.10,"2,636",0.36,643,4.22,445,4.08,512,10.58,158,30.74,219,24.20,"1,304",7.94,433,3.55,236,1.25,219,9.85,216,9.92,78,20.51,121,26.96,"3,309",2.66,"2,203",-0.25,407,6.02,226,-0.97,296,11.06,80,42.65,98,20.94
1979M07,"6,614",2.51,"3,588",-3.20,"1,232",14.27,409,3.79,777,9.71,287,-0.01,320,15.49,"4,348",2.48,"2,315",-2.83,833,13.29,300,4.27,469,8.07,196,0.80,236,12.53,"2,266",2.55,"1,273",-3.87,399,16.36,109,2.48,308,12.31,92,-1.70,84,24.66,104,-14.33,13,-26.34,27,1.76,12,-13.32,33,-10.74,10,-28.12,9,-27.38,50,-30.25,10,-30.57,13,-19.13,6,-35.27,12,-34.62,5,-41.20,5,-23.72,54,8.89,3,-10.97,14,32.96,6,27.19,21,11.52,6,-10.26,3,-32.80,"4,385",4.16,"2,594",2.41,613,6.65,407,0.48,445,7.47,132,10.00,194,19.08,"1,194",5.49,412,5.40,223,-0.57,200,5.46,182,11.99,68,6.53,109,8.27,"3,191",3.67,"2,182",1.86,389,11.29,207,-3.90,263,4.56,65,13.88,84,36.87
1979M08,"6,550",1.68,"3,522",-3.25,"1,252",10.47,413,3.93,784,10.47,273,-2.87,306,9.14,"4,386",2.93,"2,348",-1.62,865,11.89,302,6.15,458,8.39,184,-0.43,229,9.15,"2,164",-0.77,"1,174",-6.35,387,7.43,111,-1.66,326,13.52,89,-7.58,77,9.10,103,-16.88,13,-38.99,23,-27.94,12,-31.60,32,-5.18,12,27.67,11,8.93,62,-14.52,11,-28.38,13,-36.83,8,-0.86,15,-11.39,7,42.09,6,38.91,41,-20.20,1,-71.83,9,-9.27,4,-59.27,17,0.95,5,10.95,4,-16.62,"4,474",5.29,"2,730",3.04,572,12.86,419,4.80,449,9.11,118,2.75,186,11.39,"1,156",2.55,429,-0.97,188,7.17,194,2.28,172,1.71,62,8.83,110,7.79,"3,318",6.27,"2,302",3.83,383,15.88,225,7.08,277,14.25,56,-3.32,75,17.14
1979M09,"6,471",2.89,"3,491",-0.97,"1,232",6.15,421,5.26,769,12.43,286,4.04,273,11.31,"4,352",3.37,"2,352",-0.11,843,4.52,300,4.27,461,13.45,194,10.63,202,12.49,"2,119",1.93,"1,139",-2.71,389,9.86,120,7.81,308,10.95,91,-7.64,71,8.08,93,-23.25,15,-35.95,21,-25.75,13,-24.62,26,-3.64,10,-19.74,8,-36.52,59,-21.35,13,-24.98,15,-24.64,9,-8.35,11,-11.87,8,-15.31,4,-43.25,34,-26.31,3,-63.37,7,-28.02,4,-43.68,15,3.31,2,-33.11,3,-25.42,"4,578",3.30,"2,756",0.34,497,11.88,485,8.99,512,5.21,135,3.48,193,7.80,"1,196",0.70,437,-2.05,141,2.16,223,3.98,213,0.14,67,2.57,116,3.57,"3,382",4.25,"2,320",0.81,356,16.25,262,13.64,299,9.15,68,4.39,77,14.93
1979M10,"6,444",2.59,"3,451",-2.60,"1,216",6.18,419,4.93,783,17.23,301,6.53,274,12.64,"4,340",2.46,"2,320",-2.63,829,4.48,301,4.76,488,20.21,202,7.85,200,11.60,"2,104",2.86,"1,131",-2.54,387,10.01,119,5.36,296,12.62,99,3.93,73,15.60,76,-21.71,8,-61.71,20,-12.74,13,-25.71,23,5.14,7,-14.76,6,-9.07,45,-24.58,6,-62.55,13,-18.44,6,-48.47,11,65.38,5,12.97,4,-16.19,31,-17.17,2,-59.05,6,2.22,7,25.94,12,-21.35,2,-49.31,3,3.37,"4,654",3.51,"2,788",1.19,516,12.58,488,5.13,522,4.61,144,8.78,197,4.79,"1,239",3.56,460,4.70,155,4.49,225,1.22,212,1.33,75,12.14,112,1.60,"3,415",3.49,"2,328",0.52,361,16.44,263,8.74,309,6.99,70,5.40,85,9.33
1979M11,"6,424",2.23,"3,470",-3.88,"1,236",11.38,414,2.72,753,14.16,282,5.52,270,14.69,"4,345",2.33,"2,344",-3.39,855,10.01,297,2.68,459,16.73,192,5.17,198,11.44,"2,079",2.02,"1,126",-4.87,380,14.58,117,2.82,294,10.36,90,6.28,72,24.73,78,10.06,15,25.82,20,22.75,12,28.37,20,13.84,7,-21.71,4,-41.56,46,8.53,10,4.05,15,27.86,5,-10.78,10,67.52,4,-18.67,3,-47.84,32,12.31,5,99.52,6,11.14,7,97.25,10,-13.02,3,-25.63,1,-26.21,"4,702",3.34,"2,854",2.62,511,2.86,463,4.32,519,6.08,145,9.69,209,1.51,"1,246",2.54,473,7.60,154,-6.85,218,3.26,204,-0.23,78,7.92,120,-2.69,"3,455",3.63,"2,382",1.68,357,7.71,245,5.28,315,10.60,67,11.82,89,7.78
1979M12,"6,508",4.04,"3,504",-1.62,"1,241",9.42,414,10.54,782,16.18,295,17.77,271,4.11,"4,387",3.49,"2,362",-2.25,851,8.24,292,8.52,480,18.87,201,20.64,202,2.15,"2,121",5.19,"1,143",-0.30,390,12.10,123,15.66,302,12.15,94,12.07,69,10.34,81,6.76,19,28.09,16,-11.47,10,18.98,23,17.12,9,0.25,4,-33.23,47,-2.25,13,20.96,11,-14.52,5,34.00,10,-1.09,6,-6.62,2,-50.57,34,22.17,6,46.61,5,-4.41,5,5.18,13,36.06,4,12.38,1,41.36,"4,651",0.89,"2,781",-1.12,522,1.33,457,2.52,535,9.82,149,5.33,207,-0.45,"1,222",-0.32,443,1.90,156,-5.71,211,0.15,210,-1.68,79,12.78,122,-6.44,"3,429",1.33,"2,338",-1.67,366,4.66,245,4.65,325,18.79,70,-1.94,85,9.69
1980M01,"6,569",2.57,"3,464",-5.21,"1,218",9.22,430,11.74,835,14.97,320,24.93,303,12.78,"4,346",1.61,"2,279",-6.13,827,7.45,301,9.59,500,16.27,219,28.67,221,7.30,"2,223",4.50,"1,185",-3.40,391,13.16,128,17.14,335,13.10,102,17.57,82,30.82,63,-24.17,11,-45.74,11,-43.06,10,-7.05,18,-9.59,10,26.61,3,-36.85,40,-26.61,8,-41.44,8,-30.65,6,-19.90,9,-24.21,6,2.50,3,-24.23,23,-19.56,3,-54.75,3,-63.83,4,27.12,9,10.46,4,94.59,1,-63.28,"4,637",3.32,"2,667",-1.13,543,8.60,507,15.04,550,9.67,154,9.83,217,3.89,"1,280",5.72,443,3.00,169,5.49,237,12.61,225,2.85,80,15.43,125,3.37,"3,358",2.44,"2,224",-1.91,374,10.07,270,17.26,324,14.97,74,4.34,92,4.62
1980M02,"6,528",1.68,"3,403",-6.16,"1,196",7.74,429,8.42,832,10.71,350,21.97,320,27.37,"4,337",1.73,"2,268",-5.09,814,6.60,301,4.42,489,10.24,228,21.41,237,24.63,"2,192",1.58,"1,135",-8.22,382,10.26,128,19.18,343,11.40,122,23.03,83,35.86,73,-14.17,12,-48.50,13,-33.54,13,12.44,20,4.12,13,80.30,2,-40.46,43,-17.04,9,-40.45,7,-44.20,7,-3.81,10,7.83,7,85.64,1,-37.06,30,-9.69,4,-61.27,6,-10.65,5,46.01,9,0.27,5,73.01,1,-45.20,"4,681",4.49,"2,701",0.63,543,6.58,519,16.55,540,7.01,168,23.74,210,4.78,"1,292",5.30,443,2.52,174,1.42,241,10.11,228,4.23,83,21.35,124,4.78,"3,389",4.19,"2,258",0.26,370,9.19,278,22.77,312,9.12,84,26.20,86,4.79
1980M03,"6,407",1.46,"3,279",-6.17,"1,160",3.10,443,11.01,822,14.89,363,20.84,340,21.50,"4,301",1.43,"2,204",-5.62,795,1.85,324,10.36,485,14.34,234,17.52,258,24.84,"2,106",1.52,"1,075",-7.28,365,5.92,119,12.80,337,15.69,128,27.41,82,12.05,68,-9.90,12,-32.52,16,-14.76,11,42.36,20,-11.99,8,22.16,2,-34.22,44,-1.98,8,-31.45,11,-6.79,6,35.07,12,1.60,5,71.29,2,-6.10,25,-21.15,3,-35.02,5,-28.50,5,53.69,8,-26.35,3,-14.19,1,-64.72,"4,837",4.70,"2,722",0.16,594,5.74,529,12.72,591,12.62,179,32.31,222,5.22,"1,343",6.04,448,5.45,193,0.12,248,7.59,237,4.65,88,40.77,129,-0.22,"3,494",4.20,"2,274",-0.81,401,8.67,280,17.70,355,18.63,91,25.09,93,13.85
1980M04,"6,423",1.41,"3,286",-5.24,"1,191",5.43,455,8.72,793,12.52,355,19.65,343,8.35,"4,329",1.64,"2,209",-4.35,821,6.00,327,4.98,476,11.58,236,18.11,261,9.47,"2,094",0.94,"1,077",-7.02,370,4.20,129,19.52,317,13.95,119,22.84,82,4.92,60,-13.62,12,-31.28,15,-14.26,9,8.41,18,-0.10,4,-25.29,3,-25.09,36,-18.99,9,-28.55,11,-12.82,5,-2.00,8,-3.41,2,-47.23,1,-46.16,24,-4.03,3,-39.44,4,-18.10,4,24.15,10,2.75,2,16.78,1,16.58,"4,846",4.87,"2,718",2.22,635,9.47,519,6.77,556,5.48,183,28.32,235,3.92,"1,329",6.30,446,7.52,215,11.99,240,2.58,204,-1.82,88,32.21,137,0.69,"3,517",4.34,"2,272",1.24,420,8.23,279,10.65,353,10.21,95,24.92,98,8.79
1980M05,"6,488",2.81,"3,385",-1.20,"1,186",4.92,449,9.18,800,9.79,336,10.58,332,6.93,"4,307",1.51,"2,217",-2.61,820,4.28,322,3.62,466,8.51,235,12.74,247,6.63,"2,181",5.47,"1,169",1.58,365,6.38,127,26.36,334,11.63,101,5.86,85,7.81,78,3.85,19,-15.03,16,-8.01,12,38.48,22,22.37,4,-20.17,5,35.21,47,-3.60,14,-15.88,11,-7.90,6,-0.13,11,47.81,3,-38.04,3,-0.04,32,17.32,5,-12.58,5,-8.26,6,126.93,11,4.96,2,44.97,3,96.34,"4,780",2.62,"2,649",-0.55,638,2.96,509,6.12,574,11.49,174,11.25,237,5.45,"1,348",5.86,457,7.41,218,0.64,234,6.35,221,7.45,79,4.41,137,6.98,"3,433",1.40,"2,191",-2.06,420,4.20,274,5.93,353,14.19,94,17.75,100,3.43
1980M06,"6,528",2.27,"3,452",-1.92,"1,159",0.60,457,16.20,806,12.54,330,10.25,325,7.11,"4,262",0.85,"2,201",-3.58,795,-0.18,334,12.35,462,9.95,223,7.65,246,11.12,"2,266",5.05,"1,250",1.13,363,2.36,122,28.18,344,16.24,107,16.10,79,-3.74,86,17.39,13,-28.75,17,0.24,9,5.04,28,51.73,8,9.55,11,193.42,57,20.50,11,-23.93,11,3.59,7,15.52,15,86.71,5,27.57,7,120.28,29,11.69,2,-48.75,5,-6.26,2,-18.40,13,23.69,2,-14.92,4,520.66,"4,744",2.83,"2,624",-0.47,685,6.54,493,10.90,557,8.89,161,1.70,223,1.95,"1,385",6.22,475,9.61,242,2.43,240,9.72,223,3.30,76,-3.70,129,6.71,"3,359",1.50,"2,149",-2.45,444,8.92,253,12.04,334,12.99,85,7.00,94,-3.95
