期間,雇主_原始值,雇主_年增率(%),雇主_原始值,雇主_年增率(%),雇主_原始值,雇主_年增率(%),自營作業者_原始值,自營作業者_年增率(%),自營作業者_原始值,自營作業者_年增率(%),自營作業者_原始值,自營作業者_年增率(%),無酬家屬工作者_原始值,無酬家屬工作者_年增率(%),無酬家屬工作者_原始值,無酬家屬工作者_年增率(%),無酬家屬工作者_原始值,無酬家屬工作者_年增率(%),受私人雇用者_原始值,受私人雇用者_年增率(%),受私人雇用者_原始值,受私人雇用者_年增率(%),受私人雇用者_原始值,受私人雇用者_年增率(%),受政府雇用者_原始值,受政府雇用者_年增率(%),受政府雇用者_原始值,受政府雇用者_年增率(%),受政府雇用者_原始值,受政府雇用者_年增率(%)
1997M01,520,10.39,447,9.02,73,19.60,"1,545",0.38,"1,244",-0.16,302,2.64,766,-2.36,196,-10.23,570,0.69,"5,319",0.82,"3,060",-0.56,"2,259",2.76,"1,029",-0.29,607,-1.48,422,1.46
1997M02,524,10.83,453,10.85,71,10.71,"1,549",-0.20,"1,238",-0.62,310,1.53,752,-3.99,191,-9.45,562,-1.98,"5,223",-1.33,"2,995",-3.10,"2,227",1.17,"1,031",0.06,621,1.21,410,-1.63
1997M03,517,8.60,445,9.43,72,3.72,"1,522",-0.38,"1,219",-0.59,303,0.48,747,-1.31,192,-2.96,554,-0.73,"5,296",1.37,"3,039",-0.09,"2,257",3.40,"1,043",-0.01,609,-1.50,433,2.16
1997M04,497,4.22,426,4.58,71,2.14,"1,484",-1.91,"1,178",-3.03,306,2.65,735,-2.81,190,0.09,545,-3.79,"5,354",2.51,"3,101",2.14,"2,253",3.04,"1,049",-0.05,608,-2.49,441,3.53
1997M05,502,3.63,426,1.93,75,14.47,"1,508",-1.90,"1,207",-1.81,301,-2.27,732,-4.90,178,2.61,554,-7.09,"5,361",2.56,"3,088",2.68,"2,273",2.40,"1,035",0.36,607,-1.64,429,3.34
1997M06,496,2.12,425,0.86,70,10.45,"1,519",-1.71,"1,223",-1.29,295,-3.39,726,-4.25,177,5.07,548,-6.91,"5,375",3.15,"3,101",2.85,"2,275",3.56,"1,016",0.21,589,-1.54,427,2.72
1997M07,487,2.73,418,0.48,69,18.79,"1,515",-1.77,"1,220",-1.82,295,-1.54,718,-4.01,186,-0.87,532,-5.05,"5,419",3.28,"3,145",2.84,"2,274",3.89,"1,026",1.03,600,2.60,426,-1.10
1997M08,491,1.63,420,-0.06,71,12.91,"1,498",-2.83,"1,200",-3.38,299,-0.51,717,-4.65,196,-5.44,521,-4.36,"5,433",4.43,"3,165",4.24,"2,268",4.69,"1,033",1.47,604,2.98,429,-0.57
1997M09,498,1.10,420,-2.61,77,27.42,"1,495",-3.28,"1,204",-2.94,290,-4.65,718,-4.39,190,-6.26,528,-3.70,"5,437",3.55,"3,189",4.07,"2,248",2.82,"1,020",-0.69,595,-0.62,425,-0.78
1997M10,512,4.11,442,1.70,70,22.28,"1,508",-2.19,"1,205",-2.71,302,-0.06,705,-3.55,176,-4.29,528,-3.30,"5,503",4.26,"3,226",5.16,"2,276",3.02,"1,001",-2.52,586,-2.59,415,-2.41
1997M11,521,3.41,451,2.31,70,11.11,"1,517",-1.34,"1,217",-0.92,299,-3.04,719,-3.75,171,-5.59,548,-3.16,"5,526",3.65,"3,225",4.82,"2,300",2.04,993,-2.10,583,-3.32,410,-0.31
1997M12,514,1.53,443,0.88,72,5.77,"1,523",-0.94,"1,216",-1.05,306,-0.48,734,-3.63,173,-9.47,561,-1.68,"5,558",3.89,"3,210",4.41,"2,348",3.19,"1,003",-2.42,591,-1.67,412,-3.47
1998M01,507,-2.41,438,-1.83,69,-5.93,"1,516",-1.86,"1,215",-2.31,302,0.01,715,-6.74,173,-12.18,542,-4.86,"5,592",5.14,"3,242",5.95,"2,350",4.03,"1,002",-2.64,589,-3.02,413,-2.10
1998M02,497,-5.16,430,-5.03,67,-5.96,"1,521",-1.81,"1,214",-2.02,307,-0.98,701,-6.76,178,-6.35,523,-6.90,"5,527",5.82,"3,210",7.16,"2,317",4.02,999,-3.10,588,-5.34,411,0.30
1998M03,504,-2.43,432,-3.00,72,1.10,"1,518",-0.26,"1,216",-0.21,302,-0.47,693,-7.24,172,-10.71,521,-6.04,"5,586",5.49,"3,230",6.29,"2,356",4.42,995,-4.59,582,-4.56,413,-4.63
1998M04,513,3.07,442,3.67,71,-0.50,"1,474",-0.69,"1,191",1.13,282,-7.71,707,-3.80,179,-5.69,528,-3.14,"5,598",4.55,"3,241",4.52,"2,357",4.60,986,-5.99,579,-4.66,406,-7.82
1998M05,515,2.68,446,4.69,68,-8.74,"1,480",-1.85,"1,188",-1.54,291,-3.11,708,-3.27,173,-2.98,536,-3.36,"5,596",4.38,"3,212",4.01,"2,384",4.87,977,-5.62,565,-6.85,412,-3.87
1998M06,506,2.14,446,4.96,60,-14.91,"1,488",-1.99,"1,202",-1.73,286,-3.08,717,-1.16,175,-0.95,542,-1.23,"5,569",3.59,"3,210",3.53,"2,358",3.68,967,-4.82,555,-5.67,412,-3.64
1998M07,500,2.75,436,4.53,64,-7.99,"1,498",-1.14,"1,206",-1.12,292,-1.21,708,-1.40,170,-8.44,538,1.06,"5,603",3.40,"3,246",3.22,"2,357",3.64,963,-6.18,563,-6.09,399,-6.29
1998M08,495,0.89,424,1.01,71,0.19,"1,504",0.43,"1,204",0.34,301,0.78,702,-2.00,175,-10.76,528,1.29,"5,623",3.49,"3,254",2.81,"2,369",4.45,962,-6.83,557,-7.73,405,-5.56
1998M09,501,0.64,430,2.36,71,-8.72,"1,519",1.62,"1,215",0.86,304,4.75,711,-1.00,184,-3.14,527,-0.23,"5,569",2.42,"3,222",1.05,"2,346",4.37,961,-5.83,540,-9.27,421,-1.01
1998M10,509,-0.55,432,-2.16,77,9.56,"1,543",2.34,"1,232",2.20,311,2.91,731,3.78,180,2.14,551,4.33,"5,555",0.94,"3,189",-1.15,"2,365",3.90,962,-3.86,549,-6.29,413,-0.42
1998M11,517,-0.81,442,-1.92,75,6.35,"1,540",1.53,"1,221",0.32,319,6.44,748,4.04,190,11.63,557,1.68,"5,570",0.80,"3,179",-1.43,"2,391",3.92,964,-2.93,566,-2.79,397,-3.12
1998M12,511,-0.56,433,-2.24,79,9.82,"1,548",1.65,"1,219",0.20,329,7.39,740,0.88,195,12.70,546,-2.76,"5,577",0.33,"3,191",-0.62,"2,386",1.63,966,-3.71,566,-4.35,400,-2.78
1999M01,506,-0.18,434,-1.07,73,5.48,"1,553",2.38,"1,239",2.01,313,3.88,744,4.03,193,12.15,550,1.45,"5,587",-0.10,"3,211",-0.96,"2,375",1.09,963,-3.92,554,-5.91,409,-1.09
1999M02,499,0.33,434,0.91,65,-3.39,"1,546",1.67,"1,235",1.75,311,1.38,737,5.02,181,1.23,556,6.31,"5,590",1.15,"3,210",0.00,"2,380",2.74,965,-3.33,546,-7.12,420,2.10
1999M03,493,-2.13,420,-2.62,73,0.79,"1,517",-0.06,"1,209",-0.61,308,2.17,719,3.83,183,6.79,536,2.86,"5,578",-0.14,"3,202",-0.86,"2,376",0.84,967,-2.76,549,-5.64,419,1.29
1999M04,501,-2.27,425,-3.88,77,7.78,"1,509",2.42,"1,201",0.83,308,9.14,731,3.42,195,9.01,536,1.53,"5,595",-0.05,"3,230",-0.34,"2,365",0.35,966,-2.00,545,-5.86,421,3.50
1999M05,508,-1.29,438,-1.85,70,2.31,"1,524",3.01,"1,190",0.18,334,14.55,734,3.62,172,-0.32,562,4.88,"5,621",0.45,"3,223",0.35,"2,398",0.60,960,-1.73,539,-4.58,421,2.18
1999M06,514,1.60,446,-0.16,69,14.72,"1,529",2.73,"1,192",-0.82,337,17.64,731,1.90,174,-0.86,557,2.79,"5,654",1.53,"3,244",1.05,"2,410",2.17,957,-1.05,546,-1.69,411,-0.20
1999M07,518,3.64,447,2.47,71,11.69,"1,523",1.68,"1,199",-0.57,324,10.98,727,2.66,183,7.41,544,1.16,"5,693",1.61,"3,264",0.55,"2,429",3.07,952,-1.12,547,-2.94,405,1.45
1999M08,516,4.29,436,2.74,80,13.51,"1,529",1.63,"1,215",0.96,314,4.29,722,2.77,183,4.49,539,2.20,"5,713",1.60,"3,289",1.08,"2,424",2.32,950,-1.31,540,-3.05,410,1.10
1999M09,518,3.34,438,1.74,80,13.03,"1,514",-0.34,"1,201",-1.15,313,2.90,706,-0.73,182,-1.04,524,-0.62,"5,688",2.14,"3,260",1.15,"2,428",3.50,951,-1.03,542,0.27,409,-2.69
1999M10,522,2.55,442,2.39,80,3.43,"1,508",-2.28,"1,200",-2.61,308,-0.96,707,-3.33,177,-1.77,530,-3.84,"5,717",2.91,"3,256",2.08,"2,461",4.04,971,0.89,565,2.80,406,-1.65
1999M11,524,1.41,443,0.16,81,8.75,"1,517",-1.51,"1,194",-2.23,323,1.24,719,-3.82,180,-5.56,539,-3.23,"5,749",3.22,"3,289",3.46,"2,460",2.89,969,0.54,570,0.60,399,0.46
1999M12,517,1.05,435,0.44,82,4.41,"1,511",-2.38,"1,198",-1.74,313,-4.79,733,-1.06,180,-7.24,552,1.15,"5,773",3.53,"3,323",4.16,"2,450",2.70,965,-0.09,549,-2.90,416,3.88
2000M01,518,2.26,443,2.19,75,2.67,"1,512",-2.63,"1,212",-2.22,300,-4.27,738,-0.77,186,-3.77,552,0.29,"5,759",3.08,"3,311",3.10,"2,448",3.05,968,0.53,550,-0.67,418,2.15
2000M02,516,3.56,446,2.75,71,8.95,"1,486",-3.88,"1,190",-3.66,297,-4.77,715,-2.98,191,5.82,524,-5.84,"5,724",2.38,"3,295",2.64,"2,429",2.05,965,-0.06,544,-0.39,421,0.36
2000M03,511,3.63,438,4.11,74,0.82,"1,499",-1.18,"1,192",-1.44,308,-0.14,722,0.35,184,0.14,538,0.43,"5,729",2.71,"3,292",2.82,"2,437",2.56,968,0.07,550,0.24,418,-0.16
2000M04,508,1.44,439,3.39,69,-9.37,"1,509",0.00,"1,203",0.19,306,-0.74,718,-1.84,178,-8.70,539,0.67,"5,754",2.85,"3,296",2.05,"2,458",3.94,963,-0.32,552,1.11,412,-2.17
2000M05,513,0.94,443,1.01,70,0.52,"1,515",-0.59,"1,203",1.06,312,-6.46,711,-3.15,172,-0.22,539,-4.05,"5,772",2.68,"3,293",2.17,"2,479",3.35,959,-0.15,546,1.32,412,-2.04
2000M06,518,0.69,448,0.52,70,1.81,"1,528",-0.04,"1,206",1.16,322,-4.31,705,-3.54,166,-4.56,539,-3.22,"5,778",2.20,"3,299",1.71,"2,478",2.85,956,-0.09,543,-0.43,413,0.36
2000M07,516,-0.46,443,-0.93,73,2.50,"1,539",1.03,"1,218",1.53,321,-0.81,700,-3.67,173,-5.53,528,-3.04,"5,807",2.01,"3,301",1.13,"2,506",3.18,949,-0.28,539,-1.39,410,1.21
2000M08,513,-0.67,431,-1.00,81,1.09,"1,545",1.05,"1,222",0.57,323,2.90,699,-3.17,177,-3.22,522,-3.15,"5,822",1.92,"3,306",0.53,"2,516",3.80,952,0.24,551,1.97,401,-2.04
2000M09,512,-1.15,434,-0.85,78,-2.82,"1,539",1.64,"1,213",0.98,326,4.19,696,-1.44,182,-0.20,514,-1.87,"5,810",2.14,"3,293",1.04,"2,516",3.62,950,-0.15,547,0.96,403,-1.61
2000M10,514,-1.54,439,-0.85,75,-5.35,"1,532",1.61,"1,205",0.46,327,6.08,698,-1.23,175,-0.91,523,-1.33,"5,831",2.00,"3,290",1.05,"2,541",3.26,946,-2.55,555,-1.76,391,-3.66
2000M11,511,-2.40,429,-3.16,83,1.72,"1,534",1.15,"1,204",0.86,330,2.21,704,-2.05,176,-1.91,528,-2.10,"5,850",1.76,"3,300",0.32,"2,550",3.69,944,-2.54,560,-1.76,385,-3.65
2000M12,505,-2.33,419,-3.70,86,4.93,"1,537",1.72,"1,201",0.26,336,7.30,712,-2.82,174,-3.58,538,-2.57,"5,850",1.32,"3,338",0.46,"2,511",2.50,946,-1.98,538,-2.13,408,-1.78
2001M01,504,-2.71,420,-5.29,84,12.60,"1,509",-0.20,"1,181",-2.58,328,9.43,696,-5.70,178,-4.41,518,-6.14,"5,824",1.14,"3,316",0.16,"2,508",2.47,950,-1.81,556,1.14,394,-5.70
2001M02,496,-4.04,413,-7.31,82,16.53,"1,475",-0.73,"1,155",-2.93,320,8.08,681,-4.65,180,-6.03,502,-4.15,"5,787",1.11,"3,284",-0.32,"2,503",3.06,954,-1.12,559,2.82,395,-6.20
2001M03,486,-4.86,415,-5.09,71,-3.51,"1,480",-1.26,"1,177",-1.22,303,-1.41,691,-4.25,172,-6.03,519,-3.64,"5,770",0.72,"3,265",-0.84,"2,506",2.82,950,-1.86,540,-1.88,410,-1.83
2001M04,480,-5.58,406,-7.60,74,7.20,"1,484",-1.68,"1,192",-0.95,292,-4.56,680,-5.23,167,-6.40,513,-4.84,"5,749",-0.09,"3,243",-1.61,"2,506",1.95,956,-0.73,542,-1.71,414,0.58
2001M05,483,-5.84,400,-9.53,83,17.36,"1,479",-2.37,"1,172",-2.60,308,-1.50,668,-6.07,163,-5.28,505,-6.32,"5,751",-0.36,"3,234",-1.78,"2,517",1.53,956,-0.29,545,-0.32,411,-0.25
2001M06,489,-5.67,406,-9.42,83,18.34,"1,485",-2.86,"1,173",-2.73,311,-3.32,679,-3.73,157,-5.44,522,-3.20,"5,755",-0.39,"3,234",-1.98,"2,521",1.73,953,-0.32,552,1.65,401,-2.91
2001M07,493,-4.42,410,-7.36,83,13.41,"1,489",-3.22,"1,195",-1.88,295,-8.29,672,-4.07,161,-6.76,511,-3.19,"5,764",-0.74,"3,223",-2.36,"2,541",1.40,952,0.30,555,2.85,397,-3.05
2001M08,496,-3.33,426,-1.30,70,-14.10,"1,484",-3.96,"1,171",-4.17,313,-3.16,675,-3.46,168,-4.74,506,-3.02,"5,772",-0.86,"3,235",-2.15,"2,537",0.84,958,0.64,553,0.44,405,0.91
2001M09,494,-3.47,424,-2.34,70,-9.77,"1,481",-3.77,"1,156",-4.63,324,-0.57,673,-3.25,176,-3.23,497,-3.26,"5,733",-1.31,"3,232",-1.86,"2,501",-0.59,975,2.65,547,0.04,428,6.21
2001M10,495,-3.65,417,-4.95,78,3.90,"1,476",-3.66,"1,169",-2.97,307,-6.18,680,-2.67,172,-1.76,507,-2.98,"5,731",-1.71,"3,202",-2.68,"2,529",-0.46,980,3.59,564,1.63,416,6.38
2001M11,493,-3.66,410,-4.39,83,0.15,"1,478",-3.69,"1,172",-2.69,306,-7.36,687,-2.42,169,-4.07,518,-1.87,"5,762",-1.50,"3,214",-2.60,"2,548",-0.08,975,3.27,570,1.89,405,5.29
2001M12,496,-1.75,409,-2.27,87,0.81,"1,477",-3.91,"1,163",-3.11,313,-6.76,690,-3.01,171,-1.74,519,-3.43,"5,787",-1.07,"3,240",-2.95,"2,547",1.44,972,2.75,562,4.52,410,0.43
2002M01,500,-0.71,413,-1.53,87,3.37,"1,481",-1.82,"1,166",-1.23,315,-3.92,696,-0.03,172,-3.21,523,1.06,"5,805",-0.33,"3,259",-1.71,"2,546",1.50,965,1.55,542,-2.67,423,7.51
2002M02,495,-0.07,410,-0.76,85,3.40,"1,485",0.69,"1,173",1.62,312,-2.64,692,1.51,188,4.41,504,0.47,"5,790",0.05,"3,229",-1.67,"2,561",2.31,957,0.34,541,-3.29,417,5.48
2002M03,490,0.84,410,-1.33,81,13.54,"1,497",1.15,"1,196",1.61,301,-0.62,695,0.60,184,6.83,511,-1.47,"5,787",0.29,"3,198",-2.05,"2,590",3.35,946,-0.42,544,0.83,402,-2.06
2002M04,495,3.17,414,2.07,81,9.12,"1,511",1.85,"1,186",-0.52,325,11.52,700,2.93,184,10.34,516,0.52,"5,796",0.81,"3,232",-0.35,"2,564",2.31,938,-1.90,522,-3.71,416,0.47
2002M05,497,2.88,418,4.41,79,-4.58,"1,513",2.27,"1,172",0.02,341,10.82,701,5.02,173,6.40,528,4.58,"5,810",1.02,"3,258",0.74,"2,551",1.38,931,-2.66,514,-5.53,416,1.15
2002M06,495,1.36,424,4.47,71,-13.83,"1,509",1.65,"1,178",0.39,331,6.41,694,2.32,162,2.98,533,2.12,"5,820",1.13,"3,258",0.74,"2,562",1.63,935,-1.89,523,-5.30,412,2.82
2002M07,495,0.41,421,2.67,74,-10.79,"1,511",1.48,"1,193",-0.17,319,8.18,695,3.45,164,1.92,531,3.93,"5,827",1.09,"3,247",0.75,"2,580",1.52,940,-1.25,529,-4.66,411,3.50
2002M08,492,-0.78,418,-1.71,73,4.91,"1,505",1.42,"1,182",0.96,322,3.14,691,2.42,166,-1.35,525,3.68,"5,843",1.24,"3,268",1.00,"2,576",1.53,943,-1.57,522,-5.73,422,4.11
2002M09,487,-1.42,413,-2.51,74,5.20,"1,489",0.59,"1,176",1.68,313,-3.33,695,3.29,168,-4.70,528,6.12,"5,827",1.63,"3,260",0.88,"2,566",2.60,945,-3.06,530,-3.14,415,-2.95
2002M10,484,-2.28,407,-2.32,77,-2.07,"1,484",0.55,"1,173",0.30,311,1.54,693,1.99,162,-5.96,531,4.69,"5,844",1.96,"3,269",2.09,"2,575",1.81,946,-3.47,537,-4.70,409,-1.81
2002M11,486,-1.31,411,0.36,75,-9.57,"1,482",0.31,"1,157",-1.32,326,6.57,698,1.59,166,-1.59,532,2.62,"5,862",1.73,"3,285",2.22,"2,577",1.11,951,-2.47,537,-5.81,414,2.23
2002M12,485,-2.11,411,0.56,74,-14.67,"1,481",0.33,"1,155",-0.69,326,4.11,694,0.58,158,-7.56,536,3.26,"5,889",1.76,"3,299",1.82,"2,590",1.69,955,-1.73,540,-3.98,416,1.36
2003M01,486,-2.82,408,-1.33,78,-9.90,"1,486",0.33,"1,164",-0.14,322,2.06,692,-0.47,156,-9.40,536,2.47,"5,898",1.61,"3,317",1.76,"2,582",1.41,961,-0.41,521,-3.84,440,3.99
2003M02,488,-1.43,412,0.57,76,-11.01,"1,473",-0.82,"1,150",-2.01,323,3.65,686,-0.78,170,-9.12,516,2.33,"5,887",1.68,"3,278",1.50,"2,610",1.90,965,0.83,531,-1.68,434,4.08
2003M03,492,0.33,417,1.71,75,-6.73,"1,480",-1.15,"1,144",-4.31,336,11.36,686,-1.29,183,-0.80,503,-1.47,"5,888",1.73,"3,251",1.68,"2,636",1.80,968,2.32,549,0.83,419,4.34
2003M04,495,-0.01,413,-0.20,82,0.93,"1,491",-1.36,"1,155",-2.60,336,3.13,687,-1.91,173,-5.96,513,-0.46,"5,892",1.65,"3,281",1.53,"2,611",1.81,971,3.51,539,3.19,432,3.91
2003M05,494,-0.65,401,-4.00,92,17.11,"1,488",-1.67,"1,150",-1.90,338,-0.86,686,-2.11,169,-2.27,517,-2.06,"5,886",1.31,"3,296",1.17,"2,589",1.49,969,4.12,534,3.88,435,4.42
2003M06,496,0.11,407,-4.02,89,24.63,"1,489",-1.36,"1,148",-2.57,341,2.95,690,-0.60,176,9.19,514,-3.57,"5,896",1.30,"3,305",1.45,"2,591",1.11,971,3.85,528,1.00,443,7.46
2003M07,500,0.99,413,-1.94,87,17.77,"1,493",-1.21,"1,173",-1.60,320,0.28,697,0.31,171,4.36,526,-0.94,"5,912",1.46,"3,297",1.54,"2,615",1.36,991,5.43,541,2.31,450,9.44
2003M08,503,2.29,414,-1.05,89,21.31,"1,489",-1.06,"1,162",-1.75,327,1.47,702,1.53,181,9.28,520,-0.92,"5,921",1.33,"3,294",0.82,"2,626",1.97,999,5.93,550,5.52,449,6.43
2003M09,498,2.29,412,-0.19,86,16.15,"1,476",-0.91,"1,149",-2.32,327,4.36,699,0.54,184,9.76,515,-2.38,"5,903",1.31,"3,288",0.83,"2,616",1.91,"1,008",6.69,552,4.23,456,9.84
2003M10,500,3.30,421,3.49,78,2.33,"1,478",-0.42,"1,171",-0.15,307,-1.43,703,1.41,165,2.15,537,1.19,"5,919",1.29,"3,292",0.71,"2,627",2.03,"1,012",6.96,550,2.43,462,12.92
2003M11,502,3.24,427,3.89,75,-0.35,"1,485",0.17,"1,159",0.23,325,-0.05,703,0.71,155,-6.70,548,3.02,"5,944",1.39,"3,317",0.95,"2,627",1.96,"1,020",7.26,555,3.40,465,12.26
2003M12,502,3.46,427,3.71,76,2.04,"1,482",0.02,"1,156",0.04,326,-0.07,702,1.15,164,3.45,539,0.47,"5,974",1.44,"3,315",0.48,"2,659",2.66,"1,023",7.10,559,3.64,464,11.60
2004M01,504,3.61,422,3.45,82,4.41,"1,479",-0.50,"1,148",-1.39,331,2.75,704,1.65,175,11.97,529,-1.35,"5,993",1.60,"3,326",0.27,"2,667",3.31,"1,018",5.88,553,6.25,464,5.44
2004M02,505,3.46,420,1.91,85,11.86,"1,462",-0.78,"1,114",-3.15,348,7.66,698,1.67,176,3.19,522,1.17,"6,007",2.03,"3,349",2.19,"2,657",1.82,"1,015",5.11,561,5.59,453,4.52
2004M03,510,3.76,427,2.55,83,10.44,"1,457",-1.55,"1,116",-2.45,341,1.53,690,0.58,181,-0.99,509,1.16,"6,046",2.69,"3,350",3.03,"2,696",2.28,"1,011",4.47,571,4.12,440,4.93
2004M04,509,2.88,424,2.56,86,4.47,"1,455",-2.39,"1,116",-3.42,340,1.15,686,-0.06,177,1.88,510,-0.72,"6,075",3.12,"3,381",3.06,"2,694",3.19,"1,006",3.66,563,4.56,443,2.53
2004M05,513,3.94,424,5.71,89,-3.76,"1,452",-2.40,"1,111",-3.40,341,1.00,684,-0.29,156,-7.69,528,2.12,"6,111",3.83,"3,422",3.81,"2,689",3.86,"1,003",3.50,557,4.13,446,2.73
2004M06,514,3.69,423,3.99,91,2.34,"1,454",-2.32,"1,126",-1.85,328,-3.92,686,-0.55,160,-9.26,526,2.44,"6,139",4.12,"3,429",3.76,"2,710",4.58,997,2.70,536,1.41,461,4.23
2004M07,514,2.81,426,2.97,89,2.04,"1,459",-2.28,"1,129",-3.77,330,3.16,689,-1.10,171,-0.14,519,-1.41,"6,178",4.50,"3,429",4.00,"2,749",5.14,988,-0.28,535,-1.08,453,0.70
2004M08,513,2.06,428,3.27,86,-3.54,"1,461",-1.86,"1,125",-3.19,337,2.86,686,-2.22,178,-2.14,508,-2.25,"6,199",4.70,"3,448",4.67,"2,751",4.73,977,-2.23,532,-3.36,445,-0.84
2004M09,510,2.41,424,2.89,86,0.12,"1,449",-1.81,"1,130",-1.61,319,-2.49,678,-2.98,177,-3.74,501,-2.71,"6,177",4.64,"3,432",4.40,"2,745",4.93,974,-3.38,528,-4.42,446,-2.12
2004M10,513,2.64,416,-1.32,97,23.97,"1,457",-1.44,"1,135",-3.10,322,4.92,682,-2.95,178,7.45,504,-6.16,"6,208",4.88,"3,467",5.31,"2,741",4.34,977,-3.48,526,-4.48,451,-2.30
2004M11,511,1.82,418,-2.15,93,24.57,"1,460",-1.67,"1,125",-2.94,335,2.83,678,-3.56,167,7.66,511,-6.74,"6,242",5.01,"3,499",5.49,"2,743",4.42,979,-4.05,522,-6.06,457,-1.65
2004M12,506,0.74,420,-1.49,86,13.34,"1,452",-2.02,"1,129",-2.34,323,-0.90,674,-3.98,163,-0.32,511,-5.09,"6,273",5.01,"3,490",5.29,"2,783",4.65,982,-4.00,520,-7.03,462,-0.34
2005M01,504,0.02,421,-0.26,83,1.44,"1,448",-2.11,"1,138",-0.90,310,-6.31,679,-3.50,162,-7.45,517,-2.19,"6,294",5.03,"3,496",5.11,"2,799",4.93,976,-4.07,516,-6.78,460,-0.85
2005M02,499,-1.21,418,-0.51,81,-4.71,"1,440",-1.51,"1,114",0.02,326,-6.38,674,-3.40,165,-6.00,509,-2.53,"6,294",4.79,"3,507",4.70,"2,787",4.90,967,-4.68,517,-7.79,450,-0.84
2005M03,497,-2.63,411,-3.77,86,3.22,"1,436",-1.43,"1,092",-2.20,344,1.08,668,-3.26,162,-10.28,505,-0.77,"6,310",4.36,"3,536",5.57,"2,774",2.86,966,-4.48,529,-7.45,437,-0.62
