期間,本國銀行_原始值,本國銀行_年增率(%),本國銀行_原始值,本國銀行_年增率(%),外國銀行在台分行_原始值,外國銀行在台分行_年增率(%),外國銀行在台分行_原始值,外國銀行在台分行_年增率(%),信託投資公司_原始值,信託投資公司_年增率(%),信託投資公司_原始值,信託投資公司_年增率(%),票券金融公司_原始值,票券金融公司_年增率(%),票券金融公司_原始值,票券金融公司_年增率(%),中華郵政公司_原始值,中華郵政公司_年增率(%),中華郵政公司_原始值,中華郵政公司_年增率(%),信用合作社_原始值,信用合作社_年增率(%),信用合作社_原始值,信用合作社_年增率(%)
2007M10,"1,237,846",-20.45,"1,296,080",-9.48,"55,098",-60.65,"194,175",43.44,-,-,"3,000",-94.06,"282,222",-13.04,"45,431",-45.35,"41,700",66.80,"78,180",-77.32,-,-,-,-
2007M11,"1,459,698",11.77,"1,392,460",20.09,"48,050",-44.19,"243,650",29.95,-,-,"2,200",-94.96,"252,221",-13.15,"46,199",-42.99,"53,850",177.15,"129,310",-43.82,-,-,-,-
2007M12,"1,470,936",13.41,"1,353,997",12.11,"93,973",5.42,"298,695",58.74,-,-,"1,850",-95.05,"204,362",-33.71,"53,254",-22.99,"48,200",396.40,"109,675",-45.62,-,-,-,-
2008M01,"1,173,274",-19.45,"1,114,524",-16.73,"52,611",-47.71,"243,251",36.69,-,-,"2,200",-89.55,"219,401",-24.92,"40,411",-49.55,"37,260",276.36,"82,160",-66.02,-,-,-,-
2008M02,"871,325",5.14,"724,264",-13.43,"40,000",-50.18,"291,868",117.52,-,-,-,-,"154,358",-27.07,"28,251",-18.89,"36,350",253.94,"57,650",-50.24,-,-,-,-
2008M03,"1,163,697",-2.07,"1,017,422",-13.96,"74,360",-12.45,"306,695",1.17,-,-,-,-,"129,119",-64.45,"50,588",18.87,"43,150",150.00,"35,621",-68.16,-,-,-,-
2008M04,"1,155,355",10.31,"1,060,335",-13.44,"42,892",-69.00,"244,959",74.49,-,-,-,-,"135,020",-60.40,"33,810",-9.99,"49,245","2,831.25","43,408",-62.22,-,-,-,-
2008M05,"1,258,217",-0.54,"1,251,106",-15.93,"45,725",-71.13,"266,768",32.74,-,-,-,-,"162,456",-62.84,"30,917",-27.91,"107,835","21,467.00","25,442",-78.72,-,-,-,-
2008M06,"1,168,374",-12.64,"1,113,033",-12.67,"32,042",-69.55,"260,587",-13.04,-,-,-,-,"139,495",-52.81,"30,651",-27.62,"92,610",457.89,"28,250",-77.96,-,-,-,-
2008M07,"1,052,670",-25.11,"994,952",-28.32,"14,173",-83.65,"229,723",-19.69,-,-,-,-,"138,781",-40.78,"28,089",-7.17,"85,500",858.52,"38,360",101.89,-,-,-,-
2008M08,"1,105,027",-28.64,"1,181,959",-17.41,"64,227",-52.12,"185,380",-55.19,-,-,-,-,"209,164",-1.22,"24,544",-22.42,"49,695",5.06,"36,230",-41.57,-,-,-,-
2008M09,"1,289,452",8.08,"1,269,394",3.97,"54,669",-42.65,"169,255",-26.92,-,-,-,-,"156,968",-24.90,"19,790",-39.05,"10,900",-59.37,"53,550",46.71,-,-,-,-
2008M10,"1,330,125",7.45,"1,385,759",6.92,"137,712",149.94,"156,646",-19.33,-,-,-,-,"185,897",-34.13,"30,769",-32.27,"4,900",-88.25,"85,460",9.31,-,-,-,-
2008M11,"419,901",-71.23,"680,513",-51.13,"380,930",692.78,"211,552",-13.17,-,-,-,-,"148,279",-41.21,"28,295",-38.75,"1,005",-98.13,"29,755",-76.99,-,-,-,-
2008M12,"748,199",-49.13,"1,152,306",-14.90,"430,648",358.27,"188,477",-36.90,-,-,-,-,"191,510",-6.29,"11,444",-78.51,"15,205",-68.45,"33,335",-69.61,-,-,-,-
2009M01,"471,522",-59.81,"600,638",-46.11,"308,201",485.81,"219,298",-9.85,-,-,-,-,"109,270",-50.20,"6,037",-85.06,"11,005",-70.46,"74,025",-9.90,-,-,-,-
2009M02,"733,324",-15.84,"1,117,432",54.29,"460,061","1,050.15","282,860",-3.09,-,-,-,-,"144,740",-6.23,"8,318",-70.56,"160,910",342.67,"90,425",56.85,-,-,-,-
2009M03,"327,017",-71.90,"1,056,365",3.83,"354,481",376.71,"236,156",-23.00,-,-,-,-,"153,070",18.55,"12,017",-76.25,"533,105","1,135.47","63,135",77.24,-,-,-,-
2009M04,"237,127",-79.48,"880,263",-16.98,"272,758",535.92,"280,671",14.58,-,-,-,-,"145,774",7.96,"11,720",-65.34,"521,805",959.61,"4,810",-88.92,-,-,-,-
2009M05,"709,339",-43.62,"872,415",-30.27,"219,342",379.70,"439,221",64.65,-,-,-,-,"156,567",-3.62,"8,254",-73.30,"246,985",129.04,"12,343",-51.49,-,-,-,-
2009M06,"1,773,332",51.78,"1,489,268",33.80,"218,592",582.20,"1,241,928",376.59,-,-,-,-,"152,667",9.44,"17,219",-43.82,"640,155",591.24,"36,331",28.61,-,-,-,-
2009M07,"1,594,068",51.43,"1,571,275",57.92,"180,009","1,170.08","1,113,973",384.92,-,-,-,-,"192,716",38.86,"15,478",-44.90,"753,085",780.80,"19,152",-50.07,-,-,-,-
2009M08,"1,630,672",47.57,"1,397,299",18.22,"221,482",244.84,"1,150,024",520.36,-,-,-,-,"155,665",-25.58,"30,692",25.05,"600,835","1,109.05","30,639",-15.43,-,-,-,-
2009M09,"1,593,701",23.60,"1,313,039",3.44,"166,077",203.79,"1,050,618",520.73,-,-,-,-,"120,447",-23.27,"18,637",-5.83,"552,255","4,966.56","50,186",-6.28,-,-,-,-
2009M10,"2,110,105",58.64,"1,391,530",0.42,"145,790",5.87,"1,514,145",866.60,-,-,-,-,"153,795",-17.27,"17,494",-43.14,"654,265","13,252.35","140,786",64.74,-,-,-,-
2009M11,"1,865,340",344.23,"1,154,924",69.71,"127,502",-66.53,"1,379,104",551.90,-,-,-,-,"155,560",4.91,"20,026",-29.22,"603,785","59,978.11","198,133",565.88,-,-,-,-
2009M12,"2,207,166",195.00,"1,387,298",20.39,"162,381",-62.29,"1,439,644",663.83,-,-,-,-,"204,792",6.94,"44,895",292.30,"494,555","3,152.58","197,057",491.14,-,-,-,-
