期間,資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--對政府放款及墊款_原始值,資產--對政府放款及墊款_年增率(%),資產--公開市場操作買入有價證券-計_原始值,資產--公開市場操作買入有價證券-計_年增率(%),資產--公開市場操作買入有價證券-政府機構_原始值,資產--公開市場操作買入有價證券-政府機構_年增率(%),資產--公開市場操作買入有價證券-公營事業_原始值,資產--公開市場操作買入有價證券-公營事業_年增率(%),資產--公開市場操作買入有價證券-民營企業_原始值,資產--公開市場操作買入有價證券-民營企業_年增率(%),資產--公開市場操作買入有價證券-金融機構_原始值,資產--公開市場操作買入有價證券-金融機構_年增率(%),資產--對金融機構債權-計_原始值,資產--對金融機構債權-計_年增率(%),資產--對金融機構債權-其他貨幣機構_原始值,資產--對金融機構債權-其他貨幣機構_年增率(%),資產--對金融機構債權-其他貨幣機構-本國銀行_原始值,資產--對金融機構債權-其他貨幣機構-本國銀行_年增率(%),資產--對金融機構債權-人壽保險公司等_原始值,資產--對金融機構債權-人壽保險公司等_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--通貨發行額_原始值,負債與淨值--通貨發行額_年增率(%),負債與淨值--政府存款-計_原始值,負債與淨值--政府存款-計_年增率(%),負債與淨值--政府存款-經理國庫存款_原始值,負債與淨值--政府存款-經理國庫存款_年增率(%),負債與淨值--政府存款-機關存款_原始值,負債與淨值--政府存款-機關存款_年增率(%),負債與淨值--金融機構存款-準備性存款-計_原始值,負債與淨值--金融機構存款-準備性存款-計_年增率(%),負債與淨值--金融機構存款-其他存款-國庫存款轉存款_原始值,負債與淨值--金融機構存款-其他存款-國庫存款轉存款_年增率(%),負債與淨值--金融機構存款-其他存款-定期存款轉存款_原始值,負債與淨值--金融機構存款-其他存款-定期存款轉存款_年增率(%),負債與淨值--金融機構存款-其他存款-郵政儲金轉存款_原始值,負債與淨值--金融機構存款-其他存款-郵政儲金轉存款_年增率(%),負債與淨值--金融機構存款-其他存款-其他_原始值,負債與淨值--金融機構存款-其他存款-其他_年增率(%),負債與淨值--央行發行單券-國庫券_原始值,負債與淨值--央行發行單券-國庫券_年增率(%),負債與淨值--央行發行單券-定期存單_原始值,負債與淨值--央行發行單券-定期存單_年增率(%),負債與淨值--央行發行單券-儲蓄券_原始值,負債與淨值--央行發行單券-儲蓄券_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
2008M03,"9,767,834",1.73,"8,896,541",-1.15,-,-,-,-,-,-,-,-,-,-,-,-,"521,502",18.06,"521,502",20.79,"448,835",69.53,-,-,371,11.41,"349,420",119.35,"19,633",-94.72,"1,020,364",-0.54,"184,706",10.85,"44,733",37.72,"139,973",4.35,"1,143,159",15.18,"17,217",6.31,"468,600",-0.99,"1,580,998",5.74,1,-98.33,-,-,"3,939,945",10.32,-,-,"424,553",121.64,"968,658",-25.34
2008M04,"9,731,811",-1.09,"8,958,805",-0.75,-,-,-,-,-,-,-,-,-,-,-,-,"478,721",-19.84,"478,721",-18.53,"357,889",-3.48,-,-,230,-27.90,"294,055",36.76,"14,249",-97.16,"1,008,177",-0.20,"171,529",14.90,"40,076",162.52,"131,453",-1.91,"1,063,190",8.76,"16,642",3.59,"469,800",-0.23,"1,580,986",5.46,1,-66.67,-,-,"4,112,605",15.15,-,-,"363,369",71.34,"931,263",-34.89
2008M05,"9,725,524",-2.28,"8,976,043",0.71,-,-,-,-,-,-,-,-,-,-,-,-,"437,456",-10.53,"437,456",-8.76,"332,424",8.01,-,-,299,-4.47,"311,726",-43.40,"11,209",-97.59,"995,661",1.63,"211,004",20.20,"76,472",85.85,"134,532",0.10,"974,641",-9.11,"17,345",7.06,"464,800",-1.67,"1,580,934",5.42,-,-,-,-,"4,147,710",21.85,-,-,"385,409",-29.18,"936,811",-29.19
2008M06,"9,743,683",-4.53,"8,998,420",1.16,-,-,-,-,-,-,-,-,-,-,-,-,"427,167",-4.30,"427,167",-2.77,"301,827",12.17,-,-,254,13.90,"317,842",-63.22,"44,310",-89.22,"992,779",1.77,"365,838",25.15,"237,205",50.52,"128,633",-4.52,"1,028,415",6.16,"18,209",8.17,"464,800",-1.98,"1,582,105",4.65,-,-,-,-,"3,889,470",14.52,-,-,"381,098",-54.85,"976,659",-25.77
2008M07,"9,835,242",-2.59,"9,053,145",1.80,-,-,-,-,-,-,-,-,-,-,-,-,"355,609",-11.70,"355,609",-10.34,"284,840",15.82,-,-,275,-17.91,"426,213",-46.81,"62,814",-81.32,"987,433",3.67,"345,658",19.67,"227,715",51.84,"117,943",-15.07,"1,299,267",23.05,"18,662",11.29,"459,800",-5.00,"1,582,105",0.02,-,-,-,-,"3,662,485",11.61,-,-,"378,758",-47.44,"1,038,260",-24.70
2008M08,"9,733,750",2.34,"9,043,662",2.81,-,-,-,-,-,-,-,-,-,-,-,-,"313,541",2.49,"313,541",4.43,"274,618",5.12,-,-,205,-25.99,"376,342",-7.86,"79,211",-7.56,"985,675",4.73,"270,220",19.20,"155,757",92.13,"114,463",-21.40,"1,266,501",19.76,"19,000",11.20,"459,800",-1.29,"1,582,092",0.03,-,-,-,-,"3,555,185",6.65,-,-,"317,580",-6.22,"1,198,486",-18.11
2008M09,"9,904,649",2.71,"9,226,878",5.83,-,-,-,-,-,-,-,-,-,-,-,-,"326,661",-8.93,"326,661",-7.46,"325,015",11.98,-,-,225,-26.71,"350,885",-38.02,"34,630",-65.73,"990,753",4.56,"223,064",-2.19,"114,887",54.48,"108,177",-29.62,"1,097,267",1.06,"18,312",5.61,"481,800",1.58,"1,582,092",0.04,3,50.00,-,-,"3,791,285",16.00,-,-,"292,695",-40.03,"1,392,748",-4.08
2008M10,"10,021,039",3.00,"9,256,201",5.52,-,-,"19,292",-,-,-,-,-,-,-,"19,292",-,"300,058",-26.18,"300,058",-25.47,"299,312",6.85,-,-,238,0.42,"445,250",-19.19,"17,827",-82.38,"996,277",6.13,"195,311",-10.36,"83,128",24.40,"112,183",-25.74,"1,037,736",-2.30,"17,147",-3.86,"481,800",2.03,"1,582,080",0.05,-,-,-,-,"4,018,815",17.82,-,-,"399,691",-15.01,"1,274,355",-12.53
2008M11,"10,252,167",4.96,"9,503,009",7.18,-,-,-,-,-,-,-,-,-,-,-,-,"424,967",24.00,"424,967",25.19,"424,935",52.07,-,-,213,-10.50,"323,978",-41.99,"3,971",-95.12,"1,005,482",6.30,"185,796",-12.92,"77,764",23.37,"108,032",-28.14,"1,073,852",1.58,"20,863",12.44,"481,800",1.13,"1,582,076",0.05,1,-66.67,-,-,"4,148,850",21.21,-,-,"273,527",-43.77,"1,475,949",-0.59
2008M12,"10,355,000",7.05,"9,713,834",8.73,-,-,-,-,-,-,-,-,-,-,-,-,"405,273",22.24,"405,273",23.02,"405,239",36.03,-,-,229,-14.55,"235,664",-42.11,-,-,"1,054,290",9.63,"153,431",-17.56,"41,041",7.59,"112,390",-24.05,"1,075,169",1.02,"18,389",3.91,"494,800",4.10,"1,582,076",0.05,2,0.00,-,-,"4,334,945",25.28,-,-,"268,275",-42.10,"1,373,623",0.88
2009M01,"10,650,954",9.51,"9,985,590",11.79,-,-,-,-,-,-,-,-,-,-,-,-,"446,099",15.57,"446,099",16.41,"446,066",41.48,-,-,277,-34.20,"218,988",-46.26,-,-,"1,389,743",12.76,"184,435",-0.39,"33,818",-22.71,"150,617",6.51,"1,039,311",-0.81,"17,820",-11.45,"494,800",3.60,"1,582,076",0.06,1,-90.00,-,-,"4,245,295",26.51,-,-,"226,640",-48.49,"1,470,833",11.64
2009M02,"11,148,356",15.42,"10,425,560",19.80,-,-,-,-,-,-,-,-,-,-,-,-,"475,337",-8.60,"475,337",-8.55,"475,302",8.17,-,-,201,-37.38,"247,258",-43.33,-,-,"1,111,782",3.04,"121,748",-33.91,"15,300",-55.74,"106,448",-28.87,"1,049,276",2.76,"17,154",-7.88,"494,800",3.60,"1,582,004",0.06,-,-,-,-,"4,643,545",22.62,-,-,"259,078",-49.82,"1,868,969",96.17
2009M03,"11,136,688",14.01,"10,363,308",16.49,-,-,-,-,-,-,-,-,-,-,-,-,"524,349",0.55,"524,349",0.55,"516,573",15.09,-,-,230,-38.01,"248,801",-28.80,-,-,"1,086,266",6.46,"123,380",-33.20,"9,810",-78.07,"113,570",-18.86,"1,198,314",4.82,"16,584",-3.68,"570,000",21.64,"1,582,004",0.06,"1,022","102,100.00",-,-,"4,603,485",16.84,-,-,"256,029",-39.69,"1,699,604",75.46
2009M04,"11,302,481",16.14,"10,289,436",14.85,-,-,-,-,-,-,-,-,-,-,-,-,"547,700",14.41,"547,700",14.41,"540,036",50.89,-,-,211,-8.26,"465,134",58.18,-,-,"1,084,043",7.53,"139,720",-18.54,"24,688",-38.40,"115,032",-12.49,"1,167,471",9.81,"16,433",-1.26,"570,000",21.33,"1,582,001",0.06,998,"99,700.00",-,-,"4,795,105",16.60,-,-,"454,631",25.12,"1,492,079",60.22
2009M05,"11,392,270",17.14,"10,341,814",15.22,-,-,-,-,-,-,-,-,-,-,-,-,"702,314",60.55,"702,314",60.55,"629,550",89.38,-,-,178,-40.47,"347,964",11.62,-,-,"1,091,599",9.64,"169,855",-19.50,"36,636",-52.09,"133,219",-0.98,"1,223,737",25.56,"16,486",-4.95,"570,000",22.63,"1,582,001",0.07,977,-,-,-,"4,986,750",20.23,-,-,"376,531",-2.30,"1,374,334",46.70
2009M06,"11,761,545",20.71,"10,594,308",17.74,-,-,-,-,-,-,-,-,-,-,-,-,"751,530",75.93,"751,530",75.93,"662,531",119.51,-,-,247,-2.76,"415,460",30.71,-,-,"1,063,965",7.17,"241,111",-34.09,"107,119",-54.84,"133,992",4.17,"1,184,032",15.13,"16,864",-7.39,"576,000",23.92,"1,582,070",0.00,986,-,-,-,"5,140,250",32.16,-,-,"415,092",8.92,"1,541,175",57.80
2009M07,"12,072,600",22.75,"10,685,333",18.03,-,-,-,-,-,-,-,-,-,-,-,-,"836,878",135.34,"836,878",135.34,"702,906",146.77,-,-,276,0.36,"550,113",29.07,-,-,"1,068,012",8.16,"233,921",-32.33,"58,161",-74.46,"175,760",49.02,"1,223,175",-5.86,"16,417",-12.03,"576,000",25.27,"1,582,070",0.00,984,-,-,-,"5,365,590",46.50,-,-,"473,401",24.99,"1,533,030",47.65
2009M08,"12,236,841",25.72,"10,864,549",20.13,-,-,-,-,-,-,-,-,-,-,-,-,"805,622",156.94,"805,622",156.94,"678,539",147.08,-,-,244,19.02,"566,426",50.51,-,-,"1,073,166",8.88,"225,603",-16.51,"60,372",-61.24,"165,231",44.35,"1,195,539",-5.60,"16,621",-12.52,"578,700",25.86,"1,582,023",0.00,987,-,-,-,"5,424,910",52.59,-,-,"496,380",56.30,"1,642,912",37.08
