期間,日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%)
2002M06,"543,749",1.29,"4,625,140",23.10,"225,573",2.77,"1,078,767",18.59,"3,320,800",26.36,"14,652,744",-1.19,"9,982,491",-1.92,"1,056,519",-11.94,"3,080,089",2.79,"124,859",44.44,"408,786",11.01,-,-,"1,848,089",10.93,"5,168,889",20.37,"19,821,633",3.65,"523,486",-0.80,"4,770,349",21.35,"287,733",1.17,"1,155,470",19.10,"3,327,146",24.31,"14,712,377",-1.14,"10,057,403",-1.36,"1,002,747",-18.53,"3,073,293",2.21,"139,934",59.03,"439,000",21.86,-,-,"1,966,689",10.35,"5,293,835",18.73,"20,006,212",3.44
2002M07,"530,929",-1.04,"4,670,606",22.99,"231,633",1.86,"1,109,112",19.78,"3,329,861",25.93,"14,703,149",-1.66,"10,068,478",-1.28,"954,253",-23.77,"3,102,751",1.84,"140,960",56.19,"436,707",20.12,-,-,"1,871,674",10.76,"5,201,535",20.01,"19,904,684",3.21,"509,593",-1.32,"4,650,058",20.25,"247,272",-31.69,"1,127,867",25.45,"3,274,919",25.67,"14,679,995",-1.66,"10,090,966",-0.90,"934,126",-25.23,"3,078,079",1.35,"141,922",53.66,"434,902",18.62,-,-,"1,884,732",6.03,"5,159,651",17.70,"19,839,646",2.73
2002M08,"526,081",-0.98,"4,665,439",21.84,"232,910",5.85,"1,112,043",20.73,"3,320,486",23.54,"14,680,450",-1.95,"10,095,921",-1.28,"939,326",-22.20,"3,084,235",0.87,"132,018",42.62,"428,950",10.39,-,-,"1,871,034",11.87,"5,191,520",19.06,"19,871,970",2.79,"510,293",-0.59,"4,730,351",22.29,"281,376",23.11,"1,136,813",16.50,"3,312,162",24.33,"14,662,863",-2.24,"10,118,919",-1.36,"929,388",-21.93,"3,068,454",0.47,"122,733",32.32,"423,369",5.27,-,-,"1,928,482",12.27,"5,240,644",19.61,"19,903,507",2.70
2002M09,"524,646",-1.28,"4,664,868",20.83,"236,004",4.89,"1,126,158",20.30,"3,302,706",22.34,"14,664,617",-1.84,"10,114,870",-1.15,"933,846",-18.43,"3,067,236",0.13,"124,954",29.06,"423,711",5.48,-,-,"1,886,808",11.48,"5,189,514",18.16,"19,854,131",2.71,"509,972",-3.99,"4,653,037",18.69,"252,956",-5.18,"1,141,661",20.52,"3,258,420",20.41,"14,651,023",-1.95,"10,116,525",-1.38,"930,568",-17.53,"3,052,701",-0.26,"127,176",26.07,"424,053",7.56,-,-,"1,904,589",9.13,"5,163,009",15.99,"19,814,032",2.17
2002M10,"524,115",-1.26,"4,630,788",19.26,"225,073",2.28,"1,112,227",20.08,"3,293,488",20.34,"14,655,242",-1.79,"10,100,375",-1.27,"954,888",-15.61,"3,060,759",-0.15,"118,505",19.97,"420,715",6.15,-,-,"1,861,415",10.99,"5,154,903",16.79,"19,810,145",2.45,"508,623",-0.82,"4,673,710",18.85,"237,181",3.83,"1,146,304",20.24,"3,290,225",19.61,"14,647,239",-1.72,"10,112,641",-1.06,"962,580",-15.32,"3,043,969",-0.23,"110,463",14.10,"417,586",4.84,-,-,"1,892,108",11.66,"5,182,333",16.58,"19,829,572",2.48
2002M11,"528,474",-0.33,"4,667,817",17.30,"227,458",6.68,"1,110,593",18.84,"3,329,766",17.59,"14,709,986",-0.98,"10,133,047",-0.55,"975,190",-13.05,"3,056,706",-0.18,"105,873",11.02,"439,170",13.40,-,-,"1,866,525",11.24,"5,196,291",15.23,"19,906,277",2.79,"520,908",1.21,"4,738,178",16.77,"271,098",19.92,"1,135,181",18.99,"3,331,899",15.78,"14,715,090",-0.65,"10,137,510",-0.50,"964,741",-12.50,"3,050,803",0.06,"101,282",7.85,"460,754",22.45,-,-,"1,927,187",13.71,"5,259,086",15.02,"19,974,176",3.05
2002M12,"533,574",0.33,"4,767,642",12.42,"232,997",2.65,"1,163,665",17.48,"3,370,980",11.50,"14,725,467",0.02,"10,120,515",-0.02,"1,003,166",-7.99,"3,056,753",0.12,"103,663",10.11,"441,370",21.72,-,-,"1,930,236",10.34,"5,301,216",11.08,"20,026,683",2.73,"527,278",0.31,"4,964,311",10.31,"278,593",1.48,"1,284,642",14.85,"3,401,076",9.46,"14,718,897",0.22,"10,111,791",0.12,"1,016,499",-7.70,"3,061,512",0.67,"105,897",12.23,"423,198",20.99,-,-,"2,090,513",8.96,"5,491,589",9.27,"20,210,486",2.53
2003M01,"589,912",7.80,"4,924,619",9.78,"252,363",8.76,"1,176,578",13.37,"3,495,678",8.69,"14,777,574",0.54,"10,124,405",0.69,"1,013,145",-8.73,"3,123,074",1.30,"106,616",11.79,"410,334",15.47,-,-,"2,018,853",11.10,"5,514,531",9.56,"20,292,105",2.84,"791,361",44.51,"4,939,642",7.95,"302,553",22.83,"1,065,907",0.06,"3,571,182",9.40,"14,821,614",1.01,"10,138,691",1.29,"1,015,230",-9.76,"3,162,130",2.59,"107,290",11.39,"398,273",10.44,-,-,"2,159,821",16.17,"5,731,003",11.85,"20,552,617",3.81
2003M02,"674,844",-1.64,"4,927,758",8.17,"245,231",3.05,"1,115,671",12.43,"3,566,856",7.27,"14,873,607",0.93,"10,157,199",1.67,"1,036,552",-10.42,"3,167,380",1.01,"110,315",15.63,"402,161",12.24,-,-,"2,035,746",6.23,"5,602,602",6.89,"20,476,209",2.49,"595,678",-2.50,"4,950,457",7.42,"275,569",1.02,"1,135,025",11.70,"3,539,863",6.64,"14,882,163",0.94,"10,182,434",1.75,"1,019,014",-11.71,"3,160,266",0.91,"113,804",20.63,"406,645",14.35,-,-,"2,006,272",5.60,"5,546,135",6.26,"20,428,298",2.33
2003M03,"592,245",1.20,"4,913,576",6.37,"233,099",4.26,"1,132,146",12.04,"3,548,331",4.81,"14,880,775",0.95,"10,154,028",1.84,"1,039,882",-11.84,"3,154,259",0.67,"110,860",15.82,"421,746",16.67,-,-,"1,957,490",7.60,"5,505,821",5.78,"20,386,596",2.21,"571,935",2.24,"4,946,302",5.57,"246,097",-4.56,"1,166,923",12.25,"3,533,282",4.29,"14,833,382",0.63,"10,125,175",1.41,"1,029,093",-13.24,"3,135,106",0.71,"108,101",11.43,"435,907",21.07,-,-,"1,984,955",6.90,"5,518,237",5.21,"20,351,619",1.83
2003M04,"583,718",3.47,"4,946,631",6.36,"222,973",2.98,"1,150,377",12.45,"3,573,281",4.74,"14,838,031",0.77,"10,109,748",1.49,"1,040,447",-11.85,"3,142,531",0.81,"103,666",2.50,"441,639",21.25,-,-,"1,957,068",8.50,"5,530,349",6.04,"20,368,380",2.15,"562,874",4.17,"4,980,326",6.43,"244,158",2.34,"1,177,443",10.17,"3,558,725",5.53,"14,789,576",0.85,"10,097,666",1.33,"1,019,304",-9.81,"3,126,005",0.96,"99,232",-5.74,"447,369",21.43,-,-,"1,984,475",7.41,"5,543,200",6.20,"20,332,776",2.25
2003M05,"582,115",5.56,"4,971,474",7.26,"230,760",3.44,"1,149,464",9.10,"3,591,250",6.94,"14,812,214",1.03,"10,088,027",1.35,"1,054,551",-6.84,"3,132,207",1.25,"103,273",-4.02,"434,156",16.13,-,-,"1,962,339",7.34,"5,553,589",7.08,"20,365,803",2.62,"567,887",6.68,"5,042,153",9.13,"271,436",16.54,"1,163,576",7.30,"3,607,141",9.20,"14,771,072",1.06,"10,068,387",1.07,"1,051,501",-3.89,"3,122,355",1.64,"107,061",-2.48,"421,768",11.30,-,-,"2,002,899",8.28,"5,610,040",8.87,"20,381,112",3.10
2003M06,"582,559",7.14,"5,059,754",9.40,"235,255",4.29,"1,152,634",6.85,"3,671,865",10.57,"14,757,063",0.71,"10,044,904",0.63,"1,090,160",3.18,"3,125,447",1.47,"106,130",-15.00,"390,422",-4.49,-,-,"1,970,448",6.62,"5,642,313",9.16,"20,399,376",2.91,"570,313",8.95,"5,224,590",9.52,"272,160",-5.41,"1,277,426",10.55,"3,675,004",10.46,"14,704,189",-0.06,"10,044,151",-0.13,"1,093,110",9.01,"3,102,743",0.96,"105,111",-24.89,"359,074",-18.21,-,-,"2,119,899",7.79,"5,794,903",9.47,"20,499,092",2.46
2003M07,"586,599",10.49,"5,195,609",11.24,"237,536",2.55,"1,205,470",8.69,"3,752,603",12.70,"14,784,758",0.56,"10,017,730",-0.50,"1,120,277",17.40,"3,146,545",1.41,"118,115",-16.21,"382,091",-12.51,-,-,"2,029,605",8.44,"5,782,208",11.16,"20,566,966",3.33,"568,144",11.49,"5,267,535",13.28,"255,674",3.40,"1,244,897",10.38,"3,766,964",15.02,"14,797,760",0.80,"9,995,926",-0.94,"1,146,431",22.73,"3,121,509",1.41,"130,226",-8.24,"403,668",-7.18,-,-,"2,068,715",9.76,"5,835,679",13.10,"20,633,439",4.00
2003M08,"587,095",11.60,"5,315,098",13.92,"248,436",6.67,"1,228,255",10.45,"3,838,407",15.60,"14,839,347",1.08,"9,990,434",-1.04,"1,158,956",23.38,"3,130,582",1.50,"138,239",4.71,"421,136",-1.82,-,-,"2,063,786",10.30,"5,902,193",13.69,"20,741,540",4.38,"576,204",12.92,"5,414,395",14.46,"296,609",5.41,"1,258,132",10.67,"3,859,654",16.53,"14,810,658",1.01,"9,986,393",-1.31,"1,127,783",21.35,"3,113,215",1.46,"145,753",18.76,"437,514",3.34,-,-,"2,130,945",10.50,"5,990,599",14.31,"20,801,257",4.51
2003M09,"589,387",12.34,"5,438,542",16.59,"256,166",8.54,"1,280,278",13.69,"3,902,098",18.15,"14,790,326",0.86,"9,961,019",-1.52,"1,115,019",19.40,"3,121,415",1.77,"162,501",30.05,"430,372",1.57,-,-,"2,125,831",12.67,"6,027,929",16.16,"20,818,255",4.86,"569,150",11.60,"5,511,631",18.45,"274,181",8.39,"1,347,977",18.07,"3,889,473",19.37,"14,751,688",0.69,"9,940,695",-1.74,"1,100,186",18.23,"3,108,325",1.82,"179,250",40.95,"423,232",-0.19,-,-,"2,191,308",15.05,"6,080,781",17.78,"20,832,469",5.14
2003M10,"591,941",12.94,"5,544,321",19.73,"255,366",13.46,"1,351,628",21.52,"3,937,327",19.55,"14,768,527",0.77,"9,959,225",-1.40,"1,076,732",12.76,"3,123,100",2.04,"163,091",37.62,"446,379",6.10,-,-,"2,198,935",18.13,"6,136,262",19.04,"20,904,789",5.53,"579,850",14.00,"5,571,998",19.22,"258,431",8.96,"1,389,448",21.21,"3,924,119",19.27,"14,773,825",0.86,"9,982,133",-1.29,"1,063,027",10.44,"3,112,641",2.26,"147,944",33.93,"468,080",12.09,-,-,"2,227,729",17.74,"6,151,848",18.71,"20,925,673",5.53
2003M11,"600,105",13.55,"5,588,001",19.71,"257,894",13.38,"1,372,888",23.62,"3,957,219",18.84,"14,807,280",0.66,"9,979,249",-1.52,"1,086,519",11.42,"3,120,876",2.10,"148,009",39.80,"472,627",7.62,-,-,"2,230,887",19.52,"6,188,106",19.09,"20,995,386",5.47,"589,288",13.13,"5,634,327",18.91,"301,641",11.27,"1,391,971",22.62,"3,940,715",18.27,"14,806,622",0.62,"9,985,549",-1.50,"1,085,274",12.49,"3,110,552",1.96,"148,074",46.20,"477,173",3.56,-,-,"2,282,900",18.46,"6,223,615",18.34,"21,030,237",5.29
2003M12,"611,007",14.51,"5,649,830",18.50,"268,239",15.13,"1,408,659",21.05,"3,972,932",17.86,"14,846,466",0.82,"9,991,003",-1.28,"1,123,592",12.00,"3,123,812",2.19,"153,098",47.69,"454,961",3.08,-,-,"2,287,905",18.53,"6,260,837",18.10,"21,107,303",5.40,"608,205",15.35,"5,944,627",19.75,"315,679",13.31,"1,600,804",24.61,"4,028,144",18.44,"14,805,445",0.59,"9,976,672",-1.34,"1,123,318",10.51,"3,113,511",1.70,"157,808",49.02,"434,136",2.58,-,-,"2,524,688",20.77,"6,552,832",19.32,"21,358,277",5.68
2004M01,"742,951",25.94,"5,905,228",19.91,"296,587",17.52,"1,425,431",21.15,"4,183,210",19.67,"14,936,448",1.08,"10,000,560",-1.22,"1,131,806",11.71,"3,200,944",2.49,"166,628",56.29,"436,510",6.38,-,-,"2,464,969",22.10,"6,648,179",20.56,"21,584,627",6.37,"768,784",-2.85,"5,993,396",21.33,"315,156",4.17,"1,390,809",30.48,"4,287,431",20.06,"15,003,727",1.23,"10,010,518",-1.26,"1,142,462",12.53,"3,235,632",2.32,"174,896",63.01,"440,219",10.53,-,-,"2,474,749",14.58,"6,762,180",17.99,"21,765,907",5.90
2004M02,"706,469",4.69,"6,040,141",22.57,"273,669",11.60,"1,433,438",28.48,"4,333,034",21.48,"15,083,546",1.41,"10,046,854",-1.09,"1,141,797",10.15,"3,252,217",2.68,"182,199",65.16,"460,479",14.50,-,-,"2,413,576",18.56,"6,746,610",20.42,"21,830,156",6.61,"664,130",11.49,"6,117,277",23.57,"312,660",13.46,"1,461,699",28.78,"4,342,918",22.69,"15,091,919",1.41,"10,076,078",-1.04,"1,098,220",7.77,"3,242,122",2.59,"190,022",66.97,"485,477",19.39,-,-,"2,438,489",21.54,"6,781,407",22.27,"21,873,326",7.07
2004M03,"667,807",12.76,"6,145,630",25.07,"266,244",14.22,"1,481,675",30.87,"4,397,711",23.94,"15,140,193",1.74,"10,084,973",-0.68,"1,130,464",8.71,"3,244,232",2.85,"224,058",102.11,"456,466",8.23,-,-,"2,415,726",23.41,"6,813,437",23.75,"21,953,630",7.69,"645,947",12.94,"6,245,691",26.27,"287,459",16.81,"1,601,627",37.25,"4,356,605",23.30,"15,127,645",1.98,"10,069,904",-0.55,"1,144,524",11.22,"3,227,983",2.96,"255,966",136.78,"429,268",-1.52,-,-,"2,535,033",27.71,"6,891,638",24.89,"22,019,283",8.19
2004M04,"659,178",12.93,"6,219,975",25.74,"265,034",18.86,"1,534,579",33.40,"4,420,362",23.71,"15,172,017",2.25,"10,075,256",-0.34,"1,144,616",10.01,"3,239,739",3.09,"237,870",129.46,"474,536",7.45,-,-,"2,458,791",25.64,"6,879,153",24.39,"22,051,170",8.26,"638,569",13.45,"6,245,716",25.41,"280,654",14.95,"1,574,336",33.71,"4,390,726",23.38,"15,184,684",2.67,"10,083,025",-0.14,"1,133,815",11.23,"3,228,267",3.27,"219,774",121.47,"519,803",16.19,-,-,"2,493,559",25.65,"6,884,285",24.19,"22,068,969",8.54
2004M05,"654,327",12.41,"6,207,100",24.85,"272,127",17.93,"1,564,442",36.10,"4,370,531",21.70,"15,210,312",2.69,"10,083,625",-0.04,"1,144,130",8.49,"3,229,614",3.11,"224,706",117.58,"528,237",21.67,-,-,"2,490,896",26.94,"6,861,427",23.55,"22,071,739",8.38,"632,676",11.41,"6,140,565",21.78,"285,649",5.24,"1,544,854",32.77,"4,310,062",19.49,"15,181,736",2.78,"10,076,376",0.08,"1,127,681",7.24,"3,214,813",2.96,"229,330",114.20,"533,536",26.50,-,-,"2,463,179",22.98,"6,773,241",20.73,"21,954,977",7.72
2004M06,"650,655",11.69,"6,131,675",21.19,"269,233",14.44,"1,540,313",33.63,"4,322,129",17.71,"15,193,588",2.96,"10,092,630",0.48,"1,139,788",4.55,"3,228,818",3.31,"215,947",103.47,"516,405",32.27,-,-,"2,460,201",24.85,"6,782,330",20.20,"21,975,918",7.73,"635,267",11.39,"6,275,856",20.12,"306,907",12.77,"1,675,020",31.12,"4,293,929",16.84,"15,203,188",3.39,"10,118,197",0.74,"1,164,095",6.49,"3,219,058",3.75,"202,564",92.71,"499,274",39.04,-,-,"2,617,194",23.46,"6,911,123",19.26,"22,114,311",7.88
2004M07,"655,131",11.68,"6,224,899",19.81,"281,976",18.71,"1,590,468",31.94,"4,352,455",15.98,"15,250,167",3.15,"10,145,655",1.28,"1,160,013",3.55,"3,271,300",3.96,"203,168",72.01,"470,031",23.02,-,-,"2,527,575",24.54,"6,880,030",18.99,"22,130,197",7.60,"638,991",12.47,"6,331,857",20.21,"338,730",32.49,"1,616,577",29.86,"4,376,550",16.18,"15,229,367",2.92,"10,174,346",1.78,"1,134,785",-1.02,"3,273,886",4.88,"203,734",56.45,"442,616",9.65,-,-,"2,594,298",25.41,"6,970,848",19.45,"22,200,215",7.59
2004M08,"657,281",11.95,"6,309,609",18.71,"290,341",16.87,"1,619,986",31.89,"4,399,282",14.61,"15,255,474",2.80,"10,170,877",1.81,"1,167,499",0.74,"3,284,693",4.92,"197,595",42.94,"434,810",3.25,-,-,"2,567,608",24.41,"6,966,890",18.04,"22,222,364",7.14,"639,141",10.92,"6,403,552",18.27,"311,105",4.89,"1,681,093",33.62,"4,411,354",14.29,"15,193,204",2.58,"10,144,543",1.58,"1,158,294",2.71,"3,271,037",5.07,"191,839",31.62,"427,491",-2.29,-,-,"2,631,339",23.48,"7,042,693",17.56,"22,235,897",6.90
2004M09,"657,858",11.62,"6,383,187",17.37,"286,368",11.79,"1,625,028",26.93,"4,471,791",14.60,"15,215,717",2.88,"10,137,642",1.77,"1,194,764",7.15,"3,288,774",5.36,"185,666",14.26,"408,871",-5.00,-,-,"2,569,254",20.86,"7,041,045",16.81,"22,256,762",6.91,"645,244",13.37,"6,447,553",16.98,"307,073",12.00,"1,674,463",24.22,"4,466,017",14.82,"15,158,739",2.76,"10,105,978",1.66,"1,195,860",8.70,"3,278,300",5.47,"179,491",0.13,"399,110",-5.70,-,-,"2,626,780",19.87,"7,092,797",16.64,"22,251,536",6.81
