期間,資產淨額=負債淨值淨額_原始值,資產淨額=負債淨值淨額_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款-計_原始值,資產--放款-計_年增率(%),資產--放款-政府機關_原始值,資產--放款-政府機關_年增率(%),資產--放款-公營事業_原始值,資產--放款-公營事業_年增率(%),資產--放款-民間部門_原始值,資產--放款-民間部門_年增率(%),資產--對非金融機構證券投資-計_原始值,資產--對非金融機構證券投資-計_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--對金融機構債權-中央銀行_原始值,資產--對金融機構債權-中央銀行_年增率(%),資產--對金融機構債權-其他金融機構_原始值,資產--對金融機構債權-其他金融機構_年增率(%),資產--不動產投資_原始值,資產--不動產投資_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-計_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-計_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-支票存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-支票存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-活期存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-活期存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-活期儲蓄存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-活期儲蓄存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-定期存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-定期存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-可轉讓定期存單_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-可轉讓定期存單_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-定期儲蓄存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-定期儲蓄存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-外匯存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-外匯存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-郵政儲金_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-郵政儲金_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-貨幣市場共同基金_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-貨幣市場共同基金_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對金融機構負債-中央銀行_原始值,負債與淨值--對金融機構負債-中央銀行_年增率(%),負債與淨值--對金融機構負債-人壽保險公司等_原始值,負債與淨值--對金融機構負債-人壽保險公司等_年增率(%),負債與淨值--金融債券_原始值,負債與淨值--金融債券_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%),負債與淨值--其他項目(淨額)_原始值,負債與淨值--其他項目(淨額)_年增率(%)
2006M07,"28,792,051",5.76,"2,150,603",24.72,"17,224,936",4.70,"1,647,053",-11.26,"602,783",25.50,"14,975,100",6.10,"2,565,801",20.50,"1,421,719",23.60,"105,079",12.58,"1,039,003",17.32,"200,398",36.03,"6,448,204",-1.62,"5,382",-77.79,1,-99.64,"196,726",2.11,"1,595,899",4.97,"23,354,993",4.83,"308,561",-11.06,"1,797,684",2.55,"4,782,924",1.72,"2,899,154",3.83,"239,235",6.81,"7,810,968",2.59,"1,586,752",25.38,"3,926,343",9.65,"3,372",301.43,"743,229",1.12,"84,242",-43.20,"213,898",14.73,"876,019",11.96,"1,899,317",0.49,"24,454",--
2006M08,"28,925,734",5.64,"2,216,626",19.64,"17,253,210",4.31,"1,575,544",-13.76,"603,704",26.66,"15,073,962",5.88,"2,580,011",20.36,"1,419,108",24.44,"103,968",8.38,"1,056,935",16.49,"193,901",25.31,"6,488,481",0.01,"1,864",-72.97,1,-99.64,"191,640",-1.28,"1,577,984",2.11,"23,483,440",5.59,"322,876",1.44,"1,872,413",6.30,"4,847,825",3.22,"2,885,083",4.52,"209,961",11.74,"7,826,065",2.19,"1,567,494",24.62,"3,948,315",9.69,"3,408",274.09,"738,015",-5.30,"78,769",-52.94,"208,896",11.61,"871,367",11.11,"1,918,949",0.77,"48,314",--
2006M09,"29,245,831",6.40,"2,427,619",29.05,"17,337,521",3.53,"1,525,518",-15.61,"592,201",9.89,"15,219,802",5.69,"2,639,758",22.13,"1,434,289",25.05,"104,073",3.84,"1,101,396",20.48,"197,218",22.75,"6,451,940",1.83,"1,803",-69.54,1,-99.64,"189,971",-2.72,"1,657,207",4.62,"23,651,104",5.80,"360,380",18.22,"1,856,041",4.39,"4,968,776",5.91,"2,898,820",4.37,"208,441",13.19,"7,838,523",1.94,"1,536,983",17.60,"3,980,015",9.91,"3,125",322.87,"709,802",-3.09,"166,122",24.71,"213,181",18.99,"862,363",9.97,"1,918,603",0.51,"67,449",--
2006M10,"29,026,848",5.57,"2,213,414",18.18,"17,317,610",3.72,"1,494,238",-13.14,"604,274",11.76,"15,219,098",5.43,"2,613,825",18.26,"1,411,560",20.05,"106,587",5.77,"1,095,678",17.36,"198,434",18.95,"6,486,401",2.09,"1,787",-58.06,1,-99.64,"195,376",1.54,"1,568,166",0.38,"23,652,298",5.97,"305,351",0.80,"1,880,173",9.92,"4,947,989",6.17,"2,939,482",5.94,"208,084",16.13,"7,827,164",1.39,"1,552,102",16.00,"3,988,698",9.77,"3,255",345.28,"726,089",-0.95,"130,044",-2.36,"209,284",13.16,"874,828",11.43,"1,928,154",-1.72,"-62,015",--
2006M11,"29,190,002",5.38,"2,239,897",17.06,"17,378,724",3.30,"1,520,689",-12.75,"577,455",6.06,"15,280,580",5.12,"2,665,424",20.31,"1,433,998",21.96,"105,932",1.38,"1,125,494",20.35,"195,936",7.38,"6,513,089",2.34,"1,780",-67.81,1,-99.64,"195,151",0.32,"1,543,097",0.02,"23,788,817",5.51,"300,270",-1.54,"1,857,544",6.91,"4,996,726",5.36,"2,956,137",5.66,"207,732",20.37,"7,811,668",0.98,"1,664,339",18.43,"3,990,599",9.36,"3,802",206.37,"735,688",0.22,"139,715",12.59,"223,454",21.24,"892,527",11.86,"1,930,659",-0.83,"-63,955",--
2006M12,"29,685,354",5.21,"2,384,516",11.55,"17,598,943",2.57,"1,611,281",-9.59,"525,391",-5.82,"15,462,271",4.35,"2,693,607",22.35,"1,442,945",21.99,"123,029",18.84,"1,127,633",23.22,"204,614",6.17,"6,601,142",4.32,"1,708",-71.17,1,-99.64,"200,823",4.46,"1,573,895",2.35,"24,171,821",5.14,"368,535",-3.80,"1,942,742",3.91,"5,152,628",5.41,"2,972,795",5.36,"234,998",37.91,"7,799,752",0.53,"1,693,697",17.86,"4,002,250",9.34,"4,424",175.98,"716,493",-1.73,"151,141",23.91,"236,293",13.26,"925,915",14.14,"1,923,698",1.60,"-13,902",--
2007M01,"29,672,868",5.21,"2,395,958",22.10,"17,640,666",2.23,"1,727,345",-8.82,"547,335",-3.26,"15,365,986",3.86,"2,662,895",13.18,"1,449,592",18.37,"121,750",24.52,"1,091,553",5.94,"199,258",17.69,"6,551,258",6.20,"1,644",-50.41,1,0.00,"221,188",-24.45,"1,567,637",1.98,"24,224,704",5.25,"313,889",-18.29,"1,977,468",24.16,"5,151,730",3.80,"3,004,736",5.40,"220,521",9.02,"7,768,293",-0.30,"1,702,281",18.08,"4,081,524",7.72,"4,262",99.91,"707,954",8.94,"143,484",21.15,"216,909",9.69,"923,815",13.46,"1,947,682",-2.16,"-59,317",--
2007M02,"29,676,125",4.35,"2,363,405",17.42,"17,714,935",2.73,"1,776,337",-7.96,"556,399",-2.49,"15,382,199",4.34,"2,715,924",15.46,"1,466,683",17.81,"121,861",8.49,"1,127,380",13.30,"199,164",19.25,"6,365,011",-1.27,"7,060",211.84,1,0.00,"310,625",45.71,"1,518,712",1.15,"24,367,725",5.16,"348,036",-0.32,"1,877,597",2.92,"5,268,723",9.00,"3,028,094",6.55,"220,942",2.31,"7,764,815",-0.91,"1,714,342",16.56,"4,139,476",9.03,"5,700",137.70,"668,480",-1.11,"200,104",63.07,"223,192",12.67,"930,130",13.63,"1,953,013",-0.30,"-185,231",--
2007M03,"29,741,275",5.30,"2,373,198",23.29,"17,745,860",3.16,"1,746,169",-9.23,"542,534",-4.09,"15,457,157",5.05,"2,714,818",15.75,"1,484,398",19.03,"123,676",11.12,"1,106,744",12.12,"190,120",13.63,"6,497,460",1.46,"16,422",662.75,1,0.00,"203,396",3.50,"1,461,415",1.30,"24,454,636",5.63,"337,209",14.82,"1,918,983",7.95,"5,240,953",8.33,"3,083,261",9.17,"216,626",-1.26,"7,762,812",-1.17,"1,750,631",15.16,"4,138,872",8.31,"5,289",85.45,"666,793",-0.83,"199,098",74.04,"232,480",29.94,"942,014",14.54,"1,938,496",-1.57,"-153,657",--
2007M04,"30,072,404",5.18,"2,693,893",31.66,"17,764,620",3.11,"1,707,165",-11.15,"555,557",-3.07,"15,501,898",5.21,"2,709,744",10.91,"1,489,042",17.97,"121,101",11.56,"1,099,601",2.54,"190,346",4.28,"6,487,433",-0.02,"16,344",668.77,1,0.00,"210,023",4.88,"1,482,571",3.08,"24,537,602",5.12,"313,546",-8.20,"1,968,498",14.57,"5,259,865",6.32,"3,094,291",9.91,"213,313",-7.44,"7,741,976",-1.50,"1,800,191",13.73,"4,140,341",7.69,"5,581",97.21,"681,458",0.11,"220,760",92.55,"220,593",17.21,"934,769",10.63,"1,923,053",-2.64,"71,598",915.00
2007M05,"30,002,698",4.56,"2,671,961",33.20,"17,779,374",2.66,"1,599,570",-13.95,"564,683",-3.36,"15,615,121",4.98,"2,715,230",7.03,"1,513,843",12.92,"122,957",7.79,"1,078,430",-0.34,"189,950",1.12,"6,427,299",-0.30,"16,463",436.78,1,0.00,"202,420",3.11,"1,479,640",-3.39,"24,451,229",4.95,"300,183",-13.73,"1,892,896",8.76,"5,218,690",6.90,"3,099,876",9.63,"212,466",-11.73,"7,696,295",-1.73,"1,914,143",22.20,"4,112,790",6.57,"3,890",40.74,"699,002",-2.08,"206,040",68.94,"217,323",6.41,"928,715",8.28,"1,901,780",-1.91,"118,969",320.76
2007M06,"29,873,487",4.14,"2,610,578",24.84,"17,763,469",2.48,"1,524,424",-11.55,"563,742",-5.99,"15,675,303",4.43,"2,760,926",9.12,"1,524,138",8.88,"125,613",12.46,"1,111,175",9.08,"185,557",-5.39,"6,332,834",-0.01,"19,218",184.46,1,0.00,"200,904",3.30,"1,473,409",-6.51,"24,523,315",4.89,"347,814",12.49,"1,946,240",5.26,"5,271,883",9.69,"3,050,046",6.01,"227,014",-9.89,"7,652,208",-1.97,"1,924,024",19.91,"4,100,597",5.87,"3,489",21.95,"705,426",-0.89,"191,946",123.58,"235,190",20.36,"927,513",6.24,"1,938,023",1.15,"-121,335",--
2007M07,"29,977,182",4.12,"2,560,345",19.05,"17,813,640",3.42,"1,474,731",-10.46,"564,389",-6.37,"15,774,520",5.34,"2,795,673",8.96,"1,516,293",6.65,"133,219",26.78,"1,146,161",10.31,"184,101",-8.13,"6,395,091",-0.82,"21,223",294.33,1,0.00,"207,108",5.28,"1,567,646",-1.77,"24,412,200",4.53,"321,219",4.10,"2,026,119",12.71,"5,317,674",11.18,"2,945,911",1.61,"207,050",-13.45,"7,620,308",-2.44,"1,848,785",16.51,"4,121,558",4.97,"3,576",6.05,"704,296",-5.24,"211,666",151.26,"265,146",23.96,"901,495",2.91,"1,966,423",3.53,"-51,690",--
2007M08,"29,939,389",3.50,"2,493,511",12.49,"17,803,696",3.19,"1,395,059",-11.46,"564,313",-6.52,"15,844,324",5.11,"2,790,553",8.16,"1,517,546",6.94,"134,725",29.58,"1,138,282",7.70,"194,778",0.45,"6,436,085",-0.81,"20,592","1,004.72",1,0.00,"200,173",4.45,"1,748,294",10.79,"24,296,314",3.46,"298,758",-7.47,"2,045,456",9.24,"5,241,716",8.13,"2,929,788",1.55,"186,289",-11.27,"7,605,196",-2.82,"1,893,025",20.77,"4,092,416",3.65,"3,670",7.69,"708,079",-4.06,"81,381",3.32,"287,242",37.50,"897,091",2.95,"1,928,955",0.52,"-7,967",--
2007M09,"30,017,454",2.64,"2,555,798",5.28,"17,880,974",3.13,"1,399,100",-8.29,"556,405",-6.04,"15,925,469",4.64,"2,770,691",4.96,"1,487,189",3.69,"132,537",27.35,"1,150,965",4.50,"186,851",-5.26,"6,404,630",-0.73,"20,061","1,012.65",1,0.00,"198,448",4.46,"1,655,138",-0.12,"24,289,379",2.70,"348,169",-3.39,"2,028,034",9.27,"5,252,077",5.70,"2,899,105",0.01,"179,029",-14.11,"7,593,114",-3.13,"1,916,411",24.69,"4,069,197",2.24,"4,243",35.78,"720,324",1.48,"115,400",-30.53,"299,616",40.55,"919,672",6.65,"1,969,891",2.67,"48,034",-28.78
2007M10,"30,084,452",3.64,"2,505,182",13.18,"17,841,090",3.02,"1,352,521",-9.48,"553,039",-8.48,"15,935,530",4.71,"2,810,910",7.54,"1,524,505",8.00,"129,632",21.62,"1,156,773",5.58,"181,864",-8.35,"6,530,749",0.68,"18,814",952.83,1,0.00,"195,842",0.24,"1,665,445",6.20,"24,393,434",3.13,"303,305",-0.67,"2,021,569",7.52,"5,272,906",6.57,"3,043,371",3.53,"164,865",-20.77,"7,584,046",-3.11,"1,934,300",24.62,"4,065,231",1.92,"3,841",18.00,"741,855",2.17,"158,101",21.58,"325,853",55.70,"884,555",1.11,"1,980,753",2.73,"-65,544",--
2007M11,"30,119,221",3.18,"2,603,380",16.23,"17,839,394",2.65,"1,359,125",-10.62,"568,448",-1.56,"15,911,821",4.13,"2,739,428",2.78,"1,503,509",4.85,"135,314",27.74,"1,100,605",-2.21,"181,962",-7.13,"6,540,267",0.42,"18,789",955.56,1,0.00,"196,000",0.44,"1,813,741",17.54,"24,243,765",1.91,"299,322",-0.32,"2,002,479",7.80,"5,034,815",0.76,"3,169,491",7.22,"169,602",-18.36,"7,561,857",-3.20,"1,946,350",16.94,"4,055,922",1.64,"3,927",3.29,"747,342",1.58,"126,427",-9.51,"341,403",52.78,"888,829",-0.41,"1,977,659",2.43,"-19,945",--
2007M12,"30,423,133",2.49,"2,729,236",14.46,"18,021,730",2.40,"1,385,356",-14.02,"591,936",12.67,"16,044,438",3.77,"2,694,014",0.02,"1,535,740",6.43,"125,840",2.28,"1,032,434",-8.44,"180,146",-11.96,"6,590,441",-0.16,"8,745",412.00,1,0.00,"198,820",-1.00,"1,895,419",20.43,"24,389,919",0.90,"321,284",-12.82,"2,072,730",6.69,"5,063,336",-1.73,"3,244,736",9.15,"173,886",-26.01,"7,531,709",-3.44,"1,939,493",14.51,"4,039,656",0.93,"3,089",-30.18,"745,921",4.11,"81,247",-46.24,"375,198",58.79,"900,327",-2.76,"2,016,552",4.83,"18,550",--
2008M01,"30,703,762",3.47,"2,864,111",19.54,"18,135,615",2.81,"1,488,718",-13.81,"587,145",7.27,"16,059,752",4.51,"2,697,234",1.29,"1,545,520",6.62,"129,302",6.20,"1,022,412",-6.33,"175,348",-12.00,"6,469,101",-1.25,364,-77.86,1,0.00,"361,988",63.66,"1,922,643",22.65,"24,629,100",1.67,"331,481",5.60,"2,035,557",2.94,"5,070,977",-1.57,"3,310,022",10.16,"169,530",-23.12,"7,502,208",-3.43,"2,057,782",20.88,"4,147,722",1.62,"3,821",-10.35,"687,567",-2.88,"115,501",-19.50,"378,015",74.27,"912,562",-1.22,"2,031,434",4.30,"26,940",--
2008M02,"31,058,023",4.66,"3,006,056",27.19,"18,081,228",2.07,"1,501,284",-15.48,"597,214",7.34,"15,982,730",3.90,"2,701,069",-0.55,"1,545,377",5.37,"133,923",9.90,"1,021,769",-9.37,"175,652",-11.81,"6,872,991",7.98,364,-94.84,1,0.00,"220,662",-28.96,"1,929,894",27.07,"24,758,446",1.60,"324,846",-6.66,"1,950,161",3.86,"5,113,395",-2.95,"3,438,661",13.56,"168,989",-23.51,"7,519,534",-3.16,"2,060,350",20.18,"4,178,493",0.94,"4,017",-29.53,"694,047",3.82,"146,898",-26.59,"388,927",74.26,"904,102",-2.80,"2,044,520",4.69,"191,189",--
2008M03,"31,369,025",5.47,"3,032,495",27.78,"18,129,819",2.16,"1,471,396",-15.74,"638,705",17.73,"16,019,718",3.64,"2,686,141",-1.06,"1,534,527",3.38,"134,663",8.88,"1,016,951",-8.11,"169,424",-10.89,"7,144,087",9.95,"4,063",-75.26,1,0.00,"202,995",-0.20,"2,025,344",38.59,"24,889,694",1.78,"294,192",-12.76,"2,045,846",6.61,"5,087,113",-2.94,"3,647,856",18.31,"166,330",-23.22,"7,511,670",-3.24,"1,950,376",11.41,"4,182,420",1.05,"3,891",-26.43,"707,591",6.12,"133,805",-32.79,"407,818",75.42,"916,264",-2.73,"2,083,952",7.50,"204,557",--
2008M04,"31,511,851",4.79,"2,948,679",9.46,"18,124,816",2.03,"1,425,256",-16.51,"631,995",13.76,"16,067,565",3.65,"2,825,854",4.28,"1,602,438",7.62,"149,333",23.31,"1,074,083",-2.32,"171,184",-10.07,"7,233,494",11.50,"4,063",-75.14,1,0.00,"203,760",-2.98,"2,035,176",37.27,"25,054,916",2.11,"303,228",-3.29,"2,011,730",2.20,"5,114,156",-2.77,"3,760,072",21.52,"170,338",-20.15,"7,524,845",-2.80,"1,974,360",9.68,"4,192,233",1.25,"3,954",-29.15,"711,824",4.46,"163,453",-25.96,"402,746",82.57,"928,934",-0.62,"2,093,933",8.89,"120,869",68.82
