期間,10天_原始值,10天_年增率(%),10天_原始值,10天_年增率(%),30天_原始值,30天_年增率(%),30天_原始值,30天_年增率(%),60天_原始值,60天_年增率(%),60天_原始值,60天_年增率(%),90天_原始值,90天_年增率(%),90天_原始值,90天_年增率(%),120天_原始值,120天_年增率(%),120天_原始值,120天_年增率(%),180天_原始值,180天_年增率(%),180天_原始值,180天_年增率(%)
1998M04,32.889,-16.01,33.053,-16.15,32.907,-16.03,33.080,-16.18,32.940,-16.09,33.125,-16.23,32.970,-16.15,33.170,-16.31,32.990,-16.19,33.210,-16.38,33.060,-16.30,33.280,-16.50
1998M05,33.900,-17.96,34.030,-18.00,33.930,-18.05,34.060,-18.07,33.970,-18.18,34.100,-18.16,34.000,-18.25,34.150,-18.28,34.030,-18.34,34.190,-18.38,34.100,-18.53,34.280,-18.59
1998M06,34.340,-19.09,34.460,-19.08,34.360,-19.06,34.500,-19.03,34.400,-19.16,34.550,-19.10,34.430,-19.23,34.590,-19.20,34.480,-19.33,34.640,-19.30,34.560,-19.52,34.730,-19.51
1998M07,34.320,-16.73,34.430,-16.71,34.347,-16.75,34.458,-16.68,34.387,-16.74,34.499,-16.66,34.407,-16.67,34.539,-16.63,34.443,-16.70,34.585,-16.61,34.517,-16.77,34.679,-16.66
1998M08,34.798,-17.75,34.914,-17.71,34.820,-17.66,34.934,-17.59,34.852,-17.65,34.964,-17.49,34.877,-17.57,35.006,-17.41,34.908,-17.50,35.052,-17.38,34.972,-17.51,35.146,-17.29
1998M09,34.367,-16.91,34.481,-16.84,34.389,-16.87,34.506,-16.78,34.422,-16.82,34.543,-16.71,34.452,-16.75,34.585,-16.67,34.485,-16.77,34.629,-16.60,34.552,-16.67,34.718,-16.50
1998M10,32.337,-4.72,32.458,-4.13,32.355,-4.71,32.467,-4.06,32.360,-4.57,32.480,-3.85,32.368,-4.38,32.495,-3.62,32.370,-4.23,32.523,-3.36,32.385,-3.91,32.580,-3.16
1998M11,32.376,-1.25,32.498,-0.95,32.370,-1.11,32.498,-0.76,32.360,-0.87,32.498,-0.52,32.365,-0.51,32.518,-0.02,32.370,-0.40,32.528,0.10,32.380,-0.06,32.548,0.31
1998M12,32.131,1.02,32.251,1.40,32.134,1.08,32.255,1.47,32.139,1.28,32.275,1.91,32.134,1.45,32.275,2.06,32.134,1.61,32.285,2.21,32.134,1.92,32.305,2.58
1999M01,32.268,4.82,32.372,5.28,32.288,4.90,32.352,5.59,32.288,5.12,32.352,5.84,32.288,5.30,32.352,6.14,32.289,5.45,32.363,6.26,32.303,5.87,32.377,6.84
1999M02,32.997,-3.65,33.129,-3.30,33.010,-3.62,33.109,-3.14,33.000,-3.48,33.109,-2.96,32.995,-3.35,33.109,-2.75,32.985,-3.17,33.115,-2.58,32.975,-2.87,33.119,-2.26
1999M03,33.081,-1.18,33.217,-0.84,33.072,-1.09,33.222,-0.76,33.062,-0.94,33.227,-0.59,33.062,-0.88,33.222,-0.46,33.059,-0.78,33.223,-0.31,33.047,-0.51,33.232,-0.04
1999M04,32.611,0.85,32.755,0.91,32.602,0.94,32.760,0.98,32.592,1.07,32.765,1.10,32.597,1.14,32.760,1.25,32.597,1.21,32.761,1.37,32.592,1.44,32.770,1.56
1999M05,32.666,3.78,32.798,3.76,32.654,3.91,32.805,3.83,32.639,4.08,32.810,3.93,32.639,4.17,32.813,4.07,32.638,4.26,32.815,4.19,32.629,4.51,32.817,4.46
1999M06,32.208,6.62,32.352,6.52,32.193,6.73,32.350,6.65,32.173,6.92,32.345,6.82,32.163,7.05,32.330,6.99,32.153,7.24,32.324,7.16,32.128,7.57,32.315,7.47
1999M07,32.083,6.97,32.223,6.85,32.071,7.10,32.231,6.91,32.056,7.27,32.236,7.02,32.051,7.35,32.231,7.16,32.040,7.50,32.224,7.33,32.011,7.83,32.211,7.66
1999M08,31.766,9.54,31.901,9.44,31.751,9.67,31.899,9.51,31.731,9.84,31.894,9.63,31.721,9.95,31.879,9.81,31.700,10.12,31.863,10.01,31.651,10.49,31.834,10.40
1999M09,31.707,8.39,31.837,8.30,31.688,8.52,31.835,8.39,31.668,8.70,31.825,8.54,31.648,8.86,31.805,8.74,31.620,9.06,31.785,8.95,31.563,9.47,31.745,9.37
1999M10,31.699,2.01,31.820,2.01,31.638,2.27,31.785,2.15,31.553,2.56,31.725,2.38,31.528,2.66,31.740,2.38,31.520,2.70,31.699,2.60,31.483,2.87,31.665,2.89
1999M11,31.551,2.61,31.704,2.50,31.532,2.66,31.695,2.53,31.502,2.72,31.700,2.52,31.492,2.77,31.655,2.73,31.469,2.86,31.645,2.79,31.422,3.05,31.625,2.92
1999M12,31.318,2.60,31.595,2.08,31.356,2.48,31.523,2.32,31.321,2.61,31.523,2.39,31.296,2.68,31.463,2.58,31.258,2.80,31.437,2.70,31.196,3.01,31.385,2.93
2000M01,30.602,5.44,30.757,5.25,30.575,5.60,30.735,5.26,30.535,5.74,30.695,5.40,30.475,5.95,30.670,5.48,30.439,6.08,30.634,5.64,30.380,6.33,30.565,5.93
2000M02,30.681,7.55,30.792,7.59,30.639,7.74,30.783,7.56,30.599,7.85,30.758,7.64,30.564,7.95,30.733,7.73,30.519,8.08,30.695,7.88,30.444,8.31,30.623,8.15
2000M03,30.436,8.69,30.557,8.71,30.397,8.80,30.545,8.76,30.362,8.89,30.515,8.89,30.317,9.05,30.485,8.98,30.271,9.21,30.449,9.11,30.192,9.46,30.380,9.39
2000M04,30.556,6.73,30.675,6.78,30.511,6.85,30.660,6.85,30.466,6.98,30.625,6.99,30.411,7.19,30.580,7.13,30.348,7.41,30.540,7.27,30.236,7.79,30.465,7.57
2000M05,30.710,6.37,30.839,6.35,30.658,6.51,30.820,6.44,30.603,6.65,30.780,6.60,30.548,6.84,30.730,6.78,30.492,7.04,30.690,6.92,30.393,7.36,30.615,7.19
2000M06,30.729,4.81,30.830,4.94,30.674,4.95,30.815,4.98,30.614,5.09,30.780,5.08,30.559,5.25,30.725,5.22,30.493,5.44,30.689,5.33,30.374,5.77,30.620,5.54
2000M07,30.988,3.53,31.108,3.58,30.936,3.67,31.089,3.67,30.881,3.80,31.049,3.82,30.826,3.97,30.994,3.99,30.765,4.14,30.956,4.10,30.656,4.42,30.884,4.30
2000M08,30.996,2.48,31.105,2.56,30.944,2.61,31.090,2.60,30.889,2.73,31.055,2.70,30.844,2.84,31.005,2.82,30.781,2.99,30.967,2.89,30.669,3.20,30.895,3.04
2000M09,31.250,1.46,31.360,1.52,31.198,1.57,31.348,1.55,31.143,1.69,31.318,1.62,31.103,1.75,31.268,1.72,31.057,1.81,31.233,1.77,30.978,1.89,31.168,1.85
2000M10,32.294,-1.84,32.431,-1.88,32.269,-1.96,32.420,-1.96,32.224,-2.08,32.405,-2.10,32.199,-2.08,32.380,-1.98,32.166,-2.01,32.360,-2.04,32.114,-1.96,32.325,-2.04
2000M11,32.956,-4.26,33.141,-4.34,32.951,-4.31,33.139,-4.36,32.936,-4.35,33.139,-4.34,32.906,-4.30,33.119,-4.42,32.873,-4.27,33.093,-4.38,32.821,-4.26,33.044,-4.29
2000M12,32.999,-5.09,33.144,-4.67,32.984,-4.94,33.145,-4.89,32.955,-4.96,33.150,-4.91,32.941,-4.99,33.130,-5.03,32.915,-5.03,33.107,-5.04,32.876,-5.11,33.065,-5.08
2001M01,32.267,-5.16,32.427,-5.15,32.258,-5.22,32.422,-5.20,32.238,-5.28,32.412,-5.30,32.223,-5.42,32.402,-5.35,32.208,-5.49,32.396,-5.44,32.193,-5.63,32.387,-5.63
2001M02,32.260,-4.89,32.422,-5.03,32.255,-5.01,32.417,-5.04,32.240,-5.09,32.407,-5.09,32.225,-5.15,32.397,-5.14,32.212,-5.26,32.387,-5.22,32.200,-5.45,32.372,-5.40
2001M03,32.724,-6.99,32.888,-7.09,32.715,-7.09,32.883,-7.11,32.695,-7.14,32.873,-7.17,32.685,-7.24,32.863,-7.24,32.672,-7.35,32.853,-7.32,32.660,-7.56,32.838,-7.49
2001M04,32.818,-6.89,32.958,-6.93,32.818,-7.03,32.959,-6.98,32.818,-7.17,32.959,-7.08,32.823,-7.35,32.959,-7.22,32.818,-7.53,32.959,-7.34,32.818,-7.87,32.965,-7.58
