期間,金融機構準備金-應提準備之存款合計(新台幣百萬元)_原始值,金融機構準備金-應提準備之存款合計(新台幣百萬元)_年增率(%),金融機構準備金-應提準備(新台幣百萬元)_原始值,金融機構準備金-應提準備(新台幣百萬元)_年增率(%),金融機構準備金-實際準備-合計(新台幣百萬元)_原始值,金融機構準備金-實際準備-合計(新台幣百萬元)_年增率(%),金融機構準備金-實際準備-存放央行(新台幣百萬元)_原始值,金融機構準備金-實際準備-存放央行(新台幣百萬元)_年增率(%),金融機構準備金-實際準備-存放其他行庫及跨行專戶(新台幣百萬元)_原始值,金融機構準備金-實際準備-存放其他行庫及跨行專戶(新台幣百萬元)_年增率(%),金融機構準備金-實際準備-庫存現金(新台幣百萬元)_原始值,金融機構準備金-實際準備-庫存現金(新台幣百萬元)_年增率(%),金融機構準備金-超額準備(新台幣百萬元)_原始值,金融機構準備金-超額準備(新台幣百萬元)_年增率(%),金融機構準備金-由央行融通(新台幣百萬元)_原始值,金融機構準備金-由央行融通(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-應提流動準備基礎(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-應提流動準備基礎(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-法定比率(%)_原始值,其他貨幣機構流動比率與流動準備-法定比率(%)_年增率(%),其他貨幣機構流動比率與流動準備-法定流動準備(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-法定流動準備(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-合計(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-合計(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-超額準備(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-超額準備(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-銀行互拆借差(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-銀行互拆借差(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-國庫券(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-國庫券(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-央行定期存單(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-央行定期存單(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-可轉讓定期存單淨額(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-可轉讓定期存單淨額(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-銀行承兌匯票(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-銀行承兌匯票(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-商業本票(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-商業本票(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-公債(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-公債(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-公司債(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-公司債(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-金融債券及其他(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-金融債券及其他(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-轉存指定行庫一年期以下存款(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-轉存指定行庫一年期以下存款(新台幣百萬元)_年增率(%)
2010M11,"25,880,334",5.56,"1,412,144",6.34,"1,428,185",4.90,"1,220,228",5.27,"38,091",7.25,"169,866",1.79,"16,041",-52.28,-,-,"24,828,305",6.25,7,0.00,"1,737,981",6.25,"8,212,089",8.86,"18,033",-49.56,"283,468",15.79,"150,797",9.78,"5,619,682",14.55,"7,202",-13.86,7,16.67,"89,036",23.67,"491,671",-13.69,"150,999",-10.46,"47,344",-29.74,"1,353,850",1.49
2010M12,"26,013,537",5.19,"1,423,266",5.87,"1,441,193",4.12,"1,236,368",4.69,"39,348",5.34,"165,479",-0.24,"17,927",-55.03,-,-,"25,004,051",6.05,7,0.00,"1,750,282",6.05,"8,198,950",7.79,"21,398",-47.78,"275,246",7.23,"177,919",25.72,"5,617,372",13.45,"9,718",39.29,23,35.29,"75,913",-1.92,"465,376",-16.71,"151,369",-9.00,"47,474",-28.08,"1,357,142",1.25
2011M01,"26,349,982",5.22,"1,487,848",9.24,"1,513,512",8.31,"1,211,913",3.59,"42,227",18.26,"259,372",35.24,"25,664",-27.46,-,-,"25,250,997",6.11,7,0.00,"1,767,573",6.11,"8,140,475",7.29,"22,965",-42.13,"267,871",22.51,"172,134",-0.23,"5,599,782",12.27,"14,015",116.18,12,-29.41,"77,723",26.15,"437,827",-18.41,"153,958",-1.55,"46,689",-26.38,"1,347,499",0.24
2011M02,"26,534,225",5.67,"1,501,881",10.26,"1,520,969",9.02,"1,246,594",18.31,"46,430",-24.15,"227,945",-18.66,"19,088",-42.09,-,-,"25,293,140",6.07,7,0.00,"1,770,520",6.07,"8,034,885",7.15,"23,488",-34.24,"229,034",-7.48,"175,065",0.77,"5,508,003",12.36,273,-94.78,2,-87.50,"95,470",38.69,"447,420",-12.19,"157,973",1.28,"45,899",-23.21,"1,352,258",0.90
2011M03,"26,546,718",5.55,"1,496,695",9.98,"1,509,817",9.09,"1,286,611",10.49,"39,100",11.77,"184,106",-0.22,"13,122",-43.14,-,-,"25,328,962",6.03,7,0.00,"1,773,027",6.03,"8,177,101",6.53,"13,252",-47.73,"239,355",9.02,"162,372",-4.85,"5,626,099",9.67,274,-92.51,1,-83.33,"95,976",45.74,"466,283",-6.52,"164,990",5.24,"46,342",-2.65,"1,362,157",0.30
2011M04,"26,610,368",5.28,"1,504,258",9.88,"1,515,231",8.10,"1,291,978",8.39,"39,328",10.03,"183,925",5.73,"10,973",-66.40,-,-,"25,389,876",5.55,7,0.00,"1,777,292",5.55,"8,196,285",4.01,"14,038",-57.83,"228,525",-0.93,"147,817",-2.24,"5,702,652",6.70,266,-97.06,2,-33.33,"81,058",32.45,"456,142",-7.15,"161,100",4.49,"45,950",1.17,"1,358,735",-0.07
2011M05,"26,707,925",5.24,"1,503,709",8.94,"1,513,802",7.83,"1,295,248",8.25,"38,668",8.57,"179,886",4.76,"10,093",-57.12,-,-,"25,492,199",4.99,7,0.00,"1,784,455",4.99,"8,293,383",4.34,"11,058",-57.84,"188,317",-34.42,"141,845",0.57,"5,831,422",8.24,262,-97.29,2,-33.33,"91,357",62.30,"458,893",-5.58,"162,237",8.82,"46,113",3.45,"1,361,877",0.06
2011M06,"26,648,857",5.04,"1,500,511",8.65,"1,514,425",7.56,"1,293,897",7.64,"39,274",8.67,"181,254",6.74,"13,914",-48.22,-,-,"25,369,946",4.48,7,0.00,"1,775,896",4.48,"8,110,164",4.08,"14,740",-52.01,"143,251",-42.42,"110,142",-4.18,"5,657,407",6.64,"1,343",-84.53,3,50.00,"100,960",73.69,"493,623",3.94,"155,725",6.51,"44,662",-1.82,"1,388,308",2.13
2011M07,"26,791,744",4.80,"1,513,936",8.68,"1,526,226",7.60,"1,305,605",7.63,"39,552",7.91,"181,069",7.33,"12,290",-51.68,-,-,"25,538,641",4.29,7,0.00,"1,787,709",4.29,"8,224,512",3.40,"15,085",-47.16,"166,033",-41.54,"104,705",-2.34,"5,734,528",5.34,"2,899",-64.57,2,100.00,"109,855",53.44,"490,352",8.21,"162,756",10.46,"42,473",-11.07,"1,395,824",2.47
2011M08,"26,955,227",4.81,"1,555,322",10.79,"1,565,255",9.19,"1,342,841",9.42,"40,301",8.38,"182,113",7.71,"9,933",-66.53,-,-,"25,747,026",4.42,7,0.00,"1,802,293",4.42,"8,146,312",1.38,"11,702",-64.03,"165,810",-49.28,"74,682",-35.50,"5,688,532",4.71,"3,739",-49.41,2,100.00,"101,042",-9.11,"489,375",10.50,"170,480",13.24,"40,764",-15.01,"1,400,184",2.40
2011M09,"26,980,320",4.79,"1,544,136",9.72,"1,557,565",8.79,"1,334,095",9.07,"40,674",4.11,"182,796",7.84,"13,429",-45.07,-,-,"25,784,715",4.59,7,0.00,"1,804,924",4.59,"7,964,549",-0.82,"15,129",-42.05,"146,841",-43.10,"88,211",-28.32,"5,504,617",0.48,"3,237",-62.39,6,500.00,"111,402",-17.78,"482,895",10.20,"172,543",14.48,"40,706",-15.52,"1,398,962",2.59
2011M10,"26,962,949",4.68,"1,530,427",8.86,"1,542,355",8.05,"1,318,775",8.06,"41,206",8.70,"182,374",7.81,"11,928",-44.75,-,-,"25,783,235",4.54,10,42.86,"2,578,326",49.34,"7,946,454",-1.10,"13,880",-46.43,"190,596",-20.66,"82,979",-34.55,"5,407,850",-2.65,"6,886",10.65,8,166.67,"128,022",64.94,"507,077",11.77,"178,409",21.33,"39,488",-17.02,"1,391,259",2.68
2011M11,"27,004,434",4.34,"1,517,457",7.46,"1,529,904",7.12,"1,311,391",7.47,"40,760",7.01,"177,753",4.64,"12,447",-22.41,-,-,"25,847,994",4.11,10,42.86,"2,584,807",48.72,"8,134,771",-0.94,"12,526",-30.54,"199,637",-29.57,"96,215",-36.20,"5,537,467",-1.46,"6,519",-9.48,-,-,"134,526",51.09,"538,558",9.54,"180,119",19.28,"37,906",-19.93,"1,391,298",2.77
2011M12,"27,130,689",4.29,"1,523,253",7.03,"1,538,609",6.76,"1,321,311",6.87,"41,511",5.50,"175,787",6.23,"15,356",-14.34,-,-,"25,995,323",3.96,10,42.86,"2,599,538",48.52,"8,115,099",-1.02,"14,034",-34.41,"201,005",-26.97,"106,979",-39.87,"5,503,651",-2.02,"6,708",-30.97,-,-,"114,771",51.19,"554,376",19.12,"187,360",23.78,"37,481",-21.05,"1,388,734",2.33
2012M01,"27,457,722",4.20,"1,528,180",2.71,"1,553,951",2.67,"1,173,156",-3.20,"66,795",58.18,"314,000",21.06,"25,771",0.42,-,-,"26,174,605",3.66,10,42.86,"2,617,464",48.08,"8,002,486",-1.70,"23,161",0.85,"179,267",-33.08,"108,772",-36.81,"5,352,561",-4.41,"1,025",-92.69,-,-,"138,187",77.79,"578,008",32.02,"202,029",31.22,"35,234",-24.53,"1,384,242",2.73
2012M02,"27,713,068",4.44,"1,540,431",2.57,"1,556,334",2.33,"1,300,445",4.32,"40,754",-12.22,"215,135",-5.62,"15,903",-16.69,-,-,"26,346,054",4.16,10,42.86,"2,634,604",48.80,"8,285,616",3.12,"21,198",-9.75,"207,881",-9.24,"107,181",-38.78,"5,540,937",0.60,"1,016",272.16,-,-,"179,409",87.92,"586,694",31.13,"202,723",28.33,"38,082",-17.03,"1,400,495",3.57
2012M03,"27,765,978",4.59,"1,540,185",2.91,"1,549,698",2.64,"1,317,450",2.40,"41,609",6.42,"190,639",3.55,"9,513",-27.50,-,-,"26,448,466",4.42,10,42.86,"2,644,849",49.17,"8,366,044",2.31,"5,490",-58.57,"223,242",-6.73,"107,753",-33.64,"5,632,513",0.11,530,93.43,-,-,"160,351",67.07,"582,234",24.87,"210,419",27.53,"38,062",-17.87,"1,405,450",3.18
2012M04,"27,839,976",4.62,"1,544,459",2.67,"1,556,259",2.71,"1,325,911",2.63,"42,036",6.89,"188,312",2.39,"11,800",7.54,-,-,"26,497,936",4.36,10,42.86,"2,649,793",49.09,"8,328,400",1.61,"12,421",-11.52,"201,573",-11.79,"108,800",-26.40,"5,594,177",-1.90,256,-3.76,11,450.00,"162,934",101.01,"586,572",28.59,"216,923",34.65,"37,339",-18.74,"1,407,394",3.58
2012M05,"27,835,138",4.22,"1,540,736",2.46,"1,553,439",2.62,"1,326,678",2.43,"42,202",9.14,"184,559",2.60,"12,703",25.86,-,-,"26,488,288",3.91,10,42.86,"2,648,832",48.44,"8,382,389",1.07,"16,134",45.90,"202,062",7.30,"103,976",-26.70,"5,616,603",-3.68,254,-3.05,-,-,"186,913",104.60,"597,127",30.12,"219,322",35.19,"33,930",-26.42,"1,406,068",3.24
2012M06,"27,705,634",3.97,"1,533,888",2.22,"1,546,621",2.13,"1,316,564",1.75,"46,782",19.12,"183,275",1.12,"12,733",-8.49,-,-,"26,345,489",3.85,10,42.86,"2,634,551",48.35,"8,242,901",1.64,"13,920",-5.56,"186,837",30.43,"90,478",-17.85,"5,424,952",-4.11,391,-70.89,-,-,"207,816",105.84,"637,920",29.23,"238,099",52.90,"34,423",-22.93,"1,408,065",1.42
2012M07,"27,802,740",3.77,"1,544,853",2.04,"1,559,089",2.15,"1,327,866",1.71,"47,053",18.96,"184,170",1.71,"14,236",15.83,-,-,"26,448,414",3.56,10,42.86,"2,644,849",47.95,"8,259,569",0.43,"11,997",-20.47,"206,245",24.22,"88,110",-15.85,"5,391,744",-5.98,675,-76.72,-,-,"203,797",85.51,"660,525",34.70,"249,128",53.07,"32,784",-22.81,"1,414,564",1.34
2012M08,"28,023,366",3.96,"1,558,814",0.22,"1,576,423",0.71,"1,343,238",0.03,"47,817",18.65,"185,368",1.79,"17,609",77.28,-,-,"26,607,477",3.34,10,42.86,"2,660,746",47.63,"8,364,631",2.68,"16,263",38.98,"198,537",19.74,"107,305",43.68,"5,398,208",-5.10,"1,558",-58.33,-,-,"233,541",131.13,"695,036",42.03,"264,276",55.02,"32,940",-19.19,"1,416,967",1.20
2012M09,"28,093,881",4.13,"1,562,309",1.18,"1,581,187",1.52,"1,350,982",1.27,"46,147",13.46,"184,058",0.69,"18,878",40.58,-,-,"26,663,359",3.41,10,42.86,"2,666,341",47.73,"8,490,025",6.60,"19,151",26.58,"227,906",55.21,"108,093",22.54,"5,388,417",-2.11,"1,911",-40.96,-,-,"307,949",176.43,"707,852",46.59,"275,945",59.93,"32,752",-19.54,"1,420,049",1.51
2012M10,"28,005,553",3.87,"1,550,464",1.31,"1,571,496",1.89,"1,341,015",1.69,"45,052",9.33,"185,429",1.68,"21,032",76.32,-,-,"26,558,361",3.01,10,0.00,"2,655,845",3.01,"8,510,904",7.10,"24,438",76.07,"220,898",15.90,"102,593",23.64,"5,391,265",-0.31,907,-86.83,-,-,"303,343",136.95,"736,918",45.33,"281,443",57.75,"30,799",-22.00,"1,418,300",1.94
2012M11,"28,056,263",3.90,"1,557,524",2.64,"1,579,165",3.22,"1,350,809",3.01,"45,655",12.01,"182,701",2.78,"21,641",73.87,-,-,"26,567,296",2.78,10,0.00,"2,656,731",2.78,"8,587,363",5.56,"12,090",-3.48,"252,410",26.43,"111,864",16.26,"5,359,862",-3.21,"1,011",-84.49,-,-,"359,464",167.21,"760,008",41.12,"286,858",59.26,"28,181",-25.66,"1,415,615",1.75
2012M12,"28,281,320",4.24,"1,573,108",3.27,"1,596,644",3.77,"1,364,122",3.24,"51,201",23.34,"181,321",3.15,"23,536",53.27,-,-,"26,741,396",2.87,10,0.00,"2,674,146",2.87,"8,689,736",7.08,"28,728",104.70,"225,484",12.18,"169,600",58.54,"5,315,604",-3.42,"1,397",-79.17,-,-,"418,147",264.33,"786,321",41.84,"297,509",58.79,"27,709",-26.07,"1,419,237",2.20
2013M01,"28,467,816",3.68,"1,582,869",3.58,"1,612,356",3.76,"1,319,721",12.49,"44,918",-32.75,"247,717",-21.11,"29,487",14.42,-,-,"26,920,638",2.85,10,0.00,"2,692,068",2.85,"8,716,869",8.93,"30,148",30.17,"226,305",26.24,"192,341",76.83,"5,293,343",-1.11,"2,438",137.85,-,-,"440,358",218.67,"788,533",36.42,"299,109",48.05,"26,490",-24.82,"1,417,804",2.42
2013M02,"28,548,061",3.01,"1,576,496",2.34,"1,613,357",3.66,"1,240,116",-4.64,"80,082",96.50,"293,159",36.27,"36,861",131.79,-,-,"26,908,708",2.14,10,0.00,"2,690,875",2.14,"8,607,611",3.89,"32,933",55.36,"207,761",-0.06,"223,988",108.98,"5,113,598",-7.71,"3,330",227.76,-,-,"460,562",156.71,"812,808",38.54,"310,398",53.11,"28,176",-26.01,"1,414,057",0.97
2013M03,"28,661,465",3.23,"1,587,685",3.08,"1,617,303",4.36,"1,365,288",3.63,"48,866",17.44,"203,149",6.56,"29,618",211.34,-,-,"26,999,994",2.09,10,0.00,"2,700,000",2.09,"8,686,884",3.84,"30,016",446.74,"215,719",-3.37,"229,328",112.83,"5,173,076",-8.16,"2,782",424.91,-,-,"496,136",209.41,"781,750",34.27,"309,453",47.07,"22,749",-40.23,"1,425,875",1.45
2013M04,"28,773,001",3.35,"1,593,608",3.18,"1,637,069",5.19,"1,389,598",4.80,"52,785",25.57,"194,686",3.38,"43,461",268.31,-,-,"27,100,244",2.27,10,0.00,"2,710,027",2.27,"8,827,413",5.99,"40,578",226.69,"219,983",9.13,"248,260",128.18,"5,248,708",-6.18,"4,716","1,742.19",-,-,"506,157",210.65,"804,668",37.18,"308,930",42.41,"22,248",-40.42,"1,423,165",1.12
2013M05,"28,859,592",3.68,"1,600,497",3.88,"1,632,245",5.07,"1,391,849",4.91,"50,960",20.75,"189,436",2.64,"31,748",149.93,-,-,"27,143,079",2.47,10,0.00,"2,714,311",2.47,"8,895,044",6.12,"33,030",104.72,"208,680",3.28,"232,379",123.49,"5,304,523",-5.56,"2,726",973.23,-,-,"514,918",175.49,"834,015",39.67,"318,943",45.42,"21,679",-36.11,"1,424,151",1.29
2013M06,"28,869,431",4.20,"1,599,236",4.26,"1,632,077",5.53,"1,389,587",5.55,"52,030",11.22,"190,460",3.92,"32,841",157.92,-,-,"27,223,818",3.33,10,0.00,"2,722,388",3.33,"8,880,232",7.73,"38,175",174.25,"249,568",33.58,"194,500",114.97,"5,244,810",-3.32,"4,361","1,015.35",24,-,"538,377",159.06,"837,107",31.22,"326,720",37.22,"22,262",-35.33,"1,424,328",1.15
2013M07,"29,134,488",4.79,"1,622,581",5.03,"1,654,901",6.15,"1,411,194",6.28,"53,802",14.34,"189,905",3.11,"32,320",127.03,-,-,"27,413,013",3.65,10,0.00,"2,741,311",3.65,"8,949,464",8.35,"22,412",86.81,"258,601",25.39,"183,004",107.70,"5,343,589",-0.89,"6,423",851.56,22,-,"515,130",152.77,"853,600",29.23,"320,096",28.49,"21,098",-35.65,"1,425,489",0.77
2013M08,"29,259,452",4.41,"1,638,271",5.10,"1,668,885",5.87,"1,424,015",6.01,"56,363",17.87,"188,507",1.69,"30,614",73.85,-,-,"27,535,349",3.49,10,0.00,"2,753,537",3.49,"9,021,473",7.85,"38,405",136.15,"245,976",23.89,"198,859",85.32,"5,385,878",-0.23,"5,383",245.51,33,-,"525,241",124.90,"842,089",21.16,"331,221",25.33,"20,344",-38.24,"1,428,044",0.78
2013M09,"29,309,233",4.33,"1,641,835",5.09,"1,674,199",5.88,"1,421,576",5.23,"58,338",26.42,"194,285",5.56,"32,364",71.44,-,-,"27,616,281",3.57,10,0.00,"2,761,633",3.57,"9,087,487",7.04,"39,291",105.16,"289,513",27.03,"219,557",103.12,"5,352,370",-0.67,"5,539",189.85,59,-,"574,454",86.54,"836,249",18.14,"323,026",17.06,"20,096",-38.64,"1,427,333",0.51
