期間,總計-總機構_原始值,總計-總機構_年增率(%),總計-分機構_原始值,總計-分機構_年增率(%),全體貨幣機構-中央銀行_原始值,全體貨幣機構-中央銀行_年增率(%),全體貨幣機構-其他貨幣機構-本國銀行-總行_原始值,全體貨幣機構-其他貨幣機構-本國銀行-總行_年增率(%),全體貨幣機構-其他貨幣機構-本國銀行-分行_原始值,全體貨幣機構-其他貨幣機構-本國銀行-分行_年增率(%),全體貨幣機構-其他貨幣機構-外國銀行在台分行-總行_原始值,全體貨幣機構-其他貨幣機構-外國銀行在台分行-總行_年增率(%),全體貨幣機構-其他貨幣機構-外國銀行在台分行-分行_原始值,全體貨幣機構-其他貨幣機構-外國銀行在台分行-分行_年增率(%),全體貨幣機構-其他貨幣機構-信用合作社-總社_原始值,全體貨幣機構-其他貨幣機構-信用合作社-總社_年增率(%),全體貨幣機構-其他貨幣機構-信用合作社-分社_原始值,全體貨幣機構-其他貨幣機構-信用合作社-分社_年增率(%),全體貨幣機構-其他貨幣機構-農會信用部-本部_原始值,全體貨幣機構-其他貨幣機構-農會信用部-本部_年增率(%),全體貨幣機構-其他貨幣機構-農會信用部-分部_原始值,全體貨幣機構-其他貨幣機構-農會信用部-分部_年增率(%),全體貨幣機構-其他貨幣機構-漁會信用部-本部_原始值,全體貨幣機構-其他貨幣機構-漁會信用部-本部_年增率(%),全體貨幣機構-其他貨幣機構-漁會信用部-分部_原始值,全體貨幣機構-其他貨幣機構-漁會信用部-分部_年增率(%),其他金融機構-中華郵政公司-總公司_原始值,其他金融機構-中華郵政公司-總公司_年增率(%),其他金融機構-中華郵政公司-支局_原始值,其他金融機構-中華郵政公司-支局_年增率(%),信託投資公司-總公司_原始值,信託投資公司-總公司_年增率(%),信託投資公司-分公司_原始值,信託投資公司-分公司_年增率(%),人壽保險公司-總公司_原始值,人壽保險公司-總公司_年增率(%),人壽保險公司-分公司_原始值,人壽保險公司-分公司_年增率(%)
1998M06,502,-1.38,"5,302",4.29,1,0.00,47,9.30,"2,325",14.42,45,2.27,72,7.46,56,-21.13,454,-21.32,287,0.70,951,1.71,27,0.00,48,0.00,1,0.00,"1,283",0.71,5,0.00,62,8.77,33,3.13,107,13.83
1998M07,501,-1.57,"5,319",4.11,1,0.00,47,9.30,"2,344",14.57,46,4.55,74,10.45,54,-23.94,446,-22.97,287,0.70,953,1.49,27,0.00,48,0.00,1,0.00,"1,283",0.55,5,0.00,63,5.00,33,3.13,108,14.89
1998M08,501,-1.96,"5,325",4.06,1,0.00,47,9.30,"2,346",14.49,46,4.55,74,10.45,54,-23.94,446,-23.37,287,0.00,956,1.70,27,0.00,48,0.00,1,0.00,"1,283",0.55,5,0.00,64,4.92,33,3.13,108,14.89
1998M09,501,-1.57,"5,327",3.72,1,0.00,47,2.17,"2,346",10.87,46,4.55,74,10.45,54,-18.18,446,-16.01,287,0.00,957,1.70,27,0.00,48,0.00,1,0.00,"1,284",0.63,5,0.00,64,4.92,33,3.13,108,12.50
1998M10,501,-1.57,"5,340",3.71,1,0.00,47,2.17,"2,359",10.44,46,2.22,72,4.35,54,-16.92,446,-14.23,287,0.00,957,1.70,27,0.00,49,2.08,1,0.00,"1,285",0.78,5,0.00,64,4.92,33,3.13,108,9.09
1998M11,501,-1.57,"5,348",3.58,1,0.00,48,4.35,"2,385",11.29,46,2.22,72,4.35,54,-16.92,446,-14.40,287,0.00,957,1.48,27,0.00,49,2.08,1,0.00,"1,288",1.02,4,-20.00,43,-29.51,33,3.13,108,4.85
1998M12,501,-1.57,"5,368",3.61,1,0.00,48,2.13,"2,404",10.48,46,2.22,72,4.35,54,-15.63,446,-11.68,287,0.00,958,1.59,27,0.00,49,2.08,1,0.00,"1,288",0.94,4,-20.00,43,-29.51,33,3.13,108,4.85
1999M01,501,-0.79,"5,383",3.42,1,0.00,51,8.51,"2,453",10.20,46,2.22,72,2.86,52,-13.33,419,-12.16,287,0.00,958,1.48,27,0.00,49,2.08,1,0.00,"1,288",0.94,3,-40.00,36,-40.98,33,3.13,108,4.85
1999M02,501,-0.79,"5,403",3.47,1,0.00,51,8.51,"2,470",10.47,46,2.22,72,1.41,52,-13.33,420,-12.13,287,0.00,959,1.37,27,0.00,49,2.08,1,0.00,"1,289",0.78,3,-40.00,36,-40.98,33,3.13,108,4.85
1999M03,501,-0.79,"5,416",3.38,1,0.00,51,8.51,"2,477",9.99,46,2.22,72,1.41,52,-13.33,421,-11.92,287,0.00,960,1.37,27,0.00,49,2.08,1,0.00,"1,289",0.78,3,-40.00,36,-40.98,33,3.13,112,8.74
1999M04,500,-0.79,"5,438",3.58,1,0.00,51,8.51,"2,500",10.08,45,0.00,72,0.00,51,-13.56,412,-12.15,287,0.00,964,1.80,27,0.00,49,2.08,1,0.00,"1,290",0.86,3,-40.00,36,-40.98,34,6.25,115,11.65
1999M05,498,-0.80,"5,443",3.32,1,0.00,51,8.51,"2,506",9.15,43,-4.44,70,-2.78,51,-10.53,412,-9.85,287,0.00,964,1.58,27,0.00,49,2.08,1,0.00,"1,291",0.70,3,-40.00,36,-40.98,34,6.25,115,11.65
1999M06,498,-0.80,"5,467",3.11,1,0.00,51,8.51,"2,522",8.47,43,-4.44,71,-1.39,51,-8.93,413,-9.03,287,0.00,968,1.79,27,0.00,49,2.08,1,0.00,"1,292",0.70,3,-40.00,36,-41.94,34,3.03,116,8.41
1999M07,497,-0.80,"5,509",3.57,1,0.00,51,8.51,"2,557",9.09,43,-6.52,73,-1.35,51,-5.56,417,-6.50,287,0.00,968,1.57,27,0.00,49,2.08,1,0.00,"1,293",0.78,3,-40.00,36,-42.86,33,0.00,116,7.41
1999M08,497,-0.80,"5,513",3.53,1,0.00,51,8.51,"2,558",9.04,43,-6.52,73,-1.35,51,-5.56,417,-6.50,287,0.00,968,1.26,27,0.00,49,2.08,1,0.00,"1,296",1.01,3,-40.00,36,-43.75,33,0.00,116,7.41
1999M09,497,-0.80,"5,518",3.59,1,0.00,52,10.64,"2,565",9.34,43,-6.52,73,-1.35,50,-7.41,413,-7.40,287,0.00,969,1.25,27,0.00,49,2.08,1,0.00,"1,297",1.01,3,-40.00,36,-43.75,33,0.00,116,7.41
1999M10,496,-1.00,"5,520",3.37,1,0.00,52,10.64,"2,567",8.82,42,-8.70,72,0.00,50,-7.41,415,-6.95,287,0.00,969,1.25,27,0.00,49,0.00,1,0.00,"1,296",0.86,3,-40.00,36,-43.75,33,0.00,116,7.41
1999M11,496,-1.00,"5,529",3.38,1,0.00,52,8.33,"2,574",7.92,42,-8.70,72,0.00,50,-7.41,416,-6.73,287,0.00,970,1.36,27,0.00,49,0.00,1,0.00,"1,296",0.62,3,-25.00,36,-16.28,33,0.00,116,7.41
1999M12,495,-1.20,"5,531",3.04,1,0.00,52,8.33,"2,576",7.15,41,-10.87,71,-1.39,50,-7.41,416,-6.73,287,0.00,971,1.36,27,0.00,49,0.00,1,0.00,"1,296",0.62,3,-25.00,36,-16.28,33,0.00,116,7.41
2000M01,495,-1.20,"5,536",2.84,1,0.00,52,1.96,"2,581",5.22,41,-10.87,71,-1.39,50,-3.85,416,-0.72,287,0.00,971,1.36,27,0.00,49,0.00,1,0.00,"1,296",0.62,3,0.00,36,0.00,33,0.00,116,7.41
2000M02,495,-1.20,"5,541",2.55,1,0.00,52,1.96,"2,585",4.66,41,-10.87,71,-1.39,50,-3.85,417,-0.71,287,0.00,971,1.25,27,0.00,49,0.00,1,0.00,"1,296",0.54,3,0.00,36,0.00,33,0.00,116,7.41
2000M03,495,-1.20,"5,562",2.70,1,0.00,52,1.96,"2,607",5.25,41,-10.87,71,-1.39,50,-3.85,417,-0.95,287,0.00,970,1.04,27,0.00,49,0.00,1,0.00,"1,296",0.54,3,0.00,36,0.00,33,0.00,116,3.57
2000M04,494,-1.20,"5,573",2.48,1,0.00,52,1.96,"2,621",4.84,40,-11.11,70,-2.78,50,-1.96,415,0.73,287,0.00,970,0.62,27,0.00,49,0.00,1,0.00,"1,296",0.47,3,0.00,36,0.00,33,-2.94,116,0.87
2000M05,493,-1.00,"5,583",2.57,1,0.00,52,1.96,"2,629",4.91,39,-9.30,69,-1.43,50,-1.96,415,0.73,287,0.00,970,0.62,27,0.00,49,0.00,1,0.00,"1,299",0.62,3,0.00,36,0.00,33,-2.94,116,0.87
2000M06,493,-1.00,"5,593",2.30,1,0.00,52,1.96,"2,640",4.68,39,-9.30,69,-2.82,50,-1.96,415,0.48,287,0.00,969,0.10,27,0.00,49,0.00,1,0.00,"1,299",0.54,3,0.00,36,0.00,33,-2.94,116,0.00
2000M07,492,-1.01,"5,614",1.91,1,0.00,53,3.92,"2,681",4.85,39,-9.30,69,-5.48,48,-5.88,395,-5.28,287,0.00,967,-0.10,27,0.00,49,0.00,1,0.00,"1,301",0.62,3,0.00,36,0.00,33,0.00,116,0.00
2000M08,492,-1.01,"5,622",1.98,1,0.00,53,3.92,"2,689",5.12,39,-9.30,70,-4.11,48,-5.88,394,-5.52,287,0.00,967,-0.10,27,0.00,49,0.00,1,0.00,"1,301",0.39,3,0.00,36,0.00,33,0.00,116,0.00
2000M09,491,-1.21,"5,627",1.98,1,0.00,53,1.92,"2,690",4.87,39,-9.30,70,-4.11,48,-4.00,394,-4.60,287,0.00,968,-0.10,27,0.00,49,0.00,1,0.00,"1,304",0.54,3,0.00,36,0.00,32,-3.03,116,0.00
2000M10,491,-1.01,"5,630",1.99,1,0.00,53,1.92,"2,691",4.83,39,-7.14,70,-2.78,48,-4.00,394,-5.06,287,0.00,969,0.00,27,0.00,49,0.00,1,0.00,"1,305",0.69,3,0.00,36,0.00,32,-3.03,116,0.00
2000M11,491,-1.01,"5,632",1.86,1,0.00,53,1.92,"2,692",4.58,39,-7.14,70,-2.78,48,-4.00,394,-5.29,287,0.00,971,0.10,27,0.00,49,0.00,1,0.00,"1,304",0.62,3,0.00,36,0.00,32,-3.03,116,0.00
2000M12,491,-0.81,"5,636",1.90,1,0.00,53,1.92,"2,693",4.54,39,-4.88,70,-1.41,48,-4.00,394,-5.29,287,0.00,973,0.21,27,0.00,49,0.00,1,0.00,"1,305",0.69,3,0.00,36,0.00,32,-3.03,116,0.00
2001M01,490,-1.01,"5,639",1.86,1,0.00,53,1.92,"2,693",4.34,39,-4.88,70,-1.41,48,-4.00,396,-4.81,287,0.00,973,0.21,27,0.00,49,0.00,1,0.00,"1,306",0.77,3,0.00,36,0.00,31,-6.06,116,0.00
2001M02,490,-1.01,"5,646",1.89,1,0.00,53,1.92,"2,697",4.33,39,-4.88,70,-1.41,48,-4.00,396,-5.04,287,0.00,974,0.31,27,0.00,49,0.00,1,0.00,"1,307",0.85,3,0.00,36,0.00,31,-6.06,117,0.86
2001M03,490,-1.01,"5,655",1.67,1,0.00,53,1.92,"2,706",3.80,39,-4.88,70,-1.41,48,-4.00,396,-5.04,287,0.00,974,0.41,27,0.00,49,0.00,1,0.00,"1,307",0.85,3,0.00,36,0.00,31,-6.06,117,0.86
2001M04,489,-1.01,"5,667",1.69,1,0.00,53,1.92,"2,717",3.66,38,-5.00,69,-1.43,48,-4.00,396,-4.58,287,0.00,974,0.41,27,0.00,49,0.00,1,0.00,"1,309",1.00,3,0.00,36,0.00,31,-6.06,117,0.86
