期間,營造工程總指數_原始值,營造工程總指數_年增率(%),一.材料類_原始值,一.材料類_年增率(%),(一)水泥及其製品類_原始值,(一)水泥及其製品類_年增率(%),(二)砂石及級配類_原始值,(二)砂石及級配類_年增率(%),(三)磚瓦瓷類_原始值,(三)磚瓦瓷類_年增率(%),(四)金屬製品類_原始值,(四)金屬製品類_年增率(%),(五)木材及其製品類_原始值,(五)木材及其製品類_年增率(%),(六)塑膠製品類_原始值,(六)塑膠製品類_年增率(%),(七)油漆塗裝類_原始值,(七)油漆塗裝類_年增率(%),(八)機電設備類_原始值,(八)機電設備類_年增率(%),(九)瀝青及其製品類_原始值,(九)瀝青及其製品類_年增率(%),(十)雜項類_原始值,(十)雜項類_年增率(%),二.勞務類_原始值,二.勞務類_年增率(%),(一)工資類_原始值,(一)工資類_年增率(%),(二)機具設備租金類_原始值,(二)機具設備租金類_年增率(%),建築工程總指數_原始值,建築工程總指數_年增率(%),一.材料類_原始值,一.材料類_年增率(%),二.勞務類_原始值,二.勞務類_年增率(%),按構造別分－鋼筋混凝土工程總指數_原始值,按構造別分－鋼筋混凝土工程總指數_年增率(%),按構造別分－鋼骨鋼筋混凝土工程總指數_原始值,按構造別分－鋼骨鋼筋混凝土工程總指數_年增率(%),按構造別分－鋼骨構造工程總指數_原始值,按構造別分－鋼骨構造工程總指數_年增率(%),土木工程總指數_原始值,土木工程總指數_年增率(%),一.材料類_原始值,一.材料類_年增率(%),二.勞務類_原始值,二.勞務類_年增率(%),按工程別分－公路工程總指數_原始值,按工程別分－公路工程總指數_年增率(%),按工程別分－橋梁工程總指數_原始值,按工程別分－橋梁工程總指數_年增率(%),按工程別分－下水道工程總指數_原始值,按工程別分－下水道工程總指數_年增率(%),按工程別分－自來水工程總指數_原始值,按工程別分－自來水工程總指數_年增率(%),按工程別分－治水工程總指數_原始值,按工程別分－治水工程總指數_年增率(%),按工程別分－隧道工程總指數_原始值,按工程別分－隧道工程總指數_年增率(%),按工程別分－港灣工程總指數_原始值,按工程別分－港灣工程總指數_年增率(%)
1997M10,62.73,2.02,51.42,3.69,71.86,-0.73,48.08,15.88,71.66,-1.71,44.52,5.07,55.47,0.56,60.30,2.76,61.02,-0.11,60.82,-0.93,27.26,1.23,67.77,2.37,93.22,-0.49,100.04,-0.55,80.60,-0.33,66.76,0.50,55.71,1.40,96.09,-0.63,-,-,-,-,-,-,59.43,3.09,48.05,5.05,90.72,-0.36,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1997M11,63.05,2.82,51.82,4.96,72.90,2.50,48.45,16.94,71.62,-1.77,45.06,5.65,55.38,-0.09,59.97,2.34,61.02,-0.11,60.68,-1.22,27.26,1.45,67.86,2.49,93.22,-0.49,100.04,-0.57,80.60,-0.25,67.03,1.07,56.09,2.37,96.09,-0.64,-,-,-,-,-,-,59.76,4.02,48.48,6.57,90.72,-0.36,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1997M12,63.43,3.17,52.34,5.52,73.82,3.67,48.85,17.91,72.32,-0.44,45.82,5.21,55.47,-0.16,60.57,3.57,61.09,0.08,60.99,-0.97,27.26,1.45,68.24,3.00,93.22,-0.42,100.04,-0.47,80.59,-0.26,67.43,1.37,56.68,2.81,96.09,-0.50,-,-,-,-,-,-,60.13,4.43,48.93,7.16,90.71,-0.34,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1998M01,63.93,3.92,52.99,6.73,74.94,5.88,49.76,18.93,72.32,-0.33,46.46,6.00,56.01,0.79,60.73,3.78,61.33,0.51,61.56,0.56,27.56,2.76,68.03,0.38,93.29,-0.34,100.10,-0.41,80.69,-0.14,67.89,2.12,57.30,4.01,96.15,-0.43,-,-,-,-,-,-,60.66,5.22,49.60,8.42,90.79,-0.25,56.15,-,65.31,-,-,-,-,-,-,-,-,-,-,-
1998M02,64.28,3.63,53.43,6.03,75.83,6.41,50.90,14.25,72.70,0.30,46.70,6.40,55.56,-0.02,60.78,3.35,62.77,2.87,61.60,0.57,27.71,2.74,68.54,1.15,93.41,-0.07,100.10,-0.22,81.07,0.33,68.15,2.34,57.66,4.21,96.22,-0.13,-,-,-,-,-,-,61.08,4.59,50.11,7.30,90.96,-0.01,56.60,-,65.63,-,-,-,-,-,-,-,-,-,-,-
1998M03,64.29,3.14,53.45,5.36,75.91,6.57,51.49,12.62,77.74,7.29,46.26,4.64,54.60,-1.80,61.21,2.84,63.09,3.39,61.77,0.75,27.74,2.36,68.97,1.83,93.45,-0.18,100.11,-0.12,81.18,-0.55,68.21,2.22,57.74,4.00,96.25,-0.16,-,-,-,-,-,-,61.06,3.86,50.06,6.19,91.01,-0.20,56.59,-,65.52,-,-,-,-,-,-,-,-,-,-,-
1998M04,64.18,2.49,53.28,4.18,76.07,4.65,52.79,15.84,77.74,6.48,45.35,1.80,53.46,-4.04,61.07,1.04,63.12,3.44,61.81,0.75,28.39,4.76,68.79,0.89,93.53,-0.01,100.13,0.05,81.39,-0.29,67.94,1.37,57.33,2.39,96.27,0.00,-,-,-,-,-,-,61.09,3.42,50.07,5.41,91.14,0.02,56.81,-,65.38,-,-,-,-,-,-,-,-,-,-,-
1998M05,64.23,2.29,53.30,3.72,77.14,5.82,53.19,14.39,77.28,7.50,44.83,0.29,51.75,-7.09,60.80,0.36,61.99,1.59,61.89,0.98,29.10,7.18,68.60,0.63,93.61,0.12,100.22,0.16,81.48,-0.07,67.84,1.22,57.14,2.07,96.38,0.09,-,-,-,-,-,-,61.25,3.20,50.24,4.95,91.21,0.19,57.15,-,65.35,-,-,-,-,-,-,-,-,-,-,-
1998M06,64.37,2.55,53.50,4.00,77.61,6.33,54.77,17.33,77.28,7.59,44.57,-0.31,51.61,-7.33,60.74,0.26,62.00,1.61,62.05,1.80,29.26,7.34,68.48,0.60,93.61,0.36,100.22,0.16,81.48,0.98,67.83,1.30,57.12,2.07,96.38,0.25,-,-,-,-,-,-,61.52,3.66,50.60,5.53,91.21,0.48,57.57,-,65.35,-,-,-,-,-,-,-,-,-,-,-
1998M07,64.37,2.57,53.50,4.02,77.45,6.34,55.51,18.64,77.28,7.30,44.41,-0.43,51.50,-7.64,60.47,-0.15,63.13,3.46,62.25,1.72,29.39,7.81,68.39,0.53,93.61,0.39,100.22,0.17,81.48,0.99,67.80,1.27,57.08,2.00,96.38,0.28,-,-,-,-,-,-,61.55,3.72,50.64,5.61,91.21,0.51,57.61,-,65.32,-,-,-,-,-,-,-,-,-,-,-
1998M08,64.37,2.63,53.50,4.13,77.70,7.10,56.12,19.86,77.01,6.56,44.20,-1.05,50.63,-9.04,60.23,-0.56,63.09,3.39,62.22,1.78,29.50,8.22,68.27,0.77,93.61,0.41,100.18,0.13,81.54,1.15,67.69,1.15,56.95,1.84,96.36,0.26,-,-,-,-,-,-,61.63,3.95,50.73,5.93,91.21,0.53,57.72,-,65.29,-,-,-,-,-,-,-,-,-,-,-
1998M09,64.25,2.28,53.32,3.47,77.59,7.78,56.14,16.26,77.19,7.61,43.80,-1.55,50.16,-9.85,60.16,-0.38,63.23,3.62,62.22,1.63,29.72,9.02,68.24,0.66,93.61,0.42,100.22,0.18,81.51,1.12,67.57,1.05,56.74,1.61,96.38,0.29,-,-,-,-,-,-,61.50,3.36,50.57,5.03,91.22,0.55,57.65,-,65.13,-,-,-,-,-,-,-,-,-,-,-
1998M10,64.24,2.41,53.32,3.70,77.68,8.10,56.14,16.76,76.97,7.41,43.50,-2.29,51.86,-6.51,59.93,-0.61,63.37,3.85,62.22,2.30,29.72,9.02,68.25,0.71,93.61,0.42,100.21,0.17,81.51,1.13,67.60,1.26,56.79,1.94,96.36,0.28,-,-,-,-,-,-,61.46,3.42,50.53,5.16,91.22,0.55,57.65,-,65.06,-,-,-,-,-,-,-,-,-,-,-
1998M11,64.00,1.51,53.03,2.34,77.66,6.53,55.96,15.50,76.86,7.32,42.45,-5.79,54.15,-2.22,59.84,-0.22,63.37,3.85,62.26,2.60,29.72,9.02,68.40,0.80,93.52,0.32,100.14,0.10,81.33,0.91,67.47,0.66,56.65,1.00,96.29,0.21,-,-,-,-,-,-,61.14,2.31,50.12,3.38,91.10,0.42,57.49,-,64.58,-,-,-,-,-,-,-,-,-,-,-
1998M12,63.75,0.50,52.67,0.63,77.36,4.80,56.28,15.21,76.86,6.28,41.56,-9.30,54.51,-1.73,59.83,-1.22,63.37,3.73,62.14,1.89,29.72,9.02,68.28,0.06,93.50,0.30,100.11,0.07,81.32,0.91,67.25,-0.27,56.33,-0.62,96.28,0.20,-,-,-,-,-,-,60.85,1.20,49.76,1.70,91.07,0.40,57.34,-,64.28,-,-,-,-,-,-,-,-,-,-,-
1999M01,63.60,-0.52,52.50,-0.92,77.35,3.22,56.25,13.04,76.64,5.97,41.11,-11.52,54.82,-2.12,59.55,-1.94,63.03,2.77,62.05,0.80,29.72,7.84,68.17,0.21,93.44,0.16,100.06,-0.04,81.22,0.66,67.14,-1.10,56.21,-1.90,96.21,0.06,-,-,-,-,-,-,60.67,0.02,49.54,-0.12,91.01,0.24,57.24,1.94,63.93,-2.11,-,-,-,-,-,-,-,-,-,-
1999M02,63.61,-1.04,52.56,-1.63,77.56,2.28,57.24,12.46,76.60,5.36,40.86,-12.51,54.93,-1.13,59.44,-2.20,62.32,-0.72,62.16,0.91,29.71,7.22,67.93,-0.89,93.31,-0.11,99.85,-0.25,81.32,0.31,67.08,-1.57,56.20,-2.53,95.97,-0.26,-,-,-,-,-,-,60.76,-0.52,49.66,-0.90,91.01,0.05,57.45,1.50,63.88,-2.67,-,-,-,-,-,-,-,-,-,-
1999M03,63.69,-0.93,52.69,-1.42,77.14,1.62,57.88,12.41,76.79,-1.22,41.04,-11.28,56.30,3.11,59.47,-2.84,62.32,-1.22,62.09,0.52,29.80,7.43,67.90,-1.55,93.27,-0.19,99.84,-0.27,81.17,-0.01,67.14,-1.57,56.33,-2.44,95.94,-0.32,-,-,-,-,-,-,60.84,-0.36,49.78,-0.56,90.94,-0.08,57.49,1.59,63.91,-2.46,-,-,-,-,-,-,-,-,-,-
1999M04,63.86,-0.50,52.92,-0.68,77.00,1.22,58.63,11.06,76.73,-1.30,41.31,-8.91,57.79,8.10,59.66,-2.31,62.30,-1.30,62.09,0.45,29.85,5.14,67.69,-1.60,93.29,-0.26,99.84,-0.29,81.27,-0.15,67.32,-0.91,56.58,-1.31,95.96,-0.32,-,-,-,-,-,-,61.02,-0.11,50.01,-0.12,90.98,-0.18,57.66,1.50,64.04,-2.05,-,-,-,-,-,-,-,-,-,-
1999M05,63.89,-0.53,53.03,-0.51,76.97,-0.22,58.63,10.23,76.73,-0.71,41.47,-7.49,59.60,15.17,59.64,-1.91,62.23,0.39,62.04,0.24,29.24,0.48,67.71,-1.30,93.11,-0.53,99.55,-0.67,81.27,-0.26,67.38,-0.68,56.78,-0.63,95.66,-0.75,-,-,-,-,-,-,61.02,-0.38,50.04,-0.40,90.89,-0.35,57.58,0.75,64.14,-1.85,-,-,-,-,-,-,-,-,-,-
1999M06,63.86,-0.79,53.00,-0.93,76.96,-0.84,59.52,8.67,76.67,-0.79,41.34,-7.25,58.76,13.85,59.80,-1.55,62.19,0.31,62.03,-0.03,28.93,-1.13,67.51,-1.42,93.05,-0.60,99.50,-0.72,81.27,-0.26,67.24,-0.87,56.59,-0.93,95.62,-0.79,-,-,-,-,-,-,61.08,-0.72,50.14,-0.91,90.85,-0.39,57.62,0.09,64.22,-1.73,-,-,-,-,-,-,-,-,-,-
1999M07,63.92,-0.70,53.10,-0.75,77.34,-0.14,60.44,8.88,76.69,-0.76,41.08,-7.50,58.65,13.88,59.90,-0.94,62.19,-1.49,61.90,-0.56,29.09,-1.02,67.55,-1.23,92.99,-0.66,99.42,-0.80,81.27,-0.26,67.19,-0.90,56.58,-0.88,95.50,-0.91,-,-,-,-,-,-,61.20,-0.57,50.30,-0.67,90.85,-0.39,57.79,0.31,64.28,-1.59,-,-,-,-,-,-,-,-,-,-
1999M08,63.84,-0.82,52.97,-0.99,77.47,-0.30,60.70,8.16,74.87,-2.78,40.49,-8.39,58.96,16.45,59.70,-0.88,62.17,-1.46,61.92,-0.48,29.83,1.12,67.62,-0.95,93.05,-0.60,99.43,-0.75,81.42,-0.15,67.01,-1.00,56.31,-1.12,95.51,-0.88,-,-,-,-,-,-,61.21,-0.68,50.28,-0.89,90.96,-0.27,57.94,0.38,64.11,-1.81,-,-,-,-,-,-,-,-,-,-
1999M09,63.77,-0.75,52.86,-0.86,77.36,-0.30,60.65,8.03,74.25,-3.81,40.35,-7.88,58.48,16.59,59.55,-1.01,62.17,-1.68,61.92,-0.48,30.10,1.28,67.58,-0.97,93.07,-0.58,99.44,-0.78,81.44,-0.09,66.87,-1.04,56.10,-1.13,95.53,-0.88,-,-,-,-,-,-,61.20,-0.49,50.25,-0.63,90.97,-0.27,57.92,0.47,64.03,-1.69,-,-,-,-,-,-,-,-,-,-
1999M10,63.98,-0.40,53.12,-0.38,77.23,-0.58,60.83,8.35,74.14,-3.68,40.94,-5.89,58.05,11.94,60.47,0.90,62.15,-1.93,62.02,-0.32,30.86,3.84,67.45,-1.17,93.16,-0.48,99.55,-0.66,81.46,-0.06,67.03,-0.84,56.25,-0.95,95.72,-0.66,-,-,-,-,-,-,61.45,-0.02,50.58,0.10,90.96,-0.29,58.11,0.80,64.29,-1.18,-,-,-,-,-,-,-,-,-,-
1999M11,63.96,-0.06,53.08,0.09,77.15,-0.66,60.83,8.70,74.25,-3.40,40.94,-3.56,57.22,5.67,61.05,2.02,62.11,-1.99,62.09,-0.27,31.13,4.74,67.43,-1.42,93.18,-0.36,99.55,-0.59,81.52,0.23,67.03,-0.65,56.23,-0.74,95.74,-0.57,-,-,-,-,-,-,61.42,0.46,50.54,0.84,90.97,-0.14,58.08,1.03,64.24,-0.53,-,-,-,-,-,-,-,-,-,-
1999M12,63.90,0.24,53.02,0.66,77.14,-0.28,60.11,6.81,74.27,-3.37,40.94,-1.49,57.01,4.59,61.31,2.47,62.00,-2.16,62.13,-0.02,31.34,5.45,67.56,-1.05,93.18,-0.34,99.57,-0.54,81.48,0.20,67.01,-0.36,56.21,-0.21,95.74,-0.56,-,-,-,-,-,-,61.33,0.79,50.43,1.35,90.97,-0.11,58.01,1.17,64.17,-0.17,-,-,-,-,-,-,-,-,-,-
2000M01,63.49,-0.17,52.47,-0.06,75.05,-2.97,60.18,6.99,75.15,-1.94,40.64,-1.14,56.97,3.92,61.35,3.02,62.00,-1.63,61.74,-0.50,31.63,6.43,67.70,-0.69,93.10,-0.36,99.46,-0.60,81.46,0.30,66.62,-0.77,55.72,-0.87,95.57,-0.67,-,-,-,-,-,-,60.90,0.38,49.86,0.65,90.97,-0.04,57.52,0.49,63.70,-0.36,-,-,-,-,-,-,-,-,-,-
2000M02,63.56,-0.08,52.55,-0.02,74.01,-4.58,60.31,5.36,75.21,-1.81,41.28,1.03,57.70,5.04,61.36,3.23,62.08,-0.39,61.78,-0.61,31.76,6.90,67.73,-0.29,93.12,-0.20,99.49,-0.36,81.46,0.17,66.76,-0.48,55.90,-0.53,95.59,-0.40,-,-,-,-,-,-,60.92,0.26,49.88,0.44,90.99,-0.02,57.44,-0.02,63.77,-0.17,-,-,-,-,-,-,-,-,-,-
2000M03,63.81,0.19,52.89,0.38,74.12,-3.91,61.09,5.55,75.26,-1.99,41.87,2.02,57.49,2.11,61.76,3.85,62.07,-0.40,61.75,-0.55,31.99,7.35,67.74,-0.24,93.13,-0.15,99.52,-0.32,81.46,0.36,66.92,-0.33,56.13,-0.36,95.62,-0.33,-,-,-,-,-,-,61.24,0.66,50.30,1.04,90.99,0.05,57.68,0.33,64.11,0.31,-,-,-,-,-,-,-,-,-,-
2000M04,63.86,0.00,52.97,0.09,73.88,-4.05,61.04,4.11,76.49,-0.31,42.22,2.20,56.67,-1.94,61.94,3.82,62.07,-0.37,61.79,-0.48,32.09,7.50,68.05,0.53,93.13,-0.17,99.52,-0.32,81.46,0.23,66.98,-0.51,56.21,-0.65,95.62,-0.35,-,-,-,-,-,-,61.29,0.44,50.36,0.70,90.99,0.01,57.68,0.03,64.17,0.20,-,-,-,-,-,-,-,-,-,-
2000M05,63.87,-0.03,53.02,-0.02,73.53,-4.47,60.95,3.96,76.49,-0.31,42.64,2.82,56.04,-5.97,61.66,3.39,62.08,-0.24,61.77,-0.44,32.09,9.75,68.54,1.23,93.05,-0.06,99.41,-0.14,81.46,0.23,66.97,-0.61,56.23,-0.97,95.53,-0.14,-,-,-,-,-,-,61.32,0.49,50.43,0.78,90.93,0.04,57.67,0.16,64.25,0.17,-,-,-,-,-,-,-,-,-,-
2000M06,63.84,-0.03,52.99,-0.02,73.18,-4.91,60.78,2.12,76.45,-0.29,42.97,3.94,55.26,-5.96,61.00,2.01,62.04,-0.24,61.76,-0.44,32.09,10.92,68.40,1.32,93.03,-0.02,99.38,-0.12,81.46,0.23,66.92,-0.48,56.17,-0.74,95.50,-0.13,-,-,-,-,-,-,61.32,0.39,50.43,0.58,90.92,0.08,57.64,0.03,64.28,0.09,-,-,-,-,-,-,-,-,-,-
2000M07,63.74,-0.28,52.82,-0.53,72.88,-5.77,60.70,0.43,76.45,-0.31,42.76,4.09,54.93,-6.34,60.76,1.44,61.96,-0.37,61.65,-0.40,32.09,10.31,68.85,1.92,93.04,0.05,99.38,-0.04,81.51,0.30,66.76,-0.64,55.95,-1.11,95.50,0.00,-,-,-,-,-,-,61.23,0.05,50.30,0.00,90.94,0.10,57.52,-0.47,64.25,-0.05,-,-,-,-,-,-,-,-,-,-
2000M08,63.47,-0.58,52.47,-0.94,72.31,-6.66,59.88,-1.35,76.99,2.83,42.45,4.84,54.60,-7.39,60.51,1.36,61.94,-0.37,61.66,-0.42,32.10,7.61,68.32,1.04,93.01,-0.04,99.40,-0.03,81.36,-0.07,66.56,-0.67,55.64,-1.19,95.52,0.01,-,-,-,-,-,-,60.92,-0.47,49.91,-0.74,90.86,-0.11,57.22,-1.24,63.95,-0.25,-,-,-,-,-,-,-,-,-,-
2000M09,63.24,-0.83,52.14,-1.36,71.68,-7.34,59.31,-2.21,76.66,3.25,42.28,4.78,53.65,-8.26,60.16,1.02,61.94,-0.37,61.66,-0.42,32.10,6.64,68.31,1.08,93.06,-0.01,99.40,-0.04,81.51,0.09,66.33,-0.81,55.31,-1.41,95.53,0.00,-,-,-,-,-,-,60.68,-0.85,49.59,-1.31,90.95,-0.02,56.98,-1.62,63.68,-0.55,-,-,-,-,-,-,-,-,-,-
2000M10,63.25,-1.14,52.15,-1.83,71.02,-8.04,59.02,-2.98,76.28,2.89,42.82,4.59,53.59,-7.68,60.15,-0.53,61.85,-0.48,61.76,-0.42,32.26,4.54,67.75,0.44,93.05,-0.12,99.39,-0.16,81.50,0.05,66.34,-1.03,55.31,-1.67,95.52,-0.21,-,-,-,-,-,-,60.69,-1.24,49.60,-1.94,90.93,-0.03,56.94,-2.01,63.63,-1.03,-,-,-,-,-,-,-,-,-,-
2000M11,63.06,-1.41,51.98,-2.07,69.97,-9.31,58.94,-3.11,76.55,3.10,42.93,4.86,53.28,-6.89,60.03,-1.67,62.20,0.14,61.91,-0.29,32.46,4.27,68.00,0.85,92.82,-0.39,99.06,-0.49,81.47,-0.06,66.15,-1.31,55.20,-1.83,95.20,-0.56,-,-,-,-,-,-,60.50,-1.50,49.39,-2.28,90.79,-0.20,56.77,-2.26,63.42,-1.28,-,-,-,-,-,-,-,-,-,-
2000M12,62.97,-1.46,51.89,-2.13,69.59,-9.79,59.01,-1.83,76.55,3.07,42.62,4.10,54.06,-5.17,59.74,-2.56,62.20,0.32,61.84,-0.47,33.37,6.48,67.97,0.61,92.73,-0.48,98.93,-0.64,81.47,-0.01,66.03,-1.46,55.09,-1.99,95.04,-0.73,-,-,-,-,-,-,60.44,-1.45,49.32,-2.20,90.77,-0.22,56.83,-2.03,63.15,-1.59,-,-,-,-,-,-,-,-,-,-
2001M01,62.88,-0.96,51.79,-1.30,69.35,-7.59,59.01,-1.94,76.55,1.86,42.49,4.55,53.52,-6.06,59.71,-2.67,62.20,0.32,61.68,-0.10,33.96,7.37,67.87,0.25,92.67,-0.46,98.86,-0.60,81.47,0.01,65.90,-1.08,54.91,-1.45,94.99,-0.61,-,-,-,-,-,-,60.38,-0.85,49.27,-1.18,90.72,-0.27,56.85,-1.16,63.04,-1.04,-,-,-,-,-,-,-,-,-,-
2001M02,62.79,-1.21,51.67,-1.67,68.88,-6.93,59.01,-2.16,76.52,1.74,42.49,2.93,53.46,-7.35,59.28,-3.39,62.20,0.19,61.44,-0.55,34.03,7.15,67.73,0.00,92.65,-0.50,98.83,-0.66,81.44,-0.02,65.77,-1.48,54.73,-2.09,94.97,-0.65,-,-,-,-,-,-,60.32,-0.98,49.19,-1.38,90.69,-0.33,56.76,-1.18,62.97,-1.25,-,-,-,-,-,-,-,-,-,-
